Features: 16,,,,,,,,,,
Target Class: vips,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,93.66197183,621
"Nu: 0.05, Gamma: 9e-05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.05, Gamma: 0.0001",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.05, Gamma: 0.0002",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.05, Gamma: 0.0003",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.05, Gamma: 0.0004",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.05, Gamma: 0.005",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.05, Gamma: 0.05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.05, Gamma: 0.0625",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.05, Gamma: 0.1",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.05, Gamma: 0.2",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.05, Gamma: 0.5",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.05, Gamma: 0.7",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.05, Gamma: 0.9",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.05, Gamma: 0.99",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.0625, Gamma: 1e-05",119,12,0,1,90.90909091,10,40,,,
"Nu: 0.0625, Gamma: 2e-05",115,12,4,1,87.87878788,10,40,,,
"Nu: 0.0625, Gamma: 3e-05",115,12,4,1,87.87878788,10,40,,,
"Nu: 0.0625, Gamma: 4e-05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.0625, Gamma: 5e-05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.0625, Gamma: 6e-05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.0625, Gamma: 7e-05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.0625, Gamma: 8e-05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.0625, Gamma: 9e-05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.0625, Gamma: 0.005",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.0625, Gamma: 0.05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.0625, Gamma: 0.1",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.0625, Gamma: 0.2",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.0625, Gamma: 0.5",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.0625, Gamma: 0.7",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.0625, Gamma: 0.9",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.0625, Gamma: 0.99",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.1, Gamma: 1e-05",119,12,0,1,90.90909091,10,40,,,
"Nu: 0.1, Gamma: 2e-05",119,12,0,1,90.90909091,10,40,,,
"Nu: 0.1, Gamma: 3e-05",115,12,4,1,87.87878788,10,40,,,
"Nu: 0.1, Gamma: 4e-05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.1, Gamma: 5e-05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.1, Gamma: 6e-05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.1, Gamma: 7e-05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.1, Gamma: 8e-05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.1, Gamma: 9e-05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.1, Gamma: 0.0001",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.1, Gamma: 0.0002",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.1, Gamma: 0.0003",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.1, Gamma: 0.0004",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.1, Gamma: 0.005",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.1, Gamma: 0.05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.1, Gamma: 0.0625",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.1, Gamma: 0.1",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.1, Gamma: 0.2",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.1, Gamma: 0.5",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.1, Gamma: 0.7",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.1, Gamma: 0.9",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.1, Gamma: 0.99",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.2, Gamma: 1e-05",115,12,4,1,87.87878788,10,40,,,
"Nu: 0.2, Gamma: 2e-05",115,12,4,1,87.87878788,10,40,,,
"Nu: 0.2, Gamma: 3e-05",119,12,0,1,90.90909091,10,40,,,
"Nu: 0.2, Gamma: 4e-05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.2, Gamma: 5e-05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.2, Gamma: 6e-05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.2, Gamma: 7e-05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.2, Gamma: 8e-05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.2, Gamma: 9e-05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.2, Gamma: 0.0001",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.2, Gamma: 0.0002",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.2, Gamma: 0.0003",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.2, Gamma: 0.0004",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.2, Gamma: 0.005",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.2, Gamma: 0.05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.2, Gamma: 0.0625",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.2, Gamma: 0.1",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.2, Gamma: 0.2",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.2, Gamma: 0.5",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.2, Gamma: 0.7",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.2, Gamma: 0.9",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.2, Gamma: 0.99",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.5, Gamma: 1e-05",115,12,4,1,87.87878788,10,40,,,
"Nu: 0.5, Gamma: 2e-05",115,12,4,1,87.87878788,10,40,,,
"Nu: 0.5, Gamma: 3e-05",119,12,0,1,90.90909091,10,40,,,
"Nu: 0.5, Gamma: 4e-05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.5, Gamma: 5e-05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.5, Gamma: 6e-05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.5, Gamma: 7e-05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.5, Gamma: 8e-05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.5, Gamma: 9e-05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.5, Gamma: 0.0001",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.5, Gamma: 0.0002",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.5, Gamma: 0.0003",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.5, Gamma: 0.0004",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.5, Gamma: 0.005",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.5, Gamma: 0.05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.5, Gamma: 0.0625",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.5, Gamma: 0.1",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.5, Gamma: 0.2",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.5, Gamma: 0.5",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.5, Gamma: 0.7",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.5, Gamma: 0.9",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.5, Gamma: 0.99",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.7, Gamma: 1e-05",119,12,0,1,90.90909091,10,40,,,
"Nu: 0.7, Gamma: 2e-05",115,12,4,1,87.87878788,10,40,,,
"Nu: 0.7, Gamma: 3e-05",115,12,4,1,87.87878788,10,40,,,
"Nu: 0.7, Gamma: 4e-05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.7, Gamma: 5e-05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.7, Gamma: 6e-05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.7, Gamma: 7e-05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.7, Gamma: 8e-05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.7, Gamma: 9e-05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.7, Gamma: 0.0001",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.7, Gamma: 0.0002",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.7, Gamma: 0.0003",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.7, Gamma: 0.0004",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.7, Gamma: 0.005",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.7, Gamma: 0.05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.7, Gamma: 0.0625",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.7, Gamma: 0.1",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.7, Gamma: 0.2",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.7, Gamma: 0.5",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.7, Gamma: 0.7",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.7, Gamma: 0.9",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.7, Gamma: 0.99",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.9, Gamma: 1e-05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.9, Gamma: 2e-05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.9, Gamma: 3e-05",115,12,4,1,87.87878788,10,40,,,
"Nu: 0.9, Gamma: 4e-05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.9, Gamma: 5e-05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.9, Gamma: 6e-05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.9, Gamma: 7e-05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.9, Gamma: 8e-05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.9, Gamma: 9e-05",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.9, Gamma: 0.0001",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.9, Gamma: 0.0002",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.9, Gamma: 0.0003",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.9, Gamma: 0.0004",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.9, Gamma: 0.005",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.9, Gamma: 0.05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.9, Gamma: 0.0625",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.9, Gamma: 0.1",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.9, Gamma: 0.2",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.9, Gamma: 0.5",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.9, Gamma: 0.7",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.9, Gamma: 0.9",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.9, Gamma: 0.99",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.99, Gamma: 1e-05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.99, Gamma: 2e-05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.99, Gamma: 3e-05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.99, Gamma: 4e-05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.99, Gamma: 5e-05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.99, Gamma: 6e-05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.99, Gamma: 7e-05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.99, Gamma: 8e-05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.99, Gamma: 9e-05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.99, Gamma: 0.0001",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.99, Gamma: 0.0002",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.99, Gamma: 0.0003",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.99, Gamma: 0.0004",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.99, Gamma: 0.005",115,13,4,0,87.12121212,10,40,,,
"Nu: 0.99, Gamma: 0.05",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.99, Gamma: 0.0625",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.99, Gamma: 0.1",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.99, Gamma: 0.2",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.99, Gamma: 0.5",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.99, Gamma: 0.7",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.99, Gamma: 0.9",119,13,0,0,90.15151515,10,40,,,
"Nu: 0.99, Gamma: 0.99",119,13,0,0,90.15151515,10,40,,,
,,,,,,,,,,
Target Class: vips_cachehalf,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 5e-05, Gamma: 1e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 5e-05, Gamma: 2e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 5e-05, Gamma: 3e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 5e-05, Gamma: 4e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 5e-05, Gamma: 5e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 5e-05, Gamma: 6e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 5e-05, Gamma: 7e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 5e-05, Gamma: 8e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 5e-05, Gamma: 9e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 5e-05, Gamma: 0.0001",130,12,0,0,91.54929577,10,40,,,
"Nu: 5e-05, Gamma: 0.0002",130,12,0,0,91.54929577,10,40,,,
"Nu: 5e-05, Gamma: 0.0003",130,12,0,0,91.54929577,10,40,,,
"Nu: 5e-05, Gamma: 0.0004",130,12,0,0,91.54929577,10,40,,,
"Nu: 5e-05, Gamma: 0.005",130,12,0,0,91.54929577,10,40,,,
"Nu: 5e-05, Gamma: 0.05",130,12,0,0,91.54929577,10,40,,,
"Nu: 5e-05, Gamma: 0.0625",130,12,0,0,91.54929577,10,40,,,
"Nu: 5e-05, Gamma: 0.1",130,12,0,0,91.54929577,10,40,,,
"Nu: 5e-05, Gamma: 0.2",130,12,0,0,91.54929577,10,40,,,
"Nu: 5e-05, Gamma: 0.5",130,12,0,0,91.54929577,10,40,,,
"Nu: 5e-05, Gamma: 0.7",130,12,0,0,91.54929577,10,40,,,
"Nu: 5e-05, Gamma: 0.9",130,12,0,0,91.54929577,10,40,,,
"Nu: 5e-05, Gamma: 0.99",130,12,0,0,91.54929577,10,40,,,
"Nu: 6e-05, Gamma: 1e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 6e-05, Gamma: 2e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 6e-05, Gamma: 3e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 6e-05, Gamma: 4e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 6e-05, Gamma: 5e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 6e-05, Gamma: 6e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 6e-05, Gamma: 7e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 6e-05, Gamma: 8e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 6e-05, Gamma: 9e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 6e-05, Gamma: 0.0001",130,12,0,0,91.54929577,10,40,,,
"Nu: 6e-05, Gamma: 0.0002",130,12,0,0,91.54929577,10,40,,,
"Nu: 6e-05, Gamma: 0.0003",130,12,0,0,91.54929577,10,40,,,
"Nu: 6e-05, Gamma: 0.0004",130,12,0,0,91.54929577,10,40,,,
"Nu: 6e-05, Gamma: 0.005",130,12,0,0,91.54929577,10,40,,,
"Nu: 6e-05, Gamma: 0.05",130,12,0,0,91.54929577,10,40,,,
"Nu: 6e-05, Gamma: 0.0625",130,12,0,0,91.54929577,10,40,,,
"Nu: 6e-05, Gamma: 0.1",130,12,0,0,91.54929577,10,40,,,
"Nu: 6e-05, Gamma: 0.2",130,12,0,0,91.54929577,10,40,,,
"Nu: 6e-05, Gamma: 0.5",130,12,0,0,91.54929577,10,40,,,
"Nu: 6e-05, Gamma: 0.7",130,12,0,0,91.54929577,10,40,,,
"Nu: 6e-05, Gamma: 0.9",130,12,0,0,91.54929577,10,40,,,
"Nu: 6e-05, Gamma: 0.99",130,12,0,0,91.54929577,10,40,,,
"Nu: 7e-05, Gamma: 1e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 7e-05, Gamma: 2e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 7e-05, Gamma: 3e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 7e-05, Gamma: 4e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 7e-05, Gamma: 5e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 7e-05, Gamma: 6e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 7e-05, Gamma: 7e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 7e-05, Gamma: 8e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 7e-05, Gamma: 9e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 7e-05, Gamma: 0.0001",130,12,0,0,91.54929577,10,40,,,
"Nu: 7e-05, Gamma: 0.0002",130,12,0,0,91.54929577,10,40,,,
"Nu: 7e-05, Gamma: 0.0003",130,12,0,0,91.54929577,10,40,,,
"Nu: 7e-05, Gamma: 0.0004",130,12,0,0,91.54929577,10,40,,,
"Nu: 7e-05, Gamma: 0.005",130,12,0,0,91.54929577,10,40,,,
"Nu: 7e-05, Gamma: 0.05",130,12,0,0,91.54929577,10,40,,,
"Nu: 7e-05, Gamma: 0.0625",130,12,0,0,91.54929577,10,40,,,
"Nu: 7e-05, Gamma: 0.1",130,12,0,0,91.54929577,10,40,,,
"Nu: 7e-05, Gamma: 0.2",130,12,0,0,91.54929577,10,40,,,
"Nu: 7e-05, Gamma: 0.5",130,12,0,0,91.54929577,10,40,,,
"Nu: 7e-05, Gamma: 0.7",130,12,0,0,91.54929577,10,40,,,
"Nu: 7e-05, Gamma: 0.9",130,12,0,0,91.54929577,10,40,,,
"Nu: 7e-05, Gamma: 0.99",130,12,0,0,91.54929577,10,40,,,
"Nu: 8e-05, Gamma: 1e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 8e-05, Gamma: 2e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 8e-05, Gamma: 3e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 8e-05, Gamma: 4e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 8e-05, Gamma: 5e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 8e-05, Gamma: 6e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 8e-05, Gamma: 7e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 8e-05, Gamma: 8e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 8e-05, Gamma: 9e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 8e-05, Gamma: 0.0001",128,12,2,0,90.14084507,10,40,,,
"Nu: 8e-05, Gamma: 0.0002",128,12,2,0,90.14084507,10,40,,,
"Nu: 8e-05, Gamma: 0.0003",128,12,2,0,90.14084507,10,40,,,
"Nu: 8e-05, Gamma: 0.0004",128,12,2,0,90.14084507,10,40,,,
"Nu: 8e-05, Gamma: 0.005",128,12,2,0,90.14084507,10,40,,,
"Nu: 8e-05, Gamma: 0.05",128,12,2,0,90.14084507,10,40,,,
"Nu: 8e-05, Gamma: 0.0625",128,12,2,0,90.14084507,10,40,,,
"Nu: 8e-05, Gamma: 0.1",128,12,2,0,90.14084507,10,40,,,
"Nu: 8e-05, Gamma: 0.2",128,12,2,0,90.14084507,10,40,,,
"Nu: 8e-05, Gamma: 0.5",128,12,2,0,90.14084507,10,40,,,
"Nu: 8e-05, Gamma: 0.7",128,12,2,0,90.14084507,10,40,,,
"Nu: 8e-05, Gamma: 0.9",128,12,2,0,90.14084507,10,40,,,
"Nu: 8e-05, Gamma: 0.99",128,12,2,0,90.14084507,10,40,,,
"Nu: 9e-05, Gamma: 1e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 9e-05, Gamma: 2e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 9e-05, Gamma: 3e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 9e-05, Gamma: 4e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 9e-05, Gamma: 5e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 9e-05, Gamma: 6e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 9e-05, Gamma: 7e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 9e-05, Gamma: 8e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 9e-05, Gamma: 9e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 9e-05, Gamma: 0.0001",128,12,2,0,90.14084507,10,40,,,
"Nu: 9e-05, Gamma: 0.0002",128,12,2,0,90.14084507,10,40,,,
"Nu: 9e-05, Gamma: 0.0003",128,12,2,0,90.14084507,10,40,,,
"Nu: 9e-05, Gamma: 0.0004",128,12,2,0,90.14084507,10,40,,,
"Nu: 9e-05, Gamma: 0.005",128,12,2,0,90.14084507,10,40,,,
"Nu: 9e-05, Gamma: 0.05",128,12,2,0,90.14084507,10,40,,,
"Nu: 9e-05, Gamma: 0.0625",128,12,2,0,90.14084507,10,40,,,
"Nu: 9e-05, Gamma: 0.1",128,12,2,0,90.14084507,10,40,,,
"Nu: 9e-05, Gamma: 0.2",128,12,2,0,90.14084507,10,40,,,
"Nu: 9e-05, Gamma: 0.5",128,12,2,0,90.14084507,10,40,,,
"Nu: 9e-05, Gamma: 0.7",128,12,2,0,90.14084507,10,40,,,
"Nu: 9e-05, Gamma: 0.9",128,12,2,0,90.14084507,10,40,,,
"Nu: 9e-05, Gamma: 0.99",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0001, Gamma: 1e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 0.0001, Gamma: 2e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0001, Gamma: 3e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0001, Gamma: 4e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0001, Gamma: 5e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0001, Gamma: 6e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0001, Gamma: 7e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0001, Gamma: 8e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0001, Gamma: 9e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0001, Gamma: 0.0001",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0001, Gamma: 0.005",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0001, Gamma: 0.05",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0001, Gamma: 0.1",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0001, Gamma: 0.2",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0001, Gamma: 0.5",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0001, Gamma: 0.7",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0001, Gamma: 0.9",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0001, Gamma: 0.99",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0002, Gamma: 1e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 0.0002, Gamma: 2e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0002, Gamma: 3e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0002, Gamma: 4e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0002, Gamma: 5e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0002, Gamma: 6e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0002, Gamma: 7e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0002, Gamma: 8e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0002, Gamma: 9e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0002, Gamma: 0.005",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0002, Gamma: 0.05",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0002, Gamma: 0.1",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0002, Gamma: 0.2",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0002, Gamma: 0.5",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0002, Gamma: 0.7",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0002, Gamma: 0.9",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0002, Gamma: 0.99",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0003, Gamma: 1e-05",130,12,0,0,91.54929577,10,40,,,
"Nu: 0.0003, Gamma: 2e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0003, Gamma: 3e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0003, Gamma: 4e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0003, Gamma: 5e-05",128,12,2,0,90.14084507,10,40,,,
"Nu: 0.0003, Gamma: 6e-05",128,12,2,0,90.14084507,10,40,,,
