Features: 16,,,,,,,,,,
Target Class: x264,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,94.4545125,303
"Nu: 0.9, Gamma: 0.0002",33,469,14,5002,91.24682856,0,40,,,
"Nu: 0.9, Gamma: 0.0003",167,335,360,4656,87.40485683,0,40,,,
"Nu: 0.9, Gamma: 0.0004",391,111,4046,970,24.6647336,0,40,,,
"Nu: 0.9, Gamma: 0.005",9,493,0,5016,91.06560348,0,40,,,
"Nu: 0.9, Gamma: 0.05",42,460,4,5012,91.59115622,0,40,,,
"Nu: 0.9, Gamma: 0.0625",47,455,4,5012,91.68176876,0,40,,,
"Nu: 0.9, Gamma: 0.1",43,459,1,5015,91.66364625,0,40,,,
"Nu: 0.9, Gamma: 0.2",49,453,0,5016,91.79050381,0,40,,,
"Nu: 0.9, Gamma: 0.5",44,458,0,5016,91.69989126,0,40,,,
"Nu: 0.9, Gamma: 0.7",46,456,0,5016,91.73613628,0,40,,,
"Nu: 0.9, Gamma: 0.9",48,454,0,5016,91.7723813,0,40,,,
"Nu: 0.9, Gamma: 0.99",42,460,0,5016,91.66364625,0,40,,,
"Nu: 0.99, Gamma: 0.0001",0,502,0,5016,90.90250091,0,40,,,
"Nu: 0.99, Gamma: 0.0002",12,490,0,5016,91.119971,0,40,,,
"Nu: 0.99, Gamma: 0.0003",36,466,10,5006,91.37368612,0,40,,,
"Nu: 0.99, Gamma: 0.0004",394,108,4050,966,24.64661109,0,40,,,
"Nu: 0.99, Gamma: 0.005",2,500,0,5016,90.93874592,0,40,,,
"Nu: 0.99, Gamma: 0.05",3,499,0,5016,90.95686843,0,40,,,
"Nu: 0.99, Gamma: 0.0625",3,499,0,5016,90.95686843,0,40,,,
"Nu: 0.99, Gamma: 0.1",5,497,0,5016,90.99311345,0,40,,,
"Nu: 0.99, Gamma: 0.2",4,498,0,5016,90.97499094,0,40,,,
"Nu: 0.99, Gamma: 0.5",1,501,0,5016,90.92062341,0,40,,,
"Nu: 0.99, Gamma: 0.7",0,502,0,5016,90.90250091,0,40,,,
"Nu: 0.99, Gamma: 0.9",1,501,0,5016,90.92062341,0,40,,,
"Nu: 0.99, Gamma: 0.99",1,501,0,5016,90.92062341,0,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: x264,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",502,0,5016,1,9.113969922,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",502,0,5016,1,9.113969922,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",502,0,5016,1,9.113969922,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",502,0,5016,1,9.113969922,10,40,,,
"Nu: 0.0001, Gamma: 0.005",306,196,2605,2412,49.24805218,10,40,,,
"Nu: 0.0001, Gamma: 0.05",502,0,4974,43,9.874977351,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",502,0,5002,15,9.367639065,10,40,,,
"Nu: 0.0001, Gamma: 0.1",502,0,5011,6,9.204566045,10,40,,,
"Nu: 0.0001, Gamma: 0.2",502,0,5013,4,9.168327596,10,40,,,
"Nu: 0.0001, Gamma: 0.5",502,0,5009,8,9.240804494,10,40,,,
"Nu: 0.0001, Gamma: 0.7",502,0,5005,12,9.313281392,10,40,,,
"Nu: 0.0001, Gamma: 0.9",502,0,4999,18,9.421996739,10,40,,,
"Nu: 0.0001, Gamma: 0.99",502,0,4998,19,9.440115963,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",320,182,2711,2306,47.58108353,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",320,182,2710,2307,47.59920275,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",318,184,2692,2325,47.88911035,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",319,183,2694,2323,47.87099112,10,40,,,
"Nu: 0.0002, Gamma: 0.005",502,0,4878,139,11.6144229,10,40,,,
"Nu: 0.0002, Gamma: 0.05",502,0,5002,15,9.367639065,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",502,0,5005,12,9.313281392,10,40,,,
"Nu: 0.0002, Gamma: 0.1",502,0,4997,20,9.458235188,10,40,,,
"Nu: 0.0002, Gamma: 0.2",502,0,5011,6,9.204566045,10,40,,,
"Nu: 0.0002, Gamma: 0.5",502,0,5003,14,9.349519841,10,40,,,
"Nu: 0.0002, Gamma: 0.7",502,0,4996,21,9.476354412,10,40,,,
"Nu: 0.0002, Gamma: 0.9",502,0,5000,17,9.403877514,10,40,,,
"Nu: 0.0002, Gamma: 0.99",502,0,4998,19,9.440115963,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",301,201,2565,2452,49.88222504,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",301,201,2569,2448,49.80974814,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",301,201,2569,2448,49.80974814,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",301,201,2567,2450,49.84598659,10,40,,,
"Nu: 0.0003, Gamma: 0.005",502,0,4952,65,10.27360029,10,40,,,
"Nu: 0.0003, Gamma: 0.05",502,0,4998,19,9.440115963,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",502,0,4994,23,9.512592861,10,40,,,
"Nu: 0.0003, Gamma: 0.1",502,0,5004,13,9.331400616,10,40,,,
"Nu: 0.0003, Gamma: 0.2",502,0,5009,8,9.240804494,10,40,,,
"Nu: 0.0003, Gamma: 0.5",502,0,5006,11,9.295162167,10,40,,,
"Nu: 0.0003, Gamma: 0.7",502,0,5001,16,9.38575829,10,40,,,
"Nu: 0.0003, Gamma: 0.9",502,0,4998,19,9.440115963,10,40,,,
"Nu: 0.0003, Gamma: 0.99",502,0,4997,20,9.458235188,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",292,210,2477,2540,51.31364378,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",292,210,2481,2536,51.24116688,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",292,210,2480,2537,51.2592861,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",300,202,2558,2459,49.99094039,10,40,,,
"Nu: 0.0004, Gamma: 0.005",502,0,4988,29,9.621308208,10,40,,,
"Nu: 0.0004, Gamma: 0.05",502,0,4990,27,9.585069759,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",502,0,4991,26,9.566950535,10,40,,,
"Nu: 0.0004, Gamma: 0.1",502,0,4995,22,9.494473637,10,40,,,
"Nu: 0.0004, Gamma: 0.2",502,0,5007,10,9.277042943,10,40,,,
"Nu: 0.0004, Gamma: 0.5",502,0,5005,12,9.313281392,10,40,,,
"Nu: 0.0004, Gamma: 0.7",502,0,5001,16,9.38575829,10,40,,,
"Nu: 0.0004, Gamma: 0.9",502,0,4998,19,9.440115963,10,40,,,
"Nu: 0.0004, Gamma: 0.99",502,0,4998,19,9.440115963,10,40,,,
"Nu: 0.005, Gamma: 0.0001",502,0,5006,11,9.295162167,10,40,,,
"Nu: 0.005, Gamma: 0.0002",480,22,4354,663,20.7102736,10,40,,,
"Nu: 0.005, Gamma: 0.0003",481,21,4397,620,19.94926617,10,40,,,
"Nu: 0.005, Gamma: 0.0004",494,8,4702,315,14.65845262,10,40,,,
"Nu: 0.005, Gamma: 0.005",502,0,4926,91,10.74470013,10,40,,,
"Nu: 0.005, Gamma: 0.05",502,0,4930,87,10.67222323,10,40,,,
"Nu: 0.005, Gamma: 0.0625",502,0,4931,86,10.654104,10,40,,,
"Nu: 0.005, Gamma: 0.1",502,0,4931,86,10.654104,10,40,,,
"Nu: 0.005, Gamma: 0.2",502,0,4931,86,10.654104,10,40,,,
"Nu: 0.005, Gamma: 0.5",502,0,4941,76,10.47291176,10,40,,,
"Nu: 0.005, Gamma: 0.7",502,0,4946,71,10.38231564,10,40,,,
"Nu: 0.005, Gamma: 0.9",502,0,4899,118,11.23391919,10,40,,,
"Nu: 0.005, Gamma: 0.99",502,0,4870,147,11.7593767,10,40,,,
"Nu: 0.05, Gamma: 0.0001",485,17,4347,670,20.92770429,10,40,,,
"Nu: 0.05, Gamma: 0.0002",485,17,4347,670,20.92770429,10,40,,,
"Nu: 0.05, Gamma: 0.0003",485,17,4347,670,20.92770429,10,40,,,
"Nu: 0.05, Gamma: 0.0004",485,17,4347,670,20.92770429,10,40,,,
"Nu: 0.05, Gamma: 0.005",486,16,4371,646,20.51096213,10,40,,,
"Nu: 0.05, Gamma: 0.05",486,16,4344,673,21.00018119,10,40,,,
"Nu: 0.05, Gamma: 0.0625",486,16,4334,683,21.18137344,10,40,,,
"Nu: 0.05, Gamma: 0.1",486,16,4319,698,21.4531618,10,40,,,
"Nu: 0.05, Gamma: 0.2",487,15,4223,794,23.21072658,10,40,,,
"Nu: 0.05, Gamma: 0.5",487,15,3698,1319,32.72331944,10,40,,,
"Nu: 0.05, Gamma: 0.7",488,14,3439,1578,37.43431781,10,40,,,
"Nu: 0.05, Gamma: 0.9",490,12,3401,1616,38.15908679,10,40,,,
"Nu: 0.05, Gamma: 0.99",490,12,3414,1603,37.92353687,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",479,23,4187,830,23.71806487,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",479,23,4187,830,23.71806487,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",479,23,4187,830,23.71806487,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",479,23,4187,830,23.71806487,10,40,,,
"Nu: 0.0625, Gamma: 0.005",481,21,4224,793,23.08389201,10,40,,,
"Nu: 0.0625, Gamma: 0.05",480,22,4180,837,23.86301866,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",482,20,4178,839,23.93549556,10,40,,,
"Nu: 0.0625, Gamma: 0.1",482,20,4149,868,24.46095307,10,40,,,
"Nu: 0.0625, Gamma: 0.2",483,19,4053,964,26.21851785,10,40,,,
"Nu: 0.0625, Gamma: 0.5",485,17,3407,1610,37.95977532,10,40,,,
"Nu: 0.0625, Gamma: 0.7",482,20,3311,1706,39.6448632,10,40,,,
"Nu: 0.0625, Gamma: 0.9",486,16,3356,1661,38.901975,10,40,,,
"Nu: 0.0625, Gamma: 0.99",484,18,3397,1620,38.12284834,10,40,,,
"Nu: 0.1, Gamma: 0.0001",463,39,3775,1242,30.89327777,10,40,,,
"Nu: 0.1, Gamma: 0.0002",462,40,3775,1242,30.87515854,10,40,,,
"Nu: 0.1, Gamma: 0.0003",462,40,3773,1244,30.91139699,10,40,,,
"Nu: 0.1, Gamma: 0.0004",462,40,3773,1244,30.91139699,10,40,,,
"Nu: 0.1, Gamma: 0.005",468,34,3888,1129,28.93640152,10,40,,,
"Nu: 0.1, Gamma: 0.05",469,33,3822,1195,30.15038956,10,40,,,
"Nu: 0.1, Gamma: 0.0625",468,34,3789,1228,30.73020475,10,40,,,
"Nu: 0.1, Gamma: 0.1",468,34,3719,1298,31.99855046,10,40,,,
"Nu: 0.1, Gamma: 0.2",469,33,3438,1579,37.10817177,10,40,,,
"Nu: 0.1, Gamma: 0.5",469,33,3082,1935,43.55861569,10,40,,,
"Nu: 0.1, Gamma: 0.7",461,41,3159,1858,42.01848161,10,40,,,
"Nu: 0.1, Gamma: 0.9",454,48,3321,1696,38.95633267,10,40,,,
"Nu: 0.1, Gamma: 0.99",453,49,3407,1610,37.37996014,10,40,,,
"Nu: 0.2, Gamma: 0.0001",285,217,1743,3274,64.48631999,10,40,,,
"Nu: 0.2, Gamma: 0.0002",406,96,2646,2371,50.31708643,10,40,,,
"Nu: 0.2, Gamma: 0.0003",235,267,1363,3654,70.46566407,10,40,,,
"Nu: 0.2, Gamma: 0.0004",387,115,2510,2507,52.43703569,10,40,,,
"Nu: 0.2, Gamma: 0.005",418,84,2871,2146,46.45769161,10,40,,,
"Nu: 0.2, Gamma: 0.05",420,82,2637,2380,50.73382859,10,40,,,
"Nu: 0.2, Gamma: 0.0625",427,75,2582,2435,51.85722051,10,40,,,
"Nu: 0.2, Gamma: 0.1",428,74,2460,2557,54.08588512,10,40,,,
"Nu: 0.2, Gamma: 0.2",425,77,2375,2642,55.57166153,10,40,,,
"Nu: 0.2, Gamma: 0.5",394,108,2588,2429,51.15057076,10,40,,,
"Nu: 0.2, Gamma: 0.7",393,109,2724,2293,48.668237,10,40,,,
"Nu: 0.2, Gamma: 0.9",387,115,2837,2180,46.51204928,10,40,,,
"Nu: 0.2, Gamma: 0.99",386,116,2870,2147,45.89599565,10,40,,,
"Nu: 0.5, Gamma: 0.0001",48,454,263,4754,87.00851604,10,40,,,
"Nu: 0.5, Gamma: 0.0002",171,331,677,4340,81.73582171,10,40,,,
"Nu: 0.5, Gamma: 0.0003",149,353,562,4455,83.42090959,10,40,,,
"Nu: 0.5, Gamma: 0.0004",152,350,595,4422,82.87733285,10,40,,,
"Nu: 0.5, Gamma: 0.005",245,257,965,4052,77.85830766,10,40,,,
"Nu: 0.5, Gamma: 0.05",247,255,896,4121,79.1447726,10,40,,,
"Nu: 0.5, Gamma: 0.0625",251,251,873,4144,79.63399167,10,40,,,
"Nu: 0.5, Gamma: 0.1",255,247,806,4211,80.9204566,10,40,,,
"Nu: 0.5, Gamma: 0.2",256,246,653,4364,83.71081718,10,40,,,
"Nu: 0.5, Gamma: 0.5",263,239,539,4478,85.90324334,10,40,,,
"Nu: 0.5, Gamma: 0.7",265,237,510,4507,86.4649393,10,40,,,
"Nu: 0.5, Gamma: 0.9",267,235,498,4519,86.71860844,10,40,,,
"Nu: 0.5, Gamma: 0.99",269,233,496,4521,86.79108534,10,40,,,
"Nu: 0.7, Gamma: 0.0001",112,390,327,4690,87.00851604,10,40,,,
"Nu: 0.7, Gamma: 0.0002",10,492,84,4933,89.56332669,10,40,,,
"Nu: 0.7, Gamma: 0.0003",110,392,338,4679,86.77296612,10,40,,,
"Nu: 0.7, Gamma: 0.0004",27,475,154,4863,88.60300779,10,40,,,
"Nu: 0.7, Gamma: 0.005",142,360,414,4603,85.97572024,10,40,,,
"Nu: 0.7, Gamma: 0.05",150,352,340,4677,87.46149665,10,40,,,
"Nu: 0.7, Gamma: 0.0625",149,353,333,4684,87.57021199,10,40,,,
"Nu: 0.7, Gamma: 0.1",148,354,295,4722,88.2406233,10,40,,,
"Nu: 0.7, Gamma: 0.2",154,348,247,4770,89.21906142,10,40,,,
"Nu: 0.7, Gamma: 0.5",159,343,170,4847,90.70483783,10,40,,,
"Nu: 0.7, Gamma: 0.7",162,340,148,4869,91.15781845,10,40,,,
"Nu: 0.7, Gamma: 0.9",162,340,131,4886,91.46584526,10,40,,,
"Nu: 0.7, Gamma: 0.99",162,340,128,4889,91.52020294,10,40,,,
"Nu: 0.9, Gamma: 0.0001",0,502,0,5017,90.9041493,10,40,,,
"Nu: 0.9, Gamma: 0.0002",0,502,2,5015,90.86791085,10,40,,,
"Nu: 0.9, Gamma: 0.0003",0,502,6,5011,90.79543396,10,40,,,
"Nu: 0.9, Gamma: 0.0004",3,499,9,5008,90.79543396,10,40,,,
"Nu: 0.9, Gamma: 0.005",41,461,146,4871,89.00163073,10,40,,,
"Nu: 0.9, Gamma: 0.05",50,452,131,4886,89.43649212,10,40,,,
"Nu: 0.9, Gamma: 0.0625",49,453,126,4891,89.50896902,10,40,,,
"Nu: 0.9, Gamma: 0.1",53,449,115,4902,89.78075738,10,40,,,
"Nu: 0.9, Gamma: 0.2",51,451,86,4931,90.26997645,10,40,,,
"Nu: 0.9, Gamma: 0.5",62,440,13,5004,91.7919913,10,40,,,
"Nu: 0.9, Gamma: 0.7",61,441,7,5010,91.88258743,10,40,,,
"Nu: 0.9, Gamma: 0.9",61,441,2,5015,91.97318355,10,40,,,
"Nu: 0.9, Gamma: 0.99",62,440,2,5015,91.99130277,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,502,0,5017,90.9041493,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,502,0,5017,90.9041493,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,502,0,5017,90.9041493,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,502,0,5017,90.9041493,10,40,,,
"Nu: 0.99, Gamma: 0.005",3,499,13,5004,90.72295706,10,40,,,
"Nu: 0.99, Gamma: 0.05",3,499,14,5003,90.70483783,10,40,,,
"Nu: 0.99, Gamma: 0.0625",3,499,13,5004,90.72295706,10,40,,,
"Nu: 0.99, Gamma: 0.1",2,500,7,5010,90.81355318,10,40,,,
"Nu: 0.99, Gamma: 0.2",4,498,3,5014,90.92226853,10,40,,,
"Nu: 0.99, Gamma: 0.5",7,495,0,5017,91.03098387,10,40,,,
"Nu: 0.99, Gamma: 0.7",6,496,0,5017,91.01286465,10,40,,,
"Nu: 0.99, Gamma: 0.9",6,496,0,5017,91.01286465,10,40,,,
"Nu: 0.99, Gamma: 0.99",5,497,0,5017,90.99474542,10,40,,,
,,,,,,,,,,
Target Class: x264_IndirectBP,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",502,0,5016,0,9.097499094,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",502,0,5016,0,9.097499094,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",502,0,5016,0,9.097499094,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",144,358,1167,3849,72.36317506,10,40,,,
"Nu: 0.0001, Gamma: 0.005",502,0,5016,0,9.097499094,10,40,,,
"Nu: 0.0001, Gamma: 0.05",502,0,5015,1,9.115621602,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",502,0,5015,1,9.115621602,10,40,,,
"Nu: 0.0001, Gamma: 0.1",502,0,5015,1,9.115621602,10,40,,,
"Nu: 0.0001, Gamma: 0.2",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0001, Gamma: 0.5",502,0,5011,5,9.188111635,10,40,,,
"Nu: 0.0001, Gamma: 0.7",501,1,5005,11,9.278724175,10,40,,,
"Nu: 0.0001, Gamma: 0.9",501,1,5000,16,9.369336716,10,40,,,
"Nu: 0.0001, Gamma: 0.99",501,1,5000,16,9.369336716,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",238,264,2291,2725,53.69699166,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",238,264,2298,2718,53.57013411,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",238,264,2306,2710,53.42515404,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",238,264,2299,2717,53.5520116,10,40,,,
"Nu: 0.0002, Gamma: 0.005",502,0,5015,1,9.115621602,10,40,,,
"Nu: 0.0002, Gamma: 0.05",502,0,5015,1,9.115621602,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",502,0,5015,1,9.115621602,10,40,,,
"Nu: 0.0002, Gamma: 0.1",502,0,5015,1,9.115621602,10,40,,,
"Nu: 0.0002, Gamma: 0.2",502,0,5013,3,9.151866618,10,40,,,
"Nu: 0.0002, Gamma: 0.5",502,0,5010,6,9.206234143,10,40,,,
"Nu: 0.0002, Gamma: 0.7",501,1,5004,12,9.296846684,10,40,,,
"Nu: 0.0002, Gamma: 0.9",501,1,5000,16,9.369336716,10,40,,,
"Nu: 0.0002, Gamma: 0.99",501,1,5000,16,9.369336716,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",295,207,3024,1992,41.44617615,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",295,207,3018,1998,41.5549112,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",295,207,3018,1998,41.5549112,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",295,207,3017,1999,41.57303371,10,40,,,
"Nu: 0.0003, Gamma: 0.005",502,0,5015,1,9.115621602,10,40,,,
"Nu: 0.0003, Gamma: 0.05",502,0,5015,1,9.115621602,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",502,0,5015,1,9.115621602,10,40,,,
"Nu: 0.0003, Gamma: 0.1",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0003, Gamma: 0.2",502,0,5012,4,9.169989126,10,40,,,
"Nu: 0.0003, Gamma: 0.5",502,0,5010,6,9.206234143,10,40,,,
"Nu: 0.0003, Gamma: 0.7",501,1,5003,13,9.314969192,10,40,,,
"Nu: 0.0003, Gamma: 0.9",501,1,5000,16,9.369336716,10,40,,,
"Nu: 0.0003, Gamma: 0.99",501,1,5000,16,9.369336716,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",253,249,2462,2554,50.86988039,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",256,246,2476,2540,50.6705328,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",255,247,2469,2547,50.77926785,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",255,247,2470,2546,50.76114534,10,40,,,
"Nu: 0.0004, Gamma: 0.005",502,0,5015,1,9.115621602,10,40,,,
"Nu: 0.0004, Gamma: 0.05",502,0,5015,1,9.115621602,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0004, Gamma: 0.1",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0004, Gamma: 0.2",502,0,5012,4,9.169989126,10,40,,,
"Nu: 0.0004, Gamma: 0.5",502,0,5010,6,9.206234143,10,40,,,
"Nu: 0.0004, Gamma: 0.7",501,1,5004,12,9.296846684,10,40,,,
"Nu: 0.0004, Gamma: 0.9",501,1,5000,16,9.369336716,10,40,,,
"Nu: 0.0004, Gamma: 0.99",501,1,5000,16,9.369336716,10,40,,,
"Nu: 0.005, Gamma: 0.0001",239,263,2341,2675,52.80898876,10,40,,,
"Nu: 0.005, Gamma: 0.0002",502,0,5005,11,9.296846684,10,40,,,
"Nu: 0.005, Gamma: 0.0003",501,1,5005,11,9.278724175,10,40,,,
"Nu: 0.005, Gamma: 0.0004",501,1,5005,11,9.278724175,10,40,,,
"Nu: 0.005, Gamma: 0.005",501,1,5005,11,9.278724175,10,40,,,
"Nu: 0.005, Gamma: 0.05",501,1,5003,13,9.314969192,10,40,,,
"Nu: 0.005, Gamma: 0.0625",501,1,5003,13,9.314969192,10,40,,,
"Nu: 0.005, Gamma: 0.1",500,2,5001,15,9.3330917,10,40,,,
"Nu: 0.005, Gamma: 0.2",500,2,5000,16,9.351214208,10,40,,,
"Nu: 0.005, Gamma: 0.5",501,1,5000,16,9.369336716,10,40,,,
"Nu: 0.005, Gamma: 0.7",500,2,4998,18,9.387459224,10,40,,,
"Nu: 0.005, Gamma: 0.9",500,2,4998,18,9.387459224,10,40,,,
"Nu: 0.005, Gamma: 0.99",500,2,4998,18,9.387459224,10,40,,,
"Nu: 0.05, Gamma: 0.0001",364,138,3901,1115,26.80318956,10,40,,,
"Nu: 0.05, Gamma: 0.0002",482,20,4927,89,10.34795216,10,40,,,
"Nu: 0.05, Gamma: 0.0003",482,20,4927,89,10.34795216,10,40,,,
"Nu: 0.05, Gamma: 0.0004",482,20,4927,89,10.34795216,10,40,,,
"Nu: 0.05, Gamma: 0.005",482,20,4937,79,10.16672708,10,40,,,
"Nu: 0.05, Gamma: 0.05",483,19,4939,77,10.14860457,10,40,,,
"Nu: 0.05, Gamma: 0.0625",483,19,4941,75,10.11235955,10,40,,,
"Nu: 0.05, Gamma: 0.1",483,19,4943,73,10.07611453,10,40,,,
"Nu: 0.05, Gamma: 0.2",485,17,4956,60,9.876766945,10,40,,,
"Nu: 0.05, Gamma: 0.5",484,18,4957,59,9.840521928,10,40,,,
"Nu: 0.05, Gamma: 0.7",487,15,4841,175,11.9971004,10,40,,,
"Nu: 0.05, Gamma: 0.9",488,14,4673,343,15.05980428,10,40,,,
"Nu: 0.05, Gamma: 0.99",489,13,4638,378,15.71221457,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",407,95,4346,670,19.51794128,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",471,31,4870,146,11.18158753,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",472,30,4871,145,11.18158753,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",472,30,4872,144,11.16346502,10,40,,,
"Nu: 0.0625, Gamma: 0.005",474,28,4900,116,10.69227981,10,40,,,
"Nu: 0.0625, Gamma: 0.05",474,28,4902,114,10.6560348,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",474,28,4906,110,10.58354476,10,40,,,
"Nu: 0.0625, Gamma: 0.1",475,27,4917,99,10.40231968,10,40,,,
"Nu: 0.0625, Gamma: 0.2",473,29,4922,94,10.27546212,10,40,,,
"Nu: 0.0625, Gamma: 0.5",481,21,4874,142,11.29032258,10,40,,,
"Nu: 0.0625, Gamma: 0.7",483,19,4638,378,15.60347952,10,40,,,
"Nu: 0.0625, Gamma: 0.9",484,18,4507,509,17.9956506,10,40,,,
"Nu: 0.0625, Gamma: 0.99",484,18,4464,552,18.77491845,10,40,,,
"Nu: 0.1, Gamma: 0.0001",313,189,3227,1789,38.09351214,10,40,,,
"Nu: 0.1, Gamma: 0.0002",440,62,4638,378,14.82421167,10,40,,,
"Nu: 0.1, Gamma: 0.0003",440,62,4638,378,14.82421167,10,40,,,
"Nu: 0.1, Gamma: 0.0004",440,62,4643,373,14.73359913,10,40,,,
"Nu: 0.1, Gamma: 0.005",450,52,4726,290,13.41065603,10,40,,,
"Nu: 0.1, Gamma: 0.05",450,52,4727,289,13.39253353,10,40,,,
"Nu: 0.1, Gamma: 0.0625",450,52,4728,288,13.37441102,10,40,,,
"Nu: 0.1, Gamma: 0.1",450,52,4728,288,13.37441102,10,40,,,
"Nu: 0.1, Gamma: 0.2",453,49,4729,287,13.41065603,10,40,,,
"Nu: 0.1, Gamma: 0.5",469,33,4318,698,21.14896702,10,40,,,
"Nu: 0.1, Gamma: 0.7",462,40,4237,779,22.49003262,10,40,,,
"Nu: 0.1, Gamma: 0.9",464,38,4240,776,22.47191011,10,40,,,
"Nu: 0.1, Gamma: 0.99",464,38,4252,764,22.25444001,10,40,,,
"Nu: 0.2, Gamma: 0.0001",31,471,260,4756,86.75244654,10,40,,,
"Nu: 0.2, Gamma: 0.0002",396,106,3910,1106,27.22000725,10,40,,,
"Nu: 0.2, Gamma: 0.0003",278,224,2657,2359,47.78905401,10,40,,,
"Nu: 0.2, Gamma: 0.0004",239,263,2147,2869,56.32475535,10,40,,,
"Nu: 0.2, Gamma: 0.005",396,106,3957,1059,26.36824937,10,40,,,
"Nu: 0.2, Gamma: 0.05",404,98,3981,1035,26.07828924,10,40,,,
"Nu: 0.2, Gamma: 0.0625",405,97,3932,1084,26.98441464,10,40,,,
"Nu: 0.2, Gamma: 0.1",409,93,3793,1223,29.57593331,10,40,,,
"Nu: 0.2, Gamma: 0.2",405,97,3513,1503,34.57774556,10,40,,,
"Nu: 0.2, Gamma: 0.5",406,96,3769,1247,29.95650598,10,40,,,
"Nu: 0.2, Gamma: 0.7",402,100,3939,1077,26.80318956,10,40,,,
"Nu: 0.2, Gamma: 0.9",401,101,4016,1000,25.38963393,10,40,,,
"Nu: 0.2, Gamma: 0.99",403,99,4023,993,25.29902138,10,40,,,
"Nu: 0.5, Gamma: 0.0001",213,289,1409,3607,69.22798115,10,40,,,
"Nu: 0.5, Gamma: 0.0002",388,114,3335,1681,37.49546937,10,40,,,
"Nu: 0.5, Gamma: 0.0003",103,399,488,4528,83.92533527,10,40,,,
"Nu: 0.5, Gamma: 0.0004",125,377,686,4330,80.73577383,10,40,,,
"Nu: 0.5, Gamma: 0.005",237,265,1495,3521,68.10438565,10,40,,,
"Nu: 0.5, Gamma: 0.05",252,250,1465,3551,68.91989851,10,40,,,
"Nu: 0.5, Gamma: 0.0625",255,247,1427,3589,69.66292135,10,40,,,
"Nu: 0.5, Gamma: 0.1",255,247,1276,3740,72.39942008,10,40,,,
"Nu: 0.5, Gamma: 0.2",259,243,917,4099,78.97789054,10,40,,,
