Features: 16,,,,,,,,,,
Target Class: ferret,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,98.54014599,14
"Nu: 0.99, Gamma: 0.0001",0,14,0,37,72.54901961,0,40,,,
"Nu: 0.99, Gamma: 0.0002",0,14,0,37,72.54901961,0,40,,,
"Nu: 0.99, Gamma: 0.0003",0,14,0,37,72.54901961,0,40,,,
"Nu: 0.99, Gamma: 0.0004",0,14,0,37,72.54901961,0,40,,,
"Nu: 0.99, Gamma: 0.005",0,14,0,37,72.54901961,0,40,,,
"Nu: 0.99, Gamma: 0.05",0,14,0,37,72.54901961,0,40,,,
"Nu: 0.99, Gamma: 0.0625",0,14,0,37,72.54901961,0,40,,,
"Nu: 0.99, Gamma: 0.1",0,14,0,37,72.54901961,0,40,,,
"Nu: 0.99, Gamma: 0.2",0,14,0,37,72.54901961,0,40,,,
"Nu: 0.99, Gamma: 0.5",0,14,0,37,72.54901961,0,40,,,
"Nu: 0.99, Gamma: 0.7",0,14,0,37,72.54901961,0,40,,,
"Nu: 0.99, Gamma: 0.9",0,14,0,37,72.54901961,0,40,,,
"Nu: 0.99, Gamma: 0.99",0,14,0,37,72.54901961,0,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: ferret,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.0001, Gamma: 0.005",2,2,43,90,67.15328467,10,40,,,
"Nu: 0.0001, Gamma: 0.05",3,1,66,67,51.09489051,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",3,1,65,68,51.82481752,10,40,,,
"Nu: 0.0001, Gamma: 0.1",3,1,60,73,55.47445255,10,40,,,
"Nu: 0.0001, Gamma: 0.2",3,1,57,76,57.66423358,10,40,,,
"Nu: 0.0001, Gamma: 0.5",3,1,58,75,56.93430657,10,40,,,
"Nu: 0.0001, Gamma: 0.7",3,1,51,82,62.04379562,10,40,,,
"Nu: 0.0001, Gamma: 0.9",3,1,43,90,67.88321168,10,40,,,
"Nu: 0.0001, Gamma: 0.99",3,1,39,94,70.80291971,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.0002, Gamma: 0.005",2,2,55,78,58.39416058,10,40,,,
"Nu: 0.0002, Gamma: 0.05",3,1,66,67,51.09489051,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",3,1,64,69,52.55474453,10,40,,,
"Nu: 0.0002, Gamma: 0.1",3,1,61,72,54.74452555,10,40,,,
"Nu: 0.0002, Gamma: 0.2",3,1,57,76,57.66423358,10,40,,,
"Nu: 0.0002, Gamma: 0.5",3,1,57,76,57.66423358,10,40,,,
"Nu: 0.0002, Gamma: 0.7",3,1,53,80,60.58394161,10,40,,,
"Nu: 0.0002, Gamma: 0.9",3,1,46,87,65.69343066,10,40,,,
"Nu: 0.0002, Gamma: 0.99",3,1,38,95,71.53284672,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",2,2,43,90,67.15328467,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",2,2,43,90,67.15328467,10,40,,,
"Nu: 0.0003, Gamma: 0.005",3,1,66,67,51.09489051,10,40,,,
"Nu: 0.0003, Gamma: 0.05",3,1,65,68,51.82481752,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",3,1,65,68,51.82481752,10,40,,,
"Nu: 0.0003, Gamma: 0.1",3,1,62,71,54.01459854,10,40,,,
"Nu: 0.0003, Gamma: 0.2",3,1,60,73,55.47445255,10,40,,,
"Nu: 0.0003, Gamma: 0.5",3,1,57,76,57.66423358,10,40,,,
"Nu: 0.0003, Gamma: 0.7",3,1,53,80,60.58394161,10,40,,,
"Nu: 0.0003, Gamma: 0.9",3,1,46,87,65.69343066,10,40,,,
"Nu: 0.0003, Gamma: 0.99",2,2,40,93,69.34306569,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",2,2,43,90,67.15328467,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",2,2,43,90,67.15328467,10,40,,,
"Nu: 0.0004, Gamma: 0.005",3,1,66,67,51.09489051,10,40,,,
"Nu: 0.0004, Gamma: 0.05",3,1,65,68,51.82481752,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",3,1,65,68,51.82481752,10,40,,,
"Nu: 0.0004, Gamma: 0.1",3,1,61,72,54.74452555,10,40,,,
"Nu: 0.0004, Gamma: 0.2",3,1,62,71,54.01459854,10,40,,,
"Nu: 0.0004, Gamma: 0.5",3,1,57,76,57.66423358,10,40,,,
"Nu: 0.0004, Gamma: 0.7",3,1,54,79,59.8540146,10,40,,,
"Nu: 0.0004, Gamma: 0.9",3,1,46,87,65.69343066,10,40,,,
"Nu: 0.0004, Gamma: 0.99",2,2,40,93,69.34306569,10,40,,,
"Nu: 0.005, Gamma: 0.0001",2,2,58,75,56.20437956,10,40,,,
"Nu: 0.005, Gamma: 0.0002",3,1,64,69,52.55474453,10,40,,,
"Nu: 0.005, Gamma: 0.0003",3,1,64,69,52.55474453,10,40,,,
"Nu: 0.005, Gamma: 0.0004",3,1,64,69,52.55474453,10,40,,,
"Nu: 0.005, Gamma: 0.005",3,1,66,67,51.09489051,10,40,,,
"Nu: 0.005, Gamma: 0.05",3,1,65,68,51.82481752,10,40,,,
"Nu: 0.005, Gamma: 0.0625",3,1,64,69,52.55474453,10,40,,,
"Nu: 0.005, Gamma: 0.1",3,1,62,71,54.01459854,10,40,,,
"Nu: 0.005, Gamma: 0.2",3,1,62,71,54.01459854,10,40,,,
"Nu: 0.005, Gamma: 0.5",3,1,57,76,57.66423358,10,40,,,
"Nu: 0.005, Gamma: 0.7",3,1,53,80,60.58394161,10,40,,,
"Nu: 0.005, Gamma: 0.9",3,1,46,87,65.69343066,10,40,,,
"Nu: 0.005, Gamma: 0.99",2,2,40,93,69.34306569,10,40,,,
"Nu: 0.05, Gamma: 0.0001",3,1,62,71,54.01459854,10,40,,,
"Nu: 0.05, Gamma: 0.0002",3,1,62,71,54.01459854,10,40,,,
"Nu: 0.05, Gamma: 0.0003",3,1,61,72,54.74452555,10,40,,,
"Nu: 0.05, Gamma: 0.0004",3,1,61,72,54.74452555,10,40,,,
"Nu: 0.05, Gamma: 0.005",3,1,61,72,54.74452555,10,40,,,
"Nu: 0.05, Gamma: 0.05",3,1,60,73,55.47445255,10,40,,,
"Nu: 0.05, Gamma: 0.0625",3,1,60,73,55.47445255,10,40,,,
"Nu: 0.05, Gamma: 0.1",3,1,59,74,56.20437956,10,40,,,
"Nu: 0.05, Gamma: 0.2",3,1,56,77,58.39416058,10,40,,,
"Nu: 0.05, Gamma: 0.5",3,1,54,79,59.8540146,10,40,,,
"Nu: 0.05, Gamma: 0.7",3,1,51,82,62.04379562,10,40,,,
"Nu: 0.05, Gamma: 0.9",2,2,42,91,67.88321168,10,40,,,
"Nu: 0.05, Gamma: 0.99",2,2,39,94,70.0729927,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",2,2,57,76,56.93430657,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",3,1,60,73,55.47445255,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",3,1,60,73,55.47445255,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",3,1,60,73,55.47445255,10,40,,,
"Nu: 0.0625, Gamma: 0.005",3,1,60,73,55.47445255,10,40,,,
"Nu: 0.0625, Gamma: 0.05",3,1,60,73,55.47445255,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",3,1,59,74,56.20437956,10,40,,,
"Nu: 0.0625, Gamma: 0.1",3,1,59,74,56.20437956,10,40,,,
"Nu: 0.0625, Gamma: 0.2",3,1,56,77,58.39416058,10,40,,,
"Nu: 0.0625, Gamma: 0.5",3,1,52,81,61.31386861,10,40,,,
"Nu: 0.0625, Gamma: 0.7",3,1,51,82,62.04379562,10,40,,,
"Nu: 0.0625, Gamma: 0.9",2,2,40,93,69.34306569,10,40,,,
"Nu: 0.0625, Gamma: 0.99",2,2,39,94,70.0729927,10,40,,,
"Nu: 0.1, Gamma: 0.0001",2,2,57,76,56.93430657,10,40,,,
"Nu: 0.1, Gamma: 0.0002",2,2,57,76,56.93430657,10,40,,,
"Nu: 0.1, Gamma: 0.0003",2,2,57,76,56.93430657,10,40,,,
"Nu: 0.1, Gamma: 0.0004",2,2,57,76,56.93430657,10,40,,,
"Nu: 0.1, Gamma: 0.005",2,2,56,77,57.66423358,10,40,,,
"Nu: 0.1, Gamma: 0.05",2,2,56,77,57.66423358,10,40,,,
"Nu: 0.1, Gamma: 0.0625",2,2,56,77,57.66423358,10,40,,,
"Nu: 0.1, Gamma: 0.1",2,2,56,77,57.66423358,10,40,,,
"Nu: 0.1, Gamma: 0.2",3,1,55,78,59.12408759,10,40,,,
"Nu: 0.1, Gamma: 0.5",3,1,51,82,62.04379562,10,40,,,
"Nu: 0.1, Gamma: 0.7",3,1,45,88,66.42335766,10,40,,,
"Nu: 0.1, Gamma: 0.9",2,2,40,93,69.34306569,10,40,,,
"Nu: 0.1, Gamma: 0.99",2,2,31,102,75.91240876,10,40,,,
"Nu: 0.2, Gamma: 0.0001",2,2,53,80,59.8540146,10,40,,,
"Nu: 0.2, Gamma: 0.0002",2,2,53,80,59.8540146,10,40,,,
"Nu: 0.2, Gamma: 0.0003",2,2,53,80,59.8540146,10,40,,,
"Nu: 0.2, Gamma: 0.0004",2,2,53,80,59.8540146,10,40,,,
"Nu: 0.2, Gamma: 0.005",2,2,53,80,59.8540146,10,40,,,
"Nu: 0.2, Gamma: 0.05",2,2,52,81,60.58394161,10,40,,,
"Nu: 0.2, Gamma: 0.0625",2,2,53,80,59.8540146,10,40,,,
"Nu: 0.2, Gamma: 0.1",2,2,53,80,59.8540146,10,40,,,
"Nu: 0.2, Gamma: 0.2",3,1,54,79,59.8540146,10,40,,,
"Nu: 0.2, Gamma: 0.5",2,2,49,84,62.77372263,10,40,,,
"Nu: 0.2, Gamma: 0.7",2,2,42,91,67.88321168,10,40,,,
"Nu: 0.2, Gamma: 0.9",2,2,30,103,76.64233577,10,40,,,
"Nu: 0.2, Gamma: 0.99",2,2,28,105,78.10218978,10,40,,,
"Nu: 0.5, Gamma: 0.0001",0,4,26,107,78.10218978,10,40,,,
"Nu: 0.5, Gamma: 0.0002",0,4,26,107,78.10218978,10,40,,,
"Nu: 0.5, Gamma: 0.0003",0,4,26,107,78.10218978,10,40,,,
"Nu: 0.5, Gamma: 0.0004",0,4,26,107,78.10218978,10,40,,,
"Nu: 0.5, Gamma: 0.005",0,4,26,107,78.10218978,10,40,,,
"Nu: 0.5, Gamma: 0.05",0,4,25,108,78.83211679,10,40,,,
"Nu: 0.5, Gamma: 0.0625",0,4,25,108,78.83211679,10,40,,,
"Nu: 0.5, Gamma: 0.1",0,4,23,110,80.2919708,10,40,,,
"Nu: 0.5, Gamma: 0.2",0,4,18,115,83.94160584,10,40,,,
"Nu: 0.5, Gamma: 0.5",0,4,16,117,85.40145985,10,40,,,
"Nu: 0.5, Gamma: 0.7",0,4,16,117,85.40145985,10,40,,,
"Nu: 0.5, Gamma: 0.9",1,3,16,117,86.13138686,10,40,,,
"Nu: 0.5, Gamma: 0.99",1,3,16,117,86.13138686,10,40,,,
"Nu: 0.7, Gamma: 0.0001",0,4,13,120,87.59124088,10,40,,,
"Nu: 0.7, Gamma: 0.0002",0,4,13,120,87.59124088,10,40,,,
"Nu: 0.7, Gamma: 0.0003",0,4,13,120,87.59124088,10,40,,,
"Nu: 0.7, Gamma: 0.0004",0,4,13,120,87.59124088,10,40,,,
"Nu: 0.7, Gamma: 0.005",0,4,13,120,87.59124088,10,40,,,
"Nu: 0.7, Gamma: 0.05",0,4,12,121,88.32116788,10,40,,,
"Nu: 0.7, Gamma: 0.0625",0,4,12,121,88.32116788,10,40,,,
"Nu: 0.7, Gamma: 0.1",0,4,11,122,89.05109489,10,40,,,
"Nu: 0.7, Gamma: 0.2",0,4,8,125,91.24087591,10,40,,,
"Nu: 0.7, Gamma: 0.5",0,4,6,127,92.70072993,10,40,,,
"Nu: 0.7, Gamma: 0.7",0,4,4,129,94.16058394,10,40,,,
"Nu: 0.7, Gamma: 0.9",0,4,4,129,94.16058394,10,40,,,
"Nu: 0.7, Gamma: 0.99",0,4,4,129,94.16058394,10,40,,,
"Nu: 0.9, Gamma: 0.0001",0,4,3,130,94.89051095,10,40,,,
"Nu: 0.9, Gamma: 0.0002",0,4,3,130,94.89051095,10,40,,,
"Nu: 0.9, Gamma: 0.0003",0,4,3,130,94.89051095,10,40,,,
"Nu: 0.9, Gamma: 0.0004",0,4,3,130,94.89051095,10,40,,,
"Nu: 0.9, Gamma: 0.005",0,4,3,130,94.89051095,10,40,,,
"Nu: 0.9, Gamma: 0.05",0,4,3,130,94.89051095,10,40,,,
"Nu: 0.9, Gamma: 0.0625",0,4,4,129,94.16058394,10,40,,,
"Nu: 0.9, Gamma: 0.1",0,4,4,129,94.16058394,10,40,,,
"Nu: 0.9, Gamma: 0.2",0,4,3,130,94.89051095,10,40,,,
"Nu: 0.9, Gamma: 0.5",0,4,1,132,96.35036496,10,40,,,
"Nu: 0.9, Gamma: 0.7",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.9, Gamma: 0.9",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.9, Gamma: 0.99",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,4,1,132,96.35036496,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,4,1,132,96.35036496,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,4,1,132,96.35036496,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,4,1,132,96.35036496,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,4,1,132,96.35036496,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,4,1,132,96.35036496,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,4,1,132,96.35036496,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,4,1,132,96.35036496,10,40,,,
"Nu: 0.99, Gamma: 0.2",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.99, Gamma: 0.5",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.99, Gamma: 0.7",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.99, Gamma: 0.9",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.99, Gamma: 0.99",0,4,0,133,97.08029197,10,40,,,
,,,,,,,,,,
Target Class: ferret_cachehalf,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,14,0,37,72.54901961,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",6,8,33,4,19.60784314,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",6,8,33,4,19.60784314,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",6,8,33,4,19.60784314,10,40,,,
"Nu: 0.0001, Gamma: 0.005",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.0001, Gamma: 0.05",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.0001, Gamma: 0.1",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.0001, Gamma: 0.2",14,0,34,3,33.33333333,10,40,,,
"Nu: 0.0001, Gamma: 0.5",14,0,25,12,50.98039216,10,40,,,
"Nu: 0.0001, Gamma: 0.7",14,0,22,15,56.8627451,10,40,,,
"Nu: 0.0001, Gamma: 0.9",14,0,19,18,62.74509804,10,40,,,
"Nu: 0.0001, Gamma: 0.99",14,0,18,19,64.70588235,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",6,8,33,4,19.60784314,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",6,8,33,4,19.60784314,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",6,8,33,4,19.60784314,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",6,8,33,4,19.60784314,10,40,,,
"Nu: 0.0002, Gamma: 0.005",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.0002, Gamma: 0.05",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.0002, Gamma: 0.1",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.0002, Gamma: 0.2",14,0,34,3,33.33333333,10,40,,,
"Nu: 0.0002, Gamma: 0.5",14,0,25,12,50.98039216,10,40,,,
"Nu: 0.0002, Gamma: 0.7",14,0,22,15,56.8627451,10,40,,,
"Nu: 0.0002, Gamma: 0.9",14,0,19,18,62.74509804,10,40,,,
"Nu: 0.0002, Gamma: 0.99",14,0,18,19,64.70588235,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",8,6,36,1,17.64705882,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",8,6,36,1,17.64705882,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",8,6,36,1,17.64705882,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",8,6,36,1,17.64705882,10,40,,,
"Nu: 0.0003, Gamma: 0.005",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.0003, Gamma: 0.05",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.0003, Gamma: 0.1",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.0003, Gamma: 0.2",14,0,34,3,33.33333333,10,40,,,
"Nu: 0.0003, Gamma: 0.5",14,0,25,12,50.98039216,10,40,,,
"Nu: 0.0003, Gamma: 0.7",14,0,22,15,56.8627451,10,40,,,
"Nu: 0.0003, Gamma: 0.9",14,0,19,18,62.74509804,10,40,,,
"Nu: 0.0003, Gamma: 0.99",14,0,18,19,64.70588235,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.0004, Gamma: 0.005",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.0004, Gamma: 0.05",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.0004, Gamma: 0.1",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.0004, Gamma: 0.2",14,0,34,3,33.33333333,10,40,,,
"Nu: 0.0004, Gamma: 0.5",14,0,25,12,50.98039216,10,40,,,
"Nu: 0.0004, Gamma: 0.7",14,0,22,15,56.8627451,10,40,,,
"Nu: 0.0004, Gamma: 0.9",14,0,18,19,64.70588235,10,40,,,
"Nu: 0.0004, Gamma: 0.99",14,0,18,19,64.70588235,10,40,,,
"Nu: 0.005, Gamma: 0.0001",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.005, Gamma: 0.0002",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.005, Gamma: 0.0003",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.005, Gamma: 0.0004",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.005, Gamma: 0.005",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.005, Gamma: 0.05",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.005, Gamma: 0.0625",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.005, Gamma: 0.1",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.005, Gamma: 0.2",14,0,35,2,31.37254902,10,40,,,
"Nu: 0.005, Gamma: 0.5",14,0,26,11,49.01960784,10,40,,,
"Nu: 0.005, Gamma: 0.7",14,0,21,16,58.82352941,10,40,,,
"Nu: 0.005, Gamma: 0.9",14,0,17,20,66.66666667,10,40,,,
"Nu: 0.005, Gamma: 0.99",13,1,18,19,62.74509804,10,40,,,
"Nu: 0.05, Gamma: 0.0001",14,0,35,2,31.37254902,10,40,,,
"Nu: 0.05, Gamma: 0.0002",14,0,36,1,29.41176471,10,40,,,
"Nu: 0.05, Gamma: 0.0003",14,0,35,2,31.37254902,10,40,,,
"Nu: 0.05, Gamma: 0.0004",14,0,35,2,31.37254902,10,40,,,
"Nu: 0.05, Gamma: 0.005",14,0,35,2,31.37254902,10,40,,,
"Nu: 0.05, Gamma: 0.05",14,0,35,2,31.37254902,10,40,,,
"Nu: 0.05, Gamma: 0.0625",14,0,35,2,31.37254902,10,40,,,
"Nu: 0.05, Gamma: 0.1",14,0,35,2,31.37254902,10,40,,,
"Nu: 0.05, Gamma: 0.2",14,0,28,9,45.09803922,10,40,,,
"Nu: 0.05, Gamma: 0.5",14,0,19,18,62.74509804,10,40,,,
"Nu: 0.05, Gamma: 0.7",13,1,16,21,66.66666667,10,40,,,
"Nu: 0.05, Gamma: 0.9",13,1,16,21,66.66666667,10,40,,,
"Nu: 0.05, Gamma: 0.99",13,1,15,22,68.62745098,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",14,0,34,3,33.33333333,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",14,0,34,3,33.33333333,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",14,0,34,3,33.33333333,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",14,0,34,3,33.33333333,10,40,,,
"Nu: 0.0625, Gamma: 0.005",14,0,34,3,33.33333333,10,40,,,
"Nu: 0.0625, Gamma: 0.05",14,0,32,5,37.25490196,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",14,0,32,5,37.25490196,10,40,,,
"Nu: 0.0625, Gamma: 0.1",14,0,32,5,37.25490196,10,40,,,
"Nu: 0.0625, Gamma: 0.2",14,0,26,11,49.01960784,10,40,,,
"Nu: 0.0625, Gamma: 0.5",13,1,18,19,62.74509804,10,40,,,
"Nu: 0.0625, Gamma: 0.7",13,1,16,21,66.66666667,10,40,,,
"Nu: 0.0625, Gamma: 0.9",13,1,15,22,68.62745098,10,40,,,
"Nu: 0.0625, Gamma: 0.99",13,1,14,23,70.58823529,10,40,,,
"Nu: 0.1, Gamma: 0.0001",14,0,31,6,39.21568627,10,40,,,
"Nu: 0.1, Gamma: 0.0002",14,0,31,6,39.21568627,10,40,,,
"Nu: 0.1, Gamma: 0.0003",14,0,31,6,39.21568627,10,40,,,
"Nu: 0.1, Gamma: 0.0004",14,0,31,6,39.21568627,10,40,,,
"Nu: 0.1, Gamma: 0.005",14,0,31,6,39.21568627,10,40,,,
"Nu: 0.1, Gamma: 0.05",14,0,31,6,39.21568627,10,40,,,
"Nu: 0.1, Gamma: 0.0625",14,0,31,6,39.21568627,10,40,,,
"Nu: 0.1, Gamma: 0.1",14,0,31,6,39.21568627,10,40,,,
"Nu: 0.1, Gamma: 0.2",14,0,27,10,47.05882353,10,40,,,
"Nu: 0.1, Gamma: 0.5",13,1,18,19,62.74509804,10,40,,,
"Nu: 0.1, Gamma: 0.7",13,1,14,23,70.58823529,10,40,,,
"Nu: 0.1, Gamma: 0.9",13,1,14,23,70.58823529,10,40,,,
"Nu: 0.1, Gamma: 0.99",13,1,12,25,74.50980392,10,40,,,
"Nu: 0.2, Gamma: 0.0001",13,1,27,10,45.09803922,10,40,,,
"Nu: 0.2, Gamma: 0.0002",13,1,27,10,45.09803922,10,40,,,
"Nu: 0.2, Gamma: 0.0003",13,1,27,10,45.09803922,10,40,,,
"Nu: 0.2, Gamma: 0.0004",13,1,27,10,45.09803922,10,40,,,
"Nu: 0.2, Gamma: 0.005",13,1,27,10,45.09803922,10,40,,,
"Nu: 0.2, Gamma: 0.05",12,2,26,11,45.09803922,10,40,,,
"Nu: 0.2, Gamma: 0.0625",12,2,26,11,45.09803922,10,40,,,
"Nu: 0.2, Gamma: 0.1",12,2,26,11,45.09803922,10,40,,,
"Nu: 0.2, Gamma: 0.2",13,1,24,13,50.98039216,10,40,,,
"Nu: 0.2, Gamma: 0.5",13,1,14,23,70.58823529,10,40,,,
"Nu: 0.2, Gamma: 0.7",13,1,11,26,76.47058824,10,40,,,
"Nu: 0.2, Gamma: 0.9",13,1,10,27,78.43137255,10,40,,,
"Nu: 0.2, Gamma: 0.99",13,1,10,27,78.43137255,10,40,,,
"Nu: 0.5, Gamma: 0.0001",6,8,20,17,45.09803922,10,40,,,
"Nu: 0.5, Gamma: 0.0002",6,8,20,17,45.09803922,10,40,,,
"Nu: 0.5, Gamma: 0.0003",6,8,20,17,45.09803922,10,40,,,
"Nu: 0.5, Gamma: 0.0004",6,8,20,17,45.09803922,10,40,,,
"Nu: 0.5, Gamma: 0.005",6,8,20,17,45.09803922,10,40,,,
"Nu: 0.5, Gamma: 0.05",6,8,19,18,47.05882353,10,40,,,
"Nu: 0.5, Gamma: 0.0625",6,8,19,18,47.05882353,10,40,,,
"Nu: 0.5, Gamma: 0.1",6,8,18,19,49.01960784,10,40,,,
"Nu: 0.5, Gamma: 0.2",7,7,12,25,62.74509804,10,40,,,
"Nu: 0.5, Gamma: 0.5",9,5,9,28,72.54901961,10,40,,,
"Nu: 0.5, Gamma: 0.7",8,6,9,28,70.58823529,10,40,,,
"Nu: 0.5, Gamma: 0.9",8,6,7,30,74.50980392,10,40,,,
"Nu: 0.5, Gamma: 0.99",8,6,7,30,74.50980392,10,40,,,
"Nu: 0.7, Gamma: 0.0001",4,10,12,25,56.8627451,10,40,,,
"Nu: 0.7, Gamma: 0.0002",4,10,12,25,56.8627451,10,40,,,
"Nu: 0.7, Gamma: 0.0003",4,10,12,25,56.8627451,10,40,,,
"Nu: 0.7, Gamma: 0.0004",4,10,12,25,56.8627451,10,40,,,
"Nu: 0.7, Gamma: 0.005",4,10,12,25,56.8627451,10,40,,,
"Nu: 0.7, Gamma: 0.05",4,10,12,25,56.8627451,10,40,,,
"Nu: 0.7, Gamma: 0.0625",4,10,12,25,56.8627451,10,40,,,
"Nu: 0.7, Gamma: 0.1",5,9,12,25,58.82352941,10,40,,,
"Nu: 0.7, Gamma: 0.2",5,9,9,28,64.70588235,10,40,,,
"Nu: 0.7, Gamma: 0.5",7,7,5,32,76.47058824,10,40,,,
"Nu: 0.7, Gamma: 0.7",6,8,3,34,78.43137255,10,40,,,
"Nu: 0.7, Gamma: 0.9",6,8,2,35,80.39215686,10,40,,,
"Nu: 0.7, Gamma: 0.99",6,8,2,35,80.39215686,10,40,,,
"Nu: 0.9, Gamma: 0.0001",1,13,5,32,64.70588235,10,40,,,
"Nu: 0.9, Gamma: 0.0002",1,13,5,32,64.70588235,10,40,,,
"Nu: 0.9, Gamma: 0.0003",1,13,5,32,64.70588235,10,40,,,
"Nu: 0.9, Gamma: 0.0004",1,13,5,32,64.70588235,10,40,,,
"Nu: 0.9, Gamma: 0.005",1,13,5,32,64.70588235,10,40,,,
