Features: 16,,,,,,,,
Target Class: bodytrack,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.99, Gamma: 0.05",0,5,0,39,88.63636363636364,0,40,
"Nu: 0.99, Gamma: 0.0625",0,5,0,39,88.63636363636364,0,40,
"Nu: 0.99, Gamma: 0.1",0,5,0,39,88.63636363636364,0,40,
"Nu: 0.99, Gamma: 0.2",0,5,2,37,84.0909090909091,0,40,
"Nu: 0.99, Gamma: 0.5",1,4,1,38,88.63636363636364,0,40,
"Nu: 0.99, Gamma: 0.7",0,5,1,38,86.36363636363636,0,40,
"Nu: 0.99, Gamma: 0.9",0,5,0,39,88.63636363636364,0,40,
"Nu: 0.99, Gamma: 0.99",0,5,0,39,88.63636363636364,0,40,
,,,,,,,,
Features: 16,,,,,,,,
Target Class: bodytrack,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.0001, Gamma: 0.0001",0,4,0,41,91.11111111111111,10,40,
"Nu: 0.0001, Gamma: 0.0002",0,4,0,41,91.11111111111111,10,40,
"Nu: 0.0001, Gamma: 0.0003",0,4,0,41,91.11111111111111,10,40,
"Nu: 0.0001, Gamma: 0.0004",0,4,0,41,91.11111111111111,10,40,
"Nu: 0.0001, Gamma: 0.005",2,2,31,10,26.666666666666668,10,40,
"Nu: 0.0001, Gamma: 0.05",3,1,32,9,26.666666666666668,10,40,
"Nu: 0.0001, Gamma: 0.0625",2,2,29,12,31.11111111111111,10,40,
"Nu: 0.0001, Gamma: 0.1",3,1,29,12,33.33333333333333,10,40,
"Nu: 0.0001, Gamma: 0.2",3,1,27,14,37.77777777777778,10,40,
"Nu: 0.0001, Gamma: 0.5",3,1,22,19,48.888888888888886,10,40,
"Nu: 0.0001, Gamma: 0.7",3,1,22,19,48.888888888888886,10,40,
"Nu: 0.0001, Gamma: 0.9",3,1,21,20,51.11111111111111,10,40,
"Nu: 0.0001, Gamma: 0.99",3,1,21,20,51.11111111111111,10,40,
"Nu: 0.0002, Gamma: 0.0001",0,4,0,41,91.11111111111111,10,40,
"Nu: 0.0002, Gamma: 0.0002",0,4,0,41,91.11111111111111,10,40,
"Nu: 0.0002, Gamma: 0.0003",2,2,32,9,24.444444444444443,10,40,
"Nu: 0.0002, Gamma: 0.0004",2,2,32,9,24.444444444444443,10,40,
"Nu: 0.0002, Gamma: 0.005",2,2,31,10,26.666666666666668,10,40,
"Nu: 0.0002, Gamma: 0.05",3,1,29,12,33.33333333333333,10,40,
"Nu: 0.0002, Gamma: 0.0625",2,2,29,12,31.11111111111111,10,40,
"Nu: 0.0002, Gamma: 0.1",3,1,29,12,33.33333333333333,10,40,
"Nu: 0.0002, Gamma: 0.2",3,1,27,14,37.77777777777778,10,40,
"Nu: 0.0002, Gamma: 0.5",3,1,22,19,48.888888888888886,10,40,
"Nu: 0.0002, Gamma: 0.7",3,1,22,19,48.888888888888886,10,40,
"Nu: 0.0002, Gamma: 0.9",3,1,21,20,51.11111111111111,10,40,
"Nu: 0.0002, Gamma: 0.99",3,1,21,20,51.11111111111111,10,40,
"Nu: 0.0003, Gamma: 0.0001",0,4,0,41,91.11111111111111,10,40,
"Nu: 0.0003, Gamma: 0.0002",2,2,32,9,24.444444444444443,10,40,
"Nu: 0.0003, Gamma: 0.0003",2,2,32,9,24.444444444444443,10,40,
"Nu: 0.0003, Gamma: 0.0004",2,2,32,9,24.444444444444443,10,40,
"Nu: 0.0003, Gamma: 0.005",2,2,31,10,26.666666666666668,10,40,
"Nu: 0.0003, Gamma: 0.05",3,1,29,12,33.33333333333333,10,40,
"Nu: 0.0003, Gamma: 0.0625",3,1,29,12,33.33333333333333,10,40,
"Nu: 0.0003, Gamma: 0.1",3,1,29,12,33.33333333333333,10,40,
"Nu: 0.0003, Gamma: 0.2",3,1,27,14,37.77777777777778,10,40,
"Nu: 0.0003, Gamma: 0.5",3,1,22,19,48.888888888888886,10,40,
"Nu: 0.0003, Gamma: 0.7",3,1,22,19,48.888888888888886,10,40,
"Nu: 0.0003, Gamma: 0.9",3,1,21,20,51.11111111111111,10,40,
"Nu: 0.0003, Gamma: 0.99",3,1,21,20,51.11111111111111,10,40,
"Nu: 0.0004, Gamma: 0.0001",0,4,0,41,91.11111111111111,10,40,
"Nu: 0.0004, Gamma: 0.0002",2,2,32,9,24.444444444444443,10,40,
"Nu: 0.0004, Gamma: 0.0003",2,2,32,9,24.444444444444443,10,40,
"Nu: 0.0004, Gamma: 0.0004",2,2,32,9,24.444444444444443,10,40,
"Nu: 0.0004, Gamma: 0.005",2,2,31,10,26.666666666666668,10,40,
"Nu: 0.0004, Gamma: 0.05",3,1,29,12,33.33333333333333,10,40,
"Nu: 0.0004, Gamma: 0.0625",3,1,29,12,33.33333333333333,10,40,
"Nu: 0.0004, Gamma: 0.1",3,1,29,12,33.33333333333333,10,40,
"Nu: 0.0004, Gamma: 0.2",3,1,27,14,37.77777777777778,10,40,
"Nu: 0.0004, Gamma: 0.5",3,1,22,19,48.888888888888886,10,40,
"Nu: 0.0004, Gamma: 0.7",3,1,22,19,48.888888888888886,10,40,
"Nu: 0.0004, Gamma: 0.9",3,1,21,20,51.11111111111111,10,40,
"Nu: 0.0004, Gamma: 0.99",3,1,21,20,51.11111111111111,10,40,
"Nu: 0.005, Gamma: 0.0001",3,1,37,4,15.555555555555555,10,40,
"Nu: 0.005, Gamma: 0.0002",3,1,37,4,15.555555555555555,10,40,
"Nu: 0.005, Gamma: 0.0003",3,1,37,4,15.555555555555555,10,40,
"Nu: 0.005, Gamma: 0.0004",3,1,37,4,15.555555555555555,10,40,
"Nu: 0.005, Gamma: 0.005",3,1,33,8,24.444444444444443,10,40,
"Nu: 0.005, Gamma: 0.05",3,1,29,12,33.33333333333333,10,40,
"Nu: 0.005, Gamma: 0.0625",3,1,29,12,33.33333333333333,10,40,
"Nu: 0.005, Gamma: 0.1",3,1,29,12,33.33333333333333,10,40,
"Nu: 0.005, Gamma: 0.2",3,1,25,16,42.22222222222222,10,40,
"Nu: 0.005, Gamma: 0.5",3,1,22,19,48.888888888888886,10,40,
"Nu: 0.005, Gamma: 0.7",3,1,22,19,48.888888888888886,10,40,
"Nu: 0.005, Gamma: 0.9",3,1,21,20,51.11111111111111,10,40,
"Nu: 0.005, Gamma: 0.99",3,1,21,20,51.11111111111111,10,40,
"Nu: 0.05, Gamma: 0.0001",2,2,30,11,28.888888888888886,10,40,
"Nu: 0.05, Gamma: 0.0002",2,2,30,11,28.888888888888886,10,40,
"Nu: 0.05, Gamma: 0.0003",3,1,30,11,31.11111111111111,10,40,
"Nu: 0.05, Gamma: 0.0004",3,1,30,11,31.11111111111111,10,40,
"Nu: 0.05, Gamma: 0.005",3,1,30,11,31.11111111111111,10,40,
"Nu: 0.05, Gamma: 0.05",3,1,29,12,33.33333333333333,10,40,
"Nu: 0.05, Gamma: 0.0625",3,1,29,12,33.33333333333333,10,40,
"Nu: 0.05, Gamma: 0.1",3,1,27,14,37.77777777777778,10,40,
"Nu: 0.05, Gamma: 0.2",2,2,25,16,40.0,10,40,
"Nu: 0.05, Gamma: 0.5",2,2,21,20,48.888888888888886,10,40,
"Nu: 0.05, Gamma: 0.7",3,1,20,21,53.333333333333336,10,40,
"Nu: 0.05, Gamma: 0.9",3,1,19,22,55.55555555555556,10,40,
"Nu: 0.05, Gamma: 0.99",3,1,19,22,55.55555555555556,10,40,
"Nu: 0.0625, Gamma: 0.0001",2,2,30,11,28.888888888888886,10,40,
"Nu: 0.0625, Gamma: 0.0002",3,1,30,11,31.11111111111111,10,40,
"Nu: 0.0625, Gamma: 0.0003",3,1,30,11,31.11111111111111,10,40,
"Nu: 0.0625, Gamma: 0.0004",3,1,30,11,31.11111111111111,10,40,
"Nu: 0.0625, Gamma: 0.005",3,1,30,11,31.11111111111111,10,40,
"Nu: 0.0625, Gamma: 0.05",3,1,29,12,33.33333333333333,10,40,
"Nu: 0.0625, Gamma: 0.0625",3,1,29,12,33.33333333333333,10,40,
"Nu: 0.0625, Gamma: 0.1",2,2,27,14,35.55555555555556,10,40,
"Nu: 0.0625, Gamma: 0.2",2,2,25,16,40.0,10,40,
"Nu: 0.0625, Gamma: 0.5",2,2,21,20,48.888888888888886,10,40,
"Nu: 0.0625, Gamma: 0.7",2,2,20,21,51.11111111111111,10,40,
"Nu: 0.0625, Gamma: 0.9",3,1,19,22,55.55555555555556,10,40,
"Nu: 0.0625, Gamma: 0.99",3,1,19,22,55.55555555555556,10,40,
"Nu: 0.1, Gamma: 0.0001",2,2,30,11,28.888888888888886,10,40,
"Nu: 0.1, Gamma: 0.0002",2,2,30,11,28.888888888888886,10,40,
"Nu: 0.1, Gamma: 0.0003",2,2,30,11,28.888888888888886,10,40,
"Nu: 0.1, Gamma: 0.0004",2,2,30,11,28.888888888888886,10,40,
"Nu: 0.1, Gamma: 0.005",2,2,30,11,28.888888888888886,10,40,
"Nu: 0.1, Gamma: 0.05",2,2,29,12,31.11111111111111,10,40,
"Nu: 0.1, Gamma: 0.0625",2,2,29,12,31.11111111111111,10,40,
"Nu: 0.1, Gamma: 0.1",2,2,27,14,35.55555555555556,10,40,
"Nu: 0.1, Gamma: 0.2",2,2,25,16,40.0,10,40,
"Nu: 0.1, Gamma: 0.5",2,2,21,20,48.888888888888886,10,40,
"Nu: 0.1, Gamma: 0.7",2,2,19,22,53.333333333333336,10,40,
"Nu: 0.1, Gamma: 0.9",2,2,19,22,53.333333333333336,10,40,
"Nu: 0.1, Gamma: 0.99",2,2,18,23,55.55555555555556,10,40,
"Nu: 0.2, Gamma: 0.0001",2,2,29,12,31.11111111111111,10,40,
"Nu: 0.2, Gamma: 0.0002",2,2,29,12,31.11111111111111,10,40,
"Nu: 0.2, Gamma: 0.0003",2,2,29,12,31.11111111111111,10,40,
"Nu: 0.2, Gamma: 0.0004",2,2,29,12,31.11111111111111,10,40,
"Nu: 0.2, Gamma: 0.005",2,2,29,12,31.11111111111111,10,40,
"Nu: 0.2, Gamma: 0.05",2,2,29,12,31.11111111111111,10,40,
"Nu: 0.2, Gamma: 0.0625",2,2,28,13,33.33333333333333,10,40,
"Nu: 0.2, Gamma: 0.1",2,2,27,14,35.55555555555556,10,40,
"Nu: 0.2, Gamma: 0.2",2,2,24,17,42.22222222222222,10,40,
"Nu: 0.2, Gamma: 0.5",2,2,19,22,53.333333333333336,10,40,
"Nu: 0.2, Gamma: 0.7",2,2,19,22,53.333333333333336,10,40,
"Nu: 0.2, Gamma: 0.9",2,2,18,23,55.55555555555556,10,40,
"Nu: 0.2, Gamma: 0.99",2,2,18,23,55.55555555555556,10,40,
"Nu: 0.5, Gamma: 0.0001",1,3,19,22,51.11111111111111,10,40,
"Nu: 0.5, Gamma: 0.0002",1,3,19,22,51.11111111111111,10,40,
"Nu: 0.5, Gamma: 0.0003",1,3,19,22,51.11111111111111,10,40,
"Nu: 0.5, Gamma: 0.0004",1,3,19,22,51.11111111111111,10,40,
"Nu: 0.5, Gamma: 0.005",1,3,19,22,51.11111111111111,10,40,
"Nu: 0.5, Gamma: 0.05",1,3,19,22,51.11111111111111,10,40,
"Nu: 0.5, Gamma: 0.0625",1,3,19,22,51.11111111111111,10,40,
"Nu: 0.5, Gamma: 0.1",1,3,19,22,51.11111111111111,10,40,
"Nu: 0.5, Gamma: 0.2",1,3,16,25,57.77777777777777,10,40,
"Nu: 0.5, Gamma: 0.5",1,3,17,24,55.55555555555556,10,40,
"Nu: 0.5, Gamma: 0.7",2,2,17,24,57.77777777777777,10,40,
"Nu: 0.5, Gamma: 0.9",2,2,17,24,57.77777777777777,10,40,
"Nu: 0.5, Gamma: 0.99",2,2,17,24,57.77777777777777,10,40,
"Nu: 0.7, Gamma: 0.0001",0,4,14,27,60.0,10,40,
"Nu: 0.7, Gamma: 0.0002",0,4,14,27,60.0,10,40,
"Nu: 0.7, Gamma: 0.0003",0,4,14,27,60.0,10,40,
"Nu: 0.7, Gamma: 0.0004",0,4,14,27,60.0,10,40,
"Nu: 0.7, Gamma: 0.005",0,4,14,27,60.0,10,40,
"Nu: 0.7, Gamma: 0.05",0,4,14,27,60.0,10,40,
"Nu: 0.7, Gamma: 0.0625",0,4,14,27,60.0,10,40,
"Nu: 0.7, Gamma: 0.1",1,3,16,25,57.77777777777777,10,40,
"Nu: 0.7, Gamma: 0.2",1,3,15,26,60.0,10,40,
"Nu: 0.7, Gamma: 0.5",1,3,15,26,60.0,10,40,
"Nu: 0.7, Gamma: 0.7",1,3,16,25,57.77777777777777,10,40,
"Nu: 0.7, Gamma: 0.9",1,3,16,25,57.77777777777777,10,40,
"Nu: 0.7, Gamma: 0.99",1,3,15,26,60.0,10,40,
"Nu: 0.9, Gamma: 0.0001",0,4,8,33,73.33333333333333,10,40,
"Nu: 0.9, Gamma: 0.0002",0,4,7,34,75.55555555555556,10,40,
"Nu: 0.9, Gamma: 0.0003",0,4,7,34,75.55555555555556,10,40,
"Nu: 0.9, Gamma: 0.0004",0,4,7,34,75.55555555555556,10,40,
"Nu: 0.9, Gamma: 0.005",0,4,8,33,73.33333333333333,10,40,
"Nu: 0.9, Gamma: 0.05",0,4,5,36,80.0,10,40,
"Nu: 0.9, Gamma: 0.0625",0,4,5,36,80.0,10,40,
"Nu: 0.9, Gamma: 0.1",0,4,4,37,82.22222222222221,10,40,
"Nu: 0.9, Gamma: 0.2",0,4,3,38,84.44444444444444,10,40,
"Nu: 0.9, Gamma: 0.5",0,4,6,35,77.77777777777779,10,40,
"Nu: 0.9, Gamma: 0.7",0,4,6,35,77.77777777777779,10,40,
"Nu: 0.9, Gamma: 0.9",0,4,5,36,80.0,10,40,
"Nu: 0.9, Gamma: 0.99",0,4,5,36,80.0,10,40,
"Nu: 0.99, Gamma: 0.0001",0,4,0,41,91.11111111111111,10,40,
"Nu: 0.99, Gamma: 0.0002",0,4,0,41,91.11111111111111,10,40,
"Nu: 0.99, Gamma: 0.0003",0,4,0,41,91.11111111111111,10,40,
"Nu: 0.99, Gamma: 0.0004",0,4,0,41,91.11111111111111,10,40,
"Nu: 0.99, Gamma: 0.005",0,4,0,41,91.11111111111111,10,40,
"Nu: 0.99, Gamma: 0.05",0,4,0,41,91.11111111111111,10,40,
"Nu: 0.99, Gamma: 0.0625",0,4,0,41,91.11111111111111,10,40,
"Nu: 0.99, Gamma: 0.1",0,4,1,40,88.88888888888889,10,40,
"Nu: 0.99, Gamma: 0.2",0,4,0,41,91.11111111111111,10,40,
"Nu: 0.99, Gamma: 0.5",0,4,0,41,91.11111111111111,10,40,
"Nu: 0.99, Gamma: 0.7",0,4,2,39,86.66666666666667,10,40,
"Nu: 0.99, Gamma: 0.9",0,4,1,40,88.88888888888889,10,40,
"Nu: 0.99, Gamma: 0.99",0,4,0,41,91.11111111111111,10,40,
,,,,,,,,
Target Class: bodytrack_MRURP,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.0001, Gamma: 0.0001",0,5,0,39,88.63636363636364,10,40,
"Nu: 0.0001, Gamma: 0.0002",0,5,0,39,88.63636363636364,10,40,
"Nu: 0.0001, Gamma: 0.0003",0,5,0,39,88.63636363636364,10,40,
"Nu: 0.0001, Gamma: 0.0004",0,5,0,39,88.63636363636364,10,40,
"Nu: 0.0001, Gamma: 0.005",5,0,32,7,27.27272727272727,10,40,
"Nu: 0.0001, Gamma: 0.05",5,0,33,6,25.0,10,40,
"Nu: 0.0001, Gamma: 0.0625",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.0001, Gamma: 0.1",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.0001, Gamma: 0.2",5,0,32,7,27.27272727272727,10,40,
"Nu: 0.0001, Gamma: 0.5",5,0,27,12,38.63636363636363,10,40,
"Nu: 0.0001, Gamma: 0.7",5,0,24,15,45.45454545454545,10,40,
"Nu: 0.0001, Gamma: 0.9",5,0,20,19,54.54545454545454,10,40,
"Nu: 0.0001, Gamma: 0.99",5,0,22,17,50.0,10,40,
"Nu: 0.0002, Gamma: 0.0001",0,5,0,39,88.63636363636364,10,40,
"Nu: 0.0002, Gamma: 0.0002",0,5,0,39,88.63636363636364,10,40,
"Nu: 0.0002, Gamma: 0.0003",0,5,0,39,88.63636363636364,10,40,
"Nu: 0.0002, Gamma: 0.0004",4,1,15,24,63.63636363636363,10,40,
"Nu: 0.0002, Gamma: 0.005",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.0002, Gamma: 0.05",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.0002, Gamma: 0.0625",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.0002, Gamma: 0.1",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.0002, Gamma: 0.2",5,0,32,7,27.27272727272727,10,40,
"Nu: 0.0002, Gamma: 0.5",5,0,27,12,38.63636363636363,10,40,
"Nu: 0.0002, Gamma: 0.7",5,0,24,15,45.45454545454545,10,40,
"Nu: 0.0002, Gamma: 0.9",5,0,21,18,52.27272727272727,10,40,
"Nu: 0.0002, Gamma: 0.99",5,0,19,20,56.81818181818182,10,40,
"Nu: 0.0003, Gamma: 0.0001",0,5,0,39,88.63636363636364,10,40,
"Nu: 0.0003, Gamma: 0.0002",0,5,0,39,88.63636363636364,10,40,
"Nu: 0.0003, Gamma: 0.0003",4,1,15,24,63.63636363636363,10,40,
"Nu: 0.0003, Gamma: 0.0004",4,1,15,24,63.63636363636363,10,40,
"Nu: 0.0003, Gamma: 0.005",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.0003, Gamma: 0.05",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.0003, Gamma: 0.0625",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.0003, Gamma: 0.1",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.0003, Gamma: 0.2",5,0,32,7,27.27272727272727,10,40,
"Nu: 0.0003, Gamma: 0.5",5,0,27,12,38.63636363636363,10,40,
"Nu: 0.0003, Gamma: 0.7",5,0,24,15,45.45454545454545,10,40,
"Nu: 0.0003, Gamma: 0.9",5,0,21,18,52.27272727272727,10,40,
"Nu: 0.0003, Gamma: 0.99",5,0,20,19,54.54545454545454,10,40,
"Nu: 0.0004, Gamma: 0.0001",0,5,0,39,88.63636363636364,10,40,
"Nu: 0.0004, Gamma: 0.0002",4,1,15,24,63.63636363636363,10,40,
"Nu: 0.0004, Gamma: 0.0003",4,1,15,24,63.63636363636363,10,40,
"Nu: 0.0004, Gamma: 0.0004",4,1,15,24,63.63636363636363,10,40,
"Nu: 0.0004, Gamma: 0.005",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.0004, Gamma: 0.05",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.0004, Gamma: 0.0625",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.0004, Gamma: 0.1",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.0004, Gamma: 0.2",5,0,32,7,27.27272727272727,10,40,
"Nu: 0.0004, Gamma: 0.5",5,0,27,12,38.63636363636363,10,40,
"Nu: 0.0004, Gamma: 0.7",5,0,24,15,45.45454545454545,10,40,
"Nu: 0.0004, Gamma: 0.9",5,0,21,18,52.27272727272727,10,40,
"Nu: 0.0004, Gamma: 0.99",5,0,20,19,54.54545454545454,10,40,
"Nu: 0.005, Gamma: 0.0001",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.005, Gamma: 0.0002",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.005, Gamma: 0.0003",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.005, Gamma: 0.0004",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.005, Gamma: 0.005",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.005, Gamma: 0.05",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.005, Gamma: 0.0625",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.005, Gamma: 0.1",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.005, Gamma: 0.2",5,0,32,7,27.27272727272727,10,40,
"Nu: 0.005, Gamma: 0.5",5,0,27,12,38.63636363636363,10,40,
"Nu: 0.005, Gamma: 0.7",5,0,24,15,45.45454545454545,10,40,
"Nu: 0.005, Gamma: 0.9",5,0,23,16,47.72727272727273,10,40,
"Nu: 0.005, Gamma: 0.99",5,0,20,19,54.54545454545454,10,40,
"Nu: 0.05, Gamma: 0.0001",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.05, Gamma: 0.0002",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.05, Gamma: 0.0003",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.05, Gamma: 0.0004",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.05, Gamma: 0.005",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.05, Gamma: 0.05",5,0,37,2,15.909090909090908,10,40,
"Nu: 0.05, Gamma: 0.0625",5,0,37,2,15.909090909090908,10,40,
"Nu: 0.05, Gamma: 0.1",5,0,34,5,22.727272727272727,10,40,
"Nu: 0.05, Gamma: 0.2",5,0,30,9,31.818181818181817,10,40,
"Nu: 0.05, Gamma: 0.5",5,0,26,13,40.909090909090914,10,40,
"Nu: 0.05, Gamma: 0.7",5,0,23,16,47.72727272727273,10,40,
"Nu: 0.05, Gamma: 0.9",5,0,21,18,52.27272727272727,10,40,
"Nu: 0.05, Gamma: 0.99",5,0,18,21,59.09090909090909,10,40,
"Nu: 0.0625, Gamma: 0.0001",5,0,37,2,15.909090909090908,10,40,
"Nu: 0.0625, Gamma: 0.0002",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.0625, Gamma: 0.0003",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.0625, Gamma: 0.0004",5,0,37,2,15.909090909090908,10,40,
"Nu: 0.0625, Gamma: 0.005",5,0,38,1,13.636363636363635,10,40,
"Nu: 0.0625, Gamma: 0.05",5,0,37,2,15.909090909090908,10,40,
"Nu: 0.0625, Gamma: 0.0625",5,0,35,4,20.454545454545457,10,40,
"Nu: 0.0625, Gamma: 0.1",5,0,32,7,27.27272727272727,10,40,
"Nu: 0.0625, Gamma: 0.2",5,0,30,9,31.818181818181817,10,40,
"Nu: 0.0625, Gamma: 0.5",5,0,26,13,40.909090909090914,10,40,
"Nu: 0.0625, Gamma: 0.7",5,0,23,16,47.72727272727273,10,40,
"Nu: 0.0625, Gamma: 0.9",5,0,22,17,50.0,10,40,
"Nu: 0.0625, Gamma: 0.99",5,0,18,21,59.09090909090909,10,40,
"Nu: 0.1, Gamma: 0.0001",5,0,33,6,25.0,10,40,
"Nu: 0.1, Gamma: 0.0002",5,0,34,5,22.727272727272727,10,40,
"Nu: 0.1, Gamma: 0.0003",5,0,34,5,22.727272727272727,10,40,
"Nu: 0.1, Gamma: 0.0004",5,0,33,6,25.0,10,40,
"Nu: 0.1, Gamma: 0.005",5,0,33,6,25.0,10,40,
"Nu: 0.1, Gamma: 0.05",5,0,32,7,27.27272727272727,10,40,
"Nu: 0.1, Gamma: 0.0625",5,0,32,7,27.27272727272727,10,40,
"Nu: 0.1, Gamma: 0.1",5,0,32,7,27.27272727272727,10,40,
"Nu: 0.1, Gamma: 0.2",5,0,30,9,31.818181818181817,10,40,
"Nu: 0.1, Gamma: 0.5",5,0,24,15,45.45454545454545,10,40,
"Nu: 0.1, Gamma: 0.7",5,0,22,17,50.0,10,40,
"Nu: 0.1, Gamma: 0.9",5,0,22,17,50.0,10,40,
"Nu: 0.1, Gamma: 0.99",5,0,18,21,59.09090909090909,10,40,
"Nu: 0.2, Gamma: 0.0001",5,0,26,13,40.909090909090914,10,40,
"Nu: 0.2, Gamma: 0.0002",5,0,26,13,40.909090909090914,10,40,
"Nu: 0.2, Gamma: 0.0003",5,0,26,13,40.909090909090914,10,40,
"Nu: 0.2, Gamma: 0.0004",5,0,26,13,40.909090909090914,10,40,
"Nu: 0.2, Gamma: 0.005",5,0,26,13,40.909090909090914,10,40,
"Nu: 0.2, Gamma: 0.05",5,0,26,13,40.909090909090914,10,40,
"Nu: 0.2, Gamma: 0.0625",5,0,25,14,43.18181818181818,10,40,
"Nu: 0.2, Gamma: 0.1",5,0,24,15,45.45454545454545,10,40,
"Nu: 0.2, Gamma: 0.2",5,0,28,11,36.36363636363637,10,40,
"Nu: 0.2, Gamma: 0.5",5,0,23,16,47.72727272727273,10,40,
"Nu: 0.2, Gamma: 0.7",5,0,22,17,50.0,10,40,
"Nu: 0.2, Gamma: 0.9",5,0,20,19,54.54545454545454,10,40,
"Nu: 0.2, Gamma: 0.99",5,0,18,21,59.09090909090909,10,40,
"Nu: 0.5, Gamma: 0.0001",3,2,21,18,47.72727272727273,10,40,
"Nu: 0.5, Gamma: 0.0002",3,2,21,18,47.72727272727273,10,40,
"Nu: 0.5, Gamma: 0.0003",3,2,21,18,47.72727272727273,10,40,
"Nu: 0.5, Gamma: 0.0004",3,2,21,18,47.72727272727273,10,40,
"Nu: 0.5, Gamma: 0.005",3,2,21,18,47.72727272727273,10,40,
"Nu: 0.5, Gamma: 0.05",3,2,21,18,47.72727272727273,10,40,
"Nu: 0.5, Gamma: 0.0625",3,2,21,18,47.72727272727273,10,40,
"Nu: 0.5, Gamma: 0.1",3,2,19,20,52.27272727272727,10,40,
"Nu: 0.5, Gamma: 0.2",3,2,15,24,61.36363636363637,10,40,
"Nu: 0.5, Gamma: 0.5",5,0,10,29,77.27272727272727,10,40,
"Nu: 0.5, Gamma: 0.7",5,0,9,30,79.54545454545455,10,40,
"Nu: 0.5, Gamma: 0.9",5,0,10,29,77.27272727272727,10,40,
"Nu: 0.5, Gamma: 0.99",5,0,10,29,77.27272727272727,10,40,
"Nu: 0.7, Gamma: 0.0001",1,4,8,31,72.72727272727273,10,40,
"Nu: 0.7, Gamma: 0.0002",1,4,8,31,72.72727272727273,10,40,
"Nu: 0.7, Gamma: 0.0003",1,4,8,31,72.72727272727273,10,40,
"Nu: 0.7, Gamma: 0.0004",1,4,8,31,72.72727272727273,10,40,
"Nu: 0.7, Gamma: 0.005",1,4,8,31,72.72727272727273,10,40,
"Nu: 0.7, Gamma: 0.05",1,4,8,31,72.72727272727273,10,40,
"Nu: 0.7, Gamma: 0.0625",1,4,8,31,72.72727272727273,10,40,
"Nu: 0.7, Gamma: 0.1",2,3,9,30,72.72727272727273,10,40,
"Nu: 0.7, Gamma: 0.2",2,3,7,32,77.27272727272727,10,40,
"Nu: 0.7, Gamma: 0.5",2,3,8,31,75.0,10,40,
"Nu: 0.7, Gamma: 0.7",2,3,7,32,77.27272727272727,10,40,
"Nu: 0.7, Gamma: 0.9",2,3,7,32,77.27272727272727,10,40,
"Nu: 0.7, Gamma: 0.99",2,3,6,33,79.54545454545455,10,40,
"Nu: 0.9, Gamma: 0.0001",0,5,3,36,81.81818181818183,10,40,
"Nu: 0.9, Gamma: 0.0002",0,5,3,36,81.81818181818183,10,40,
"Nu: 0.9, Gamma: 0.0003",0,5,3,36,81.81818181818183,10,40,
"Nu: 0.9, Gamma: 0.0004",0,5,3,36,81.81818181818183,10,40,
"Nu: 0.9, Gamma: 0.005",0,5,3,36,81.81818181818183,10,40,
"Nu: 0.9, Gamma: 0.05",1,4,5,34,79.54545454545455,10,40,
"Nu: 0.9, Gamma: 0.0625",1,4,5,34,79.54545454545455,10,40,
"Nu: 0.9, Gamma: 0.1",1,4,3,36,84.0909090909091,10,40,
"Nu: 0.9, Gamma: 0.2",2,3,4,35,84.0909090909091,10,40,
"Nu: 0.9, Gamma: 0.5",1,4,2,37,86.36363636363636,10,40,
"Nu: 0.9, Gamma: 0.7",1,4,2,37,86.36363636363636,10,40,
"Nu: 0.9, Gamma: 0.9",1,4,2,37,86.36363636363636,10,40,
"Nu: 0.9, Gamma: 0.99",1,4,2,37,86.36363636363636,10,40,
