Features: 16,,,,,,,,,
Target Class: canneal,TP,FN,FP,TN,ACC (%),Noise Percantages,Upsampling,,91.52542373
"Nu: 0.99, Gamma: 0.7",0,6,5,45,80.35714286,0,40,,
"Nu: 0.99, Gamma: 0.9",0,6,5,45,80.35714286,0,40,,
"Nu: 0.99, Gamma: 0.99",0,6,3,47,83.92857143,0,40,,
,,,,,,,,,
Features: 16,,,,,,,,,
Target Class: canneal,TP,FN,FP,TN,ACC (%),Noise Percantages,Upsampling,,
"Nu: 0.0001, Gamma: 0.0001",0,5,0,54,91.52542373,10,40,,
"Nu: 0.0001, Gamma: 0.0002",0,5,0,54,91.52542373,10,40,,
"Nu: 0.0001, Gamma: 0.0003",0,5,0,54,91.52542373,10,40,,
"Nu: 0.0001, Gamma: 0.0004",0,5,0,54,91.52542373,10,40,,
"Nu: 0.0001, Gamma: 0.005",5,0,54,0,8.474576271,10,40,,
"Nu: 0.0001, Gamma: 0.05",4,1,53,1,8.474576271,10,40,,
"Nu: 0.0001, Gamma: 0.0625",4,1,53,1,8.474576271,10,40,,
"Nu: 0.0001, Gamma: 0.1",4,1,53,1,8.474576271,10,40,,
"Nu: 0.0001, Gamma: 0.2",5,0,53,1,10.16949153,10,40,,
"Nu: 0.0001, Gamma: 0.5",4,1,52,2,10.16949153,10,40,,
"Nu: 0.0001, Gamma: 0.7",4,1,47,7,18.6440678,10,40,,
"Nu: 0.0001, Gamma: 0.9",5,0,47,7,20.33898305,10,40,,
"Nu: 0.0001, Gamma: 0.99",5,0,47,7,20.33898305,10,40,,
"Nu: 0.0002, Gamma: 0.0001",0,5,0,54,91.52542373,10,40,,
"Nu: 0.0002, Gamma: 0.0002",0,5,0,54,91.52542373,10,40,,
"Nu: 0.0002, Gamma: 0.0003",0,5,0,54,91.52542373,10,40,,
"Nu: 0.0002, Gamma: 0.0004",0,5,0,54,91.52542373,10,40,,
"Nu: 0.0002, Gamma: 0.005",5,0,54,0,8.474576271,10,40,,
"Nu: 0.0002, Gamma: 0.05",4,1,53,1,8.474576271,10,40,,
"Nu: 0.0002, Gamma: 0.0625",4,1,53,1,8.474576271,10,40,,
"Nu: 0.0002, Gamma: 0.1",4,1,53,1,8.474576271,10,40,,
"Nu: 0.0002, Gamma: 0.2",4,1,52,2,10.16949153,10,40,,
"Nu: 0.0002, Gamma: 0.5",4,1,52,2,10.16949153,10,40,,
"Nu: 0.0002, Gamma: 0.7",4,1,46,8,20.33898305,10,40,,
"Nu: 0.0002, Gamma: 0.9",4,1,46,8,20.33898305,10,40,,
"Nu: 0.0002, Gamma: 0.99",4,1,46,8,20.33898305,10,40,,
"Nu: 0.0003, Gamma: 0.0001",0,5,0,54,91.52542373,10,40,,
"Nu: 0.0003, Gamma: 0.0002",0,5,0,54,91.52542373,10,40,,
"Nu: 0.0003, Gamma: 0.0003",0,5,0,54,91.52542373,10,40,,
"Nu: 0.0003, Gamma: 0.0004",4,1,53,1,8.474576271,10,40,,
"Nu: 0.0003, Gamma: 0.005",5,0,54,0,8.474576271,10,40,,
"Nu: 0.0003, Gamma: 0.05",4,1,53,1,8.474576271,10,40,,
"Nu: 0.0003, Gamma: 0.0625",4,1,53,1,8.474576271,10,40,,
"Nu: 0.0003, Gamma: 0.1",4,1,53,1,8.474576271,10,40,,
"Nu: 0.0003, Gamma: 0.2",4,1,52,2,10.16949153,10,40,,
"Nu: 0.0003, Gamma: 0.5",5,0,53,1,10.16949153,10,40,,
"Nu: 0.0003, Gamma: 0.7",4,1,46,8,20.33898305,10,40,,
"Nu: 0.0003, Gamma: 0.9",5,0,47,7,20.33898305,10,40,,
"Nu: 0.0003, Gamma: 0.99",4,1,46,8,20.33898305,10,40,,
"Nu: 0.0004, Gamma: 0.0001",0,5,0,54,91.52542373,10,40,,
"Nu: 0.0004, Gamma: 0.0002",0,5,0,54,91.52542373,10,40,,
"Nu: 0.0004, Gamma: 0.0003",5,0,54,0,8.474576271,10,40,,
"Nu: 0.0004, Gamma: 0.0004",4,1,53,1,8.474576271,10,40,,
"Nu: 0.0004, Gamma: 0.005",5,0,54,0,8.474576271,10,40,,
"Nu: 0.0004, Gamma: 0.05",4,1,53,1,8.474576271,10,40,,
"Nu: 0.0004, Gamma: 0.0625",4,1,53,1,8.474576271,10,40,,
"Nu: 0.0004, Gamma: 0.1",4,1,53,1,8.474576271,10,40,,
"Nu: 0.0004, Gamma: 0.2",5,0,53,1,10.16949153,10,40,,
"Nu: 0.0004, Gamma: 0.5",5,0,53,1,10.16949153,10,40,,
"Nu: 0.0004, Gamma: 0.7",5,0,49,5,16.94915254,10,40,,
"Nu: 0.0004, Gamma: 0.9",5,0,47,7,20.33898305,10,40,,
"Nu: 0.0004, Gamma: 0.99",5,0,47,7,20.33898305,10,40,,
"Nu: 0.005, Gamma: 0.0001",4,1,53,1,8.474576271,10,40,,
"Nu: 0.005, Gamma: 0.0002",4,1,53,1,8.474576271,10,40,,
"Nu: 0.005, Gamma: 0.0003",5,0,54,0,8.474576271,10,40,,
"Nu: 0.005, Gamma: 0.0004",5,0,54,0,8.474576271,10,40,,
"Nu: 0.005, Gamma: 0.005",5,0,54,0,8.474576271,10,40,,
"Nu: 0.005, Gamma: 0.05",5,0,54,0,8.474576271,10,40,,
"Nu: 0.005, Gamma: 0.0625",5,0,54,0,8.474576271,10,40,,
"Nu: 0.005, Gamma: 0.1",5,0,54,0,8.474576271,10,40,,
"Nu: 0.005, Gamma: 0.2",4,1,52,2,10.16949153,10,40,,
"Nu: 0.005, Gamma: 0.5",5,0,53,1,10.16949153,10,40,,
"Nu: 0.005, Gamma: 0.7",5,0,47,7,20.33898305,10,40,,
"Nu: 0.005, Gamma: 0.9",4,1,46,8,20.33898305,10,40,,
"Nu: 0.005, Gamma: 0.99",5,0,47,7,20.33898305,10,40,,
"Nu: 0.05, Gamma: 0.0001",2,3,53,1,5.084745763,10,40,,
"Nu: 0.05, Gamma: 0.0002",2,3,53,1,5.084745763,10,40,,
"Nu: 0.05, Gamma: 0.0003",2,3,53,1,5.084745763,10,40,,
"Nu: 0.05, Gamma: 0.0004",2,3,53,1,5.084745763,10,40,,
"Nu: 0.05, Gamma: 0.005",2,3,53,1,5.084745763,10,40,,
"Nu: 0.05, Gamma: 0.05",2,3,53,1,5.084745763,10,40,,
"Nu: 0.05, Gamma: 0.0625",2,3,53,1,5.084745763,10,40,,
"Nu: 0.05, Gamma: 0.1",2,3,53,1,5.084745763,10,40,,
"Nu: 0.05, Gamma: 0.2",4,1,52,2,10.16949153,10,40,,
"Nu: 0.05, Gamma: 0.5",5,0,53,1,10.16949153,10,40,,
"Nu: 0.05, Gamma: 0.7",4,1,50,4,13.55932203,10,40,,
"Nu: 0.05, Gamma: 0.9",5,0,47,7,20.33898305,10,40,,
"Nu: 0.05, Gamma: 0.99",5,0,47,7,20.33898305,10,40,,
"Nu: 0.0625, Gamma: 0.0001",2,3,53,1,5.084745763,10,40,,
"Nu: 0.0625, Gamma: 0.0002",2,3,53,1,5.084745763,10,40,,
"Nu: 0.0625, Gamma: 0.0003",2,3,53,1,5.084745763,10,40,,
"Nu: 0.0625, Gamma: 0.0004",2,3,53,1,5.084745763,10,40,,
"Nu: 0.0625, Gamma: 0.005",2,3,53,1,5.084745763,10,40,,
"Nu: 0.0625, Gamma: 0.05",2,3,53,1,5.084745763,10,40,,
"Nu: 0.0625, Gamma: 0.0625",2,3,53,1,5.084745763,10,40,,
"Nu: 0.0625, Gamma: 0.1",2,3,53,1,5.084745763,10,40,,
"Nu: 0.0625, Gamma: 0.2",2,3,52,2,6.779661017,10,40,,
"Nu: 0.0625, Gamma: 0.5",4,1,52,2,10.16949153,10,40,,
"Nu: 0.0625, Gamma: 0.7",5,0,51,3,13.55932203,10,40,,
"Nu: 0.0625, Gamma: 0.9",5,0,47,7,20.33898305,10,40,,
"Nu: 0.0625, Gamma: 0.99",5,0,47,7,20.33898305,10,40,,
"Nu: 0.1, Gamma: 0.0001",2,3,51,3,8.474576271,10,40,,
"Nu: 0.1, Gamma: 0.0002",2,3,52,2,6.779661017,10,40,,
"Nu: 0.1, Gamma: 0.0003",2,3,52,2,6.779661017,10,40,,
"Nu: 0.1, Gamma: 0.0004",2,3,52,2,6.779661017,10,40,,
"Nu: 0.1, Gamma: 0.005",2,3,52,2,6.779661017,10,40,,
"Nu: 0.1, Gamma: 0.05",2,3,52,2,6.779661017,10,40,,
"Nu: 0.1, Gamma: 0.0625",2,3,52,2,6.779661017,10,40,,
"Nu: 0.1, Gamma: 0.1",2,3,52,2,6.779661017,10,40,,
"Nu: 0.1, Gamma: 0.2",2,3,52,2,6.779661017,10,40,,
"Nu: 0.1, Gamma: 0.5",2,3,51,3,8.474576271,10,40,,
"Nu: 0.1, Gamma: 0.7",2,3,45,9,18.6440678,10,40,,
"Nu: 0.1, Gamma: 0.9",4,1,46,8,20.33898305,10,40,,
"Nu: 0.1, Gamma: 0.99",4,1,46,8,20.33898305,10,40,,
"Nu: 0.2, Gamma: 0.0001",2,3,41,13,25.42372881,10,40,,
"Nu: 0.2, Gamma: 0.0002",2,3,41,13,25.42372881,10,40,,
"Nu: 0.2, Gamma: 0.0003",2,3,41,13,25.42372881,10,40,,
"Nu: 0.2, Gamma: 0.0004",2,3,41,13,25.42372881,10,40,,
"Nu: 0.2, Gamma: 0.005",2,3,41,13,25.42372881,10,40,,
"Nu: 0.2, Gamma: 0.05",2,3,42,12,23.72881356,10,40,,
"Nu: 0.2, Gamma: 0.0625",2,3,42,12,23.72881356,10,40,,
"Nu: 0.2, Gamma: 0.1",2,3,43,11,22.03389831,10,40,,
"Nu: 0.2, Gamma: 0.2",2,3,47,7,15.25423729,10,40,,
"Nu: 0.2, Gamma: 0.5",2,3,50,4,10.16949153,10,40,,
"Nu: 0.2, Gamma: 0.7",2,3,48,6,13.55932203,10,40,,
"Nu: 0.2, Gamma: 0.9",2,3,45,9,18.6440678,10,40,,
"Nu: 0.2, Gamma: 0.99",2,3,45,9,18.6440678,10,40,,
"Nu: 0.5, Gamma: 0.0001",1,4,24,30,52.54237288,10,40,,
"Nu: 0.5, Gamma: 0.0002",1,4,24,30,52.54237288,10,40,,
"Nu: 0.5, Gamma: 0.0003",1,4,24,30,52.54237288,10,40,,
"Nu: 0.5, Gamma: 0.0004",1,4,24,30,52.54237288,10,40,,
"Nu: 0.5, Gamma: 0.005",1,4,24,30,52.54237288,10,40,,
"Nu: 0.5, Gamma: 0.05",1,4,24,30,52.54237288,10,40,,
"Nu: 0.5, Gamma: 0.0625",1,4,24,30,52.54237288,10,40,,
"Nu: 0.5, Gamma: 0.1",1,4,24,30,52.54237288,10,40,,
"Nu: 0.5, Gamma: 0.2",1,4,24,30,52.54237288,10,40,,
"Nu: 0.5, Gamma: 0.5",2,3,29,25,45.76271186,10,40,,
"Nu: 0.5, Gamma: 0.7",2,3,32,22,40.6779661,10,40,,
"Nu: 0.5, Gamma: 0.9",2,3,34,20,37.28813559,10,40,,
"Nu: 0.5, Gamma: 0.99",2,3,35,19,35.59322034,10,40,,
"Nu: 0.7, Gamma: 0.0001",1,4,22,32,55.93220339,10,40,,
"Nu: 0.7, Gamma: 0.0002",1,4,22,32,55.93220339,10,40,,
"Nu: 0.7, Gamma: 0.0003",1,4,22,32,55.93220339,10,40,,
"Nu: 0.7, Gamma: 0.0004",1,4,22,32,55.93220339,10,40,,
"Nu: 0.7, Gamma: 0.005",1,4,22,32,55.93220339,10,40,,
"Nu: 0.7, Gamma: 0.05",1,4,22,32,55.93220339,10,40,,
"Nu: 0.7, Gamma: 0.0625",1,4,22,32,55.93220339,10,40,,
"Nu: 0.7, Gamma: 0.1",1,4,23,31,54.23728814,10,40,,
"Nu: 0.7, Gamma: 0.2",1,4,23,31,54.23728814,10,40,,
"Nu: 0.7, Gamma: 0.5",1,4,23,31,54.23728814,10,40,,
"Nu: 0.7, Gamma: 0.7",1,4,23,31,54.23728814,10,40,,
"Nu: 0.7, Gamma: 0.9",2,3,23,31,55.93220339,10,40,,
"Nu: 0.7, Gamma: 0.99",2,3,24,30,54.23728814,10,40,,
"Nu: 0.9, Gamma: 0.0001",0,5,14,40,67.79661017,10,40,,
"Nu: 0.9, Gamma: 0.0002",0,5,14,40,67.79661017,10,40,,
"Nu: 0.9, Gamma: 0.0003",0,5,14,40,67.79661017,10,40,,
"Nu: 0.9, Gamma: 0.0004",0,5,14,40,67.79661017,10,40,,
"Nu: 0.9, Gamma: 0.005",0,5,14,40,67.79661017,10,40,,
"Nu: 0.9, Gamma: 0.05",0,5,14,40,67.79661017,10,40,,
"Nu: 0.9, Gamma: 0.0625",0,5,14,40,67.79661017,10,40,,
"Nu: 0.9, Gamma: 0.1",1,4,14,40,69.49152542,10,40,,
"Nu: 0.9, Gamma: 0.2",1,4,16,38,66.10169492,10,40,,
"Nu: 0.9, Gamma: 0.5",1,4,17,37,64.40677966,10,40,,
"Nu: 0.9, Gamma: 0.7",1,4,18,36,62.71186441,10,40,,
"Nu: 0.9, Gamma: 0.9",1,4,18,36,62.71186441,10,40,,
"Nu: 0.9, Gamma: 0.99",1,4,18,36,62.71186441,10,40,,
"Nu: 0.99, Gamma: 0.0001",0,5,5,49,83.05084746,10,40,,
"Nu: 0.99, Gamma: 0.0002",0,5,6,48,81.3559322,10,40,,
"Nu: 0.99, Gamma: 0.0003",0,5,6,48,81.3559322,10,40,,
"Nu: 0.99, Gamma: 0.0004",0,5,6,48,81.3559322,10,40,,
"Nu: 0.99, Gamma: 0.005",0,5,6,48,81.3559322,10,40,,
"Nu: 0.99, Gamma: 0.05",0,5,6,48,81.3559322,10,40,,
"Nu: 0.99, Gamma: 0.0625",0,5,6,48,81.3559322,10,40,,
"Nu: 0.99, Gamma: 0.1",0,5,7,47,79.66101695,10,40,,
"Nu: 0.99, Gamma: 0.2",0,5,7,47,79.66101695,10,40,,
"Nu: 0.99, Gamma: 0.5",0,5,10,44,74.57627119,10,40,,
"Nu: 0.99, Gamma: 0.7",0,5,10,44,74.57627119,10,40,,
"Nu: 0.99, Gamma: 0.9",1,4,11,43,74.57627119,10,40,,
"Nu: 0.99, Gamma: 0.99",1,4,12,42,72.88135593,10,40,,
,,,,,,,,,
Target Class: canneal_IndirectBP,TP,FN,FP,TN,ACC (%),Noise Percantages,Upsampling,,
"Nu: 0.0001, Gamma: 0.0001",0,6,0,50,89.28571429,10,40,,
"Nu: 0.0001, Gamma: 0.0002",0,6,0,50,89.28571429,10,40,,
"Nu: 0.0001, Gamma: 0.0003",0,6,0,50,89.28571429,10,40,,
"Nu: 0.0001, Gamma: 0.0004",0,6,0,50,89.28571429,10,40,,
"Nu: 0.0001, Gamma: 0.005",6,0,50,0,10.71428571,10,40,,
"Nu: 0.0001, Gamma: 0.05",6,0,50,0,10.71428571,10,40,,
"Nu: 0.0001, Gamma: 0.0625",6,0,48,2,14.28571429,10,40,,
"Nu: 0.0001, Gamma: 0.1",6,0,48,2,14.28571429,10,40,,
"Nu: 0.0001, Gamma: 0.2",6,0,48,2,14.28571429,10,40,,
"Nu: 0.0001, Gamma: 0.5",6,0,50,0,10.71428571,10,40,,
"Nu: 0.0001, Gamma: 0.7",6,0,48,2,14.28571429,10,40,,
"Nu: 0.0001, Gamma: 0.9",6,0,50,0,10.71428571,10,40,,
"Nu: 0.0001, Gamma: 0.99",6,0,47,3,16.07142857,10,40,,
"Nu: 0.0002, Gamma: 0.0001",0,6,0,50,89.28571429,10,40,,
"Nu: 0.0002, Gamma: 0.0002",0,6,0,50,89.28571429,10,40,,
"Nu: 0.0002, Gamma: 0.0003",0,6,0,50,89.28571429,10,40,,
"Nu: 0.0002, Gamma: 0.0004",0,6,0,50,89.28571429,10,40,,
"Nu: 0.0002, Gamma: 0.005",6,0,50,0,10.71428571,10,40,,
"Nu: 0.0002, Gamma: 0.05",6,0,50,0,10.71428571,10,40,,
"Nu: 0.0002, Gamma: 0.0625",6,0,48,2,14.28571429,10,40,,
"Nu: 0.0002, Gamma: 0.1",6,0,48,2,14.28571429,10,40,,
"Nu: 0.0002, Gamma: 0.2",6,0,48,2,14.28571429,10,40,,
"Nu: 0.0002, Gamma: 0.5",6,0,50,0,10.71428571,10,40,,
"Nu: 0.0002, Gamma: 0.7",6,0,50,0,10.71428571,10,40,,
"Nu: 0.0002, Gamma: 0.9",6,0,50,0,10.71428571,10,40,,
"Nu: 0.0002, Gamma: 0.99",6,0,49,1,12.5,10,40,,
"Nu: 0.0003, Gamma: 0.0001",0,6,0,50,89.28571429,10,40,,
"Nu: 0.0003, Gamma: 0.0002",0,6,0,50,89.28571429,10,40,,
"Nu: 0.0003, Gamma: 0.0003",0,6,0,50,89.28571429,10,40,,
"Nu: 0.0003, Gamma: 0.0004",6,0,50,0,10.71428571,10,40,,
"Nu: 0.0003, Gamma: 0.005",6,0,50,0,10.71428571,10,40,,
"Nu: 0.0003, Gamma: 0.05",6,0,50,0,10.71428571,10,40,,
"Nu: 0.0003, Gamma: 0.0625",6,0,48,2,14.28571429,10,40,,
"Nu: 0.0003, Gamma: 0.1",6,0,48,2,14.28571429,10,40,,
"Nu: 0.0003, Gamma: 0.2",6,0,50,0,10.71428571,10,40,,
"Nu: 0.0003, Gamma: 0.5",6,0,50,0,10.71428571,10,40,,
"Nu: 0.0003, Gamma: 0.7",6,0,48,2,14.28571429,10,40,,
"Nu: 0.0003, Gamma: 0.9",6,0,50,0,10.71428571,10,40,,
"Nu: 0.0003, Gamma: 0.99",6,0,47,3,16.07142857,10,40,,
"Nu: 0.0004, Gamma: 0.0001",0,6,0,50,89.28571429,10,40,,
"Nu: 0.0004, Gamma: 0.0002",0,6,0,50,89.28571429,10,40,,
"Nu: 0.0004, Gamma: 0.0003",6,0,48,2,14.28571429,10,40,,
"Nu: 0.0004, Gamma: 0.0004",6,0,50,0,10.71428571,10,40,,
"Nu: 0.0004, Gamma: 0.005",6,0,50,0,10.71428571,10,40,,
"Nu: 0.0004, Gamma: 0.05",6,0,50,0,10.71428571,10,40,,
"Nu: 0.0004, Gamma: 0.0625",6,0,48,2,14.28571429,10,40,,
"Nu: 0.0004, Gamma: 0.1",6,0,50,0,10.71428571,10,40,,
"Nu: 0.0004, Gamma: 0.2",6,0,50,0,10.71428571,10,40,,
"Nu: 0.0004, Gamma: 0.5",6,0,50,0,10.71428571,10,40,,
"Nu: 0.0004, Gamma: 0.7",6,0,48,2,14.28571429,10,40,,
"Nu: 0.0004, Gamma: 0.9",6,0,47,3,16.07142857,10,40,,
"Nu: 0.0004, Gamma: 0.99",6,0,47,3,16.07142857,10,40,,
"Nu: 0.005, Gamma: 0.0001",6,0,50,0,10.71428571,10,40,,
"Nu: 0.005, Gamma: 0.0002",6,0,50,0,10.71428571,10,40,,
"Nu: 0.005, Gamma: 0.0003",6,0,48,2,14.28571429,10,40,,
"Nu: 0.005, Gamma: 0.0004",6,0,48,2,14.28571429,10,40,,
"Nu: 0.005, Gamma: 0.005",6,0,48,2,14.28571429,10,40,,
"Nu: 0.005, Gamma: 0.05",6,0,48,2,14.28571429,10,40,,
"Nu: 0.005, Gamma: 0.0625",6,0,48,2,14.28571429,10,40,,
"Nu: 0.005, Gamma: 0.1",6,0,48,2,14.28571429,10,40,,
"Nu: 0.005, Gamma: 0.2",6,0,48,2,14.28571429,10,40,,
"Nu: 0.005, Gamma: 0.5",6,0,48,2,14.28571429,10,40,,
"Nu: 0.005, Gamma: 0.7",6,0,50,0,10.71428571,10,40,,
"Nu: 0.005, Gamma: 0.9",6,0,47,3,16.07142857,10,40,,
"Nu: 0.005, Gamma: 0.99",6,0,49,1,12.5,10,40,,
"Nu: 0.05, Gamma: 0.0001",6,0,45,5,19.64285714,10,40,,
"Nu: 0.05, Gamma: 0.0002",6,0,45,5,19.64285714,10,40,,
"Nu: 0.05, Gamma: 0.0003",6,0,45,5,19.64285714,10,40,,
"Nu: 0.05, Gamma: 0.0004",6,0,45,5,19.64285714,10,40,,
"Nu: 0.05, Gamma: 0.005",6,0,45,5,19.64285714,10,40,,
"Nu: 0.05, Gamma: 0.05",6,0,45,5,19.64285714,10,40,,
"Nu: 0.05, Gamma: 0.0625",6,0,45,5,19.64285714,10,40,,
"Nu: 0.05, Gamma: 0.1",6,0,45,5,19.64285714,10,40,,
"Nu: 0.05, Gamma: 0.2",6,0,50,0,10.71428571,10,40,,
"Nu: 0.05, Gamma: 0.5",6,0,50,0,10.71428571,10,40,,
"Nu: 0.05, Gamma: 0.7",6,0,50,0,10.71428571,10,40,,
"Nu: 0.05, Gamma: 0.9",6,0,48,2,14.28571429,10,40,,
"Nu: 0.05, Gamma: 0.99",6,0,46,4,17.85714286,10,40,,
"Nu: 0.0625, Gamma: 0.0001",6,0,45,5,19.64285714,10,40,,
"Nu: 0.0625, Gamma: 0.0002",6,0,45,5,19.64285714,10,40,,
"Nu: 0.0625, Gamma: 0.0003",6,0,45,5,19.64285714,10,40,,
"Nu: 0.0625, Gamma: 0.0004",6,0,45,5,19.64285714,10,40,,
"Nu: 0.0625, Gamma: 0.005",6,0,45,5,19.64285714,10,40,,
"Nu: 0.0625, Gamma: 0.05",6,0,45,5,19.64285714,10,40,,
"Nu: 0.0625, Gamma: 0.0625",6,0,45,5,19.64285714,10,40,,
"Nu: 0.0625, Gamma: 0.1",6,0,45,5,19.64285714,10,40,,
"Nu: 0.0625, Gamma: 0.2",6,0,45,5,19.64285714,10,40,,
"Nu: 0.0625, Gamma: 0.5",6,0,50,0,10.71428571,10,40,,
"Nu: 0.0625, Gamma: 0.7",6,0,50,0,10.71428571,10,40,,
"Nu: 0.0625, Gamma: 0.9",6,0,48,2,14.28571429,10,40,,
"Nu: 0.0625, Gamma: 0.99",6,0,46,4,17.85714286,10,40,,
"Nu: 0.1, Gamma: 0.0001",6,0,41,9,26.78571429,10,40,,
"Nu: 0.1, Gamma: 0.0002",6,0,41,9,26.78571429,10,40,,
"Nu: 0.1, Gamma: 0.0003",6,0,41,9,26.78571429,10,40,,
"Nu: 0.1, Gamma: 0.0004",6,0,41,9,26.78571429,10,40,,
"Nu: 0.1, Gamma: 0.005",6,0,42,8,25,10,40,,
"Nu: 0.1, Gamma: 0.05",6,0,43,7,23.21428571,10,40,,
"Nu: 0.1, Gamma: 0.0625",6,0,43,7,23.21428571,10,40,,
"Nu: 0.1, Gamma: 0.1",6,0,43,7,23.21428571,10,40,,
"Nu: 0.1, Gamma: 0.2",6,0,45,5,19.64285714,10,40,,
"Nu: 0.1, Gamma: 0.5",6,0,45,5,19.64285714,10,40,,
"Nu: 0.1, Gamma: 0.7",6,0,44,6,21.42857143,10,40,,
"Nu: 0.1, Gamma: 0.9",6,0,44,6,21.42857143,10,40,,
"Nu: 0.1, Gamma: 0.99",6,0,46,4,17.85714286,10,40,,
"Nu: 0.2, Gamma: 0.0001",4,2,39,11,26.78571429,10,40,,
"Nu: 0.2, Gamma: 0.0002",4,2,39,11,26.78571429,10,40,,
"Nu: 0.2, Gamma: 0.0003",4,2,39,11,26.78571429,10,40,,
"Nu: 0.2, Gamma: 0.0004",4,2,39,11,26.78571429,10,40,,
"Nu: 0.2, Gamma: 0.005",4,2,39,11,26.78571429,10,40,,
"Nu: 0.2, Gamma: 0.05",4,2,39,11,26.78571429,10,40,,
"Nu: 0.2, Gamma: 0.0625",5,1,39,11,28.57142857,10,40,,
"Nu: 0.2, Gamma: 0.1",5,1,40,10,26.78571429,10,40,,
"Nu: 0.2, Gamma: 0.2",6,0,43,7,23.21428571,10,40,,
"Nu: 0.2, Gamma: 0.5",6,0,43,7,23.21428571,10,40,,
"Nu: 0.2, Gamma: 0.7",6,0,42,8,25,10,40,,
"Nu: 0.2, Gamma: 0.9",6,0,41,9,26.78571429,10,40,,
"Nu: 0.2, Gamma: 0.99",6,0,41,9,26.78571429,10,40,,
"Nu: 0.5, Gamma: 0.0001",3,3,24,26,51.78571429,10,40,,
"Nu: 0.5, Gamma: 0.0002",3,3,24,26,51.78571429,10,40,,
"Nu: 0.5, Gamma: 0.0003",3,3,24,26,51.78571429,10,40,,
"Nu: 0.5, Gamma: 0.0004",3,3,24,26,51.78571429,10,40,,
"Nu: 0.5, Gamma: 0.005",3,3,24,26,51.78571429,10,40,,
"Nu: 0.5, Gamma: 0.05",3,3,24,26,51.78571429,10,40,,
"Nu: 0.5, Gamma: 0.0625",3,3,23,27,53.57142857,10,40,,
"Nu: 0.5, Gamma: 0.1",3,3,23,27,53.57142857,10,40,,
"Nu: 0.5, Gamma: 0.2",3,3,23,27,53.57142857,10,40,,
"Nu: 0.5, Gamma: 0.5",4,2,37,13,30.35714286,10,40,,
"Nu: 0.5, Gamma: 0.7",6,0,39,11,30.35714286,10,40,,
"Nu: 0.5, Gamma: 0.9",6,0,41,9,26.78571429,10,40,,
"Nu: 0.5, Gamma: 0.99",6,0,41,9,26.78571429,10,40,,
"Nu: 0.7, Gamma: 0.0001",2,4,16,34,64.28571429,10,40,,
"Nu: 0.7, Gamma: 0.0002",2,4,16,34,64.28571429,10,40,,
"Nu: 0.7, Gamma: 0.0003",2,4,16,34,64.28571429,10,40,,
"Nu: 0.7, Gamma: 0.0004",2,4,16,34,64.28571429,10,40,,
"Nu: 0.7, Gamma: 0.005",2,4,16,34,64.28571429,10,40,,
"Nu: 0.7, Gamma: 0.05",2,4,18,32,60.71428571,10,40,,
"Nu: 0.7, Gamma: 0.0625",2,4,20,30,57.14285714,10,40,,
"Nu: 0.7, Gamma: 0.1",2,4,20,30,57.14285714,10,40,,
"Nu: 0.7, Gamma: 0.2",2,4,20,30,57.14285714,10,40,,
"Nu: 0.7, Gamma: 0.5",2,4,22,28,53.57142857,10,40,,
"Nu: 0.7, Gamma: 0.7",4,2,24,26,53.57142857,10,40,,
"Nu: 0.7, Gamma: 0.9",4,2,24,26,53.57142857,10,40,,
"Nu: 0.7, Gamma: 0.99",4,2,24,26,53.57142857,10,40,,
"Nu: 0.9, Gamma: 0.0001",0,6,9,41,73.21428571,10,40,,
"Nu: 0.9, Gamma: 0.0002",0,6,9,41,73.21428571,10,40,,
"Nu: 0.9, Gamma: 0.0003",0,6,9,41,73.21428571,10,40,,
"Nu: 0.9, Gamma: 0.0004",0,6,9,41,73.21428571,10,40,,
"Nu: 0.9, Gamma: 0.005",0,6,9,41,73.21428571,10,40,,
"Nu: 0.9, Gamma: 0.05",0,6,11,39,69.64285714,10,40,,
"Nu: 0.9, Gamma: 0.0625",0,6,11,39,69.64285714,10,40,,
"Nu: 0.9, Gamma: 0.1",0,6,11,39,69.64285714,10,40,,
"Nu: 0.9, Gamma: 0.2",0,6,11,39,69.64285714,10,40,,
"Nu: 0.9, Gamma: 0.5",0,6,17,33,58.92857143,10,40,,
"Nu: 0.9, Gamma: 0.7",0,6,17,33,58.92857143,10,40,,
"Nu: 0.9, Gamma: 0.9",0,6,18,32,57.14285714,10,40,,
"Nu: 0.9, Gamma: 0.99",0,6,19,31,55.35714286,10,40,,
"Nu: 0.99, Gamma: 0.0001",0,6,5,45,80.35714286,10,40,,
"Nu: 0.99, Gamma: 0.0002",0,6,5,45,80.35714286,10,40,,
"Nu: 0.99, Gamma: 0.0003",0,6,5,45,80.35714286,10,40,,
"Nu: 0.99, Gamma: 0.0004",0,6,5,45,80.35714286,10,40,,
"Nu: 0.99, Gamma: 0.005",0,6,5,45,80.35714286,10,40,,
"Nu: 0.99, Gamma: 0.05",0,6,6,44,78.57142857,10,40,,
"Nu: 0.99, Gamma: 0.0625",0,6,6,44,78.57142857,10,40,,
"Nu: 0.99, Gamma: 0.1",0,6,6,44,78.57142857,10,40,,
"Nu: 0.99, Gamma: 0.2",0,6,7,43,76.78571429,10,40,,
"Nu: 0.99, Gamma: 0.5",0,6,9,41,73.21428571,10,40,,
"Nu: 0.99, Gamma: 0.7",0,6,9,41,73.21428571,10,40,,
