Features: 16,,,,,,,,,,
Target Class: canneal,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,92.85714286,328
"Nu: 0.99, Gamma: 0.005",0,5,4,47,83.92857143,0,40,,,
"Nu: 0.99, Gamma: 0.05",0,5,9,42,75,0,40,,,
"Nu: 0.99, Gamma: 0.0625",0,5,11,40,71.42857143,0,40,,,
"Nu: 0.99, Gamma: 0.1",1,4,14,37,67.85714286,0,40,,,
"Nu: 0.99, Gamma: 0.2",1,4,4,47,85.71428571,0,40,,,
"Nu: 0.99, Gamma: 0.5",0,5,0,51,91.07142857,0,40,,,
"Nu: 0.99, Gamma: 0.7",0,5,0,51,91.07142857,0,40,,,
"Nu: 0.99, Gamma: 0.9",0,5,0,51,91.07142857,0,40,,,
"Nu: 0.99, Gamma: 0.99",0,5,0,51,91.07142857,0,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: canneal,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,6,0,45,88.23529412,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,6,0,45,88.23529412,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,6,0,45,88.23529412,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,6,0,45,88.23529412,10,40,,,
"Nu: 0.0001, Gamma: 0.005",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.0001, Gamma: 0.05",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.0001, Gamma: 0.1",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.0001, Gamma: 0.2",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.0001, Gamma: 0.5",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.0001, Gamma: 0.7",5,1,38,7,23.52941176,10,40,,,
"Nu: 0.0001, Gamma: 0.9",4,2,35,10,27.45098039,10,40,,,
"Nu: 0.0001, Gamma: 0.99",4,2,35,10,27.45098039,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,6,0,45,88.23529412,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,6,0,45,88.23529412,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.0002, Gamma: 0.005",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.0002, Gamma: 0.05",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.0002, Gamma: 0.1",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.0002, Gamma: 0.2",5,1,41,4,17.64705882,10,40,,,
"Nu: 0.0002, Gamma: 0.5",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.0002, Gamma: 0.7",5,1,38,7,23.52941176,10,40,,,
"Nu: 0.0002, Gamma: 0.9",4,2,36,9,25.49019608,10,40,,,
"Nu: 0.0002, Gamma: 0.99",4,2,35,10,27.45098039,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",0,6,0,45,88.23529412,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.0003, Gamma: 0.005",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.0003, Gamma: 0.05",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.0003, Gamma: 0.1",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.0003, Gamma: 0.2",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.0003, Gamma: 0.5",5,1,40,5,19.60784314,10,40,,,
"Nu: 0.0003, Gamma: 0.7",5,1,38,7,23.52941176,10,40,,,
"Nu: 0.0003, Gamma: 0.9",4,2,36,9,25.49019608,10,40,,,
"Nu: 0.0003, Gamma: 0.99",4,2,35,10,27.45098039,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",0,6,0,45,88.23529412,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.0004, Gamma: 0.005",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.0004, Gamma: 0.05",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.0004, Gamma: 0.1",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.0004, Gamma: 0.2",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.0004, Gamma: 0.5",5,1,40,5,19.60784314,10,40,,,
"Nu: 0.0004, Gamma: 0.7",5,1,38,7,23.52941176,10,40,,,
"Nu: 0.0004, Gamma: 0.9",4,2,35,10,27.45098039,10,40,,,
"Nu: 0.0004, Gamma: 0.99",4,2,35,10,27.45098039,10,40,,,
"Nu: 0.005, Gamma: 0.0001",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.005, Gamma: 0.0002",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.005, Gamma: 0.0003",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.005, Gamma: 0.0004",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.005, Gamma: 0.005",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.005, Gamma: 0.05",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.005, Gamma: 0.0625",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.005, Gamma: 0.1",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.005, Gamma: 0.2",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.005, Gamma: 0.5",5,1,42,3,15.68627451,10,40,,,
"Nu: 0.005, Gamma: 0.7",5,1,38,7,23.52941176,10,40,,,
"Nu: 0.005, Gamma: 0.9",4,2,35,10,27.45098039,10,40,,,
"Nu: 0.005, Gamma: 0.99",4,2,35,10,27.45098039,10,40,,,
"Nu: 0.05, Gamma: 0.0001",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.05, Gamma: 0.0002",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.05, Gamma: 0.0003",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.05, Gamma: 0.0004",4,2,40,5,17.64705882,10,40,,,
"Nu: 0.05, Gamma: 0.005",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.05, Gamma: 0.05",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.05, Gamma: 0.0625",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.05, Gamma: 0.1",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.05, Gamma: 0.2",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.05, Gamma: 0.5",5,1,40,5,19.60784314,10,40,,,
"Nu: 0.05, Gamma: 0.7",5,1,38,7,23.52941176,10,40,,,
"Nu: 0.05, Gamma: 0.9",4,2,35,10,27.45098039,10,40,,,
"Nu: 0.05, Gamma: 0.99",4,2,35,10,27.45098039,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.0625, Gamma: 0.005",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.0625, Gamma: 0.05",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.0625, Gamma: 0.1",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.0625, Gamma: 0.2",4,2,38,7,21.56862745,10,40,,,
"Nu: 0.0625, Gamma: 0.5",5,1,40,5,19.60784314,10,40,,,
"Nu: 0.0625, Gamma: 0.7",5,1,38,7,23.52941176,10,40,,,
"Nu: 0.0625, Gamma: 0.9",4,2,35,10,27.45098039,10,40,,,
"Nu: 0.0625, Gamma: 0.99",4,2,35,10,27.45098039,10,40,,,
"Nu: 0.1, Gamma: 0.0001",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.1, Gamma: 0.0002",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.1, Gamma: 0.0003",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.1, Gamma: 0.0004",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.1, Gamma: 0.005",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.1, Gamma: 0.05",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.1, Gamma: 0.0625",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.1, Gamma: 0.1",4,2,39,6,19.60784314,10,40,,,
"Nu: 0.1, Gamma: 0.2",4,2,38,7,21.56862745,10,40,,,
"Nu: 0.1, Gamma: 0.5",4,2,38,7,21.56862745,10,40,,,
"Nu: 0.1, Gamma: 0.7",4,2,37,8,23.52941176,10,40,,,
"Nu: 0.1, Gamma: 0.9",3,3,35,10,25.49019608,10,40,,,
"Nu: 0.1, Gamma: 0.99",4,2,34,11,29.41176471,10,40,,,
"Nu: 0.2, Gamma: 0.0001",3,3,26,19,43.1372549,10,40,,,
"Nu: 0.2, Gamma: 0.0002",3,3,26,19,43.1372549,10,40,,,
"Nu: 0.2, Gamma: 0.0003",3,3,26,19,43.1372549,10,40,,,
"Nu: 0.2, Gamma: 0.0004",3,3,26,19,43.1372549,10,40,,,
"Nu: 0.2, Gamma: 0.005",3,3,29,16,37.25490196,10,40,,,
"Nu: 0.2, Gamma: 0.05",3,3,32,13,31.37254902,10,40,,,
"Nu: 0.2, Gamma: 0.0625",3,3,33,12,29.41176471,10,40,,,
"Nu: 0.2, Gamma: 0.1",3,3,34,11,27.45098039,10,40,,,
"Nu: 0.2, Gamma: 0.2",3,3,34,11,27.45098039,10,40,,,
"Nu: 0.2, Gamma: 0.5",4,2,38,7,21.56862745,10,40,,,
"Nu: 0.2, Gamma: 0.7",4,2,38,7,21.56862745,10,40,,,
"Nu: 0.2, Gamma: 0.9",3,3,35,10,25.49019608,10,40,,,
"Nu: 0.2, Gamma: 0.99",3,3,34,11,27.45098039,10,40,,,
"Nu: 0.5, Gamma: 0.0001",1,5,4,41,82.35294118,10,40,,,
"Nu: 0.5, Gamma: 0.0002",1,5,4,41,82.35294118,10,40,,,
"Nu: 0.5, Gamma: 0.0003",1,5,4,41,82.35294118,10,40,,,
"Nu: 0.5, Gamma: 0.0004",1,5,4,41,82.35294118,10,40,,,
"Nu: 0.5, Gamma: 0.005",1,5,4,41,82.35294118,10,40,,,
"Nu: 0.5, Gamma: 0.05",2,4,4,41,84.31372549,10,40,,,
"Nu: 0.5, Gamma: 0.0625",2,4,4,41,84.31372549,10,40,,,
"Nu: 0.5, Gamma: 0.1",2,4,5,40,82.35294118,10,40,,,
"Nu: 0.5, Gamma: 0.2",2,4,6,39,80.39215686,10,40,,,
"Nu: 0.5, Gamma: 0.5",3,3,16,29,62.74509804,10,40,,,
"Nu: 0.5, Gamma: 0.7",3,3,33,12,29.41176471,10,40,,,
"Nu: 0.5, Gamma: 0.9",3,3,34,11,27.45098039,10,40,,,
"Nu: 0.5, Gamma: 0.99",3,3,34,11,27.45098039,10,40,,,
"Nu: 0.7, Gamma: 0.0001",1,5,4,41,82.35294118,10,40,,,
"Nu: 0.7, Gamma: 0.0002",1,5,4,41,82.35294118,10,40,,,
"Nu: 0.7, Gamma: 0.0003",1,5,4,41,82.35294118,10,40,,,
"Nu: 0.7, Gamma: 0.0004",1,5,4,41,82.35294118,10,40,,,
"Nu: 0.7, Gamma: 0.005",1,5,4,41,82.35294118,10,40,,,
"Nu: 0.7, Gamma: 0.05",1,5,4,41,82.35294118,10,40,,,
"Nu: 0.7, Gamma: 0.0625",1,5,4,41,82.35294118,10,40,,,
"Nu: 0.7, Gamma: 0.1",1,5,4,41,82.35294118,10,40,,,
"Nu: 0.7, Gamma: 0.2",1,5,4,41,82.35294118,10,40,,,
"Nu: 0.7, Gamma: 0.5",1,5,4,41,82.35294118,10,40,,,
"Nu: 0.7, Gamma: 0.7",2,4,5,40,82.35294118,10,40,,,
"Nu: 0.7, Gamma: 0.9",2,4,6,39,80.39215686,10,40,,,
"Nu: 0.7, Gamma: 0.99",2,4,8,37,76.47058824,10,40,,,
"Nu: 0.9, Gamma: 0.0001",1,5,2,43,86.2745098,10,40,,,
"Nu: 0.9, Gamma: 0.0002",1,5,2,43,86.2745098,10,40,,,
"Nu: 0.9, Gamma: 0.0003",1,5,2,43,86.2745098,10,40,,,
"Nu: 0.9, Gamma: 0.0004",1,5,2,43,86.2745098,10,40,,,
"Nu: 0.9, Gamma: 0.005",1,5,2,43,86.2745098,10,40,,,
"Nu: 0.9, Gamma: 0.05",1,5,2,43,86.2745098,10,40,,,
"Nu: 0.9, Gamma: 0.0625",1,5,2,43,86.2745098,10,40,,,
"Nu: 0.9, Gamma: 0.1",1,5,2,43,86.2745098,10,40,,,
"Nu: 0.9, Gamma: 0.2",1,5,2,43,86.2745098,10,40,,,
"Nu: 0.9, Gamma: 0.5",1,5,3,42,84.31372549,10,40,,,
"Nu: 0.9, Gamma: 0.7",1,5,4,41,82.35294118,10,40,,,
"Nu: 0.9, Gamma: 0.9",1,5,4,41,82.35294118,10,40,,,
"Nu: 0.9, Gamma: 0.99",1,5,4,41,82.35294118,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,6,2,43,84.31372549,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,6,2,43,84.31372549,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,6,2,43,84.31372549,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,6,2,43,84.31372549,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,6,2,43,84.31372549,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,6,2,43,84.31372549,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,6,2,43,84.31372549,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,6,2,43,84.31372549,10,40,,,
"Nu: 0.99, Gamma: 0.2",0,6,2,43,84.31372549,10,40,,,
"Nu: 0.99, Gamma: 0.5",0,6,2,43,84.31372549,10,40,,,
"Nu: 0.99, Gamma: 0.7",1,5,2,43,86.2745098,10,40,,,
"Nu: 0.99, Gamma: 0.9",1,5,3,42,84.31372549,10,40,,,
"Nu: 0.99, Gamma: 0.99",1,5,3,42,84.31372549,10,40,,,
,,,,,,,,,,
Target Class: canneal_cachehalf,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,5,0,51,91.07142857,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,5,0,51,91.07142857,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,5,0,51,91.07142857,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0001, Gamma: 0.005",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0001, Gamma: 0.05",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0001, Gamma: 0.1",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0001, Gamma: 0.2",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0001, Gamma: 0.5",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0001, Gamma: 0.7",5,0,48,3,14.28571429,10,40,,,
"Nu: 0.0001, Gamma: 0.9",4,1,48,3,12.5,10,40,,,
"Nu: 0.0001, Gamma: 0.99",5,0,48,3,14.28571429,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,5,0,51,91.07142857,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",5,0,49,2,12.5,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0002, Gamma: 0.005",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0002, Gamma: 0.05",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0002, Gamma: 0.1",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0002, Gamma: 0.2",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0002, Gamma: 0.5",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0002, Gamma: 0.7",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0002, Gamma: 0.9",5,0,49,2,12.5,10,40,,,
"Nu: 0.0002, Gamma: 0.99",5,0,48,3,14.28571429,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",0,5,0,51,91.07142857,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",5,0,49,2,12.5,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0003, Gamma: 0.005",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0003, Gamma: 0.05",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0003, Gamma: 0.1",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0003, Gamma: 0.2",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0003, Gamma: 0.5",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0003, Gamma: 0.7",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0003, Gamma: 0.9",5,0,48,3,14.28571429,10,40,,,
"Nu: 0.0003, Gamma: 0.99",5,0,49,2,12.5,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",5,0,49,2,12.5,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0004, Gamma: 0.005",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0004, Gamma: 0.05",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0004, Gamma: 0.1",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0004, Gamma: 0.2",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0004, Gamma: 0.5",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0004, Gamma: 0.7",5,0,49,2,12.5,10,40,,,
"Nu: 0.0004, Gamma: 0.9",5,0,49,2,12.5,10,40,,,
"Nu: 0.0004, Gamma: 0.99",5,0,49,2,12.5,10,40,,,
"Nu: 0.005, Gamma: 0.0001",5,0,49,2,12.5,10,40,,,
"Nu: 0.005, Gamma: 0.0002",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.0003",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.0004",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.005, Gamma: 0.005",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.005, Gamma: 0.05",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.005, Gamma: 0.0625",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.1",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.2",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.005, Gamma: 0.5",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.7",5,0,48,3,14.28571429,10,40,,,
"Nu: 0.005, Gamma: 0.9",5,0,49,2,12.5,10,40,,,
"Nu: 0.005, Gamma: 0.99",5,0,49,2,12.5,10,40,,,
"Nu: 0.05, Gamma: 0.0001",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.05, Gamma: 0.0002",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.05, Gamma: 0.0003",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.05, Gamma: 0.0004",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.05, Gamma: 0.005",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.05, Gamma: 0.05",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.05, Gamma: 0.0625",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.05, Gamma: 0.1",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.05, Gamma: 0.2",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.05, Gamma: 0.5",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.05, Gamma: 0.7",4,1,48,3,12.5,10,40,,,
"Nu: 0.05, Gamma: 0.9",4,1,48,3,12.5,10,40,,,
"Nu: 0.05, Gamma: 0.99",4,1,49,2,10.71428571,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0625, Gamma: 0.005",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0625, Gamma: 0.05",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0625, Gamma: 0.1",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0625, Gamma: 0.2",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0625, Gamma: 0.5",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0625, Gamma: 0.7",4,1,48,3,12.5,10,40,,,
"Nu: 0.0625, Gamma: 0.9",4,1,49,2,10.71428571,10,40,,,
"Nu: 0.0625, Gamma: 0.99",4,1,48,3,12.5,10,40,,,
"Nu: 0.1, Gamma: 0.0001",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.0002",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.0003",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.0004",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.005",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.05",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.0625",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.1, Gamma: 0.1",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.1, Gamma: 0.2",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.1, Gamma: 0.5",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.7",4,1,48,3,12.5,10,40,,,
"Nu: 0.1, Gamma: 0.9",4,1,48,3,12.5,10,40,,,
"Nu: 0.1, Gamma: 0.99",4,1,48,3,12.5,10,40,,,
"Nu: 0.2, Gamma: 0.0001",5,0,49,2,12.5,10,40,,,
"Nu: 0.2, Gamma: 0.0002",5,0,49,2,12.5,10,40,,,
"Nu: 0.2, Gamma: 0.0003",5,0,49,2,12.5,10,40,,,
"Nu: 0.2, Gamma: 0.0004",5,0,49,2,12.5,10,40,,,
"Nu: 0.2, Gamma: 0.005",5,0,49,2,12.5,10,40,,,
"Nu: 0.2, Gamma: 0.05",5,0,49,2,12.5,10,40,,,
"Nu: 0.2, Gamma: 0.0625",5,0,49,2,12.5,10,40,,,
"Nu: 0.2, Gamma: 0.1",5,0,48,3,14.28571429,10,40,,,
"Nu: 0.2, Gamma: 0.2",5,0,47,4,16.07142857,10,40,,,
"Nu: 0.2, Gamma: 0.5",5,0,45,6,19.64285714,10,40,,,
"Nu: 0.2, Gamma: 0.7",4,1,46,5,16.07142857,10,40,,,
"Nu: 0.2, Gamma: 0.9",4,1,46,5,16.07142857,10,40,,,
"Nu: 0.2, Gamma: 0.99",4,1,47,4,14.28571429,10,40,,,
"Nu: 0.5, Gamma: 0.0001",4,1,44,7,19.64285714,10,40,,,
"Nu: 0.5, Gamma: 0.0002",4,1,44,7,19.64285714,10,40,,,
"Nu: 0.5, Gamma: 0.0003",4,1,44,7,19.64285714,10,40,,,
"Nu: 0.5, Gamma: 0.0004",4,1,44,7,19.64285714,10,40,,,
"Nu: 0.5, Gamma: 0.005",4,1,44,7,19.64285714,10,40,,,
"Nu: 0.5, Gamma: 0.05",4,1,44,7,19.64285714,10,40,,,
"Nu: 0.5, Gamma: 0.0625",4,1,44,7,19.64285714,10,40,,,
"Nu: 0.5, Gamma: 0.1",4,1,45,6,17.85714286,10,40,,,
"Nu: 0.5, Gamma: 0.2",4,1,45,6,17.85714286,10,40,,,
"Nu: 0.5, Gamma: 0.5",5,0,27,24,51.78571429,10,40,,,
"Nu: 0.5, Gamma: 0.7",5,0,25,26,55.35714286,10,40,,,
"Nu: 0.5, Gamma: 0.9",3,2,25,26,51.78571429,10,40,,,
"Nu: 0.5, Gamma: 0.99",3,2,29,22,44.64285714,10,40,,,
"Nu: 0.7, Gamma: 0.0001",3,2,40,11,25,10,40,,,
"Nu: 0.7, Gamma: 0.0002",3,2,40,11,25,10,40,,,
"Nu: 0.7, Gamma: 0.0003",3,2,40,11,25,10,40,,,
"Nu: 0.7, Gamma: 0.0004",3,2,40,11,25,10,40,,,
"Nu: 0.7, Gamma: 0.005",3,2,40,11,25,10,40,,,
"Nu: 0.7, Gamma: 0.05",3,2,40,11,25,10,40,,,
"Nu: 0.7, Gamma: 0.0625",3,2,40,11,25,10,40,,,
"Nu: 0.7, Gamma: 0.1",4,1,35,16,35.71428571,10,40,,,
"Nu: 0.7, Gamma: 0.2",4,1,29,22,46.42857143,10,40,,,
"Nu: 0.7, Gamma: 0.5",3,2,18,33,64.28571429,10,40,,,
"Nu: 0.7, Gamma: 0.7",3,2,15,36,69.64285714,10,40,,,
"Nu: 0.7, Gamma: 0.9",3,2,15,36,69.64285714,10,40,,,
"Nu: 0.7, Gamma: 0.99",3,2,14,37,71.42857143,10,40,,,
"Nu: 0.9, Gamma: 0.0001",1,4,22,29,53.57142857,10,40,,,
"Nu: 0.9, Gamma: 0.0002",1,4,22,29,53.57142857,10,40,,,
"Nu: 0.9, Gamma: 0.0003",1,4,22,29,53.57142857,10,40,,,
"Nu: 0.9, Gamma: 0.0004",1,4,22,29,53.57142857,10,40,,,
"Nu: 0.9, Gamma: 0.005",1,4,22,29,53.57142857,10,40,,,
"Nu: 0.9, Gamma: 0.05",1,4,19,32,58.92857143,10,40,,,
"Nu: 0.9, Gamma: 0.0625",1,4,19,32,58.92857143,10,40,,,
"Nu: 0.9, Gamma: 0.1",3,2,20,31,60.71428571,10,40,,,
"Nu: 0.9, Gamma: 0.2",3,2,20,31,60.71428571,10,40,,,
"Nu: 0.9, Gamma: 0.5",3,2,13,38,73.21428571,10,40,,,
"Nu: 0.9, Gamma: 0.7",3,2,13,38,73.21428571,10,40,,,
