Features: 16,,,,,,,,
Target Class: blackscholes,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.0002, Gamma: 0.005",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0002, Gamma: 0.05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0002, Gamma: 0.0625",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0002, Gamma: 0.1",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0002, Gamma: 0.2",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0002, Gamma: 0.5",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0002, Gamma: 0.7",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0002, Gamma: 0.9",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0002, Gamma: 0.99",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0003, Gamma: 1e-05",688,50,0,13,93.3422103861518,10,40,
"Nu: 0.0003, Gamma: 2e-05",688,53,0,10,92.9427430093209,10,40,
"Nu: 0.0003, Gamma: 3e-05",688,48,0,15,93.60852197070572,10,40,
"Nu: 0.0003, Gamma: 4e-05",688,55,0,8,92.67643142476697,10,40,
"Nu: 0.0003, Gamma: 5e-05",688,62,0,1,91.74434087882824,10,40,
"Nu: 0.0003, Gamma: 6e-05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0003, Gamma: 7e-05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0003, Gamma: 8e-05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0003, Gamma: 9e-05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0003, Gamma: 0.0001",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0003, Gamma: 0.0002",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0003, Gamma: 0.0003",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0003, Gamma: 0.0004",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0003, Gamma: 0.005",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0003, Gamma: 0.05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0003, Gamma: 0.0625",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0003, Gamma: 0.1",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0003, Gamma: 0.2",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0003, Gamma: 0.5",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0003, Gamma: 0.7",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0003, Gamma: 0.9",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0003, Gamma: 0.99",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0004, Gamma: 1e-05",688,51,0,12,93.20905459387482,10,40,
"Nu: 0.0004, Gamma: 2e-05",688,37,0,26,95.07323568575234,10,40,
"Nu: 0.0004, Gamma: 3e-05",688,45,0,18,94.00798934753661,10,40,
"Nu: 0.0004, Gamma: 4e-05",688,55,0,8,92.67643142476697,10,40,
"Nu: 0.0004, Gamma: 5e-05",688,62,0,1,91.74434087882824,10,40,
"Nu: 0.0004, Gamma: 6e-05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0004, Gamma: 7e-05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0004, Gamma: 8e-05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0004, Gamma: 9e-05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0004, Gamma: 0.0001",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0004, Gamma: 0.0002",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0004, Gamma: 0.0003",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0004, Gamma: 0.0004",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0004, Gamma: 0.005",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0004, Gamma: 0.05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0004, Gamma: 0.0625",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0004, Gamma: 0.1",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0004, Gamma: 0.2",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0004, Gamma: 0.5",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0004, Gamma: 0.7",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0004, Gamma: 0.9",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0004, Gamma: 0.99",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.005, Gamma: 1e-05",688,28,0,35,96.271637816245,10,40,
"Nu: 0.005, Gamma: 2e-05",688,39,0,24,94.8069241011984,10,40,
"Nu: 0.005, Gamma: 3e-05",688,39,0,24,94.8069241011984,10,40,
"Nu: 0.005, Gamma: 4e-05",688,44,0,19,94.14114513981359,10,40,
"Nu: 0.005, Gamma: 5e-05",688,44,0,19,94.14114513981359,10,40,
"Nu: 0.005, Gamma: 6e-05",688,49,0,14,93.47536617842877,10,40,
"Nu: 0.005, Gamma: 7e-05",688,46,0,17,93.87483355525966,10,40,
"Nu: 0.005, Gamma: 8e-05",688,44,0,19,94.14114513981359,10,40,
"Nu: 0.005, Gamma: 9e-05",688,48,0,15,93.60852197070572,10,40,
"Nu: 0.005, Gamma: 0.0001",688,50,0,13,93.3422103861518,10,40,
"Nu: 0.005, Gamma: 0.0002",688,51,0,12,93.20905459387482,10,40,
"Nu: 0.005, Gamma: 0.0003",688,54,0,9,92.80958721704394,10,40,
"Nu: 0.005, Gamma: 0.0004",688,53,0,10,92.9427430093209,10,40,
"Nu: 0.005, Gamma: 0.005",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.005, Gamma: 0.05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.005, Gamma: 0.0625",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.005, Gamma: 0.1",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.005, Gamma: 0.2",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.005, Gamma: 0.5",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.005, Gamma: 0.7",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.005, Gamma: 0.9",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.005, Gamma: 0.99",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.05, Gamma: 1e-05",688,29,0,34,96.13848202396804,10,40,
"Nu: 0.05, Gamma: 2e-05",688,34,0,29,95.47270306258322,10,40,
"Nu: 0.05, Gamma: 3e-05",688,41,0,22,94.54061251664447,10,40,
"Nu: 0.05, Gamma: 4e-05",688,42,0,21,94.4074567243675,10,40,
"Nu: 0.05, Gamma: 5e-05",688,43,0,20,94.27430093209055,10,40,
"Nu: 0.05, Gamma: 6e-05",688,44,0,19,94.14114513981359,10,40,
"Nu: 0.05, Gamma: 7e-05",688,46,0,17,93.87483355525966,10,40,
"Nu: 0.05, Gamma: 8e-05",688,45,0,18,94.00798934753661,10,40,
"Nu: 0.05, Gamma: 9e-05",688,48,0,15,93.60852197070572,10,40,
"Nu: 0.05, Gamma: 0.0001",688,49,0,14,93.47536617842877,10,40,
"Nu: 0.05, Gamma: 0.0002",688,52,0,11,93.07589880159787,10,40,
"Nu: 0.05, Gamma: 0.0003",688,52,0,11,93.07589880159787,10,40,
"Nu: 0.05, Gamma: 0.0004",688,53,0,10,92.9427430093209,10,40,
"Nu: 0.05, Gamma: 0.005",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.05, Gamma: 0.05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.05, Gamma: 0.0625",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.05, Gamma: 0.1",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.05, Gamma: 0.2",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.05, Gamma: 0.5",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.05, Gamma: 0.7",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.05, Gamma: 0.9",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.05, Gamma: 0.99",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0625, Gamma: 1e-05",688,29,0,34,96.13848202396804,10,40,
"Nu: 0.0625, Gamma: 2e-05",688,34,0,29,95.47270306258322,10,40,
"Nu: 0.0625, Gamma: 3e-05",688,41,0,22,94.54061251664447,10,40,
"Nu: 0.0625, Gamma: 4e-05",688,42,0,21,94.4074567243675,10,40,
"Nu: 0.0625, Gamma: 5e-05",688,43,0,20,94.27430093209055,10,40,
"Nu: 0.0625, Gamma: 6e-05",688,43,0,20,94.27430093209055,10,40,
"Nu: 0.0625, Gamma: 7e-05",688,45,0,18,94.00798934753661,10,40,
"Nu: 0.0625, Gamma: 8e-05",688,45,0,18,94.00798934753661,10,40,
"Nu: 0.0625, Gamma: 9e-05",688,48,0,15,93.60852197070572,10,40,
"Nu: 0.0625, Gamma: 0.0001",688,48,0,15,93.60852197070572,10,40,
"Nu: 0.0625, Gamma: 0.0002",688,52,0,11,93.07589880159787,10,40,
"Nu: 0.0625, Gamma: 0.0003",688,52,0,11,93.07589880159787,10,40,
"Nu: 0.0625, Gamma: 0.0004",688,52,0,11,93.07589880159787,10,40,
"Nu: 0.0625, Gamma: 0.005",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0625, Gamma: 0.05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0625, Gamma: 0.0625",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0625, Gamma: 0.1",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0625, Gamma: 0.2",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0625, Gamma: 0.5",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0625, Gamma: 0.7",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0625, Gamma: 0.9",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.0625, Gamma: 0.99",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.1, Gamma: 1e-05",688,29,0,34,96.13848202396804,10,40,
"Nu: 0.1, Gamma: 2e-05",688,34,0,29,95.47270306258322,10,40,
"Nu: 0.1, Gamma: 3e-05",688,41,0,22,94.54061251664447,10,40,
"Nu: 0.1, Gamma: 4e-05",688,42,0,21,94.4074567243675,10,40,
"Nu: 0.1, Gamma: 5e-05",688,43,0,20,94.27430093209055,10,40,
"Nu: 0.1, Gamma: 6e-05",688,43,0,20,94.27430093209055,10,40,
"Nu: 0.1, Gamma: 7e-05",688,44,0,19,94.14114513981359,10,40,
"Nu: 0.1, Gamma: 8e-05",688,45,0,18,94.00798934753661,10,40,
"Nu: 0.1, Gamma: 9e-05",688,48,0,15,93.60852197070572,10,40,
"Nu: 0.1, Gamma: 0.0001",688,48,0,15,93.60852197070572,10,40,
"Nu: 0.1, Gamma: 0.0002",688,52,0,11,93.07589880159787,10,40,
"Nu: 0.1, Gamma: 0.0003",688,52,0,11,93.07589880159787,10,40,
"Nu: 0.1, Gamma: 0.0004",688,53,0,10,92.9427430093209,10,40,
"Nu: 0.1, Gamma: 0.005",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.1, Gamma: 0.05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.1, Gamma: 0.0625",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.1, Gamma: 0.1",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.1, Gamma: 0.2",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.1, Gamma: 0.5",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.1, Gamma: 0.7",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.1, Gamma: 0.9",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.1, Gamma: 0.99",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.2, Gamma: 1e-05",688,29,0,34,96.13848202396804,10,40,
"Nu: 0.2, Gamma: 2e-05",688,34,0,29,95.47270306258322,10,40,
"Nu: 0.2, Gamma: 3e-05",688,41,0,22,94.54061251664447,10,40,
"Nu: 0.2, Gamma: 4e-05",688,42,0,21,94.4074567243675,10,40,
"Nu: 0.2, Gamma: 5e-05",688,43,0,20,94.27430093209055,10,40,
"Nu: 0.2, Gamma: 6e-05",688,43,0,20,94.27430093209055,10,40,
"Nu: 0.2, Gamma: 7e-05",688,44,0,19,94.14114513981359,10,40,
"Nu: 0.2, Gamma: 8e-05",688,46,0,17,93.87483355525966,10,40,
"Nu: 0.2, Gamma: 9e-05",688,48,0,15,93.60852197070572,10,40,
"Nu: 0.2, Gamma: 0.0001",688,48,0,15,93.60852197070572,10,40,
"Nu: 0.2, Gamma: 0.0002",688,52,0,11,93.07589880159787,10,40,
"Nu: 0.2, Gamma: 0.0003",688,52,0,11,93.07589880159787,10,40,
"Nu: 0.2, Gamma: 0.0004",688,52,0,11,93.07589880159787,10,40,
"Nu: 0.2, Gamma: 0.005",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.2, Gamma: 0.05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.2, Gamma: 0.0625",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.2, Gamma: 0.1",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.2, Gamma: 0.2",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.2, Gamma: 0.5",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.2, Gamma: 0.7",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.2, Gamma: 0.9",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.2, Gamma: 0.99",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.5, Gamma: 1e-05",688,35,0,28,95.33954727030626,10,40,
"Nu: 0.5, Gamma: 2e-05",688,38,0,25,94.94007989347537,10,40,
"Nu: 0.5, Gamma: 3e-05",688,41,0,22,94.54061251664447,10,40,
"Nu: 0.5, Gamma: 4e-05",688,42,0,21,94.4074567243675,10,40,
"Nu: 0.5, Gamma: 5e-05",688,43,0,20,94.27430093209055,10,40,
"Nu: 0.5, Gamma: 6e-05",688,43,0,20,94.27430093209055,10,40,
"Nu: 0.5, Gamma: 7e-05",688,44,0,19,94.14114513981359,10,40,
"Nu: 0.5, Gamma: 8e-05",688,45,0,18,94.00798934753661,10,40,
"Nu: 0.5, Gamma: 9e-05",688,48,0,15,93.60852197070572,10,40,
"Nu: 0.5, Gamma: 0.0001",688,48,0,15,93.60852197070572,10,40,
"Nu: 0.5, Gamma: 0.0002",688,52,0,11,93.07589880159787,10,40,
"Nu: 0.5, Gamma: 0.0003",688,52,0,11,93.07589880159787,10,40,
"Nu: 0.5, Gamma: 0.0004",688,52,0,11,93.07589880159787,10,40,
"Nu: 0.5, Gamma: 0.005",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.5, Gamma: 0.05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.5, Gamma: 0.0625",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.5, Gamma: 0.1",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.5, Gamma: 0.2",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.5, Gamma: 0.5",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.5, Gamma: 0.7",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.5, Gamma: 0.9",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.5, Gamma: 0.99",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.7, Gamma: 1e-05",688,46,0,17,93.87483355525966,10,40,
"Nu: 0.7, Gamma: 2e-05",688,45,0,18,94.00798934753661,10,40,
"Nu: 0.7, Gamma: 3e-05",688,48,0,15,93.60852197070572,10,40,
"Nu: 0.7, Gamma: 4e-05",688,49,0,14,93.47536617842877,10,40,
"Nu: 0.7, Gamma: 5e-05",688,49,0,14,93.47536617842877,10,40,
"Nu: 0.7, Gamma: 6e-05",688,49,0,14,93.47536617842877,10,40,
"Nu: 0.7, Gamma: 7e-05",688,50,0,13,93.3422103861518,10,40,
"Nu: 0.7, Gamma: 8e-05",688,50,0,13,93.3422103861518,10,40,
"Nu: 0.7, Gamma: 9e-05",688,50,0,13,93.3422103861518,10,40,
"Nu: 0.7, Gamma: 0.0001",688,52,0,11,93.07589880159787,10,40,
"Nu: 0.7, Gamma: 0.0002",688,52,0,11,93.07589880159787,10,40,
"Nu: 0.7, Gamma: 0.0003",688,52,0,11,93.07589880159787,10,40,
"Nu: 0.7, Gamma: 0.0004",688,53,0,10,92.9427430093209,10,40,
"Nu: 0.7, Gamma: 0.005",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.7, Gamma: 0.05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.7, Gamma: 0.0625",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.7, Gamma: 0.1",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.7, Gamma: 0.2",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.7, Gamma: 0.5",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.7, Gamma: 0.7",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.7, Gamma: 0.9",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.7, Gamma: 0.99",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.9, Gamma: 1e-05",688,54,0,9,92.80958721704394,10,40,
"Nu: 0.9, Gamma: 2e-05",688,57,0,6,92.41011984021304,10,40,
"Nu: 0.9, Gamma: 3e-05",688,57,0,6,92.41011984021304,10,40,
"Nu: 0.9, Gamma: 4e-05",688,56,0,7,92.54327563249002,10,40,
"Nu: 0.9, Gamma: 5e-05",688,57,0,6,92.41011984021304,10,40,
"Nu: 0.9, Gamma: 6e-05",688,56,0,7,92.54327563249002,10,40,
"Nu: 0.9, Gamma: 7e-05",688,56,0,7,92.54327563249002,10,40,
"Nu: 0.9, Gamma: 8e-05",688,57,0,6,92.41011984021304,10,40,
"Nu: 0.9, Gamma: 9e-05",688,57,0,6,92.41011984021304,10,40,
"Nu: 0.9, Gamma: 0.0001",688,59,0,4,92.14380825565912,10,40,
"Nu: 0.9, Gamma: 0.0002",688,58,0,5,92.27696404793608,10,40,
"Nu: 0.9, Gamma: 0.0003",688,58,0,5,92.27696404793608,10,40,
"Nu: 0.9, Gamma: 0.0004",688,58,0,5,92.27696404793608,10,40,
"Nu: 0.9, Gamma: 0.005",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.9, Gamma: 0.05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.9, Gamma: 0.0625",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.9, Gamma: 0.1",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.9, Gamma: 0.2",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.9, Gamma: 0.5",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.9, Gamma: 0.7",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.9, Gamma: 0.9",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.9, Gamma: 0.99",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.99, Gamma: 1e-05",688,62,0,1,91.74434087882824,10,40,
"Nu: 0.99, Gamma: 2e-05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.99, Gamma: 3e-05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.99, Gamma: 4e-05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.99, Gamma: 5e-05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.99, Gamma: 6e-05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.99, Gamma: 7e-05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.99, Gamma: 8e-05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.99, Gamma: 9e-05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.99, Gamma: 0.0001",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.99, Gamma: 0.0002",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.99, Gamma: 0.0003",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.99, Gamma: 0.0004",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.99, Gamma: 0.005",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.99, Gamma: 0.05",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.99, Gamma: 0.0625",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.99, Gamma: 0.1",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.99, Gamma: 0.2",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.99, Gamma: 0.5",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.99, Gamma: 0.7",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.99, Gamma: 0.9",688,63,0,0,91.61118508655126,10,40,
"Nu: 0.99, Gamma: 0.99",688,63,0,0,91.61118508655126,10,40,
,,,,,,,,
Features: 16,,,,,,,,
Target Class: blackscholes,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 5e-05, Gamma: 1e-05",960,36,0,0,96.3855421686747,20,40,
"Nu: 5e-05, Gamma: 2e-05",960,36,0,0,96.3855421686747,20,40,
"Nu: 5e-05, Gamma: 3e-05",960,36,0,0,96.3855421686747,20,40,
"Nu: 5e-05, Gamma: 4e-05",960,36,0,0,96.3855421686747,20,40,
"Nu: 5e-05, Gamma: 5e-05",960,36,0,0,96.3855421686747,20,40,
"Nu: 5e-05, Gamma: 6e-05",960,36,0,0,96.3855421686747,20,40,
"Nu: 5e-05, Gamma: 7e-05",960,36,0,0,96.3855421686747,20,40,
"Nu: 5e-05, Gamma: 8e-05",960,36,0,0,96.3855421686747,20,40,
"Nu: 5e-05, Gamma: 9e-05",960,36,0,0,96.3855421686747,20,40,
"Nu: 5e-05, Gamma: 0.0001",960,36,0,0,96.3855421686747,20,40,
"Nu: 5e-05, Gamma: 0.0002",960,36,0,0,96.3855421686747,20,40,
"Nu: 5e-05, Gamma: 0.0003",960,36,0,0,96.3855421686747,20,40,
"Nu: 5e-05, Gamma: 0.0004",960,36,0,0,96.3855421686747,20,40,
"Nu: 5e-05, Gamma: 0.005",960,36,0,0,96.3855421686747,20,40,
"Nu: 5e-05, Gamma: 0.05",960,36,0,0,96.3855421686747,20,40,
"Nu: 5e-05, Gamma: 0.0625",960,36,0,0,96.3855421686747,20,40,
"Nu: 5e-05, Gamma: 0.1",960,36,0,0,96.3855421686747,20,40,
"Nu: 5e-05, Gamma: 0.2",960,36,0,0,96.3855421686747,20,40,
"Nu: 5e-05, Gamma: 0.5",960,36,0,0,96.3855421686747,20,40,
"Nu: 5e-05, Gamma: 0.7",960,36,0,0,96.3855421686747,20,40,
"Nu: 5e-05, Gamma: 0.9",960,36,0,0,96.3855421686747,20,40,
"Nu: 5e-05, Gamma: 0.99",960,36,0,0,96.3855421686747,20,40,
"Nu: 6e-05, Gamma: 1e-05",930,33,30,3,93.67469879518072,20,40,
"Nu: 6e-05, Gamma: 2e-05",960,36,0,0,96.3855421686747,20,40,
"Nu: 6e-05, Gamma: 3e-05",950,33,10,3,95.68273092369478,20,40,
"Nu: 6e-05, Gamma: 4e-05",960,36,0,0,96.3855421686747,20,40,
"Nu: 6e-05, Gamma: 5e-05",960,36,0,0,96.3855421686747,20,40,
"Nu: 6e-05, Gamma: 6e-05",919,32,41,4,92.67068273092369,20,40,
"Nu: 6e-05, Gamma: 7e-05",960,36,0,0,96.3855421686747,20,40,
"Nu: 6e-05, Gamma: 8e-05",896,32,64,4,90.36144578313254,20,40,
"Nu: 6e-05, Gamma: 9e-05",905,35,55,1,90.96385542168674,20,40,
"Nu: 6e-05, Gamma: 0.0001",943,35,17,1,94.77911646586345,20,40,
"Nu: 6e-05, Gamma: 0.0002",960,36,0,0,96.3855421686747,20,40,
"Nu: 6e-05, Gamma: 0.0003",960,36,0,0,96.3855421686747,20,40,
"Nu: 6e-05, Gamma: 0.0004",960,36,0,0,96.3855421686747,20,40,
"Nu: 6e-05, Gamma: 0.005",960,36,0,0,96.3855421686747,20,40,
"Nu: 6e-05, Gamma: 0.05",960,36,0,0,96.3855421686747,20,40,
"Nu: 6e-05, Gamma: 0.0625",960,36,0,0,96.3855421686747,20,40,
"Nu: 6e-05, Gamma: 0.1",960,36,0,0,96.3855421686747,20,40,
"Nu: 6e-05, Gamma: 0.2",960,36,0,0,96.3855421686747,20,40,
"Nu: 6e-05, Gamma: 0.5",960,36,0,0,96.3855421686747,20,40,
"Nu: 6e-05, Gamma: 0.7",960,36,0,0,96.3855421686747,20,40,
"Nu: 6e-05, Gamma: 0.9",960,36,0,0,96.3855421686747,20,40,
"Nu: 6e-05, Gamma: 0.99",960,36,0,0,96.3855421686747,20,40,
"Nu: 7e-05, Gamma: 1e-05",939,34,21,2,94.47791164658635,20,40,
"Nu: 7e-05, Gamma: 2e-05",879,21,81,15,89.7590361445783,20,40,
"Nu: 7e-05, Gamma: 3e-05",948,32,12,4,95.58232931726907,20,40,
"Nu: 7e-05, Gamma: 4e-05",960,36,0,0,96.3855421686747,20,40,
"Nu: 7e-05, Gamma: 5e-05",960,36,0,0,96.3855421686747,20,40,
"Nu: 7e-05, Gamma: 6e-05",919,32,41,4,92.67068273092369,20,40,
"Nu: 7e-05, Gamma: 7e-05",960,36,0,0,96.3855421686747,20,40,
"Nu: 7e-05, Gamma: 8e-05",896,32,64,4,90.36144578313254,20,40,
"Nu: 7e-05, Gamma: 9e-05",905,35,55,1,90.96385542168674,20,40,
"Nu: 7e-05, Gamma: 0.0001",943,35,17,1,94.77911646586345,20,40,
"Nu: 7e-05, Gamma: 0.0002",960,36,0,0,96.3855421686747,20,40,
"Nu: 7e-05, Gamma: 0.0003",960,36,0,0,96.3855421686747,20,40,
"Nu: 7e-05, Gamma: 0.0004",960,36,0,0,96.3855421686747,20,40,
"Nu: 7e-05, Gamma: 0.005",960,36,0,0,96.3855421686747,20,40,
"Nu: 7e-05, Gamma: 0.05",960,36,0,0,96.3855421686747,20,40,
"Nu: 7e-05, Gamma: 0.0625",960,36,0,0,96.3855421686747,20,40,
"Nu: 7e-05, Gamma: 0.1",960,36,0,0,96.3855421686747,20,40,
"Nu: 7e-05, Gamma: 0.2",960,36,0,0,96.3855421686747,20,40,
"Nu: 7e-05, Gamma: 0.5",960,36,0,0,96.3855421686747,20,40,
"Nu: 7e-05, Gamma: 0.7",960,36,0,0,96.3855421686747,20,40,
"Nu: 7e-05, Gamma: 0.9",960,36,0,0,96.3855421686747,20,40,
"Nu: 7e-05, Gamma: 0.99",960,36,0,0,96.3855421686747,20,40,
"Nu: 8e-05, Gamma: 1e-05",930,33,30,3,93.67469879518072,20,40,
"Nu: 8e-05, Gamma: 2e-05",878,20,82,16,89.7590361445783,20,40,
"Nu: 8e-05, Gamma: 3e-05",948,32,12,4,95.58232931726907,20,40,
"Nu: 8e-05, Gamma: 4e-05",960,36,0,0,96.3855421686747,20,40,
"Nu: 8e-05, Gamma: 5e-05",960,36,0,0,96.3855421686747,20,40,
"Nu: 8e-05, Gamma: 6e-05",919,32,41,4,92.67068273092369,20,40,
"Nu: 8e-05, Gamma: 7e-05",960,36,0,0,96.3855421686747,20,40,
"Nu: 8e-05, Gamma: 8e-05",896,32,64,4,90.36144578313254,20,40,
"Nu: 8e-05, Gamma: 9e-05",905,35,55,1,90.96385542168674,20,40,
"Nu: 8e-05, Gamma: 0.0001",943,35,17,1,94.77911646586345,20,40,
"Nu: 8e-05, Gamma: 0.0002",960,36,0,0,96.3855421686747,20,40,
"Nu: 8e-05, Gamma: 0.0003",960,36,0,0,96.3855421686747,20,40,
