Features: 16,,,,,,,,
Target Class: blackscholes,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.005, Gamma: 0.0002",688,50,0,13,93.3422103861518,20,40,
"Nu: 0.005, Gamma: 0.0003",688,55,0,8,92.67643142476697,20,40,
"Nu: 0.005, Gamma: 0.0004",688,56,0,7,92.54327563249002,20,40,
"Nu: 0.005, Gamma: 0.005",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.005, Gamma: 0.05",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.005, Gamma: 0.0625",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.005, Gamma: 0.1",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.005, Gamma: 0.2",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.005, Gamma: 0.5",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.005, Gamma: 0.7",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.005, Gamma: 0.9",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.005, Gamma: 0.99",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.05, Gamma: 1e-05",688,32,0,31,95.73901464713715,20,40,
"Nu: 0.05, Gamma: 2e-05",688,38,0,25,94.94007989347537,20,40,
"Nu: 0.05, Gamma: 3e-05",688,42,0,21,94.4074567243675,20,40,
"Nu: 0.05, Gamma: 4e-05",688,44,0,19,94.14114513981359,20,40,
"Nu: 0.05, Gamma: 5e-05",688,45,0,18,94.00798934753661,20,40,
"Nu: 0.05, Gamma: 6e-05",688,46,0,17,93.87483355525966,20,40,
"Nu: 0.05, Gamma: 7e-05",688,46,0,17,93.87483355525966,20,40,
"Nu: 0.05, Gamma: 8e-05",688,48,0,15,93.60852197070572,20,40,
"Nu: 0.05, Gamma: 9e-05",688,51,0,12,93.20905459387482,20,40,
"Nu: 0.05, Gamma: 0.0001",688,50,0,13,93.3422103861518,20,40,
"Nu: 0.05, Gamma: 0.0002",688,51,0,12,93.20905459387482,20,40,
"Nu: 0.05, Gamma: 0.0003",688,54,0,9,92.80958721704394,20,40,
"Nu: 0.05, Gamma: 0.0004",688,54,0,9,92.80958721704394,20,40,
"Nu: 0.05, Gamma: 0.005",688,62,0,1,91.74434087882824,20,40,
"Nu: 0.05, Gamma: 0.05",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.05, Gamma: 0.0625",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.05, Gamma: 0.1",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.05, Gamma: 0.2",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.05, Gamma: 0.5",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.05, Gamma: 0.7",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.05, Gamma: 0.9",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.05, Gamma: 0.99",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.0625, Gamma: 1e-05",688,32,0,31,95.73901464713715,20,40,
"Nu: 0.0625, Gamma: 2e-05",688,38,0,25,94.94007989347537,20,40,
"Nu: 0.0625, Gamma: 3e-05",688,42,0,21,94.4074567243675,20,40,
"Nu: 0.0625, Gamma: 4e-05",688,45,0,18,94.00798934753661,20,40,
"Nu: 0.0625, Gamma: 5e-05",688,45,0,18,94.00798934753661,20,40,
"Nu: 0.0625, Gamma: 6e-05",688,46,0,17,93.87483355525966,20,40,
"Nu: 0.0625, Gamma: 7e-05",688,46,0,17,93.87483355525966,20,40,
"Nu: 0.0625, Gamma: 8e-05",688,47,0,16,93.74167776298269,20,40,
"Nu: 0.0625, Gamma: 9e-05",688,51,0,12,93.20905459387482,20,40,
"Nu: 0.0625, Gamma: 0.0001",688,50,0,13,93.3422103861518,20,40,
"Nu: 0.0625, Gamma: 0.0002",688,51,0,12,93.20905459387482,20,40,
"Nu: 0.0625, Gamma: 0.0003",688,54,0,9,92.80958721704394,20,40,
"Nu: 0.0625, Gamma: 0.0004",688,54,0,9,92.80958721704394,20,40,
"Nu: 0.0625, Gamma: 0.005",688,62,0,1,91.74434087882824,20,40,
"Nu: 0.0625, Gamma: 0.05",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.0625, Gamma: 0.0625",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.0625, Gamma: 0.1",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.0625, Gamma: 0.2",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.0625, Gamma: 0.5",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.0625, Gamma: 0.7",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.0625, Gamma: 0.9",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.0625, Gamma: 0.99",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.1, Gamma: 1e-05",688,32,0,31,95.73901464713715,20,40,
"Nu: 0.1, Gamma: 2e-05",688,38,0,25,94.94007989347537,20,40,
"Nu: 0.1, Gamma: 3e-05",688,42,0,21,94.4074567243675,20,40,
"Nu: 0.1, Gamma: 4e-05",688,44,0,19,94.14114513981359,20,40,
"Nu: 0.1, Gamma: 5e-05",688,45,0,18,94.00798934753661,20,40,
"Nu: 0.1, Gamma: 6e-05",688,46,0,17,93.87483355525966,20,40,
"Nu: 0.1, Gamma: 7e-05",688,46,0,17,93.87483355525966,20,40,
"Nu: 0.1, Gamma: 8e-05",688,47,0,16,93.74167776298269,20,40,
"Nu: 0.1, Gamma: 9e-05",688,50,0,13,93.3422103861518,20,40,
"Nu: 0.1, Gamma: 0.0001",688,51,0,12,93.20905459387482,20,40,
"Nu: 0.1, Gamma: 0.0002",688,51,0,12,93.20905459387482,20,40,
"Nu: 0.1, Gamma: 0.0003",688,54,0,9,92.80958721704394,20,40,
"Nu: 0.1, Gamma: 0.0004",688,54,0,9,92.80958721704394,20,40,
"Nu: 0.1, Gamma: 0.005",688,62,0,1,91.74434087882824,20,40,
"Nu: 0.1, Gamma: 0.05",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.1, Gamma: 0.0625",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.1, Gamma: 0.1",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.1, Gamma: 0.2",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.1, Gamma: 0.5",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.1, Gamma: 0.7",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.1, Gamma: 0.9",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.1, Gamma: 0.99",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.2, Gamma: 1e-05",688,32,0,31,95.73901464713715,20,40,
"Nu: 0.2, Gamma: 2e-05",688,38,0,25,94.94007989347537,20,40,
"Nu: 0.2, Gamma: 3e-05",688,43,0,20,94.27430093209055,20,40,
"Nu: 0.2, Gamma: 4e-05",688,44,0,19,94.14114513981359,20,40,
"Nu: 0.2, Gamma: 5e-05",688,45,0,18,94.00798934753661,20,40,
"Nu: 0.2, Gamma: 6e-05",688,46,0,17,93.87483355525966,20,40,
"Nu: 0.2, Gamma: 7e-05",688,46,0,17,93.87483355525966,20,40,
"Nu: 0.2, Gamma: 8e-05",688,48,0,15,93.60852197070572,20,40,
"Nu: 0.2, Gamma: 9e-05",688,51,0,12,93.20905459387482,20,40,
"Nu: 0.2, Gamma: 0.0001",688,51,0,12,93.20905459387482,20,40,
"Nu: 0.2, Gamma: 0.0002",688,51,0,12,93.20905459387482,20,40,
"Nu: 0.2, Gamma: 0.0003",688,54,0,9,92.80958721704394,20,40,
"Nu: 0.2, Gamma: 0.0004",688,54,0,9,92.80958721704394,20,40,
"Nu: 0.2, Gamma: 0.005",688,62,0,1,91.74434087882824,20,40,
"Nu: 0.2, Gamma: 0.05",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.2, Gamma: 0.0625",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.2, Gamma: 0.1",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.2, Gamma: 0.2",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.2, Gamma: 0.5",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.2, Gamma: 0.7",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.2, Gamma: 0.9",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.2, Gamma: 0.99",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.5, Gamma: 1e-05",688,40,0,23,94.67376830892144,20,40,
"Nu: 0.5, Gamma: 2e-05",688,40,0,23,94.67376830892144,20,40,
"Nu: 0.5, Gamma: 3e-05",688,42,0,21,94.4074567243675,20,40,
"Nu: 0.5, Gamma: 4e-05",688,44,0,19,94.14114513981359,20,40,
"Nu: 0.5, Gamma: 5e-05",688,45,0,18,94.00798934753661,20,40,
"Nu: 0.5, Gamma: 6e-05",688,46,0,17,93.87483355525966,20,40,
"Nu: 0.5, Gamma: 7e-05",688,46,0,17,93.87483355525966,20,40,
"Nu: 0.5, Gamma: 8e-05",688,47,0,16,93.74167776298269,20,40,
"Nu: 0.5, Gamma: 9e-05",688,50,0,13,93.3422103861518,20,40,
"Nu: 0.5, Gamma: 0.0001",688,51,0,12,93.20905459387482,20,40,
"Nu: 0.5, Gamma: 0.0002",688,51,0,12,93.20905459387482,20,40,
"Nu: 0.5, Gamma: 0.0003",688,54,0,9,92.80958721704394,20,40,
"Nu: 0.5, Gamma: 0.0004",688,54,0,9,92.80958721704394,20,40,
"Nu: 0.5, Gamma: 0.005",688,62,0,1,91.74434087882824,20,40,
"Nu: 0.5, Gamma: 0.05",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.5, Gamma: 0.0625",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.5, Gamma: 0.1",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.5, Gamma: 0.2",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.5, Gamma: 0.5",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.5, Gamma: 0.7",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.5, Gamma: 0.9",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.5, Gamma: 0.99",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.7, Gamma: 1e-05",688,47,0,16,93.74167776298269,20,40,
"Nu: 0.7, Gamma: 2e-05",688,48,0,15,93.60852197070572,20,40,
"Nu: 0.7, Gamma: 3e-05",688,49,0,14,93.47536617842877,20,40,
"Nu: 0.7, Gamma: 4e-05",688,49,0,14,93.47536617842877,20,40,
"Nu: 0.7, Gamma: 5e-05",688,49,0,14,93.47536617842877,20,40,
"Nu: 0.7, Gamma: 6e-05",688,49,0,14,93.47536617842877,20,40,
"Nu: 0.7, Gamma: 7e-05",688,49,0,14,93.47536617842877,20,40,
"Nu: 0.7, Gamma: 8e-05",688,49,0,14,93.47536617842877,20,40,
"Nu: 0.7, Gamma: 9e-05",688,51,0,12,93.20905459387482,20,40,
"Nu: 0.7, Gamma: 0.0001",688,51,0,12,93.20905459387482,20,40,
"Nu: 0.7, Gamma: 0.0002",688,53,0,10,92.9427430093209,20,40,
"Nu: 0.7, Gamma: 0.0003",688,54,0,9,92.80958721704394,20,40,
"Nu: 0.7, Gamma: 0.0004",688,54,0,9,92.80958721704394,20,40,
"Nu: 0.7, Gamma: 0.005",688,62,0,1,91.74434087882824,20,40,
"Nu: 0.7, Gamma: 0.05",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.7, Gamma: 0.0625",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.7, Gamma: 0.1",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.7, Gamma: 0.2",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.7, Gamma: 0.5",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.7, Gamma: 0.7",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.7, Gamma: 0.9",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.7, Gamma: 0.99",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.9, Gamma: 1e-05",688,58,0,5,92.27696404793608,20,40,
"Nu: 0.9, Gamma: 2e-05",688,60,0,3,92.01065246338216,20,40,
"Nu: 0.9, Gamma: 3e-05",688,60,0,3,92.01065246338216,20,40,
"Nu: 0.9, Gamma: 4e-05",688,60,0,3,92.01065246338216,20,40,
"Nu: 0.9, Gamma: 5e-05",688,60,0,3,92.01065246338216,20,40,
"Nu: 0.9, Gamma: 6e-05",688,60,0,3,92.01065246338216,20,40,
"Nu: 0.9, Gamma: 7e-05",688,60,0,3,92.01065246338216,20,40,
"Nu: 0.9, Gamma: 8e-05",688,60,0,3,92.01065246338216,20,40,
"Nu: 0.9, Gamma: 9e-05",688,60,0,3,92.01065246338216,20,40,
"Nu: 0.9, Gamma: 0.0001",688,61,0,2,91.87749667110519,20,40,
"Nu: 0.9, Gamma: 0.0002",688,60,0,3,92.01065246338216,20,40,
"Nu: 0.9, Gamma: 0.0003",688,60,0,3,92.01065246338216,20,40,
"Nu: 0.9, Gamma: 0.0004",688,60,0,3,92.01065246338216,20,40,
"Nu: 0.9, Gamma: 0.005",688,62,0,1,91.74434087882824,20,40,
"Nu: 0.9, Gamma: 0.05",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.9, Gamma: 0.0625",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.9, Gamma: 0.1",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.9, Gamma: 0.2",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.9, Gamma: 0.5",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.9, Gamma: 0.7",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.9, Gamma: 0.9",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.9, Gamma: 0.99",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.99, Gamma: 1e-05",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.99, Gamma: 2e-05",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.99, Gamma: 3e-05",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.99, Gamma: 4e-05",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.99, Gamma: 5e-05",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.99, Gamma: 6e-05",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.99, Gamma: 7e-05",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.99, Gamma: 8e-05",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.99, Gamma: 9e-05",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.99, Gamma: 0.0001",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.99, Gamma: 0.0002",688,62,0,1,91.74434087882824,20,40,
"Nu: 0.99, Gamma: 0.0003",688,62,0,1,91.74434087882824,20,40,
"Nu: 0.99, Gamma: 0.0004",688,62,0,1,91.74434087882824,20,40,
"Nu: 0.99, Gamma: 0.005",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.99, Gamma: 0.05",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.99, Gamma: 0.0625",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.99, Gamma: 0.1",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.99, Gamma: 0.2",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.99, Gamma: 0.5",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.99, Gamma: 0.7",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.99, Gamma: 0.9",688,63,0,0,91.61118508655126,20,40,
"Nu: 0.99, Gamma: 0.99",688,63,0,0,91.61118508655126,20,40,
,,,,,,,,
Features: 16,,,,,,,,
Target Class: blackscholes,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 5e-05, Gamma: 1e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 5e-05, Gamma: 2e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 5e-05, Gamma: 3e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 5e-05, Gamma: 4e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 5e-05, Gamma: 5e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 5e-05, Gamma: 6e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 5e-05, Gamma: 7e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 5e-05, Gamma: 8e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 5e-05, Gamma: 9e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 5e-05, Gamma: 0.0001",960,36,0,0,96.3855421686747,30,40,
"Nu: 5e-05, Gamma: 0.0002",960,36,0,0,96.3855421686747,30,40,
"Nu: 5e-05, Gamma: 0.0003",960,36,0,0,96.3855421686747,30,40,
"Nu: 5e-05, Gamma: 0.0004",960,36,0,0,96.3855421686747,30,40,
"Nu: 5e-05, Gamma: 0.005",960,36,0,0,96.3855421686747,30,40,
"Nu: 5e-05, Gamma: 0.05",960,36,0,0,96.3855421686747,30,40,
"Nu: 5e-05, Gamma: 0.0625",960,36,0,0,96.3855421686747,30,40,
"Nu: 5e-05, Gamma: 0.1",960,36,0,0,96.3855421686747,30,40,
"Nu: 5e-05, Gamma: 0.2",960,36,0,0,96.3855421686747,30,40,
"Nu: 5e-05, Gamma: 0.5",960,36,0,0,96.3855421686747,30,40,
"Nu: 5e-05, Gamma: 0.7",960,36,0,0,96.3855421686747,30,40,
"Nu: 5e-05, Gamma: 0.9",960,36,0,0,96.3855421686747,30,40,
"Nu: 5e-05, Gamma: 0.99",960,36,0,0,96.3855421686747,30,40,
"Nu: 6e-05, Gamma: 1e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 6e-05, Gamma: 2e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 6e-05, Gamma: 3e-05",782,12,178,24,80.92369477911646,30,40,
"Nu: 6e-05, Gamma: 4e-05",902,30,58,6,91.16465863453816,30,40,
"Nu: 6e-05, Gamma: 5e-05",936,34,24,2,94.17670682730925,30,40,
"Nu: 6e-05, Gamma: 6e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 6e-05, Gamma: 7e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 6e-05, Gamma: 8e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 6e-05, Gamma: 9e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 6e-05, Gamma: 0.0001",960,36,0,0,96.3855421686747,30,40,
"Nu: 6e-05, Gamma: 0.0002",960,36,0,0,96.3855421686747,30,40,
"Nu: 6e-05, Gamma: 0.0003",960,36,0,0,96.3855421686747,30,40,
"Nu: 6e-05, Gamma: 0.0004",960,36,0,0,96.3855421686747,30,40,
"Nu: 6e-05, Gamma: 0.005",960,36,0,0,96.3855421686747,30,40,
"Nu: 6e-05, Gamma: 0.05",960,36,0,0,96.3855421686747,30,40,
"Nu: 6e-05, Gamma: 0.0625",960,36,0,0,96.3855421686747,30,40,
"Nu: 6e-05, Gamma: 0.1",960,36,0,0,96.3855421686747,30,40,
"Nu: 6e-05, Gamma: 0.2",960,36,0,0,96.3855421686747,30,40,
"Nu: 6e-05, Gamma: 0.5",960,36,0,0,96.3855421686747,30,40,
"Nu: 6e-05, Gamma: 0.7",960,36,0,0,96.3855421686747,30,40,
"Nu: 6e-05, Gamma: 0.9",960,36,0,0,96.3855421686747,30,40,
"Nu: 6e-05, Gamma: 0.99",960,36,0,0,96.3855421686747,30,40,
"Nu: 7e-05, Gamma: 1e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 7e-05, Gamma: 2e-05",776,12,184,24,80.32128514056225,30,40,
"Nu: 7e-05, Gamma: 3e-05",782,12,178,24,80.92369477911646,30,40,
"Nu: 7e-05, Gamma: 4e-05",902,30,58,6,91.16465863453816,30,40,
"Nu: 7e-05, Gamma: 5e-05",936,34,24,2,94.17670682730925,30,40,
"Nu: 7e-05, Gamma: 6e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 7e-05, Gamma: 7e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 7e-05, Gamma: 8e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 7e-05, Gamma: 9e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 7e-05, Gamma: 0.0001",960,36,0,0,96.3855421686747,30,40,
"Nu: 7e-05, Gamma: 0.0002",960,36,0,0,96.3855421686747,30,40,
"Nu: 7e-05, Gamma: 0.0003",960,36,0,0,96.3855421686747,30,40,
"Nu: 7e-05, Gamma: 0.0004",960,36,0,0,96.3855421686747,30,40,
"Nu: 7e-05, Gamma: 0.005",960,36,0,0,96.3855421686747,30,40,
"Nu: 7e-05, Gamma: 0.05",960,36,0,0,96.3855421686747,30,40,
"Nu: 7e-05, Gamma: 0.0625",960,36,0,0,96.3855421686747,30,40,
"Nu: 7e-05, Gamma: 0.1",960,36,0,0,96.3855421686747,30,40,
"Nu: 7e-05, Gamma: 0.2",960,36,0,0,96.3855421686747,30,40,
"Nu: 7e-05, Gamma: 0.5",960,36,0,0,96.3855421686747,30,40,
"Nu: 7e-05, Gamma: 0.7",960,36,0,0,96.3855421686747,30,40,
"Nu: 7e-05, Gamma: 0.9",960,36,0,0,96.3855421686747,30,40,
"Nu: 7e-05, Gamma: 0.99",960,36,0,0,96.3855421686747,30,40,
"Nu: 8e-05, Gamma: 1e-05",756,8,204,28,78.714859437751,30,40,
"Nu: 8e-05, Gamma: 2e-05",751,7,209,29,78.3132530120482,30,40,
"Nu: 8e-05, Gamma: 3e-05",782,12,178,24,80.92369477911646,30,40,
"Nu: 8e-05, Gamma: 4e-05",902,30,58,6,91.16465863453816,30,40,
"Nu: 8e-05, Gamma: 5e-05",936,34,24,2,94.17670682730925,30,40,
"Nu: 8e-05, Gamma: 6e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 8e-05, Gamma: 7e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 8e-05, Gamma: 8e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 8e-05, Gamma: 9e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 8e-05, Gamma: 0.0001",960,36,0,0,96.3855421686747,30,40,
"Nu: 8e-05, Gamma: 0.0002",960,36,0,0,96.3855421686747,30,40,
"Nu: 8e-05, Gamma: 0.0003",960,36,0,0,96.3855421686747,30,40,
"Nu: 8e-05, Gamma: 0.0004",960,36,0,0,96.3855421686747,30,40,
"Nu: 8e-05, Gamma: 0.005",960,36,0,0,96.3855421686747,30,40,
"Nu: 8e-05, Gamma: 0.05",960,36,0,0,96.3855421686747,30,40,
"Nu: 8e-05, Gamma: 0.0625",960,36,0,0,96.3855421686747,30,40,
"Nu: 8e-05, Gamma: 0.1",960,36,0,0,96.3855421686747,30,40,
"Nu: 8e-05, Gamma: 0.2",960,36,0,0,96.3855421686747,30,40,
"Nu: 8e-05, Gamma: 0.5",960,36,0,0,96.3855421686747,30,40,
"Nu: 8e-05, Gamma: 0.7",960,36,0,0,96.3855421686747,30,40,
"Nu: 8e-05, Gamma: 0.9",960,36,0,0,96.3855421686747,30,40,
"Nu: 8e-05, Gamma: 0.99",960,36,0,0,96.3855421686747,30,40,
"Nu: 9e-05, Gamma: 1e-05",755,7,205,29,78.714859437751,30,40,
"Nu: 9e-05, Gamma: 2e-05",751,7,209,29,78.3132530120482,30,40,
"Nu: 9e-05, Gamma: 3e-05",782,12,178,24,80.92369477911646,30,40,
"Nu: 9e-05, Gamma: 4e-05",902,30,58,6,91.16465863453816,30,40,
"Nu: 9e-05, Gamma: 5e-05",936,34,24,2,94.17670682730925,30,40,
"Nu: 9e-05, Gamma: 6e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 9e-05, Gamma: 7e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 9e-05, Gamma: 8e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 9e-05, Gamma: 9e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 9e-05, Gamma: 0.0001",960,36,0,0,96.3855421686747,30,40,
"Nu: 9e-05, Gamma: 0.0002",960,36,0,0,96.3855421686747,30,40,
"Nu: 9e-05, Gamma: 0.0003",960,36,0,0,96.3855421686747,30,40,
"Nu: 9e-05, Gamma: 0.0004",960,36,0,0,96.3855421686747,30,40,
"Nu: 9e-05, Gamma: 0.005",960,36,0,0,96.3855421686747,30,40,
"Nu: 9e-05, Gamma: 0.05",960,36,0,0,96.3855421686747,30,40,
"Nu: 9e-05, Gamma: 0.0625",960,36,0,0,96.3855421686747,30,40,
"Nu: 9e-05, Gamma: 0.1",960,36,0,0,96.3855421686747,30,40,
"Nu: 9e-05, Gamma: 0.2",960,36,0,0,96.3855421686747,30,40,
"Nu: 9e-05, Gamma: 0.5",960,36,0,0,96.3855421686747,30,40,
"Nu: 9e-05, Gamma: 0.7",960,36,0,0,96.3855421686747,30,40,
"Nu: 9e-05, Gamma: 0.9",960,36,0,0,96.3855421686747,30,40,
"Nu: 9e-05, Gamma: 0.99",960,36,0,0,96.3855421686747,30,40,
"Nu: 0.0001, Gamma: 1e-05",749,6,211,30,78.21285140562249,30,40,
"Nu: 0.0001, Gamma: 2e-05",751,7,209,29,78.3132530120482,30,40,
"Nu: 0.0001, Gamma: 3e-05",782,12,178,24,80.92369477911646,30,40,
"Nu: 0.0001, Gamma: 4e-05",902,30,58,6,91.16465863453816,30,40,
"Nu: 0.0001, Gamma: 5e-05",936,34,24,2,94.17670682730925,30,40,
"Nu: 0.0001, Gamma: 6e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 0.0001, Gamma: 7e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 0.0001, Gamma: 8e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 0.0001, Gamma: 9e-05",960,36,0,0,96.3855421686747,30,40,
"Nu: 0.0001, Gamma: 0.0001",960,36,0,0,96.3855421686747,30,40,
"Nu: 0.0001, Gamma: 0.0002",960,36,0,0,96.3855421686747,30,40,
"Nu: 0.0001, Gamma: 0.0003",960,36,0,0,96.3855421686747,30,40,
"Nu: 0.0001, Gamma: 0.0004",960,36,0,0,96.3855421686747,30,40,
"Nu: 0.0001, Gamma: 0.005",960,36,0,0,96.3855421686747,30,40,
"Nu: 0.0001, Gamma: 0.05",960,36,0,0,96.3855421686747,30,40,
"Nu: 0.0001, Gamma: 0.0625",960,36,0,0,96.3855421686747,30,40,
"Nu: 0.0001, Gamma: 0.1",960,36,0,0,96.3855421686747,30,40,
"Nu: 0.0001, Gamma: 0.2",960,36,0,0,96.3855421686747,30,40,
"Nu: 0.0001, Gamma: 0.5",960,36,0,0,96.3855421686747,30,40,
"Nu: 0.0001, Gamma: 0.7",960,36,0,0,96.3855421686747,30,40,
"Nu: 0.0001, Gamma: 0.9",960,36,0,0,96.3855421686747,30,40,
"Nu: 0.0001, Gamma: 0.99",960,36,0,0,96.3855421686747,30,40,
"Nu: 0.0002, Gamma: 1e-05",747,4,213,32,78.21285140562249,30,40,
"Nu: 0.0002, Gamma: 2e-05",742,4,218,32,77.71084337349397,30,40,
"Nu: 0.0002, Gamma: 3e-05",791,8,169,28,82.2289156626506,30,40,
"Nu: 0.0002, Gamma: 4e-05",960,33,0,3,96.6867469879518,30,40,
"Nu: 0.0002, Gamma: 5e-05",960,35,0,1,96.4859437751004,30,40,
"Nu: 0.0002, Gamma: 6e-05",925,26,35,10,93.87550200803213,30,40,
"Nu: 0.0002, Gamma: 7e-05",891,21,69,15,90.96385542168674,30,40,
"Nu: 0.0002, Gamma: 8e-05",767,9,193,27,79.71887550200803,30,40,
"Nu: 0.0002, Gamma: 9e-05",771,11,189,25,79.91967871485943,30,40,
