Features: 16,,,,,,,,,,
Target Class: blackscholes,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,100,152
"Nu: 0.99, Gamma: 0.0625",0,2,5,15,68.18181818,0,40,,,
"Nu: 0.99, Gamma: 0.1",0,2,4,16,72.72727273,0,40,,,
"Nu: 0.99, Gamma: 0.2",0,2,3,17,77.27272727,0,40,,,
"Nu: 0.99, Gamma: 0.5",0,2,2,18,81.81818182,0,40,,,
"Nu: 0.99, Gamma: 0.7",0,2,0,20,90.90909091,0,40,,,
"Nu: 0.99, Gamma: 0.9",0,2,0,20,90.90909091,0,40,,,
"Nu: 0.99, Gamma: 0.99",0,2,0,20,90.90909091,0,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: blackscholes,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.0001, Gamma: 0.005",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.0001, Gamma: 0.05",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.0001, Gamma: 0.1",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.0001, Gamma: 0.2",2,0,8,5,46.66666667,10,40,,,
"Nu: 0.0001, Gamma: 0.5",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.0001, Gamma: 0.7",2,0,7,6,53.33333333,10,40,,,
"Nu: 0.0001, Gamma: 0.9",2,0,7,6,53.33333333,10,40,,,
"Nu: 0.0001, Gamma: 0.99",2,0,9,4,40,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.0002, Gamma: 0.005",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.0002, Gamma: 0.05",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.0002, Gamma: 0.1",2,0,13,0,13.33333333,10,40,,,
"Nu: 0.0002, Gamma: 0.2",2,0,9,4,40,10,40,,,
"Nu: 0.0002, Gamma: 0.5",2,0,9,4,40,10,40,,,
"Nu: 0.0002, Gamma: 0.7",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.0002, Gamma: 0.9",2,0,9,4,40,10,40,,,
"Nu: 0.0002, Gamma: 0.99",2,0,9,4,40,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.0003, Gamma: 0.005",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.0003, Gamma: 0.05",2,0,13,0,13.33333333,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",2,0,13,0,13.33333333,10,40,,,
"Nu: 0.0003, Gamma: 0.1",2,0,13,0,13.33333333,10,40,,,
"Nu: 0.0003, Gamma: 0.2",2,0,9,4,40,10,40,,,
"Nu: 0.0003, Gamma: 0.5",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.0003, Gamma: 0.7",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.0003, Gamma: 0.9",2,0,7,6,53.33333333,10,40,,,
"Nu: 0.0003, Gamma: 0.99",2,0,7,6,53.33333333,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.0004, Gamma: 0.005",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.0004, Gamma: 0.05",2,0,13,0,13.33333333,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",2,0,13,0,13.33333333,10,40,,,
"Nu: 0.0004, Gamma: 0.1",2,0,13,0,13.33333333,10,40,,,
"Nu: 0.0004, Gamma: 0.2",2,0,11,2,26.66666667,10,40,,,
"Nu: 0.0004, Gamma: 0.5",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.0004, Gamma: 0.7",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.0004, Gamma: 0.9",2,0,7,6,53.33333333,10,40,,,
"Nu: 0.0004, Gamma: 0.99",2,0,7,6,53.33333333,10,40,,,
"Nu: 0.005, Gamma: 0.0001",2,0,13,0,13.33333333,10,40,,,
"Nu: 0.005, Gamma: 0.0002",0,2,4,9,60,10,40,,,
"Nu: 0.005, Gamma: 0.0003",2,0,9,4,40,10,40,,,
"Nu: 0.005, Gamma: 0.0004",2,0,9,4,40,10,40,,,
"Nu: 0.005, Gamma: 0.005",2,0,13,0,13.33333333,10,40,,,
"Nu: 0.005, Gamma: 0.05",2,0,13,0,13.33333333,10,40,,,
"Nu: 0.005, Gamma: 0.0625",2,0,13,0,13.33333333,10,40,,,
"Nu: 0.005, Gamma: 0.1",2,0,13,0,13.33333333,10,40,,,
"Nu: 0.005, Gamma: 0.2",2,0,11,2,26.66666667,10,40,,,
"Nu: 0.005, Gamma: 0.5",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.005, Gamma: 0.7",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.005, Gamma: 0.9",2,0,9,4,40,10,40,,,
"Nu: 0.005, Gamma: 0.99",2,0,9,4,40,10,40,,,
"Nu: 0.05, Gamma: 0.0001",2,0,9,4,40,10,40,,,
"Nu: 0.05, Gamma: 0.0002",2,0,13,0,13.33333333,10,40,,,
"Nu: 0.05, Gamma: 0.0003",2,0,13,0,13.33333333,10,40,,,
"Nu: 0.05, Gamma: 0.0004",2,0,13,0,13.33333333,10,40,,,
"Nu: 0.05, Gamma: 0.005",2,0,12,1,20,10,40,,,
"Nu: 0.05, Gamma: 0.05",2,0,12,1,20,10,40,,,
"Nu: 0.05, Gamma: 0.0625",2,0,12,1,20,10,40,,,
"Nu: 0.05, Gamma: 0.1",2,0,12,1,20,10,40,,,
"Nu: 0.05, Gamma: 0.2",2,0,11,2,26.66666667,10,40,,,
"Nu: 0.05, Gamma: 0.5",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.05, Gamma: 0.7",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.05, Gamma: 0.9",2,0,9,4,40,10,40,,,
"Nu: 0.05, Gamma: 0.99",2,0,9,4,40,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",2,0,9,4,40,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",2,0,12,1,20,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",2,0,12,1,20,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",2,0,12,1,20,10,40,,,
"Nu: 0.0625, Gamma: 0.005",2,0,12,1,20,10,40,,,
"Nu: 0.0625, Gamma: 0.05",2,0,12,1,20,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",2,0,12,1,20,10,40,,,
"Nu: 0.0625, Gamma: 0.1",2,0,12,1,20,10,40,,,
"Nu: 0.0625, Gamma: 0.2",2,0,11,2,26.66666667,10,40,,,
"Nu: 0.0625, Gamma: 0.5",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.0625, Gamma: 0.7",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.0625, Gamma: 0.9",2,0,9,4,40,10,40,,,
"Nu: 0.0625, Gamma: 0.99",2,0,9,4,40,10,40,,,
"Nu: 0.1, Gamma: 0.0001",2,0,12,1,20,10,40,,,
"Nu: 0.1, Gamma: 0.0002",2,0,12,1,20,10,40,,,
"Nu: 0.1, Gamma: 0.0003",2,0,12,1,20,10,40,,,
"Nu: 0.1, Gamma: 0.0004",2,0,12,1,20,10,40,,,
"Nu: 0.1, Gamma: 0.005",2,0,12,1,20,10,40,,,
"Nu: 0.1, Gamma: 0.05",2,0,12,1,20,10,40,,,
"Nu: 0.1, Gamma: 0.0625",2,0,12,1,20,10,40,,,
"Nu: 0.1, Gamma: 0.1",2,0,12,1,20,10,40,,,
"Nu: 0.1, Gamma: 0.2",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.1, Gamma: 0.5",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.1, Gamma: 0.7",2,0,10,3,33.33333333,10,40,,,
"Nu: 0.1, Gamma: 0.9",2,0,9,4,40,10,40,,,
"Nu: 0.1, Gamma: 0.99",2,0,9,4,40,10,40,,,
"Nu: 0.2, Gamma: 0.0001",2,0,8,5,46.66666667,10,40,,,
"Nu: 0.2, Gamma: 0.0002",2,0,8,5,46.66666667,10,40,,,
"Nu: 0.2, Gamma: 0.0003",2,0,9,4,40,10,40,,,
"Nu: 0.2, Gamma: 0.0004",2,0,9,4,40,10,40,,,
"Nu: 0.2, Gamma: 0.005",2,0,9,4,40,10,40,,,
"Nu: 0.2, Gamma: 0.05",2,0,9,4,40,10,40,,,
"Nu: 0.2, Gamma: 0.0625",2,0,9,4,40,10,40,,,
"Nu: 0.2, Gamma: 0.1",2,0,9,4,40,10,40,,,
"Nu: 0.2, Gamma: 0.2",2,0,7,6,53.33333333,10,40,,,
"Nu: 0.2, Gamma: 0.5",2,0,9,4,40,10,40,,,
"Nu: 0.2, Gamma: 0.7",2,0,9,4,40,10,40,,,
"Nu: 0.2, Gamma: 0.9",2,0,8,5,46.66666667,10,40,,,
"Nu: 0.2, Gamma: 0.99",2,0,8,5,46.66666667,10,40,,,
"Nu: 0.5, Gamma: 0.0001",0,2,5,8,53.33333333,10,40,,,
"Nu: 0.5, Gamma: 0.0002",0,2,5,8,53.33333333,10,40,,,
"Nu: 0.5, Gamma: 0.0003",0,2,5,8,53.33333333,10,40,,,
"Nu: 0.5, Gamma: 0.0004",0,2,5,8,53.33333333,10,40,,,
"Nu: 0.5, Gamma: 0.005",1,1,5,8,60,10,40,,,
"Nu: 0.5, Gamma: 0.05",1,1,3,10,73.33333333,10,40,,,
"Nu: 0.5, Gamma: 0.0625",1,1,3,10,73.33333333,10,40,,,
"Nu: 0.5, Gamma: 0.1",1,1,3,10,73.33333333,10,40,,,
"Nu: 0.5, Gamma: 0.2",1,1,4,9,66.66666667,10,40,,,
"Nu: 0.5, Gamma: 0.5",2,0,4,9,73.33333333,10,40,,,
"Nu: 0.5, Gamma: 0.7",2,0,3,10,80,10,40,,,
"Nu: 0.5, Gamma: 0.9",2,0,4,9,73.33333333,10,40,,,
"Nu: 0.5, Gamma: 0.99",2,0,4,9,73.33333333,10,40,,,
"Nu: 0.7, Gamma: 0.0001",0,2,1,12,80,10,40,,,
"Nu: 0.7, Gamma: 0.0002",0,2,1,12,80,10,40,,,
"Nu: 0.7, Gamma: 0.0003",0,2,1,12,80,10,40,,,
"Nu: 0.7, Gamma: 0.0004",0,2,1,12,80,10,40,,,
"Nu: 0.7, Gamma: 0.005",0,2,1,12,80,10,40,,,
"Nu: 0.7, Gamma: 0.05",0,2,3,10,66.66666667,10,40,,,
"Nu: 0.7, Gamma: 0.0625",0,2,2,11,73.33333333,10,40,,,
"Nu: 0.7, Gamma: 0.1",0,2,2,11,73.33333333,10,40,,,
"Nu: 0.7, Gamma: 0.2",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.7, Gamma: 0.5",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.7, Gamma: 0.7",1,1,1,12,86.66666667,10,40,,,
"Nu: 0.7, Gamma: 0.9",1,1,2,11,80,10,40,,,
"Nu: 0.7, Gamma: 0.99",1,1,2,11,80,10,40,,,
"Nu: 0.9, Gamma: 0.0001",0,2,1,12,80,10,40,,,
"Nu: 0.9, Gamma: 0.0002",0,2,1,12,80,10,40,,,
"Nu: 0.9, Gamma: 0.0003",0,2,1,12,80,10,40,,,
"Nu: 0.9, Gamma: 0.0004",0,2,1,12,80,10,40,,,
"Nu: 0.9, Gamma: 0.005",0,2,1,12,80,10,40,,,
"Nu: 0.9, Gamma: 0.05",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.9, Gamma: 0.0625",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.9, Gamma: 0.1",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.9, Gamma: 0.2",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.9, Gamma: 0.5",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.9, Gamma: 0.7",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.9, Gamma: 0.9",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.9, Gamma: 0.99",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.99, Gamma: 0.2",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.99, Gamma: 0.5",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.99, Gamma: 0.7",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.99, Gamma: 0.9",0,2,0,13,86.66666667,10,40,,,
"Nu: 0.99, Gamma: 0.99",0,2,0,13,86.66666667,10,40,,,
,,,,,,,,,,
Target Class: blackscholes_IndirectBP,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,2,0,20,90.90909091,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,2,0,20,90.90909091,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,2,0,20,90.90909091,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,2,0,20,90.90909091,10,40,,,
"Nu: 0.0001, Gamma: 0.005",0,2,0,20,90.90909091,10,40,,,
"Nu: 0.0001, Gamma: 0.05",1,1,15,5,27.27272727,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",1,1,15,5,27.27272727,10,40,,,
"Nu: 0.0001, Gamma: 0.1",1,1,15,5,27.27272727,10,40,,,
"Nu: 0.0001, Gamma: 0.2",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.0001, Gamma: 0.5",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.0001, Gamma: 0.7",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.0001, Gamma: 0.9",1,1,10,10,50,10,40,,,
"Nu: 0.0001, Gamma: 0.99",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,2,0,20,90.90909091,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,2,0,20,90.90909091,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",0,2,0,20,90.90909091,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",0,2,0,20,90.90909091,10,40,,,
"Nu: 0.0002, Gamma: 0.005",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.0002, Gamma: 0.05",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",1,1,15,5,27.27272727,10,40,,,
"Nu: 0.0002, Gamma: 0.1",1,1,15,5,27.27272727,10,40,,,
"Nu: 0.0002, Gamma: 0.2",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.0002, Gamma: 0.5",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.0002, Gamma: 0.7",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.0002, Gamma: 0.9",1,1,11,9,45.45454545,10,40,,,
"Nu: 0.0002, Gamma: 0.99",1,1,12,8,40.90909091,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",0,2,0,20,90.90909091,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",0,2,0,20,90.90909091,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",0,2,0,20,90.90909091,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",0,2,0,20,90.90909091,10,40,,,
"Nu: 0.0003, Gamma: 0.005",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.0003, Gamma: 0.05",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",1,1,15,5,27.27272727,10,40,,,
"Nu: 0.0003, Gamma: 0.1",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.0003, Gamma: 0.2",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.0003, Gamma: 0.5",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.0003, Gamma: 0.7",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.0003, Gamma: 0.9",1,1,12,8,40.90909091,10,40,,,
"Nu: 0.0003, Gamma: 0.99",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",0,2,0,20,90.90909091,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",0,2,0,20,90.90909091,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",0,2,0,20,90.90909091,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",0,2,0,20,90.90909091,10,40,,,
"Nu: 0.0004, Gamma: 0.005",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.0004, Gamma: 0.05",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.0004, Gamma: 0.1",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.0004, Gamma: 0.2",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.0004, Gamma: 0.5",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.0004, Gamma: 0.7",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.0004, Gamma: 0.9",1,1,12,8,40.90909091,10,40,,,
"Nu: 0.0004, Gamma: 0.99",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.005, Gamma: 0.0001",1,1,16,4,22.72727273,10,40,,,
"Nu: 0.005, Gamma: 0.0002",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.005, Gamma: 0.0003",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.005, Gamma: 0.0004",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.005, Gamma: 0.005",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.005, Gamma: 0.05",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.005, Gamma: 0.0625",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.005, Gamma: 0.1",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.005, Gamma: 0.2",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.005, Gamma: 0.5",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.005, Gamma: 0.7",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.005, Gamma: 0.9",1,1,12,8,40.90909091,10,40,,,
"Nu: 0.005, Gamma: 0.99",1,1,12,8,40.90909091,10,40,,,
"Nu: 0.05, Gamma: 0.0001",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.05, Gamma: 0.0002",1,1,15,5,27.27272727,10,40,,,
"Nu: 0.05, Gamma: 0.0003",1,1,15,5,27.27272727,10,40,,,
"Nu: 0.05, Gamma: 0.0004",1,1,15,5,27.27272727,10,40,,,
"Nu: 0.05, Gamma: 0.005",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.05, Gamma: 0.05",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.05, Gamma: 0.0625",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.05, Gamma: 0.1",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.05, Gamma: 0.2",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.05, Gamma: 0.5",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.05, Gamma: 0.7",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.05, Gamma: 0.9",1,1,12,8,40.90909091,10,40,,,
"Nu: 0.05, Gamma: 0.99",1,1,12,8,40.90909091,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",1,1,15,5,27.27272727,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.0625, Gamma: 0.005",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.0625, Gamma: 0.05",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.0625, Gamma: 0.1",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.0625, Gamma: 0.2",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.0625, Gamma: 0.5",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.0625, Gamma: 0.7",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.0625, Gamma: 0.9",1,1,12,8,40.90909091,10,40,,,
"Nu: 0.0625, Gamma: 0.99",1,1,12,8,40.90909091,10,40,,,
"Nu: 0.1, Gamma: 0.0001",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.1, Gamma: 0.0002",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.1, Gamma: 0.0003",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.1, Gamma: 0.0004",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.1, Gamma: 0.005",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.1, Gamma: 0.05",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.1, Gamma: 0.0625",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.1, Gamma: 0.1",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.1, Gamma: 0.2",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.1, Gamma: 0.5",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.1, Gamma: 0.7",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.1, Gamma: 0.9",1,1,12,8,40.90909091,10,40,,,
"Nu: 0.1, Gamma: 0.99",1,1,12,8,40.90909091,10,40,,,
"Nu: 0.2, Gamma: 0.0001",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.2, Gamma: 0.0002",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.2, Gamma: 0.0003",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.2, Gamma: 0.0004",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.2, Gamma: 0.005",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.2, Gamma: 0.05",1,1,14,6,31.81818182,10,40,,,
"Nu: 0.2, Gamma: 0.0625",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.2, Gamma: 0.1",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.2, Gamma: 0.2",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.2, Gamma: 0.5",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.2, Gamma: 0.7",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.2, Gamma: 0.9",1,1,12,8,40.90909091,10,40,,,
"Nu: 0.2, Gamma: 0.99",1,1,12,8,40.90909091,10,40,,,
"Nu: 0.5, Gamma: 0.0001",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.5, Gamma: 0.0002",0,2,9,11,50,10,40,,,
"Nu: 0.5, Gamma: 0.0003",0,2,9,11,50,10,40,,,
"Nu: 0.5, Gamma: 0.0004",0,2,9,11,50,10,40,,,
"Nu: 0.5, Gamma: 0.005",0,2,10,10,45.45454545,10,40,,,
"Nu: 0.5, Gamma: 0.05",0,2,11,9,40.90909091,10,40,,,
"Nu: 0.5, Gamma: 0.0625",0,2,11,9,40.90909091,10,40,,,
"Nu: 0.5, Gamma: 0.1",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.5, Gamma: 0.2",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.5, Gamma: 0.5",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.5, Gamma: 0.7",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.5, Gamma: 0.9",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.5, Gamma: 0.99",1,1,13,7,36.36363636,10,40,,,
"Nu: 0.7, Gamma: 0.0001",0,2,9,11,50,10,40,,,
"Nu: 0.7, Gamma: 0.0002",0,2,10,10,45.45454545,10,40,,,
"Nu: 0.7, Gamma: 0.0003",0,2,9,11,50,10,40,,,
"Nu: 0.7, Gamma: 0.0004",0,2,9,11,50,10,40,,,
"Nu: 0.7, Gamma: 0.005",0,2,9,11,50,10,40,,,
"Nu: 0.7, Gamma: 0.05",0,2,9,11,50,10,40,,,
"Nu: 0.7, Gamma: 0.0625",0,2,9,11,50,10,40,,,
"Nu: 0.7, Gamma: 0.1",0,2,9,11,50,10,40,,,
"Nu: 0.7, Gamma: 0.2",0,2,9,11,50,10,40,,,
"Nu: 0.7, Gamma: 0.5",0,2,7,13,59.09090909,10,40,,,
"Nu: 0.7, Gamma: 0.7",0,2,7,13,59.09090909,10,40,,,
"Nu: 0.7, Gamma: 0.9",0,2,8,12,54.54545455,10,40,,,
"Nu: 0.7, Gamma: 0.99",0,2,7,13,59.09090909,10,40,,,
"Nu: 0.9, Gamma: 0.0001",0,2,3,17,77.27272727,10,40,,,
"Nu: 0.9, Gamma: 0.0002",0,2,3,17,77.27272727,10,40,,,
"Nu: 0.9, Gamma: 0.0003",0,2,4,16,72.72727273,10,40,,,
"Nu: 0.9, Gamma: 0.0004",0,2,4,16,72.72727273,10,40,,,
"Nu: 0.9, Gamma: 0.005",0,2,4,16,72.72727273,10,40,,,
"Nu: 0.9, Gamma: 0.05",0,2,3,17,77.27272727,10,40,,,
"Nu: 0.9, Gamma: 0.0625",0,2,3,17,77.27272727,10,40,,,
"Nu: 0.9, Gamma: 0.1",0,2,3,17,77.27272727,10,40,,,
"Nu: 0.9, Gamma: 0.2",0,2,3,17,77.27272727,10,40,,,
"Nu: 0.9, Gamma: 0.5",0,2,2,18,81.81818182,10,40,,,
"Nu: 0.9, Gamma: 0.7",0,2,2,18,81.81818182,10,40,,,
"Nu: 0.9, Gamma: 0.9",0,2,2,18,81.81818182,10,40,,,
"Nu: 0.9, Gamma: 0.99",0,2,0,20,90.90909091,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,2,4,16,72.72727273,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,2,3,17,77.27272727,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,2,3,17,77.27272727,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,2,3,17,77.27272727,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,2,3,17,77.27272727,10,40,,,
