Features: 16,,,,,,,,,,
Target Class: fluidanimate,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,98.38709677,155
"Nu: 0.0001, Gamma: 0.05",4,0,178,4,4.301075269,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",4,0,178,4,4.301075269,10,40,,,
"Nu: 0.0001, Gamma: 0.1",4,0,181,1,2.688172043,10,40,,,
"Nu: 0.0001, Gamma: 0.2",4,0,167,15,10.21505376,10,40,,,
"Nu: 0.0001, Gamma: 0.5",4,0,167,15,10.21505376,10,40,,,
"Nu: 0.0001, Gamma: 0.7",4,0,160,22,13.97849462,10,40,,,
"Nu: 0.0001, Gamma: 0.9",3,1,157,25,15.05376344,10,40,,,
"Nu: 0.0001, Gamma: 0.99",3,1,153,29,17.20430108,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,4,0,182,97.84946237,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,4,0,182,97.84946237,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",0,4,0,182,97.84946237,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",4,0,177,5,4.838709677,10,40,,,
"Nu: 0.0002, Gamma: 0.005",4,0,180,2,3.225806452,10,40,,,
"Nu: 0.0002, Gamma: 0.05",4,0,178,4,4.301075269,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",4,0,178,4,4.301075269,10,40,,,
"Nu: 0.0002, Gamma: 0.1",4,0,177,5,4.838709677,10,40,,,
"Nu: 0.0002, Gamma: 0.2",4,0,163,19,12.3655914,10,40,,,
"Nu: 0.0002, Gamma: 0.5",4,0,167,15,10.21505376,10,40,,,
"Nu: 0.0002, Gamma: 0.7",4,0,162,20,12.90322581,10,40,,,
"Nu: 0.0002, Gamma: 0.9",3,1,155,27,16.12903226,10,40,,,
"Nu: 0.0002, Gamma: 0.99",3,1,153,29,17.20430108,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",0,4,0,182,97.84946237,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",0,4,0,182,97.84946237,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",4,0,177,5,4.838709677,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",4,0,177,5,4.838709677,10,40,,,
"Nu: 0.0003, Gamma: 0.005",4,0,180,2,3.225806452,10,40,,,
"Nu: 0.0003, Gamma: 0.05",4,0,178,4,4.301075269,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",4,0,178,4,4.301075269,10,40,,,
"Nu: 0.0003, Gamma: 0.1",4,0,177,5,4.838709677,10,40,,,
"Nu: 0.0003, Gamma: 0.2",4,0,167,15,10.21505376,10,40,,,
"Nu: 0.0003, Gamma: 0.5",4,0,167,15,10.21505376,10,40,,,
"Nu: 0.0003, Gamma: 0.7",4,0,162,20,12.90322581,10,40,,,
"Nu: 0.0003, Gamma: 0.9",3,1,157,25,15.05376344,10,40,,,
"Nu: 0.0003, Gamma: 0.99",3,1,150,32,18.8172043,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",0,4,0,182,97.84946237,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",4,0,177,5,4.838709677,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",4,0,177,5,4.838709677,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",4,0,177,5,4.838709677,10,40,,,
"Nu: 0.0004, Gamma: 0.005",4,0,178,4,4.301075269,10,40,,,
"Nu: 0.0004, Gamma: 0.05",4,0,178,4,4.301075269,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",4,0,178,4,4.301075269,10,40,,,
"Nu: 0.0004, Gamma: 0.1",4,0,177,5,4.838709677,10,40,,,
"Nu: 0.0004, Gamma: 0.2",4,0,165,17,11.29032258,10,40,,,
"Nu: 0.0004, Gamma: 0.5",4,0,167,15,10.21505376,10,40,,,
"Nu: 0.0004, Gamma: 0.7",4,0,162,20,12.90322581,10,40,,,
"Nu: 0.0004, Gamma: 0.9",3,1,159,23,13.97849462,10,40,,,
"Nu: 0.0004, Gamma: 0.99",3,1,152,30,17.74193548,10,40,,,
"Nu: 0.005, Gamma: 0.0001",4,0,175,7,5.913978495,10,40,,,
"Nu: 0.005, Gamma: 0.0002",4,0,175,7,5.913978495,10,40,,,
"Nu: 0.005, Gamma: 0.0003",4,0,175,7,5.913978495,10,40,,,
"Nu: 0.005, Gamma: 0.0004",4,0,175,7,5.913978495,10,40,,,
"Nu: 0.005, Gamma: 0.005",4,0,178,4,4.301075269,10,40,,,
"Nu: 0.005, Gamma: 0.05",4,0,178,4,4.301075269,10,40,,,
"Nu: 0.005, Gamma: 0.0625",4,0,178,4,4.301075269,10,40,,,
"Nu: 0.005, Gamma: 0.1",4,0,178,4,4.301075269,10,40,,,
"Nu: 0.005, Gamma: 0.2",4,0,165,17,11.29032258,10,40,,,
"Nu: 0.005, Gamma: 0.5",4,0,165,17,11.29032258,10,40,,,
"Nu: 0.005, Gamma: 0.7",4,0,162,20,12.90322581,10,40,,,
"Nu: 0.005, Gamma: 0.9",3,1,157,25,15.05376344,10,40,,,
"Nu: 0.005, Gamma: 0.99",3,1,150,32,18.8172043,10,40,,,
"Nu: 0.05, Gamma: 0.0001",4,0,177,5,4.838709677,10,40,,,
"Nu: 0.05, Gamma: 0.0002",4,0,177,5,4.838709677,10,40,,,
"Nu: 0.05, Gamma: 0.0003",4,0,177,5,4.838709677,10,40,,,
"Nu: 0.05, Gamma: 0.0004",4,0,176,6,5.376344086,10,40,,,
"Nu: 0.05, Gamma: 0.005",4,0,177,5,4.838709677,10,40,,,
"Nu: 0.05, Gamma: 0.05",4,0,178,4,4.301075269,10,40,,,
"Nu: 0.05, Gamma: 0.0625",4,0,178,4,4.301075269,10,40,,,
"Nu: 0.05, Gamma: 0.1",4,0,177,5,4.838709677,10,40,,,
"Nu: 0.05, Gamma: 0.2",4,0,164,18,11.82795699,10,40,,,
"Nu: 0.05, Gamma: 0.5",4,0,165,17,11.29032258,10,40,,,
"Nu: 0.05, Gamma: 0.7",4,0,163,19,12.3655914,10,40,,,
"Nu: 0.05, Gamma: 0.9",3,1,157,25,15.05376344,10,40,,,
"Nu: 0.05, Gamma: 0.99",3,1,150,32,18.8172043,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",4,0,174,8,6.451612903,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",4,0,177,5,4.838709677,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",4,0,177,5,4.838709677,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",4,0,177,5,4.838709677,10,40,,,
"Nu: 0.0625, Gamma: 0.005",4,0,177,5,4.838709677,10,40,,,
"Nu: 0.0625, Gamma: 0.05",4,0,177,5,4.838709677,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",4,0,177,5,4.838709677,10,40,,,
"Nu: 0.0625, Gamma: 0.1",4,0,177,5,4.838709677,10,40,,,
"Nu: 0.0625, Gamma: 0.2",4,0,164,18,11.82795699,10,40,,,
"Nu: 0.0625, Gamma: 0.5",4,0,165,17,11.29032258,10,40,,,
"Nu: 0.0625, Gamma: 0.7",4,0,163,19,12.3655914,10,40,,,
"Nu: 0.0625, Gamma: 0.9",3,1,157,25,15.05376344,10,40,,,
"Nu: 0.0625, Gamma: 0.99",3,1,151,31,18.27956989,10,40,,,
"Nu: 0.1, Gamma: 0.0001",4,0,177,5,4.838709677,10,40,,,
"Nu: 0.1, Gamma: 0.0002",4,0,177,5,4.838709677,10,40,,,
"Nu: 0.1, Gamma: 0.0003",4,0,177,5,4.838709677,10,40,,,
"Nu: 0.1, Gamma: 0.0004",4,0,177,5,4.838709677,10,40,,,
"Nu: 0.1, Gamma: 0.005",4,0,177,5,4.838709677,10,40,,,
"Nu: 0.1, Gamma: 0.05",4,0,176,6,5.376344086,10,40,,,
"Nu: 0.1, Gamma: 0.0625",4,0,176,6,5.376344086,10,40,,,
"Nu: 0.1, Gamma: 0.1",4,0,175,7,5.913978495,10,40,,,
"Nu: 0.1, Gamma: 0.2",4,0,164,18,11.82795699,10,40,,,
"Nu: 0.1, Gamma: 0.5",4,0,165,17,11.29032258,10,40,,,
"Nu: 0.1, Gamma: 0.7",4,0,162,20,12.90322581,10,40,,,
"Nu: 0.1, Gamma: 0.9",3,1,157,25,15.05376344,10,40,,,
"Nu: 0.1, Gamma: 0.99",3,1,149,33,19.35483871,10,40,,,
"Nu: 0.2, Gamma: 0.0001",3,1,170,12,8.064516129,10,40,,,
"Nu: 0.2, Gamma: 0.0002",3,1,169,13,8.602150538,10,40,,,
"Nu: 0.2, Gamma: 0.0003",3,1,169,13,8.602150538,10,40,,,
"Nu: 0.2, Gamma: 0.0004",3,1,169,13,8.602150538,10,40,,,
"Nu: 0.2, Gamma: 0.005",3,1,168,14,9.139784946,10,40,,,
"Nu: 0.2, Gamma: 0.05",3,1,168,14,9.139784946,10,40,,,
"Nu: 0.2, Gamma: 0.0625",3,1,168,14,9.139784946,10,40,,,
"Nu: 0.2, Gamma: 0.1",3,1,157,25,15.05376344,10,40,,,
"Nu: 0.2, Gamma: 0.2",3,1,162,20,12.3655914,10,40,,,
"Nu: 0.2, Gamma: 0.5",4,0,162,20,12.90322581,10,40,,,
"Nu: 0.2, Gamma: 0.7",4,0,159,23,14.51612903,10,40,,,
"Nu: 0.2, Gamma: 0.9",3,1,148,34,19.89247312,10,40,,,
"Nu: 0.2, Gamma: 0.99",3,1,147,35,20.43010753,10,40,,,
"Nu: 0.5, Gamma: 0.0001",1,3,62,120,65.05376344,10,40,,,
"Nu: 0.5, Gamma: 0.0002",1,3,62,120,65.05376344,10,40,,,
"Nu: 0.5, Gamma: 0.0003",1,3,62,120,65.05376344,10,40,,,
"Nu: 0.5, Gamma: 0.0004",1,3,62,120,65.05376344,10,40,,,
"Nu: 0.5, Gamma: 0.005",1,3,63,119,64.51612903,10,40,,,
"Nu: 0.5, Gamma: 0.05",1,3,64,118,63.97849462,10,40,,,
"Nu: 0.5, Gamma: 0.0625",1,3,63,119,64.51612903,10,40,,,
"Nu: 0.5, Gamma: 0.1",1,3,62,120,65.05376344,10,40,,,
"Nu: 0.5, Gamma: 0.2",1,3,53,129,69.89247312,10,40,,,
"Nu: 0.5, Gamma: 0.5",3,1,54,128,70.43010753,10,40,,,
"Nu: 0.5, Gamma: 0.7",3,1,50,132,72.58064516,10,40,,,
"Nu: 0.5, Gamma: 0.9",3,1,43,139,76.34408602,10,40,,,
"Nu: 0.5, Gamma: 0.99",3,1,42,140,76.88172043,10,40,,,
"Nu: 0.7, Gamma: 0.0001",1,3,30,152,82.25806452,10,40,,,
"Nu: 0.7, Gamma: 0.0002",1,3,30,152,82.25806452,10,40,,,
"Nu: 0.7, Gamma: 0.0003",1,3,30,152,82.25806452,10,40,,,
"Nu: 0.7, Gamma: 0.0004",1,3,30,152,82.25806452,10,40,,,
"Nu: 0.7, Gamma: 0.005",1,3,30,152,82.25806452,10,40,,,
"Nu: 0.7, Gamma: 0.05",1,3,24,158,85.48387097,10,40,,,
"Nu: 0.7, Gamma: 0.0625",1,3,24,158,85.48387097,10,40,,,
"Nu: 0.7, Gamma: 0.1",1,3,23,159,86.02150538,10,40,,,
"Nu: 0.7, Gamma: 0.2",1,3,30,152,82.25806452,10,40,,,
"Nu: 0.7, Gamma: 0.5",1,3,12,170,91.93548387,10,40,,,
"Nu: 0.7, Gamma: 0.7",1,3,22,160,86.55913978,10,40,,,
"Nu: 0.7, Gamma: 0.9",1,3,16,166,89.78494624,10,40,,,
"Nu: 0.7, Gamma: 0.99",1,3,14,168,90.86021505,10,40,,,
"Nu: 0.9, Gamma: 0.0001",0,4,15,167,89.78494624,10,40,,,
"Nu: 0.9, Gamma: 0.0002",0,4,18,164,88.17204301,10,40,,,
"Nu: 0.9, Gamma: 0.0003",0,4,18,164,88.17204301,10,40,,,
"Nu: 0.9, Gamma: 0.0004",0,4,18,164,88.17204301,10,40,,,
"Nu: 0.9, Gamma: 0.005",0,4,16,166,89.24731183,10,40,,,
"Nu: 0.9, Gamma: 0.05",0,4,16,166,89.24731183,10,40,,,
"Nu: 0.9, Gamma: 0.0625",0,4,16,166,89.24731183,10,40,,,
"Nu: 0.9, Gamma: 0.1",0,4,14,168,90.32258065,10,40,,,
"Nu: 0.9, Gamma: 0.2",0,4,4,178,95.69892473,10,40,,,
"Nu: 0.9, Gamma: 0.5",0,4,0,182,97.84946237,10,40,,,
"Nu: 0.9, Gamma: 0.7",0,4,0,182,97.84946237,10,40,,,
"Nu: 0.9, Gamma: 0.9",0,4,0,182,97.84946237,10,40,,,
"Nu: 0.9, Gamma: 0.99",0,4,0,182,97.84946237,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,4,7,175,94.08602151,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,4,7,175,94.08602151,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,4,7,175,94.08602151,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,4,7,175,94.08602151,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,4,7,175,94.08602151,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,4,5,177,95.16129032,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,4,3,179,96.23655914,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,4,3,179,96.23655914,10,40,,,
"Nu: 0.99, Gamma: 0.2",0,4,0,182,97.84946237,10,40,,,
"Nu: 0.99, Gamma: 0.5",0,4,0,182,97.84946237,10,40,,,
"Nu: 0.99, Gamma: 0.7",0,4,0,182,97.84946237,10,40,,,
"Nu: 0.99, Gamma: 0.9",0,4,0,182,97.84946237,10,40,,,
"Nu: 0.99, Gamma: 0.99",0,4,0,182,97.84946237,10,40,,,
,,,,,,,,,,
Target Class: freqmine_pipeline,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",7,12,21,10,34,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",7,12,21,10,34,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",7,12,21,10,34,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",7,12,21,10,34,10,40,,,
"Nu: 0.0001, Gamma: 0.005",19,0,31,0,38,10,40,,,
"Nu: 0.0001, Gamma: 0.05",19,0,31,0,38,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",19,0,31,0,38,10,40,,,
"Nu: 0.0001, Gamma: 0.1",19,0,30,1,40,10,40,,,
"Nu: 0.0001, Gamma: 0.2",19,0,26,5,48,10,40,,,
"Nu: 0.0001, Gamma: 0.5",19,0,24,7,52,10,40,,,
"Nu: 0.0001, Gamma: 0.7",19,0,24,7,52,10,40,,,
"Nu: 0.0001, Gamma: 0.9",19,0,24,7,52,10,40,,,
"Nu: 0.0001, Gamma: 0.99",19,0,24,7,52,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",7,12,21,10,34,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",7,12,21,10,34,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",7,12,21,10,34,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",7,12,21,10,34,10,40,,,
"Nu: 0.0002, Gamma: 0.005",19,0,31,0,38,10,40,,,
"Nu: 0.0002, Gamma: 0.05",19,0,31,0,38,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",19,0,31,0,38,10,40,,,
"Nu: 0.0002, Gamma: 0.1",19,0,30,1,40,10,40,,,
"Nu: 0.0002, Gamma: 0.2",19,0,27,4,46,10,40,,,
"Nu: 0.0002, Gamma: 0.5",19,0,24,7,52,10,40,,,
"Nu: 0.0002, Gamma: 0.7",19,0,24,7,52,10,40,,,
"Nu: 0.0002, Gamma: 0.9",19,0,24,7,52,10,40,,,
"Nu: 0.0002, Gamma: 0.99",19,0,24,7,52,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",0,19,0,31,62,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",19,0,31,0,38,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",19,0,31,0,38,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",19,0,31,0,38,10,40,,,
"Nu: 0.0003, Gamma: 0.005",19,0,31,0,38,10,40,,,
"Nu: 0.0003, Gamma: 0.05",19,0,31,0,38,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",19,0,31,0,38,10,40,,,
"Nu: 0.0003, Gamma: 0.1",19,0,30,1,40,10,40,,,
"Nu: 0.0003, Gamma: 0.2",19,0,27,4,46,10,40,,,
"Nu: 0.0003, Gamma: 0.5",19,0,24,7,52,10,40,,,
"Nu: 0.0003, Gamma: 0.7",19,0,24,7,52,10,40,,,
"Nu: 0.0003, Gamma: 0.9",19,0,24,7,52,10,40,,,
"Nu: 0.0003, Gamma: 0.99",19,0,24,7,52,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",19,0,31,0,38,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",19,0,31,0,38,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",19,0,31,0,38,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",19,0,31,0,38,10,40,,,
"Nu: 0.0004, Gamma: 0.005",19,0,31,0,38,10,40,,,
"Nu: 0.0004, Gamma: 0.05",19,0,31,0,38,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",19,0,31,0,38,10,40,,,
"Nu: 0.0004, Gamma: 0.1",19,0,30,1,40,10,40,,,
"Nu: 0.0004, Gamma: 0.2",19,0,27,4,46,10,40,,,
"Nu: 0.0004, Gamma: 0.5",19,0,24,7,52,10,40,,,
"Nu: 0.0004, Gamma: 0.7",19,0,24,7,52,10,40,,,
"Nu: 0.0004, Gamma: 0.9",19,0,24,7,52,10,40,,,
"Nu: 0.0004, Gamma: 0.99",19,0,24,7,52,10,40,,,
"Nu: 0.005, Gamma: 0.0001",19,0,27,4,46,10,40,,,
"Nu: 0.005, Gamma: 0.0002",19,0,31,0,38,10,40,,,
"Nu: 0.005, Gamma: 0.0003",19,0,31,0,38,10,40,,,
"Nu: 0.005, Gamma: 0.0004",19,0,31,0,38,10,40,,,
"Nu: 0.005, Gamma: 0.005",19,0,31,0,38,10,40,,,
"Nu: 0.005, Gamma: 0.05",19,0,31,0,38,10,40,,,
"Nu: 0.005, Gamma: 0.0625",19,0,31,0,38,10,40,,,
"Nu: 0.005, Gamma: 0.1",19,0,30,1,40,10,40,,,
"Nu: 0.005, Gamma: 0.2",19,0,27,4,46,10,40,,,
"Nu: 0.005, Gamma: 0.5",19,0,24,7,52,10,40,,,
"Nu: 0.005, Gamma: 0.7",19,0,24,7,52,10,40,,,
"Nu: 0.005, Gamma: 0.9",19,0,24,7,52,10,40,,,
"Nu: 0.005, Gamma: 0.99",19,0,24,7,52,10,40,,,
"Nu: 0.05, Gamma: 0.0001",18,1,25,6,48,10,40,,,
"Nu: 0.05, Gamma: 0.0002",18,1,25,6,48,10,40,,,
"Nu: 0.05, Gamma: 0.0003",18,1,25,6,48,10,40,,,
"Nu: 0.05, Gamma: 0.0004",18,1,25,6,48,10,40,,,
"Nu: 0.05, Gamma: 0.005",18,1,25,6,48,10,40,,,
"Nu: 0.05, Gamma: 0.05",18,1,25,6,48,10,40,,,
"Nu: 0.05, Gamma: 0.0625",18,1,24,7,50,10,40,,,
"Nu: 0.05, Gamma: 0.1",18,1,23,8,52,10,40,,,
"Nu: 0.05, Gamma: 0.2",18,1,24,7,50,10,40,,,
"Nu: 0.05, Gamma: 0.5",18,1,23,8,52,10,40,,,
"Nu: 0.05, Gamma: 0.7",18,1,23,8,52,10,40,,,
"Nu: 0.05, Gamma: 0.9",18,1,23,8,52,10,40,,,
"Nu: 0.05, Gamma: 0.99",18,1,23,8,52,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",17,2,24,7,48,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",17,2,24,7,48,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",17,2,24,7,48,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",17,2,24,7,48,10,40,,,
"Nu: 0.0625, Gamma: 0.005",17,2,24,7,48,10,40,,,
"Nu: 0.0625, Gamma: 0.05",18,1,23,8,52,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",18,1,24,7,50,10,40,,,
"Nu: 0.0625, Gamma: 0.1",18,1,23,8,52,10,40,,,
"Nu: 0.0625, Gamma: 0.2",18,1,22,9,54,10,40,,,
"Nu: 0.0625, Gamma: 0.5",18,1,22,9,54,10,40,,,
"Nu: 0.0625, Gamma: 0.7",18,1,23,8,52,10,40,,,
"Nu: 0.0625, Gamma: 0.9",18,1,23,8,52,10,40,,,
"Nu: 0.0625, Gamma: 0.99",18,1,23,8,52,10,40,,,
"Nu: 0.1, Gamma: 0.0001",13,6,24,7,40,10,40,,,
"Nu: 0.1, Gamma: 0.0002",14,5,24,7,42,10,40,,,
"Nu: 0.1, Gamma: 0.0003",13,6,24,7,40,10,40,,,
"Nu: 0.1, Gamma: 0.0004",13,6,24,7,40,10,40,,,
"Nu: 0.1, Gamma: 0.005",13,6,24,7,40,10,40,,,
"Nu: 0.1, Gamma: 0.05",15,4,23,8,46,10,40,,,
"Nu: 0.1, Gamma: 0.0625",15,4,22,9,48,10,40,,,
"Nu: 0.1, Gamma: 0.1",16,3,21,10,52,10,40,,,
"Nu: 0.1, Gamma: 0.2",17,2,20,11,56,10,40,,,
"Nu: 0.1, Gamma: 0.5",18,1,19,12,60,10,40,,,
"Nu: 0.1, Gamma: 0.7",18,1,19,12,60,10,40,,,
"Nu: 0.1, Gamma: 0.9",18,1,19,12,60,10,40,,,
"Nu: 0.1, Gamma: 0.99",18,1,20,11,58,10,40,,,
"Nu: 0.2, Gamma: 0.0001",11,8,20,11,44,10,40,,,
"Nu: 0.2, Gamma: 0.0002",11,8,20,11,44,10,40,,,
"Nu: 0.2, Gamma: 0.0003",11,8,20,11,44,10,40,,,
"Nu: 0.2, Gamma: 0.0004",11,8,20,11,44,10,40,,,
"Nu: 0.2, Gamma: 0.005",11,8,20,11,44,10,40,,,
"Nu: 0.2, Gamma: 0.05",11,8,20,11,44,10,40,,,
"Nu: 0.2, Gamma: 0.0625",11,8,20,11,44,10,40,,,
"Nu: 0.2, Gamma: 0.1",11,8,20,11,44,10,40,,,
"Nu: 0.2, Gamma: 0.2",12,7,20,11,46,10,40,,,
"Nu: 0.2, Gamma: 0.5",13,6,19,12,50,10,40,,,
"Nu: 0.2, Gamma: 0.7",16,3,19,12,56,10,40,,,
"Nu: 0.2, Gamma: 0.9",16,3,19,12,56,10,40,,,
"Nu: 0.2, Gamma: 0.99",16,3,19,12,56,10,40,,,
"Nu: 0.5, Gamma: 0.0001",6,13,17,14,40,10,40,,,
"Nu: 0.5, Gamma: 0.0002",7,12,17,14,42,10,40,,,
"Nu: 0.5, Gamma: 0.0003",7,12,17,14,42,10,40,,,
"Nu: 0.5, Gamma: 0.0004",7,12,17,14,42,10,40,,,
"Nu: 0.5, Gamma: 0.005",6,13,17,14,40,10,40,,,
"Nu: 0.5, Gamma: 0.05",7,12,17,14,42,10,40,,,
"Nu: 0.5, Gamma: 0.0625",7,12,17,14,42,10,40,,,
"Nu: 0.5, Gamma: 0.1",7,12,17,14,42,10,40,,,
"Nu: 0.5, Gamma: 0.2",8,11,17,14,44,10,40,,,
"Nu: 0.5, Gamma: 0.5",8,11,16,15,46,10,40,,,
"Nu: 0.5, Gamma: 0.7",7,12,16,15,44,10,40,,,
"Nu: 0.5, Gamma: 0.9",7,12,14,17,48,10,40,,,
"Nu: 0.5, Gamma: 0.99",7,12,13,18,50,10,40,,,
"Nu: 0.7, Gamma: 0.0001",5,14,15,16,42,10,40,,,
"Nu: 0.7, Gamma: 0.0002",5,14,15,16,42,10,40,,,
"Nu: 0.7, Gamma: 0.0003",5,14,15,16,42,10,40,,,
"Nu: 0.7, Gamma: 0.0004",5,14,15,16,42,10,40,,,
"Nu: 0.7, Gamma: 0.005",5,14,15,16,42,10,40,,,
"Nu: 0.7, Gamma: 0.05",5,14,15,16,42,10,40,,,
"Nu: 0.7, Gamma: 0.0625",5,14,14,17,44,10,40,,,
"Nu: 0.7, Gamma: 0.1",5,14,15,16,42,10,40,,,
"Nu: 0.7, Gamma: 0.2",6,13,15,16,44,10,40,,,
"Nu: 0.7, Gamma: 0.5",5,14,8,23,56,10,40,,,
"Nu: 0.7, Gamma: 0.7",6,13,8,23,58,10,40,,,
"Nu: 0.7, Gamma: 0.9",6,13,7,24,60,10,40,,,
"Nu: 0.7, Gamma: 0.99",6,13,6,25,62,10,40,,,
"Nu: 0.9, Gamma: 0.0001",1,18,3,28,58,10,40,,,
"Nu: 0.9, Gamma: 0.0002",1,18,3,28,58,10,40,,,
"Nu: 0.9, Gamma: 0.0003",1,18,3,28,58,10,40,,,
"Nu: 0.9, Gamma: 0.0004",1,18,3,28,58,10,40,,,
"Nu: 0.9, Gamma: 0.005",1,18,3,28,58,10,40,,,
"Nu: 0.9, Gamma: 0.05",2,17,2,29,62,10,40,,,
"Nu: 0.9, Gamma: 0.0625",2,17,1,30,64,10,40,,,
"Nu: 0.9, Gamma: 0.1",2,17,1,30,64,10,40,,,
"Nu: 0.9, Gamma: 0.2",3,16,0,31,68,10,40,,,
"Nu: 0.9, Gamma: 0.5",3,16,0,31,68,10,40,,,
"Nu: 0.9, Gamma: 0.7",3,16,0,31,68,10,40,,,
"Nu: 0.9, Gamma: 0.9",3,16,0,31,68,10,40,,,
"Nu: 0.9, Gamma: 0.99",3,16,0,31,68,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,19,0,31,62,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,19,0,31,62,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,19,0,31,62,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,19,0,31,62,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,19,0,31,62,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,19,0,31,62,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,19,0,31,62,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,19,0,31,62,10,40,,,
"Nu: 0.99, Gamma: 0.2",0,19,0,31,62,10,40,,,
"Nu: 0.99, Gamma: 0.5",1,18,0,31,64,10,40,,,
"Nu: 0.99, Gamma: 0.7",1,18,0,31,64,10,40,,,
"Nu: 0.99, Gamma: 0.9",0,19,0,31,62,10,40,,,
"Nu: 0.99, Gamma: 0.99",0,19,0,31,62,10,40,,,
