Features: 16,,,,,,,,,,
Target Class: x264,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,95.19840551,131
"Nu: 0.9, Gamma: 0.0004",434,68,1559,3457,70.51467923,0,40,,,
"Nu: 0.9, Gamma: 0.005",16,486,20,4996,90.83001087,0,40,,,
"Nu: 0.9, Gamma: 0.05",19,483,17,4999,90.93874592,0,40,,,
"Nu: 0.9, Gamma: 0.0625",26,476,18,4998,91.04748097,0,40,,,
"Nu: 0.9, Gamma: 0.1",33,469,17,4999,91.19246104,0,40,,,
"Nu: 0.9, Gamma: 0.2",34,468,11,5005,91.31931859,0,40,,,
"Nu: 0.9, Gamma: 0.5",43,459,1,5015,91.66364625,0,40,,,
"Nu: 0.9, Gamma: 0.7",43,459,0,5016,91.68176876,0,40,,,
"Nu: 0.9, Gamma: 0.9",37,465,0,5016,91.57303371,0,40,,,
"Nu: 0.9, Gamma: 0.99",42,460,0,5016,91.66364625,0,40,,,
"Nu: 0.99, Gamma: 0.0001",0,502,0,5016,90.90250091,0,40,,,
"Nu: 0.99, Gamma: 0.0002",0,502,0,5016,90.90250091,0,40,,,
"Nu: 0.99, Gamma: 0.0003",243,259,109,4907,93.330917,0,40,,,
"Nu: 0.99, Gamma: 0.0004",417,85,464,4552,90.05074302,0,40,,,
"Nu: 0.99, Gamma: 0.005",286,216,124,4892,93.83834723,0,40,,,
"Nu: 0.99, Gamma: 0.05",6,496,7,5009,90.8843784,0,40,,,
"Nu: 0.99, Gamma: 0.0625",6,496,6,5010,90.90250091,0,40,,,
"Nu: 0.99, Gamma: 0.1",3,499,1,5015,90.93874592,0,40,,,
"Nu: 0.99, Gamma: 0.2",6,496,0,5016,91.01123596,0,40,,,
"Nu: 0.99, Gamma: 0.5",5,497,0,5016,90.99311345,0,40,,,
"Nu: 0.99, Gamma: 0.7",4,498,0,5016,90.97499094,0,40,,,
"Nu: 0.99, Gamma: 0.9",4,498,0,5016,90.97499094,0,40,,,
"Nu: 0.99, Gamma: 0.99",4,498,0,5016,90.97499094,0,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: x264,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",502,0,5016,1,9.113969922,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",502,0,5016,1,9.113969922,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",502,0,5016,1,9.113969922,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",502,0,5016,1,9.113969922,10,40,,,
"Nu: 0.0001, Gamma: 0.005",306,196,3703,1314,29.35314369,10,40,,,
"Nu: 0.0001, Gamma: 0.05",502,0,5015,2,9.132089147,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",502,0,5015,2,9.132089147,10,40,,,
"Nu: 0.0001, Gamma: 0.1",502,0,5015,2,9.132089147,10,40,,,
"Nu: 0.0001, Gamma: 0.2",502,0,5012,5,9.18644682,10,40,,,
"Nu: 0.0001, Gamma: 0.5",502,0,5011,6,9.204566045,10,40,,,
"Nu: 0.0001, Gamma: 0.7",502,0,5009,8,9.240804494,10,40,,,
"Nu: 0.0001, Gamma: 0.9",502,0,5002,15,9.367639065,10,40,,,
"Nu: 0.0001, Gamma: 0.99",502,0,5001,16,9.38575829,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",320,182,3883,1134,26.34535242,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",320,182,3882,1135,26.36347164,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",318,184,3871,1146,26.52654466,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",319,183,3873,1144,26.50842544,10,40,,,
"Nu: 0.0002, Gamma: 0.005",502,0,5015,2,9.132089147,10,40,,,
"Nu: 0.0002, Gamma: 0.05",502,0,5015,2,9.132089147,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",502,0,5015,2,9.132089147,10,40,,,
"Nu: 0.0002, Gamma: 0.1",502,0,5013,4,9.168327596,10,40,,,
"Nu: 0.0002, Gamma: 0.2",502,0,5012,5,9.18644682,10,40,,,
"Nu: 0.0002, Gamma: 0.5",502,0,5010,7,9.222685269,10,40,,,
"Nu: 0.0002, Gamma: 0.7",502,0,5006,11,9.295162167,10,40,,,
"Nu: 0.0002, Gamma: 0.9",502,0,5002,15,9.367639065,10,40,,,
"Nu: 0.0002, Gamma: 0.99",502,0,5001,16,9.38575829,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",301,201,3688,1329,29.53433593,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",301,201,3697,1320,29.37126291,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",301,201,3696,1321,29.38938213,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",301,201,3693,1324,29.44373981,10,40,,,
"Nu: 0.0003, Gamma: 0.005",502,0,5015,2,9.132089147,10,40,,,
"Nu: 0.0003, Gamma: 0.05",502,0,5015,2,9.132089147,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",502,0,5015,2,9.132089147,10,40,,,
"Nu: 0.0003, Gamma: 0.1",502,0,5013,4,9.168327596,10,40,,,
"Nu: 0.0003, Gamma: 0.2",502,0,5012,5,9.18644682,10,40,,,
"Nu: 0.0003, Gamma: 0.5",502,0,5010,7,9.222685269,10,40,,,
"Nu: 0.0003, Gamma: 0.7",502,0,5006,11,9.295162167,10,40,,,
"Nu: 0.0003, Gamma: 0.9",502,0,5002,15,9.367639065,10,40,,,
"Nu: 0.0003, Gamma: 0.99",502,0,5001,16,9.38575829,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",292,210,3539,1478,32.07102736,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",292,210,3545,1472,31.96231201,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",292,210,3543,1474,31.99855046,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",300,202,3689,1328,29.49809748,10,40,,,
"Nu: 0.0004, Gamma: 0.005",502,0,5015,2,9.132089147,10,40,,,
"Nu: 0.0004, Gamma: 0.05",502,0,5015,2,9.132089147,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",502,0,5015,2,9.132089147,10,40,,,
"Nu: 0.0004, Gamma: 0.1",502,0,5013,4,9.168327596,10,40,,,
"Nu: 0.0004, Gamma: 0.2",502,0,5012,5,9.18644682,10,40,,,
"Nu: 0.0004, Gamma: 0.5",502,0,5009,8,9.240804494,10,40,,,
"Nu: 0.0004, Gamma: 0.7",502,0,5005,12,9.313281392,10,40,,,
"Nu: 0.0004, Gamma: 0.9",502,0,5002,15,9.367639065,10,40,,,
"Nu: 0.0004, Gamma: 0.99",502,0,5001,16,9.38575829,10,40,,,
"Nu: 0.005, Gamma: 0.0001",502,0,5006,11,9.295162167,10,40,,,
"Nu: 0.005, Gamma: 0.0002",480,22,5006,11,8.896539228,10,40,,,
"Nu: 0.005, Gamma: 0.0003",481,21,5006,11,8.914658453,10,40,,,
"Nu: 0.005, Gamma: 0.0004",494,8,5006,11,9.150208371,10,40,,,
"Nu: 0.005, Gamma: 0.005",502,0,5006,11,9.295162167,10,40,,,
"Nu: 0.005, Gamma: 0.05",502,0,5005,12,9.313281392,10,40,,,
"Nu: 0.005, Gamma: 0.0625",502,0,5005,12,9.313281392,10,40,,,
"Nu: 0.005, Gamma: 0.1",502,0,5003,14,9.349519841,10,40,,,
"Nu: 0.005, Gamma: 0.2",502,0,5003,14,9.349519841,10,40,,,
"Nu: 0.005, Gamma: 0.5",502,0,5000,17,9.403877514,10,40,,,
"Nu: 0.005, Gamma: 0.7",502,0,5000,17,9.403877514,10,40,,,
"Nu: 0.005, Gamma: 0.9",502,0,5000,17,9.403877514,10,40,,,
"Nu: 0.005, Gamma: 0.99",502,0,5000,17,9.403877514,10,40,,,
"Nu: 0.05, Gamma: 0.0001",485,17,4995,22,9.18644682,10,40,,,
"Nu: 0.05, Gamma: 0.0002",485,17,4995,22,9.18644682,10,40,,,
"Nu: 0.05, Gamma: 0.0003",485,17,4995,22,9.18644682,10,40,,,
"Nu: 0.05, Gamma: 0.0004",485,17,4995,22,9.18644682,10,40,,,
"Nu: 0.05, Gamma: 0.005",486,16,4995,22,9.204566045,10,40,,,
"Nu: 0.05, Gamma: 0.05",486,16,4994,23,9.222685269,10,40,,,
"Nu: 0.05, Gamma: 0.0625",486,16,4994,23,9.222685269,10,40,,,
"Nu: 0.05, Gamma: 0.1",486,16,4993,24,9.240804494,10,40,,,
"Nu: 0.05, Gamma: 0.2",487,15,4991,26,9.295162167,10,40,,,
"Nu: 0.05, Gamma: 0.5",487,15,4974,43,9.603188984,10,40,,,
"Nu: 0.05, Gamma: 0.7",488,14,4844,173,11.97680739,10,40,,,
"Nu: 0.05, Gamma: 0.9",490,12,4654,363,15.4556985,10,40,,,
"Nu: 0.05, Gamma: 0.99",490,12,4581,436,16.77840188,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",479,23,4993,24,9.113969922,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",479,23,4993,24,9.113969922,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",479,23,4993,24,9.113969922,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",479,23,4993,24,9.113969922,10,40,,,
"Nu: 0.0625, Gamma: 0.005",481,21,4994,23,9.132089147,10,40,,,
"Nu: 0.0625, Gamma: 0.05",480,22,4993,24,9.132089147,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",482,20,4993,24,9.168327596,10,40,,,
"Nu: 0.0625, Gamma: 0.1",482,20,4992,25,9.18644682,10,40,,,
"Nu: 0.0625, Gamma: 0.2",483,19,4990,27,9.240804494,10,40,,,
"Nu: 0.0625, Gamma: 0.5",485,17,4937,80,10.23736184,10,40,,,
"Nu: 0.0625, Gamma: 0.7",482,20,4613,404,16.0536329,10,40,,,
"Nu: 0.0625, Gamma: 0.9",486,16,4430,587,19.44192789,10,40,,,
"Nu: 0.0625, Gamma: 0.99",484,18,4387,630,20.18481609,10,40,,,
"Nu: 0.1, Gamma: 0.0001",463,39,4977,40,9.113969922,10,40,,,
"Nu: 0.1, Gamma: 0.0002",462,40,4977,40,9.095850698,10,40,,,
"Nu: 0.1, Gamma: 0.0003",462,40,4977,40,9.095850698,10,40,,,
"Nu: 0.1, Gamma: 0.0004",462,40,4977,40,9.095850698,10,40,,,
"Nu: 0.1, Gamma: 0.005",468,34,4984,33,9.077731473,10,40,,,
"Nu: 0.1, Gamma: 0.05",469,33,4981,36,9.150208371,10,40,,,
"Nu: 0.1, Gamma: 0.0625",468,34,4980,37,9.150208371,10,40,,,
"Nu: 0.1, Gamma: 0.1",468,34,4978,39,9.18644682,10,40,,,
"Nu: 0.1, Gamma: 0.2",469,33,4960,57,9.530712086,10,40,,,
"Nu: 0.1, Gamma: 0.5",469,33,4151,866,24.1891647,10,40,,,
"Nu: 0.1, Gamma: 0.7",461,41,3831,1186,29.84236275,10,40,,,
"Nu: 0.1, Gamma: 0.9",454,48,3788,1229,30.49465483,10,40,,,
"Nu: 0.1, Gamma: 0.99",453,49,3826,1191,29.78800507,10,40,,,
"Nu: 0.2, Gamma: 0.0001",285,217,3209,1808,37.92353687,10,40,,,
"Nu: 0.2, Gamma: 0.0002",406,96,4420,597,18.17358217,10,40,,,
"Nu: 0.2, Gamma: 0.0003",235,267,2434,2583,51.05997463,10,40,,,
"Nu: 0.2, Gamma: 0.0004",387,115,4296,721,20.07610074,10,40,,,
"Nu: 0.2, Gamma: 0.005",418,84,4632,385,14.54973727,10,40,,,
"Nu: 0.2, Gamma: 0.05",420,82,4485,532,17.24950172,10,40,,,
"Nu: 0.2, Gamma: 0.0625",427,75,4426,591,18.44537054,10,40,,,
"Nu: 0.2, Gamma: 0.1",428,74,4060,957,25.09512593,10,40,,,
"Nu: 0.2, Gamma: 0.2",425,77,3217,1800,40.31527451,10,40,,,
"Nu: 0.2, Gamma: 0.5",394,108,1868,3149,64.19641239,10,40,,,
"Nu: 0.2, Gamma: 0.7",393,109,1517,3500,70.53814097,10,40,,,
"Nu: 0.2, Gamma: 0.9",387,115,1318,3699,74.0351513,10,40,,,
"Nu: 0.2, Gamma: 0.99",386,116,1263,3754,75.01358942,10,40,,,
"Nu: 0.5, Gamma: 0.0001",48,454,189,4828,88.34933865,10,40,,,
"Nu: 0.5, Gamma: 0.0002",171,331,687,4330,81.55462946,10,40,,,
"Nu: 0.5, Gamma: 0.0003",149,353,559,4458,83.47526726,10,40,,,
"Nu: 0.5, Gamma: 0.0004",152,350,580,4437,83.14912122,10,40,,,
"Nu: 0.5, Gamma: 0.005",245,257,950,4067,78.13009603,10,40,,,
"Nu: 0.5, Gamma: 0.05",247,255,638,4379,83.81953252,10,40,,,
"Nu: 0.5, Gamma: 0.0625",251,251,565,4452,85.21471281,10,40,,,
"Nu: 0.5, Gamma: 0.1",255,247,417,4600,87.96883493,10,40,,,
"Nu: 0.5, Gamma: 0.2",256,246,216,4801,91.62891828,10,40,,,
"Nu: 0.5, Gamma: 0.5",263,239,63,4954,94.5279942,10,40,,,
"Nu: 0.5, Gamma: 0.7",265,237,38,4979,95.01721326,10,40,,,
"Nu: 0.5, Gamma: 0.9",267,235,34,4983,95.12592861,10,40,,,
"Nu: 0.5, Gamma: 0.99",269,233,32,4985,95.19840551,10,40,,,
"Nu: 0.7, Gamma: 0.0001",112,390,226,4791,88.83855771,10,40,,,
"Nu: 0.7, Gamma: 0.0002",10,492,2,5015,91.0491031,10,40,,,
"Nu: 0.7, Gamma: 0.0003",110,392,200,4817,89.2734191,10,40,,,
"Nu: 0.7, Gamma: 0.0004",27,475,23,4994,90.9766262,10,40,,,
"Nu: 0.7, Gamma: 0.005",142,360,238,4779,89.16470375,10,40,,,
"Nu: 0.7, Gamma: 0.05",150,352,155,4862,90.81355318,10,40,,,
"Nu: 0.7, Gamma: 0.0625",149,353,137,4880,91.12158,10,40,,,
"Nu: 0.7, Gamma: 0.1",148,354,89,4928,91.97318355,10,40,,,
"Nu: 0.7, Gamma: 0.2",154,348,37,4980,93.02409857,10,40,,,
"Nu: 0.7, Gamma: 0.5",159,343,4,5013,93.7126291,10,40,,,
"Nu: 0.7, Gamma: 0.7",162,340,1,5016,93.82134445,10,40,,,
"Nu: 0.7, Gamma: 0.9",162,340,0,5017,93.83946367,10,40,,,
"Nu: 0.7, Gamma: 0.99",162,340,0,5017,93.83946367,10,40,,,
"Nu: 0.9, Gamma: 0.0001",0,502,0,5017,90.9041493,10,40,,,
"Nu: 0.9, Gamma: 0.0002",0,502,0,5017,90.9041493,10,40,,,
"Nu: 0.9, Gamma: 0.0003",0,502,0,5017,90.9041493,10,40,,,
"Nu: 0.9, Gamma: 0.0004",3,499,0,5017,90.95850698,10,40,,,
"Nu: 0.9, Gamma: 0.005",41,461,16,5001,91.35712991,10,40,,,
"Nu: 0.9, Gamma: 0.05",50,452,9,5008,91.64703751,10,40,,,
"Nu: 0.9, Gamma: 0.0625",49,453,7,5010,91.66515673,10,40,,,
"Nu: 0.9, Gamma: 0.1",53,449,2,5015,91.82822975,10,40,,,
"Nu: 0.9, Gamma: 0.2",51,451,0,5017,91.82822975,10,40,,,
"Nu: 0.9, Gamma: 0.5",62,440,0,5017,92.02754122,10,40,,,
"Nu: 0.9, Gamma: 0.7",61,441,0,5017,92.009422,10,40,,,
"Nu: 0.9, Gamma: 0.9",61,441,0,5017,92.009422,10,40,,,
"Nu: 0.9, Gamma: 0.99",62,440,0,5017,92.02754122,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,502,0,5017,90.9041493,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,502,0,5017,90.9041493,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,502,0,5017,90.9041493,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,502,0,5017,90.9041493,10,40,,,
"Nu: 0.99, Gamma: 0.005",3,499,0,5017,90.95850698,10,40,,,
"Nu: 0.99, Gamma: 0.05",3,499,0,5017,90.95850698,10,40,,,
"Nu: 0.99, Gamma: 0.0625",3,499,0,5017,90.95850698,10,40,,,
"Nu: 0.99, Gamma: 0.1",2,500,0,5017,90.94038775,10,40,,,
"Nu: 0.99, Gamma: 0.2",4,498,0,5017,90.9766262,10,40,,,
"Nu: 0.99, Gamma: 0.5",7,495,0,5017,91.03098387,10,40,,,
"Nu: 0.99, Gamma: 0.7",6,496,0,5017,91.01286465,10,40,,,
"Nu: 0.99, Gamma: 0.9",6,496,0,5017,91.01286465,10,40,,,
"Nu: 0.99, Gamma: 0.99",5,497,0,5017,90.99474542,10,40,,,
,,,,,,,,,,
Target Class: x264_MRURP,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",424,78,2134,2882,59.91301196,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",286,216,1470,3546,69.44545125,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",286,216,1467,3549,69.49981877,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",286,216,1466,3550,69.51794128,10,40,,,
"Nu: 0.0001, Gamma: 0.005",502,0,5015,1,9.115621602,10,40,,,
"Nu: 0.0001, Gamma: 0.05",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0001, Gamma: 0.1",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0001, Gamma: 0.2",502,0,5012,4,9.169989126,10,40,,,
"Nu: 0.0001, Gamma: 0.5",502,0,5009,7,9.224356651,10,40,,,
"Nu: 0.0001, Gamma: 0.7",502,0,5008,8,9.242479159,10,40,,,
"Nu: 0.0001, Gamma: 0.9",502,0,5006,10,9.278724175,10,40,,,
"Nu: 0.0001, Gamma: 0.99",502,0,5005,11,9.296846684,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",311,191,1579,3437,67.92316057,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",311,191,1579,3437,67.92316057,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",311,191,1579,3437,67.92316057,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",311,191,1581,3435,67.88691555,10,40,,,
"Nu: 0.0002, Gamma: 0.005",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0002, Gamma: 0.05",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0002, Gamma: 0.1",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0002, Gamma: 0.2",502,0,5012,4,9.169989126,10,40,,,
"Nu: 0.0002, Gamma: 0.5",502,0,5008,8,9.242479159,10,40,,,
"Nu: 0.0002, Gamma: 0.7",502,0,5007,9,9.260601667,10,40,,,
"Nu: 0.0002, Gamma: 0.9",502,0,5006,10,9.278724175,10,40,,,
"Nu: 0.0002, Gamma: 0.99",502,0,5005,11,9.296846684,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",262,240,1336,3680,71.43892715,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",256,246,1313,3703,71.74700979,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",248,254,1283,3733,72.14570497,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",244,258,1256,3760,72.56252265,10,40,,,
"Nu: 0.0003, Gamma: 0.005",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0003, Gamma: 0.05",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0003, Gamma: 0.1",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0003, Gamma: 0.2",502,0,5012,4,9.169989126,10,40,,,
"Nu: 0.0003, Gamma: 0.5",502,0,5008,8,9.242479159,10,40,,,
"Nu: 0.0003, Gamma: 0.7",502,0,5007,9,9.260601667,10,40,,,
"Nu: 0.0003, Gamma: 0.9",502,0,5006,10,9.278724175,10,40,,,
"Nu: 0.0003, Gamma: 0.99",502,0,5005,11,9.296846684,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",220,282,1160,3856,73.86734324,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",220,282,1160,3856,73.86734324,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",496,6,2941,2075,46.59296847,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0004, Gamma: 0.005",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0004, Gamma: 0.05",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0004, Gamma: 0.1",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0004, Gamma: 0.2",502,0,5012,4,9.169989126,10,40,,,
"Nu: 0.0004, Gamma: 0.5",502,0,5008,8,9.242479159,10,40,,,
"Nu: 0.0004, Gamma: 0.7",502,0,5007,9,9.260601667,10,40,,,
"Nu: 0.0004, Gamma: 0.9",502,0,5006,10,9.278724175,10,40,,,
"Nu: 0.0004, Gamma: 0.99",502,0,5005,11,9.296846684,10,40,,,
"Nu: 0.005, Gamma: 0.0001",228,274,1179,3837,73.66799565,10,40,,,
"Nu: 0.005, Gamma: 0.0002",502,0,4606,410,16.52772744,10,40,,,
"Nu: 0.005, Gamma: 0.0003",502,0,4386,630,20.51467923,10,40,,,
"Nu: 0.005, Gamma: 0.0004",502,0,4288,728,22.29068503,10,40,,,
"Nu: 0.005, Gamma: 0.005",502,0,4232,784,23.30554549,10,40,,,
"Nu: 0.005, Gamma: 0.05",502,0,4203,813,23.83109822,10,40,,,
"Nu: 0.005, Gamma: 0.0625",502,0,4199,817,23.90358826,10,40,,,
"Nu: 0.005, Gamma: 0.1",502,0,4185,831,24.15730337,10,40,,,
"Nu: 0.005, Gamma: 0.2",502,0,4163,853,24.55599855,10,40,,,
"Nu: 0.005, Gamma: 0.5",502,0,4313,703,21.83762233,10,40,,,
"Nu: 0.005, Gamma: 0.7",502,0,4240,776,23.16056542,10,40,,,
"Nu: 0.005, Gamma: 0.9",502,0,4172,844,24.39289598,10,40,,,
"Nu: 0.005, Gamma: 0.99",502,0,4181,835,24.2297934,10,40,,,
"Nu: 0.05, Gamma: 0.0001",451,51,1967,3049,63.42877854,10,40,,,
"Nu: 0.05, Gamma: 0.0002",497,5,2692,2324,51.12359551,10,40,,,
"Nu: 0.05, Gamma: 0.0003",497,5,2691,2325,51.14171801,10,40,,,
"Nu: 0.05, Gamma: 0.0004",497,5,2692,2324,51.12359551,10,40,,,
"Nu: 0.05, Gamma: 0.005",497,5,2724,2292,50.54367524,10,40,,,
"Nu: 0.05, Gamma: 0.05",497,5,2639,2377,52.08408844,10,40,,,
"Nu: 0.05, Gamma: 0.0625",497,5,2617,2399,52.48278362,10,40,,,
"Nu: 0.05, Gamma: 0.1",497,5,2565,2451,53.42515404,10,40,,,
"Nu: 0.05, Gamma: 0.2",497,5,2338,2678,57.53896339,10,40,,,
"Nu: 0.05, Gamma: 0.5",499,3,1486,3530,73.01558536,10,40,,,
"Nu: 0.05, Gamma: 0.7",497,5,1059,3957,80.71765132,10,40,,,
"Nu: 0.05, Gamma: 0.9",496,6,894,4122,83.68974266,10,40,,,
"Nu: 0.05, Gamma: 0.99",496,6,857,4159,84.36027546,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",408,94,1651,3365,68.37622327,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",492,10,2500,2516,54.51250453,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",492,10,2500,2516,54.51250453,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",492,10,2500,2516,54.51250453,10,40,,,
"Nu: 0.0625, Gamma: 0.005",497,5,2539,2477,53.89633925,10,40,,,
"Nu: 0.0625, Gamma: 0.05",497,5,2466,2550,55.21928235,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",497,5,2426,2590,55.94418267,10,40,,,
"Nu: 0.0625, Gamma: 0.1",497,5,2327,2689,57.73831098,10,40,,,
"Nu: 0.0625, Gamma: 0.2",497,5,2087,2929,62.08771294,10,40,,,
"Nu: 0.0625, Gamma: 0.5",495,7,1085,3931,80.21022109,10,40,,,
"Nu: 0.0625, Gamma: 0.7",495,7,820,4196,85.01268576,10,40,,,
"Nu: 0.0625, Gamma: 0.9",492,10,749,4267,86.24501631,10,40,,,
"Nu: 0.0625, Gamma: 0.99",491,11,740,4276,86.38999638,10,40,,,
"Nu: 0.1, Gamma: 0.0001",474,28,1977,3039,63.66437115,10,40,,,
"Nu: 0.1, Gamma: 0.0002",474,28,1983,3033,63.5556361,10,40,,,
"Nu: 0.1, Gamma: 0.0003",474,28,1979,3037,63.62812613,10,40,,,
"Nu: 0.1, Gamma: 0.0004",474,28,1982,3034,63.57375861,10,40,,,
"Nu: 0.1, Gamma: 0.005",480,22,2054,2962,62.37767307,10,40,,,
"Nu: 0.1, Gamma: 0.05",480,22,1909,3107,65.00543675,10,40,,,
"Nu: 0.1, Gamma: 0.0625",481,21,1875,3141,65.63972454,10,40,,,
"Nu: 0.1, Gamma: 0.1",481,21,1710,3306,68.62993838,10,40,,,
"Nu: 0.1, Gamma: 0.2",478,24,1268,3748,76.58571946,10,40,,,
"Nu: 0.1, Gamma: 0.5",484,18,601,4415,88.78216745,10,40,,,
"Nu: 0.1, Gamma: 0.7",481,21,595,4421,88.83653498,10,40,,,
"Nu: 0.1, Gamma: 0.9",471,31,628,4388,88.05726713,10,40,,,
"Nu: 0.1, Gamma: 0.99",471,31,641,4375,87.82167452,10,40,,,
"Nu: 0.2, Gamma: 0.0001",157,345,311,4705,88.11163465,10,40,,,
"Nu: 0.2, Gamma: 0.0002",404,98,958,4058,80.86263139,10,40,,,
"Nu: 0.2, Gamma: 0.0003",396,106,911,4105,81.56940921,10,40,,,
"Nu: 0.2, Gamma: 0.0004",396,106,921,4095,81.38818412,10,40,,,
"Nu: 0.2, Gamma: 0.005",413,89,968,4048,80.84450888,10,40,,,
"Nu: 0.2, Gamma: 0.05",418,84,768,4248,84.55962305,10,40,,,
"Nu: 0.2, Gamma: 0.0625",419,83,715,4301,85.53823849,10,40,,,
"Nu: 0.2, Gamma: 0.1",426,76,579,4437,88.12975716,10,40,,,
"Nu: 0.2, Gamma: 0.2",442,60,385,4631,91.93548387,10,40,,,
"Nu: 0.2, Gamma: 0.5",434,68,379,4637,91.89923885,10,40,,,
"Nu: 0.2, Gamma: 0.7",425,77,396,4620,91.42805364,10,40,,,
"Nu: 0.2, Gamma: 0.9",419,83,427,4589,90.75752084,10,40,,,
"Nu: 0.2, Gamma: 0.99",419,83,441,4575,90.50380573,10,40,,,
"Nu: 0.5, Gamma: 0.0001",3,499,2,5014,90.92062341,10,40,,,
"Nu: 0.5, Gamma: 0.0002",47,455,73,4943,90.43131569,10,40,,,
"Nu: 0.5, Gamma: 0.0003",84,418,113,4903,90.37694817,10,40,,,
"Nu: 0.5, Gamma: 0.0004",142,360,161,4855,90.55817325,10,40,,,
"Nu: 0.5, Gamma: 0.005",256,246,211,4805,91.71801377,10,40,,,
"Nu: 0.5, Gamma: 0.05",271,231,196,4820,92.26168902,10,40,,,
"Nu: 0.5, Gamma: 0.0625",271,231,194,4822,92.29793403,10,40,,,
"Nu: 0.5, Gamma: 0.1",278,224,183,4833,92.62413918,10,40,,,
"Nu: 0.5, Gamma: 0.2",283,219,152,4864,93.27654947,10,40,,,
"Nu: 0.5, Gamma: 0.5",299,203,104,4912,94.43639,10,40,,,
"Nu: 0.5, Gamma: 0.7",297,205,89,4927,94.6719826,10,40,,,
"Nu: 0.5, Gamma: 0.9",298,204,81,4935,94.83508518,10,40,,,
