Features: 16,,,,,,,,,,
Target Class: ferret,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,97.54098361,28
"Nu: 0.99, Gamma: 0.0002",1,11,0,36,77.08333333,0,40,,,
"Nu: 0.99, Gamma: 0.0003",1,11,0,36,77.08333333,0,40,,,
"Nu: 0.99, Gamma: 0.0004",1,11,0,36,77.08333333,0,40,,,
"Nu: 0.99, Gamma: 0.005",0,12,0,36,75,0,40,,,
"Nu: 0.99, Gamma: 0.05",0,12,0,36,75,0,40,,,
"Nu: 0.99, Gamma: 0.0625",0,12,0,36,75,0,40,,,
"Nu: 0.99, Gamma: 0.1",0,12,0,36,75,0,40,,,
"Nu: 0.99, Gamma: 0.2",0,12,0,36,75,0,40,,,
"Nu: 0.99, Gamma: 0.5",0,12,0,36,75,0,40,,,
"Nu: 0.99, Gamma: 0.7",0,12,0,36,75,0,40,,,
"Nu: 0.99, Gamma: 0.9",0,12,0,36,75,0,40,,,
"Nu: 0.99, Gamma: 0.99",0,12,0,36,75,0,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: ferret,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,4,0,118,96.72131148,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,4,0,118,96.72131148,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,4,0,118,96.72131148,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,4,0,118,96.72131148,10,40,,,
"Nu: 0.0001, Gamma: 0.005",4,0,55,63,54.91803279,10,40,,,
"Nu: 0.0001, Gamma: 0.05",4,0,76,42,37.70491803,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",4,0,81,37,33.60655738,10,40,,,
"Nu: 0.0001, Gamma: 0.1",4,0,73,45,40.16393443,10,40,,,
"Nu: 0.0001, Gamma: 0.2",4,0,72,46,40.98360656,10,40,,,
"Nu: 0.0001, Gamma: 0.5",4,0,81,37,33.60655738,10,40,,,
"Nu: 0.0001, Gamma: 0.7",4,0,64,54,47.54098361,10,40,,,
"Nu: 0.0001, Gamma: 0.9",4,0,57,61,53.27868852,10,40,,,
"Nu: 0.0001, Gamma: 0.99",4,0,52,66,57.37704918,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,4,0,118,96.72131148,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,4,0,118,96.72131148,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",0,4,0,118,96.72131148,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",4,0,55,63,54.91803279,10,40,,,
"Nu: 0.0002, Gamma: 0.005",4,0,79,39,35.24590164,10,40,,,
"Nu: 0.0002, Gamma: 0.05",4,0,82,36,32.78688525,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",4,0,73,45,40.16393443,10,40,,,
"Nu: 0.0002, Gamma: 0.1",4,0,73,45,40.16393443,10,40,,,
"Nu: 0.0002, Gamma: 0.2",4,0,73,45,40.16393443,10,40,,,
"Nu: 0.0002, Gamma: 0.5",4,0,83,35,31.96721311,10,40,,,
"Nu: 0.0002, Gamma: 0.7",4,0,63,55,48.36065574,10,40,,,
"Nu: 0.0002, Gamma: 0.9",4,0,58,60,52.45901639,10,40,,,
"Nu: 0.0002, Gamma: 0.99",4,0,56,62,54.09836066,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",0,4,0,118,96.72131148,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",0,4,0,118,96.72131148,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",4,0,55,63,54.91803279,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",4,0,55,63,54.91803279,10,40,,,
"Nu: 0.0003, Gamma: 0.005",4,0,79,39,35.24590164,10,40,,,
"Nu: 0.0003, Gamma: 0.05",4,0,80,38,34.42622951,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",4,0,73,45,40.16393443,10,40,,,
"Nu: 0.0003, Gamma: 0.1",4,0,73,45,40.16393443,10,40,,,
"Nu: 0.0003, Gamma: 0.2",4,0,73,45,40.16393443,10,40,,,
"Nu: 0.0003, Gamma: 0.5",4,0,81,37,33.60655738,10,40,,,
"Nu: 0.0003, Gamma: 0.7",4,0,64,54,47.54098361,10,40,,,
"Nu: 0.0003, Gamma: 0.9",4,0,57,61,53.27868852,10,40,,,
"Nu: 0.0003, Gamma: 0.99",4,0,55,63,54.91803279,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",0,4,0,118,96.72131148,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",4,0,55,63,54.91803279,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",4,0,55,63,54.91803279,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",4,0,55,63,54.91803279,10,40,,,
"Nu: 0.0004, Gamma: 0.005",4,0,79,39,35.24590164,10,40,,,
"Nu: 0.0004, Gamma: 0.05",4,0,80,38,34.42622951,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",4,0,73,45,40.16393443,10,40,,,
"Nu: 0.0004, Gamma: 0.1",4,0,73,45,40.16393443,10,40,,,
"Nu: 0.0004, Gamma: 0.2",4,0,73,45,40.16393443,10,40,,,
"Nu: 0.0004, Gamma: 0.5",4,0,77,41,36.8852459,10,40,,,
"Nu: 0.0004, Gamma: 0.7",4,0,64,54,47.54098361,10,40,,,
"Nu: 0.0004, Gamma: 0.9",4,0,58,60,52.45901639,10,40,,,
"Nu: 0.0004, Gamma: 0.99",4,0,55,63,54.91803279,10,40,,,
"Nu: 0.005, Gamma: 0.0001",4,0,42,76,65.57377049,10,40,,,
"Nu: 0.005, Gamma: 0.0002",4,0,83,35,31.96721311,10,40,,,
"Nu: 0.005, Gamma: 0.0003",4,0,83,35,31.96721311,10,40,,,
"Nu: 0.005, Gamma: 0.0004",4,0,83,35,31.96721311,10,40,,,
"Nu: 0.005, Gamma: 0.005",4,0,82,36,32.78688525,10,40,,,
"Nu: 0.005, Gamma: 0.05",4,0,80,38,34.42622951,10,40,,,
"Nu: 0.005, Gamma: 0.0625",4,0,79,39,35.24590164,10,40,,,
"Nu: 0.005, Gamma: 0.1",4,0,73,45,40.16393443,10,40,,,
"Nu: 0.005, Gamma: 0.2",4,0,73,45,40.16393443,10,40,,,
"Nu: 0.005, Gamma: 0.5",4,0,71,47,41.80327869,10,40,,,
"Nu: 0.005, Gamma: 0.7",4,0,65,53,46.72131148,10,40,,,
"Nu: 0.005, Gamma: 0.9",4,0,58,60,52.45901639,10,40,,,
"Nu: 0.005, Gamma: 0.99",4,0,55,63,54.91803279,10,40,,,
"Nu: 0.05, Gamma: 0.0001",4,0,72,46,40.98360656,10,40,,,
"Nu: 0.05, Gamma: 0.0002",4,0,77,41,36.8852459,10,40,,,
"Nu: 0.05, Gamma: 0.0003",4,0,77,41,36.8852459,10,40,,,
"Nu: 0.05, Gamma: 0.0004",4,0,77,41,36.8852459,10,40,,,
"Nu: 0.05, Gamma: 0.005",4,0,77,41,36.8852459,10,40,,,
"Nu: 0.05, Gamma: 0.05",4,0,73,45,40.16393443,10,40,,,
"Nu: 0.05, Gamma: 0.0625",4,0,73,45,40.16393443,10,40,,,
"Nu: 0.05, Gamma: 0.1",4,0,73,45,40.16393443,10,40,,,
"Nu: 0.05, Gamma: 0.2",4,0,73,45,40.16393443,10,40,,,
"Nu: 0.05, Gamma: 0.5",4,0,67,51,45.08196721,10,40,,,
"Nu: 0.05, Gamma: 0.7",4,0,61,57,50,10,40,,,
"Nu: 0.05, Gamma: 0.9",4,0,54,64,55.73770492,10,40,,,
"Nu: 0.05, Gamma: 0.99",4,0,52,66,57.37704918,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",4,0,76,42,37.70491803,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",4,0,76,42,37.70491803,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",4,0,76,42,37.70491803,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",4,0,76,42,37.70491803,10,40,,,
"Nu: 0.0625, Gamma: 0.005",4,0,76,42,37.70491803,10,40,,,
"Nu: 0.0625, Gamma: 0.05",4,0,73,45,40.16393443,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",4,0,73,45,40.16393443,10,40,,,
"Nu: 0.0625, Gamma: 0.1",4,0,73,45,40.16393443,10,40,,,
"Nu: 0.0625, Gamma: 0.2",4,0,73,45,40.16393443,10,40,,,
"Nu: 0.0625, Gamma: 0.5",4,0,67,51,45.08196721,10,40,,,
"Nu: 0.0625, Gamma: 0.7",4,0,61,57,50,10,40,,,
"Nu: 0.0625, Gamma: 0.9",4,0,53,65,56.55737705,10,40,,,
"Nu: 0.0625, Gamma: 0.99",4,0,50,68,59.01639344,10,40,,,
"Nu: 0.1, Gamma: 0.0001",4,0,71,47,41.80327869,10,40,,,
"Nu: 0.1, Gamma: 0.0002",4,0,71,47,41.80327869,10,40,,,
"Nu: 0.1, Gamma: 0.0003",4,0,71,47,41.80327869,10,40,,,
"Nu: 0.1, Gamma: 0.0004",4,0,71,47,41.80327869,10,40,,,
"Nu: 0.1, Gamma: 0.005",4,0,71,47,41.80327869,10,40,,,
"Nu: 0.1, Gamma: 0.05",4,0,70,48,42.62295082,10,40,,,
"Nu: 0.1, Gamma: 0.0625",4,0,69,49,43.44262295,10,40,,,
"Nu: 0.1, Gamma: 0.1",4,0,72,46,40.98360656,10,40,,,
"Nu: 0.1, Gamma: 0.2",4,0,73,45,40.16393443,10,40,,,
"Nu: 0.1, Gamma: 0.5",4,0,67,51,45.08196721,10,40,,,
"Nu: 0.1, Gamma: 0.7",4,0,61,57,50,10,40,,,
"Nu: 0.1, Gamma: 0.9",3,1,52,66,56.55737705,10,40,,,
"Nu: 0.1, Gamma: 0.99",3,1,49,69,59.01639344,10,40,,,
"Nu: 0.2, Gamma: 0.0001",3,1,65,53,45.90163934,10,40,,,
"Nu: 0.2, Gamma: 0.0002",3,1,65,53,45.90163934,10,40,,,
"Nu: 0.2, Gamma: 0.0003",3,1,65,53,45.90163934,10,40,,,
"Nu: 0.2, Gamma: 0.0004",3,1,65,53,45.90163934,10,40,,,
"Nu: 0.2, Gamma: 0.005",3,1,65,53,45.90163934,10,40,,,
"Nu: 0.2, Gamma: 0.05",3,1,66,52,45.08196721,10,40,,,
"Nu: 0.2, Gamma: 0.0625",3,1,67,51,44.26229508,10,40,,,
"Nu: 0.2, Gamma: 0.1",3,1,67,51,44.26229508,10,40,,,
"Nu: 0.2, Gamma: 0.2",3,1,68,50,43.44262295,10,40,,,
"Nu: 0.2, Gamma: 0.5",3,1,58,60,51.63934426,10,40,,,
"Nu: 0.2, Gamma: 0.7",2,2,55,63,53.27868852,10,40,,,
"Nu: 0.2, Gamma: 0.9",2,2,47,71,59.83606557,10,40,,,
"Nu: 0.2, Gamma: 0.99",2,2,44,74,62.29508197,10,40,,,
"Nu: 0.5, Gamma: 0.0001",2,2,28,90,75.40983607,10,40,,,
"Nu: 0.5, Gamma: 0.0002",2,2,28,90,75.40983607,10,40,,,
"Nu: 0.5, Gamma: 0.0003",2,2,28,90,75.40983607,10,40,,,
"Nu: 0.5, Gamma: 0.0004",2,2,28,90,75.40983607,10,40,,,
"Nu: 0.5, Gamma: 0.005",2,2,28,90,75.40983607,10,40,,,
"Nu: 0.5, Gamma: 0.05",2,2,28,90,75.40983607,10,40,,,
"Nu: 0.5, Gamma: 0.0625",2,2,28,90,75.40983607,10,40,,,
"Nu: 0.5, Gamma: 0.1",2,2,25,93,77.86885246,10,40,,,
"Nu: 0.5, Gamma: 0.2",2,2,26,92,77.04918033,10,40,,,
"Nu: 0.5, Gamma: 0.5",1,3,42,76,63.1147541,10,40,,,
"Nu: 0.5, Gamma: 0.7",1,3,41,77,63.93442623,10,40,,,
"Nu: 0.5, Gamma: 0.9",1,3,36,82,68.03278689,10,40,,,
"Nu: 0.5, Gamma: 0.99",1,3,33,85,70.49180328,10,40,,,
"Nu: 0.7, Gamma: 0.0001",2,2,16,102,85.24590164,10,40,,,
"Nu: 0.7, Gamma: 0.0002",2,2,16,102,85.24590164,10,40,,,
"Nu: 0.7, Gamma: 0.0003",2,2,16,102,85.24590164,10,40,,,
"Nu: 0.7, Gamma: 0.0004",2,2,16,102,85.24590164,10,40,,,
"Nu: 0.7, Gamma: 0.005",2,2,16,102,85.24590164,10,40,,,
"Nu: 0.7, Gamma: 0.05",2,2,16,102,85.24590164,10,40,,,
"Nu: 0.7, Gamma: 0.0625",2,2,16,102,85.24590164,10,40,,,
"Nu: 0.7, Gamma: 0.1",1,3,15,103,85.24590164,10,40,,,
"Nu: 0.7, Gamma: 0.2",1,3,13,105,86.8852459,10,40,,,
"Nu: 0.7, Gamma: 0.5",1,3,16,102,84.42622951,10,40,,,
"Nu: 0.7, Gamma: 0.7",1,3,21,97,80.32786885,10,40,,,
"Nu: 0.7, Gamma: 0.9",1,3,22,96,79.50819672,10,40,,,
"Nu: 0.7, Gamma: 0.99",1,3,21,97,80.32786885,10,40,,,
"Nu: 0.9, Gamma: 0.0001",0,4,5,113,92.62295082,10,40,,,
"Nu: 0.9, Gamma: 0.0002",0,4,6,112,91.80327869,10,40,,,
"Nu: 0.9, Gamma: 0.0003",0,4,6,112,91.80327869,10,40,,,
"Nu: 0.9, Gamma: 0.0004",0,4,6,112,91.80327869,10,40,,,
"Nu: 0.9, Gamma: 0.005",0,4,6,112,91.80327869,10,40,,,
"Nu: 0.9, Gamma: 0.05",0,4,7,111,90.98360656,10,40,,,
"Nu: 0.9, Gamma: 0.0625",0,4,7,111,90.98360656,10,40,,,
"Nu: 0.9, Gamma: 0.1",1,3,8,110,90.98360656,10,40,,,
"Nu: 0.9, Gamma: 0.2",1,3,8,110,90.98360656,10,40,,,
"Nu: 0.9, Gamma: 0.5",1,3,3,115,95.08196721,10,40,,,
"Nu: 0.9, Gamma: 0.7",1,3,2,116,95.90163934,10,40,,,
"Nu: 0.9, Gamma: 0.9",1,3,2,116,95.90163934,10,40,,,
"Nu: 0.9, Gamma: 0.99",1,3,1,117,96.72131148,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,4,2,116,95.08196721,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,4,2,116,95.08196721,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,4,2,116,95.08196721,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,4,2,116,95.08196721,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,4,2,116,95.08196721,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,4,2,116,95.08196721,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,4,2,116,95.08196721,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,4,2,116,95.08196721,10,40,,,
"Nu: 0.99, Gamma: 0.2",0,4,2,116,95.08196721,10,40,,,
"Nu: 0.99, Gamma: 0.5",0,4,0,118,96.72131148,10,40,,,
"Nu: 0.99, Gamma: 0.7",0,4,0,118,96.72131148,10,40,,,
"Nu: 0.99, Gamma: 0.9",1,3,0,118,97.54098361,10,40,,,
"Nu: 0.99, Gamma: 0.99",1,3,0,118,97.54098361,10,40,,,
,,,,,,,,,,
Target Class: ferret_IndirectBP,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,12,0,36,75,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,12,0,36,75,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,12,0,36,75,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",1,11,14,22,47.91666667,10,40,,,
"Nu: 0.0001, Gamma: 0.005",12,0,36,0,25,10,40,,,
"Nu: 0.0001, Gamma: 0.05",12,0,36,0,25,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",12,0,36,0,25,10,40,,,
"Nu: 0.0001, Gamma: 0.1",12,0,33,3,31.25,10,40,,,
"Nu: 0.0001, Gamma: 0.2",12,0,22,14,54.16666667,10,40,,,
"Nu: 0.0001, Gamma: 0.5",12,0,15,21,68.75,10,40,,,
"Nu: 0.0001, Gamma: 0.7",12,0,14,22,70.83333333,10,40,,,
"Nu: 0.0001, Gamma: 0.9",12,0,12,24,75,10,40,,,
"Nu: 0.0001, Gamma: 0.99",12,0,11,25,77.08333333,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,12,0,36,75,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",1,11,14,22,47.91666667,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",12,0,36,0,25,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",12,0,36,0,25,10,40,,,
"Nu: 0.0002, Gamma: 0.005",12,0,36,0,25,10,40,,,
"Nu: 0.0002, Gamma: 0.05",12,0,36,0,25,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",12,0,36,0,25,10,40,,,
"Nu: 0.0002, Gamma: 0.1",12,0,32,4,33.33333333,10,40,,,
"Nu: 0.0002, Gamma: 0.2",12,0,22,14,54.16666667,10,40,,,
"Nu: 0.0002, Gamma: 0.5",12,0,15,21,68.75,10,40,,,
"Nu: 0.0002, Gamma: 0.7",12,0,14,22,70.83333333,10,40,,,
"Nu: 0.0002, Gamma: 0.9",12,0,13,23,72.91666667,10,40,,,
"Nu: 0.0002, Gamma: 0.99",12,0,12,24,75,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",3,9,6,30,68.75,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",12,0,36,0,25,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",12,0,36,0,25,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",12,0,36,0,25,10,40,,,
"Nu: 0.0003, Gamma: 0.005",12,0,36,0,25,10,40,,,
"Nu: 0.0003, Gamma: 0.05",12,0,36,0,25,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",12,0,36,0,25,10,40,,,
"Nu: 0.0003, Gamma: 0.1",12,0,32,4,33.33333333,10,40,,,
"Nu: 0.0003, Gamma: 0.2",12,0,23,13,52.08333333,10,40,,,
"Nu: 0.0003, Gamma: 0.5",12,0,15,21,68.75,10,40,,,
"Nu: 0.0003, Gamma: 0.7",12,0,14,22,70.83333333,10,40,,,
"Nu: 0.0003, Gamma: 0.9",12,0,13,23,72.91666667,10,40,,,
"Nu: 0.0003, Gamma: 0.99",12,0,12,24,75,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",0,12,1,35,72.91666667,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",12,0,36,0,25,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",12,0,36,0,25,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",12,0,36,0,25,10,40,,,
"Nu: 0.0004, Gamma: 0.005",12,0,36,0,25,10,40,,,
"Nu: 0.0004, Gamma: 0.05",12,0,36,0,25,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",12,0,36,0,25,10,40,,,
"Nu: 0.0004, Gamma: 0.1",12,0,33,3,31.25,10,40,,,
"Nu: 0.0004, Gamma: 0.2",12,0,23,13,52.08333333,10,40,,,
"Nu: 0.0004, Gamma: 0.5",12,0,15,21,68.75,10,40,,,
"Nu: 0.0004, Gamma: 0.7",12,0,14,22,70.83333333,10,40,,,
"Nu: 0.0004, Gamma: 0.9",12,0,13,23,72.91666667,10,40,,,
"Nu: 0.0004, Gamma: 0.99",12,0,12,24,75,10,40,,,
"Nu: 0.005, Gamma: 0.0001",12,0,36,0,25,10,40,,,
"Nu: 0.005, Gamma: 0.0002",12,0,36,0,25,10,40,,,
"Nu: 0.005, Gamma: 0.0003",12,0,36,0,25,10,40,,,
"Nu: 0.005, Gamma: 0.0004",8,4,36,0,16.66666667,10,40,,,
"Nu: 0.005, Gamma: 0.005",12,0,36,0,25,10,40,,,
"Nu: 0.005, Gamma: 0.05",12,0,36,0,25,10,40,,,
"Nu: 0.005, Gamma: 0.0625",12,0,36,0,25,10,40,,,
"Nu: 0.005, Gamma: 0.1",12,0,33,3,31.25,10,40,,,
"Nu: 0.005, Gamma: 0.2",12,0,22,14,54.16666667,10,40,,,
"Nu: 0.005, Gamma: 0.5",12,0,15,21,68.75,10,40,,,
"Nu: 0.005, Gamma: 0.7",12,0,14,22,70.83333333,10,40,,,
"Nu: 0.005, Gamma: 0.9",12,0,13,23,72.91666667,10,40,,,
"Nu: 0.005, Gamma: 0.99",12,0,11,25,77.08333333,10,40,,,
"Nu: 0.05, Gamma: 0.0001",12,0,35,1,27.08333333,10,40,,,
"Nu: 0.05, Gamma: 0.0002",12,0,35,1,27.08333333,10,40,,,
"Nu: 0.05, Gamma: 0.0003",12,0,35,1,27.08333333,10,40,,,
"Nu: 0.05, Gamma: 0.0004",12,0,35,1,27.08333333,10,40,,,
"Nu: 0.05, Gamma: 0.005",12,0,35,1,27.08333333,10,40,,,
"Nu: 0.05, Gamma: 0.05",12,0,35,1,27.08333333,10,40,,,
"Nu: 0.05, Gamma: 0.0625",12,0,35,1,27.08333333,10,40,,,
"Nu: 0.05, Gamma: 0.1",12,0,32,4,33.33333333,10,40,,,
"Nu: 0.05, Gamma: 0.2",12,0,19,17,60.41666667,10,40,,,
"Nu: 0.05, Gamma: 0.5",12,0,10,26,79.16666667,10,40,,,
"Nu: 0.05, Gamma: 0.7",12,0,9,27,81.25,10,40,,,
"Nu: 0.05, Gamma: 0.9",12,0,8,28,83.33333333,10,40,,,
"Nu: 0.05, Gamma: 0.99",12,0,8,28,83.33333333,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",12,0,35,1,27.08333333,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",12,0,35,1,27.08333333,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",12,0,35,1,27.08333333,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",12,0,35,1,27.08333333,10,40,,,
"Nu: 0.0625, Gamma: 0.005",12,0,35,1,27.08333333,10,40,,,
"Nu: 0.0625, Gamma: 0.05",12,0,34,2,29.16666667,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",12,0,34,2,29.16666667,10,40,,,
"Nu: 0.0625, Gamma: 0.1",12,0,30,6,37.5,10,40,,,
"Nu: 0.0625, Gamma: 0.2",12,0,19,17,60.41666667,10,40,,,
"Nu: 0.0625, Gamma: 0.5",12,0,10,26,79.16666667,10,40,,,
"Nu: 0.0625, Gamma: 0.7",12,0,9,27,81.25,10,40,,,
"Nu: 0.0625, Gamma: 0.9",12,0,8,28,83.33333333,10,40,,,
"Nu: 0.0625, Gamma: 0.99",12,0,8,28,83.33333333,10,40,,,
"Nu: 0.1, Gamma: 0.0001",12,0,32,4,33.33333333,10,40,,,
"Nu: 0.1, Gamma: 0.0002",12,0,32,4,33.33333333,10,40,,,
"Nu: 0.1, Gamma: 0.0003",12,0,32,4,33.33333333,10,40,,,
"Nu: 0.1, Gamma: 0.0004",12,0,32,4,33.33333333,10,40,,,
"Nu: 0.1, Gamma: 0.005",12,0,32,4,33.33333333,10,40,,,
"Nu: 0.1, Gamma: 0.05",12,0,32,4,33.33333333,10,40,,,
"Nu: 0.1, Gamma: 0.0625",12,0,32,4,33.33333333,10,40,,,
"Nu: 0.1, Gamma: 0.1",12,0,29,7,39.58333333,10,40,,,
"Nu: 0.1, Gamma: 0.2",12,0,19,17,60.41666667,10,40,,,
"Nu: 0.1, Gamma: 0.5",12,0,9,27,81.25,10,40,,,
"Nu: 0.1, Gamma: 0.7",12,0,9,27,81.25,10,40,,,
"Nu: 0.1, Gamma: 0.9",12,0,7,29,85.41666667,10,40,,,
"Nu: 0.1, Gamma: 0.99",12,0,6,30,87.5,10,40,,,
"Nu: 0.2, Gamma: 0.0001",10,2,28,8,37.5,10,40,,,
"Nu: 0.2, Gamma: 0.0002",10,2,28,8,37.5,10,40,,,
"Nu: 0.2, Gamma: 0.0003",10,2,28,8,37.5,10,40,,,
"Nu: 0.2, Gamma: 0.0004",10,2,28,8,37.5,10,40,,,
"Nu: 0.2, Gamma: 0.005",10,2,28,8,37.5,10,40,,,
"Nu: 0.2, Gamma: 0.05",10,2,27,9,39.58333333,10,40,,,
"Nu: 0.2, Gamma: 0.0625",10,2,27,9,39.58333333,10,40,,,
"Nu: 0.2, Gamma: 0.1",10,2,24,12,45.83333333,10,40,,,
"Nu: 0.2, Gamma: 0.2",10,2,17,19,60.41666667,10,40,,,
"Nu: 0.2, Gamma: 0.5",12,0,9,27,81.25,10,40,,,
"Nu: 0.2, Gamma: 0.7",12,0,7,29,85.41666667,10,40,,,
"Nu: 0.2, Gamma: 0.9",12,0,5,31,89.58333333,10,40,,,
"Nu: 0.2, Gamma: 0.99",12,0,4,32,91.66666667,10,40,,,
"Nu: 0.5, Gamma: 0.0001",6,6,20,16,45.83333333,10,40,,,
"Nu: 0.5, Gamma: 0.0002",6,6,20,16,45.83333333,10,40,,,
"Nu: 0.5, Gamma: 0.0003",6,6,20,16,45.83333333,10,40,,,
"Nu: 0.5, Gamma: 0.0004",6,6,20,16,45.83333333,10,40,,,
"Nu: 0.5, Gamma: 0.005",6,6,19,17,47.91666667,10,40,,,
"Nu: 0.5, Gamma: 0.05",6,6,15,21,56.25,10,40,,,
"Nu: 0.5, Gamma: 0.0625",6,6,15,21,56.25,10,40,,,
"Nu: 0.5, Gamma: 0.1",6,6,15,21,56.25,10,40,,,
"Nu: 0.5, Gamma: 0.2",6,6,11,25,64.58333333,10,40,,,
"Nu: 0.5, Gamma: 0.5",8,4,5,31,81.25,10,40,,,
"Nu: 0.5, Gamma: 0.7",8,4,3,33,85.41666667,10,40,,,
"Nu: 0.5, Gamma: 0.9",7,5,1,35,87.5,10,40,,,
"Nu: 0.5, Gamma: 0.99",7,5,0,36,89.58333333,10,40,,,
"Nu: 0.7, Gamma: 0.0001",4,8,11,25,60.41666667,10,40,,,
"Nu: 0.7, Gamma: 0.0002",4,8,11,25,60.41666667,10,40,,,
"Nu: 0.7, Gamma: 0.0003",4,8,11,25,60.41666667,10,40,,,
"Nu: 0.7, Gamma: 0.0004",4,8,11,25,60.41666667,10,40,,,
"Nu: 0.7, Gamma: 0.005",4,8,11,25,60.41666667,10,40,,,
"Nu: 0.7, Gamma: 0.05",4,8,9,27,64.58333333,10,40,,,
"Nu: 0.7, Gamma: 0.0625",4,8,9,27,64.58333333,10,40,,,
"Nu: 0.7, Gamma: 0.1",4,8,7,29,68.75,10,40,,,
"Nu: 0.7, Gamma: 0.2",5,7,5,31,75,10,40,,,
"Nu: 0.7, Gamma: 0.5",3,9,0,36,81.25,10,40,,,
"Nu: 0.7, Gamma: 0.7",4,8,0,36,83.33333333,10,40,,,
"Nu: 0.7, Gamma: 0.9",4,8,0,36,83.33333333,10,40,,,
"Nu: 0.7, Gamma: 0.99",4,8,0,36,83.33333333,10,40,,,
"Nu: 0.9, Gamma: 0.0001",2,10,4,32,70.83333333,10,40,,,
"Nu: 0.9, Gamma: 0.0002",2,10,4,32,70.83333333,10,40,,,
"Nu: 0.9, Gamma: 0.0003",2,10,4,32,70.83333333,10,40,,,
"Nu: 0.9, Gamma: 0.0004",2,10,4,32,70.83333333,10,40,,,
"Nu: 0.9, Gamma: 0.005",2,10,5,31,68.75,10,40,,,
"Nu: 0.9, Gamma: 0.05",3,9,5,31,70.83333333,10,40,,,
"Nu: 0.9, Gamma: 0.0625",3,9,4,32,72.91666667,10,40,,,
"Nu: 0.9, Gamma: 0.1",3,9,4,32,72.91666667,10,40,,,
"Nu: 0.9, Gamma: 0.2",1,11,0,36,77.08333333,10,40,,,
"Nu: 0.9, Gamma: 0.5",1,11,0,36,77.08333333,10,40,,,
"Nu: 0.9, Gamma: 0.7",1,11,0,36,77.08333333,10,40,,,
"Nu: 0.9, Gamma: 0.9",1,11,0,36,77.08333333,10,40,,,
