Features: 16,,,,,,,,,,,,
Target Class: blackscholes,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,94.08284024,31,2924,2193
"Nu: 6e-05, Gamma: 0.7",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 6e-05, Gamma: 0.9",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 6e-05, Gamma: 0.99",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 7e-05, Gamma: 1e-05",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 7e-05, Gamma: 2e-05",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 7e-05, Gamma: 3e-05",145,15,159,19,48.52071006,10,40,,,,,
"Nu: 7e-05, Gamma: 4e-05",166,19,138,15,53.55029586,10,40,,,,,
"Nu: 7e-05, Gamma: 5e-05",192,20,112,14,60.94674556,10,40,,,,,
"Nu: 7e-05, Gamma: 6e-05",211,23,93,11,65.68047337,10,40,,,,,
"Nu: 7e-05, Gamma: 7e-05",226,23,78,11,70.1183432,10,40,,,,,
"Nu: 7e-05, Gamma: 8e-05",247,27,57,7,75.14792899,10,40,,,,,
"Nu: 7e-05, Gamma: 9e-05",252,28,52,6,76.33136095,10,40,,,,,
"Nu: 7e-05, Gamma: 0.0001",253,28,51,6,76.62721893,10,40,,,,,
"Nu: 7e-05, Gamma: 0.0002",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 7e-05, Gamma: 0.0003",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 7e-05, Gamma: 0.0004",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 7e-05, Gamma: 0.005",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 7e-05, Gamma: 0.05",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 7e-05, Gamma: 0.0625",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 7e-05, Gamma: 0.1",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 7e-05, Gamma: 0.2",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 7e-05, Gamma: 0.5",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 7e-05, Gamma: 0.7",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 7e-05, Gamma: 0.9",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 7e-05, Gamma: 0.99",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 8e-05, Gamma: 1e-05",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 8e-05, Gamma: 2e-05",188,16,116,18,60.94674556,10,40,,,,,
"Nu: 8e-05, Gamma: 3e-05",145,15,159,19,48.52071006,10,40,,,,,
"Nu: 8e-05, Gamma: 4e-05",166,19,138,15,53.55029586,10,40,,,,,
"Nu: 8e-05, Gamma: 5e-05",192,20,112,14,60.94674556,10,40,,,,,
"Nu: 8e-05, Gamma: 6e-05",211,23,93,11,65.68047337,10,40,,,,,
"Nu: 8e-05, Gamma: 7e-05",226,23,78,11,70.1183432,10,40,,,,,
"Nu: 8e-05, Gamma: 8e-05",247,27,57,7,75.14792899,10,40,,,,,
"Nu: 8e-05, Gamma: 9e-05",252,28,52,6,76.33136095,10,40,,,,,
"Nu: 8e-05, Gamma: 0.0001",253,28,51,6,76.62721893,10,40,,,,,
"Nu: 8e-05, Gamma: 0.0002",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 8e-05, Gamma: 0.0003",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 8e-05, Gamma: 0.0004",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 8e-05, Gamma: 0.005",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 8e-05, Gamma: 0.05",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 8e-05, Gamma: 0.0625",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 8e-05, Gamma: 0.1",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 8e-05, Gamma: 0.2",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 8e-05, Gamma: 0.5",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 8e-05, Gamma: 0.7",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 8e-05, Gamma: 0.9",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 8e-05, Gamma: 0.99",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 9e-05, Gamma: 1e-05",304,31,0,3,90.82840237,10,40,,,,,
"Nu: 9e-05, Gamma: 2e-05",187,14,117,20,61.24260355,10,40,,,,,
"Nu: 9e-05, Gamma: 3e-05",145,15,159,19,48.52071006,10,40,,,,,
"Nu: 9e-05, Gamma: 4e-05",166,19,138,15,53.55029586,10,40,,,,,
"Nu: 9e-05, Gamma: 5e-05",192,20,112,14,60.94674556,10,40,,,,,
"Nu: 9e-05, Gamma: 6e-05",211,23,93,11,65.68047337,10,40,,,,,
"Nu: 9e-05, Gamma: 7e-05",226,23,78,11,70.1183432,10,40,,,,,
"Nu: 9e-05, Gamma: 8e-05",247,27,57,7,75.14792899,10,40,,,,,
"Nu: 9e-05, Gamma: 9e-05",252,28,52,6,76.33136095,10,40,,,,,
"Nu: 9e-05, Gamma: 0.0001",253,28,51,6,76.62721893,10,40,,,,,
"Nu: 9e-05, Gamma: 0.0002",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 9e-05, Gamma: 0.0003",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 9e-05, Gamma: 0.0004",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 9e-05, Gamma: 0.005",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 9e-05, Gamma: 0.05",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 9e-05, Gamma: 0.0625",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 9e-05, Gamma: 0.1",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 9e-05, Gamma: 0.2",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 9e-05, Gamma: 0.5",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 9e-05, Gamma: 0.7",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 9e-05, Gamma: 0.9",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 9e-05, Gamma: 0.99",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.0001, Gamma: 1e-05",304,31,0,3,90.82840237,10,40,,,,,
"Nu: 0.0001, Gamma: 2e-05",187,14,117,20,61.24260355,10,40,,,,,
"Nu: 0.0001, Gamma: 3e-05",145,15,159,19,48.52071006,10,40,,,,,
"Nu: 0.0001, Gamma: 4e-05",166,19,138,15,53.55029586,10,40,,,,,
"Nu: 0.0001, Gamma: 5e-05",192,20,112,14,60.94674556,10,40,,,,,
"Nu: 0.0001, Gamma: 6e-05",211,23,93,11,65.68047337,10,40,,,,,
"Nu: 0.0001, Gamma: 7e-05",226,23,78,11,70.1183432,10,40,,,,,
"Nu: 0.0001, Gamma: 8e-05",247,27,57,7,75.14792899,10,40,,,,,
"Nu: 0.0001, Gamma: 9e-05",252,28,52,6,76.33136095,10,40,,,,,
"Nu: 0.0001, Gamma: 0.0001",253,28,51,6,76.62721893,10,40,,,,,
"Nu: 0.0001, Gamma: 0.0002",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.0001, Gamma: 0.0003",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.0001, Gamma: 0.0004",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.0001, Gamma: 0.005",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.0001, Gamma: 0.05",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.0001, Gamma: 0.0625",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.0001, Gamma: 0.1",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.0001, Gamma: 0.2",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.0001, Gamma: 0.5",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.0001, Gamma: 0.7",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.0001, Gamma: 0.9",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.0001, Gamma: 0.99",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.0002, Gamma: 1e-05",304,26,0,8,92.30769231,10,40,,,,,
"Nu: 0.0002, Gamma: 2e-05",304,30,0,4,91.12426036,10,40,,,,,
"Nu: 0.0002, Gamma: 3e-05",162,18,142,16,52.66272189,10,40,,,,,
"Nu: 0.0002, Gamma: 4e-05",131,20,173,14,42.89940828,10,40,,,,,
"Nu: 0.0002, Gamma: 5e-05",301,29,3,5,90.53254438,10,40,,,,,
"Nu: 0.0002, Gamma: 6e-05",148,15,156,19,49.40828402,10,40,,,,,
"Nu: 0.0002, Gamma: 7e-05",156,17,148,17,51.18343195,10,40,,,,,
"Nu: 0.0002, Gamma: 8e-05",159,18,145,16,51.77514793,10,40,,,,,
"Nu: 0.0002, Gamma: 9e-05",167,21,137,13,53.25443787,10,40,,,,,
"Nu: 0.0002, Gamma: 0.0001",171,22,133,12,54.14201183,10,40,,,,,
"Nu: 0.0002, Gamma: 0.0002",304,33,0,1,90.23668639,10,40,,,,,
"Nu: 0.0002, Gamma: 0.0003",252,26,52,8,76.92307692,10,40,,,,,
"Nu: 0.0002, Gamma: 0.0004",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.0002, Gamma: 0.005",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.0002, Gamma: 0.05",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.0002, Gamma: 0.0625",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.0002, Gamma: 0.1",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.0002, Gamma: 0.2",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.0002, Gamma: 0.5",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.0002, Gamma: 0.7",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.0002, Gamma: 0.9",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.0002, Gamma: 0.99",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.0003, Gamma: 1e-05",304,22,0,12,93.49112426,10,40,,,,,
"Nu: 0.0003, Gamma: 2e-05",264,23,40,11,81.36094675,10,40,,,,,
"Nu: 0.0003, Gamma: 3e-05",128,15,176,19,43.49112426,10,40,,,,,
"Nu: 0.0003, Gamma: 4e-05",157,17,147,17,51.47928994,10,40,,,,,
"Nu: 0.0003, Gamma: 5e-05",167,19,137,15,53.84615385,10,40,,,,,
"Nu: 0.0003, Gamma: 6e-05",167,17,137,17,54.43786982,10,40,,,,,
"Nu: 0.0003, Gamma: 7e-05",152,15,152,19,50.59171598,10,40,,,,,
"Nu: 0.0003, Gamma: 8e-05",166,20,138,14,53.25443787,10,40,,,,,
"Nu: 0.0003, Gamma: 9e-05",304,30,0,4,91.12426036,10,40,,,,,
"Nu: 0.0003, Gamma: 0.0001",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.0003, Gamma: 0.0002",304,30,0,4,91.12426036,10,40,,,,,
"Nu: 0.0003, Gamma: 0.0003",302,34,2,0,89.34911243,10,40,,,,,
"Nu: 0.0003, Gamma: 0.0004",284,30,20,4,85.20710059,10,40,,,,,
"Nu: 0.0003, Gamma: 0.005",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.0003, Gamma: 0.05",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.0003, Gamma: 0.0625",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.0003, Gamma: 0.1",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.0003, Gamma: 0.2",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.0003, Gamma: 0.5",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.0003, Gamma: 0.7",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.0003, Gamma: 0.9",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.0003, Gamma: 0.99",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.0004, Gamma: 1e-05",304,22,0,12,93.49112426,10,40,,,,,
"Nu: 0.0004, Gamma: 2e-05",129,10,175,24,45.26627219,10,40,,,,,
"Nu: 0.0004, Gamma: 3e-05",142,11,162,23,48.81656805,10,40,,,,,
"Nu: 0.0004, Gamma: 4e-05",154,15,150,19,51.18343195,10,40,,,,,
"Nu: 0.0004, Gamma: 5e-05",152,17,152,17,50,10,40,,,,,
"Nu: 0.0004, Gamma: 6e-05",167,17,137,17,54.43786982,10,40,,,,,
"Nu: 0.0004, Gamma: 7e-05",199,16,105,18,64.20118343,10,40,,,,,
"Nu: 0.0004, Gamma: 8e-05",300,25,4,9,91.42011834,10,40,,,,,
"Nu: 0.0004, Gamma: 9e-05",170,16,134,18,55.62130178,10,40,,,,,
"Nu: 0.0004, Gamma: 0.0001",178,18,126,16,57.3964497,10,40,,,,,
"Nu: 0.0004, Gamma: 0.0002",191,19,113,15,60.94674556,10,40,,,,,
"Nu: 0.0004, Gamma: 0.0003",191,23,113,11,59.76331361,10,40,,,,,
"Nu: 0.0004, Gamma: 0.0004",213,20,91,14,67.15976331,10,40,,,,,
"Nu: 0.0004, Gamma: 0.005",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.0004, Gamma: 0.05",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.0004, Gamma: 0.0625",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.0004, Gamma: 0.1",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.0004, Gamma: 0.2",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.0004, Gamma: 0.5",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.0004, Gamma: 0.7",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.0004, Gamma: 0.9",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.0004, Gamma: 0.99",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.005, Gamma: 1e-05",120,10,184,24,42.6035503,10,40,,,,,
"Nu: 0.005, Gamma: 2e-05",138,10,166,24,47.92899408,10,40,,,,,
"Nu: 0.005, Gamma: 3e-05",137,11,167,23,47.33727811,10,40,,,,,
"Nu: 0.005, Gamma: 4e-05",192,16,112,18,62.13017751,10,40,,,,,
"Nu: 0.005, Gamma: 5e-05",147,13,157,21,49.70414201,10,40,,,,,
"Nu: 0.005, Gamma: 6e-05",149,13,155,21,50.29585799,10,40,,,,,
"Nu: 0.005, Gamma: 7e-05",201,17,103,17,64.49704142,10,40,,,,,
"Nu: 0.005, Gamma: 8e-05",204,18,100,16,65.0887574,10,40,,,,,
"Nu: 0.005, Gamma: 9e-05",204,18,100,16,65.0887574,10,40,,,,,
"Nu: 0.005, Gamma: 0.0001",156,14,148,20,52.07100592,10,40,,,,,
"Nu: 0.005, Gamma: 0.0002",219,20,85,14,68.93491124,10,40,,,,,
"Nu: 0.005, Gamma: 0.0003",191,18,113,16,61.24260355,10,40,,,,,
"Nu: 0.005, Gamma: 0.0004",204,21,100,13,64.20118343,10,40,,,,,
"Nu: 0.005, Gamma: 0.005",301,27,3,7,91.12426036,10,40,,,,,
"Nu: 0.005, Gamma: 0.05",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.005, Gamma: 0.0625",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.005, Gamma: 0.1",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.005, Gamma: 0.2",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.005, Gamma: 0.5",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.005, Gamma: 0.7",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.005, Gamma: 0.9",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.005, Gamma: 0.99",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.05, Gamma: 1e-05",123,10,181,24,43.49112426,10,40,,,,,
"Nu: 0.05, Gamma: 2e-05",187,15,117,19,60.94674556,10,40,,,,,
"Nu: 0.05, Gamma: 3e-05",186,15,118,19,60.65088757,10,40,,,,,
"Nu: 0.05, Gamma: 4e-05",143,12,161,22,48.81656805,10,40,,,,,
"Nu: 0.05, Gamma: 5e-05",197,16,107,18,63.60946746,10,40,,,,,
"Nu: 0.05, Gamma: 6e-05",151,13,153,21,50.88757396,10,40,,,,,
"Nu: 0.05, Gamma: 7e-05",152,13,152,21,51.18343195,10,40,,,,,
"Nu: 0.05, Gamma: 8e-05",153,14,151,20,51.18343195,10,40,,,,,
"Nu: 0.05, Gamma: 9e-05",155,14,149,20,51.77514793,10,40,,,,,
"Nu: 0.05, Gamma: 0.0001",156,14,148,20,52.07100592,10,40,,,,,
"Nu: 0.05, Gamma: 0.0002",171,15,133,19,56.21301775,10,40,,,,,
"Nu: 0.05, Gamma: 0.0003",193,18,111,16,61.83431953,10,40,,,,,
"Nu: 0.05, Gamma: 0.0004",204,18,100,16,65.0887574,10,40,,,,,
"Nu: 0.05, Gamma: 0.005",301,27,3,7,91.12426036,10,40,,,,,
"Nu: 0.05, Gamma: 0.05",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.05, Gamma: 0.0625",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.05, Gamma: 0.1",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.05, Gamma: 0.2",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.05, Gamma: 0.5",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.05, Gamma: 0.7",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.05, Gamma: 0.9",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.05, Gamma: 0.99",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.0625, Gamma: 1e-05",123,10,181,24,43.49112426,10,40,,,,,
"Nu: 0.0625, Gamma: 2e-05",187,15,117,19,60.94674556,10,40,,,,,
"Nu: 0.0625, Gamma: 3e-05",186,15,118,19,60.65088757,10,40,,,,,
"Nu: 0.0625, Gamma: 4e-05",191,16,113,18,61.83431953,10,40,,,,,
"Nu: 0.0625, Gamma: 5e-05",149,12,155,22,50.59171598,10,40,,,,,
"Nu: 0.0625, Gamma: 6e-05",151,13,153,21,50.88757396,10,40,,,,,
"Nu: 0.0625, Gamma: 7e-05",152,13,152,21,51.18343195,10,40,,,,,
"Nu: 0.0625, Gamma: 8e-05",153,14,151,20,51.18343195,10,40,,,,,
"Nu: 0.0625, Gamma: 9e-05",203,18,101,16,64.79289941,10,40,,,,,
"Nu: 0.0625, Gamma: 0.0001",204,18,100,16,65.0887574,10,40,,,,,
"Nu: 0.0625, Gamma: 0.0002",219,19,85,15,69.23076923,10,40,,,,,
"Nu: 0.0625, Gamma: 0.0003",241,22,63,12,74.85207101,10,40,,,,,
"Nu: 0.0625, Gamma: 0.0004",252,22,52,12,78.10650888,10,40,,,,,
"Nu: 0.0625, Gamma: 0.005",253,23,51,11,78.10650888,10,40,,,,,
"Nu: 0.0625, Gamma: 0.05",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.0625, Gamma: 0.0625",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.0625, Gamma: 0.1",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.0625, Gamma: 0.2",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.0625, Gamma: 0.5",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.0625, Gamma: 0.7",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.0625, Gamma: 0.9",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.0625, Gamma: 0.99",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.1, Gamma: 1e-05",123,10,181,24,43.49112426,10,40,,,,,
"Nu: 0.1, Gamma: 2e-05",187,15,117,19,60.94674556,10,40,,,,,
"Nu: 0.1, Gamma: 3e-05",138,11,166,23,47.63313609,10,40,,,,,
"Nu: 0.1, Gamma: 4e-05",191,16,113,18,61.83431953,10,40,,,,,
"Nu: 0.1, Gamma: 5e-05",197,16,107,18,63.60946746,10,40,,,,,
"Nu: 0.1, Gamma: 6e-05",199,17,105,17,63.90532544,10,40,,,,,
"Nu: 0.1, Gamma: 7e-05",152,13,152,21,51.18343195,10,40,,,,,
"Nu: 0.1, Gamma: 8e-05",201,18,103,16,64.20118343,10,40,,,,,
"Nu: 0.1, Gamma: 9e-05",203,18,101,16,64.79289941,10,40,,,,,
"Nu: 0.1, Gamma: 0.0001",204,18,100,16,65.0887574,10,40,,,,,
"Nu: 0.1, Gamma: 0.0002",219,19,85,15,69.23076923,10,40,,,,,
"Nu: 0.1, Gamma: 0.0003",193,18,111,16,61.83431953,10,40,,,,,
"Nu: 0.1, Gamma: 0.0004",204,18,100,16,65.0887574,10,40,,,,,
"Nu: 0.1, Gamma: 0.005",301,27,3,7,91.12426036,10,40,,,,,
"Nu: 0.1, Gamma: 0.05",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.1, Gamma: 0.0625",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.1, Gamma: 0.1",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.1, Gamma: 0.2",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.1, Gamma: 0.5",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.1, Gamma: 0.7",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.1, Gamma: 0.9",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.1, Gamma: 0.99",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.2, Gamma: 1e-05",178,17,126,17,57.69230769,10,40,,,,,
"Nu: 0.2, Gamma: 2e-05",186,16,118,18,60.35502959,10,40,,,,,
"Nu: 0.2, Gamma: 3e-05",186,17,118,17,60.0591716,10,40,,,,,
"Nu: 0.2, Gamma: 4e-05",192,17,112,17,61.83431953,10,40,,,,,
"Nu: 0.2, Gamma: 5e-05",197,17,107,17,63.31360947,10,40,,,,,
"Nu: 0.2, Gamma: 6e-05",151,13,153,21,50.88757396,10,40,,,,,
"Nu: 0.2, Gamma: 7e-05",152,14,152,20,50.88757396,10,40,,,,,
"Nu: 0.2, Gamma: 8e-05",153,14,151,20,51.18343195,10,40,,,,,
"Nu: 0.2, Gamma: 9e-05",203,18,101,16,64.79289941,10,40,,,,,
"Nu: 0.2, Gamma: 0.0001",204,18,100,16,65.0887574,10,40,,,,,
"Nu: 0.2, Gamma: 0.0002",171,15,133,19,56.21301775,10,40,,,,,
"Nu: 0.2, Gamma: 0.0003",241,22,63,12,74.85207101,10,40,,,,,
"Nu: 0.2, Gamma: 0.0004",252,22,52,12,78.10650888,10,40,,,,,
"Nu: 0.2, Gamma: 0.005",253,23,51,11,78.10650888,10,40,,,,,
"Nu: 0.2, Gamma: 0.05",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.2, Gamma: 0.0625",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.2, Gamma: 0.1",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.2, Gamma: 0.2",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.2, Gamma: 0.5",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.2, Gamma: 0.7",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.2, Gamma: 0.9",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.2, Gamma: 0.99",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.5, Gamma: 1e-05",206,20,98,14,65.0887574,10,40,,,,,
"Nu: 0.5, Gamma: 2e-05",177,18,127,16,57.10059172,10,40,,,,,
"Nu: 0.5, Gamma: 3e-05",231,24,73,10,71.30177515,10,40,,,,,
"Nu: 0.5, Gamma: 4e-05",239,24,65,10,73.66863905,10,40,,,,,
"Nu: 0.5, Gamma: 5e-05",195,20,109,14,61.83431953,10,40,,,,,
"Nu: 0.5, Gamma: 6e-05",248,24,56,10,76.33136095,10,40,,,,,
"Nu: 0.5, Gamma: 7e-05",205,20,99,14,64.79289941,10,40,,,,,
"Nu: 0.5, Gamma: 8e-05",255,24,49,10,78.40236686,10,40,,,,,
"Nu: 0.5, Gamma: 9e-05",208,20,96,14,65.68047337,10,40,,,,,
"Nu: 0.5, Gamma: 0.0001",208,20,96,14,65.68047337,10,40,,,,,
"Nu: 0.5, Gamma: 0.0002",261,24,43,10,80.17751479,10,40,,,,,
"Nu: 0.5, Gamma: 0.0003",215,21,89,13,67.4556213,10,40,,,,,
"Nu: 0.5, Gamma: 0.0004",266,25,38,9,81.36094675,10,40,,,,,
"Nu: 0.5, Gamma: 0.005",301,27,3,7,91.12426036,10,40,,,,,
"Nu: 0.5, Gamma: 0.05",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.5, Gamma: 0.0625",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.5, Gamma: 0.1",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.5, Gamma: 0.2",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.5, Gamma: 0.5",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.5, Gamma: 0.7",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.5, Gamma: 0.9",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.5, Gamma: 0.99",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.7, Gamma: 1e-05",270,25,34,9,82.5443787,10,40,,,,,
"Nu: 0.7, Gamma: 2e-05",271,24,33,10,83.13609467,10,40,,,,,
"Nu: 0.7, Gamma: 3e-05",270,24,34,10,82.84023669,10,40,,,,,
"Nu: 0.7, Gamma: 4e-05",271,24,33,10,83.13609467,10,40,,,,,
"Nu: 0.7, Gamma: 5e-05",271,24,33,10,83.13609467,10,40,,,,,
"Nu: 0.7, Gamma: 6e-05",274,24,30,10,84.02366864,10,40,,,,,
"Nu: 0.7, Gamma: 7e-05",276,26,28,8,84.02366864,10,40,,,,,
"Nu: 0.7, Gamma: 8e-05",277,26,27,8,84.31952663,10,40,,,,,
"Nu: 0.7, Gamma: 9e-05",277,27,27,7,84.02366864,10,40,,,,,
"Nu: 0.7, Gamma: 0.0001",277,27,27,7,84.02366864,10,40,,,,,
"Nu: 0.7, Gamma: 0.0002",232,23,72,11,71.89349112,10,40,,,,,
"Nu: 0.7, Gamma: 0.0003",241,23,63,11,74.55621302,10,40,,,,,
"Nu: 0.7, Gamma: 0.0004",292,26,12,8,88.75739645,10,40,,,,,
"Nu: 0.7, Gamma: 0.005",254,24,50,10,78.10650888,10,40,,,,,
"Nu: 0.7, Gamma: 0.05",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.7, Gamma: 0.0625",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.7, Gamma: 0.1",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.7, Gamma: 0.2",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.7, Gamma: 0.5",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.7, Gamma: 0.7",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.7, Gamma: 0.9",304,34,0,0,89.9408284,10,40,,,,,
"Nu: 0.7, Gamma: 0.99",256,30,48,4,76.92307692,10,40,,,,,
"Nu: 0.9, Gamma: 1e-05",295,31,9,3,88.16568047,10,40,,,,,
"Nu: 0.9, Gamma: 2e-05",293,33,11,1,86.98224852,10,40,,,,,
"Nu: 0.9, Gamma: 3e-05",294,33,10,1,87.27810651,10,40,,,,,
"Nu: 0.9, Gamma: 4e-05",293,33,11,1,86.98224852,10,40,,,,,
