Features: 16,,,,,,,,,,,,
Target Class: blackscholes,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,94.08284024,31,2924,2193
"Nu: 0.0004, Gamma: 0.5",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.0004, Gamma: 0.7",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.0004, Gamma: 0.9",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.0004, Gamma: 0.99",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.005, Gamma: 1e-05",120,3,184,31,44.67455621,40,40,,,,,
"Nu: 0.005, Gamma: 2e-05",137,3,167,31,49.70414201,40,40,,,,,
"Nu: 0.005, Gamma: 3e-05",186,9,118,25,62.4260355,40,40,,,,,
"Nu: 0.005, Gamma: 4e-05",192,11,112,23,63.60946746,40,40,,,,,
"Nu: 0.005, Gamma: 5e-05",198,11,106,23,65.38461538,40,40,,,,,
"Nu: 0.005, Gamma: 6e-05",198,11,106,23,65.38461538,40,40,,,,,
"Nu: 0.005, Gamma: 7e-05",152,5,152,29,53.55029586,40,40,,,,,
"Nu: 0.005, Gamma: 8e-05",155,5,149,29,54.43786982,40,40,,,,,
"Nu: 0.005, Gamma: 9e-05",206,11,98,23,67.75147929,40,40,,,,,
"Nu: 0.005, Gamma: 0.0001",207,12,97,22,67.75147929,40,40,,,,,
"Nu: 0.005, Gamma: 0.0002",171,11,133,23,57.3964497,40,40,,,,,
"Nu: 0.005, Gamma: 0.0003",241,20,63,14,75.44378698,40,40,,,,,
"Nu: 0.005, Gamma: 0.0004",253,20,51,14,78.99408284,40,40,,,,,
"Nu: 0.005, Gamma: 0.005",301,29,3,5,90.53254438,40,40,,,,,
"Nu: 0.005, Gamma: 0.05",304,32,0,2,90.53254438,40,40,,,,,
"Nu: 0.005, Gamma: 0.0625",304,32,0,2,90.53254438,40,40,,,,,
"Nu: 0.005, Gamma: 0.1",256,27,48,7,77.81065089,40,40,,,,,
"Nu: 0.005, Gamma: 0.2",256,28,48,6,77.5147929,40,40,,,,,
"Nu: 0.005, Gamma: 0.5",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.005, Gamma: 0.7",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.005, Gamma: 0.9",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.005, Gamma: 0.99",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.05, Gamma: 1e-05",170,9,134,25,57.69230769,40,40,,,,,
"Nu: 0.05, Gamma: 2e-05",139,4,165,30,50,40,40,,,,,
"Nu: 0.05, Gamma: 3e-05",138,3,166,31,50,40,40,,,,,
"Nu: 0.05, Gamma: 4e-05",143,5,161,29,50.88757396,40,40,,,,,
"Nu: 0.05, Gamma: 5e-05",197,11,107,23,65.0887574,40,40,,,,,
"Nu: 0.05, Gamma: 6e-05",199,11,105,23,65.68047337,40,40,,,,,
"Nu: 0.05, Gamma: 7e-05",200,11,104,23,65.97633136,40,40,,,,,
"Nu: 0.05, Gamma: 8e-05",201,11,103,23,66.27218935,40,40,,,,,
"Nu: 0.05, Gamma: 9e-05",154,5,150,29,54.14201183,40,40,,,,,
"Nu: 0.05, Gamma: 0.0001",157,6,147,28,54.73372781,40,40,,,,,
"Nu: 0.05, Gamma: 0.0002",171,9,133,25,57.98816568,40,40,,,,,
"Nu: 0.05, Gamma: 0.0003",193,13,111,21,63.31360947,40,40,,,,,
"Nu: 0.05, Gamma: 0.0004",252,20,52,14,78.69822485,40,40,,,,,
"Nu: 0.05, Gamma: 0.005",301,29,3,5,90.53254438,40,40,,,,,
"Nu: 0.05, Gamma: 0.05",256,27,48,7,77.81065089,40,40,,,,,
"Nu: 0.05, Gamma: 0.0625",256,27,48,7,77.81065089,40,40,,,,,
"Nu: 0.05, Gamma: 0.1",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.05, Gamma: 0.2",256,28,48,6,77.5147929,40,40,,,,,
"Nu: 0.05, Gamma: 0.5",256,28,48,6,77.5147929,40,40,,,,,
"Nu: 0.05, Gamma: 0.7",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.05, Gamma: 0.9",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.05, Gamma: 0.99",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.0625, Gamma: 1e-05",122,3,182,31,45.26627219,40,40,,,,,
"Nu: 0.0625, Gamma: 2e-05",187,10,117,24,62.4260355,40,40,,,,,
"Nu: 0.0625, Gamma: 3e-05",138,3,166,31,50,40,40,,,,,
"Nu: 0.0625, Gamma: 4e-05",191,11,113,23,63.31360947,40,40,,,,,
"Nu: 0.0625, Gamma: 5e-05",197,11,107,23,65.0887574,40,40,,,,,
"Nu: 0.0625, Gamma: 6e-05",199,11,105,23,65.68047337,40,40,,,,,
"Nu: 0.0625, Gamma: 7e-05",200,11,104,23,65.97633136,40,40,,,,,
"Nu: 0.0625, Gamma: 8e-05",201,11,103,23,66.27218935,40,40,,,,,
"Nu: 0.0625, Gamma: 9e-05",202,11,102,23,66.56804734,40,40,,,,,
"Nu: 0.0625, Gamma: 0.0001",205,12,99,22,67.15976331,40,40,,,,,
"Nu: 0.0625, Gamma: 0.0002",171,9,133,25,57.98816568,40,40,,,,,
"Nu: 0.0625, Gamma: 0.0003",241,19,63,15,75.73964497,40,40,,,,,
"Nu: 0.0625, Gamma: 0.0004",252,20,52,14,78.69822485,40,40,,,,,
"Nu: 0.0625, Gamma: 0.005",253,22,51,12,78.40236686,40,40,,,,,
"Nu: 0.0625, Gamma: 0.05",256,27,48,7,77.81065089,40,40,,,,,
"Nu: 0.0625, Gamma: 0.0625",304,33,0,1,90.23668639,40,40,,,,,
"Nu: 0.0625, Gamma: 0.1",256,27,48,7,77.81065089,40,40,,,,,
"Nu: 0.0625, Gamma: 0.2",256,28,48,6,77.5147929,40,40,,,,,
"Nu: 0.0625, Gamma: 0.5",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.0625, Gamma: 0.7",256,28,48,6,77.5147929,40,40,,,,,
"Nu: 0.0625, Gamma: 0.9",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.0625, Gamma: 0.99",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.1, Gamma: 1e-05",122,3,182,31,45.26627219,40,40,,,,,
"Nu: 0.1, Gamma: 2e-05",187,10,117,24,62.4260355,40,40,,,,,
"Nu: 0.1, Gamma: 3e-05",186,9,118,25,62.4260355,40,40,,,,,
"Nu: 0.1, Gamma: 4e-05",143,5,161,29,50.88757396,40,40,,,,,
"Nu: 0.1, Gamma: 5e-05",149,5,155,29,52.66272189,40,40,,,,,
"Nu: 0.1, Gamma: 6e-05",151,5,153,29,53.25443787,40,40,,,,,
"Nu: 0.1, Gamma: 7e-05",152,5,152,29,53.55029586,40,40,,,,,
"Nu: 0.1, Gamma: 8e-05",153,5,151,29,53.84615385,40,40,,,,,
"Nu: 0.1, Gamma: 9e-05",154,5,150,29,54.14201183,40,40,,,,,
"Nu: 0.1, Gamma: 0.0001",205,12,99,22,67.15976331,40,40,,,,,
"Nu: 0.1, Gamma: 0.0002",219,15,85,19,70.41420118,40,40,,,,,
"Nu: 0.1, Gamma: 0.0003",241,19,63,15,75.73964497,40,40,,,,,
"Nu: 0.1, Gamma: 0.0004",252,20,52,14,78.69822485,40,40,,,,,
"Nu: 0.1, Gamma: 0.005",301,28,3,6,90.82840237,40,40,,,,,
"Nu: 0.1, Gamma: 0.05",304,33,0,1,90.23668639,40,40,,,,,
"Nu: 0.1, Gamma: 0.0625",304,33,0,1,90.23668639,40,40,,,,,
"Nu: 0.1, Gamma: 0.1",256,27,48,7,77.81065089,40,40,,,,,
"Nu: 0.1, Gamma: 0.2",256,28,48,6,77.5147929,40,40,,,,,
"Nu: 0.1, Gamma: 0.5",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.1, Gamma: 0.7",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.1, Gamma: 0.9",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.1, Gamma: 0.99",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.2, Gamma: 1e-05",178,10,126,24,59.76331361,40,40,,,,,
"Nu: 0.2, Gamma: 2e-05",186,12,118,22,61.53846154,40,40,,,,,
"Nu: 0.2, Gamma: 3e-05",138,6,166,28,49.11242604,40,40,,,,,
"Nu: 0.2, Gamma: 4e-05",191,12,113,22,63.01775148,40,40,,,,,
"Nu: 0.2, Gamma: 5e-05",197,11,107,23,65.0887574,40,40,,,,,
"Nu: 0.2, Gamma: 6e-05",199,11,105,23,65.68047337,40,40,,,,,
"Nu: 0.2, Gamma: 7e-05",152,5,152,29,53.55029586,40,40,,,,,
"Nu: 0.2, Gamma: 8e-05",153,5,151,29,53.84615385,40,40,,,,,
"Nu: 0.2, Gamma: 9e-05",202,11,102,23,66.56804734,40,40,,,,,
"Nu: 0.2, Gamma: 0.0001",205,12,99,22,67.15976331,40,40,,,,,
"Nu: 0.2, Gamma: 0.0002",219,15,85,19,70.41420118,40,40,,,,,
"Nu: 0.2, Gamma: 0.0003",241,19,63,15,75.73964497,40,40,,,,,
"Nu: 0.2, Gamma: 0.0004",252,20,52,14,78.69822485,40,40,,,,,
"Nu: 0.2, Gamma: 0.005",301,28,3,6,90.82840237,40,40,,,,,
"Nu: 0.2, Gamma: 0.05",304,33,0,1,90.23668639,40,40,,,,,
"Nu: 0.2, Gamma: 0.0625",256,27,48,7,77.81065089,40,40,,,,,
"Nu: 0.2, Gamma: 0.1",256,27,48,7,77.81065089,40,40,,,,,
"Nu: 0.2, Gamma: 0.2",256,28,48,6,77.5147929,40,40,,,,,
"Nu: 0.2, Gamma: 0.5",256,28,48,6,77.5147929,40,40,,,,,
"Nu: 0.2, Gamma: 0.7",256,28,48,6,77.5147929,40,40,,,,,
"Nu: 0.2, Gamma: 0.9",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.2, Gamma: 0.99",256,28,48,6,77.5147929,40,40,,,,,
"Nu: 0.5, Gamma: 1e-05",205,17,99,17,65.68047337,40,40,,,,,
"Nu: 0.5, Gamma: 2e-05",173,12,131,22,57.69230769,40,40,,,,,
"Nu: 0.5, Gamma: 3e-05",228,18,76,16,72.18934911,40,40,,,,,
"Nu: 0.5, Gamma: 4e-05",184,12,120,22,60.94674556,40,40,,,,,
"Nu: 0.5, Gamma: 5e-05",184,12,120,22,60.94674556,40,40,,,,,
"Nu: 0.5, Gamma: 6e-05",236,18,68,16,74.55621302,40,40,,,,,
"Nu: 0.5, Gamma: 7e-05",192,12,112,22,63.31360947,40,40,,,,,
"Nu: 0.5, Gamma: 8e-05",194,13,110,21,63.60946746,40,40,,,,,
"Nu: 0.5, Gamma: 9e-05",200,13,104,21,65.38461538,40,40,,,,,
"Nu: 0.5, Gamma: 0.0001",203,13,101,21,66.27218935,40,40,,,,,
"Nu: 0.5, Gamma: 0.0002",256,20,48,14,79.8816568,40,40,,,,,
"Nu: 0.5, Gamma: 0.0003",260,20,44,14,81.06508876,40,40,,,,,
"Nu: 0.5, Gamma: 0.0004",215,14,89,20,69.52662722,40,40,,,,,
"Nu: 0.5, Gamma: 0.005",253,22,51,12,78.40236686,40,40,,,,,
"Nu: 0.5, Gamma: 0.05",304,33,0,1,90.23668639,40,40,,,,,
"Nu: 0.5, Gamma: 0.0625",304,33,0,1,90.23668639,40,40,,,,,
"Nu: 0.5, Gamma: 0.1",304,33,0,1,90.23668639,40,40,,,,,
"Nu: 0.5, Gamma: 0.2",256,28,48,6,77.5147929,40,40,,,,,
"Nu: 0.5, Gamma: 0.5",256,28,48,6,77.5147929,40,40,,,,,
"Nu: 0.5, Gamma: 0.7",256,28,48,6,77.5147929,40,40,,,,,
"Nu: 0.5, Gamma: 0.9",256,28,48,6,77.5147929,40,40,,,,,
"Nu: 0.5, Gamma: 0.99",256,28,48,6,77.5147929,40,40,,,,,
"Nu: 0.7, Gamma: 1e-05",270,24,34,10,82.84023669,40,40,,,,,
"Nu: 0.7, Gamma: 2e-05",270,24,34,10,82.84023669,40,40,,,,,
"Nu: 0.7, Gamma: 3e-05",272,27,32,7,82.5443787,40,40,,,,,
"Nu: 0.7, Gamma: 4e-05",271,26,33,8,82.5443787,40,40,,,,,
"Nu: 0.7, Gamma: 5e-05",271,25,33,9,82.84023669,40,40,,,,,
"Nu: 0.7, Gamma: 6e-05",273,25,31,9,83.43195266,40,40,,,,,
"Nu: 0.7, Gamma: 7e-05",275,25,29,9,84.02366864,40,40,,,,,
"Nu: 0.7, Gamma: 8e-05",276,25,28,9,84.31952663,40,40,,,,,
"Nu: 0.7, Gamma: 9e-05",276,25,28,9,84.31952663,40,40,,,,,
"Nu: 0.7, Gamma: 0.0001",277,26,27,8,84.31952663,40,40,,,,,
"Nu: 0.7, Gamma: 0.0002",232,20,72,14,72.78106509,40,40,,,,,
"Nu: 0.7, Gamma: 0.0003",288,26,16,8,87.5739645,40,40,,,,,
"Nu: 0.7, Gamma: 0.0004",292,27,12,7,88.46153846,40,40,,,,,
"Nu: 0.7, Gamma: 0.005",254,25,50,9,77.81065089,40,40,,,,,
"Nu: 0.7, Gamma: 0.05",304,33,0,1,90.23668639,40,40,,,,,
"Nu: 0.7, Gamma: 0.0625",304,33,0,1,90.23668639,40,40,,,,,
"Nu: 0.7, Gamma: 0.1",256,27,48,7,77.81065089,40,40,,,,,
"Nu: 0.7, Gamma: 0.2",256,28,48,6,77.5147929,40,40,,,,,
"Nu: 0.7, Gamma: 0.5",256,28,48,6,77.5147929,40,40,,,,,
"Nu: 0.7, Gamma: 0.7",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.7, Gamma: 0.9",256,28,48,6,77.5147929,40,40,,,,,
"Nu: 0.7, Gamma: 0.99",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.9, Gamma: 1e-05",298,32,6,2,88.75739645,40,40,,,,,
"Nu: 0.9, Gamma: 2e-05",292,31,12,3,87.27810651,40,40,,,,,
"Nu: 0.9, Gamma: 3e-05",293,32,11,2,87.27810651,40,40,,,,,
"Nu: 0.9, Gamma: 4e-05",294,32,10,2,87.5739645,40,40,,,,,
"Nu: 0.9, Gamma: 5e-05",294,32,10,2,87.5739645,40,40,,,,,
"Nu: 0.9, Gamma: 6e-05",296,32,8,2,88.16568047,40,40,,,,,
"Nu: 0.9, Gamma: 7e-05",296,32,8,2,88.16568047,40,40,,,,,
"Nu: 0.9, Gamma: 8e-05",296,32,8,2,88.16568047,40,40,,,,,
"Nu: 0.9, Gamma: 9e-05",296,32,8,2,88.16568047,40,40,,,,,
"Nu: 0.9, Gamma: 0.0001",296,32,8,2,88.16568047,40,40,,,,,
"Nu: 0.9, Gamma: 0.0002",298,33,6,1,88.46153846,40,40,,,,,
"Nu: 0.9, Gamma: 0.0003",299,34,5,0,88.46153846,40,40,,,,,
"Nu: 0.9, Gamma: 0.0004",300,33,4,1,89.05325444,40,40,,,,,
"Nu: 0.9, Gamma: 0.005",256,26,48,8,78.10650888,40,40,,,,,
"Nu: 0.9, Gamma: 0.05",304,33,0,1,90.23668639,40,40,,,,,
"Nu: 0.9, Gamma: 0.0625",256,27,48,7,77.81065089,40,40,,,,,
"Nu: 0.9, Gamma: 0.1",256,27,48,7,77.81065089,40,40,,,,,
"Nu: 0.9, Gamma: 0.2",256,28,48,6,77.5147929,40,40,,,,,
"Nu: 0.9, Gamma: 0.5",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.9, Gamma: 0.7",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.9, Gamma: 0.9",256,28,48,6,77.5147929,40,40,,,,,
"Nu: 0.9, Gamma: 0.99",256,28,48,6,77.5147929,40,40,,,,,
"Nu: 0.99, Gamma: 1e-05",304,33,0,1,90.23668639,40,40,,,,,
"Nu: 0.99, Gamma: 2e-05",304,33,0,1,90.23668639,40,40,,,,,
"Nu: 0.99, Gamma: 3e-05",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.99, Gamma: 4e-05",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.99, Gamma: 5e-05",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.99, Gamma: 6e-05",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.99, Gamma: 7e-05",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.99, Gamma: 8e-05",303,34,1,0,89.64497041,40,40,,,,,
"Nu: 0.99, Gamma: 9e-05",303,34,1,0,89.64497041,40,40,,,,,
"Nu: 0.99, Gamma: 0.0001",303,34,1,0,89.64497041,40,40,,,,,
"Nu: 0.99, Gamma: 0.0002",302,34,2,0,89.34911243,40,40,,,,,
"Nu: 0.99, Gamma: 0.0003",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.99, Gamma: 0.0004",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.99, Gamma: 0.005",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.99, Gamma: 0.05",256,28,48,6,77.5147929,40,40,,,,,
"Nu: 0.99, Gamma: 0.0625",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.99, Gamma: 0.1",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.99, Gamma: 0.2",256,28,48,6,77.5147929,40,40,,,,,
"Nu: 0.99, Gamma: 0.5",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.99, Gamma: 0.7",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.99, Gamma: 0.9",304,34,0,0,89.9408284,40,40,,,,,
"Nu: 0.99, Gamma: 0.99",304,34,0,0,89.9408284,40,40,,,,,
,,,,,,,,,,,,
Features: 16,,,,,,,,,,,,
Target Class: blackscholes,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,,,
"Nu: 5e-05, Gamma: 1e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 5e-05, Gamma: 2e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 5e-05, Gamma: 3e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 5e-05, Gamma: 4e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 5e-05, Gamma: 5e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 5e-05, Gamma: 6e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 5e-05, Gamma: 7e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 5e-05, Gamma: 8e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 5e-05, Gamma: 9e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 5e-05, Gamma: 0.0001",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 5e-05, Gamma: 0.0002",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 5e-05, Gamma: 0.0003",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 5e-05, Gamma: 0.0004",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 5e-05, Gamma: 0.005",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 5e-05, Gamma: 0.05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 5e-05, Gamma: 0.0625",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 5e-05, Gamma: 0.1",304,28,32,3,83.65122616,50,40,,,,,
"Nu: 5e-05, Gamma: 0.2",304,28,32,3,83.65122616,50,40,,,,,
"Nu: 5e-05, Gamma: 0.5",304,28,32,3,83.65122616,50,40,,,,,
"Nu: 5e-05, Gamma: 0.7",304,28,32,3,83.65122616,50,40,,,,,
"Nu: 5e-05, Gamma: 0.9",304,28,32,3,83.65122616,50,40,,,,,
"Nu: 5e-05, Gamma: 0.99",304,28,32,3,83.65122616,50,40,,,,,
"Nu: 6e-05, Gamma: 1e-05",134,13,202,18,41.41689373,50,40,,,,,
"Nu: 6e-05, Gamma: 2e-05",133,12,203,19,41.41689373,50,40,,,,,
"Nu: 6e-05, Gamma: 3e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 6e-05, Gamma: 4e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 6e-05, Gamma: 5e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 6e-05, Gamma: 6e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 6e-05, Gamma: 7e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 6e-05, Gamma: 8e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 6e-05, Gamma: 9e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 6e-05, Gamma: 0.0001",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 6e-05, Gamma: 0.0002",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 6e-05, Gamma: 0.0003",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 6e-05, Gamma: 0.0004",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 6e-05, Gamma: 0.005",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 6e-05, Gamma: 0.05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 6e-05, Gamma: 0.0625",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 6e-05, Gamma: 0.1",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 6e-05, Gamma: 0.2",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 6e-05, Gamma: 0.5",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 6e-05, Gamma: 0.7",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 6e-05, Gamma: 0.9",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 6e-05, Gamma: 0.99",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 7e-05, Gamma: 1e-05",116,12,220,19,36.78474114,50,40,,,,,
"Nu: 7e-05, Gamma: 2e-05",139,13,197,18,42.77929155,50,40,,,,,
"Nu: 7e-05, Gamma: 3e-05",333,24,3,7,92.64305177,50,40,,,,,
"Nu: 7e-05, Gamma: 4e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 7e-05, Gamma: 5e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 7e-05, Gamma: 6e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 7e-05, Gamma: 7e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 7e-05, Gamma: 8e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 7e-05, Gamma: 9e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 7e-05, Gamma: 0.0001",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 7e-05, Gamma: 0.0002",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 7e-05, Gamma: 0.0003",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 7e-05, Gamma: 0.0004",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 7e-05, Gamma: 0.005",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 7e-05, Gamma: 0.05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 7e-05, Gamma: 0.0625",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 7e-05, Gamma: 0.1",304,28,32,3,83.65122616,50,40,,,,,
"Nu: 7e-05, Gamma: 0.2",304,28,32,3,83.65122616,50,40,,,,,
"Nu: 7e-05, Gamma: 0.5",304,28,32,3,83.65122616,50,40,,,,,
"Nu: 7e-05, Gamma: 0.7",304,28,32,3,83.65122616,50,40,,,,,
"Nu: 7e-05, Gamma: 0.9",304,28,32,3,83.65122616,50,40,,,,,
"Nu: 7e-05, Gamma: 0.99",304,28,32,3,83.65122616,50,40,,,,,
"Nu: 8e-05, Gamma: 1e-05",118,12,218,19,37.32970027,50,40,,,,,
"Nu: 8e-05, Gamma: 2e-05",139,13,197,18,42.77929155,50,40,,,,,
"Nu: 8e-05, Gamma: 3e-05",333,24,3,7,92.64305177,50,40,,,,,
"Nu: 8e-05, Gamma: 4e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 8e-05, Gamma: 5e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 8e-05, Gamma: 6e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 8e-05, Gamma: 7e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 8e-05, Gamma: 8e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 8e-05, Gamma: 9e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 8e-05, Gamma: 0.0001",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 8e-05, Gamma: 0.0002",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 8e-05, Gamma: 0.0003",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 8e-05, Gamma: 0.0004",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 8e-05, Gamma: 0.005",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 8e-05, Gamma: 0.05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 8e-05, Gamma: 0.0625",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 8e-05, Gamma: 0.1",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 8e-05, Gamma: 0.2",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 8e-05, Gamma: 0.5",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 8e-05, Gamma: 0.7",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 8e-05, Gamma: 0.9",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 8e-05, Gamma: 0.99",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 9e-05, Gamma: 1e-05",107,10,229,21,34.8773842,50,40,,,,,
"Nu: 9e-05, Gamma: 2e-05",139,13,197,18,42.77929155,50,40,,,,,
"Nu: 9e-05, Gamma: 3e-05",333,24,3,7,92.64305177,50,40,,,,,
"Nu: 9e-05, Gamma: 4e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 9e-05, Gamma: 5e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 9e-05, Gamma: 6e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 9e-05, Gamma: 7e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 9e-05, Gamma: 8e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 9e-05, Gamma: 9e-05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 9e-05, Gamma: 0.0001",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 9e-05, Gamma: 0.0002",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 9e-05, Gamma: 0.0003",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 9e-05, Gamma: 0.0004",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 9e-05, Gamma: 0.005",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 9e-05, Gamma: 0.05",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 9e-05, Gamma: 0.0625",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 9e-05, Gamma: 0.1",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 9e-05, Gamma: 0.2",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 9e-05, Gamma: 0.5",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 9e-05, Gamma: 0.7",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 9e-05, Gamma: 0.9",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 9e-05, Gamma: 0.99",336,31,0,0,91.55313351,50,40,,,,,
"Nu: 0.0001, Gamma: 1e-05",107,10,229,21,34.8773842,50,40,,,,,
"Nu: 0.0001, Gamma: 2e-05",139,13,197,18,42.77929155,50,40,,,,,
