Features: 16,,,,,,,,,,
Target Class: bodytrack,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,97.6744186,27
"Nu: 0.99, Gamma: 0.0002",0,4,0,39,90.69767442,0,40,,,
"Nu: 0.99, Gamma: 0.0003",0,4,0,39,90.69767442,0,40,,,
"Nu: 0.99, Gamma: 0.0004",0,4,0,39,90.69767442,0,40,,,
"Nu: 0.99, Gamma: 0.005",0,4,0,39,90.69767442,0,40,,,
"Nu: 0.99, Gamma: 0.05",0,4,0,39,90.69767442,0,40,,,
"Nu: 0.99, Gamma: 0.0625",0,4,0,39,90.69767442,0,40,,,
"Nu: 0.99, Gamma: 0.1",1,3,0,39,93.02325581,0,40,,,
"Nu: 0.99, Gamma: 0.2",0,4,0,39,90.69767442,0,40,,,
"Nu: 0.99, Gamma: 0.5",0,4,0,39,90.69767442,0,40,,,
"Nu: 0.99, Gamma: 0.7",0,4,0,39,90.69767442,0,40,,,
"Nu: 0.99, Gamma: 0.9",0,4,0,39,90.69767442,0,40,,,
"Nu: 0.99, Gamma: 0.99",0,4,0,39,90.69767442,0,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: bodytrack,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.0001, Gamma: 0.005",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.0001, Gamma: 0.05",3,1,28,11,32.55813953,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.0001, Gamma: 0.1",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.0001, Gamma: 0.2",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.0001, Gamma: 0.5",3,1,14,25,65.11627907,10,40,,,
"Nu: 0.0001, Gamma: 0.7",3,1,12,27,69.76744186,10,40,,,
"Nu: 0.0001, Gamma: 0.9",3,1,7,32,81.39534884,10,40,,,
"Nu: 0.0001, Gamma: 0.99",3,1,5,34,86.04651163,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.0002, Gamma: 0.005",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.0002, Gamma: 0.05",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.0002, Gamma: 0.1",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.0002, Gamma: 0.2",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.0002, Gamma: 0.5",3,1,15,24,62.79069767,10,40,,,
"Nu: 0.0002, Gamma: 0.7",3,1,12,27,69.76744186,10,40,,,
"Nu: 0.0002, Gamma: 0.9",3,1,7,32,81.39534884,10,40,,,
"Nu: 0.0002, Gamma: 0.99",3,1,5,34,86.04651163,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.0003, Gamma: 0.005",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.0003, Gamma: 0.05",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.0003, Gamma: 0.1",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.0003, Gamma: 0.2",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.0003, Gamma: 0.5",3,1,15,24,62.79069767,10,40,,,
"Nu: 0.0003, Gamma: 0.7",3,1,12,27,69.76744186,10,40,,,
"Nu: 0.0003, Gamma: 0.9",3,1,7,32,81.39534884,10,40,,,
"Nu: 0.0003, Gamma: 0.99",3,1,5,34,86.04651163,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.0004, Gamma: 0.005",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.0004, Gamma: 0.05",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.0004, Gamma: 0.1",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.0004, Gamma: 0.2",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.0004, Gamma: 0.5",3,1,15,24,62.79069767,10,40,,,
"Nu: 0.0004, Gamma: 0.7",3,1,12,27,69.76744186,10,40,,,
"Nu: 0.0004, Gamma: 0.9",3,1,7,32,81.39534884,10,40,,,
"Nu: 0.0004, Gamma: 0.99",3,1,5,34,86.04651163,10,40,,,
"Nu: 0.005, Gamma: 0.0001",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.005, Gamma: 0.0002",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.005, Gamma: 0.0003",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.005, Gamma: 0.0004",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.005, Gamma: 0.005",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.005, Gamma: 0.05",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.005, Gamma: 0.0625",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.005, Gamma: 0.1",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.005, Gamma: 0.2",3,1,23,16,44.18604651,10,40,,,
"Nu: 0.005, Gamma: 0.5",3,1,15,24,62.79069767,10,40,,,
"Nu: 0.005, Gamma: 0.7",3,1,12,27,69.76744186,10,40,,,
"Nu: 0.005, Gamma: 0.9",3,1,7,32,81.39534884,10,40,,,
"Nu: 0.005, Gamma: 0.99",3,1,5,34,86.04651163,10,40,,,
"Nu: 0.05, Gamma: 0.0001",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.05, Gamma: 0.0002",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.05, Gamma: 0.0003",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.05, Gamma: 0.0004",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.05, Gamma: 0.005",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.05, Gamma: 0.05",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.05, Gamma: 0.0625",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.05, Gamma: 0.1",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.05, Gamma: 0.2",2,2,21,18,46.51162791,10,40,,,
"Nu: 0.05, Gamma: 0.5",2,2,12,27,67.44186047,10,40,,,
"Nu: 0.05, Gamma: 0.7",3,1,11,28,72.09302326,10,40,,,
"Nu: 0.05, Gamma: 0.9",3,1,5,34,86.04651163,10,40,,,
"Nu: 0.05, Gamma: 0.99",3,1,5,34,86.04651163,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.0625, Gamma: 0.005",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.0625, Gamma: 0.05",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.0625, Gamma: 0.1",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.0625, Gamma: 0.2",2,2,21,18,46.51162791,10,40,,,
"Nu: 0.0625, Gamma: 0.5",2,2,12,27,67.44186047,10,40,,,
"Nu: 0.0625, Gamma: 0.7",2,2,10,29,72.09302326,10,40,,,
"Nu: 0.0625, Gamma: 0.9",3,1,5,34,86.04651163,10,40,,,
"Nu: 0.0625, Gamma: 0.99",3,1,5,34,86.04651163,10,40,,,
"Nu: 0.1, Gamma: 0.0001",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.1, Gamma: 0.0002",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.1, Gamma: 0.0003",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.1, Gamma: 0.0004",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.1, Gamma: 0.005",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.1, Gamma: 0.05",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.1, Gamma: 0.0625",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.1, Gamma: 0.1",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.1, Gamma: 0.2",2,2,21,18,46.51162791,10,40,,,
"Nu: 0.1, Gamma: 0.5",2,2,12,27,67.44186047,10,40,,,
"Nu: 0.1, Gamma: 0.7",2,2,8,31,76.74418605,10,40,,,
"Nu: 0.1, Gamma: 0.9",2,2,4,35,86.04651163,10,40,,,
"Nu: 0.1, Gamma: 0.99",2,2,4,35,86.04651163,10,40,,,
"Nu: 0.2, Gamma: 0.0001",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.2, Gamma: 0.0002",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.2, Gamma: 0.0003",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.2, Gamma: 0.0004",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.2, Gamma: 0.005",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.2, Gamma: 0.05",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.2, Gamma: 0.0625",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.2, Gamma: 0.1",2,2,26,13,34.88372093,10,40,,,
"Nu: 0.2, Gamma: 0.2",2,2,19,20,51.1627907,10,40,,,
"Nu: 0.2, Gamma: 0.5",2,2,10,29,72.09302326,10,40,,,
"Nu: 0.2, Gamma: 0.7",2,2,5,34,83.72093023,10,40,,,
"Nu: 0.2, Gamma: 0.9",2,2,4,35,86.04651163,10,40,,,
"Nu: 0.2, Gamma: 0.99",2,2,4,35,86.04651163,10,40,,,
"Nu: 0.5, Gamma: 0.0001",1,3,18,21,51.1627907,10,40,,,
"Nu: 0.5, Gamma: 0.0002",1,3,18,21,51.1627907,10,40,,,
"Nu: 0.5, Gamma: 0.0003",1,3,18,21,51.1627907,10,40,,,
"Nu: 0.5, Gamma: 0.0004",1,3,18,21,51.1627907,10,40,,,
"Nu: 0.5, Gamma: 0.005",1,3,18,21,51.1627907,10,40,,,
"Nu: 0.5, Gamma: 0.05",1,3,17,22,53.48837209,10,40,,,
"Nu: 0.5, Gamma: 0.0625",1,3,17,22,53.48837209,10,40,,,
"Nu: 0.5, Gamma: 0.1",1,3,17,22,53.48837209,10,40,,,
"Nu: 0.5, Gamma: 0.2",1,3,16,23,55.81395349,10,40,,,
"Nu: 0.5, Gamma: 0.5",1,3,6,33,79.06976744,10,40,,,
"Nu: 0.5, Gamma: 0.7",2,2,3,36,88.37209302,10,40,,,
"Nu: 0.5, Gamma: 0.9",2,2,2,37,90.69767442,10,40,,,
"Nu: 0.5, Gamma: 0.99",2,2,2,37,90.69767442,10,40,,,
"Nu: 0.7, Gamma: 0.0001",0,4,17,22,51.1627907,10,40,,,
"Nu: 0.7, Gamma: 0.0002",0,4,17,22,51.1627907,10,40,,,
"Nu: 0.7, Gamma: 0.0003",0,4,17,22,51.1627907,10,40,,,
"Nu: 0.7, Gamma: 0.0004",0,4,17,22,51.1627907,10,40,,,
"Nu: 0.7, Gamma: 0.005",0,4,17,22,51.1627907,10,40,,,
"Nu: 0.7, Gamma: 0.05",0,4,17,22,51.1627907,10,40,,,
"Nu: 0.7, Gamma: 0.0625",0,4,17,22,51.1627907,10,40,,,
"Nu: 0.7, Gamma: 0.1",1,3,17,22,53.48837209,10,40,,,
"Nu: 0.7, Gamma: 0.2",1,3,14,25,60.46511628,10,40,,,
"Nu: 0.7, Gamma: 0.5",1,3,3,36,86.04651163,10,40,,,
"Nu: 0.7, Gamma: 0.7",1,3,2,37,88.37209302,10,40,,,
"Nu: 0.7, Gamma: 0.9",1,3,2,37,88.37209302,10,40,,,
"Nu: 0.7, Gamma: 0.99",1,3,1,38,90.69767442,10,40,,,
"Nu: 0.9, Gamma: 0.0001",0,4,11,28,65.11627907,10,40,,,
"Nu: 0.9, Gamma: 0.0002",0,4,11,28,65.11627907,10,40,,,
"Nu: 0.9, Gamma: 0.0003",0,4,11,28,65.11627907,10,40,,,
"Nu: 0.9, Gamma: 0.0004",0,4,11,28,65.11627907,10,40,,,
"Nu: 0.9, Gamma: 0.005",0,4,11,28,65.11627907,10,40,,,
"Nu: 0.9, Gamma: 0.05",0,4,9,30,69.76744186,10,40,,,
"Nu: 0.9, Gamma: 0.0625",0,4,8,31,72.09302326,10,40,,,
"Nu: 0.9, Gamma: 0.1",0,4,6,33,76.74418605,10,40,,,
"Nu: 0.9, Gamma: 0.2",0,4,3,36,83.72093023,10,40,,,
"Nu: 0.9, Gamma: 0.5",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.9, Gamma: 0.7",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.9, Gamma: 0.9",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.9, Gamma: 0.99",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,4,1,38,88.37209302,10,40,,,
"Nu: 0.99, Gamma: 0.2",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.99, Gamma: 0.5",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.99, Gamma: 0.7",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.99, Gamma: 0.9",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.99, Gamma: 0.99",0,4,0,39,90.69767442,10,40,,,
,,,,,,,,,,
Target Class: bodytrack_IndirectBP,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.0001, Gamma: 0.005",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.0001, Gamma: 0.05",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.0001, Gamma: 0.1",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.0001, Gamma: 0.2",4,0,29,10,32.55813953,10,40,,,
"Nu: 0.0001, Gamma: 0.5",4,0,11,28,74.41860465,10,40,,,
"Nu: 0.0001, Gamma: 0.7",4,0,9,30,79.06976744,10,40,,,
"Nu: 0.0001, Gamma: 0.9",4,0,10,29,76.74418605,10,40,,,
"Nu: 0.0001, Gamma: 0.99",4,0,10,29,76.74418605,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",2,2,21,18,46.51162791,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",2,2,21,18,46.51162791,10,40,,,
"Nu: 0.0002, Gamma: 0.005",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.0002, Gamma: 0.05",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.0002, Gamma: 0.1",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.0002, Gamma: 0.2",4,0,28,11,34.88372093,10,40,,,
"Nu: 0.0002, Gamma: 0.5",4,0,12,27,72.09302326,10,40,,,
"Nu: 0.0002, Gamma: 0.7",4,0,9,30,79.06976744,10,40,,,
"Nu: 0.0002, Gamma: 0.9",4,0,8,31,81.39534884,10,40,,,
"Nu: 0.0002, Gamma: 0.99",4,0,8,31,81.39534884,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",2,2,21,18,46.51162791,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",2,2,21,18,46.51162791,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",2,2,21,18,46.51162791,10,40,,,
"Nu: 0.0003, Gamma: 0.005",4,0,32,7,25.58139535,10,40,,,
"Nu: 0.0003, Gamma: 0.05",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.0003, Gamma: 0.1",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.0003, Gamma: 0.2",4,0,27,12,37.20930233,10,40,,,
"Nu: 0.0003, Gamma: 0.5",4,0,14,25,67.44186047,10,40,,,
"Nu: 0.0003, Gamma: 0.7",4,0,9,30,79.06976744,10,40,,,
"Nu: 0.0003, Gamma: 0.9",4,0,8,31,81.39534884,10,40,,,
"Nu: 0.0003, Gamma: 0.99",4,0,8,31,81.39534884,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",0,4,0,39,90.69767442,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",2,2,21,18,46.51162791,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",2,2,21,18,46.51162791,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",2,2,21,18,46.51162791,10,40,,,
"Nu: 0.0004, Gamma: 0.005",4,0,32,7,25.58139535,10,40,,,
"Nu: 0.0004, Gamma: 0.05",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.0004, Gamma: 0.1",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.0004, Gamma: 0.2",4,0,27,12,37.20930233,10,40,,,
"Nu: 0.0004, Gamma: 0.5",4,0,13,26,69.76744186,10,40,,,
"Nu: 0.0004, Gamma: 0.7",4,0,9,30,79.06976744,10,40,,,
"Nu: 0.0004, Gamma: 0.9",4,0,8,31,81.39534884,10,40,,,
"Nu: 0.0004, Gamma: 0.99",4,0,8,31,81.39534884,10,40,,,
"Nu: 0.005, Gamma: 0.0001",4,0,32,7,25.58139535,10,40,,,
"Nu: 0.005, Gamma: 0.0002",4,0,32,7,25.58139535,10,40,,,
"Nu: 0.005, Gamma: 0.0003",4,0,32,7,25.58139535,10,40,,,
"Nu: 0.005, Gamma: 0.0004",4,0,32,7,25.58139535,10,40,,,
"Nu: 0.005, Gamma: 0.005",4,0,32,7,25.58139535,10,40,,,
"Nu: 0.005, Gamma: 0.05",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.005, Gamma: 0.0625",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.005, Gamma: 0.1",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.005, Gamma: 0.2",4,0,28,11,34.88372093,10,40,,,
"Nu: 0.005, Gamma: 0.5",4,0,14,25,67.44186047,10,40,,,
"Nu: 0.005, Gamma: 0.7",4,0,9,30,79.06976744,10,40,,,
"Nu: 0.005, Gamma: 0.9",4,0,8,31,81.39534884,10,40,,,
"Nu: 0.005, Gamma: 0.99",4,0,8,31,81.39534884,10,40,,,
"Nu: 0.05, Gamma: 0.0001",4,0,32,7,25.58139535,10,40,,,
"Nu: 0.05, Gamma: 0.0002",4,0,32,7,25.58139535,10,40,,,
"Nu: 0.05, Gamma: 0.0003",4,0,32,7,25.58139535,10,40,,,
"Nu: 0.05, Gamma: 0.0004",4,0,32,7,25.58139535,10,40,,,
"Nu: 0.05, Gamma: 0.005",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.05, Gamma: 0.05",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.05, Gamma: 0.0625",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.05, Gamma: 0.1",4,0,30,9,30.23255814,10,40,,,
"Nu: 0.05, Gamma: 0.2",4,0,26,13,39.53488372,10,40,,,
"Nu: 0.05, Gamma: 0.5",4,0,13,26,69.76744186,10,40,,,
"Nu: 0.05, Gamma: 0.7",4,0,10,29,76.74418605,10,40,,,
"Nu: 0.05, Gamma: 0.9",4,0,8,31,81.39534884,10,40,,,
"Nu: 0.05, Gamma: 0.99",4,0,8,31,81.39534884,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",4,0,32,7,25.58139535,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",4,0,32,7,25.58139535,10,40,,,
"Nu: 0.0625, Gamma: 0.005",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.0625, Gamma: 0.05",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.0625, Gamma: 0.1",4,0,30,9,30.23255814,10,40,,,
"Nu: 0.0625, Gamma: 0.2",4,0,24,15,44.18604651,10,40,,,
"Nu: 0.0625, Gamma: 0.5",4,0,13,26,69.76744186,10,40,,,
"Nu: 0.0625, Gamma: 0.7",4,0,10,29,76.74418605,10,40,,,
"Nu: 0.0625, Gamma: 0.9",4,0,8,31,81.39534884,10,40,,,
"Nu: 0.0625, Gamma: 0.99",4,0,8,31,81.39534884,10,40,,,
"Nu: 0.1, Gamma: 0.0001",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.1, Gamma: 0.0002",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.1, Gamma: 0.0003",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.1, Gamma: 0.0004",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.1, Gamma: 0.005",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.1, Gamma: 0.05",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.1, Gamma: 0.0625",4,0,31,8,27.90697674,10,40,,,
"Nu: 0.1, Gamma: 0.1",4,0,30,9,30.23255814,10,40,,,
"Nu: 0.1, Gamma: 0.2",4,0,23,16,46.51162791,10,40,,,
"Nu: 0.1, Gamma: 0.5",4,0,13,26,69.76744186,10,40,,,
"Nu: 0.1, Gamma: 0.7",4,0,10,29,76.74418605,10,40,,,
"Nu: 0.1, Gamma: 0.9",4,0,8,31,81.39534884,10,40,,,
"Nu: 0.1, Gamma: 0.99",4,0,8,31,81.39534884,10,40,,,
"Nu: 0.2, Gamma: 0.0001",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.2, Gamma: 0.0002",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.2, Gamma: 0.0003",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.2, Gamma: 0.0004",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.2, Gamma: 0.005",3,1,26,13,37.20930233,10,40,,,
"Nu: 0.2, Gamma: 0.05",2,2,25,14,37.20930233,10,40,,,
"Nu: 0.2, Gamma: 0.0625",2,2,24,15,39.53488372,10,40,,,
"Nu: 0.2, Gamma: 0.1",2,2,24,15,39.53488372,10,40,,,
"Nu: 0.2, Gamma: 0.2",2,2,13,26,65.11627907,10,40,,,
"Nu: 0.2, Gamma: 0.5",4,0,13,26,69.76744186,10,40,,,
"Nu: 0.2, Gamma: 0.7",4,0,8,31,81.39534884,10,40,,,
"Nu: 0.2, Gamma: 0.9",4,0,7,32,83.72093023,10,40,,,
"Nu: 0.2, Gamma: 0.99",4,0,7,32,83.72093023,10,40,,,
"Nu: 0.5, Gamma: 0.0001",2,2,22,17,44.18604651,10,40,,,
"Nu: 0.5, Gamma: 0.0002",2,2,22,17,44.18604651,10,40,,,
"Nu: 0.5, Gamma: 0.0003",2,2,22,17,44.18604651,10,40,,,
"Nu: 0.5, Gamma: 0.0004",2,2,22,17,44.18604651,10,40,,,
"Nu: 0.5, Gamma: 0.005",2,2,22,17,44.18604651,10,40,,,
"Nu: 0.5, Gamma: 0.05",2,2,21,18,46.51162791,10,40,,,
"Nu: 0.5, Gamma: 0.0625",2,2,21,18,46.51162791,10,40,,,
"Nu: 0.5, Gamma: 0.1",2,2,19,20,51.1627907,10,40,,,
"Nu: 0.5, Gamma: 0.2",2,2,8,31,76.74418605,10,40,,,
"Nu: 0.5, Gamma: 0.5",2,2,6,33,81.39534884,10,40,,,
"Nu: 0.5, Gamma: 0.7",1,3,5,34,81.39534884,10,40,,,
"Nu: 0.5, Gamma: 0.9",1,3,4,35,83.72093023,10,40,,,
"Nu: 0.5, Gamma: 0.99",1,3,4,35,83.72093023,10,40,,,
"Nu: 0.7, Gamma: 0.0001",2,2,15,24,60.46511628,10,40,,,
"Nu: 0.7, Gamma: 0.0002",2,2,15,24,60.46511628,10,40,,,
"Nu: 0.7, Gamma: 0.0003",2,2,15,24,60.46511628,10,40,,,
"Nu: 0.7, Gamma: 0.0004",2,2,15,24,60.46511628,10,40,,,
"Nu: 0.7, Gamma: 0.005",2,2,15,24,60.46511628,10,40,,,
"Nu: 0.7, Gamma: 0.05",2,2,14,25,62.79069767,10,40,,,
"Nu: 0.7, Gamma: 0.0625",2,2,13,26,65.11627907,10,40,,,
"Nu: 0.7, Gamma: 0.1",2,2,9,30,74.41860465,10,40,,,
"Nu: 0.7, Gamma: 0.2",2,2,3,36,88.37209302,10,40,,,
"Nu: 0.7, Gamma: 0.5",1,3,3,36,86.04651163,10,40,,,
"Nu: 0.7, Gamma: 0.7",1,3,3,36,86.04651163,10,40,,,
"Nu: 0.7, Gamma: 0.9",1,3,2,37,88.37209302,10,40,,,
"Nu: 0.7, Gamma: 0.99",1,3,2,37,88.37209302,10,40,,,
"Nu: 0.9, Gamma: 0.0001",1,3,2,37,88.37209302,10,40,,,
"Nu: 0.9, Gamma: 0.0002",1,3,2,37,88.37209302,10,40,,,
"Nu: 0.9, Gamma: 0.0003",1,3,2,37,88.37209302,10,40,,,
"Nu: 0.9, Gamma: 0.0004",1,3,2,37,88.37209302,10,40,,,
"Nu: 0.9, Gamma: 0.005",1,3,2,37,88.37209302,10,40,,,
"Nu: 0.9, Gamma: 0.05",1,3,1,38,90.69767442,10,40,,,
