Features: 16,,,,,,,,,,
Target Class: swaptions,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,96.22641509,462
"Nu: 0.9, Gamma: 0.9",0,5,0,44,89.79591837,0,40,,,
"Nu: 0.9, Gamma: 0.99",0,5,0,44,89.79591837,0,40,,,
"Nu: 0.99, Gamma: 0.0001",0,5,0,44,89.79591837,0,40,,,
"Nu: 0.99, Gamma: 0.0002",0,5,0,44,89.79591837,0,40,,,
"Nu: 0.99, Gamma: 0.0003",0,5,0,44,89.79591837,0,40,,,
"Nu: 0.99, Gamma: 0.0004",0,5,0,44,89.79591837,0,40,,,
"Nu: 0.99, Gamma: 0.005",0,5,0,44,89.79591837,0,40,,,
"Nu: 0.99, Gamma: 0.05",0,5,0,44,89.79591837,0,40,,,
"Nu: 0.99, Gamma: 0.0625",0,5,0,44,89.79591837,0,40,,,
"Nu: 0.99, Gamma: 0.1",0,5,0,44,89.79591837,0,40,,,
"Nu: 0.99, Gamma: 0.2",0,5,0,44,89.79591837,0,40,,,
"Nu: 0.99, Gamma: 0.5",0,5,0,44,89.79591837,0,40,,,
"Nu: 0.99, Gamma: 0.7",0,5,0,44,89.79591837,0,40,,,
"Nu: 0.99, Gamma: 0.9",0,5,0,44,89.79591837,0,40,,,
"Nu: 0.99, Gamma: 0.99",0,5,0,44,89.79591837,0,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: swaptions,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,5,0,48,90.56603774,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,5,0,48,90.56603774,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,5,0,48,90.56603774,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,5,0,48,90.56603774,10,40,,,
"Nu: 0.0001, Gamma: 0.005",4,1,48,0,7.547169811,10,40,,,
"Nu: 0.0001, Gamma: 0.05",4,1,45,3,13.20754717,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",5,0,48,0,9.433962264,10,40,,,
"Nu: 0.0001, Gamma: 0.1",4,1,33,15,35.8490566,10,40,,,
"Nu: 0.0001, Gamma: 0.2",4,1,31,17,39.62264151,10,40,,,
"Nu: 0.0001, Gamma: 0.5",5,0,22,26,58.49056604,10,40,,,
"Nu: 0.0001, Gamma: 0.7",4,1,18,30,64.1509434,10,40,,,
"Nu: 0.0001, Gamma: 0.9",4,1,16,32,67.9245283,10,40,,,
"Nu: 0.0001, Gamma: 0.99",4,1,10,38,79.24528302,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,5,0,48,90.56603774,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,5,0,48,90.56603774,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",0,5,0,48,90.56603774,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",0,5,0,48,90.56603774,10,40,,,
"Nu: 0.0002, Gamma: 0.005",4,1,48,0,7.547169811,10,40,,,
"Nu: 0.0002, Gamma: 0.05",4,1,45,3,13.20754717,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",5,0,48,0,9.433962264,10,40,,,
"Nu: 0.0002, Gamma: 0.1",5,0,39,9,26.41509434,10,40,,,
"Nu: 0.0002, Gamma: 0.2",5,0,34,14,35.8490566,10,40,,,
"Nu: 0.0002, Gamma: 0.5",5,0,22,26,58.49056604,10,40,,,
"Nu: 0.0002, Gamma: 0.7",4,1,18,30,64.1509434,10,40,,,
"Nu: 0.0002, Gamma: 0.9",4,1,16,32,67.9245283,10,40,,,
"Nu: 0.0002, Gamma: 0.99",4,1,14,34,71.69811321,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",0,5,0,48,90.56603774,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",0,5,0,48,90.56603774,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",1,4,29,19,37.73584906,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",2,3,32,16,33.96226415,10,40,,,
"Nu: 0.0003, Gamma: 0.005",4,1,48,0,7.547169811,10,40,,,
"Nu: 0.0003, Gamma: 0.05",5,0,48,0,9.433962264,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",5,0,48,0,9.433962264,10,40,,,
"Nu: 0.0003, Gamma: 0.1",5,0,39,9,26.41509434,10,40,,,
"Nu: 0.0003, Gamma: 0.2",5,0,34,14,35.8490566,10,40,,,
"Nu: 0.0003, Gamma: 0.5",5,0,22,26,58.49056604,10,40,,,
"Nu: 0.0003, Gamma: 0.7",4,1,18,30,64.1509434,10,40,,,
"Nu: 0.0003, Gamma: 0.9",3,2,13,35,71.69811321,10,40,,,
"Nu: 0.0003, Gamma: 0.99",3,2,7,41,83.01886792,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",0,5,0,48,90.56603774,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",0,5,0,48,90.56603774,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",1,4,29,19,37.73584906,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",4,1,48,0,7.547169811,10,40,,,
"Nu: 0.0004, Gamma: 0.005",4,1,45,3,13.20754717,10,40,,,
"Nu: 0.0004, Gamma: 0.05",5,0,48,0,9.433962264,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",5,0,48,0,9.433962264,10,40,,,
"Nu: 0.0004, Gamma: 0.1",4,1,34,14,33.96226415,10,40,,,
"Nu: 0.0004, Gamma: 0.2",5,0,34,14,35.8490566,10,40,,,
"Nu: 0.0004, Gamma: 0.5",4,1,19,29,62.26415094,10,40,,,
"Nu: 0.0004, Gamma: 0.7",3,2,15,33,67.9245283,10,40,,,
"Nu: 0.0004, Gamma: 0.9",4,1,16,32,67.9245283,10,40,,,
"Nu: 0.0004, Gamma: 0.99",4,1,10,38,79.24528302,10,40,,,
"Nu: 0.005, Gamma: 0.0001",3,2,33,15,33.96226415,10,40,,,
"Nu: 0.005, Gamma: 0.0002",3,2,45,3,11.32075472,10,40,,,
"Nu: 0.005, Gamma: 0.0003",3,2,45,3,11.32075472,10,40,,,
"Nu: 0.005, Gamma: 0.0004",3,2,45,3,11.32075472,10,40,,,
"Nu: 0.005, Gamma: 0.005",5,0,48,0,9.433962264,10,40,,,
"Nu: 0.005, Gamma: 0.05",4,1,45,3,13.20754717,10,40,,,
"Nu: 0.005, Gamma: 0.0625",5,0,48,0,9.433962264,10,40,,,
"Nu: 0.005, Gamma: 0.1",4,1,37,11,28.30188679,10,40,,,
"Nu: 0.005, Gamma: 0.2",5,0,34,14,35.8490566,10,40,,,
"Nu: 0.005, Gamma: 0.5",4,1,19,29,62.26415094,10,40,,,
"Nu: 0.005, Gamma: 0.7",3,2,15,33,67.9245283,10,40,,,
"Nu: 0.005, Gamma: 0.9",3,2,13,35,71.69811321,10,40,,,
"Nu: 0.005, Gamma: 0.99",4,1,10,38,79.24528302,10,40,,,
"Nu: 0.05, Gamma: 0.0001",5,0,48,0,9.433962264,10,40,,,
"Nu: 0.05, Gamma: 0.0002",5,0,48,0,9.433962264,10,40,,,
"Nu: 0.05, Gamma: 0.0003",5,0,48,0,9.433962264,10,40,,,
"Nu: 0.05, Gamma: 0.0004",5,0,48,0,9.433962264,10,40,,,
"Nu: 0.05, Gamma: 0.005",5,0,48,0,9.433962264,10,40,,,
"Nu: 0.05, Gamma: 0.05",5,0,48,0,9.433962264,10,40,,,
"Nu: 0.05, Gamma: 0.0625",5,0,48,0,9.433962264,10,40,,,
"Nu: 0.05, Gamma: 0.1",4,1,39,9,24.52830189,10,40,,,
"Nu: 0.05, Gamma: 0.2",5,0,33,15,37.73584906,10,40,,,
"Nu: 0.05, Gamma: 0.5",4,1,22,26,56.60377358,10,40,,,
"Nu: 0.05, Gamma: 0.7",3,2,15,33,67.9245283,10,40,,,
"Nu: 0.05, Gamma: 0.9",3,2,13,35,71.69811321,10,40,,,
"Nu: 0.05, Gamma: 0.99",4,1,6,42,86.79245283,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",4,1,45,3,13.20754717,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",5,0,47,1,11.32075472,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",4,1,45,3,13.20754717,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",4,1,45,3,13.20754717,10,40,,,
"Nu: 0.0625, Gamma: 0.005",5,0,48,0,9.433962264,10,40,,,
"Nu: 0.0625, Gamma: 0.05",5,0,48,0,9.433962264,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",5,0,48,0,9.433962264,10,40,,,
"Nu: 0.0625, Gamma: 0.1",4,1,40,8,22.64150943,10,40,,,
"Nu: 0.0625, Gamma: 0.2",5,0,33,15,37.73584906,10,40,,,
"Nu: 0.0625, Gamma: 0.5",4,1,22,26,56.60377358,10,40,,,
"Nu: 0.0625, Gamma: 0.7",3,2,15,33,67.9245283,10,40,,,
"Nu: 0.0625, Gamma: 0.9",4,1,16,32,67.9245283,10,40,,,
"Nu: 0.0625, Gamma: 0.99",3,2,3,45,90.56603774,10,40,,,
"Nu: 0.1, Gamma: 0.0001",4,1,43,5,16.98113208,10,40,,,
"Nu: 0.1, Gamma: 0.0002",5,0,46,2,13.20754717,10,40,,,
"Nu: 0.1, Gamma: 0.0003",4,1,43,5,16.98113208,10,40,,,
"Nu: 0.1, Gamma: 0.0004",4,1,43,5,16.98113208,10,40,,,
"Nu: 0.1, Gamma: 0.005",4,1,43,5,16.98113208,10,40,,,
"Nu: 0.1, Gamma: 0.05",4,1,44,4,15.09433962,10,40,,,
"Nu: 0.1, Gamma: 0.0625",4,1,44,4,15.09433962,10,40,,,
"Nu: 0.1, Gamma: 0.1",4,1,40,8,22.64150943,10,40,,,
"Nu: 0.1, Gamma: 0.2",4,1,26,22,49.05660377,10,40,,,
"Nu: 0.1, Gamma: 0.5",4,1,22,26,56.60377358,10,40,,,
"Nu: 0.1, Gamma: 0.7",4,1,18,30,64.1509434,10,40,,,
"Nu: 0.1, Gamma: 0.9",3,2,12,36,73.58490566,10,40,,,
"Nu: 0.1, Gamma: 0.99",4,1,6,42,86.79245283,10,40,,,
"Nu: 0.2, Gamma: 0.0001",4,1,42,6,18.86792453,10,40,,,
"Nu: 0.2, Gamma: 0.0002",4,1,42,6,18.86792453,10,40,,,
"Nu: 0.2, Gamma: 0.0003",4,1,42,6,18.86792453,10,40,,,
"Nu: 0.2, Gamma: 0.0004",4,1,42,6,18.86792453,10,40,,,
"Nu: 0.2, Gamma: 0.005",4,1,42,6,18.86792453,10,40,,,
"Nu: 0.2, Gamma: 0.05",4,1,42,6,18.86792453,10,40,,,
"Nu: 0.2, Gamma: 0.0625",4,1,42,6,18.86792453,10,40,,,
"Nu: 0.2, Gamma: 0.1",4,1,39,9,24.52830189,10,40,,,
"Nu: 0.2, Gamma: 0.2",4,1,26,22,49.05660377,10,40,,,
"Nu: 0.2, Gamma: 0.5",3,2,18,30,62.26415094,10,40,,,
"Nu: 0.2, Gamma: 0.7",4,1,17,31,66.03773585,10,40,,,
"Nu: 0.2, Gamma: 0.9",3,2,7,41,83.01886792,10,40,,,
"Nu: 0.2, Gamma: 0.99",3,2,0,48,96.22641509,10,40,,,
"Nu: 0.5, Gamma: 0.0001",3,2,28,20,43.39622642,10,40,,,
"Nu: 0.5, Gamma: 0.0002",3,2,28,20,43.39622642,10,40,,,
"Nu: 0.5, Gamma: 0.0003",3,2,28,20,43.39622642,10,40,,,
"Nu: 0.5, Gamma: 0.0004",3,2,28,20,43.39622642,10,40,,,
"Nu: 0.5, Gamma: 0.005",3,2,28,20,43.39622642,10,40,,,
"Nu: 0.5, Gamma: 0.05",4,1,27,21,47.16981132,10,40,,,
"Nu: 0.5, Gamma: 0.0625",3,2,27,21,45.28301887,10,40,,,
"Nu: 0.5, Gamma: 0.1",3,2,23,25,52.83018868,10,40,,,
"Nu: 0.5, Gamma: 0.2",3,2,21,27,56.60377358,10,40,,,
"Nu: 0.5, Gamma: 0.5",3,2,0,48,96.22641509,10,40,,,
"Nu: 0.5, Gamma: 0.7",3,2,0,48,96.22641509,10,40,,,
"Nu: 0.5, Gamma: 0.9",3,2,0,48,96.22641509,10,40,,,
"Nu: 0.5, Gamma: 0.99",4,1,3,45,92.45283019,10,40,,,
"Nu: 0.7, Gamma: 0.0001",2,3,27,21,43.39622642,10,40,,,
"Nu: 0.7, Gamma: 0.0002",2,3,28,20,41.50943396,10,40,,,
"Nu: 0.7, Gamma: 0.0003",2,3,28,20,41.50943396,10,40,,,
"Nu: 0.7, Gamma: 0.0004",2,3,28,20,41.50943396,10,40,,,
"Nu: 0.7, Gamma: 0.005",2,3,27,21,43.39622642,10,40,,,
"Nu: 0.7, Gamma: 0.05",2,3,27,21,43.39622642,10,40,,,
"Nu: 0.7, Gamma: 0.0625",2,3,24,24,49.05660377,10,40,,,
"Nu: 0.7, Gamma: 0.1",2,3,21,27,54.71698113,10,40,,,
"Nu: 0.7, Gamma: 0.2",2,3,17,31,62.26415094,10,40,,,
"Nu: 0.7, Gamma: 0.5",3,2,0,48,96.22641509,10,40,,,
"Nu: 0.7, Gamma: 0.7",3,2,0,48,96.22641509,10,40,,,
"Nu: 0.7, Gamma: 0.9",3,2,0,48,96.22641509,10,40,,,
"Nu: 0.7, Gamma: 0.99",3,2,0,48,96.22641509,10,40,,,
"Nu: 0.9, Gamma: 0.0001",0,5,25,23,43.39622642,10,40,,,
"Nu: 0.9, Gamma: 0.0002",0,5,25,23,43.39622642,10,40,,,
"Nu: 0.9, Gamma: 0.0003",0,5,25,23,43.39622642,10,40,,,
"Nu: 0.9, Gamma: 0.0004",0,5,25,23,43.39622642,10,40,,,
"Nu: 0.9, Gamma: 0.005",0,5,23,25,47.16981132,10,40,,,
"Nu: 0.9, Gamma: 0.05",0,5,21,27,50.94339623,10,40,,,
"Nu: 0.9, Gamma: 0.0625",0,5,21,27,50.94339623,10,40,,,
"Nu: 0.9, Gamma: 0.1",0,5,20,28,52.83018868,10,40,,,
"Nu: 0.9, Gamma: 0.2",1,4,10,38,73.58490566,10,40,,,
"Nu: 0.9, Gamma: 0.5",2,3,0,48,94.33962264,10,40,,,
"Nu: 0.9, Gamma: 0.7",2,3,0,48,94.33962264,10,40,,,
"Nu: 0.9, Gamma: 0.9",2,3,0,48,94.33962264,10,40,,,
"Nu: 0.9, Gamma: 0.99",2,3,0,48,94.33962264,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,5,1,47,88.67924528,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,5,1,47,88.67924528,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,5,1,47,88.67924528,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,5,1,47,88.67924528,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,5,1,47,88.67924528,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,5,2,46,86.79245283,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,5,2,46,86.79245283,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,5,5,43,81.13207547,10,40,,,
"Nu: 0.99, Gamma: 0.2",0,5,0,48,90.56603774,10,40,,,
"Nu: 0.99, Gamma: 0.5",0,5,0,48,90.56603774,10,40,,,
"Nu: 0.99, Gamma: 0.7",0,5,0,48,90.56603774,10,40,,,
"Nu: 0.99, Gamma: 0.9",0,5,0,48,90.56603774,10,40,,,
"Nu: 0.99, Gamma: 0.99",0,5,0,48,90.56603774,10,40,,,
,,,,,,,,,,
Target Class: swaptions_cachehalf,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.0001, Gamma: 0.005",4,1,24,20,48.97959184,10,40,,,
"Nu: 0.0001, Gamma: 0.05",5,0,38,6,22.44897959,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",5,0,32,12,34.69387755,10,40,,,
"Nu: 0.0001, Gamma: 0.1",5,0,26,18,46.93877551,10,40,,,
"Nu: 0.0001, Gamma: 0.2",5,0,23,21,53.06122449,10,40,,,
"Nu: 0.0001, Gamma: 0.5",5,0,17,27,65.30612245,10,40,,,
"Nu: 0.0001, Gamma: 0.7",3,2,7,37,81.63265306,10,40,,,
"Nu: 0.0001, Gamma: 0.9",3,2,5,39,85.71428571,10,40,,,
"Nu: 0.0001, Gamma: 0.99",3,2,2,42,91.83673469,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",4,1,18,26,61.2244898,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",4,1,17,27,63.26530612,10,40,,,
"Nu: 0.0002, Gamma: 0.005",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0002, Gamma: 0.05",5,0,37,7,24.48979592,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",5,0,32,12,34.69387755,10,40,,,
"Nu: 0.0002, Gamma: 0.1",5,0,29,15,40.81632653,10,40,,,
"Nu: 0.0002, Gamma: 0.2",5,0,23,21,53.06122449,10,40,,,
"Nu: 0.0002, Gamma: 0.5",4,1,17,27,63.26530612,10,40,,,
"Nu: 0.0002, Gamma: 0.7",3,2,7,37,81.63265306,10,40,,,
"Nu: 0.0002, Gamma: 0.9",3,2,5,39,85.71428571,10,40,,,
"Nu: 0.0002, Gamma: 0.99",3,2,5,39,85.71428571,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",4,1,18,26,61.2244898,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",4,1,18,26,61.2244898,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",4,1,17,27,63.26530612,10,40,,,
"Nu: 0.0003, Gamma: 0.005",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0003, Gamma: 0.05",5,0,30,14,38.7755102,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",5,0,33,11,32.65306122,10,40,,,
"Nu: 0.0003, Gamma: 0.1",5,0,29,15,40.81632653,10,40,,,
"Nu: 0.0003, Gamma: 0.2",5,0,23,21,53.06122449,10,40,,,
"Nu: 0.0003, Gamma: 0.5",4,1,17,27,63.26530612,10,40,,,
"Nu: 0.0003, Gamma: 0.7",3,2,7,37,81.63265306,10,40,,,
"Nu: 0.0003, Gamma: 0.9",3,2,5,39,85.71428571,10,40,,,
"Nu: 0.0003, Gamma: 0.99",3,2,2,42,91.83673469,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",4,1,18,26,61.2244898,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",4,1,18,26,61.2244898,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",4,1,17,27,63.26530612,10,40,,,
"Nu: 0.0004, Gamma: 0.005",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0004, Gamma: 0.05",5,0,30,14,38.7755102,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",5,0,33,11,32.65306122,10,40,,,
"Nu: 0.0004, Gamma: 0.1",5,0,29,15,40.81632653,10,40,,,
"Nu: 0.0004, Gamma: 0.2",5,0,20,24,59.18367347,10,40,,,
"Nu: 0.0004, Gamma: 0.5",4,1,17,27,63.26530612,10,40,,,
"Nu: 0.0004, Gamma: 0.7",3,2,7,37,81.63265306,10,40,,,
"Nu: 0.0004, Gamma: 0.9",3,2,5,39,85.71428571,10,40,,,
"Nu: 0.0004, Gamma: 0.99",3,2,2,42,91.83673469,10,40,,,
"Nu: 0.005, Gamma: 0.0001",5,0,42,2,14.28571429,10,40,,,
"Nu: 0.005, Gamma: 0.0002",5,0,41,3,16.32653061,10,40,,,
"Nu: 0.005, Gamma: 0.0003",5,0,42,2,14.28571429,10,40,,,
"Nu: 0.005, Gamma: 0.0004",5,0,42,2,14.28571429,10,40,,,
"Nu: 0.005, Gamma: 0.005",5,0,38,6,22.44897959,10,40,,,
"Nu: 0.005, Gamma: 0.05",5,0,34,10,30.6122449,10,40,,,
"Nu: 0.005, Gamma: 0.0625",5,0,30,14,38.7755102,10,40,,,
"Nu: 0.005, Gamma: 0.1",5,0,29,15,40.81632653,10,40,,,
"Nu: 0.005, Gamma: 0.2",5,0,23,21,53.06122449,10,40,,,
"Nu: 0.005, Gamma: 0.5",4,1,20,24,57.14285714,10,40,,,
"Nu: 0.005, Gamma: 0.7",3,2,7,37,81.63265306,10,40,,,
"Nu: 0.005, Gamma: 0.9",3,2,5,39,85.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.99",3,2,5,39,85.71428571,10,40,,,
"Nu: 0.05, Gamma: 0.0001",5,0,42,2,14.28571429,10,40,,,
"Nu: 0.05, Gamma: 0.0002",5,0,42,2,14.28571429,10,40,,,
"Nu: 0.05, Gamma: 0.0003",5,0,40,4,18.36734694,10,40,,,
"Nu: 0.05, Gamma: 0.0004",5,0,40,4,18.36734694,10,40,,,
"Nu: 0.05, Gamma: 0.005",5,0,37,7,24.48979592,10,40,,,
"Nu: 0.05, Gamma: 0.05",5,0,29,15,40.81632653,10,40,,,
"Nu: 0.05, Gamma: 0.0625",5,0,29,15,40.81632653,10,40,,,
"Nu: 0.05, Gamma: 0.1",5,0,24,20,51.02040816,10,40,,,
"Nu: 0.05, Gamma: 0.2",5,0,21,23,57.14285714,10,40,,,
"Nu: 0.05, Gamma: 0.5",4,1,19,25,59.18367347,10,40,,,
"Nu: 0.05, Gamma: 0.7",3,2,4,40,87.75510204,10,40,,,
"Nu: 0.05, Gamma: 0.9",3,2,2,42,91.83673469,10,40,,,
"Nu: 0.05, Gamma: 0.99",3,2,5,39,85.71428571,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",5,0,38,6,22.44897959,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",5,0,38,6,22.44897959,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",5,0,42,2,14.28571429,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",5,0,42,2,14.28571429,10,40,,,
"Nu: 0.0625, Gamma: 0.005",5,0,41,3,16.32653061,10,40,,,
"Nu: 0.0625, Gamma: 0.05",5,0,27,17,44.89795918,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",5,0,24,20,51.02040816,10,40,,,
"Nu: 0.0625, Gamma: 0.1",5,0,21,23,57.14285714,10,40,,,
"Nu: 0.0625, Gamma: 0.2",5,0,21,23,57.14285714,10,40,,,
"Nu: 0.0625, Gamma: 0.5",3,2,18,26,59.18367347,10,40,,,
"Nu: 0.0625, Gamma: 0.7",3,2,7,37,81.63265306,10,40,,,
"Nu: 0.0625, Gamma: 0.9",3,2,2,42,91.83673469,10,40,,,
"Nu: 0.0625, Gamma: 0.99",3,2,5,39,85.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.0001",4,1,37,7,22.44897959,10,40,,,
"Nu: 0.1, Gamma: 0.0002",4,1,40,4,16.32653061,10,40,,,
"Nu: 0.1, Gamma: 0.0003",4,1,40,4,16.32653061,10,40,,,
"Nu: 0.1, Gamma: 0.0004",4,1,40,4,16.32653061,10,40,,,
"Nu: 0.1, Gamma: 0.005",4,1,37,7,22.44897959,10,40,,,
"Nu: 0.1, Gamma: 0.05",4,1,29,15,38.7755102,10,40,,,
"Nu: 0.1, Gamma: 0.0625",5,0,27,17,44.89795918,10,40,,,
"Nu: 0.1, Gamma: 0.1",5,0,21,23,57.14285714,10,40,,,
"Nu: 0.1, Gamma: 0.2",5,0,21,23,57.14285714,10,40,,,
"Nu: 0.1, Gamma: 0.5",3,2,14,30,67.34693878,10,40,,,
"Nu: 0.1, Gamma: 0.7",3,2,3,41,89.79591837,10,40,,,
"Nu: 0.1, Gamma: 0.9",3,2,5,39,85.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.99",3,2,5,39,85.71428571,10,40,,,
"Nu: 0.2, Gamma: 0.0001",4,1,9,35,79.59183673,10,40,,,
"Nu: 0.2, Gamma: 0.0002",4,1,9,35,79.59183673,10,40,,,
"Nu: 0.2, Gamma: 0.0003",4,1,9,35,79.59183673,10,40,,,
"Nu: 0.2, Gamma: 0.0004",4,1,9,35,79.59183673,10,40,,,
"Nu: 0.2, Gamma: 0.005",4,1,9,35,79.59183673,10,40,,,
"Nu: 0.2, Gamma: 0.05",4,1,8,36,81.63265306,10,40,,,
"Nu: 0.2, Gamma: 0.0625",4,1,8,36,81.63265306,10,40,,,
"Nu: 0.2, Gamma: 0.1",4,1,9,35,79.59183673,10,40,,,
"Nu: 0.2, Gamma: 0.2",4,1,11,33,75.51020408,10,40,,,
"Nu: 0.2, Gamma: 0.5",3,2,4,40,87.75510204,10,40,,,
"Nu: 0.2, Gamma: 0.7",3,2,5,39,85.71428571,10,40,,,
"Nu: 0.2, Gamma: 0.9",3,2,2,42,91.83673469,10,40,,,
"Nu: 0.2, Gamma: 0.99",3,2,5,39,85.71428571,10,40,,,
"Nu: 0.5, Gamma: 0.0001",3,2,4,40,87.75510204,10,40,,,
"Nu: 0.5, Gamma: 0.0002",3,2,4,40,87.75510204,10,40,,,
"Nu: 0.5, Gamma: 0.0003",3,2,4,40,87.75510204,10,40,,,
"Nu: 0.5, Gamma: 0.0004",3,2,4,40,87.75510204,10,40,,,
"Nu: 0.5, Gamma: 0.005",3,2,3,41,89.79591837,10,40,,,
"Nu: 0.5, Gamma: 0.05",3,2,3,41,89.79591837,10,40,,,
"Nu: 0.5, Gamma: 0.0625",2,3,3,41,87.75510204,10,40,,,
"Nu: 0.5, Gamma: 0.1",2,3,3,41,87.75510204,10,40,,,
"Nu: 0.5, Gamma: 0.2",3,2,1,43,93.87755102,10,40,,,
"Nu: 0.5, Gamma: 0.5",3,2,1,43,93.87755102,10,40,,,
"Nu: 0.5, Gamma: 0.7",3,2,1,43,93.87755102,10,40,,,
"Nu: 0.5, Gamma: 0.9",3,2,4,40,87.75510204,10,40,,,
"Nu: 0.5, Gamma: 0.99",3,2,1,43,93.87755102,10,40,,,
"Nu: 0.7, Gamma: 0.0001",2,3,1,43,91.83673469,10,40,,,
"Nu: 0.7, Gamma: 0.0002",2,3,1,43,91.83673469,10,40,,,
"Nu: 0.7, Gamma: 0.0003",2,3,1,43,91.83673469,10,40,,,
"Nu: 0.7, Gamma: 0.0004",2,3,1,43,91.83673469,10,40,,,
"Nu: 0.7, Gamma: 0.005",2,3,1,43,91.83673469,10,40,,,
"Nu: 0.7, Gamma: 0.05",2,3,1,43,91.83673469,10,40,,,
"Nu: 0.7, Gamma: 0.0625",2,3,0,44,93.87755102,10,40,,,
"Nu: 0.7, Gamma: 0.1",2,3,0,44,93.87755102,10,40,,,
"Nu: 0.7, Gamma: 0.2",2,3,0,44,93.87755102,10,40,,,
"Nu: 0.7, Gamma: 0.5",3,2,0,44,95.91836735,10,40,,,
"Nu: 0.7, Gamma: 0.7",3,2,0,44,95.91836735,10,40,,,
"Nu: 0.7, Gamma: 0.9",3,2,0,44,95.91836735,10,40,,,
"Nu: 0.7, Gamma: 0.99",3,2,0,44,95.91836735,10,40,,,
"Nu: 0.9, Gamma: 0.0001",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.9, Gamma: 0.0002",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.9, Gamma: 0.0003",0,5,0,44,89.79591837,10,40,,,
