Features: 16,,,,,,,,
Target Class: bodytrack,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.99, Gamma: 0.0003",0,4,0,39,90.69767441860465,0,40,
"Nu: 0.99, Gamma: 0.0004",0,4,0,39,90.69767441860465,0,40,
"Nu: 0.99, Gamma: 0.005",0,4,0,39,90.69767441860465,0,40,
"Nu: 0.99, Gamma: 0.05",0,4,0,39,90.69767441860465,0,40,
"Nu: 0.99, Gamma: 0.0625",0,4,0,39,90.69767441860465,0,40,
"Nu: 0.99, Gamma: 0.1",0,4,0,39,90.69767441860465,0,40,
"Nu: 0.99, Gamma: 0.2",0,4,0,39,90.69767441860465,0,40,
"Nu: 0.99, Gamma: 0.5",0,4,0,39,90.69767441860465,0,40,
"Nu: 0.99, Gamma: 0.7",0,4,0,39,90.69767441860465,0,40,
"Nu: 0.99, Gamma: 0.9",0,4,0,39,90.69767441860465,0,40,
"Nu: 0.99, Gamma: 0.99",0,4,0,39,90.69767441860465,0,40,
,,,,,,,,
Features: 16,,,,,,,,
Target Class: bodytrack,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.0001, Gamma: 0.0001",0,4,0,38,90.47619047619048,10,40,
"Nu: 0.0001, Gamma: 0.0002",0,4,0,38,90.47619047619048,10,40,
"Nu: 0.0001, Gamma: 0.0003",0,4,0,38,90.47619047619048,10,40,
"Nu: 0.0001, Gamma: 0.0004",0,4,0,38,90.47619047619048,10,40,
"Nu: 0.0001, Gamma: 0.005",4,0,37,1,11.904761904761903,10,40,
"Nu: 0.0001, Gamma: 0.05",3,1,28,10,30.952380952380953,10,40,
"Nu: 0.0001, Gamma: 0.0625",3,1,28,10,30.952380952380953,10,40,
"Nu: 0.0001, Gamma: 0.1",4,0,26,12,38.095238095238095,10,40,
"Nu: 0.0001, Gamma: 0.2",4,0,26,12,38.095238095238095,10,40,
"Nu: 0.0001, Gamma: 0.5",4,0,18,20,57.14285714285714,10,40,
"Nu: 0.0001, Gamma: 0.7",4,0,13,25,69.04761904761905,10,40,
"Nu: 0.0001, Gamma: 0.9",4,0,6,32,85.71428571428571,10,40,
"Nu: 0.0001, Gamma: 0.99",4,0,5,33,88.09523809523809,10,40,
"Nu: 0.0002, Gamma: 0.0001",0,4,0,38,90.47619047619048,10,40,
"Nu: 0.0002, Gamma: 0.0002",0,4,0,38,90.47619047619048,10,40,
"Nu: 0.0002, Gamma: 0.0003",4,0,26,12,38.095238095238095,10,40,
"Nu: 0.0002, Gamma: 0.0004",4,0,26,12,38.095238095238095,10,40,
"Nu: 0.0002, Gamma: 0.005",4,0,37,1,11.904761904761903,10,40,
"Nu: 0.0002, Gamma: 0.05",4,0,29,9,30.952380952380953,10,40,
"Nu: 0.0002, Gamma: 0.0625",3,1,28,10,30.952380952380953,10,40,
"Nu: 0.0002, Gamma: 0.1",4,0,26,12,38.095238095238095,10,40,
"Nu: 0.0002, Gamma: 0.2",4,0,21,17,50.0,10,40,
"Nu: 0.0002, Gamma: 0.5",4,0,18,20,57.14285714285714,10,40,
"Nu: 0.0002, Gamma: 0.7",4,0,13,25,69.04761904761905,10,40,
"Nu: 0.0002, Gamma: 0.9",4,0,5,33,88.09523809523809,10,40,
"Nu: 0.0002, Gamma: 0.99",4,0,5,33,88.09523809523809,10,40,
"Nu: 0.0003, Gamma: 0.0001",0,4,0,38,90.47619047619048,10,40,
"Nu: 0.0003, Gamma: 0.0002",4,0,26,12,38.095238095238095,10,40,
"Nu: 0.0003, Gamma: 0.0003",4,0,26,12,38.095238095238095,10,40,
"Nu: 0.0003, Gamma: 0.0004",4,0,26,12,38.095238095238095,10,40,
"Nu: 0.0003, Gamma: 0.005",4,0,37,1,11.904761904761903,10,40,
"Nu: 0.0003, Gamma: 0.05",4,0,29,9,30.952380952380953,10,40,
"Nu: 0.0003, Gamma: 0.0625",4,0,28,10,33.33333333333333,10,40,
"Nu: 0.0003, Gamma: 0.1",4,0,26,12,38.095238095238095,10,40,
"Nu: 0.0003, Gamma: 0.2",4,0,21,17,50.0,10,40,
"Nu: 0.0003, Gamma: 0.5",4,0,18,20,57.14285714285714,10,40,
"Nu: 0.0003, Gamma: 0.7",4,0,13,25,69.04761904761905,10,40,
"Nu: 0.0003, Gamma: 0.9",4,0,5,33,88.09523809523809,10,40,
"Nu: 0.0003, Gamma: 0.99",4,0,5,33,88.09523809523809,10,40,
"Nu: 0.0004, Gamma: 0.0001",0,4,0,38,90.47619047619048,10,40,
"Nu: 0.0004, Gamma: 0.0002",4,0,26,12,38.095238095238095,10,40,
"Nu: 0.0004, Gamma: 0.0003",4,0,26,12,38.095238095238095,10,40,
"Nu: 0.0004, Gamma: 0.0004",4,0,26,12,38.095238095238095,10,40,
"Nu: 0.0004, Gamma: 0.005",4,0,37,1,11.904761904761903,10,40,
"Nu: 0.0004, Gamma: 0.05",4,0,29,9,30.952380952380953,10,40,
"Nu: 0.0004, Gamma: 0.0625",4,0,28,10,33.33333333333333,10,40,
"Nu: 0.0004, Gamma: 0.1",4,0,26,12,38.095238095238095,10,40,
"Nu: 0.0004, Gamma: 0.2",4,0,21,17,50.0,10,40,
"Nu: 0.0004, Gamma: 0.5",4,0,18,20,57.14285714285714,10,40,
"Nu: 0.0004, Gamma: 0.7",4,0,13,25,69.04761904761905,10,40,
"Nu: 0.0004, Gamma: 0.9",4,0,5,33,88.09523809523809,10,40,
"Nu: 0.0004, Gamma: 0.99",4,0,5,33,88.09523809523809,10,40,
"Nu: 0.005, Gamma: 0.0001",4,0,37,1,11.904761904761903,10,40,
"Nu: 0.005, Gamma: 0.0002",4,0,37,1,11.904761904761903,10,40,
"Nu: 0.005, Gamma: 0.0003",4,0,37,1,11.904761904761903,10,40,
"Nu: 0.005, Gamma: 0.0004",4,0,37,1,11.904761904761903,10,40,
"Nu: 0.005, Gamma: 0.005",4,0,37,1,11.904761904761903,10,40,
"Nu: 0.005, Gamma: 0.05",4,0,28,10,33.33333333333333,10,40,
"Nu: 0.005, Gamma: 0.0625",4,0,27,11,35.714285714285715,10,40,
"Nu: 0.005, Gamma: 0.1",4,0,26,12,38.095238095238095,10,40,
"Nu: 0.005, Gamma: 0.2",4,0,19,19,54.761904761904766,10,40,
"Nu: 0.005, Gamma: 0.5",4,0,17,21,59.523809523809526,10,40,
"Nu: 0.005, Gamma: 0.7",4,0,13,25,69.04761904761905,10,40,
"Nu: 0.005, Gamma: 0.9",4,0,5,33,88.09523809523809,10,40,
"Nu: 0.005, Gamma: 0.99",4,0,5,33,88.09523809523809,10,40,
"Nu: 0.05, Gamma: 0.0001",4,0,29,9,30.952380952380953,10,40,
"Nu: 0.05, Gamma: 0.0002",4,0,29,9,30.952380952380953,10,40,
"Nu: 0.05, Gamma: 0.0003",4,0,29,9,30.952380952380953,10,40,
"Nu: 0.05, Gamma: 0.0004",4,0,29,9,30.952380952380953,10,40,
"Nu: 0.05, Gamma: 0.005",4,0,29,9,30.952380952380953,10,40,
"Nu: 0.05, Gamma: 0.05",4,0,26,12,38.095238095238095,10,40,
"Nu: 0.05, Gamma: 0.0625",4,0,26,12,38.095238095238095,10,40,
"Nu: 0.05, Gamma: 0.1",4,0,26,12,38.095238095238095,10,40,
"Nu: 0.05, Gamma: 0.2",3,1,18,20,54.761904761904766,10,40,
"Nu: 0.05, Gamma: 0.5",3,1,14,24,64.28571428571429,10,40,
"Nu: 0.05, Gamma: 0.7",4,0,12,26,71.42857142857143,10,40,
"Nu: 0.05, Gamma: 0.9",4,0,5,33,88.09523809523809,10,40,
"Nu: 0.05, Gamma: 0.99",4,0,5,33,88.09523809523809,10,40,
"Nu: 0.0625, Gamma: 0.0001",4,0,29,9,30.952380952380953,10,40,
"Nu: 0.0625, Gamma: 0.0002",4,0,29,9,30.952380952380953,10,40,
"Nu: 0.0625, Gamma: 0.0003",4,0,29,9,30.952380952380953,10,40,
"Nu: 0.0625, Gamma: 0.0004",4,0,29,9,30.952380952380953,10,40,
"Nu: 0.0625, Gamma: 0.005",4,0,29,9,30.952380952380953,10,40,
"Nu: 0.0625, Gamma: 0.05",4,0,26,12,38.095238095238095,10,40,
"Nu: 0.0625, Gamma: 0.0625",4,0,26,12,38.095238095238095,10,40,
"Nu: 0.0625, Gamma: 0.1",3,1,26,12,35.714285714285715,10,40,
"Nu: 0.0625, Gamma: 0.2",3,1,18,20,54.761904761904766,10,40,
"Nu: 0.0625, Gamma: 0.5",3,1,14,24,64.28571428571429,10,40,
"Nu: 0.0625, Gamma: 0.7",3,1,12,26,69.04761904761905,10,40,
"Nu: 0.0625, Gamma: 0.9",4,0,5,33,88.09523809523809,10,40,
"Nu: 0.0625, Gamma: 0.99",4,0,5,33,88.09523809523809,10,40,
"Nu: 0.1, Gamma: 0.0001",4,0,27,11,35.714285714285715,10,40,
"Nu: 0.1, Gamma: 0.0002",3,1,27,11,33.33333333333333,10,40,
"Nu: 0.1, Gamma: 0.0003",3,1,27,11,33.33333333333333,10,40,
"Nu: 0.1, Gamma: 0.0004",3,1,27,11,33.33333333333333,10,40,
"Nu: 0.1, Gamma: 0.005",3,1,27,11,33.33333333333333,10,40,
"Nu: 0.1, Gamma: 0.05",3,1,26,12,35.714285714285715,10,40,
"Nu: 0.1, Gamma: 0.0625",3,1,26,12,35.714285714285715,10,40,
"Nu: 0.1, Gamma: 0.1",3,1,26,12,35.714285714285715,10,40,
"Nu: 0.1, Gamma: 0.2",3,1,18,20,54.761904761904766,10,40,
"Nu: 0.1, Gamma: 0.5",3,1,14,24,64.28571428571429,10,40,
"Nu: 0.1, Gamma: 0.7",3,1,10,28,73.80952380952381,10,40,
"Nu: 0.1, Gamma: 0.9",3,1,5,33,85.71428571428571,10,40,
"Nu: 0.1, Gamma: 0.99",3,1,5,33,85.71428571428571,10,40,
"Nu: 0.2, Gamma: 0.0001",3,1,26,12,35.714285714285715,10,40,
"Nu: 0.2, Gamma: 0.0002",3,1,26,12,35.714285714285715,10,40,
"Nu: 0.2, Gamma: 0.0003",3,1,26,12,35.714285714285715,10,40,
"Nu: 0.2, Gamma: 0.0004",3,1,26,12,35.714285714285715,10,40,
"Nu: 0.2, Gamma: 0.005",3,1,26,12,35.714285714285715,10,40,
"Nu: 0.2, Gamma: 0.05",3,1,26,12,35.714285714285715,10,40,
"Nu: 0.2, Gamma: 0.0625",3,1,26,12,35.714285714285715,10,40,
"Nu: 0.2, Gamma: 0.1",3,1,26,12,35.714285714285715,10,40,
"Nu: 0.2, Gamma: 0.2",3,1,18,20,54.761904761904766,10,40,
"Nu: 0.2, Gamma: 0.5",3,1,11,27,71.42857142857143,10,40,
"Nu: 0.2, Gamma: 0.7",3,1,5,33,85.71428571428571,10,40,
"Nu: 0.2, Gamma: 0.9",3,1,4,34,88.09523809523809,10,40,
"Nu: 0.2, Gamma: 0.99",3,1,4,34,88.09523809523809,10,40,
"Nu: 0.5, Gamma: 0.0001",1,3,17,21,52.38095238095239,10,40,
"Nu: 0.5, Gamma: 0.0002",1,3,17,21,52.38095238095239,10,40,
"Nu: 0.5, Gamma: 0.0003",1,3,17,21,52.38095238095239,10,40,
"Nu: 0.5, Gamma: 0.0004",1,3,17,21,52.38095238095239,10,40,
"Nu: 0.5, Gamma: 0.005",1,3,17,21,52.38095238095239,10,40,
"Nu: 0.5, Gamma: 0.05",1,3,17,21,52.38095238095239,10,40,
"Nu: 0.5, Gamma: 0.0625",1,3,17,21,52.38095238095239,10,40,
"Nu: 0.5, Gamma: 0.1",1,3,17,21,52.38095238095239,10,40,
"Nu: 0.5, Gamma: 0.2",1,3,14,24,59.523809523809526,10,40,
"Nu: 0.5, Gamma: 0.5",1,3,6,32,78.57142857142857,10,40,
"Nu: 0.5, Gamma: 0.7",2,2,3,35,88.09523809523809,10,40,
"Nu: 0.5, Gamma: 0.9",2,2,2,36,90.47619047619048,10,40,
"Nu: 0.5, Gamma: 0.99",2,2,2,36,90.47619047619048,10,40,
"Nu: 0.7, Gamma: 0.0001",1,3,15,23,57.14285714285714,10,40,
"Nu: 0.7, Gamma: 0.0002",1,3,15,23,57.14285714285714,10,40,
"Nu: 0.7, Gamma: 0.0003",1,3,15,23,57.14285714285714,10,40,
"Nu: 0.7, Gamma: 0.0004",1,3,15,23,57.14285714285714,10,40,
"Nu: 0.7, Gamma: 0.005",1,3,15,23,57.14285714285714,10,40,
"Nu: 0.7, Gamma: 0.05",1,3,16,22,54.761904761904766,10,40,
"Nu: 0.7, Gamma: 0.0625",1,3,16,22,54.761904761904766,10,40,
"Nu: 0.7, Gamma: 0.1",1,3,16,22,54.761904761904766,10,40,
"Nu: 0.7, Gamma: 0.2",0,4,13,25,59.523809523809526,10,40,
"Nu: 0.7, Gamma: 0.5",0,4,3,35,83.33333333333334,10,40,
"Nu: 0.7, Gamma: 0.7",0,4,2,36,85.71428571428571,10,40,
"Nu: 0.7, Gamma: 0.9",0,4,2,36,85.71428571428571,10,40,
"Nu: 0.7, Gamma: 0.99",0,4,1,37,88.09523809523809,10,40,
"Nu: 0.9, Gamma: 0.0001",0,4,12,26,61.904761904761905,10,40,
"Nu: 0.9, Gamma: 0.0002",0,4,12,26,61.904761904761905,10,40,
"Nu: 0.9, Gamma: 0.0003",0,4,12,26,61.904761904761905,10,40,
"Nu: 0.9, Gamma: 0.0004",0,4,12,26,61.904761904761905,10,40,
"Nu: 0.9, Gamma: 0.005",0,4,12,26,61.904761904761905,10,40,
"Nu: 0.9, Gamma: 0.05",0,4,11,27,64.28571428571429,10,40,
"Nu: 0.9, Gamma: 0.0625",0,4,10,28,66.66666666666666,10,40,
"Nu: 0.9, Gamma: 0.1",0,4,7,31,73.80952380952381,10,40,
"Nu: 0.9, Gamma: 0.2",0,4,2,36,85.71428571428571,10,40,
"Nu: 0.9, Gamma: 0.5",0,4,0,38,90.47619047619048,10,40,
"Nu: 0.9, Gamma: 0.7",0,4,0,38,90.47619047619048,10,40,
"Nu: 0.9, Gamma: 0.9",0,4,0,38,90.47619047619048,10,40,
"Nu: 0.9, Gamma: 0.99",0,4,0,38,90.47619047619048,10,40,
"Nu: 0.99, Gamma: 0.0001",0,4,0,38,90.47619047619048,10,40,
"Nu: 0.99, Gamma: 0.0002",0,4,0,38,90.47619047619048,10,40,
"Nu: 0.99, Gamma: 0.0003",0,4,0,38,90.47619047619048,10,40,
"Nu: 0.99, Gamma: 0.0004",0,4,0,38,90.47619047619048,10,40,
"Nu: 0.99, Gamma: 0.005",0,4,0,38,90.47619047619048,10,40,
"Nu: 0.99, Gamma: 0.05",0,4,0,38,90.47619047619048,10,40,
"Nu: 0.99, Gamma: 0.0625",0,4,0,38,90.47619047619048,10,40,
"Nu: 0.99, Gamma: 0.1",0,4,0,38,90.47619047619048,10,40,
"Nu: 0.99, Gamma: 0.2",0,4,0,38,90.47619047619048,10,40,
"Nu: 0.99, Gamma: 0.5",0,4,0,38,90.47619047619048,10,40,
"Nu: 0.99, Gamma: 0.7",0,4,0,38,90.47619047619048,10,40,
"Nu: 0.99, Gamma: 0.9",0,4,0,38,90.47619047619048,10,40,
"Nu: 0.99, Gamma: 0.99",0,4,0,38,90.47619047619048,10,40,
,,,,,,,,
Target Class: bodytrack_IndirectBP,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.0001, Gamma: 0.0001",0,4,0,39,90.69767441860465,10,40,
"Nu: 0.0001, Gamma: 0.0002",0,4,0,39,90.69767441860465,10,40,
"Nu: 0.0001, Gamma: 0.0003",0,4,0,39,90.69767441860465,10,40,
"Nu: 0.0001, Gamma: 0.0004",0,4,0,39,90.69767441860465,10,40,
"Nu: 0.0001, Gamma: 0.005",3,1,28,11,32.55813953488372,10,40,
"Nu: 0.0001, Gamma: 0.05",3,1,26,13,37.2093023255814,10,40,
"Nu: 0.0001, Gamma: 0.0625",3,1,26,13,37.2093023255814,10,40,
"Nu: 0.0001, Gamma: 0.1",3,1,24,15,41.86046511627907,10,40,
"Nu: 0.0001, Gamma: 0.2",2,2,17,22,55.81395348837209,10,40,
"Nu: 0.0001, Gamma: 0.5",2,2,9,30,74.4186046511628,10,40,
"Nu: 0.0001, Gamma: 0.7",2,2,9,30,74.4186046511628,10,40,
"Nu: 0.0001, Gamma: 0.9",2,2,8,31,76.74418604651163,10,40,
"Nu: 0.0001, Gamma: 0.99",2,2,7,32,79.06976744186046,10,40,
"Nu: 0.0002, Gamma: 0.0001",0,4,0,39,90.69767441860465,10,40,
"Nu: 0.0002, Gamma: 0.0002",0,4,0,39,90.69767441860465,10,40,
"Nu: 0.0002, Gamma: 0.0003",0,4,0,39,90.69767441860465,10,40,
"Nu: 0.0002, Gamma: 0.0004",0,4,0,39,90.69767441860465,10,40,
"Nu: 0.0002, Gamma: 0.005",3,1,32,7,23.25581395348837,10,40,
"Nu: 0.0002, Gamma: 0.05",3,1,26,13,37.2093023255814,10,40,
"Nu: 0.0002, Gamma: 0.0625",3,1,26,13,37.2093023255814,10,40,
"Nu: 0.0002, Gamma: 0.1",3,1,25,14,39.53488372093023,10,40,
"Nu: 0.0002, Gamma: 0.2",3,1,18,21,55.81395348837209,10,40,
"Nu: 0.0002, Gamma: 0.5",2,2,9,30,74.4186046511628,10,40,
"Nu: 0.0002, Gamma: 0.7",2,2,9,30,74.4186046511628,10,40,
"Nu: 0.0002, Gamma: 0.9",2,2,8,31,76.74418604651163,10,40,
"Nu: 0.0002, Gamma: 0.99",2,2,6,33,81.3953488372093,10,40,
"Nu: 0.0003, Gamma: 0.0001",0,4,0,39,90.69767441860465,10,40,
"Nu: 0.0003, Gamma: 0.0002",0,4,0,39,90.69767441860465,10,40,
"Nu: 0.0003, Gamma: 0.0003",0,4,0,39,90.69767441860465,10,40,
"Nu: 0.0003, Gamma: 0.0004",0,4,0,39,90.69767441860465,10,40,
"Nu: 0.0003, Gamma: 0.005",3,1,32,7,23.25581395348837,10,40,
"Nu: 0.0003, Gamma: 0.05",3,1,26,13,37.2093023255814,10,40,
"Nu: 0.0003, Gamma: 0.0625",3,1,26,13,37.2093023255814,10,40,
"Nu: 0.0003, Gamma: 0.1",3,1,24,15,41.86046511627907,10,40,
"Nu: 0.0003, Gamma: 0.2",3,1,18,21,55.81395348837209,10,40,
"Nu: 0.0003, Gamma: 0.5",2,2,9,30,74.4186046511628,10,40,
"Nu: 0.0003, Gamma: 0.7",2,2,9,30,74.4186046511628,10,40,
"Nu: 0.0003, Gamma: 0.9",2,2,8,31,76.74418604651163,10,40,
"Nu: 0.0003, Gamma: 0.99",2,2,7,32,79.06976744186046,10,40,
"Nu: 0.0004, Gamma: 0.0001",0,4,0,39,90.69767441860465,10,40,
"Nu: 0.0004, Gamma: 0.0002",0,4,0,39,90.69767441860465,10,40,
"Nu: 0.0004, Gamma: 0.0003",0,4,0,39,90.69767441860465,10,40,
"Nu: 0.0004, Gamma: 0.0004",3,1,28,11,32.55813953488372,10,40,
"Nu: 0.0004, Gamma: 0.005",3,1,32,7,23.25581395348837,10,40,
"Nu: 0.0004, Gamma: 0.05",3,1,26,13,37.2093023255814,10,40,
"Nu: 0.0004, Gamma: 0.0625",3,1,26,13,37.2093023255814,10,40,
"Nu: 0.0004, Gamma: 0.1",3,1,24,15,41.86046511627907,10,40,
"Nu: 0.0004, Gamma: 0.2",3,1,18,21,55.81395348837209,10,40,
"Nu: 0.0004, Gamma: 0.5",2,2,9,30,74.4186046511628,10,40,
"Nu: 0.0004, Gamma: 0.7",2,2,9,30,74.4186046511628,10,40,
"Nu: 0.0004, Gamma: 0.9",2,2,8,31,76.74418604651163,10,40,
"Nu: 0.0004, Gamma: 0.99",2,2,6,33,81.3953488372093,10,40,
"Nu: 0.005, Gamma: 0.0001",3,1,27,12,34.883720930232556,10,40,
"Nu: 0.005, Gamma: 0.0002",3,1,27,12,34.883720930232556,10,40,
"Nu: 0.005, Gamma: 0.0003",3,1,27,12,34.883720930232556,10,40,
"Nu: 0.005, Gamma: 0.0004",3,1,27,12,34.883720930232556,10,40,
"Nu: 0.005, Gamma: 0.005",3,1,27,12,34.883720930232556,10,40,
"Nu: 0.005, Gamma: 0.05",3,1,26,13,37.2093023255814,10,40,
"Nu: 0.005, Gamma: 0.0625",3,1,26,13,37.2093023255814,10,40,
"Nu: 0.005, Gamma: 0.1",3,1,25,14,39.53488372093023,10,40,
"Nu: 0.005, Gamma: 0.2",3,1,17,22,58.139534883720934,10,40,
"Nu: 0.005, Gamma: 0.5",2,2,9,30,74.4186046511628,10,40,
"Nu: 0.005, Gamma: 0.7",2,2,9,30,74.4186046511628,10,40,
"Nu: 0.005, Gamma: 0.9",2,2,8,31,76.74418604651163,10,40,
"Nu: 0.005, Gamma: 0.99",2,2,6,33,81.3953488372093,10,40,
"Nu: 0.05, Gamma: 0.0001",3,1,25,14,39.53488372093023,10,40,
"Nu: 0.05, Gamma: 0.0002",3,1,27,12,34.883720930232556,10,40,
"Nu: 0.05, Gamma: 0.0003",3,1,27,12,34.883720930232556,10,40,
"Nu: 0.05, Gamma: 0.0004",3,1,27,12,34.883720930232556,10,40,
"Nu: 0.05, Gamma: 0.005",3,1,26,13,37.2093023255814,10,40,
"Nu: 0.05, Gamma: 0.05",3,1,26,13,37.2093023255814,10,40,
"Nu: 0.05, Gamma: 0.0625",3,1,25,14,39.53488372093023,10,40,
"Nu: 0.05, Gamma: 0.1",3,1,24,15,41.86046511627907,10,40,
"Nu: 0.05, Gamma: 0.2",2,2,13,26,65.11627906976744,10,40,
"Nu: 0.05, Gamma: 0.5",2,2,9,30,74.4186046511628,10,40,
"Nu: 0.05, Gamma: 0.7",2,2,9,30,74.4186046511628,10,40,
"Nu: 0.05, Gamma: 0.9",2,2,6,33,81.3953488372093,10,40,
"Nu: 0.05, Gamma: 0.99",2,2,6,33,81.3953488372093,10,40,
"Nu: 0.0625, Gamma: 0.0001",3,1,28,11,32.55813953488372,10,40,
"Nu: 0.0625, Gamma: 0.0002",3,1,26,13,37.2093023255814,10,40,
"Nu: 0.0625, Gamma: 0.0003",3,1,26,13,37.2093023255814,10,40,
"Nu: 0.0625, Gamma: 0.0004",3,1,26,13,37.2093023255814,10,40,
"Nu: 0.0625, Gamma: 0.005",3,1,26,13,37.2093023255814,10,40,
"Nu: 0.0625, Gamma: 0.05",3,1,26,13,37.2093023255814,10,40,
"Nu: 0.0625, Gamma: 0.0625",3,1,25,14,39.53488372093023,10,40,
"Nu: 0.0625, Gamma: 0.1",3,1,24,15,41.86046511627907,10,40,
"Nu: 0.0625, Gamma: 0.2",2,2,13,26,65.11627906976744,10,40,
"Nu: 0.0625, Gamma: 0.5",2,2,9,30,74.4186046511628,10,40,
"Nu: 0.0625, Gamma: 0.7",2,2,8,31,76.74418604651163,10,40,
"Nu: 0.0625, Gamma: 0.9",2,2,6,33,81.3953488372093,10,40,
"Nu: 0.0625, Gamma: 0.99",2,2,6,33,81.3953488372093,10,40,
"Nu: 0.1, Gamma: 0.0001",3,1,26,13,37.2093023255814,10,40,
"Nu: 0.1, Gamma: 0.0002",3,1,26,13,37.2093023255814,10,40,
"Nu: 0.1, Gamma: 0.0003",3,1,26,13,37.2093023255814,10,40,
"Nu: 0.1, Gamma: 0.0004",3,1,26,13,37.2093023255814,10,40,
"Nu: 0.1, Gamma: 0.005",3,1,26,13,37.2093023255814,10,40,
"Nu: 0.1, Gamma: 0.05",3,1,25,14,39.53488372093023,10,40,
"Nu: 0.1, Gamma: 0.0625",3,1,25,14,39.53488372093023,10,40,
"Nu: 0.1, Gamma: 0.1",3,1,24,15,41.86046511627907,10,40,
"Nu: 0.1, Gamma: 0.2",2,2,13,26,65.11627906976744,10,40,
"Nu: 0.1, Gamma: 0.5",2,2,9,30,74.4186046511628,10,40,
"Nu: 0.1, Gamma: 0.7",2,2,8,31,76.74418604651163,10,40,
"Nu: 0.1, Gamma: 0.9",2,2,6,33,81.3953488372093,10,40,
"Nu: 0.1, Gamma: 0.99",2,2,6,33,81.3953488372093,10,40,
"Nu: 0.2, Gamma: 0.0001",3,1,25,14,39.53488372093023,10,40,
"Nu: 0.2, Gamma: 0.0002",3,1,25,14,39.53488372093023,10,40,
"Nu: 0.2, Gamma: 0.0003",3,1,25,14,39.53488372093023,10,40,
"Nu: 0.2, Gamma: 0.0004",3,1,25,14,39.53488372093023,10,40,
"Nu: 0.2, Gamma: 0.005",3,1,25,14,39.53488372093023,10,40,
"Nu: 0.2, Gamma: 0.05",3,1,25,14,39.53488372093023,10,40,
"Nu: 0.2, Gamma: 0.0625",3,1,25,14,39.53488372093023,10,40,
"Nu: 0.2, Gamma: 0.1",3,1,23,16,44.18604651162791,10,40,
"Nu: 0.2, Gamma: 0.2",2,2,12,27,67.44186046511628,10,40,
"Nu: 0.2, Gamma: 0.5",2,2,7,32,79.06976744186046,10,40,
"Nu: 0.2, Gamma: 0.7",2,2,6,33,81.3953488372093,10,40,
"Nu: 0.2, Gamma: 0.9",2,2,5,34,83.72093023255815,10,40,
"Nu: 0.2, Gamma: 0.99",2,2,4,35,86.04651162790698,10,40,
"Nu: 0.5, Gamma: 0.0001",2,2,22,17,44.18604651162791,10,40,
"Nu: 0.5, Gamma: 0.0002",2,2,22,17,44.18604651162791,10,40,
"Nu: 0.5, Gamma: 0.0003",2,2,22,17,44.18604651162791,10,40,
"Nu: 0.5, Gamma: 0.0004",2,2,22,17,44.18604651162791,10,40,
"Nu: 0.5, Gamma: 0.005",2,2,22,17,44.18604651162791,10,40,
"Nu: 0.5, Gamma: 0.05",2,2,21,18,46.51162790697674,10,40,
"Nu: 0.5, Gamma: 0.0625",2,2,21,18,46.51162790697674,10,40,
"Nu: 0.5, Gamma: 0.1",2,2,19,20,51.162790697674424,10,40,
"Nu: 0.5, Gamma: 0.2",1,3,6,33,79.06976744186046,10,40,
"Nu: 0.5, Gamma: 0.5",2,2,6,33,81.3953488372093,10,40,
"Nu: 0.5, Gamma: 0.7",2,2,5,34,83.72093023255815,10,40,
"Nu: 0.5, Gamma: 0.9",2,2,4,35,86.04651162790698,10,40,
"Nu: 0.5, Gamma: 0.99",2,2,3,36,88.37209302325581,10,40,
"Nu: 0.7, Gamma: 0.0001",1,3,13,26,62.7906976744186,10,40,
"Nu: 0.7, Gamma: 0.0002",1,3,13,26,62.7906976744186,10,40,
"Nu: 0.7, Gamma: 0.0003",1,3,13,26,62.7906976744186,10,40,
"Nu: 0.7, Gamma: 0.0004",1,3,13,26,62.7906976744186,10,40,
"Nu: 0.7, Gamma: 0.005",1,3,13,26,62.7906976744186,10,40,
"Nu: 0.7, Gamma: 0.05",0,4,8,31,72.09302325581395,10,40,
"Nu: 0.7, Gamma: 0.0625",0,4,7,32,74.4186046511628,10,40,
"Nu: 0.7, Gamma: 0.1",0,4,8,31,72.09302325581395,10,40,
"Nu: 0.7, Gamma: 0.2",1,3,2,37,88.37209302325581,10,40,
"Nu: 0.7, Gamma: 0.5",1,3,3,36,86.04651162790698,10,40,
"Nu: 0.7, Gamma: 0.7",2,2,3,36,88.37209302325581,10,40,
"Nu: 0.7, Gamma: 0.9",2,2,3,36,88.37209302325581,10,40,
"Nu: 0.7, Gamma: 0.99",2,2,3,36,88.37209302325581,10,40,
"Nu: 0.9, Gamma: 0.0001",0,4,0,39,90.69767441860465,10,40,
"Nu: 0.9, Gamma: 0.0002",0,4,0,39,90.69767441860465,10,40,
"Nu: 0.9, Gamma: 0.0003",0,4,0,39,90.69767441860465,10,40,
"Nu: 0.9, Gamma: 0.0004",0,4,0,39,90.69767441860465,10,40,
"Nu: 0.9, Gamma: 0.005",0,4,0,39,90.69767441860465,10,40,
"Nu: 0.9, Gamma: 0.05",0,4,0,39,90.69767441860465,10,40,
"Nu: 0.9, Gamma: 0.0625",0,4,0,39,90.69767441860465,10,40,
