Features: 16,,,,,,,,,,
Target Class: raytrace,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,94.44444444,312
"Nu: 0.99, Gamma: 0.0002",1,3,1,31,88.88888889,0,40,,,
"Nu: 0.99, Gamma: 0.0003",1,3,1,31,88.88888889,0,40,,,
"Nu: 0.99, Gamma: 0.0004",1,3,1,31,88.88888889,0,40,,,
"Nu: 0.99, Gamma: 0.005",1,3,1,31,88.88888889,0,40,,,
"Nu: 0.99, Gamma: 0.05",1,3,1,31,88.88888889,0,40,,,
"Nu: 0.99, Gamma: 0.0625",1,3,0,32,91.66666667,0,40,,,
"Nu: 0.99, Gamma: 0.1",0,4,0,32,88.88888889,0,40,,,
"Nu: 0.99, Gamma: 0.2",0,4,0,32,88.88888889,0,40,,,
"Nu: 0.99, Gamma: 0.5",0,4,0,32,88.88888889,0,40,,,
"Nu: 0.99, Gamma: 0.7",0,4,0,32,88.88888889,0,40,,,
"Nu: 0.99, Gamma: 0.9",0,4,0,32,88.88888889,0,40,,,
"Nu: 0.99, Gamma: 0.99",0,4,0,32,88.88888889,0,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: raytrace,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,4,0,37,90.24390244,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,4,0,37,90.24390244,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,4,0,37,90.24390244,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,4,0,37,90.24390244,10,40,,,
"Nu: 0.0001, Gamma: 0.005",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.0001, Gamma: 0.05",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.0001, Gamma: 0.1",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.0001, Gamma: 0.2",3,1,34,3,14.63414634,10,40,,,
"Nu: 0.0001, Gamma: 0.5",3,1,33,4,17.07317073,10,40,,,
"Nu: 0.0001, Gamma: 0.7",3,1,33,4,17.07317073,10,40,,,
"Nu: 0.0001, Gamma: 0.9",3,1,30,7,24.3902439,10,40,,,
"Nu: 0.0001, Gamma: 0.99",3,1,33,4,17.07317073,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,4,0,37,90.24390244,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,4,0,37,90.24390244,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",0,4,0,37,90.24390244,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",0,4,0,37,90.24390244,10,40,,,
"Nu: 0.0002, Gamma: 0.005",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.0002, Gamma: 0.05",4,0,37,0,9.756097561,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.0002, Gamma: 0.1",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.0002, Gamma: 0.2",3,1,34,3,14.63414634,10,40,,,
"Nu: 0.0002, Gamma: 0.5",3,1,33,4,17.07317073,10,40,,,
"Nu: 0.0002, Gamma: 0.7",3,1,33,4,17.07317073,10,40,,,
"Nu: 0.0002, Gamma: 0.9",3,1,25,12,36.58536585,10,40,,,
"Nu: 0.0002, Gamma: 0.99",3,1,29,8,26.82926829,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",0,4,0,37,90.24390244,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",0,4,0,37,90.24390244,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",0,4,0,37,90.24390244,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",1,3,11,26,65.85365854,10,40,,,
"Nu: 0.0003, Gamma: 0.005",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.0003, Gamma: 0.05",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.0003, Gamma: 0.1",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.0003, Gamma: 0.2",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.0003, Gamma: 0.5",3,1,33,4,17.07317073,10,40,,,
"Nu: 0.0003, Gamma: 0.7",3,1,33,4,17.07317073,10,40,,,
"Nu: 0.0003, Gamma: 0.9",3,1,32,5,19.51219512,10,40,,,
"Nu: 0.0003, Gamma: 0.99",3,1,29,8,26.82926829,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",0,4,0,37,90.24390244,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",0,4,0,37,90.24390244,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",1,3,11,26,65.85365854,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.0004, Gamma: 0.005",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.0004, Gamma: 0.05",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.0004, Gamma: 0.1",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.0004, Gamma: 0.2",3,1,34,3,14.63414634,10,40,,,
"Nu: 0.0004, Gamma: 0.5",3,1,33,4,17.07317073,10,40,,,
"Nu: 0.0004, Gamma: 0.7",3,1,33,4,17.07317073,10,40,,,
"Nu: 0.0004, Gamma: 0.9",3,1,32,5,19.51219512,10,40,,,
"Nu: 0.0004, Gamma: 0.99",3,1,25,12,36.58536585,10,40,,,
"Nu: 0.005, Gamma: 0.0001",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.005, Gamma: 0.0002",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.005, Gamma: 0.0003",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.005, Gamma: 0.0004",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.005, Gamma: 0.005",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.005, Gamma: 0.05",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.005, Gamma: 0.0625",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.005, Gamma: 0.1",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.005, Gamma: 0.2",3,1,34,3,14.63414634,10,40,,,
"Nu: 0.005, Gamma: 0.5",3,1,33,4,17.07317073,10,40,,,
"Nu: 0.005, Gamma: 0.7",3,1,33,4,17.07317073,10,40,,,
"Nu: 0.005, Gamma: 0.9",3,1,32,5,19.51219512,10,40,,,
"Nu: 0.005, Gamma: 0.99",3,1,24,13,39.02439024,10,40,,,
"Nu: 0.05, Gamma: 0.0001",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.05, Gamma: 0.0002",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.05, Gamma: 0.0003",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.05, Gamma: 0.0004",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.05, Gamma: 0.005",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.05, Gamma: 0.05",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.05, Gamma: 0.0625",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.05, Gamma: 0.1",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.05, Gamma: 0.2",3,1,34,3,14.63414634,10,40,,,
"Nu: 0.05, Gamma: 0.5",3,1,33,4,17.07317073,10,40,,,
"Nu: 0.05, Gamma: 0.7",3,1,33,4,17.07317073,10,40,,,
"Nu: 0.05, Gamma: 0.9",3,1,31,6,21.95121951,10,40,,,
"Nu: 0.05, Gamma: 0.99",3,1,29,8,26.82926829,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.0625, Gamma: 0.005",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.0625, Gamma: 0.05",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.0625, Gamma: 0.1",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.0625, Gamma: 0.2",3,1,34,3,14.63414634,10,40,,,
"Nu: 0.0625, Gamma: 0.5",3,1,33,4,17.07317073,10,40,,,
"Nu: 0.0625, Gamma: 0.7",3,1,33,4,17.07317073,10,40,,,
"Nu: 0.0625, Gamma: 0.9",3,1,31,6,21.95121951,10,40,,,
"Nu: 0.0625, Gamma: 0.99",3,1,29,8,26.82926829,10,40,,,
"Nu: 0.1, Gamma: 0.0001",4,0,33,4,19.51219512,10,40,,,
"Nu: 0.1, Gamma: 0.0002",4,0,33,4,19.51219512,10,40,,,
"Nu: 0.1, Gamma: 0.0003",4,0,33,4,19.51219512,10,40,,,
"Nu: 0.1, Gamma: 0.0004",4,0,33,4,19.51219512,10,40,,,
"Nu: 0.1, Gamma: 0.005",4,0,33,4,19.51219512,10,40,,,
"Nu: 0.1, Gamma: 0.05",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.1, Gamma: 0.0625",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.1, Gamma: 0.1",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.1, Gamma: 0.2",3,1,34,3,14.63414634,10,40,,,
"Nu: 0.1, Gamma: 0.5",3,1,33,4,17.07317073,10,40,,,
"Nu: 0.1, Gamma: 0.7",3,1,33,4,17.07317073,10,40,,,
"Nu: 0.1, Gamma: 0.9",3,1,31,6,21.95121951,10,40,,,
"Nu: 0.1, Gamma: 0.99",3,1,29,8,26.82926829,10,40,,,
"Nu: 0.2, Gamma: 0.0001",4,0,32,5,21.95121951,10,40,,,
"Nu: 0.2, Gamma: 0.0002",4,0,32,5,21.95121951,10,40,,,
"Nu: 0.2, Gamma: 0.0003",4,0,32,5,21.95121951,10,40,,,
"Nu: 0.2, Gamma: 0.0004",4,0,32,5,21.95121951,10,40,,,
"Nu: 0.2, Gamma: 0.005",4,0,32,5,21.95121951,10,40,,,
"Nu: 0.2, Gamma: 0.05",4,0,33,4,19.51219512,10,40,,,
"Nu: 0.2, Gamma: 0.0625",4,0,33,4,19.51219512,10,40,,,
"Nu: 0.2, Gamma: 0.1",4,0,34,3,17.07317073,10,40,,,
"Nu: 0.2, Gamma: 0.2",3,1,34,3,14.63414634,10,40,,,
"Nu: 0.2, Gamma: 0.5",3,1,33,4,17.07317073,10,40,,,
"Nu: 0.2, Gamma: 0.7",3,1,31,6,21.95121951,10,40,,,
"Nu: 0.2, Gamma: 0.9",3,1,30,7,24.3902439,10,40,,,
"Nu: 0.2, Gamma: 0.99",3,1,24,13,39.02439024,10,40,,,
"Nu: 0.5, Gamma: 0.0001",2,2,24,13,36.58536585,10,40,,,
"Nu: 0.5, Gamma: 0.0002",2,2,24,13,36.58536585,10,40,,,
"Nu: 0.5, Gamma: 0.0003",2,2,24,13,36.58536585,10,40,,,
"Nu: 0.5, Gamma: 0.0004",2,2,24,13,36.58536585,10,40,,,
"Nu: 0.5, Gamma: 0.005",2,2,24,13,36.58536585,10,40,,,
"Nu: 0.5, Gamma: 0.05",2,2,24,13,36.58536585,10,40,,,
"Nu: 0.5, Gamma: 0.0625",2,2,24,13,36.58536585,10,40,,,
"Nu: 0.5, Gamma: 0.1",1,3,24,13,34.14634146,10,40,,,
"Nu: 0.5, Gamma: 0.2",2,2,26,11,31.70731707,10,40,,,
"Nu: 0.5, Gamma: 0.5",3,1,30,7,24.3902439,10,40,,,
"Nu: 0.5, Gamma: 0.7",3,1,29,8,26.82926829,10,40,,,
"Nu: 0.5, Gamma: 0.9",2,2,22,15,41.46341463,10,40,,,
"Nu: 0.5, Gamma: 0.99",2,2,14,23,60.97560976,10,40,,,
"Nu: 0.7, Gamma: 0.0001",0,4,21,16,39.02439024,10,40,,,
"Nu: 0.7, Gamma: 0.0002",0,4,21,16,39.02439024,10,40,,,
"Nu: 0.7, Gamma: 0.0003",0,4,21,16,39.02439024,10,40,,,
"Nu: 0.7, Gamma: 0.0004",0,4,21,16,39.02439024,10,40,,,
"Nu: 0.7, Gamma: 0.005",0,4,21,16,39.02439024,10,40,,,
"Nu: 0.7, Gamma: 0.05",0,4,20,17,41.46341463,10,40,,,
"Nu: 0.7, Gamma: 0.0625",0,4,20,17,41.46341463,10,40,,,
"Nu: 0.7, Gamma: 0.1",0,4,19,18,43.90243902,10,40,,,
"Nu: 0.7, Gamma: 0.2",0,4,18,19,46.34146341,10,40,,,
"Nu: 0.7, Gamma: 0.5",0,4,4,33,80.48780488,10,40,,,
"Nu: 0.7, Gamma: 0.7",0,4,3,34,82.92682927,10,40,,,
"Nu: 0.7, Gamma: 0.9",1,3,3,34,85.36585366,10,40,,,
"Nu: 0.7, Gamma: 0.99",1,3,4,33,82.92682927,10,40,,,
"Nu: 0.9, Gamma: 0.0001",0,4,2,35,85.36585366,10,40,,,
"Nu: 0.9, Gamma: 0.0002",0,4,2,35,85.36585366,10,40,,,
"Nu: 0.9, Gamma: 0.0003",0,4,2,35,85.36585366,10,40,,,
"Nu: 0.9, Gamma: 0.0004",0,4,2,35,85.36585366,10,40,,,
"Nu: 0.9, Gamma: 0.005",0,4,2,35,85.36585366,10,40,,,
"Nu: 0.9, Gamma: 0.05",0,4,4,33,80.48780488,10,40,,,
"Nu: 0.9, Gamma: 0.0625",0,4,10,27,65.85365854,10,40,,,
"Nu: 0.9, Gamma: 0.1",0,4,14,23,56.09756098,10,40,,,
"Nu: 0.9, Gamma: 0.2",0,4,15,22,53.65853659,10,40,,,
"Nu: 0.9, Gamma: 0.5",0,4,1,36,87.80487805,10,40,,,
"Nu: 0.9, Gamma: 0.7",0,4,0,37,90.24390244,10,40,,,
"Nu: 0.9, Gamma: 0.9",0,4,0,37,90.24390244,10,40,,,
"Nu: 0.9, Gamma: 0.99",0,4,0,37,90.24390244,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,4,0,37,90.24390244,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,4,0,37,90.24390244,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,4,0,37,90.24390244,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,4,0,37,90.24390244,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,4,0,37,90.24390244,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,4,1,36,87.80487805,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,4,1,36,87.80487805,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,4,2,35,85.36585366,10,40,,,
"Nu: 0.99, Gamma: 0.2",0,4,5,32,78.04878049,10,40,,,
"Nu: 0.99, Gamma: 0.5",0,4,1,36,87.80487805,10,40,,,
"Nu: 0.99, Gamma: 0.7",0,4,0,37,90.24390244,10,40,,,
"Nu: 0.99, Gamma: 0.9",0,4,0,37,90.24390244,10,40,,,
"Nu: 0.99, Gamma: 0.99",0,4,0,37,90.24390244,10,40,,,
,,,,,,,,,,
Target Class: raytrace_cachehalf,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,4,0,32,88.88888889,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,4,0,32,88.88888889,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,4,0,32,88.88888889,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,4,0,32,88.88888889,10,40,,,
"Nu: 0.0001, Gamma: 0.005",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.0001, Gamma: 0.05",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.0001, Gamma: 0.1",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.0001, Gamma: 0.2",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.0001, Gamma: 0.5",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.0001, Gamma: 0.7",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.0001, Gamma: 0.9",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.0001, Gamma: 0.99",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,4,0,32,88.88888889,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,4,0,32,88.88888889,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.0002, Gamma: 0.005",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.0002, Gamma: 0.05",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.0002, Gamma: 0.1",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.0002, Gamma: 0.2",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.0002, Gamma: 0.5",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.0002, Gamma: 0.7",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.0002, Gamma: 0.9",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.0002, Gamma: 0.99",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",0,4,0,32,88.88888889,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.0003, Gamma: 0.005",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.0003, Gamma: 0.05",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.0003, Gamma: 0.1",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.0003, Gamma: 0.2",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.0003, Gamma: 0.5",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.0003, Gamma: 0.7",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.0003, Gamma: 0.9",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.0003, Gamma: 0.99",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",0,4,0,32,88.88888889,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.0004, Gamma: 0.005",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.0004, Gamma: 0.05",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.0004, Gamma: 0.1",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.0004, Gamma: 0.2",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.0004, Gamma: 0.5",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.0004, Gamma: 0.7",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.0004, Gamma: 0.9",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.0004, Gamma: 0.99",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.005, Gamma: 0.0001",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.005, Gamma: 0.0002",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.005, Gamma: 0.0003",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.005, Gamma: 0.0004",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.005, Gamma: 0.005",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.005, Gamma: 0.05",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.005, Gamma: 0.0625",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.005, Gamma: 0.1",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.005, Gamma: 0.2",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.005, Gamma: 0.5",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.005, Gamma: 0.7",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.005, Gamma: 0.9",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.005, Gamma: 0.99",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.05, Gamma: 0.0001",3,1,31,1,11.11111111,10,40,,,
"Nu: 0.05, Gamma: 0.0002",3,1,31,1,11.11111111,10,40,,,
"Nu: 0.05, Gamma: 0.0003",3,1,31,1,11.11111111,10,40,,,
"Nu: 0.05, Gamma: 0.0004",3,1,31,1,11.11111111,10,40,,,
"Nu: 0.05, Gamma: 0.005",3,1,31,1,11.11111111,10,40,,,
"Nu: 0.05, Gamma: 0.05",3,1,32,0,8.333333333,10,40,,,
"Nu: 0.05, Gamma: 0.0625",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.05, Gamma: 0.1",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.05, Gamma: 0.2",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.05, Gamma: 0.5",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.05, Gamma: 0.7",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.05, Gamma: 0.9",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.05, Gamma: 0.99",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",3,1,31,1,11.11111111,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",3,1,31,1,11.11111111,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",3,1,31,1,11.11111111,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",3,1,31,1,11.11111111,10,40,,,
"Nu: 0.0625, Gamma: 0.005",3,1,31,1,11.11111111,10,40,,,
"Nu: 0.0625, Gamma: 0.05",3,1,31,1,11.11111111,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",3,1,32,0,8.333333333,10,40,,,
"Nu: 0.0625, Gamma: 0.1",4,0,32,0,11.11111111,10,40,,,
"Nu: 0.0625, Gamma: 0.2",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.0625, Gamma: 0.5",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.0625, Gamma: 0.7",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.0625, Gamma: 0.9",4,0,30,2,16.66666667,10,40,,,
"Nu: 0.0625, Gamma: 0.99",4,0,30,2,16.66666667,10,40,,,
"Nu: 0.1, Gamma: 0.0001",3,1,30,2,13.88888889,10,40,,,
"Nu: 0.1, Gamma: 0.0002",3,1,30,2,13.88888889,10,40,,,
"Nu: 0.1, Gamma: 0.0003",3,1,30,2,13.88888889,10,40,,,
"Nu: 0.1, Gamma: 0.0004",3,1,30,2,13.88888889,10,40,,,
"Nu: 0.1, Gamma: 0.005",3,1,30,2,13.88888889,10,40,,,
"Nu: 0.1, Gamma: 0.05",3,1,30,2,13.88888889,10,40,,,
"Nu: 0.1, Gamma: 0.0625",3,1,31,1,11.11111111,10,40,,,
"Nu: 0.1, Gamma: 0.1",3,1,31,1,11.11111111,10,40,,,
"Nu: 0.1, Gamma: 0.2",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.1, Gamma: 0.5",4,0,31,1,13.88888889,10,40,,,
"Nu: 0.1, Gamma: 0.7",4,0,30,2,16.66666667,10,40,,,
"Nu: 0.1, Gamma: 0.9",4,0,30,2,16.66666667,10,40,,,
"Nu: 0.1, Gamma: 0.99",4,0,30,2,16.66666667,10,40,,,
"Nu: 0.2, Gamma: 0.0001",3,1,19,13,44.44444444,10,40,,,
"Nu: 0.2, Gamma: 0.0002",3,1,19,13,44.44444444,10,40,,,
"Nu: 0.2, Gamma: 0.0003",3,1,19,13,44.44444444,10,40,,,
"Nu: 0.2, Gamma: 0.0004",3,1,19,13,44.44444444,10,40,,,
"Nu: 0.2, Gamma: 0.005",3,1,19,13,44.44444444,10,40,,,
"Nu: 0.2, Gamma: 0.05",3,1,19,13,44.44444444,10,40,,,
"Nu: 0.2, Gamma: 0.0625",3,1,19,13,44.44444444,10,40,,,
"Nu: 0.2, Gamma: 0.1",3,1,19,13,44.44444444,10,40,,,
"Nu: 0.2, Gamma: 0.2",3,1,29,3,16.66666667,10,40,,,
"Nu: 0.2, Gamma: 0.5",4,0,30,2,16.66666667,10,40,,,
"Nu: 0.2, Gamma: 0.7",4,0,30,2,16.66666667,10,40,,,
"Nu: 0.2, Gamma: 0.9",4,0,29,3,19.44444444,10,40,,,
"Nu: 0.2, Gamma: 0.99",4,0,29,3,19.44444444,10,40,,,
"Nu: 0.5, Gamma: 0.0001",2,2,8,24,72.22222222,10,40,,,
"Nu: 0.5, Gamma: 0.0002",2,2,8,24,72.22222222,10,40,,,
"Nu: 0.5, Gamma: 0.0003",2,2,8,24,72.22222222,10,40,,,
"Nu: 0.5, Gamma: 0.0004",2,2,8,24,72.22222222,10,40,,,
"Nu: 0.5, Gamma: 0.005",2,2,8,24,72.22222222,10,40,,,
"Nu: 0.5, Gamma: 0.05",2,2,8,24,72.22222222,10,40,,,
"Nu: 0.5, Gamma: 0.0625",2,2,7,25,75,10,40,,,
"Nu: 0.5, Gamma: 0.1",2,2,7,25,75,10,40,,,
"Nu: 0.5, Gamma: 0.2",2,2,8,24,72.22222222,10,40,,,
"Nu: 0.5, Gamma: 0.5",3,1,11,21,66.66666667,10,40,,,
"Nu: 0.5, Gamma: 0.7",3,1,11,21,66.66666667,10,40,,,
"Nu: 0.5, Gamma: 0.9",3,1,13,19,61.11111111,10,40,,,
"Nu: 0.5, Gamma: 0.99",3,1,13,19,61.11111111,10,40,,,
"Nu: 0.7, Gamma: 0.0001",0,4,4,28,77.77777778,10,40,,,
"Nu: 0.7, Gamma: 0.0002",0,4,4,28,77.77777778,10,40,,,
"Nu: 0.7, Gamma: 0.0003",0,4,4,28,77.77777778,10,40,,,
"Nu: 0.7, Gamma: 0.0004",0,4,4,28,77.77777778,10,40,,,
"Nu: 0.7, Gamma: 0.005",0,4,4,28,77.77777778,10,40,,,
"Nu: 0.7, Gamma: 0.05",0,4,3,29,80.55555556,10,40,,,
"Nu: 0.7, Gamma: 0.0625",0,4,3,29,80.55555556,10,40,,,
"Nu: 0.7, Gamma: 0.1",0,4,3,29,80.55555556,10,40,,,
"Nu: 0.7, Gamma: 0.2",1,3,1,31,88.88888889,10,40,,,
"Nu: 0.7, Gamma: 0.5",2,2,1,31,91.66666667,10,40,,,
"Nu: 0.7, Gamma: 0.7",2,2,3,29,86.11111111,10,40,,,
"Nu: 0.7, Gamma: 0.9",3,1,3,29,88.88888889,10,40,,,
"Nu: 0.7, Gamma: 0.99",3,1,4,28,86.11111111,10,40,,,
"Nu: 0.9, Gamma: 0.0001",0,4,3,29,80.55555556,10,40,,,
"Nu: 0.9, Gamma: 0.0002",0,4,3,29,80.55555556,10,40,,,
"Nu: 0.9, Gamma: 0.0003",0,4,3,29,80.55555556,10,40,,,
"Nu: 0.9, Gamma: 0.0004",0,4,3,29,80.55555556,10,40,,,
"Nu: 0.9, Gamma: 0.005",0,4,3,29,80.55555556,10,40,,,
"Nu: 0.9, Gamma: 0.05",0,4,3,29,80.55555556,10,40,,,
