Features: 16,,,,,,,,,,
Target Class: freqmine,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,96.875,599
"Nu: 0.0002, Gamma: 2e-05",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0002, Gamma: 3e-05",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0002, Gamma: 4e-05",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0002, Gamma: 5e-05",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0002, Gamma: 6e-05",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0002, Gamma: 7e-05",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0002, Gamma: 8e-05",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0002, Gamma: 9e-05",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0002, Gamma: 0.005",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0002, Gamma: 0.05",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0002, Gamma: 0.1",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0002, Gamma: 0.2",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0002, Gamma: 0.5",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0002, Gamma: 0.7",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0002, Gamma: 0.9",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0002, Gamma: 0.99",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0003, Gamma: 1e-05",208,9,0,7,95.98214286,10,40,,,
"Nu: 0.0003, Gamma: 2e-05",208,12,0,4,94.64285714,10,40,,,
"Nu: 0.0003, Gamma: 3e-05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0003, Gamma: 4e-05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0003, Gamma: 5e-05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0003, Gamma: 6e-05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0003, Gamma: 7e-05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0003, Gamma: 8e-05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0003, Gamma: 9e-05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0003, Gamma: 0.005",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0003, Gamma: 0.05",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0003, Gamma: 0.1",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0003, Gamma: 0.2",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0003, Gamma: 0.5",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0003, Gamma: 0.7",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0003, Gamma: 0.9",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0003, Gamma: 0.99",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0004, Gamma: 1e-05",208,7,0,9,96.875,10,40,,,
"Nu: 0.0004, Gamma: 2e-05",208,12,0,4,94.64285714,10,40,,,
"Nu: 0.0004, Gamma: 3e-05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0004, Gamma: 4e-05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0004, Gamma: 5e-05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0004, Gamma: 6e-05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0004, Gamma: 7e-05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0004, Gamma: 8e-05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0004, Gamma: 9e-05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0004, Gamma: 0.005",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0004, Gamma: 0.05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0004, Gamma: 0.1",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0004, Gamma: 0.2",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0004, Gamma: 0.5",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0004, Gamma: 0.7",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0004, Gamma: 0.9",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0004, Gamma: 0.99",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.005, Gamma: 1e-05",206,8,2,8,95.53571429,10,40,,,
"Nu: 0.005, Gamma: 2e-05",206,8,2,8,95.53571429,10,40,,,
"Nu: 0.005, Gamma: 3e-05",206,10,2,6,94.64285714,10,40,,,
"Nu: 0.005, Gamma: 4e-05",206,11,2,5,94.19642857,10,40,,,
"Nu: 0.005, Gamma: 5e-05",206,13,2,3,93.30357143,10,40,,,
"Nu: 0.005, Gamma: 6e-05",206,12,2,4,93.75,10,40,,,
"Nu: 0.005, Gamma: 7e-05",206,12,2,4,93.75,10,40,,,
"Nu: 0.005, Gamma: 8e-05",206,12,2,4,93.75,10,40,,,
"Nu: 0.005, Gamma: 9e-05",206,12,2,4,93.75,10,40,,,
"Nu: 0.005, Gamma: 0.0001",206,13,2,3,93.30357143,10,40,,,
"Nu: 0.005, Gamma: 0.0002",206,14,2,2,92.85714286,10,40,,,
"Nu: 0.005, Gamma: 0.0003",208,14,0,2,93.75,10,40,,,
"Nu: 0.005, Gamma: 0.0004",208,15,0,1,93.30357143,10,40,,,
"Nu: 0.005, Gamma: 0.005",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.005, Gamma: 0.05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.005, Gamma: 0.0625",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.005, Gamma: 0.1",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.005, Gamma: 0.2",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.005, Gamma: 0.5",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.005, Gamma: 0.7",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.005, Gamma: 0.9",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.005, Gamma: 0.99",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.05, Gamma: 1e-05",205,8,3,8,95.08928571,10,40,,,
"Nu: 0.05, Gamma: 2e-05",206,8,2,8,95.53571429,10,40,,,
"Nu: 0.05, Gamma: 3e-05",208,10,0,6,95.53571429,10,40,,,
"Nu: 0.05, Gamma: 4e-05",206,11,2,5,94.19642857,10,40,,,
"Nu: 0.05, Gamma: 5e-05",208,11,0,5,95.08928571,10,40,,,
"Nu: 0.05, Gamma: 6e-05",206,11,2,5,94.19642857,10,40,,,
"Nu: 0.05, Gamma: 7e-05",206,12,2,4,93.75,10,40,,,
"Nu: 0.05, Gamma: 8e-05",206,13,2,3,93.30357143,10,40,,,
"Nu: 0.05, Gamma: 9e-05",206,13,2,3,93.30357143,10,40,,,
"Nu: 0.05, Gamma: 0.0001",206,13,2,3,93.30357143,10,40,,,
"Nu: 0.05, Gamma: 0.0002",206,14,2,2,92.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.0003",206,14,2,2,92.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.0004",206,15,2,1,92.41071429,10,40,,,
"Nu: 0.05, Gamma: 0.005",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.0625",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.1",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.2",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.5",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.7",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.9",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.99",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0625, Gamma: 1e-05",205,8,3,8,95.08928571,10,40,,,
"Nu: 0.0625, Gamma: 2e-05",208,8,0,8,96.42857143,10,40,,,
"Nu: 0.0625, Gamma: 3e-05",208,10,0,6,95.53571429,10,40,,,
"Nu: 0.0625, Gamma: 4e-05",206,11,2,5,94.19642857,10,40,,,
"Nu: 0.0625, Gamma: 5e-05",208,11,0,5,95.08928571,10,40,,,
"Nu: 0.0625, Gamma: 6e-05",206,11,2,5,94.19642857,10,40,,,
"Nu: 0.0625, Gamma: 7e-05",208,12,0,4,94.64285714,10,40,,,
"Nu: 0.0625, Gamma: 8e-05",206,13,2,3,93.30357143,10,40,,,
"Nu: 0.0625, Gamma: 9e-05",206,13,2,3,93.30357143,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",206,13,2,3,93.30357143,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",208,14,0,2,93.75,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",206,14,2,2,92.85714286,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",208,15,0,1,93.30357143,10,40,,,
"Nu: 0.0625, Gamma: 0.005",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.0625, Gamma: 0.05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0625, Gamma: 0.1",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0625, Gamma: 0.2",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0625, Gamma: 0.5",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0625, Gamma: 0.7",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0625, Gamma: 0.9",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.0625, Gamma: 0.99",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.1, Gamma: 1e-05",205,8,3,8,95.08928571,10,40,,,
"Nu: 0.1, Gamma: 2e-05",208,8,0,8,96.42857143,10,40,,,
"Nu: 0.1, Gamma: 3e-05",206,10,2,6,94.64285714,10,40,,,
"Nu: 0.1, Gamma: 4e-05",208,11,0,5,95.08928571,10,40,,,
"Nu: 0.1, Gamma: 5e-05",206,11,2,5,94.19642857,10,40,,,
"Nu: 0.1, Gamma: 6e-05",208,11,0,5,95.08928571,10,40,,,
"Nu: 0.1, Gamma: 7e-05",208,12,0,4,94.64285714,10,40,,,
"Nu: 0.1, Gamma: 8e-05",208,12,0,4,94.64285714,10,40,,,
"Nu: 0.1, Gamma: 9e-05",206,13,2,3,93.30357143,10,40,,,
"Nu: 0.1, Gamma: 0.0001",208,13,0,3,94.19642857,10,40,,,
"Nu: 0.1, Gamma: 0.0002",208,14,0,2,93.75,10,40,,,
"Nu: 0.1, Gamma: 0.0003",206,14,2,2,92.85714286,10,40,,,
"Nu: 0.1, Gamma: 0.0004",208,15,0,1,93.30357143,10,40,,,
"Nu: 0.1, Gamma: 0.005",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.1, Gamma: 0.05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.1, Gamma: 0.0625",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.1, Gamma: 0.1",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.1, Gamma: 0.2",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.1, Gamma: 0.5",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.1, Gamma: 0.7",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.1, Gamma: 0.9",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.1, Gamma: 0.99",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.2, Gamma: 1e-05",205,8,3,8,95.08928571,10,40,,,
"Nu: 0.2, Gamma: 2e-05",208,8,0,8,96.42857143,10,40,,,
"Nu: 0.2, Gamma: 3e-05",206,10,2,6,94.64285714,10,40,,,
"Nu: 0.2, Gamma: 4e-05",208,11,0,5,95.08928571,10,40,,,
"Nu: 0.2, Gamma: 5e-05",206,11,2,5,94.19642857,10,40,,,
"Nu: 0.2, Gamma: 6e-05",208,11,0,5,95.08928571,10,40,,,
"Nu: 0.2, Gamma: 7e-05",208,12,0,4,94.64285714,10,40,,,
"Nu: 0.2, Gamma: 8e-05",206,13,2,3,93.30357143,10,40,,,
"Nu: 0.2, Gamma: 9e-05",206,13,2,3,93.30357143,10,40,,,
"Nu: 0.2, Gamma: 0.0001",206,13,2,3,93.30357143,10,40,,,
"Nu: 0.2, Gamma: 0.0002",208,14,0,2,93.75,10,40,,,
"Nu: 0.2, Gamma: 0.0003",206,14,2,2,92.85714286,10,40,,,
"Nu: 0.2, Gamma: 0.0004",208,15,0,1,93.30357143,10,40,,,
"Nu: 0.2, Gamma: 0.005",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.2, Gamma: 0.05",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.2, Gamma: 0.0625",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.2, Gamma: 0.1",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.2, Gamma: 0.2",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.2, Gamma: 0.5",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.2, Gamma: 0.7",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.2, Gamma: 0.9",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.2, Gamma: 0.99",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.5, Gamma: 1e-05",207,8,1,8,95.98214286,10,40,,,
"Nu: 0.5, Gamma: 2e-05",208,8,0,8,96.42857143,10,40,,,
"Nu: 0.5, Gamma: 3e-05",206,10,2,6,94.64285714,10,40,,,
"Nu: 0.5, Gamma: 4e-05",206,11,2,5,94.19642857,10,40,,,
"Nu: 0.5, Gamma: 5e-05",206,11,2,5,94.19642857,10,40,,,
"Nu: 0.5, Gamma: 6e-05",208,11,0,5,95.08928571,10,40,,,
"Nu: 0.5, Gamma: 7e-05",206,12,2,4,93.75,10,40,,,
"Nu: 0.5, Gamma: 8e-05",206,13,2,3,93.30357143,10,40,,,
"Nu: 0.5, Gamma: 9e-05",208,13,0,3,94.19642857,10,40,,,
"Nu: 0.5, Gamma: 0.0001",206,13,2,3,93.30357143,10,40,,,
"Nu: 0.5, Gamma: 0.0002",208,14,0,2,93.75,10,40,,,
"Nu: 0.5, Gamma: 0.0003",208,14,0,2,93.75,10,40,,,
"Nu: 0.5, Gamma: 0.0004",206,15,2,1,92.41071429,10,40,,,
"Nu: 0.5, Gamma: 0.005",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.5, Gamma: 0.05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.5, Gamma: 0.0625",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.5, Gamma: 0.1",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.5, Gamma: 0.2",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.5, Gamma: 0.5",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.5, Gamma: 0.7",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.5, Gamma: 0.9",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.5, Gamma: 0.99",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.7, Gamma: 1e-05",208,10,0,6,95.53571429,10,40,,,
"Nu: 0.7, Gamma: 2e-05",208,11,0,5,95.08928571,10,40,,,
"Nu: 0.7, Gamma: 3e-05",208,11,0,5,95.08928571,10,40,,,
"Nu: 0.7, Gamma: 4e-05",208,12,0,4,94.64285714,10,40,,,
"Nu: 0.7, Gamma: 5e-05",208,12,0,4,94.64285714,10,40,,,
"Nu: 0.7, Gamma: 6e-05",208,11,0,5,95.08928571,10,40,,,
"Nu: 0.7, Gamma: 7e-05",208,12,0,4,94.64285714,10,40,,,
"Nu: 0.7, Gamma: 8e-05",208,13,0,3,94.19642857,10,40,,,
"Nu: 0.7, Gamma: 9e-05",208,13,0,3,94.19642857,10,40,,,
"Nu: 0.7, Gamma: 0.0001",208,13,0,3,94.19642857,10,40,,,
"Nu: 0.7, Gamma: 0.0002",208,14,0,2,93.75,10,40,,,
"Nu: 0.7, Gamma: 0.0003",206,14,2,2,92.85714286,10,40,,,
"Nu: 0.7, Gamma: 0.0004",206,15,2,1,92.41071429,10,40,,,
"Nu: 0.7, Gamma: 0.005",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.7, Gamma: 0.05",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.7, Gamma: 0.0625",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.7, Gamma: 0.1",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.7, Gamma: 0.2",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.7, Gamma: 0.5",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.7, Gamma: 0.7",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.7, Gamma: 0.9",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.7, Gamma: 0.99",206,16,2,0,91.96428571,10,40,,,
"Nu: 0.9, Gamma: 1e-05",208,15,0,1,93.30357143,10,40,,,
"Nu: 0.9, Gamma: 2e-05",208,15,0,1,93.30357143,10,40,,,
"Nu: 0.9, Gamma: 3e-05",208,15,0,1,93.30357143,10,40,,,
"Nu: 0.9, Gamma: 4e-05",208,15,0,1,93.30357143,10,40,,,
"Nu: 0.9, Gamma: 5e-05",208,15,0,1,93.30357143,10,40,,,
"Nu: 0.9, Gamma: 6e-05",208,15,0,1,93.30357143,10,40,,,
"Nu: 0.9, Gamma: 7e-05",208,15,0,1,93.30357143,10,40,,,
"Nu: 0.9, Gamma: 8e-05",208,15,0,1,93.30357143,10,40,,,
"Nu: 0.9, Gamma: 9e-05",208,15,0,1,93.30357143,10,40,,,
"Nu: 0.9, Gamma: 0.0001",208,15,0,1,93.30357143,10,40,,,
"Nu: 0.9, Gamma: 0.0002",208,15,0,1,93.30357143,10,40,,,
"Nu: 0.9, Gamma: 0.0003",208,15,0,1,93.30357143,10,40,,,
"Nu: 0.9, Gamma: 0.0004",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.9, Gamma: 0.005",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.9, Gamma: 0.05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.9, Gamma: 0.0625",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.9, Gamma: 0.1",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.9, Gamma: 0.2",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.9, Gamma: 0.5",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.9, Gamma: 0.7",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.9, Gamma: 0.9",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.9, Gamma: 0.99",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.99, Gamma: 1e-05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.99, Gamma: 2e-05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.99, Gamma: 3e-05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.99, Gamma: 4e-05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.99, Gamma: 5e-05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.99, Gamma: 6e-05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.99, Gamma: 7e-05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.99, Gamma: 8e-05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.99, Gamma: 9e-05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.99, Gamma: 0.0001",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.99, Gamma: 0.0002",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.99, Gamma: 0.0003",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.99, Gamma: 0.0004",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.99, Gamma: 0.005",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.99, Gamma: 0.05",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.99, Gamma: 0.0625",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.99, Gamma: 0.1",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.99, Gamma: 0.2",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.99, Gamma: 0.5",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.99, Gamma: 0.7",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.99, Gamma: 0.9",208,16,0,0,92.85714286,10,40,,,
"Nu: 0.99, Gamma: 0.99",208,16,0,0,92.85714286,10,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: freqmine,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 5e-05, Gamma: 1e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 5e-05, Gamma: 2e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 5e-05, Gamma: 3e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 5e-05, Gamma: 4e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 5e-05, Gamma: 5e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 5e-05, Gamma: 6e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 5e-05, Gamma: 7e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 5e-05, Gamma: 8e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 5e-05, Gamma: 9e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 5e-05, Gamma: 0.0001",155,21,0,0,88.06818182,20,40,,,
"Nu: 5e-05, Gamma: 0.0002",155,21,0,0,88.06818182,20,40,,,
"Nu: 5e-05, Gamma: 0.0003",155,21,0,0,88.06818182,20,40,,,
"Nu: 5e-05, Gamma: 0.0004",155,21,0,0,88.06818182,20,40,,,
"Nu: 5e-05, Gamma: 0.005",155,21,0,0,88.06818182,20,40,,,
"Nu: 5e-05, Gamma: 0.05",155,21,0,0,88.06818182,20,40,,,
"Nu: 5e-05, Gamma: 0.0625",155,21,0,0,88.06818182,20,40,,,
"Nu: 5e-05, Gamma: 0.1",155,21,0,0,88.06818182,20,40,,,
"Nu: 5e-05, Gamma: 0.2",155,21,0,0,88.06818182,20,40,,,
"Nu: 5e-05, Gamma: 0.5",155,21,0,0,88.06818182,20,40,,,
"Nu: 5e-05, Gamma: 0.7",155,21,0,0,88.06818182,20,40,,,
"Nu: 5e-05, Gamma: 0.9",155,21,0,0,88.06818182,20,40,,,
"Nu: 5e-05, Gamma: 0.99",155,21,0,0,88.06818182,20,40,,,
"Nu: 6e-05, Gamma: 1e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 6e-05, Gamma: 2e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 6e-05, Gamma: 3e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 6e-05, Gamma: 4e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 6e-05, Gamma: 5e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 6e-05, Gamma: 6e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 6e-05, Gamma: 7e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 6e-05, Gamma: 8e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 6e-05, Gamma: 9e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 6e-05, Gamma: 0.0001",155,21,0,0,88.06818182,20,40,,,
"Nu: 6e-05, Gamma: 0.0002",155,21,0,0,88.06818182,20,40,,,
"Nu: 6e-05, Gamma: 0.0003",155,21,0,0,88.06818182,20,40,,,
"Nu: 6e-05, Gamma: 0.0004",155,21,0,0,88.06818182,20,40,,,
"Nu: 6e-05, Gamma: 0.005",155,21,0,0,88.06818182,20,40,,,
"Nu: 6e-05, Gamma: 0.05",155,21,0,0,88.06818182,20,40,,,
"Nu: 6e-05, Gamma: 0.0625",155,21,0,0,88.06818182,20,40,,,
"Nu: 6e-05, Gamma: 0.1",155,21,0,0,88.06818182,20,40,,,
"Nu: 6e-05, Gamma: 0.2",155,21,0,0,88.06818182,20,40,,,
"Nu: 6e-05, Gamma: 0.5",155,21,0,0,88.06818182,20,40,,,
"Nu: 6e-05, Gamma: 0.7",155,21,0,0,88.06818182,20,40,,,
"Nu: 6e-05, Gamma: 0.9",155,21,0,0,88.06818182,20,40,,,
"Nu: 6e-05, Gamma: 0.99",155,21,0,0,88.06818182,20,40,,,
"Nu: 7e-05, Gamma: 1e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 7e-05, Gamma: 2e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 7e-05, Gamma: 3e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 7e-05, Gamma: 4e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 7e-05, Gamma: 5e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 7e-05, Gamma: 6e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 7e-05, Gamma: 7e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 7e-05, Gamma: 8e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 7e-05, Gamma: 9e-05",155,21,0,0,88.06818182,20,40,,,
"Nu: 7e-05, Gamma: 0.0001",155,21,0,0,88.06818182,20,40,,,
"Nu: 7e-05, Gamma: 0.0002",155,21,0,0,88.06818182,20,40,,,
"Nu: 7e-05, Gamma: 0.0003",155,21,0,0,88.06818182,20,40,,,
"Nu: 7e-05, Gamma: 0.0004",155,21,0,0,88.06818182,20,40,,,
"Nu: 7e-05, Gamma: 0.005",155,21,0,0,88.06818182,20,40,,,
"Nu: 7e-05, Gamma: 0.05",155,21,0,0,88.06818182,20,40,,,
"Nu: 7e-05, Gamma: 0.0625",155,21,0,0,88.06818182,20,40,,,
"Nu: 7e-05, Gamma: 0.1",155,21,0,0,88.06818182,20,40,,,
"Nu: 7e-05, Gamma: 0.2",155,21,0,0,88.06818182,20,40,,,
"Nu: 7e-05, Gamma: 0.5",155,21,0,0,88.06818182,20,40,,,
"Nu: 7e-05, Gamma: 0.7",155,21,0,0,88.06818182,20,40,,,
"Nu: 7e-05, Gamma: 0.9",155,21,0,0,88.06818182,20,40,,,
"Nu: 7e-05, Gamma: 0.99",155,21,0,0,88.06818182,20,40,,,
