Features: 16,,,,,,,,,
Target Class: canneal,TP,FN,FP,TN,ACC (%),Noise Percantages,Upsampling,,90.90909091
"Nu: 0.99, Gamma: 0.2",0,5,3,47,85.45454545,0,40,,
"Nu: 0.99, Gamma: 0.5",0,5,2,48,87.27272727,0,40,,
"Nu: 0.99, Gamma: 0.7",0,5,0,50,90.90909091,0,40,,
"Nu: 0.99, Gamma: 0.9",0,5,2,48,87.27272727,0,40,,
"Nu: 0.99, Gamma: 0.99",0,5,2,48,87.27272727,0,40,,
,,,,,,,,,
Features: 16,,,,,,,,,
Target Class: canneal,TP,FN,FP,TN,ACC (%),Noise Percantages,Upsampling,,
"Nu: 0.0001, Gamma: 0.0001",0,5,0,50,90.90909091,10,40,,
"Nu: 0.0001, Gamma: 0.0002",0,5,0,50,90.90909091,10,40,,
"Nu: 0.0001, Gamma: 0.0003",0,5,0,50,90.90909091,10,40,,
"Nu: 0.0001, Gamma: 0.0004",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0001, Gamma: 0.005",5,0,50,0,9.090909091,10,40,,
"Nu: 0.0001, Gamma: 0.05",5,0,50,0,9.090909091,10,40,,
"Nu: 0.0001, Gamma: 0.0625",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0001, Gamma: 0.1",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0001, Gamma: 0.2",5,0,47,3,14.54545455,10,40,,
"Nu: 0.0001, Gamma: 0.5",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0001, Gamma: 0.7",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0001, Gamma: 0.9",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0001, Gamma: 0.99",5,0,47,3,14.54545455,10,40,,
"Nu: 0.0002, Gamma: 0.0001",0,5,0,50,90.90909091,10,40,,
"Nu: 0.0002, Gamma: 0.0002",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0002, Gamma: 0.0003",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0002, Gamma: 0.0004",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0002, Gamma: 0.005",5,0,50,0,9.090909091,10,40,,
"Nu: 0.0002, Gamma: 0.05",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0002, Gamma: 0.0625",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0002, Gamma: 0.1",5,0,50,0,9.090909091,10,40,,
"Nu: 0.0002, Gamma: 0.2",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0002, Gamma: 0.5",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0002, Gamma: 0.7",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0002, Gamma: 0.9",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0002, Gamma: 0.99",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0003, Gamma: 0.0001",0,5,0,50,90.90909091,10,40,,
"Nu: 0.0003, Gamma: 0.0002",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0003, Gamma: 0.0003",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0003, Gamma: 0.0004",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0003, Gamma: 0.005",5,0,50,0,9.090909091,10,40,,
"Nu: 0.0003, Gamma: 0.05",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0003, Gamma: 0.0625",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0003, Gamma: 0.1",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0003, Gamma: 0.2",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0003, Gamma: 0.5",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0003, Gamma: 0.7",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0003, Gamma: 0.9",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0003, Gamma: 0.99",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0004, Gamma: 0.0001",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0004, Gamma: 0.0002",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0004, Gamma: 0.0003",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0004, Gamma: 0.0004",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0004, Gamma: 0.005",5,0,50,0,9.090909091,10,40,,
"Nu: 0.0004, Gamma: 0.05",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0004, Gamma: 0.0625",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0004, Gamma: 0.1",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0004, Gamma: 0.2",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0004, Gamma: 0.5",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0004, Gamma: 0.7",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0004, Gamma: 0.9",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0004, Gamma: 0.99",5,0,49,1,10.90909091,10,40,,
"Nu: 0.005, Gamma: 0.0001",5,0,49,1,10.90909091,10,40,,
"Nu: 0.005, Gamma: 0.0002",5,0,49,1,10.90909091,10,40,,
"Nu: 0.005, Gamma: 0.0003",5,0,49,1,10.90909091,10,40,,
"Nu: 0.005, Gamma: 0.0004",5,0,49,1,10.90909091,10,40,,
"Nu: 0.005, Gamma: 0.005",5,0,49,1,10.90909091,10,40,,
"Nu: 0.005, Gamma: 0.05",5,0,49,1,10.90909091,10,40,,
"Nu: 0.005, Gamma: 0.0625",5,0,50,0,9.090909091,10,40,,
"Nu: 0.005, Gamma: 0.1",5,0,49,1,10.90909091,10,40,,
"Nu: 0.005, Gamma: 0.2",5,0,49,1,10.90909091,10,40,,
"Nu: 0.005, Gamma: 0.5",5,0,49,1,10.90909091,10,40,,
"Nu: 0.005, Gamma: 0.7",5,0,49,1,10.90909091,10,40,,
"Nu: 0.005, Gamma: 0.9",5,0,49,1,10.90909091,10,40,,
"Nu: 0.005, Gamma: 0.99",5,0,49,1,10.90909091,10,40,,
"Nu: 0.05, Gamma: 0.0001",5,0,49,1,10.90909091,10,40,,
"Nu: 0.05, Gamma: 0.0002",5,0,50,0,9.090909091,10,40,,
"Nu: 0.05, Gamma: 0.0003",5,0,49,1,10.90909091,10,40,,
"Nu: 0.05, Gamma: 0.0004",5,0,49,1,10.90909091,10,40,,
"Nu: 0.05, Gamma: 0.005",5,0,49,1,10.90909091,10,40,,
"Nu: 0.05, Gamma: 0.05",5,0,49,1,10.90909091,10,40,,
"Nu: 0.05, Gamma: 0.0625",5,0,50,0,9.090909091,10,40,,
"Nu: 0.05, Gamma: 0.1",5,0,49,1,10.90909091,10,40,,
"Nu: 0.05, Gamma: 0.2",5,0,47,3,14.54545455,10,40,,
"Nu: 0.05, Gamma: 0.5",5,0,48,2,12.72727273,10,40,,
"Nu: 0.05, Gamma: 0.7",5,0,47,3,14.54545455,10,40,,
"Nu: 0.05, Gamma: 0.9",5,0,48,2,12.72727273,10,40,,
"Nu: 0.05, Gamma: 0.99",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0625, Gamma: 0.0001",5,0,50,0,9.090909091,10,40,,
"Nu: 0.0625, Gamma: 0.0002",5,0,50,0,9.090909091,10,40,,
"Nu: 0.0625, Gamma: 0.0003",5,0,50,0,9.090909091,10,40,,
"Nu: 0.0625, Gamma: 0.0004",5,0,50,0,9.090909091,10,40,,
"Nu: 0.0625, Gamma: 0.005",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0625, Gamma: 0.05",5,0,50,0,9.090909091,10,40,,
"Nu: 0.0625, Gamma: 0.0625",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0625, Gamma: 0.1",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0625, Gamma: 0.2",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0625, Gamma: 0.5",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0625, Gamma: 0.7",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0625, Gamma: 0.9",5,0,47,3,14.54545455,10,40,,
"Nu: 0.0625, Gamma: 0.99",5,0,47,3,14.54545455,10,40,,
"Nu: 0.1, Gamma: 0.0001",5,0,49,1,10.90909091,10,40,,
"Nu: 0.1, Gamma: 0.0002",5,0,49,1,10.90909091,10,40,,
"Nu: 0.1, Gamma: 0.0003",5,0,49,1,10.90909091,10,40,,
"Nu: 0.1, Gamma: 0.0004",5,0,49,1,10.90909091,10,40,,
"Nu: 0.1, Gamma: 0.005",5,0,49,1,10.90909091,10,40,,
"Nu: 0.1, Gamma: 0.05",5,0,49,1,10.90909091,10,40,,
"Nu: 0.1, Gamma: 0.0625",5,0,49,1,10.90909091,10,40,,
"Nu: 0.1, Gamma: 0.1",5,0,49,1,10.90909091,10,40,,
"Nu: 0.1, Gamma: 0.2",5,0,48,2,12.72727273,10,40,,
"Nu: 0.1, Gamma: 0.5",4,1,47,3,12.72727273,10,40,,
"Nu: 0.1, Gamma: 0.7",4,1,47,3,12.72727273,10,40,,
"Nu: 0.1, Gamma: 0.9",5,0,48,2,12.72727273,10,40,,
"Nu: 0.1, Gamma: 0.99",5,0,47,3,14.54545455,10,40,,
"Nu: 0.2, Gamma: 0.0001",5,0,41,9,25.45454545,10,40,,
"Nu: 0.2, Gamma: 0.0002",5,0,41,9,25.45454545,10,40,,
"Nu: 0.2, Gamma: 0.0003",5,0,41,9,25.45454545,10,40,,
"Nu: 0.2, Gamma: 0.0004",5,0,41,9,25.45454545,10,40,,
"Nu: 0.2, Gamma: 0.005",5,0,41,9,25.45454545,10,40,,
"Nu: 0.2, Gamma: 0.05",5,0,44,6,20,10,40,,
"Nu: 0.2, Gamma: 0.0625",5,0,44,6,20,10,40,,
"Nu: 0.2, Gamma: 0.1",5,0,45,5,18.18181818,10,40,,
"Nu: 0.2, Gamma: 0.2",5,0,47,3,14.54545455,10,40,,
"Nu: 0.2, Gamma: 0.5",4,1,47,3,12.72727273,10,40,,
"Nu: 0.2, Gamma: 0.7",4,1,46,4,14.54545455,10,40,,
"Nu: 0.2, Gamma: 0.9",4,1,46,4,14.54545455,10,40,,
"Nu: 0.2, Gamma: 0.99",4,1,46,4,14.54545455,10,40,,
"Nu: 0.5, Gamma: 0.0001",4,1,23,27,56.36363636,10,40,,
"Nu: 0.5, Gamma: 0.0002",4,1,23,27,56.36363636,10,40,,
"Nu: 0.5, Gamma: 0.0003",4,1,23,27,56.36363636,10,40,,
"Nu: 0.5, Gamma: 0.0004",4,1,23,27,56.36363636,10,40,,
"Nu: 0.5, Gamma: 0.005",4,1,23,27,56.36363636,10,40,,
"Nu: 0.5, Gamma: 0.05",3,2,23,27,54.54545455,10,40,,
"Nu: 0.5, Gamma: 0.0625",3,2,23,27,54.54545455,10,40,,
"Nu: 0.5, Gamma: 0.1",3,2,23,27,54.54545455,10,40,,
"Nu: 0.5, Gamma: 0.2",2,3,28,22,43.63636364,10,40,,
"Nu: 0.5, Gamma: 0.5",4,1,33,17,38.18181818,10,40,,
"Nu: 0.5, Gamma: 0.7",4,1,35,15,34.54545455,10,40,,
"Nu: 0.5, Gamma: 0.9",3,2,36,14,30.90909091,10,40,,
"Nu: 0.5, Gamma: 0.99",3,2,36,14,30.90909091,10,40,,
"Nu: 0.7, Gamma: 0.0001",1,4,21,29,54.54545455,10,40,,
"Nu: 0.7, Gamma: 0.0002",1,4,21,29,54.54545455,10,40,,
"Nu: 0.7, Gamma: 0.0003",1,4,21,29,54.54545455,10,40,,
"Nu: 0.7, Gamma: 0.0004",1,4,21,29,54.54545455,10,40,,
"Nu: 0.7, Gamma: 0.005",1,4,21,29,54.54545455,10,40,,
"Nu: 0.7, Gamma: 0.05",1,4,21,29,54.54545455,10,40,,
"Nu: 0.7, Gamma: 0.0625",1,4,21,29,54.54545455,10,40,,
"Nu: 0.7, Gamma: 0.1",1,4,21,29,54.54545455,10,40,,
"Nu: 0.7, Gamma: 0.2",2,3,21,29,56.36363636,10,40,,
"Nu: 0.7, Gamma: 0.5",2,3,23,27,52.72727273,10,40,,
"Nu: 0.7, Gamma: 0.7",3,2,27,23,47.27272727,10,40,,
"Nu: 0.7, Gamma: 0.9",3,2,28,22,45.45454545,10,40,,
"Nu: 0.7, Gamma: 0.99",3,2,30,20,41.81818182,10,40,,
"Nu: 0.9, Gamma: 0.0001",1,4,18,32,60,10,40,,
"Nu: 0.9, Gamma: 0.0002",1,4,18,32,60,10,40,,
"Nu: 0.9, Gamma: 0.0003",1,4,18,32,60,10,40,,
"Nu: 0.9, Gamma: 0.0004",1,4,18,32,60,10,40,,
"Nu: 0.9, Gamma: 0.005",1,4,18,32,60,10,40,,
"Nu: 0.9, Gamma: 0.05",1,4,18,32,60,10,40,,
"Nu: 0.9, Gamma: 0.0625",1,4,18,32,60,10,40,,
"Nu: 0.9, Gamma: 0.1",1,4,18,32,60,10,40,,
"Nu: 0.9, Gamma: 0.2",1,4,18,32,60,10,40,,
"Nu: 0.9, Gamma: 0.5",1,4,19,31,58.18181818,10,40,,
"Nu: 0.9, Gamma: 0.7",1,4,19,31,58.18181818,10,40,,
"Nu: 0.9, Gamma: 0.9",1,4,20,30,56.36363636,10,40,,
"Nu: 0.9, Gamma: 0.99",1,4,20,30,56.36363636,10,40,,
"Nu: 0.99, Gamma: 0.0001",0,5,8,42,76.36363636,10,40,,
"Nu: 0.99, Gamma: 0.0002",0,5,8,42,76.36363636,10,40,,
"Nu: 0.99, Gamma: 0.0003",0,5,8,42,76.36363636,10,40,,
"Nu: 0.99, Gamma: 0.0004",0,5,8,42,76.36363636,10,40,,
"Nu: 0.99, Gamma: 0.005",0,5,8,42,76.36363636,10,40,,
"Nu: 0.99, Gamma: 0.05",0,5,8,42,76.36363636,10,40,,
"Nu: 0.99, Gamma: 0.0625",0,5,8,42,76.36363636,10,40,,
"Nu: 0.99, Gamma: 0.1",0,5,8,42,76.36363636,10,40,,
"Nu: 0.99, Gamma: 0.2",0,5,8,42,76.36363636,10,40,,
"Nu: 0.99, Gamma: 0.5",0,5,10,40,72.72727273,10,40,,
"Nu: 0.99, Gamma: 0.7",0,5,10,40,72.72727273,10,40,,
"Nu: 0.99, Gamma: 0.9",0,5,10,40,72.72727273,10,40,,
"Nu: 0.99, Gamma: 0.99",0,5,9,41,74.54545455,10,40,,
,,,,,,,,,
Target Class: canneal_MRUCache,TP,FN,FP,TN,ACC (%),Noise Percantages,Upsampling,,
"Nu: 0.0001, Gamma: 0.0001",0,5,0,50,90.90909091,10,40,,
"Nu: 0.0001, Gamma: 0.0002",0,5,0,50,90.90909091,10,40,,
"Nu: 0.0001, Gamma: 0.0003",0,5,0,50,90.90909091,10,40,,
"Nu: 0.0001, Gamma: 0.0004",0,5,0,50,90.90909091,10,40,,
"Nu: 0.0001, Gamma: 0.005",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0001, Gamma: 0.05",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0001, Gamma: 0.0625",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0001, Gamma: 0.1",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0001, Gamma: 0.2",5,0,50,0,9.090909091,10,40,,
"Nu: 0.0001, Gamma: 0.5",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0001, Gamma: 0.7",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0001, Gamma: 0.9",5,0,50,0,9.090909091,10,40,,
"Nu: 0.0001, Gamma: 0.99",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0002, Gamma: 0.0001",0,5,0,50,90.90909091,10,40,,
"Nu: 0.0002, Gamma: 0.0002",0,5,0,50,90.90909091,10,40,,
"Nu: 0.0002, Gamma: 0.0003",0,5,0,50,90.90909091,10,40,,
"Nu: 0.0002, Gamma: 0.0004",0,5,0,50,90.90909091,10,40,,
"Nu: 0.0002, Gamma: 0.005",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0002, Gamma: 0.05",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0002, Gamma: 0.0625",5,0,50,0,9.090909091,10,40,,
"Nu: 0.0002, Gamma: 0.1",5,0,50,0,9.090909091,10,40,,
"Nu: 0.0002, Gamma: 0.2",5,0,50,0,9.090909091,10,40,,
"Nu: 0.0002, Gamma: 0.5",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0002, Gamma: 0.7",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0002, Gamma: 0.9",5,0,50,0,9.090909091,10,40,,
"Nu: 0.0002, Gamma: 0.99",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0003, Gamma: 0.0001",0,5,0,50,90.90909091,10,40,,
"Nu: 0.0003, Gamma: 0.0002",0,5,0,50,90.90909091,10,40,,
"Nu: 0.0003, Gamma: 0.0003",0,5,0,50,90.90909091,10,40,,
"Nu: 0.0003, Gamma: 0.0004",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0003, Gamma: 0.005",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0003, Gamma: 0.05",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0003, Gamma: 0.0625",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0003, Gamma: 0.1",5,0,50,0,9.090909091,10,40,,
"Nu: 0.0003, Gamma: 0.2",5,0,50,0,9.090909091,10,40,,
"Nu: 0.0003, Gamma: 0.5",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0003, Gamma: 0.7",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0003, Gamma: 0.9",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0003, Gamma: 0.99",5,0,50,0,9.090909091,10,40,,
"Nu: 0.0004, Gamma: 0.0001",0,5,0,50,90.90909091,10,40,,
"Nu: 0.0004, Gamma: 0.0002",0,5,0,50,90.90909091,10,40,,
"Nu: 0.0004, Gamma: 0.0003",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0004, Gamma: 0.0004",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0004, Gamma: 0.005",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0004, Gamma: 0.05",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0004, Gamma: 0.0625",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0004, Gamma: 0.1",5,0,50,0,9.090909091,10,40,,
"Nu: 0.0004, Gamma: 0.2",5,0,50,0,9.090909091,10,40,,
"Nu: 0.0004, Gamma: 0.5",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0004, Gamma: 0.7",5,0,50,0,9.090909091,10,40,,
"Nu: 0.0004, Gamma: 0.9",5,0,50,0,9.090909091,10,40,,
"Nu: 0.0004, Gamma: 0.99",5,0,47,3,14.54545455,10,40,,
"Nu: 0.005, Gamma: 0.0001",5,0,48,2,12.72727273,10,40,,
"Nu: 0.005, Gamma: 0.0002",5,0,48,2,12.72727273,10,40,,
"Nu: 0.005, Gamma: 0.0003",5,0,48,2,12.72727273,10,40,,
"Nu: 0.005, Gamma: 0.0004",5,0,48,2,12.72727273,10,40,,
"Nu: 0.005, Gamma: 0.005",5,0,48,2,12.72727273,10,40,,
"Nu: 0.005, Gamma: 0.05",5,0,50,0,9.090909091,10,40,,
"Nu: 0.005, Gamma: 0.0625",5,0,48,2,12.72727273,10,40,,
"Nu: 0.005, Gamma: 0.1",5,0,48,2,12.72727273,10,40,,
"Nu: 0.005, Gamma: 0.2",5,0,50,0,9.090909091,10,40,,
"Nu: 0.005, Gamma: 0.5",5,0,50,0,9.090909091,10,40,,
"Nu: 0.005, Gamma: 0.7",5,0,48,2,12.72727273,10,40,,
"Nu: 0.005, Gamma: 0.9",5,0,48,2,12.72727273,10,40,,
"Nu: 0.005, Gamma: 0.99",5,0,48,2,12.72727273,10,40,,
"Nu: 0.05, Gamma: 0.0001",5,0,45,5,18.18181818,10,40,,
"Nu: 0.05, Gamma: 0.0002",5,0,45,5,18.18181818,10,40,,
"Nu: 0.05, Gamma: 0.0003",5,0,45,5,18.18181818,10,40,,
"Nu: 0.05, Gamma: 0.0004",5,0,45,5,18.18181818,10,40,,
"Nu: 0.05, Gamma: 0.005",5,0,45,5,18.18181818,10,40,,
"Nu: 0.05, Gamma: 0.05",5,0,45,5,18.18181818,10,40,,
"Nu: 0.05, Gamma: 0.0625",5,0,45,5,18.18181818,10,40,,
"Nu: 0.05, Gamma: 0.1",5,0,45,5,18.18181818,10,40,,
"Nu: 0.05, Gamma: 0.2",5,0,50,0,9.090909091,10,40,,
"Nu: 0.05, Gamma: 0.5",5,0,48,2,12.72727273,10,40,,
"Nu: 0.05, Gamma: 0.7",5,0,48,2,12.72727273,10,40,,
"Nu: 0.05, Gamma: 0.9",5,0,49,1,10.90909091,10,40,,
"Nu: 0.05, Gamma: 0.99",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0625, Gamma: 0.0001",5,0,45,5,18.18181818,10,40,,
"Nu: 0.0625, Gamma: 0.0002",5,0,45,5,18.18181818,10,40,,
"Nu: 0.0625, Gamma: 0.0003",5,0,45,5,18.18181818,10,40,,
"Nu: 0.0625, Gamma: 0.0004",5,0,45,5,18.18181818,10,40,,
"Nu: 0.0625, Gamma: 0.005",5,0,45,5,18.18181818,10,40,,
"Nu: 0.0625, Gamma: 0.05",5,0,45,5,18.18181818,10,40,,
"Nu: 0.0625, Gamma: 0.0625",5,0,45,5,18.18181818,10,40,,
"Nu: 0.0625, Gamma: 0.1",5,0,45,5,18.18181818,10,40,,
"Nu: 0.0625, Gamma: 0.2",5,0,45,5,18.18181818,10,40,,
"Nu: 0.0625, Gamma: 0.5",5,0,48,2,12.72727273,10,40,,
"Nu: 0.0625, Gamma: 0.7",5,0,50,0,9.090909091,10,40,,
"Nu: 0.0625, Gamma: 0.9",5,0,49,1,10.90909091,10,40,,
"Nu: 0.0625, Gamma: 0.99",5,0,47,3,14.54545455,10,40,,
"Nu: 0.1, Gamma: 0.0001",5,0,43,7,21.81818182,10,40,,
"Nu: 0.1, Gamma: 0.0002",5,0,43,7,21.81818182,10,40,,
"Nu: 0.1, Gamma: 0.0003",5,0,43,7,21.81818182,10,40,,
"Nu: 0.1, Gamma: 0.0004",5,0,43,7,21.81818182,10,40,,
"Nu: 0.1, Gamma: 0.005",5,0,43,7,21.81818182,10,40,,
"Nu: 0.1, Gamma: 0.05",5,0,43,7,21.81818182,10,40,,
"Nu: 0.1, Gamma: 0.0625",5,0,43,7,21.81818182,10,40,,
"Nu: 0.1, Gamma: 0.1",5,0,43,7,21.81818182,10,40,,
"Nu: 0.1, Gamma: 0.2",5,0,43,7,21.81818182,10,40,,
"Nu: 0.1, Gamma: 0.5",5,0,43,7,21.81818182,10,40,,
"Nu: 0.1, Gamma: 0.7",5,0,43,7,21.81818182,10,40,,
"Nu: 0.1, Gamma: 0.9",5,0,47,3,14.54545455,10,40,,
"Nu: 0.1, Gamma: 0.99",5,0,47,3,14.54545455,10,40,,
"Nu: 0.2, Gamma: 0.0001",5,0,38,12,30.90909091,10,40,,
"Nu: 0.2, Gamma: 0.0002",5,0,38,12,30.90909091,10,40,,
"Nu: 0.2, Gamma: 0.0003",5,0,39,11,29.09090909,10,40,,
"Nu: 0.2, Gamma: 0.0004",5,0,38,12,30.90909091,10,40,,
"Nu: 0.2, Gamma: 0.005",5,0,39,11,29.09090909,10,40,,
"Nu: 0.2, Gamma: 0.05",5,0,40,10,27.27272727,10,40,,
"Nu: 0.2, Gamma: 0.0625",5,0,40,10,27.27272727,10,40,,
"Nu: 0.2, Gamma: 0.1",5,0,42,8,23.63636364,10,40,,
"Nu: 0.2, Gamma: 0.2",5,0,42,8,23.63636364,10,40,,
"Nu: 0.2, Gamma: 0.5",5,0,43,7,21.81818182,10,40,,
"Nu: 0.2, Gamma: 0.7",5,0,43,7,21.81818182,10,40,,
"Nu: 0.2, Gamma: 0.9",5,0,43,7,21.81818182,10,40,,
"Nu: 0.2, Gamma: 0.99",5,0,42,8,23.63636364,10,40,,
"Nu: 0.5, Gamma: 0.0001",3,2,23,27,54.54545455,10,40,,
"Nu: 0.5, Gamma: 0.0002",3,2,23,27,54.54545455,10,40,,
"Nu: 0.5, Gamma: 0.0003",3,2,23,27,54.54545455,10,40,,
"Nu: 0.5, Gamma: 0.0004",3,2,23,27,54.54545455,10,40,,
"Nu: 0.5, Gamma: 0.005",3,2,23,27,54.54545455,10,40,,
"Nu: 0.5, Gamma: 0.05",3,2,23,27,54.54545455,10,40,,
"Nu: 0.5, Gamma: 0.0625",3,2,23,27,54.54545455,10,40,,
"Nu: 0.5, Gamma: 0.1",3,2,23,27,54.54545455,10,40,,
"Nu: 0.5, Gamma: 0.2",3,2,23,27,54.54545455,10,40,,
"Nu: 0.5, Gamma: 0.5",5,0,26,24,52.72727273,10,40,,
"Nu: 0.5, Gamma: 0.7",5,0,29,21,47.27272727,10,40,,
"Nu: 0.5, Gamma: 0.9",5,0,36,14,34.54545455,10,40,,
"Nu: 0.5, Gamma: 0.99",5,0,36,14,34.54545455,10,40,,
"Nu: 0.7, Gamma: 0.0001",2,3,20,30,58.18181818,10,40,,
"Nu: 0.7, Gamma: 0.0002",2,3,20,30,58.18181818,10,40,,
"Nu: 0.7, Gamma: 0.0003",2,3,20,30,58.18181818,10,40,,
"Nu: 0.7, Gamma: 0.0004",2,3,20,30,58.18181818,10,40,,
"Nu: 0.7, Gamma: 0.005",2,3,20,30,58.18181818,10,40,,
"Nu: 0.7, Gamma: 0.05",2,3,20,30,58.18181818,10,40,,
"Nu: 0.7, Gamma: 0.0625",2,3,20,30,58.18181818,10,40,,
"Nu: 0.7, Gamma: 0.1",2,3,19,31,60,10,40,,
"Nu: 0.7, Gamma: 0.2",2,3,20,30,58.18181818,10,40,,
"Nu: 0.7, Gamma: 0.5",3,2,22,28,56.36363636,10,40,,
"Nu: 0.7, Gamma: 0.7",3,2,23,27,54.54545455,10,40,,
"Nu: 0.7, Gamma: 0.9",3,2,24,26,52.72727273,10,40,,
"Nu: 0.7, Gamma: 0.99",4,1,24,26,54.54545455,10,40,,
"Nu: 0.9, Gamma: 0.0001",0,5,11,39,70.90909091,10,40,,
"Nu: 0.9, Gamma: 0.0002",0,5,11,39,70.90909091,10,40,,
"Nu: 0.9, Gamma: 0.0003",0,5,11,39,70.90909091,10,40,,
"Nu: 0.9, Gamma: 0.0004",0,5,11,39,70.90909091,10,40,,
"Nu: 0.9, Gamma: 0.005",0,5,11,39,70.90909091,10,40,,
"Nu: 0.9, Gamma: 0.05",0,5,11,39,70.90909091,10,40,,
"Nu: 0.9, Gamma: 0.0625",0,5,11,39,70.90909091,10,40,,
"Nu: 0.9, Gamma: 0.1",0,5,11,39,70.90909091,10,40,,
"Nu: 0.9, Gamma: 0.2",0,5,12,38,69.09090909,10,40,,
"Nu: 0.9, Gamma: 0.5",2,3,15,35,67.27272727,10,40,,
"Nu: 0.9, Gamma: 0.7",2,3,19,31,60,10,40,,
"Nu: 0.9, Gamma: 0.9",2,3,19,31,60,10,40,,
"Nu: 0.9, Gamma: 0.99",2,3,21,29,56.36363636,10,40,,
"Nu: 0.99, Gamma: 0.0001",0,5,6,44,80,10,40,,
"Nu: 0.99, Gamma: 0.0002",0,5,6,44,80,10,40,,
"Nu: 0.99, Gamma: 0.0003",0,5,6,44,80,10,40,,
"Nu: 0.99, Gamma: 0.0004",0,5,6,44,80,10,40,,
"Nu: 0.99, Gamma: 0.005",0,5,6,44,80,10,40,,
"Nu: 0.99, Gamma: 0.05",0,5,7,43,78.18181818,10,40,,
"Nu: 0.99, Gamma: 0.0625",0,5,8,42,76.36363636,10,40,,
"Nu: 0.99, Gamma: 0.1",0,5,8,42,76.36363636,10,40,,
"Nu: 0.99, Gamma: 0.2",0,5,9,41,74.54545455,10,40,,
"Nu: 0.99, Gamma: 0.5",0,5,10,40,72.72727273,10,40,,
