Features: 16,,,,,,,,,,
Target Class: streamcluster,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,99.29078014,290
"Nu: 0.9, Gamma: 0.9",3,21,0,117,85.10638298,0,40,,,
"Nu: 0.9, Gamma: 0.99",3,21,0,117,85.10638298,0,40,,,
"Nu: 0.99, Gamma: 0.0001",1,23,0,117,83.68794326,0,40,,,
"Nu: 0.99, Gamma: 0.0002",1,23,0,117,83.68794326,0,40,,,
"Nu: 0.99, Gamma: 0.0003",1,23,0,117,83.68794326,0,40,,,
"Nu: 0.99, Gamma: 0.0004",1,23,0,117,83.68794326,0,40,,,
"Nu: 0.99, Gamma: 0.005",1,23,0,117,83.68794326,0,40,,,
"Nu: 0.99, Gamma: 0.05",1,23,0,117,83.68794326,0,40,,,
"Nu: 0.99, Gamma: 0.0625",1,23,0,117,83.68794326,0,40,,,
"Nu: 0.99, Gamma: 0.1",1,23,0,117,83.68794326,0,40,,,
"Nu: 0.99, Gamma: 0.2",1,23,0,117,83.68794326,0,40,,,
"Nu: 0.99, Gamma: 0.5",0,24,0,117,82.9787234,0,40,,,
"Nu: 0.99, Gamma: 0.7",0,24,0,117,82.9787234,0,40,,,
"Nu: 0.99, Gamma: 0.9",0,24,0,117,82.9787234,0,40,,,
"Nu: 0.99, Gamma: 0.99",1,23,0,117,83.68794326,0,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: streamcluster,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,12,0,231,95.0617284,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,12,0,231,95.0617284,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,12,0,231,95.0617284,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,12,0,231,95.0617284,10,40,,,
"Nu: 0.0001, Gamma: 0.005",12,0,231,0,4.938271605,10,40,,,
"Nu: 0.0001, Gamma: 0.05",12,0,229,2,5.761316872,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",12,0,231,0,4.938271605,10,40,,,
"Nu: 0.0001, Gamma: 0.1",12,0,231,0,4.938271605,10,40,,,
"Nu: 0.0001, Gamma: 0.2",12,0,230,1,5.349794239,10,40,,,
"Nu: 0.0001, Gamma: 0.5",12,0,214,17,11.93415638,10,40,,,
"Nu: 0.0001, Gamma: 0.7",12,0,185,46,23.86831276,10,40,,,
"Nu: 0.0001, Gamma: 0.9",11,1,152,79,37.03703704,10,40,,,
"Nu: 0.0001, Gamma: 0.99",11,1,143,88,40.74074074,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,12,0,231,95.0617284,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,12,0,231,95.0617284,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",12,0,231,0,4.938271605,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",12,0,229,2,5.761316872,10,40,,,
"Nu: 0.0002, Gamma: 0.005",12,0,231,0,4.938271605,10,40,,,
"Nu: 0.0002, Gamma: 0.05",12,0,231,0,4.938271605,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",12,0,231,0,4.938271605,10,40,,,
"Nu: 0.0002, Gamma: 0.1",12,0,231,0,4.938271605,10,40,,,
"Nu: 0.0002, Gamma: 0.2",12,0,230,1,5.349794239,10,40,,,
"Nu: 0.0002, Gamma: 0.5",12,0,214,17,11.93415638,10,40,,,
"Nu: 0.0002, Gamma: 0.7",12,0,183,48,24.69135802,10,40,,,
"Nu: 0.0002, Gamma: 0.9",12,0,150,81,38.27160494,10,40,,,
"Nu: 0.0002, Gamma: 0.99",11,1,143,88,40.74074074,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",3,9,0,231,96.2962963,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",12,0,229,2,5.761316872,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",12,0,229,2,5.761316872,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",12,0,229,2,5.761316872,10,40,,,
"Nu: 0.0003, Gamma: 0.005",12,0,231,0,4.938271605,10,40,,,
"Nu: 0.0003, Gamma: 0.05",12,0,231,0,4.938271605,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",12,0,231,0,4.938271605,10,40,,,
"Nu: 0.0003, Gamma: 0.1",12,0,231,0,4.938271605,10,40,,,
"Nu: 0.0003, Gamma: 0.2",12,0,230,1,5.349794239,10,40,,,
"Nu: 0.0003, Gamma: 0.5",12,0,214,17,11.93415638,10,40,,,
"Nu: 0.0003, Gamma: 0.7",12,0,184,47,24.27983539,10,40,,,
"Nu: 0.0003, Gamma: 0.9",12,0,152,79,37.44855967,10,40,,,
"Nu: 0.0003, Gamma: 0.99",11,1,143,88,40.74074074,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",0,12,0,231,95.0617284,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",12,0,229,2,5.761316872,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",12,0,231,0,4.938271605,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",12,0,229,2,5.761316872,10,40,,,
"Nu: 0.0004, Gamma: 0.005",12,0,231,0,4.938271605,10,40,,,
"Nu: 0.0004, Gamma: 0.05",12,0,231,0,4.938271605,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",12,0,231,0,4.938271605,10,40,,,
"Nu: 0.0004, Gamma: 0.1",12,0,229,2,5.761316872,10,40,,,
"Nu: 0.0004, Gamma: 0.2",12,0,230,1,5.349794239,10,40,,,
"Nu: 0.0004, Gamma: 0.5",12,0,212,19,12.75720165,10,40,,,
"Nu: 0.0004, Gamma: 0.7",12,0,182,49,25.10288066,10,40,,,
"Nu: 0.0004, Gamma: 0.9",12,0,152,79,37.44855967,10,40,,,
"Nu: 0.0004, Gamma: 0.99",11,1,141,90,41.56378601,10,40,,,
"Nu: 0.005, Gamma: 0.0001",12,0,231,0,4.938271605,10,40,,,
"Nu: 0.005, Gamma: 0.0002",12,0,229,2,5.761316872,10,40,,,
"Nu: 0.005, Gamma: 0.0003",12,0,231,0,4.938271605,10,40,,,
"Nu: 0.005, Gamma: 0.0004",12,0,229,2,5.761316872,10,40,,,
"Nu: 0.005, Gamma: 0.005",12,0,229,2,5.761316872,10,40,,,
"Nu: 0.005, Gamma: 0.05",12,0,229,2,5.761316872,10,40,,,
"Nu: 0.005, Gamma: 0.0625",12,0,227,4,6.58436214,10,40,,,
"Nu: 0.005, Gamma: 0.1",12,0,229,2,5.761316872,10,40,,,
"Nu: 0.005, Gamma: 0.2",12,0,227,4,6.58436214,10,40,,,
"Nu: 0.005, Gamma: 0.5",12,0,214,17,11.93415638,10,40,,,
"Nu: 0.005, Gamma: 0.7",12,0,170,61,30.04115226,10,40,,,
"Nu: 0.005, Gamma: 0.9",12,0,146,85,39.91769547,10,40,,,
"Nu: 0.005, Gamma: 0.99",11,1,141,90,41.56378601,10,40,,,
"Nu: 0.05, Gamma: 0.0001",11,1,139,92,42.38683128,10,40,,,
"Nu: 0.05, Gamma: 0.0002",11,1,139,92,42.38683128,10,40,,,
"Nu: 0.05, Gamma: 0.0003",11,1,139,92,42.38683128,10,40,,,
"Nu: 0.05, Gamma: 0.0004",11,1,139,92,42.38683128,10,40,,,
"Nu: 0.05, Gamma: 0.005",11,1,139,92,42.38683128,10,40,,,
"Nu: 0.05, Gamma: 0.05",12,0,139,92,42.79835391,10,40,,,
"Nu: 0.05, Gamma: 0.0625",12,0,139,92,42.79835391,10,40,,,
"Nu: 0.05, Gamma: 0.1",12,0,140,91,42.38683128,10,40,,,
"Nu: 0.05, Gamma: 0.2",11,1,138,93,42.79835391,10,40,,,
"Nu: 0.05, Gamma: 0.5",11,1,132,99,45.26748971,10,40,,,
"Nu: 0.05, Gamma: 0.7",11,1,129,102,46.50205761,10,40,,,
"Nu: 0.05, Gamma: 0.9",11,1,120,111,50.20576132,10,40,,,
"Nu: 0.05, Gamma: 0.99",11,1,114,117,52.67489712,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",11,1,136,95,43.62139918,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",11,1,136,95,43.62139918,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",11,1,136,95,43.62139918,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",11,1,136,95,43.62139918,10,40,,,
"Nu: 0.0625, Gamma: 0.005",11,1,136,95,43.62139918,10,40,,,
"Nu: 0.0625, Gamma: 0.05",11,1,136,95,43.62139918,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",11,1,136,95,43.62139918,10,40,,,
"Nu: 0.0625, Gamma: 0.1",11,1,136,95,43.62139918,10,40,,,
"Nu: 0.0625, Gamma: 0.2",11,1,136,95,43.62139918,10,40,,,
"Nu: 0.0625, Gamma: 0.5",11,1,127,104,47.32510288,10,40,,,
"Nu: 0.0625, Gamma: 0.7",11,1,123,108,48.97119342,10,40,,,
"Nu: 0.0625, Gamma: 0.9",11,1,116,115,51.85185185,10,40,,,
"Nu: 0.0625, Gamma: 0.99",11,1,110,121,54.32098765,10,40,,,
"Nu: 0.1, Gamma: 0.0001",11,1,134,97,44.44444444,10,40,,,
"Nu: 0.1, Gamma: 0.0002",11,1,134,97,44.44444444,10,40,,,
"Nu: 0.1, Gamma: 0.0003",11,1,134,97,44.44444444,10,40,,,
"Nu: 0.1, Gamma: 0.0004",11,1,134,97,44.44444444,10,40,,,
"Nu: 0.1, Gamma: 0.005",11,1,134,97,44.44444444,10,40,,,
"Nu: 0.1, Gamma: 0.05",11,1,134,97,44.44444444,10,40,,,
"Nu: 0.1, Gamma: 0.0625",10,2,134,97,44.03292181,10,40,,,
"Nu: 0.1, Gamma: 0.1",10,2,133,98,44.44444444,10,40,,,
"Nu: 0.1, Gamma: 0.2",11,1,130,101,46.09053498,10,40,,,
"Nu: 0.1, Gamma: 0.5",11,1,115,116,52.26337449,10,40,,,
"Nu: 0.1, Gamma: 0.7",11,1,103,128,57.20164609,10,40,,,
"Nu: 0.1, Gamma: 0.9",11,1,89,142,62.96296296,10,40,,,
"Nu: 0.1, Gamma: 0.99",11,1,80,151,66.66666667,10,40,,,
"Nu: 0.2, Gamma: 0.0001",10,2,85,146,64.19753086,10,40,,,
"Nu: 0.2, Gamma: 0.0002",10,2,85,146,64.19753086,10,40,,,
"Nu: 0.2, Gamma: 0.0003",10,2,85,146,64.19753086,10,40,,,
"Nu: 0.2, Gamma: 0.0004",10,2,85,146,64.19753086,10,40,,,
"Nu: 0.2, Gamma: 0.005",10,2,85,146,64.19753086,10,40,,,
"Nu: 0.2, Gamma: 0.05",10,2,85,146,64.19753086,10,40,,,
"Nu: 0.2, Gamma: 0.0625",10,2,85,146,64.19753086,10,40,,,
"Nu: 0.2, Gamma: 0.1",10,2,85,146,64.19753086,10,40,,,
"Nu: 0.2, Gamma: 0.2",10,2,84,147,64.6090535,10,40,,,
"Nu: 0.2, Gamma: 0.5",10,2,56,175,76.13168724,10,40,,,
"Nu: 0.2, Gamma: 0.7",10,2,32,199,86.00823045,10,40,,,
"Nu: 0.2, Gamma: 0.9",10,2,27,204,88.06584362,10,40,,,
"Nu: 0.2, Gamma: 0.99",10,2,21,210,90.53497942,10,40,,,
"Nu: 0.5, Gamma: 0.0001",6,6,43,188,79.83539095,10,40,,,
"Nu: 0.5, Gamma: 0.0002",6,6,43,188,79.83539095,10,40,,,
"Nu: 0.5, Gamma: 0.0003",6,6,43,188,79.83539095,10,40,,,
"Nu: 0.5, Gamma: 0.0004",6,6,43,188,79.83539095,10,40,,,
"Nu: 0.5, Gamma: 0.005",6,6,42,189,80.24691358,10,40,,,
"Nu: 0.5, Gamma: 0.05",6,6,38,193,81.89300412,10,40,,,
"Nu: 0.5, Gamma: 0.0625",6,6,37,194,82.30452675,10,40,,,
"Nu: 0.5, Gamma: 0.1",6,6,32,199,84.36213992,10,40,,,
"Nu: 0.5, Gamma: 0.2",6,6,13,218,92.18106996,10,40,,,
"Nu: 0.5, Gamma: 0.5",6,6,0,231,97.5308642,10,40,,,
"Nu: 0.5, Gamma: 0.7",6,6,0,231,97.5308642,10,40,,,
"Nu: 0.5, Gamma: 0.9",8,4,0,231,98.35390947,10,40,,,
"Nu: 0.5, Gamma: 0.99",8,4,0,231,98.35390947,10,40,,,
"Nu: 0.7, Gamma: 0.0001",5,7,0,231,97.11934156,10,40,,,
"Nu: 0.7, Gamma: 0.0002",5,7,0,231,97.11934156,10,40,,,
"Nu: 0.7, Gamma: 0.0003",5,7,0,231,97.11934156,10,40,,,
"Nu: 0.7, Gamma: 0.0004",5,7,0,231,97.11934156,10,40,,,
"Nu: 0.7, Gamma: 0.005",5,7,0,231,97.11934156,10,40,,,
"Nu: 0.7, Gamma: 0.05",5,7,0,231,97.11934156,10,40,,,
"Nu: 0.7, Gamma: 0.0625",5,7,0,231,97.11934156,10,40,,,
"Nu: 0.7, Gamma: 0.1",5,7,0,231,97.11934156,10,40,,,
"Nu: 0.7, Gamma: 0.2",5,7,0,231,97.11934156,10,40,,,
"Nu: 0.7, Gamma: 0.5",5,7,0,231,97.11934156,10,40,,,
"Nu: 0.7, Gamma: 0.7",5,7,0,231,97.11934156,10,40,,,
"Nu: 0.7, Gamma: 0.9",6,6,0,231,97.5308642,10,40,,,
"Nu: 0.7, Gamma: 0.99",6,6,0,231,97.5308642,10,40,,,
"Nu: 0.9, Gamma: 0.0001",5,7,0,231,97.11934156,10,40,,,
"Nu: 0.9, Gamma: 0.0002",5,7,0,231,97.11934156,10,40,,,
"Nu: 0.9, Gamma: 0.0003",5,7,0,231,97.11934156,10,40,,,
"Nu: 0.9, Gamma: 0.0004",5,7,0,231,97.11934156,10,40,,,
"Nu: 0.9, Gamma: 0.005",5,7,0,231,97.11934156,10,40,,,
"Nu: 0.9, Gamma: 0.05",5,7,0,231,97.11934156,10,40,,,
"Nu: 0.9, Gamma: 0.0625",5,7,0,231,97.11934156,10,40,,,
"Nu: 0.9, Gamma: 0.1",5,7,0,231,97.11934156,10,40,,,
"Nu: 0.9, Gamma: 0.2",5,7,0,231,97.11934156,10,40,,,
"Nu: 0.9, Gamma: 0.5",4,8,0,231,96.70781893,10,40,,,
"Nu: 0.9, Gamma: 0.7",3,9,0,231,96.2962963,10,40,,,
"Nu: 0.9, Gamma: 0.9",3,9,0,231,96.2962963,10,40,,,
"Nu: 0.9, Gamma: 0.99",3,9,0,231,96.2962963,10,40,,,
"Nu: 0.99, Gamma: 0.0001",2,10,0,231,95.88477366,10,40,,,
"Nu: 0.99, Gamma: 0.0002",2,10,0,231,95.88477366,10,40,,,
"Nu: 0.99, Gamma: 0.0003",2,10,0,231,95.88477366,10,40,,,
"Nu: 0.99, Gamma: 0.0004",2,10,0,231,95.88477366,10,40,,,
"Nu: 0.99, Gamma: 0.005",2,10,0,231,95.88477366,10,40,,,
"Nu: 0.99, Gamma: 0.05",2,10,0,231,95.88477366,10,40,,,
"Nu: 0.99, Gamma: 0.0625",2,10,0,231,95.88477366,10,40,,,
"Nu: 0.99, Gamma: 0.1",2,10,0,231,95.88477366,10,40,,,
"Nu: 0.99, Gamma: 0.2",2,10,0,231,95.88477366,10,40,,,
"Nu: 0.99, Gamma: 0.5",2,10,0,231,95.88477366,10,40,,,
"Nu: 0.99, Gamma: 0.7",1,11,0,231,95.47325103,10,40,,,
"Nu: 0.99, Gamma: 0.9",1,11,0,231,95.47325103,10,40,,,
"Nu: 0.99, Gamma: 0.99",1,11,0,231,95.47325103,10,40,,,
,,,,,,,,,,
Target Class: streamcluster_cachehalf,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",18,6,112,5,16.31205674,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",18,6,114,3,14.89361702,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",18,6,112,5,16.31205674,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",18,6,114,3,14.89361702,10,40,,,
"Nu: 0.0001, Gamma: 0.005",24,0,117,0,17.0212766,10,40,,,
"Nu: 0.0001, Gamma: 0.05",24,0,115,2,18.43971631,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",24,0,114,3,19.14893617,10,40,,,
"Nu: 0.0001, Gamma: 0.1",24,0,108,9,23.40425532,10,40,,,
"Nu: 0.0001, Gamma: 0.2",24,0,76,41,46.09929078,10,40,,,
"Nu: 0.0001, Gamma: 0.5",23,1,28,89,79.43262411,10,40,,,
"Nu: 0.0001, Gamma: 0.7",23,1,23,94,82.9787234,10,40,,,
"Nu: 0.0001, Gamma: 0.9",23,1,22,95,83.68794326,10,40,,,
"Nu: 0.0001, Gamma: 0.99",23,1,21,96,84.39716312,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",18,6,114,3,14.89361702,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",18,6,114,3,14.89361702,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",24,0,116,1,17.73049645,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",24,0,117,0,17.0212766,10,40,,,
"Nu: 0.0002, Gamma: 0.005",24,0,117,0,17.0212766,10,40,,,
"Nu: 0.0002, Gamma: 0.05",24,0,115,2,18.43971631,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",24,0,114,3,19.14893617,10,40,,,
"Nu: 0.0002, Gamma: 0.1",24,0,108,9,23.40425532,10,40,,,
"Nu: 0.0002, Gamma: 0.2",24,0,75,42,46.80851064,10,40,,,
"Nu: 0.0002, Gamma: 0.5",23,1,28,89,79.43262411,10,40,,,
"Nu: 0.0002, Gamma: 0.7",23,1,25,92,81.56028369,10,40,,,
"Nu: 0.0002, Gamma: 0.9",23,1,20,97,85.10638298,10,40,,,
"Nu: 0.0002, Gamma: 0.99",23,1,19,98,85.81560284,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",14,10,105,12,18.43971631,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",24,0,117,0,17.0212766,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",24,0,117,0,17.0212766,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",24,0,117,0,17.0212766,10,40,,,
"Nu: 0.0003, Gamma: 0.005",24,0,117,0,17.0212766,10,40,,,
"Nu: 0.0003, Gamma: 0.05",24,0,115,2,18.43971631,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",24,0,116,1,17.73049645,10,40,,,
"Nu: 0.0003, Gamma: 0.1",24,0,108,9,23.40425532,10,40,,,
"Nu: 0.0003, Gamma: 0.2",24,0,77,40,45.39007092,10,40,,,
"Nu: 0.0003, Gamma: 0.5",23,1,28,89,79.43262411,10,40,,,
"Nu: 0.0003, Gamma: 0.7",23,1,25,92,81.56028369,10,40,,,
"Nu: 0.0003, Gamma: 0.9",23,1,20,97,85.10638298,10,40,,,
"Nu: 0.0003, Gamma: 0.99",23,1,21,96,84.39716312,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",24,0,115,2,18.43971631,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",24,0,117,0,17.0212766,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",24,0,117,0,17.0212766,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",24,0,117,0,17.0212766,10,40,,,
"Nu: 0.0004, Gamma: 0.005",24,0,115,2,18.43971631,10,40,,,
"Nu: 0.0004, Gamma: 0.05",24,0,115,2,18.43971631,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",24,0,116,1,17.73049645,10,40,,,
"Nu: 0.0004, Gamma: 0.1",24,0,110,7,21.9858156,10,40,,,
"Nu: 0.0004, Gamma: 0.2",24,0,77,40,45.39007092,10,40,,,
"Nu: 0.0004, Gamma: 0.5",23,1,28,89,79.43262411,10,40,,,
"Nu: 0.0004, Gamma: 0.7",23,1,25,92,81.56028369,10,40,,,
"Nu: 0.0004, Gamma: 0.9",23,1,20,97,85.10638298,10,40,,,
"Nu: 0.0004, Gamma: 0.99",23,1,19,98,85.81560284,10,40,,,
"Nu: 0.005, Gamma: 0.0001",24,0,117,0,17.0212766,10,40,,,
"Nu: 0.005, Gamma: 0.0002",24,0,115,2,18.43971631,10,40,,,
"Nu: 0.005, Gamma: 0.0003",24,0,117,0,17.0212766,10,40,,,
"Nu: 0.005, Gamma: 0.0004",24,0,115,2,18.43971631,10,40,,,
"Nu: 0.005, Gamma: 0.005",24,0,117,0,17.0212766,10,40,,,
"Nu: 0.005, Gamma: 0.05",24,0,117,0,17.0212766,10,40,,,
"Nu: 0.005, Gamma: 0.0625",24,0,115,2,18.43971631,10,40,,,
"Nu: 0.005, Gamma: 0.1",24,0,112,5,20.56737589,10,40,,,
"Nu: 0.005, Gamma: 0.2",24,0,68,49,51.77304965,10,40,,,
"Nu: 0.005, Gamma: 0.5",23,1,26,91,80.85106383,10,40,,,
"Nu: 0.005, Gamma: 0.7",23,1,23,94,82.9787234,10,40,,,
"Nu: 0.005, Gamma: 0.9",23,1,22,95,83.68794326,10,40,,,
"Nu: 0.005, Gamma: 0.99",23,1,21,96,84.39716312,10,40,,,
"Nu: 0.05, Gamma: 0.0001",21,3,113,4,17.73049645,10,40,,,
"Nu: 0.05, Gamma: 0.0002",21,3,113,4,17.73049645,10,40,,,
"Nu: 0.05, Gamma: 0.0003",21,3,113,4,17.73049645,10,40,,,
"Nu: 0.05, Gamma: 0.0004",21,3,113,4,17.73049645,10,40,,,
"Nu: 0.05, Gamma: 0.005",21,3,113,4,17.73049645,10,40,,,
"Nu: 0.05, Gamma: 0.05",21,3,111,6,19.14893617,10,40,,,
"Nu: 0.05, Gamma: 0.0625",20,4,110,7,19.14893617,10,40,,,
"Nu: 0.05, Gamma: 0.1",20,4,106,11,21.9858156,10,40,,,
"Nu: 0.05, Gamma: 0.2",21,3,43,74,67.37588652,10,40,,,
"Nu: 0.05, Gamma: 0.5",22,2,18,99,85.81560284,10,40,,,
"Nu: 0.05, Gamma: 0.7",22,2,17,100,86.5248227,10,40,,,
"Nu: 0.05, Gamma: 0.9",22,2,15,102,87.94326241,10,40,,,
"Nu: 0.05, Gamma: 0.99",22,2,15,102,87.94326241,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",20,4,110,7,19.14893617,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",20,4,110,7,19.14893617,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",20,4,110,7,19.14893617,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",20,4,110,7,19.14893617,10,40,,,
"Nu: 0.0625, Gamma: 0.005",20,4,110,7,19.14893617,10,40,,,
"Nu: 0.0625, Gamma: 0.05",20,4,108,9,20.56737589,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",20,4,107,10,21.27659574,10,40,,,
"Nu: 0.0625, Gamma: 0.1",20,4,103,14,24.11347518,10,40,,,
"Nu: 0.0625, Gamma: 0.2",20,4,42,75,67.37588652,10,40,,,
"Nu: 0.0625, Gamma: 0.5",20,4,18,99,84.39716312,10,40,,,
"Nu: 0.0625, Gamma: 0.7",21,3,16,101,86.5248227,10,40,,,
"Nu: 0.0625, Gamma: 0.9",22,2,15,102,87.94326241,10,40,,,
"Nu: 0.0625, Gamma: 0.99",22,2,13,104,89.36170213,10,40,,,
"Nu: 0.1, Gamma: 0.0001",20,4,109,8,19.85815603,10,40,,,
"Nu: 0.1, Gamma: 0.0002",20,4,109,8,19.85815603,10,40,,,
"Nu: 0.1, Gamma: 0.0003",20,4,109,8,19.85815603,10,40,,,
"Nu: 0.1, Gamma: 0.0004",20,4,109,8,19.85815603,10,40,,,
"Nu: 0.1, Gamma: 0.005",20,4,108,9,20.56737589,10,40,,,
"Nu: 0.1, Gamma: 0.05",20,4,106,11,21.9858156,10,40,,,
"Nu: 0.1, Gamma: 0.0625",20,4,106,11,21.9858156,10,40,,,
"Nu: 0.1, Gamma: 0.1",20,4,102,15,24.82269504,10,40,,,
"Nu: 0.1, Gamma: 0.2",20,4,38,79,70.21276596,10,40,,,
"Nu: 0.1, Gamma: 0.5",18,6,13,104,86.5248227,10,40,,,
"Nu: 0.1, Gamma: 0.7",18,6,13,104,86.5248227,10,40,,,
"Nu: 0.1, Gamma: 0.9",18,6,9,108,89.36170213,10,40,,,
"Nu: 0.1, Gamma: 0.99",18,6,7,110,90.78014184,10,40,,,
"Nu: 0.2, Gamma: 0.0001",20,4,107,10,21.27659574,10,40,,,
"Nu: 0.2, Gamma: 0.0002",20,4,107,10,21.27659574,10,40,,,
"Nu: 0.2, Gamma: 0.0003",20,4,107,10,21.27659574,10,40,,,
"Nu: 0.2, Gamma: 0.0004",20,4,107,10,21.27659574,10,40,,,
"Nu: 0.2, Gamma: 0.005",20,4,106,11,21.9858156,10,40,,,
"Nu: 0.2, Gamma: 0.05",20,4,105,12,22.69503546,10,40,,,
"Nu: 0.2, Gamma: 0.0625",20,4,104,13,23.40425532,10,40,,,
"Nu: 0.2, Gamma: 0.1",20,4,100,17,26.24113475,10,40,,,
"Nu: 0.2, Gamma: 0.2",20,4,56,61,57.44680851,10,40,,,
"Nu: 0.2, Gamma: 0.5",18,6,1,116,95.03546099,10,40,,,
"Nu: 0.2, Gamma: 0.7",18,6,1,116,95.03546099,10,40,,,
"Nu: 0.2, Gamma: 0.9",18,6,0,117,95.74468085,10,40,,,
"Nu: 0.2, Gamma: 0.99",18,6,0,117,95.74468085,10,40,,,
"Nu: 0.5, Gamma: 0.0001",13,11,91,26,27.65957447,10,40,,,
"Nu: 0.5, Gamma: 0.0002",13,11,91,26,27.65957447,10,40,,,
"Nu: 0.5, Gamma: 0.0003",13,11,91,26,27.65957447,10,40,,,
"Nu: 0.5, Gamma: 0.0004",13,11,91,26,27.65957447,10,40,,,
"Nu: 0.5, Gamma: 0.005",13,11,91,26,27.65957447,10,40,,,
"Nu: 0.5, Gamma: 0.05",13,11,88,29,29.78723404,10,40,,,
"Nu: 0.5, Gamma: 0.0625",13,11,88,29,29.78723404,10,40,,,
"Nu: 0.5, Gamma: 0.1",15,9,85,32,33.33333333,10,40,,,
"Nu: 0.5, Gamma: 0.2",18,6,26,91,77.30496454,10,40,,,
"Nu: 0.5, Gamma: 0.5",16,8,0,117,94.32624113,10,40,,,
"Nu: 0.5, Gamma: 0.7",17,7,0,117,95.03546099,10,40,,,
"Nu: 0.5, Gamma: 0.9",16,8,0,117,94.32624113,10,40,,,
"Nu: 0.5, Gamma: 0.99",15,9,0,117,93.61702128,10,40,,,
"Nu: 0.7, Gamma: 0.0001",5,19,9,108,80.14184397,10,40,,,
"Nu: 0.7, Gamma: 0.0002",5,19,9,108,80.14184397,10,40,,,
"Nu: 0.7, Gamma: 0.0003",5,19,9,108,80.14184397,10,40,,,
"Nu: 0.7, Gamma: 0.0004",5,19,9,108,80.14184397,10,40,,,
"Nu: 0.7, Gamma: 0.005",5,19,8,109,80.85106383,10,40,,,
"Nu: 0.7, Gamma: 0.05",5,19,2,115,85.10638298,10,40,,,
"Nu: 0.7, Gamma: 0.0625",6,18,2,115,85.81560284,10,40,,,
"Nu: 0.7, Gamma: 0.1",6,18,1,116,86.5248227,10,40,,,
"Nu: 0.7, Gamma: 0.2",6,18,1,116,86.5248227,10,40,,,
"Nu: 0.7, Gamma: 0.5",12,12,0,117,91.4893617,10,40,,,
"Nu: 0.7, Gamma: 0.7",13,11,0,117,92.19858156,10,40,,,
"Nu: 0.7, Gamma: 0.9",14,10,0,117,92.90780142,10,40,,,
"Nu: 0.7, Gamma: 0.99",14,10,0,117,92.90780142,10,40,,,
"Nu: 0.9, Gamma: 0.0001",3,21,0,117,85.10638298,10,40,,,
"Nu: 0.9, Gamma: 0.0002",3,21,0,117,85.10638298,10,40,,,
"Nu: 0.9, Gamma: 0.0003",3,21,0,117,85.10638298,10,40,,,
