Features: 16,,,,,,,,,,
Target Class: ferret,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,97.81021898,156
"Nu: 0.0001, Gamma: 0.0001",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.0001, Gamma: 0.005",3,1,66,67,51.09489051,10,40,,,
"Nu: 0.0001, Gamma: 0.05",4,0,104,29,24.08759124,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",4,0,108,25,21.16788321,10,40,,,
"Nu: 0.0001, Gamma: 0.1",4,0,91,42,33.57664234,10,40,,,
"Nu: 0.0001, Gamma: 0.2",4,0,90,43,34.30656934,10,40,,,
"Nu: 0.0001, Gamma: 0.5",4,0,82,51,40.1459854,10,40,,,
"Nu: 0.0001, Gamma: 0.7",3,1,72,61,46.71532847,10,40,,,
"Nu: 0.0001, Gamma: 0.9",2,2,61,72,54.01459854,10,40,,,
"Nu: 0.0001, Gamma: 0.99",2,2,57,76,56.93430657,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",3,1,66,67,51.09489051,10,40,,,
"Nu: 0.0002, Gamma: 0.005",4,0,86,47,37.22627737,10,40,,,
"Nu: 0.0002, Gamma: 0.05",4,0,104,29,24.08759124,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",4,0,101,32,26.27737226,10,40,,,
"Nu: 0.0002, Gamma: 0.1",4,0,92,41,32.84671533,10,40,,,
"Nu: 0.0002, Gamma: 0.2",4,0,90,43,34.30656934,10,40,,,
"Nu: 0.0002, Gamma: 0.5",4,0,84,49,38.68613139,10,40,,,
"Nu: 0.0002, Gamma: 0.7",4,0,74,59,45.98540146,10,40,,,
"Nu: 0.0002, Gamma: 0.9",2,2,63,70,52.55474453,10,40,,,
"Nu: 0.0002, Gamma: 0.99",2,2,57,76,56.93430657,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",3,1,66,67,51.09489051,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",3,1,66,67,51.09489051,10,40,,,
"Nu: 0.0003, Gamma: 0.005",4,0,101,32,26.27737226,10,40,,,
"Nu: 0.0003, Gamma: 0.05",4,0,101,32,26.27737226,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",4,0,101,32,26.27737226,10,40,,,
"Nu: 0.0003, Gamma: 0.1",4,0,93,40,32.11678832,10,40,,,
"Nu: 0.0003, Gamma: 0.2",4,0,87,46,36.49635036,10,40,,,
"Nu: 0.0003, Gamma: 0.5",4,0,83,50,39.41605839,10,40,,,
"Nu: 0.0003, Gamma: 0.7",4,0,72,61,47.44525547,10,40,,,
"Nu: 0.0003, Gamma: 0.9",2,2,61,72,54.01459854,10,40,,,
"Nu: 0.0003, Gamma: 0.99",2,2,57,76,56.93430657,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",3,1,66,67,51.09489051,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",3,1,66,67,51.09489051,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",3,1,66,67,51.09489051,10,40,,,
"Nu: 0.0004, Gamma: 0.005",4,0,101,32,26.27737226,10,40,,,
"Nu: 0.0004, Gamma: 0.05",4,0,101,32,26.27737226,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",4,0,101,32,26.27737226,10,40,,,
"Nu: 0.0004, Gamma: 0.1",4,0,93,40,32.11678832,10,40,,,
"Nu: 0.0004, Gamma: 0.2",4,0,87,46,36.49635036,10,40,,,
"Nu: 0.0004, Gamma: 0.5",4,0,83,50,39.41605839,10,40,,,
"Nu: 0.0004, Gamma: 0.7",4,0,72,61,47.44525547,10,40,,,
"Nu: 0.0004, Gamma: 0.9",2,2,62,71,53.28467153,10,40,,,
"Nu: 0.0004, Gamma: 0.99",2,2,57,76,56.93430657,10,40,,,
"Nu: 0.005, Gamma: 0.0001",2,2,53,80,59.8540146,10,40,,,
"Nu: 0.005, Gamma: 0.0002",4,0,101,32,26.27737226,10,40,,,
"Nu: 0.005, Gamma: 0.0003",4,0,101,32,26.27737226,10,40,,,
"Nu: 0.005, Gamma: 0.0004",4,0,101,32,26.27737226,10,40,,,
"Nu: 0.005, Gamma: 0.005",4,0,101,32,26.27737226,10,40,,,
"Nu: 0.005, Gamma: 0.05",4,0,99,34,27.73722628,10,40,,,
"Nu: 0.005, Gamma: 0.0625",4,0,99,34,27.73722628,10,40,,,
"Nu: 0.005, Gamma: 0.1",4,0,93,40,32.11678832,10,40,,,
"Nu: 0.005, Gamma: 0.2",4,0,87,46,36.49635036,10,40,,,
"Nu: 0.005, Gamma: 0.5",4,0,83,50,39.41605839,10,40,,,
"Nu: 0.005, Gamma: 0.7",4,0,72,61,47.44525547,10,40,,,
"Nu: 0.005, Gamma: 0.9",2,2,63,70,52.55474453,10,40,,,
"Nu: 0.005, Gamma: 0.99",2,2,57,76,56.93430657,10,40,,,
"Nu: 0.05, Gamma: 0.0001",4,0,95,38,30.65693431,10,40,,,
"Nu: 0.05, Gamma: 0.0002",4,0,95,38,30.65693431,10,40,,,
"Nu: 0.05, Gamma: 0.0003",4,0,100,33,27.00729927,10,40,,,
"Nu: 0.05, Gamma: 0.0004",4,0,100,33,27.00729927,10,40,,,
"Nu: 0.05, Gamma: 0.005",4,0,99,34,27.73722628,10,40,,,
"Nu: 0.05, Gamma: 0.05",4,0,99,34,27.73722628,10,40,,,
"Nu: 0.05, Gamma: 0.0625",4,0,97,36,29.19708029,10,40,,,
"Nu: 0.05, Gamma: 0.1",4,0,92,41,32.84671533,10,40,,,
"Nu: 0.05, Gamma: 0.2",4,0,87,46,36.49635036,10,40,,,
"Nu: 0.05, Gamma: 0.5",3,1,78,55,42.33576642,10,40,,,
"Nu: 0.05, Gamma: 0.7",2,2,72,61,45.98540146,10,40,,,
"Nu: 0.05, Gamma: 0.9",2,2,63,70,52.55474453,10,40,,,
"Nu: 0.05, Gamma: 0.99",2,2,57,76,56.93430657,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",4,0,100,33,27.00729927,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",4,0,96,37,29.9270073,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",4,0,96,37,29.9270073,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",4,0,96,37,29.9270073,10,40,,,
"Nu: 0.0625, Gamma: 0.005",4,0,98,35,28.46715328,10,40,,,
"Nu: 0.0625, Gamma: 0.05",4,0,97,36,29.19708029,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",4,0,96,37,29.9270073,10,40,,,
"Nu: 0.0625, Gamma: 0.1",4,0,92,41,32.84671533,10,40,,,
"Nu: 0.0625, Gamma: 0.2",4,0,87,46,36.49635036,10,40,,,
"Nu: 0.0625, Gamma: 0.5",2,2,78,55,41.60583942,10,40,,,
"Nu: 0.0625, Gamma: 0.7",2,2,71,62,46.71532847,10,40,,,
"Nu: 0.0625, Gamma: 0.9",2,2,63,70,52.55474453,10,40,,,
"Nu: 0.0625, Gamma: 0.99",2,2,57,76,56.93430657,10,40,,,
"Nu: 0.1, Gamma: 0.0001",4,0,95,38,30.65693431,10,40,,,
"Nu: 0.1, Gamma: 0.0002",4,0,95,38,30.65693431,10,40,,,
"Nu: 0.1, Gamma: 0.0003",4,0,95,38,30.65693431,10,40,,,
"Nu: 0.1, Gamma: 0.0004",4,0,94,39,31.38686131,10,40,,,
"Nu: 0.1, Gamma: 0.005",4,0,94,39,31.38686131,10,40,,,
"Nu: 0.1, Gamma: 0.05",4,0,92,41,32.84671533,10,40,,,
"Nu: 0.1, Gamma: 0.0625",4,0,91,42,33.57664234,10,40,,,
"Nu: 0.1, Gamma: 0.1",4,0,91,42,33.57664234,10,40,,,
"Nu: 0.1, Gamma: 0.2",3,1,86,47,36.49635036,10,40,,,
"Nu: 0.1, Gamma: 0.5",2,2,78,55,41.60583942,10,40,,,
"Nu: 0.1, Gamma: 0.7",2,2,70,63,47.44525547,10,40,,,
"Nu: 0.1, Gamma: 0.9",2,2,58,75,56.20437956,10,40,,,
"Nu: 0.1, Gamma: 0.99",2,2,55,78,58.39416058,10,40,,,
"Nu: 0.2, Gamma: 0.0001",3,1,82,51,39.41605839,10,40,,,
"Nu: 0.2, Gamma: 0.0002",3,1,82,51,39.41605839,10,40,,,
"Nu: 0.2, Gamma: 0.0003",3,1,83,50,38.68613139,10,40,,,
"Nu: 0.2, Gamma: 0.0004",3,1,83,50,38.68613139,10,40,,,
"Nu: 0.2, Gamma: 0.005",3,1,84,49,37.95620438,10,40,,,
"Nu: 0.2, Gamma: 0.05",3,1,87,46,35.76642336,10,40,,,
"Nu: 0.2, Gamma: 0.0625",3,1,88,45,35.03649635,10,40,,,
"Nu: 0.2, Gamma: 0.1",2,2,89,44,33.57664234,10,40,,,
"Nu: 0.2, Gamma: 0.2",2,2,85,48,36.49635036,10,40,,,
"Nu: 0.2, Gamma: 0.5",2,2,73,60,45.25547445,10,40,,,
"Nu: 0.2, Gamma: 0.7",2,2,66,67,50.3649635,10,40,,,
"Nu: 0.2, Gamma: 0.9",2,2,55,78,58.39416058,10,40,,,
"Nu: 0.2, Gamma: 0.99",1,3,53,80,59.12408759,10,40,,,
"Nu: 0.5, Gamma: 0.0001",1,3,43,90,66.42335766,10,40,,,
"Nu: 0.5, Gamma: 0.0002",1,3,43,90,66.42335766,10,40,,,
"Nu: 0.5, Gamma: 0.0003",1,3,43,90,66.42335766,10,40,,,
"Nu: 0.5, Gamma: 0.0004",1,3,43,90,66.42335766,10,40,,,
"Nu: 0.5, Gamma: 0.005",1,3,41,92,67.88321168,10,40,,,
"Nu: 0.5, Gamma: 0.05",1,3,39,94,69.34306569,10,40,,,
"Nu: 0.5, Gamma: 0.0625",1,3,39,94,69.34306569,10,40,,,
"Nu: 0.5, Gamma: 0.1",1,3,39,94,69.34306569,10,40,,,
"Nu: 0.5, Gamma: 0.2",1,3,38,95,70.0729927,10,40,,,
"Nu: 0.5, Gamma: 0.5",0,4,39,94,68.61313869,10,40,,,
"Nu: 0.5, Gamma: 0.7",0,4,37,96,70.0729927,10,40,,,
"Nu: 0.5, Gamma: 0.9",0,4,36,97,70.80291971,10,40,,,
"Nu: 0.5, Gamma: 0.99",0,4,35,98,71.53284672,10,40,,,
"Nu: 0.7, Gamma: 0.0001",1,3,22,111,81.75182482,10,40,,,
"Nu: 0.7, Gamma: 0.0002",1,3,22,111,81.75182482,10,40,,,
"Nu: 0.7, Gamma: 0.0003",1,3,23,110,81.02189781,10,40,,,
"Nu: 0.7, Gamma: 0.0004",1,3,23,110,81.02189781,10,40,,,
"Nu: 0.7, Gamma: 0.005",1,3,21,112,82.48175182,10,40,,,
"Nu: 0.7, Gamma: 0.05",1,3,21,112,82.48175182,10,40,,,
"Nu: 0.7, Gamma: 0.0625",1,3,21,112,82.48175182,10,40,,,
"Nu: 0.7, Gamma: 0.1",1,3,22,111,81.75182482,10,40,,,
"Nu: 0.7, Gamma: 0.2",0,4,20,113,82.48175182,10,40,,,
"Nu: 0.7, Gamma: 0.5",0,4,20,113,82.48175182,10,40,,,
"Nu: 0.7, Gamma: 0.7",0,4,17,116,84.67153285,10,40,,,
"Nu: 0.7, Gamma: 0.9",0,4,14,119,86.86131387,10,40,,,
"Nu: 0.7, Gamma: 0.99",0,4,12,121,88.32116788,10,40,,,
"Nu: 0.9, Gamma: 0.0001",0,4,10,123,89.7810219,10,40,,,
"Nu: 0.9, Gamma: 0.0002",0,4,10,123,89.7810219,10,40,,,
"Nu: 0.9, Gamma: 0.0003",0,4,10,123,89.7810219,10,40,,,
"Nu: 0.9, Gamma: 0.0004",0,4,10,123,89.7810219,10,40,,,
"Nu: 0.9, Gamma: 0.005",0,4,10,123,89.7810219,10,40,,,
"Nu: 0.9, Gamma: 0.05",0,4,11,122,89.05109489,10,40,,,
"Nu: 0.9, Gamma: 0.0625",0,4,11,122,89.05109489,10,40,,,
"Nu: 0.9, Gamma: 0.1",0,4,9,124,90.51094891,10,40,,,
"Nu: 0.9, Gamma: 0.2",0,4,8,125,91.24087591,10,40,,,
"Nu: 0.9, Gamma: 0.5",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.9, Gamma: 0.7",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.9, Gamma: 0.9",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.9, Gamma: 0.99",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,4,2,131,95.62043796,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,4,2,131,95.62043796,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,4,2,131,95.62043796,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,4,2,131,95.62043796,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,4,2,131,95.62043796,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,4,2,131,95.62043796,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,4,1,132,96.35036496,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,4,1,132,96.35036496,10,40,,,
"Nu: 0.99, Gamma: 0.2",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.99, Gamma: 0.5",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.99, Gamma: 0.7",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.99, Gamma: 0.9",0,4,0,133,97.08029197,10,40,,,
"Nu: 0.99, Gamma: 0.99",0,4,0,133,97.08029197,10,40,,,
,,,,,,,,,,
Target Class: ferret_cachehalf,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,14,0,36,72,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",11,3,35,1,24,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",11,3,35,1,24,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",11,3,35,1,24,10,40,,,
"Nu: 0.0001, Gamma: 0.005",11,3,35,1,24,10,40,,,
"Nu: 0.0001, Gamma: 0.05",14,0,36,0,28,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",14,0,36,0,28,10,40,,,
"Nu: 0.0001, Gamma: 0.1",13,1,34,2,30,10,40,,,
"Nu: 0.0001, Gamma: 0.2",14,0,25,11,50,10,40,,,
"Nu: 0.0001, Gamma: 0.5",13,1,16,20,66,10,40,,,
"Nu: 0.0001, Gamma: 0.7",12,2,14,22,68,10,40,,,
"Nu: 0.0001, Gamma: 0.9",12,2,11,25,74,10,40,,,
"Nu: 0.0001, Gamma: 0.99",12,2,10,26,76,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",11,3,35,1,24,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",11,3,35,1,24,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",11,3,35,1,24,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",11,3,35,1,24,10,40,,,
"Nu: 0.0002, Gamma: 0.005",14,0,36,0,28,10,40,,,
"Nu: 0.0002, Gamma: 0.05",14,0,36,0,28,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",14,0,36,0,28,10,40,,,
"Nu: 0.0002, Gamma: 0.1",13,1,33,3,32,10,40,,,
"Nu: 0.0002, Gamma: 0.2",14,0,25,11,50,10,40,,,
"Nu: 0.0002, Gamma: 0.5",13,1,16,20,66,10,40,,,
"Nu: 0.0002, Gamma: 0.7",12,2,14,22,68,10,40,,,
"Nu: 0.0002, Gamma: 0.9",12,2,12,24,72,10,40,,,
"Nu: 0.0002, Gamma: 0.99",12,2,9,27,78,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",14,0,36,0,28,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",11,3,35,1,24,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",11,3,35,1,24,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",11,3,35,1,24,10,40,,,
"Nu: 0.0003, Gamma: 0.005",14,0,36,0,28,10,40,,,
"Nu: 0.0003, Gamma: 0.05",14,0,36,0,28,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",14,0,36,0,28,10,40,,,
"Nu: 0.0003, Gamma: 0.1",13,1,33,3,32,10,40,,,
"Nu: 0.0003, Gamma: 0.2",14,0,25,11,50,10,40,,,
"Nu: 0.0003, Gamma: 0.5",13,1,16,20,66,10,40,,,
"Nu: 0.0003, Gamma: 0.7",12,2,14,22,68,10,40,,,
"Nu: 0.0003, Gamma: 0.9",12,2,12,24,72,10,40,,,
"Nu: 0.0003, Gamma: 0.99",12,2,9,27,78,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",14,0,36,0,28,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",14,0,36,0,28,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",14,0,36,0,28,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",14,0,36,0,28,10,40,,,
"Nu: 0.0004, Gamma: 0.005",14,0,36,0,28,10,40,,,
"Nu: 0.0004, Gamma: 0.05",14,0,36,0,28,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",14,0,36,0,28,10,40,,,
"Nu: 0.0004, Gamma: 0.1",13,1,33,3,32,10,40,,,
"Nu: 0.0004, Gamma: 0.2",14,0,25,11,50,10,40,,,
"Nu: 0.0004, Gamma: 0.5",13,1,16,20,66,10,40,,,
"Nu: 0.0004, Gamma: 0.7",12,2,14,22,68,10,40,,,
"Nu: 0.0004, Gamma: 0.9",12,2,12,24,72,10,40,,,
"Nu: 0.0004, Gamma: 0.99",12,2,9,27,78,10,40,,,
"Nu: 0.005, Gamma: 0.0001",11,3,35,1,24,10,40,,,
"Nu: 0.005, Gamma: 0.0002",14,0,36,0,28,10,40,,,
"Nu: 0.005, Gamma: 0.0003",14,0,36,0,28,10,40,,,
"Nu: 0.005, Gamma: 0.0004",14,0,36,0,28,10,40,,,
"Nu: 0.005, Gamma: 0.005",14,0,36,0,28,10,40,,,
"Nu: 0.005, Gamma: 0.05",14,0,36,0,28,10,40,,,
"Nu: 0.005, Gamma: 0.0625",14,0,36,0,28,10,40,,,
"Nu: 0.005, Gamma: 0.1",13,1,33,3,32,10,40,,,
"Nu: 0.005, Gamma: 0.2",13,1,22,14,54,10,40,,,
"Nu: 0.005, Gamma: 0.5",13,1,16,20,66,10,40,,,
"Nu: 0.005, Gamma: 0.7",12,2,13,23,70,10,40,,,
"Nu: 0.005, Gamma: 0.9",12,2,11,25,74,10,40,,,
"Nu: 0.005, Gamma: 0.99",12,2,9,27,78,10,40,,,
"Nu: 0.05, Gamma: 0.0001",14,0,36,0,28,10,40,,,
"Nu: 0.05, Gamma: 0.0002",14,0,36,0,28,10,40,,,
"Nu: 0.05, Gamma: 0.0003",14,0,36,0,28,10,40,,,
"Nu: 0.05, Gamma: 0.0004",14,0,36,0,28,10,40,,,
"Nu: 0.05, Gamma: 0.005",14,0,36,0,28,10,40,,,
"Nu: 0.05, Gamma: 0.05",14,0,36,0,28,10,40,,,
"Nu: 0.05, Gamma: 0.0625",14,0,35,1,30,10,40,,,
"Nu: 0.05, Gamma: 0.1",13,1,32,4,34,10,40,,,
"Nu: 0.05, Gamma: 0.2",12,2,18,18,60,10,40,,,
"Nu: 0.05, Gamma: 0.5",12,2,11,25,74,10,40,,,
"Nu: 0.05, Gamma: 0.7",12,2,11,25,74,10,40,,,
"Nu: 0.05, Gamma: 0.9",12,2,8,28,80,10,40,,,
"Nu: 0.05, Gamma: 0.99",11,3,6,30,82,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",14,0,35,1,30,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",14,0,35,1,30,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",14,0,35,1,30,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",14,0,35,1,30,10,40,,,
"Nu: 0.0625, Gamma: 0.005",14,0,35,1,30,10,40,,,
"Nu: 0.0625, Gamma: 0.05",14,0,33,3,34,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",14,0,33,3,34,10,40,,,
"Nu: 0.0625, Gamma: 0.1",12,2,28,8,40,10,40,,,
"Nu: 0.0625, Gamma: 0.2",12,2,17,19,62,10,40,,,
"Nu: 0.0625, Gamma: 0.5",12,2,11,25,74,10,40,,,
"Nu: 0.0625, Gamma: 0.7",11,3,11,25,72,10,40,,,
"Nu: 0.0625, Gamma: 0.9",11,3,6,30,82,10,40,,,
"Nu: 0.0625, Gamma: 0.99",11,3,6,30,82,10,40,,,
"Nu: 0.1, Gamma: 0.0001",13,1,32,4,34,10,40,,,
"Nu: 0.1, Gamma: 0.0002",12,2,32,4,32,10,40,,,
"Nu: 0.1, Gamma: 0.0003",13,1,32,4,34,10,40,,,
"Nu: 0.1, Gamma: 0.0004",13,1,32,4,34,10,40,,,
"Nu: 0.1, Gamma: 0.005",13,1,32,4,34,10,40,,,
"Nu: 0.1, Gamma: 0.05",13,1,31,5,36,10,40,,,
"Nu: 0.1, Gamma: 0.0625",13,1,31,5,36,10,40,,,
"Nu: 0.1, Gamma: 0.1",12,2,26,10,44,10,40,,,
"Nu: 0.1, Gamma: 0.2",11,3,15,21,64,10,40,,,
"Nu: 0.1, Gamma: 0.5",11,3,11,25,72,10,40,,,
"Nu: 0.1, Gamma: 0.7",11,3,8,28,78,10,40,,,
"Nu: 0.1, Gamma: 0.9",11,3,6,30,82,10,40,,,
"Nu: 0.1, Gamma: 0.99",11,3,6,30,82,10,40,,,
"Nu: 0.2, Gamma: 0.0001",9,5,28,8,34,10,40,,,
"Nu: 0.2, Gamma: 0.0002",9,5,28,8,34,10,40,,,
"Nu: 0.2, Gamma: 0.0003",9,5,28,8,34,10,40,,,
"Nu: 0.2, Gamma: 0.0004",9,5,28,8,34,10,40,,,
"Nu: 0.2, Gamma: 0.005",9,5,27,9,36,10,40,,,
"Nu: 0.2, Gamma: 0.05",9,5,26,10,38,10,40,,,
"Nu: 0.2, Gamma: 0.0625",9,5,26,10,38,10,40,,,
"Nu: 0.2, Gamma: 0.1",9,5,22,14,46,10,40,,,
"Nu: 0.2, Gamma: 0.2",10,4,14,22,64,10,40,,,
"Nu: 0.2, Gamma: 0.5",11,3,7,29,80,10,40,,,
"Nu: 0.2, Gamma: 0.7",11,3,6,30,82,10,40,,,
"Nu: 0.2, Gamma: 0.9",11,3,6,30,82,10,40,,,
"Nu: 0.2, Gamma: 0.99",11,3,6,30,82,10,40,,,
"Nu: 0.5, Gamma: 0.0001",7,7,17,19,52,10,40,,,
"Nu: 0.5, Gamma: 0.0002",7,7,17,19,52,10,40,,,
"Nu: 0.5, Gamma: 0.0003",7,7,17,19,52,10,40,,,
"Nu: 0.5, Gamma: 0.0004",7,7,17,19,52,10,40,,,
"Nu: 0.5, Gamma: 0.005",7,7,17,19,52,10,40,,,
"Nu: 0.5, Gamma: 0.05",7,7,13,23,60,10,40,,,
"Nu: 0.5, Gamma: 0.0625",7,7,13,23,60,10,40,,,
"Nu: 0.5, Gamma: 0.1",7,7,12,24,62,10,40,,,
"Nu: 0.5, Gamma: 0.2",7,7,11,25,64,10,40,,,
"Nu: 0.5, Gamma: 0.5",8,6,6,30,76,10,40,,,
"Nu: 0.5, Gamma: 0.7",4,10,6,30,68,10,40,,,
"Nu: 0.5, Gamma: 0.9",5,9,6,30,70,10,40,,,
"Nu: 0.5, Gamma: 0.99",5,9,6,30,70,10,40,,,
"Nu: 0.7, Gamma: 0.0001",4,10,10,26,60,10,40,,,
"Nu: 0.7, Gamma: 0.0002",5,9,10,26,62,10,40,,,
"Nu: 0.7, Gamma: 0.0003",5,9,10,26,62,10,40,,,
"Nu: 0.7, Gamma: 0.0004",5,9,10,26,62,10,40,,,
"Nu: 0.7, Gamma: 0.005",4,10,10,26,60,10,40,,,
"Nu: 0.7, Gamma: 0.05",3,11,8,28,62,10,40,,,
"Nu: 0.7, Gamma: 0.0625",3,11,7,29,64,10,40,,,
"Nu: 0.7, Gamma: 0.1",3,11,7,29,64,10,40,,,
"Nu: 0.7, Gamma: 0.2",2,12,6,30,64,10,40,,,
"Nu: 0.7, Gamma: 0.5",2,12,5,31,66,10,40,,,
"Nu: 0.7, Gamma: 0.7",4,10,3,33,74,10,40,,,
"Nu: 0.7, Gamma: 0.9",4,10,3,33,74,10,40,,,
"Nu: 0.7, Gamma: 0.99",4,10,3,33,74,10,40,,,
"Nu: 0.9, Gamma: 0.0001",0,14,1,35,70,10,40,,,
"Nu: 0.9, Gamma: 0.0002",0,14,1,35,70,10,40,,,
"Nu: 0.9, Gamma: 0.0003",0,14,1,35,70,10,40,,,
"Nu: 0.9, Gamma: 0.0004",0,14,1,35,70,10,40,,,
"Nu: 0.9, Gamma: 0.005",0,14,1,35,70,10,40,,,
"Nu: 0.9, Gamma: 0.05",0,14,1,35,70,10,40,,,
"Nu: 0.9, Gamma: 0.0625",0,14,1,35,70,10,40,,,
"Nu: 0.9, Gamma: 0.1",0,14,0,36,72,10,40,,,
"Nu: 0.9, Gamma: 0.2",0,14,1,35,70,10,40,,,
"Nu: 0.9, Gamma: 0.5",0,14,0,36,72,10,40,,,
"Nu: 0.9, Gamma: 0.7",1,13,0,36,74,10,40,,,
"Nu: 0.9, Gamma: 0.9",2,12,0,36,76,10,40,,,
"Nu: 0.9, Gamma: 0.99",1,13,0,36,74,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,14,0,36,72,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,14,0,36,72,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,14,0,36,72,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,14,0,36,72,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,14,0,36,72,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,14,0,36,72,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,14,0,36,72,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,14,0,36,72,10,40,,,
"Nu: 0.99, Gamma: 0.2",0,14,0,36,72,10,40,,,
"Nu: 0.99, Gamma: 0.5",0,14,0,36,72,10,40,,,
"Nu: 0.99, Gamma: 0.7",0,14,0,36,72,10,40,,,
"Nu: 0.99, Gamma: 0.9",0,14,0,36,72,10,40,,,
"Nu: 0.99, Gamma: 0.99",0,14,0,36,72,10,40,,,
