Features: 16,,,,,,,,
Target Class: canneal,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.99, Gamma: 0.005",0,5,0,50,90.9090909090909,0,40,
"Nu: 0.99, Gamma: 0.05",0,5,0,50,90.9090909090909,0,40,
"Nu: 0.99, Gamma: 0.0625",0,5,0,50,90.9090909090909,0,40,
"Nu: 0.99, Gamma: 0.1",0,5,0,50,90.9090909090909,0,40,
"Nu: 0.99, Gamma: 0.2",0,5,0,50,90.9090909090909,0,40,
"Nu: 0.99, Gamma: 0.5",0,5,0,50,90.9090909090909,0,40,
"Nu: 0.99, Gamma: 0.7",0,5,0,50,90.9090909090909,0,40,
"Nu: 0.99, Gamma: 0.9",0,5,0,50,90.9090909090909,0,40,
"Nu: 0.99, Gamma: 0.99",0,5,0,50,90.9090909090909,0,40,
,,,,,,,,
Features: 16,,,,,,,,
Target Class: canneal,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.0001, Gamma: 0.0001",0,5,0,48,90.56603773584906,10,40,
"Nu: 0.0001, Gamma: 0.0002",0,5,0,48,90.56603773584906,10,40,
"Nu: 0.0001, Gamma: 0.0003",0,5,0,48,90.56603773584906,10,40,
"Nu: 0.0001, Gamma: 0.0004",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0001, Gamma: 0.005",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0001, Gamma: 0.05",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0001, Gamma: 0.0625",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0001, Gamma: 0.1",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0001, Gamma: 0.2",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0001, Gamma: 0.5",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0001, Gamma: 0.7",4,1,42,6,18.867924528301888,10,40,
"Nu: 0.0001, Gamma: 0.9",4,1,40,8,22.641509433962266,10,40,
"Nu: 0.0001, Gamma: 0.99",4,1,39,9,24.528301886792452,10,40,
"Nu: 0.0002, Gamma: 0.0001",0,5,0,48,90.56603773584906,10,40,
"Nu: 0.0002, Gamma: 0.0002",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0002, Gamma: 0.0003",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0002, Gamma: 0.0004",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0002, Gamma: 0.005",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0002, Gamma: 0.05",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0002, Gamma: 0.0625",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0002, Gamma: 0.1",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0002, Gamma: 0.2",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0002, Gamma: 0.5",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0002, Gamma: 0.7",4,1,42,6,18.867924528301888,10,40,
"Nu: 0.0002, Gamma: 0.9",4,1,40,8,22.641509433962266,10,40,
"Nu: 0.0002, Gamma: 0.99",4,1,40,8,22.641509433962266,10,40,
"Nu: 0.0003, Gamma: 0.0001",0,5,0,48,90.56603773584906,10,40,
"Nu: 0.0003, Gamma: 0.0002",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0003, Gamma: 0.0003",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0003, Gamma: 0.0004",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0003, Gamma: 0.005",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0003, Gamma: 0.05",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0003, Gamma: 0.0625",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0003, Gamma: 0.1",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0003, Gamma: 0.2",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0003, Gamma: 0.5",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0003, Gamma: 0.7",4,1,42,6,18.867924528301888,10,40,
"Nu: 0.0003, Gamma: 0.9",4,1,40,8,22.641509433962266,10,40,
"Nu: 0.0003, Gamma: 0.99",4,1,40,8,22.641509433962266,10,40,
"Nu: 0.0004, Gamma: 0.0001",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0004, Gamma: 0.0002",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0004, Gamma: 0.0003",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0004, Gamma: 0.0004",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0004, Gamma: 0.005",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0004, Gamma: 0.05",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0004, Gamma: 0.0625",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0004, Gamma: 0.1",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0004, Gamma: 0.2",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0004, Gamma: 0.5",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0004, Gamma: 0.7",4,1,42,6,18.867924528301888,10,40,
"Nu: 0.0004, Gamma: 0.9",4,1,40,8,22.641509433962266,10,40,
"Nu: 0.0004, Gamma: 0.99",4,1,40,8,22.641509433962266,10,40,
"Nu: 0.005, Gamma: 0.0001",5,0,43,5,18.867924528301888,10,40,
"Nu: 0.005, Gamma: 0.0002",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.005, Gamma: 0.0003",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.005, Gamma: 0.0004",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.005, Gamma: 0.005",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.005, Gamma: 0.05",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.005, Gamma: 0.0625",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.005, Gamma: 0.1",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.005, Gamma: 0.2",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.005, Gamma: 0.5",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.005, Gamma: 0.7",4,1,42,6,18.867924528301888,10,40,
"Nu: 0.005, Gamma: 0.9",4,1,40,8,22.641509433962266,10,40,
"Nu: 0.005, Gamma: 0.99",4,1,40,8,22.641509433962266,10,40,
"Nu: 0.05, Gamma: 0.0001",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.05, Gamma: 0.0002",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.05, Gamma: 0.0003",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.05, Gamma: 0.0004",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.05, Gamma: 0.005",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.05, Gamma: 0.05",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.05, Gamma: 0.0625",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.05, Gamma: 0.1",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.05, Gamma: 0.2",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.05, Gamma: 0.5",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.05, Gamma: 0.7",4,1,42,6,18.867924528301888,10,40,
"Nu: 0.05, Gamma: 0.9",4,1,40,8,22.641509433962266,10,40,
"Nu: 0.05, Gamma: 0.99",4,1,38,10,26.41509433962264,10,40,
"Nu: 0.0625, Gamma: 0.0001",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0625, Gamma: 0.0002",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0625, Gamma: 0.0003",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0625, Gamma: 0.0004",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0625, Gamma: 0.005",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0625, Gamma: 0.05",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0625, Gamma: 0.0625",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0625, Gamma: 0.1",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0625, Gamma: 0.2",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0625, Gamma: 0.5",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.0625, Gamma: 0.7",4,1,42,6,18.867924528301888,10,40,
"Nu: 0.0625, Gamma: 0.9",4,1,40,8,22.641509433962266,10,40,
"Nu: 0.0625, Gamma: 0.99",4,1,38,10,26.41509433962264,10,40,
"Nu: 0.1, Gamma: 0.0001",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.1, Gamma: 0.0002",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.1, Gamma: 0.0003",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.1, Gamma: 0.0004",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.1, Gamma: 0.005",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.1, Gamma: 0.05",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.1, Gamma: 0.0625",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.1, Gamma: 0.1",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.1, Gamma: 0.2",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.1, Gamma: 0.5",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.1, Gamma: 0.7",4,1,42,6,18.867924528301888,10,40,
"Nu: 0.1, Gamma: 0.9",4,1,39,9,24.528301886792452,10,40,
"Nu: 0.1, Gamma: 0.99",4,1,37,11,28.30188679245283,10,40,
"Nu: 0.2, Gamma: 0.0001",5,0,39,9,26.41509433962264,10,40,
"Nu: 0.2, Gamma: 0.0002",5,0,39,9,26.41509433962264,10,40,
"Nu: 0.2, Gamma: 0.0003",5,0,39,9,26.41509433962264,10,40,
"Nu: 0.2, Gamma: 0.0004",5,0,39,9,26.41509433962264,10,40,
"Nu: 0.2, Gamma: 0.005",5,0,39,9,26.41509433962264,10,40,
"Nu: 0.2, Gamma: 0.05",4,1,38,10,26.41509433962264,10,40,
"Nu: 0.2, Gamma: 0.0625",4,1,39,9,24.528301886792452,10,40,
"Nu: 0.2, Gamma: 0.1",4,1,41,7,20.754716981132077,10,40,
"Nu: 0.2, Gamma: 0.2",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.2, Gamma: 0.5",5,0,47,1,11.320754716981133,10,40,
"Nu: 0.2, Gamma: 0.7",4,1,42,6,18.867924528301888,10,40,
"Nu: 0.2, Gamma: 0.9",4,1,37,11,28.30188679245283,10,40,
"Nu: 0.2, Gamma: 0.99",4,1,36,12,30.18867924528302,10,40,
"Nu: 0.5, Gamma: 0.0001",3,2,21,27,56.60377358490566,10,40,
"Nu: 0.5, Gamma: 0.0002",3,2,21,27,56.60377358490566,10,40,
"Nu: 0.5, Gamma: 0.0003",3,2,21,27,56.60377358490566,10,40,
"Nu: 0.5, Gamma: 0.0004",3,2,21,27,56.60377358490566,10,40,
"Nu: 0.5, Gamma: 0.005",3,2,21,27,56.60377358490566,10,40,
"Nu: 0.5, Gamma: 0.05",3,2,21,27,56.60377358490566,10,40,
"Nu: 0.5, Gamma: 0.0625",2,3,21,27,54.71698113207547,10,40,
"Nu: 0.5, Gamma: 0.1",2,3,21,27,54.71698113207547,10,40,
"Nu: 0.5, Gamma: 0.2",2,3,21,27,54.71698113207547,10,40,
"Nu: 0.5, Gamma: 0.5",4,1,25,23,50.943396226415096,10,40,
"Nu: 0.5, Gamma: 0.7",4,1,29,19,43.39622641509434,10,40,
"Nu: 0.5, Gamma: 0.9",4,1,29,19,43.39622641509434,10,40,
"Nu: 0.5, Gamma: 0.99",4,1,29,19,43.39622641509434,10,40,
"Nu: 0.7, Gamma: 0.0001",2,3,20,28,56.60377358490566,10,40,
"Nu: 0.7, Gamma: 0.0002",2,3,20,28,56.60377358490566,10,40,
"Nu: 0.7, Gamma: 0.0003",2,3,20,28,56.60377358490566,10,40,
"Nu: 0.7, Gamma: 0.0004",2,3,20,28,56.60377358490566,10,40,
"Nu: 0.7, Gamma: 0.005",2,3,20,28,56.60377358490566,10,40,
"Nu: 0.7, Gamma: 0.05",2,3,19,29,58.490566037735846,10,40,
"Nu: 0.7, Gamma: 0.0625",2,3,19,29,58.490566037735846,10,40,
"Nu: 0.7, Gamma: 0.1",2,3,19,29,58.490566037735846,10,40,
"Nu: 0.7, Gamma: 0.2",2,3,19,29,58.490566037735846,10,40,
"Nu: 0.7, Gamma: 0.5",2,3,20,28,56.60377358490566,10,40,
"Nu: 0.7, Gamma: 0.7",2,3,20,28,56.60377358490566,10,40,
"Nu: 0.7, Gamma: 0.9",2,3,22,26,52.83018867924528,10,40,
"Nu: 0.7, Gamma: 0.99",2,3,22,26,52.83018867924528,10,40,
"Nu: 0.9, Gamma: 0.0001",1,4,12,36,69.81132075471697,10,40,
"Nu: 0.9, Gamma: 0.0002",1,4,12,36,69.81132075471697,10,40,
"Nu: 0.9, Gamma: 0.0003",1,4,12,36,69.81132075471697,10,40,
"Nu: 0.9, Gamma: 0.0004",1,4,12,36,69.81132075471697,10,40,
"Nu: 0.9, Gamma: 0.005",1,4,12,36,69.81132075471697,10,40,
"Nu: 0.9, Gamma: 0.05",1,4,13,35,67.9245283018868,10,40,
"Nu: 0.9, Gamma: 0.0625",1,4,13,35,67.9245283018868,10,40,
"Nu: 0.9, Gamma: 0.1",1,4,13,35,67.9245283018868,10,40,
"Nu: 0.9, Gamma: 0.2",2,3,15,33,66.0377358490566,10,40,
"Nu: 0.9, Gamma: 0.5",2,3,19,29,58.490566037735846,10,40,
"Nu: 0.9, Gamma: 0.7",2,3,19,29,58.490566037735846,10,40,
"Nu: 0.9, Gamma: 0.9",2,3,19,29,58.490566037735846,10,40,
"Nu: 0.9, Gamma: 0.99",2,3,20,28,56.60377358490566,10,40,
"Nu: 0.99, Gamma: 0.0001",1,4,4,44,84.90566037735849,10,40,
"Nu: 0.99, Gamma: 0.0002",1,4,5,43,83.01886792452831,10,40,
"Nu: 0.99, Gamma: 0.0003",1,4,5,43,83.01886792452831,10,40,
"Nu: 0.99, Gamma: 0.0004",1,4,5,43,83.01886792452831,10,40,
"Nu: 0.99, Gamma: 0.005",1,4,5,43,83.01886792452831,10,40,
"Nu: 0.99, Gamma: 0.05",1,4,4,44,84.90566037735849,10,40,
"Nu: 0.99, Gamma: 0.0625",1,4,4,44,84.90566037735849,10,40,
"Nu: 0.99, Gamma: 0.1",1,4,4,44,84.90566037735849,10,40,
"Nu: 0.99, Gamma: 0.2",1,4,4,44,84.90566037735849,10,40,
"Nu: 0.99, Gamma: 0.5",1,4,6,42,81.13207547169812,10,40,
"Nu: 0.99, Gamma: 0.7",1,4,7,41,79.24528301886792,10,40,
"Nu: 0.99, Gamma: 0.9",1,4,8,40,77.35849056603774,10,40,
"Nu: 0.99, Gamma: 0.99",1,4,10,38,73.58490566037736,10,40,
,,,,,,,,
Target Class: canneal_IndirectBP,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.0001, Gamma: 0.0001",0,5,0,50,90.9090909090909,10,40,
"Nu: 0.0001, Gamma: 0.0002",0,5,0,50,90.9090909090909,10,40,
"Nu: 0.0001, Gamma: 0.0003",0,5,0,50,90.9090909090909,10,40,
"Nu: 0.0001, Gamma: 0.0004",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.0001, Gamma: 0.005",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0001, Gamma: 0.05",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0001, Gamma: 0.0625",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0001, Gamma: 0.1",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0001, Gamma: 0.2",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0001, Gamma: 0.5",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0001, Gamma: 0.7",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0001, Gamma: 0.9",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0001, Gamma: 0.99",5,0,48,2,12.727272727272727,10,40,
"Nu: 0.0002, Gamma: 0.0001",0,5,0,50,90.9090909090909,10,40,
"Nu: 0.0002, Gamma: 0.0002",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.0002, Gamma: 0.0003",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.0002, Gamma: 0.0004",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.0002, Gamma: 0.005",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0002, Gamma: 0.05",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0002, Gamma: 0.0625",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0002, Gamma: 0.1",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0002, Gamma: 0.2",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0002, Gamma: 0.5",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0002, Gamma: 0.7",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0002, Gamma: 0.9",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0002, Gamma: 0.99",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0003, Gamma: 0.0001",0,5,0,50,90.9090909090909,10,40,
"Nu: 0.0003, Gamma: 0.0002",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.0003, Gamma: 0.0003",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.0003, Gamma: 0.0004",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.0003, Gamma: 0.005",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0003, Gamma: 0.05",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0003, Gamma: 0.0625",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0003, Gamma: 0.1",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0003, Gamma: 0.2",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0003, Gamma: 0.5",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0003, Gamma: 0.7",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0003, Gamma: 0.9",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0003, Gamma: 0.99",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0004, Gamma: 0.0001",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.0004, Gamma: 0.0002",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.0004, Gamma: 0.0003",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.0004, Gamma: 0.0004",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.0004, Gamma: 0.005",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0004, Gamma: 0.05",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0004, Gamma: 0.0625",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0004, Gamma: 0.1",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0004, Gamma: 0.2",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0004, Gamma: 0.5",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0004, Gamma: 0.7",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0004, Gamma: 0.9",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0004, Gamma: 0.99",5,0,49,1,10.909090909090908,10,40,
"Nu: 0.005, Gamma: 0.0001",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.005, Gamma: 0.0002",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.005, Gamma: 0.0003",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.005, Gamma: 0.0004",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.005, Gamma: 0.005",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.005, Gamma: 0.05",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.005, Gamma: 0.0625",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.005, Gamma: 0.1",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.005, Gamma: 0.2",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.005, Gamma: 0.5",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.005, Gamma: 0.7",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.005, Gamma: 0.9",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.005, Gamma: 0.99",5,0,49,1,10.909090909090908,10,40,
"Nu: 0.05, Gamma: 0.0001",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.05, Gamma: 0.0002",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.05, Gamma: 0.0003",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.05, Gamma: 0.0004",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.05, Gamma: 0.005",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.05, Gamma: 0.05",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.05, Gamma: 0.0625",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.05, Gamma: 0.1",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.05, Gamma: 0.2",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.05, Gamma: 0.5",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.05, Gamma: 0.7",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.05, Gamma: 0.9",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.05, Gamma: 0.99",5,0,49,1,10.909090909090908,10,40,
"Nu: 0.0625, Gamma: 0.0001",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.0625, Gamma: 0.0002",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.0625, Gamma: 0.0003",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.0625, Gamma: 0.0004",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.0625, Gamma: 0.005",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.0625, Gamma: 0.05",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.0625, Gamma: 0.0625",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.0625, Gamma: 0.1",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.0625, Gamma: 0.2",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.0625, Gamma: 0.5",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0625, Gamma: 0.7",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0625, Gamma: 0.9",5,0,50,0,9.090909090909092,10,40,
"Nu: 0.0625, Gamma: 0.99",5,0,49,1,10.909090909090908,10,40,
"Nu: 0.1, Gamma: 0.0001",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.1, Gamma: 0.0002",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.1, Gamma: 0.0003",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.1, Gamma: 0.0004",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.1, Gamma: 0.005",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.1, Gamma: 0.05",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.1, Gamma: 0.0625",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.1, Gamma: 0.1",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.1, Gamma: 0.2",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.1, Gamma: 0.5",5,0,45,5,18.181818181818183,10,40,
"Nu: 0.1, Gamma: 0.7",5,0,45,5,18.181818181818183,10,40,
"Nu: 0.1, Gamma: 0.9",5,0,48,2,12.727272727272727,10,40,
"Nu: 0.1, Gamma: 0.99",5,0,49,1,10.909090909090908,10,40,
"Nu: 0.2, Gamma: 0.0001",5,0,43,7,21.818181818181817,10,40,
"Nu: 0.2, Gamma: 0.0002",5,0,43,7,21.818181818181817,10,40,
"Nu: 0.2, Gamma: 0.0003",5,0,43,7,21.818181818181817,10,40,
"Nu: 0.2, Gamma: 0.0004",5,0,43,7,21.818181818181817,10,40,
"Nu: 0.2, Gamma: 0.005",5,0,43,7,21.818181818181817,10,40,
"Nu: 0.2, Gamma: 0.05",5,0,44,6,20.0,10,40,
"Nu: 0.2, Gamma: 0.0625",5,0,44,6,20.0,10,40,
"Nu: 0.2, Gamma: 0.1",5,0,44,6,20.0,10,40,
"Nu: 0.2, Gamma: 0.2",5,0,46,4,16.363636363636363,10,40,
"Nu: 0.2, Gamma: 0.5",5,0,44,6,20.0,10,40,
"Nu: 0.2, Gamma: 0.7",5,0,43,7,21.818181818181817,10,40,
"Nu: 0.2, Gamma: 0.9",5,0,44,6,20.0,10,40,
"Nu: 0.2, Gamma: 0.99",5,0,43,7,21.818181818181817,10,40,
"Nu: 0.5, Gamma: 0.0001",5,0,27,23,50.90909090909091,10,40,
"Nu: 0.5, Gamma: 0.0002",5,0,27,23,50.90909090909091,10,40,
"Nu: 0.5, Gamma: 0.0003",5,0,27,23,50.90909090909091,10,40,
"Nu: 0.5, Gamma: 0.0004",5,0,27,23,50.90909090909091,10,40,
"Nu: 0.5, Gamma: 0.005",5,0,27,23,50.90909090909091,10,40,
"Nu: 0.5, Gamma: 0.05",5,0,28,22,49.09090909090909,10,40,
"Nu: 0.5, Gamma: 0.0625",5,0,28,22,49.09090909090909,10,40,
"Nu: 0.5, Gamma: 0.1",5,0,28,22,49.09090909090909,10,40,
"Nu: 0.5, Gamma: 0.2",5,0,30,20,45.45454545454545,10,40,
"Nu: 0.5, Gamma: 0.5",5,0,32,18,41.81818181818181,10,40,
"Nu: 0.5, Gamma: 0.7",5,0,32,18,41.81818181818181,10,40,
"Nu: 0.5, Gamma: 0.9",5,0,37,13,32.72727272727273,10,40,
"Nu: 0.5, Gamma: 0.99",5,0,38,12,30.909090909090907,10,40,
"Nu: 0.7, Gamma: 0.0001",4,1,24,26,54.54545454545454,10,40,
"Nu: 0.7, Gamma: 0.0002",3,2,24,26,52.72727272727272,10,40,
"Nu: 0.7, Gamma: 0.0003",3,2,24,26,52.72727272727272,10,40,
"Nu: 0.7, Gamma: 0.0004",3,2,24,26,52.72727272727272,10,40,
"Nu: 0.7, Gamma: 0.005",3,2,24,26,52.72727272727272,10,40,
"Nu: 0.7, Gamma: 0.05",4,1,24,26,54.54545454545454,10,40,
"Nu: 0.7, Gamma: 0.0625",4,1,24,26,54.54545454545454,10,40,
"Nu: 0.7, Gamma: 0.1",4,1,24,26,54.54545454545454,10,40,
"Nu: 0.7, Gamma: 0.2",4,1,24,26,54.54545454545454,10,40,
"Nu: 0.7, Gamma: 0.5",5,0,26,24,52.72727272727272,10,40,
"Nu: 0.7, Gamma: 0.7",5,0,28,22,49.09090909090909,10,40,
"Nu: 0.7, Gamma: 0.9",5,0,29,21,47.27272727272727,10,40,
"Nu: 0.7, Gamma: 0.99",5,0,29,21,47.27272727272727,10,40,
"Nu: 0.9, Gamma: 0.0001",2,3,7,43,81.81818181818183,10,40,
"Nu: 0.9, Gamma: 0.0002",2,3,7,43,81.81818181818183,10,40,
"Nu: 0.9, Gamma: 0.0003",2,3,7,43,81.81818181818183,10,40,
"Nu: 0.9, Gamma: 0.0004",2,3,7,43,81.81818181818183,10,40,
"Nu: 0.9, Gamma: 0.005",2,3,7,43,81.81818181818183,10,40,
"Nu: 0.9, Gamma: 0.05",2,3,8,42,80.0,10,40,
"Nu: 0.9, Gamma: 0.0625",2,3,8,42,80.0,10,40,
"Nu: 0.9, Gamma: 0.1",2,3,9,41,78.18181818181819,10,40,
"Nu: 0.9, Gamma: 0.2",2,3,8,42,80.0,10,40,
"Nu: 0.9, Gamma: 0.5",2,3,12,38,72.72727272727273,10,40,
