Features: 16,,,,,,,,,,
Target Class: canneal,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,91.07142857,174
"Nu: 0.9, Gamma: 0.99",0,5,6,45,80.35714286,0,40,,,
"Nu: 0.99, Gamma: 0.0001",0,5,19,32,57.14285714,0,40,,,
"Nu: 0.99, Gamma: 0.0002",0,5,2,49,87.5,0,40,,,
"Nu: 0.99, Gamma: 0.0003",0,5,2,49,87.5,0,40,,,
"Nu: 0.99, Gamma: 0.0004",0,5,2,49,87.5,0,40,,,
"Nu: 0.99, Gamma: 0.005",0,5,1,50,89.28571429,0,40,,,
"Nu: 0.99, Gamma: 0.05",0,5,1,50,89.28571429,0,40,,,
"Nu: 0.99, Gamma: 0.0625",0,5,1,50,89.28571429,0,40,,,
"Nu: 0.99, Gamma: 0.1",0,5,1,50,89.28571429,0,40,,,
"Nu: 0.99, Gamma: 0.2",0,5,2,49,87.5,0,40,,,
"Nu: 0.99, Gamma: 0.5",0,5,0,51,91.07142857,0,40,,,
"Nu: 0.99, Gamma: 0.7",0,5,0,51,91.07142857,0,40,,,
"Nu: 0.99, Gamma: 0.9",0,5,0,51,91.07142857,0,40,,,
"Nu: 0.99, Gamma: 0.99",0,5,0,51,91.07142857,0,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: canneal,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,6,0,49,89.09090909,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,6,0,49,89.09090909,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,6,0,49,89.09090909,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,6,0,49,89.09090909,10,40,,,
"Nu: 0.0001, Gamma: 0.005",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.0001, Gamma: 0.05",5,1,47,2,12.72727273,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",5,1,47,2,12.72727273,10,40,,,
"Nu: 0.0001, Gamma: 0.1",5,1,47,2,12.72727273,10,40,,,
"Nu: 0.0001, Gamma: 0.2",5,1,46,3,14.54545455,10,40,,,
"Nu: 0.0001, Gamma: 0.5",5,1,46,3,14.54545455,10,40,,,
"Nu: 0.0001, Gamma: 0.7",5,1,44,5,18.18181818,10,40,,,
"Nu: 0.0001, Gamma: 0.9",4,2,38,11,27.27272727,10,40,,,
"Nu: 0.0001, Gamma: 0.99",4,2,37,12,29.09090909,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,6,0,49,89.09090909,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,6,0,49,89.09090909,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.0002, Gamma: 0.005",5,1,47,2,12.72727273,10,40,,,
"Nu: 0.0002, Gamma: 0.05",5,1,47,2,12.72727273,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",5,1,47,2,12.72727273,10,40,,,
"Nu: 0.0002, Gamma: 0.1",5,1,47,2,12.72727273,10,40,,,
"Nu: 0.0002, Gamma: 0.2",5,1,46,3,14.54545455,10,40,,,
"Nu: 0.0002, Gamma: 0.5",5,1,46,3,14.54545455,10,40,,,
"Nu: 0.0002, Gamma: 0.7",5,1,43,6,20,10,40,,,
"Nu: 0.0002, Gamma: 0.9",4,2,38,11,27.27272727,10,40,,,
"Nu: 0.0002, Gamma: 0.99",4,2,38,11,27.27272727,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",0,6,0,49,89.09090909,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.0003, Gamma: 0.005",5,1,47,2,12.72727273,10,40,,,
"Nu: 0.0003, Gamma: 0.05",5,1,47,2,12.72727273,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",5,1,47,2,12.72727273,10,40,,,
"Nu: 0.0003, Gamma: 0.1",5,1,47,2,12.72727273,10,40,,,
"Nu: 0.0003, Gamma: 0.2",5,1,46,3,14.54545455,10,40,,,
"Nu: 0.0003, Gamma: 0.5",5,1,46,3,14.54545455,10,40,,,
"Nu: 0.0003, Gamma: 0.7",5,1,43,6,20,10,40,,,
"Nu: 0.0003, Gamma: 0.9",4,2,38,11,27.27272727,10,40,,,
"Nu: 0.0003, Gamma: 0.99",4,2,37,12,29.09090909,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",0,6,0,49,89.09090909,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.0004, Gamma: 0.005",5,1,47,2,12.72727273,10,40,,,
"Nu: 0.0004, Gamma: 0.05",5,1,47,2,12.72727273,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",5,1,47,2,12.72727273,10,40,,,
"Nu: 0.0004, Gamma: 0.1",5,1,47,2,12.72727273,10,40,,,
"Nu: 0.0004, Gamma: 0.2",5,1,46,3,14.54545455,10,40,,,
"Nu: 0.0004, Gamma: 0.5",5,1,46,3,14.54545455,10,40,,,
"Nu: 0.0004, Gamma: 0.7",5,1,42,7,21.81818182,10,40,,,
"Nu: 0.0004, Gamma: 0.9",4,2,38,11,27.27272727,10,40,,,
"Nu: 0.0004, Gamma: 0.99",4,2,37,12,29.09090909,10,40,,,
"Nu: 0.005, Gamma: 0.0001",5,1,47,2,12.72727273,10,40,,,
"Nu: 0.005, Gamma: 0.0002",5,1,47,2,12.72727273,10,40,,,
"Nu: 0.005, Gamma: 0.0003",5,1,47,2,12.72727273,10,40,,,
"Nu: 0.005, Gamma: 0.0004",5,1,47,2,12.72727273,10,40,,,
"Nu: 0.005, Gamma: 0.005",5,1,47,2,12.72727273,10,40,,,
"Nu: 0.005, Gamma: 0.05",5,1,47,2,12.72727273,10,40,,,
"Nu: 0.005, Gamma: 0.0625",5,1,47,2,12.72727273,10,40,,,
"Nu: 0.005, Gamma: 0.1",5,1,47,2,12.72727273,10,40,,,
"Nu: 0.005, Gamma: 0.2",5,1,46,3,14.54545455,10,40,,,
"Nu: 0.005, Gamma: 0.5",5,1,46,3,14.54545455,10,40,,,
"Nu: 0.005, Gamma: 0.7",5,1,43,6,20,10,40,,,
"Nu: 0.005, Gamma: 0.9",4,2,38,11,27.27272727,10,40,,,
"Nu: 0.005, Gamma: 0.99",4,2,37,12,29.09090909,10,40,,,
"Nu: 0.05, Gamma: 0.0001",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.05, Gamma: 0.0002",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.05, Gamma: 0.0003",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.05, Gamma: 0.0004",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.05, Gamma: 0.005",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.05, Gamma: 0.05",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.05, Gamma: 0.0625",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.05, Gamma: 0.1",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.05, Gamma: 0.2",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.05, Gamma: 0.5",5,1,46,3,14.54545455,10,40,,,
"Nu: 0.05, Gamma: 0.7",5,1,43,6,20,10,40,,,
"Nu: 0.05, Gamma: 0.9",4,2,37,12,29.09090909,10,40,,,
"Nu: 0.05, Gamma: 0.99",4,2,34,15,34.54545455,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.0625, Gamma: 0.005",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.0625, Gamma: 0.05",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.0625, Gamma: 0.1",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.0625, Gamma: 0.2",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.0625, Gamma: 0.5",5,1,45,4,16.36363636,10,40,,,
"Nu: 0.0625, Gamma: 0.7",5,1,43,6,20,10,40,,,
"Nu: 0.0625, Gamma: 0.9",4,2,37,12,29.09090909,10,40,,,
"Nu: 0.0625, Gamma: 0.99",4,2,34,15,34.54545455,10,40,,,
"Nu: 0.1, Gamma: 0.0001",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.1, Gamma: 0.0002",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.1, Gamma: 0.0003",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.1, Gamma: 0.0004",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.1, Gamma: 0.005",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.1, Gamma: 0.05",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.1, Gamma: 0.0625",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.1, Gamma: 0.1",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.1, Gamma: 0.2",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.1, Gamma: 0.5",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.1, Gamma: 0.7",4,2,42,7,20,10,40,,,
"Nu: 0.1, Gamma: 0.9",3,3,36,13,29.09090909,10,40,,,
"Nu: 0.1, Gamma: 0.99",4,2,32,17,38.18181818,10,40,,,
"Nu: 0.2, Gamma: 0.0001",3,3,25,24,49.09090909,10,40,,,
"Nu: 0.2, Gamma: 0.0002",3,3,25,24,49.09090909,10,40,,,
"Nu: 0.2, Gamma: 0.0003",3,3,25,24,49.09090909,10,40,,,
"Nu: 0.2, Gamma: 0.0004",3,3,25,24,49.09090909,10,40,,,
"Nu: 0.2, Gamma: 0.005",3,3,24,25,50.90909091,10,40,,,
"Nu: 0.2, Gamma: 0.05",3,3,24,25,50.90909091,10,40,,,
"Nu: 0.2, Gamma: 0.0625",3,3,25,24,49.09090909,10,40,,,
"Nu: 0.2, Gamma: 0.1",3,3,28,21,43.63636364,10,40,,,
"Nu: 0.2, Gamma: 0.2",3,3,28,21,43.63636364,10,40,,,
"Nu: 0.2, Gamma: 0.5",4,2,44,5,16.36363636,10,40,,,
"Nu: 0.2, Gamma: 0.7",4,2,42,7,20,10,40,,,
"Nu: 0.2, Gamma: 0.9",3,3,38,11,25.45454545,10,40,,,
"Nu: 0.2, Gamma: 0.99",3,3,34,15,32.72727273,10,40,,,
"Nu: 0.5, Gamma: 0.0001",1,5,20,29,54.54545455,10,40,,,
"Nu: 0.5, Gamma: 0.0002",1,5,20,29,54.54545455,10,40,,,
"Nu: 0.5, Gamma: 0.0003",1,5,20,29,54.54545455,10,40,,,
"Nu: 0.5, Gamma: 0.0004",1,5,20,29,54.54545455,10,40,,,
"Nu: 0.5, Gamma: 0.005",1,5,20,29,54.54545455,10,40,,,
"Nu: 0.5, Gamma: 0.05",2,4,20,29,56.36363636,10,40,,,
"Nu: 0.5, Gamma: 0.0625",2,4,20,29,56.36363636,10,40,,,
"Nu: 0.5, Gamma: 0.1",2,4,20,29,56.36363636,10,40,,,
"Nu: 0.5, Gamma: 0.2",2,4,20,29,56.36363636,10,40,,,
"Nu: 0.5, Gamma: 0.5",3,3,22,27,54.54545455,10,40,,,
"Nu: 0.5, Gamma: 0.7",3,3,26,23,47.27272727,10,40,,,
"Nu: 0.5, Gamma: 0.9",3,3,27,22,45.45454545,10,40,,,
"Nu: 0.5, Gamma: 0.99",3,3,27,22,45.45454545,10,40,,,
"Nu: 0.7, Gamma: 0.0001",1,5,19,30,56.36363636,10,40,,,
"Nu: 0.7, Gamma: 0.0002",1,5,19,30,56.36363636,10,40,,,
"Nu: 0.7, Gamma: 0.0003",1,5,19,30,56.36363636,10,40,,,
"Nu: 0.7, Gamma: 0.0004",1,5,19,30,56.36363636,10,40,,,
"Nu: 0.7, Gamma: 0.005",1,5,19,30,56.36363636,10,40,,,
"Nu: 0.7, Gamma: 0.05",1,5,19,30,56.36363636,10,40,,,
"Nu: 0.7, Gamma: 0.0625",1,5,19,30,56.36363636,10,40,,,
"Nu: 0.7, Gamma: 0.1",1,5,19,30,56.36363636,10,40,,,
"Nu: 0.7, Gamma: 0.2",1,5,19,30,56.36363636,10,40,,,
"Nu: 0.7, Gamma: 0.5",1,5,19,30,56.36363636,10,40,,,
"Nu: 0.7, Gamma: 0.7",2,4,20,29,56.36363636,10,40,,,
"Nu: 0.7, Gamma: 0.9",2,4,20,29,56.36363636,10,40,,,
"Nu: 0.7, Gamma: 0.99",2,4,20,29,56.36363636,10,40,,,
"Nu: 0.9, Gamma: 0.0001",1,5,8,41,76.36363636,10,40,,,
"Nu: 0.9, Gamma: 0.0002",1,5,8,41,76.36363636,10,40,,,
"Nu: 0.9, Gamma: 0.0003",1,5,8,41,76.36363636,10,40,,,
"Nu: 0.9, Gamma: 0.0004",1,5,8,41,76.36363636,10,40,,,
"Nu: 0.9, Gamma: 0.005",1,5,8,41,76.36363636,10,40,,,
"Nu: 0.9, Gamma: 0.05",1,5,10,39,72.72727273,10,40,,,
"Nu: 0.9, Gamma: 0.0625",1,5,10,39,72.72727273,10,40,,,
"Nu: 0.9, Gamma: 0.1",1,5,10,39,72.72727273,10,40,,,
"Nu: 0.9, Gamma: 0.2",1,5,14,35,65.45454545,10,40,,,
"Nu: 0.9, Gamma: 0.5",1,5,17,32,60,10,40,,,
"Nu: 0.9, Gamma: 0.7",1,5,19,30,56.36363636,10,40,,,
"Nu: 0.9, Gamma: 0.9",1,5,19,30,56.36363636,10,40,,,
"Nu: 0.9, Gamma: 0.99",1,5,19,30,56.36363636,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,6,6,43,78.18181818,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,6,5,44,80,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,6,5,44,80,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,6,5,44,80,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,6,5,44,80,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,6,5,44,80,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,6,5,44,80,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,6,5,44,80,10,40,,,
"Nu: 0.99, Gamma: 0.2",0,6,5,44,80,10,40,,,
"Nu: 0.99, Gamma: 0.5",0,6,7,42,76.36363636,10,40,,,
"Nu: 0.99, Gamma: 0.7",1,5,8,41,76.36363636,10,40,,,
"Nu: 0.99, Gamma: 0.9",1,5,7,42,78.18181818,10,40,,,
"Nu: 0.99, Gamma: 0.99",1,5,10,39,72.72727273,10,40,,,
,,,,,,,,,,
Target Class: canneal_IndirectBP,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,5,0,51,91.07142857,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,5,0,51,91.07142857,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,5,0,51,91.07142857,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,5,0,51,91.07142857,10,40,,,
"Nu: 0.0001, Gamma: 0.005",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0001, Gamma: 0.05",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0001, Gamma: 0.1",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0001, Gamma: 0.2",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0001, Gamma: 0.5",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0001, Gamma: 0.7",5,0,48,3,14.28571429,10,40,,,
"Nu: 0.0001, Gamma: 0.9",5,0,48,3,14.28571429,10,40,,,
"Nu: 0.0001, Gamma: 0.99",5,0,49,2,12.5,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,5,0,51,91.07142857,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,5,0,51,91.07142857,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",5,0,48,3,14.28571429,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",5,0,48,3,14.28571429,10,40,,,
"Nu: 0.0002, Gamma: 0.005",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0002, Gamma: 0.05",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0002, Gamma: 0.1",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0002, Gamma: 0.2",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0002, Gamma: 0.5",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0002, Gamma: 0.7",5,0,48,3,14.28571429,10,40,,,
"Nu: 0.0002, Gamma: 0.9",5,0,49,2,12.5,10,40,,,
"Nu: 0.0002, Gamma: 0.99",5,0,49,2,12.5,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",0,5,0,51,91.07142857,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",5,0,48,3,14.28571429,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",5,0,48,3,14.28571429,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",5,0,48,3,14.28571429,10,40,,,
"Nu: 0.0003, Gamma: 0.005",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0003, Gamma: 0.05",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0003, Gamma: 0.1",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0003, Gamma: 0.2",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0003, Gamma: 0.5",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0003, Gamma: 0.7",5,0,48,3,14.28571429,10,40,,,
"Nu: 0.0003, Gamma: 0.9",5,0,49,2,12.5,10,40,,,
"Nu: 0.0003, Gamma: 0.99",5,0,49,2,12.5,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",0,5,0,51,91.07142857,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",5,0,48,3,14.28571429,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",5,0,48,3,14.28571429,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",5,0,48,3,14.28571429,10,40,,,
"Nu: 0.0004, Gamma: 0.005",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0004, Gamma: 0.05",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0004, Gamma: 0.1",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0004, Gamma: 0.2",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0004, Gamma: 0.5",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0004, Gamma: 0.7",5,0,48,3,14.28571429,10,40,,,
"Nu: 0.0004, Gamma: 0.9",5,0,49,2,12.5,10,40,,,
"Nu: 0.0004, Gamma: 0.99",5,0,49,2,12.5,10,40,,,
"Nu: 0.005, Gamma: 0.0001",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.0002",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.005, Gamma: 0.0003",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.0004",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.005",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.005, Gamma: 0.05",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.005, Gamma: 0.0625",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.1",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.005, Gamma: 0.2",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.5",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.005, Gamma: 0.7",5,0,48,3,14.28571429,10,40,,,
"Nu: 0.005, Gamma: 0.9",5,0,48,3,14.28571429,10,40,,,
"Nu: 0.005, Gamma: 0.99",5,0,49,2,12.5,10,40,,,
"Nu: 0.05, Gamma: 0.0001",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.05, Gamma: 0.0002",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.05, Gamma: 0.0003",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.05, Gamma: 0.0004",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.05, Gamma: 0.005",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.05, Gamma: 0.05",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.05, Gamma: 0.0625",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.05, Gamma: 0.1",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.05, Gamma: 0.2",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.05, Gamma: 0.5",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.05, Gamma: 0.7",5,0,48,3,14.28571429,10,40,,,
"Nu: 0.05, Gamma: 0.9",5,0,49,2,12.5,10,40,,,
"Nu: 0.05, Gamma: 0.99",5,0,49,2,12.5,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0625, Gamma: 0.005",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0625, Gamma: 0.05",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0625, Gamma: 0.1",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0625, Gamma: 0.2",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.0625, Gamma: 0.5",5,0,51,0,8.928571429,10,40,,,
"Nu: 0.0625, Gamma: 0.7",5,0,48,3,14.28571429,10,40,,,
"Nu: 0.0625, Gamma: 0.9",5,0,48,3,14.28571429,10,40,,,
"Nu: 0.0625, Gamma: 0.99",5,0,49,2,12.5,10,40,,,
"Nu: 0.1, Gamma: 0.0001",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.0002",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.0003",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.0004",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.005",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.05",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.0625",5,0,49,2,12.5,10,40,,,
"Nu: 0.1, Gamma: 0.1",5,0,49,2,12.5,10,40,,,
"Nu: 0.1, Gamma: 0.2",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.5",5,0,50,1,10.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.7",5,0,48,3,14.28571429,10,40,,,
"Nu: 0.1, Gamma: 0.9",5,0,48,3,14.28571429,10,40,,,
"Nu: 0.1, Gamma: 0.99",5,0,49,2,12.5,10,40,,,
"Nu: 0.2, Gamma: 0.0001",5,0,43,8,23.21428571,10,40,,,
"Nu: 0.2, Gamma: 0.0002",5,0,44,7,21.42857143,10,40,,,
"Nu: 0.2, Gamma: 0.0003",5,0,44,7,21.42857143,10,40,,,
"Nu: 0.2, Gamma: 0.0004",5,0,44,7,21.42857143,10,40,,,
"Nu: 0.2, Gamma: 0.005",5,0,44,7,21.42857143,10,40,,,
"Nu: 0.2, Gamma: 0.05",5,0,47,4,16.07142857,10,40,,,
"Nu: 0.2, Gamma: 0.0625",5,0,47,4,16.07142857,10,40,,,
"Nu: 0.2, Gamma: 0.1",5,0,47,4,16.07142857,10,40,,,
"Nu: 0.2, Gamma: 0.2",5,0,47,4,16.07142857,10,40,,,
"Nu: 0.2, Gamma: 0.5",5,0,46,5,17.85714286,10,40,,,
"Nu: 0.2, Gamma: 0.7",5,0,46,5,17.85714286,10,40,,,
"Nu: 0.2, Gamma: 0.9",5,0,46,5,17.85714286,10,40,,,
"Nu: 0.2, Gamma: 0.99",5,0,47,4,16.07142857,10,40,,,
"Nu: 0.5, Gamma: 0.0001",2,3,24,27,51.78571429,10,40,,,
"Nu: 0.5, Gamma: 0.0002",2,3,24,27,51.78571429,10,40,,,
"Nu: 0.5, Gamma: 0.0003",2,3,24,27,51.78571429,10,40,,,
"Nu: 0.5, Gamma: 0.0004",2,3,24,27,51.78571429,10,40,,,
"Nu: 0.5, Gamma: 0.005",2,3,24,27,51.78571429,10,40,,,
"Nu: 0.5, Gamma: 0.05",2,3,24,27,51.78571429,10,40,,,
"Nu: 0.5, Gamma: 0.0625",2,3,24,27,51.78571429,10,40,,,
"Nu: 0.5, Gamma: 0.1",3,2,24,27,53.57142857,10,40,,,
"Nu: 0.5, Gamma: 0.2",4,1,27,24,50,10,40,,,
"Nu: 0.5, Gamma: 0.5",4,1,31,20,42.85714286,10,40,,,
"Nu: 0.5, Gamma: 0.7",4,1,32,19,41.07142857,10,40,,,
"Nu: 0.5, Gamma: 0.9",5,0,32,19,42.85714286,10,40,,,
"Nu: 0.5, Gamma: 0.99",5,0,36,15,35.71428571,10,40,,,
"Nu: 0.7, Gamma: 0.0001",2,3,20,31,58.92857143,10,40,,,
"Nu: 0.7, Gamma: 0.0002",2,3,20,31,58.92857143,10,40,,,
"Nu: 0.7, Gamma: 0.0003",2,3,20,31,58.92857143,10,40,,,
"Nu: 0.7, Gamma: 0.0004",2,3,20,31,58.92857143,10,40,,,
"Nu: 0.7, Gamma: 0.005",2,3,20,31,58.92857143,10,40,,,
"Nu: 0.7, Gamma: 0.05",2,3,20,31,58.92857143,10,40,,,
"Nu: 0.7, Gamma: 0.0625",2,3,20,31,58.92857143,10,40,,,
"Nu: 0.7, Gamma: 0.1",2,3,20,31,58.92857143,10,40,,,
"Nu: 0.7, Gamma: 0.2",2,3,22,29,55.35714286,10,40,,,
"Nu: 0.7, Gamma: 0.5",2,3,24,27,51.78571429,10,40,,,
"Nu: 0.7, Gamma: 0.7",4,1,26,25,51.78571429,10,40,,,
"Nu: 0.7, Gamma: 0.9",4,1,28,23,48.21428571,10,40,,,
"Nu: 0.7, Gamma: 0.99",4,1,28,23,48.21428571,10,40,,,
"Nu: 0.9, Gamma: 0.0001",0,5,17,34,60.71428571,10,40,,,
"Nu: 0.9, Gamma: 0.0002",0,5,17,34,60.71428571,10,40,,,
"Nu: 0.9, Gamma: 0.0003",1,4,17,34,62.5,10,40,,,
"Nu: 0.9, Gamma: 0.0004",1,4,17,34,62.5,10,40,,,
"Nu: 0.9, Gamma: 0.005",1,4,17,34,62.5,10,40,,,
"Nu: 0.9, Gamma: 0.05",1,4,18,33,60.71428571,10,40,,,
