Features: 16,,,,,,,,,,
Target Class: fluidanimate,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,92.10526316,160
"Nu: 0.9, Gamma: 0.99",0,4,0,31,88.57142857,0,40,,,
"Nu: 0.99, Gamma: 0.0001",0,4,2,29,82.85714286,0,40,,,
"Nu: 0.99, Gamma: 0.0002",0,4,2,29,82.85714286,0,40,,,
"Nu: 0.99, Gamma: 0.0003",0,4,2,29,82.85714286,0,40,,,
"Nu: 0.99, Gamma: 0.0004",0,4,2,29,82.85714286,0,40,,,
"Nu: 0.99, Gamma: 0.005",0,4,1,30,85.71428571,0,40,,,
"Nu: 0.99, Gamma: 0.05",0,4,2,29,82.85714286,0,40,,,
"Nu: 0.99, Gamma: 0.0625",0,4,2,29,82.85714286,0,40,,,
"Nu: 0.99, Gamma: 0.1",0,4,2,29,82.85714286,0,40,,,
"Nu: 0.99, Gamma: 0.2",0,4,1,30,85.71428571,0,40,,,
"Nu: 0.99, Gamma: 0.5",0,4,0,31,88.57142857,0,40,,,
"Nu: 0.99, Gamma: 0.7",0,4,0,31,88.57142857,0,40,,,
"Nu: 0.99, Gamma: 0.9",0,4,0,31,88.57142857,0,40,,,
"Nu: 0.99, Gamma: 0.99",0,4,0,31,88.57142857,0,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: fluidanimate,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,4,0,34,89.47368421,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,4,0,34,89.47368421,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,4,0,34,89.47368421,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,4,0,34,89.47368421,10,40,,,
"Nu: 0.0001, Gamma: 0.005",2,2,22,12,36.84210526,10,40,,,
"Nu: 0.0001, Gamma: 0.05",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.0001, Gamma: 0.1",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.0001, Gamma: 0.2",2,2,30,4,15.78947368,10,40,,,
"Nu: 0.0001, Gamma: 0.5",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.0001, Gamma: 0.7",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.0001, Gamma: 0.9",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.0001, Gamma: 0.99",2,2,28,6,21.05263158,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,4,0,34,89.47368421,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,4,0,34,89.47368421,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",0,4,0,34,89.47368421,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",2,2,22,12,36.84210526,10,40,,,
"Nu: 0.0002, Gamma: 0.005",4,0,29,5,23.68421053,10,40,,,
"Nu: 0.0002, Gamma: 0.05",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.0002, Gamma: 0.1",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.0002, Gamma: 0.2",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.0002, Gamma: 0.5",2,2,30,4,15.78947368,10,40,,,
"Nu: 0.0002, Gamma: 0.7",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.0002, Gamma: 0.9",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.0002, Gamma: 0.99",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",0,4,0,34,89.47368421,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",0,4,0,34,89.47368421,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",2,2,22,12,36.84210526,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",2,2,22,12,36.84210526,10,40,,,
"Nu: 0.0003, Gamma: 0.005",4,0,29,5,23.68421053,10,40,,,
"Nu: 0.0003, Gamma: 0.05",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",3,1,30,4,18.42105263,10,40,,,
"Nu: 0.0003, Gamma: 0.1",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.0003, Gamma: 0.2",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.0003, Gamma: 0.5",2,2,30,4,15.78947368,10,40,,,
"Nu: 0.0003, Gamma: 0.7",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.0003, Gamma: 0.9",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.0003, Gamma: 0.99",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",0,4,0,34,89.47368421,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",2,2,22,12,36.84210526,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",2,2,22,12,36.84210526,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",2,2,22,12,36.84210526,10,40,,,
"Nu: 0.0004, Gamma: 0.005",4,0,29,5,23.68421053,10,40,,,
"Nu: 0.0004, Gamma: 0.05",3,1,30,4,18.42105263,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.0004, Gamma: 0.1",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.0004, Gamma: 0.2",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.0004, Gamma: 0.5",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.0004, Gamma: 0.7",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.0004, Gamma: 0.9",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.0004, Gamma: 0.99",2,2,28,6,21.05263158,10,40,,,
"Nu: 0.005, Gamma: 0.0001",4,0,29,5,23.68421053,10,40,,,
"Nu: 0.005, Gamma: 0.0002",4,0,29,5,23.68421053,10,40,,,
"Nu: 0.005, Gamma: 0.0003",4,0,29,5,23.68421053,10,40,,,
"Nu: 0.005, Gamma: 0.0004",4,0,29,5,23.68421053,10,40,,,
"Nu: 0.005, Gamma: 0.005",4,0,29,5,23.68421053,10,40,,,
"Nu: 0.005, Gamma: 0.05",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.005, Gamma: 0.0625",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.005, Gamma: 0.1",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.005, Gamma: 0.2",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.005, Gamma: 0.5",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.005, Gamma: 0.7",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.005, Gamma: 0.9",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.005, Gamma: 0.99",2,2,28,6,21.05263158,10,40,,,
"Nu: 0.05, Gamma: 0.0001",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.05, Gamma: 0.0002",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.05, Gamma: 0.0003",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.05, Gamma: 0.0004",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.05, Gamma: 0.005",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.05, Gamma: 0.05",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.05, Gamma: 0.0625",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.05, Gamma: 0.1",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.05, Gamma: 0.2",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.05, Gamma: 0.5",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.05, Gamma: 0.7",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.05, Gamma: 0.9",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.05, Gamma: 0.99",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.0625, Gamma: 0.005",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.0625, Gamma: 0.05",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.0625, Gamma: 0.1",3,1,29,5,21.05263158,10,40,,,
"Nu: 0.0625, Gamma: 0.2",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.0625, Gamma: 0.5",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.0625, Gamma: 0.7",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.0625, Gamma: 0.9",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.0625, Gamma: 0.99",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.1, Gamma: 0.0001",3,1,28,6,23.68421053,10,40,,,
"Nu: 0.1, Gamma: 0.0002",3,1,28,6,23.68421053,10,40,,,
"Nu: 0.1, Gamma: 0.0003",3,1,28,6,23.68421053,10,40,,,
"Nu: 0.1, Gamma: 0.0004",3,1,28,6,23.68421053,10,40,,,
"Nu: 0.1, Gamma: 0.005",3,1,28,6,23.68421053,10,40,,,
"Nu: 0.1, Gamma: 0.05",3,1,28,6,23.68421053,10,40,,,
"Nu: 0.1, Gamma: 0.0625",3,1,28,6,23.68421053,10,40,,,
"Nu: 0.1, Gamma: 0.1",3,1,28,6,23.68421053,10,40,,,
"Nu: 0.1, Gamma: 0.2",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.1, Gamma: 0.5",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.1, Gamma: 0.7",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.1, Gamma: 0.9",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.1, Gamma: 0.99",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.2, Gamma: 0.0001",3,1,28,6,23.68421053,10,40,,,
"Nu: 0.2, Gamma: 0.0002",3,1,28,6,23.68421053,10,40,,,
"Nu: 0.2, Gamma: 0.0003",3,1,28,6,23.68421053,10,40,,,
"Nu: 0.2, Gamma: 0.0004",3,1,28,6,23.68421053,10,40,,,
"Nu: 0.2, Gamma: 0.005",3,1,28,6,23.68421053,10,40,,,
"Nu: 0.2, Gamma: 0.05",3,1,28,6,23.68421053,10,40,,,
"Nu: 0.2, Gamma: 0.0625",3,1,28,6,23.68421053,10,40,,,
"Nu: 0.2, Gamma: 0.1",3,1,28,6,23.68421053,10,40,,,
"Nu: 0.2, Gamma: 0.2",2,2,28,6,21.05263158,10,40,,,
"Nu: 0.2, Gamma: 0.5",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.2, Gamma: 0.7",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.2, Gamma: 0.9",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.2, Gamma: 0.99",2,2,29,5,18.42105263,10,40,,,
"Nu: 0.5, Gamma: 0.0001",1,3,24,10,28.94736842,10,40,,,
"Nu: 0.5, Gamma: 0.0002",1,3,24,10,28.94736842,10,40,,,
"Nu: 0.5, Gamma: 0.0003",1,3,24,10,28.94736842,10,40,,,
"Nu: 0.5, Gamma: 0.0004",1,3,24,10,28.94736842,10,40,,,
"Nu: 0.5, Gamma: 0.005",1,3,24,10,28.94736842,10,40,,,
"Nu: 0.5, Gamma: 0.05",1,3,24,10,28.94736842,10,40,,,
"Nu: 0.5, Gamma: 0.0625",1,3,24,10,28.94736842,10,40,,,
"Nu: 0.5, Gamma: 0.1",1,3,23,11,31.57894737,10,40,,,
"Nu: 0.5, Gamma: 0.2",1,3,21,13,36.84210526,10,40,,,
"Nu: 0.5, Gamma: 0.5",2,2,20,14,42.10526316,10,40,,,
"Nu: 0.5, Gamma: 0.7",2,2,20,14,42.10526316,10,40,,,
"Nu: 0.5, Gamma: 0.9",2,2,20,14,42.10526316,10,40,,,
"Nu: 0.5, Gamma: 0.99",2,2,20,14,42.10526316,10,40,,,
"Nu: 0.7, Gamma: 0.0001",0,4,11,23,60.52631579,10,40,,,
"Nu: 0.7, Gamma: 0.0002",0,4,11,23,60.52631579,10,40,,,
"Nu: 0.7, Gamma: 0.0003",0,4,11,23,60.52631579,10,40,,,
"Nu: 0.7, Gamma: 0.0004",0,4,10,24,63.15789474,10,40,,,
"Nu: 0.7, Gamma: 0.005",0,4,10,24,63.15789474,10,40,,,
"Nu: 0.7, Gamma: 0.05",0,4,10,24,63.15789474,10,40,,,
"Nu: 0.7, Gamma: 0.0625",0,4,10,24,63.15789474,10,40,,,
"Nu: 0.7, Gamma: 0.1",0,4,13,21,55.26315789,10,40,,,
"Nu: 0.7, Gamma: 0.2",0,4,18,16,42.10526316,10,40,,,
"Nu: 0.7, Gamma: 0.5",1,3,14,20,55.26315789,10,40,,,
"Nu: 0.7, Gamma: 0.7",1,3,14,20,55.26315789,10,40,,,
"Nu: 0.7, Gamma: 0.9",1,3,13,21,57.89473684,10,40,,,
"Nu: 0.7, Gamma: 0.99",1,3,13,21,57.89473684,10,40,,,
"Nu: 0.9, Gamma: 0.0001",0,4,6,28,73.68421053,10,40,,,
"Nu: 0.9, Gamma: 0.0002",0,4,6,28,73.68421053,10,40,,,
"Nu: 0.9, Gamma: 0.0003",0,4,6,28,73.68421053,10,40,,,
"Nu: 0.9, Gamma: 0.0004",0,4,6,28,73.68421053,10,40,,,
"Nu: 0.9, Gamma: 0.005",0,4,6,28,73.68421053,10,40,,,
"Nu: 0.9, Gamma: 0.05",0,4,8,26,68.42105263,10,40,,,
"Nu: 0.9, Gamma: 0.0625",0,4,7,27,71.05263158,10,40,,,
"Nu: 0.9, Gamma: 0.1",0,4,5,29,76.31578947,10,40,,,
"Nu: 0.9, Gamma: 0.2",0,4,4,30,78.94736842,10,40,,,
"Nu: 0.9, Gamma: 0.5",0,4,9,25,65.78947368,10,40,,,
"Nu: 0.9, Gamma: 0.7",1,3,6,28,76.31578947,10,40,,,
"Nu: 0.9, Gamma: 0.9",1,3,6,28,76.31578947,10,40,,,
"Nu: 0.9, Gamma: 0.99",1,3,6,28,76.31578947,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,4,0,34,89.47368421,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,4,0,34,89.47368421,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,4,0,34,89.47368421,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,4,0,34,89.47368421,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,4,0,34,89.47368421,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,4,0,34,89.47368421,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,4,0,34,89.47368421,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,4,2,32,84.21052632,10,40,,,
"Nu: 0.99, Gamma: 0.2",0,4,4,30,78.94736842,10,40,,,
"Nu: 0.99, Gamma: 0.5",0,4,1,33,86.84210526,10,40,,,
"Nu: 0.99, Gamma: 0.7",0,4,4,30,78.94736842,10,40,,,
"Nu: 0.99, Gamma: 0.9",0,4,1,33,86.84210526,10,40,,,
"Nu: 0.99, Gamma: 0.99",0,4,0,34,89.47368421,10,40,,,
,,,,,,,,,,
Target Class: fluidanimate_pipeline,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,4,0,31,88.57142857,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,4,0,31,88.57142857,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,4,0,31,88.57142857,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,4,0,31,88.57142857,10,40,,,
"Nu: 0.0001, Gamma: 0.005",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0001, Gamma: 0.05",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0001, Gamma: 0.1",3,1,22,9,34.28571429,10,40,,,
"Nu: 0.0001, Gamma: 0.2",3,1,20,11,40,10,40,,,
"Nu: 0.0001, Gamma: 0.5",3,1,19,12,42.85714286,10,40,,,
"Nu: 0.0001, Gamma: 0.7",3,1,18,13,45.71428571,10,40,,,
"Nu: 0.0001, Gamma: 0.9",3,1,19,12,42.85714286,10,40,,,
"Nu: 0.0001, Gamma: 0.99",3,1,19,12,42.85714286,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,4,0,31,88.57142857,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,4,0,31,88.57142857,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",0,4,0,31,88.57142857,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0002, Gamma: 0.005",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0002, Gamma: 0.05",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0002, Gamma: 0.1",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0002, Gamma: 0.2",3,1,20,11,40,10,40,,,
"Nu: 0.0002, Gamma: 0.5",3,1,18,13,45.71428571,10,40,,,
"Nu: 0.0002, Gamma: 0.7",3,1,18,13,45.71428571,10,40,,,
"Nu: 0.0002, Gamma: 0.9",3,1,19,12,42.85714286,10,40,,,
"Nu: 0.0002, Gamma: 0.99",3,1,19,12,42.85714286,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",0,4,0,31,88.57142857,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",0,4,0,31,88.57142857,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0003, Gamma: 0.005",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0003, Gamma: 0.05",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0003, Gamma: 0.1",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0003, Gamma: 0.2",3,1,21,10,37.14285714,10,40,,,
"Nu: 0.0003, Gamma: 0.5",3,1,18,13,45.71428571,10,40,,,
"Nu: 0.0003, Gamma: 0.7",3,1,18,13,45.71428571,10,40,,,
"Nu: 0.0003, Gamma: 0.9",3,1,19,12,42.85714286,10,40,,,
"Nu: 0.0003, Gamma: 0.99",3,1,18,13,45.71428571,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",0,4,0,31,88.57142857,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0004, Gamma: 0.005",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0004, Gamma: 0.05",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0004, Gamma: 0.1",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0004, Gamma: 0.2",3,1,21,10,37.14285714,10,40,,,
"Nu: 0.0004, Gamma: 0.5",3,1,18,13,45.71428571,10,40,,,
"Nu: 0.0004, Gamma: 0.7",3,1,18,13,45.71428571,10,40,,,
"Nu: 0.0004, Gamma: 0.9",3,1,18,13,45.71428571,10,40,,,
"Nu: 0.0004, Gamma: 0.99",3,1,18,13,45.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.0001",2,2,18,13,42.85714286,10,40,,,
"Nu: 0.005, Gamma: 0.0002",3,1,23,8,31.42857143,10,40,,,
"Nu: 0.005, Gamma: 0.0003",3,1,23,8,31.42857143,10,40,,,
"Nu: 0.005, Gamma: 0.0004",3,1,23,8,31.42857143,10,40,,,
"Nu: 0.005, Gamma: 0.005",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.005, Gamma: 0.05",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.005, Gamma: 0.0625",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.005, Gamma: 0.1",3,1,23,8,31.42857143,10,40,,,
"Nu: 0.005, Gamma: 0.2",3,1,20,11,40,10,40,,,
"Nu: 0.005, Gamma: 0.5",3,1,18,13,45.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.7",3,1,18,13,45.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.9",3,1,18,13,45.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.99",3,1,18,13,45.71428571,10,40,,,
"Nu: 0.05, Gamma: 0.0001",3,1,25,6,25.71428571,10,40,,,
"Nu: 0.05, Gamma: 0.0002",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.05, Gamma: 0.0003",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.05, Gamma: 0.0004",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.05, Gamma: 0.005",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.05, Gamma: 0.05",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.05, Gamma: 0.0625",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.05, Gamma: 0.1",3,1,23,8,31.42857143,10,40,,,
"Nu: 0.05, Gamma: 0.2",3,1,19,12,42.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.5",3,1,18,13,45.71428571,10,40,,,
"Nu: 0.05, Gamma: 0.7",3,1,18,13,45.71428571,10,40,,,
"Nu: 0.05, Gamma: 0.9",3,1,18,13,45.71428571,10,40,,,
"Nu: 0.05, Gamma: 0.99",3,1,18,13,45.71428571,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0625, Gamma: 0.005",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0625, Gamma: 0.05",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",3,1,24,7,28.57142857,10,40,,,
"Nu: 0.0625, Gamma: 0.1",3,1,23,8,31.42857143,10,40,,,
"Nu: 0.0625, Gamma: 0.2",3,1,19,12,42.85714286,10,40,,,
"Nu: 0.0625, Gamma: 0.5",3,1,17,14,48.57142857,10,40,,,
"Nu: 0.0625, Gamma: 0.7",3,1,17,14,48.57142857,10,40,,,
"Nu: 0.0625, Gamma: 0.9",3,1,17,14,48.57142857,10,40,,,
"Nu: 0.0625, Gamma: 0.99",3,1,17,14,48.57142857,10,40,,,
"Nu: 0.1, Gamma: 0.0001",3,1,21,10,37.14285714,10,40,,,
"Nu: 0.1, Gamma: 0.0002",3,1,21,10,37.14285714,10,40,,,
"Nu: 0.1, Gamma: 0.0003",3,1,21,10,37.14285714,10,40,,,
"Nu: 0.1, Gamma: 0.0004",3,1,21,10,37.14285714,10,40,,,
"Nu: 0.1, Gamma: 0.005",3,1,21,10,37.14285714,10,40,,,
"Nu: 0.1, Gamma: 0.05",3,1,21,10,37.14285714,10,40,,,
"Nu: 0.1, Gamma: 0.0625",3,1,21,10,37.14285714,10,40,,,
"Nu: 0.1, Gamma: 0.1",3,1,20,11,40,10,40,,,
"Nu: 0.1, Gamma: 0.2",3,1,15,16,54.28571429,10,40,,,
"Nu: 0.1, Gamma: 0.5",3,1,17,14,48.57142857,10,40,,,
"Nu: 0.1, Gamma: 0.7",3,1,17,14,48.57142857,10,40,,,
"Nu: 0.1, Gamma: 0.9",3,1,17,14,48.57142857,10,40,,,
"Nu: 0.1, Gamma: 0.99",3,1,17,14,48.57142857,10,40,,,
"Nu: 0.2, Gamma: 0.0001",3,1,18,13,45.71428571,10,40,,,
"Nu: 0.2, Gamma: 0.0002",3,1,18,13,45.71428571,10,40,,,
"Nu: 0.2, Gamma: 0.0003",3,1,18,13,45.71428571,10,40,,,
"Nu: 0.2, Gamma: 0.0004",3,1,18,13,45.71428571,10,40,,,
"Nu: 0.2, Gamma: 0.005",3,1,18,13,45.71428571,10,40,,,
"Nu: 0.2, Gamma: 0.05",3,1,18,13,45.71428571,10,40,,,
"Nu: 0.2, Gamma: 0.0625",3,1,18,13,45.71428571,10,40,,,
"Nu: 0.2, Gamma: 0.1",3,1,15,16,54.28571429,10,40,,,
"Nu: 0.2, Gamma: 0.2",3,1,13,18,60,10,40,,,
"Nu: 0.2, Gamma: 0.5",3,1,13,18,60,10,40,,,
"Nu: 0.2, Gamma: 0.7",3,1,13,18,60,10,40,,,
"Nu: 0.2, Gamma: 0.9",3,1,13,18,60,10,40,,,
"Nu: 0.2, Gamma: 0.99",3,1,13,18,60,10,40,,,
"Nu: 0.5, Gamma: 0.0001",0,4,9,22,62.85714286,10,40,,,
"Nu: 0.5, Gamma: 0.0002",1,3,9,22,65.71428571,10,40,,,
"Nu: 0.5, Gamma: 0.0003",1,3,9,22,65.71428571,10,40,,,
"Nu: 0.5, Gamma: 0.0004",1,3,9,22,65.71428571,10,40,,,
"Nu: 0.5, Gamma: 0.005",1,3,9,22,65.71428571,10,40,,,
"Nu: 0.5, Gamma: 0.05",1,3,9,22,65.71428571,10,40,,,
"Nu: 0.5, Gamma: 0.0625",1,3,9,22,65.71428571,10,40,,,
"Nu: 0.5, Gamma: 0.1",2,2,10,21,65.71428571,10,40,,,
"Nu: 0.5, Gamma: 0.2",2,2,10,21,65.71428571,10,40,,,
"Nu: 0.5, Gamma: 0.5",2,2,10,21,65.71428571,10,40,,,
"Nu: 0.5, Gamma: 0.7",3,1,10,21,68.57142857,10,40,,,
"Nu: 0.5, Gamma: 0.9",3,1,10,21,68.57142857,10,40,,,
"Nu: 0.5, Gamma: 0.99",3,1,10,21,68.57142857,10,40,,,
"Nu: 0.7, Gamma: 0.0001",0,4,4,27,77.14285714,10,40,,,
"Nu: 0.7, Gamma: 0.0002",0,4,4,27,77.14285714,10,40,,,
"Nu: 0.7, Gamma: 0.0003",0,4,4,27,77.14285714,10,40,,,
"Nu: 0.7, Gamma: 0.0004",0,4,4,27,77.14285714,10,40,,,
"Nu: 0.7, Gamma: 0.005",0,4,4,27,77.14285714,10,40,,,
"Nu: 0.7, Gamma: 0.05",0,4,4,27,77.14285714,10,40,,,
"Nu: 0.7, Gamma: 0.0625",0,4,4,27,77.14285714,10,40,,,
"Nu: 0.7, Gamma: 0.1",0,4,3,28,80,10,40,,,
"Nu: 0.7, Gamma: 0.2",0,4,3,28,80,10,40,,,
"Nu: 0.7, Gamma: 0.5",2,2,8,23,71.42857143,10,40,,,
"Nu: 0.7, Gamma: 0.7",2,2,7,24,74.28571429,10,40,,,
"Nu: 0.7, Gamma: 0.9",2,2,7,24,74.28571429,10,40,,,
"Nu: 0.7, Gamma: 0.99",2,2,7,24,74.28571429,10,40,,,
"Nu: 0.9, Gamma: 0.0001",0,4,2,29,82.85714286,10,40,,,
"Nu: 0.9, Gamma: 0.0002",0,4,2,29,82.85714286,10,40,,,
"Nu: 0.9, Gamma: 0.0003",0,4,2,29,82.85714286,10,40,,,
"Nu: 0.9, Gamma: 0.0004",0,4,2,29,82.85714286,10,40,,,
"Nu: 0.9, Gamma: 0.005",0,4,2,29,82.85714286,10,40,,,
