Features: 16,,,,,,,,,,
Target Class: facesim,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,99.91902834,447
"Nu: 0.9, Gamma: 0.99",16,106,0,231,69.97167139,0,40,,,
"Nu: 0.99, Gamma: 0.0001",1,121,10,221,62.88951841,0,40,,,
"Nu: 0.99, Gamma: 0.0002",1,121,10,221,62.88951841,0,40,,,
"Nu: 0.99, Gamma: 0.0003",1,121,10,221,62.88951841,0,40,,,
"Nu: 0.99, Gamma: 0.0004",1,121,10,221,62.88951841,0,40,,,
"Nu: 0.99, Gamma: 0.005",1,121,10,221,62.88951841,0,40,,,
"Nu: 0.99, Gamma: 0.05",1,121,10,221,62.88951841,0,40,,,
"Nu: 0.99, Gamma: 0.0625",1,121,10,221,62.88951841,0,40,,,
"Nu: 0.99, Gamma: 0.1",1,121,10,221,62.88951841,0,40,,,
"Nu: 0.99, Gamma: 0.2",0,122,4,227,64.30594901,0,40,,,
"Nu: 0.99, Gamma: 0.5",0,122,0,231,65.43909348,0,40,,,
"Nu: 0.99, Gamma: 0.7",2,120,0,231,66.00566572,0,40,,,
"Nu: 0.99, Gamma: 0.9",2,120,0,231,66.00566572,0,40,,,
"Nu: 0.99, Gamma: 0.99",2,120,0,231,66.00566572,0,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: facesim,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",14,10,907,304,25.74898785,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",14,10,907,304,25.74898785,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",14,10,907,304,25.74898785,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",14,10,907,304,25.74898785,10,40,,,
"Nu: 0.0001, Gamma: 0.005",24,0,1211,0,1.943319838,10,40,,,
"Nu: 0.0001, Gamma: 0.05",24,0,1210,1,2.024291498,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",24,0,1211,0,1.943319838,10,40,,,
"Nu: 0.0001, Gamma: 0.1",24,0,1210,1,2.024291498,10,40,,,
"Nu: 0.0001, Gamma: 0.2",24,0,1211,0,1.943319838,10,40,,,
"Nu: 0.0001, Gamma: 0.5",24,0,1156,55,6.396761134,10,40,,,
"Nu: 0.0001, Gamma: 0.7",24,0,896,315,27.44939271,10,40,,,
"Nu: 0.0001, Gamma: 0.9",24,0,889,322,28.01619433,10,40,,,
"Nu: 0.0001, Gamma: 0.99",24,0,889,322,28.01619433,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",24,0,1211,0,1.943319838,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",24,0,1211,0,1.943319838,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",24,0,1211,0,1.943319838,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",24,0,1210,1,2.024291498,10,40,,,
"Nu: 0.0002, Gamma: 0.005",24,0,1211,0,1.943319838,10,40,,,
"Nu: 0.0002, Gamma: 0.05",24,0,1210,1,2.024291498,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",24,0,1211,0,1.943319838,10,40,,,
"Nu: 0.0002, Gamma: 0.1",24,0,1210,1,2.024291498,10,40,,,
"Nu: 0.0002, Gamma: 0.2",24,0,1211,0,1.943319838,10,40,,,
"Nu: 0.0002, Gamma: 0.5",24,0,1161,50,5.991902834,10,40,,,
"Nu: 0.0002, Gamma: 0.7",24,0,894,317,27.61133603,10,40,,,
"Nu: 0.0002, Gamma: 0.9",24,0,890,321,27.93522267,10,40,,,
"Nu: 0.0002, Gamma: 0.99",24,0,890,321,27.93522267,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",10,14,358,853,69.87854251,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",24,0,919,292,25.58704453,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",24,0,1211,0,1.943319838,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",24,0,1211,0,1.943319838,10,40,,,
"Nu: 0.0003, Gamma: 0.005",24,0,1211,0,1.943319838,10,40,,,
"Nu: 0.0003, Gamma: 0.05",24,0,1210,1,2.024291498,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",24,0,1211,0,1.943319838,10,40,,,
"Nu: 0.0003, Gamma: 0.1",24,0,1210,1,2.024291498,10,40,,,
"Nu: 0.0003, Gamma: 0.2",24,0,1210,1,2.024291498,10,40,,,
"Nu: 0.0003, Gamma: 0.5",24,0,1163,48,5.829959514,10,40,,,
"Nu: 0.0003, Gamma: 0.7",24,0,895,316,27.53036437,10,40,,,
"Nu: 0.0003, Gamma: 0.9",24,0,889,322,28.01619433,10,40,,,
"Nu: 0.0003, Gamma: 0.99",24,0,889,322,28.01619433,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",16,8,910,301,25.66801619,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",24,0,1210,1,2.024291498,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",24,0,1210,1,2.024291498,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",24,0,1210,1,2.024291498,10,40,,,
"Nu: 0.0004, Gamma: 0.005",24,0,1211,0,1.943319838,10,40,,,
"Nu: 0.0004, Gamma: 0.05",24,0,1210,1,2.024291498,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",24,0,1210,1,2.024291498,10,40,,,
"Nu: 0.0004, Gamma: 0.1",24,0,1210,1,2.024291498,10,40,,,
"Nu: 0.0004, Gamma: 0.2",24,0,1211,0,1.943319838,10,40,,,
"Nu: 0.0004, Gamma: 0.5",24,0,1164,47,5.748987854,10,40,,,
"Nu: 0.0004, Gamma: 0.7",24,0,895,316,27.53036437,10,40,,,
"Nu: 0.0004, Gamma: 0.9",24,0,889,322,28.01619433,10,40,,,
"Nu: 0.0004, Gamma: 0.99",24,0,890,321,27.93522267,10,40,,,
"Nu: 0.005, Gamma: 0.0001",24,0,1211,0,1.943319838,10,40,,,
"Nu: 0.005, Gamma: 0.0002",24,0,1211,0,1.943319838,10,40,,,
"Nu: 0.005, Gamma: 0.0003",24,0,1210,1,2.024291498,10,40,,,
"Nu: 0.005, Gamma: 0.0004",24,0,1210,1,2.024291498,10,40,,,
"Nu: 0.005, Gamma: 0.005",24,0,1211,0,1.943319838,10,40,,,
"Nu: 0.005, Gamma: 0.05",24,0,1210,1,2.024291498,10,40,,,
"Nu: 0.005, Gamma: 0.0625",24,0,1211,0,1.943319838,10,40,,,
"Nu: 0.005, Gamma: 0.1",24,0,1211,0,1.943319838,10,40,,,
"Nu: 0.005, Gamma: 0.2",24,0,1211,0,1.943319838,10,40,,,
"Nu: 0.005, Gamma: 0.5",24,0,1139,72,7.773279352,10,40,,,
"Nu: 0.005, Gamma: 0.7",24,0,895,316,27.53036437,10,40,,,
"Nu: 0.005, Gamma: 0.9",24,0,888,323,28.09716599,10,40,,,
"Nu: 0.005, Gamma: 0.99",24,0,889,322,28.01619433,10,40,,,
"Nu: 0.05, Gamma: 0.0001",23,1,359,852,70.85020243,10,40,,,
"Nu: 0.05, Gamma: 0.0002",23,1,366,845,70.28340081,10,40,,,
"Nu: 0.05, Gamma: 0.0003",23,1,372,839,69.79757085,10,40,,,
"Nu: 0.05, Gamma: 0.0004",23,1,380,831,69.14979757,10,40,,,
"Nu: 0.05, Gamma: 0.005",23,1,436,775,64.61538462,10,40,,,
"Nu: 0.05, Gamma: 0.05",23,1,466,745,62.18623482,10,40,,,
"Nu: 0.05, Gamma: 0.0625",23,1,471,740,61.78137652,10,40,,,
"Nu: 0.05, Gamma: 0.1",23,1,474,737,61.53846154,10,40,,,
"Nu: 0.05, Gamma: 0.2",23,1,486,725,60.56680162,10,40,,,
"Nu: 0.05, Gamma: 0.5",24,0,429,782,65.26315789,10,40,,,
"Nu: 0.05, Gamma: 0.7",24,0,220,991,82.18623482,10,40,,,
"Nu: 0.05, Gamma: 0.9",24,0,213,998,82.75303644,10,40,,,
"Nu: 0.05, Gamma: 0.99",24,0,218,993,82.34817814,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",23,1,317,894,74.25101215,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",23,1,317,894,74.25101215,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",23,1,317,894,74.25101215,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",23,1,317,894,74.25101215,10,40,,,
"Nu: 0.0625, Gamma: 0.005",23,1,318,893,74.17004049,10,40,,,
"Nu: 0.0625, Gamma: 0.05",23,1,334,877,72.87449393,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",23,1,351,860,71.49797571,10,40,,,
"Nu: 0.0625, Gamma: 0.1",23,1,384,827,68.82591093,10,40,,,
"Nu: 0.0625, Gamma: 0.2",23,1,466,745,62.18623482,10,40,,,
"Nu: 0.0625, Gamma: 0.5",24,0,431,780,65.10121457,10,40,,,
"Nu: 0.0625, Gamma: 0.7",24,0,8,1203,99.35222672,10,40,,,
"Nu: 0.0625, Gamma: 0.9",24,0,179,1032,85.50607287,10,40,,,
"Nu: 0.0625, Gamma: 0.99",24,0,209,1002,83.07692308,10,40,,,
"Nu: 0.1, Gamma: 0.0001",23,1,314,897,74.49392713,10,40,,,
"Nu: 0.1, Gamma: 0.0002",23,1,314,897,74.49392713,10,40,,,
"Nu: 0.1, Gamma: 0.0003",23,1,314,897,74.49392713,10,40,,,
"Nu: 0.1, Gamma: 0.0004",23,1,314,897,74.49392713,10,40,,,
"Nu: 0.1, Gamma: 0.005",23,1,314,897,74.49392713,10,40,,,
"Nu: 0.1, Gamma: 0.05",23,1,314,897,74.49392713,10,40,,,
"Nu: 0.1, Gamma: 0.0625",23,1,313,898,74.57489879,10,40,,,
"Nu: 0.1, Gamma: 0.1",23,1,313,898,74.57489879,10,40,,,
"Nu: 0.1, Gamma: 0.2",23,1,313,898,74.57489879,10,40,,,
"Nu: 0.1, Gamma: 0.5",23,1,284,927,76.92307692,10,40,,,
"Nu: 0.1, Gamma: 0.7",23,1,0,1211,99.91902834,10,40,,,
"Nu: 0.1, Gamma: 0.9",23,1,0,1211,99.91902834,10,40,,,
"Nu: 0.1, Gamma: 0.99",23,1,0,1211,99.91902834,10,40,,,
"Nu: 0.2, Gamma: 0.0001",22,2,303,908,75.30364372,10,40,,,
"Nu: 0.2, Gamma: 0.0002",22,2,303,908,75.30364372,10,40,,,
"Nu: 0.2, Gamma: 0.0003",22,2,303,908,75.30364372,10,40,,,
"Nu: 0.2, Gamma: 0.0004",22,2,303,908,75.30364372,10,40,,,
"Nu: 0.2, Gamma: 0.005",22,2,303,908,75.30364372,10,40,,,
"Nu: 0.2, Gamma: 0.05",22,2,234,977,80.89068826,10,40,,,
"Nu: 0.2, Gamma: 0.0625",22,2,69,1142,94.25101215,10,40,,,
"Nu: 0.2, Gamma: 0.1",22,2,22,1189,98.05668016,10,40,,,
"Nu: 0.2, Gamma: 0.2",22,2,2,1209,99.67611336,10,40,,,
"Nu: 0.2, Gamma: 0.5",22,2,0,1211,99.83805668,10,40,,,
"Nu: 0.2, Gamma: 0.7",23,1,0,1211,99.91902834,10,40,,,
"Nu: 0.2, Gamma: 0.9",23,1,0,1211,99.91902834,10,40,,,
"Nu: 0.2, Gamma: 0.99",23,1,0,1211,99.91902834,10,40,,,
"Nu: 0.5, Gamma: 0.0001",15,9,1,1210,99.1902834,10,40,,,
"Nu: 0.5, Gamma: 0.0002",15,9,1,1210,99.1902834,10,40,,,
"Nu: 0.5, Gamma: 0.0003",15,9,1,1210,99.1902834,10,40,,,
"Nu: 0.5, Gamma: 0.0004",15,9,1,1210,99.1902834,10,40,,,
"Nu: 0.5, Gamma: 0.005",15,9,0,1211,99.27125506,10,40,,,
"Nu: 0.5, Gamma: 0.05",15,9,0,1211,99.27125506,10,40,,,
"Nu: 0.5, Gamma: 0.0625",15,9,0,1211,99.27125506,10,40,,,
"Nu: 0.5, Gamma: 0.1",16,8,0,1211,99.35222672,10,40,,,
"Nu: 0.5, Gamma: 0.2",19,5,0,1211,99.5951417,10,40,,,
"Nu: 0.5, Gamma: 0.5",20,4,0,1211,99.67611336,10,40,,,
"Nu: 0.5, Gamma: 0.7",21,3,0,1211,99.75708502,10,40,,,
"Nu: 0.5, Gamma: 0.9",21,3,0,1211,99.75708502,10,40,,,
"Nu: 0.5, Gamma: 0.99",21,3,0,1211,99.75708502,10,40,,,
"Nu: 0.7, Gamma: 0.0001",14,10,0,1211,99.1902834,10,40,,,
"Nu: 0.7, Gamma: 0.0002",15,9,0,1211,99.27125506,10,40,,,
"Nu: 0.7, Gamma: 0.0003",15,9,0,1211,99.27125506,10,40,,,
"Nu: 0.7, Gamma: 0.0004",15,9,0,1211,99.27125506,10,40,,,
"Nu: 0.7, Gamma: 0.005",15,9,0,1211,99.27125506,10,40,,,
"Nu: 0.7, Gamma: 0.05",15,9,0,1211,99.27125506,10,40,,,
"Nu: 0.7, Gamma: 0.0625",15,9,0,1211,99.27125506,10,40,,,
"Nu: 0.7, Gamma: 0.1",15,9,0,1211,99.27125506,10,40,,,
"Nu: 0.7, Gamma: 0.2",16,8,0,1211,99.35222672,10,40,,,
"Nu: 0.7, Gamma: 0.5",18,6,0,1211,99.51417004,10,40,,,
"Nu: 0.7, Gamma: 0.7",20,4,0,1211,99.67611336,10,40,,,
"Nu: 0.7, Gamma: 0.9",20,4,0,1211,99.67611336,10,40,,,
"Nu: 0.7, Gamma: 0.99",20,4,0,1211,99.67611336,10,40,,,
"Nu: 0.9, Gamma: 0.0001",1,23,0,1211,98.13765182,10,40,,,
"Nu: 0.9, Gamma: 0.0002",5,19,0,1211,98.46153846,10,40,,,
"Nu: 0.9, Gamma: 0.0003",1,23,0,1211,98.13765182,10,40,,,
"Nu: 0.9, Gamma: 0.0004",1,23,0,1211,98.13765182,10,40,,,
"Nu: 0.9, Gamma: 0.005",3,21,0,1211,98.29959514,10,40,,,
"Nu: 0.9, Gamma: 0.05",7,17,0,1211,98.62348178,10,40,,,
"Nu: 0.9, Gamma: 0.0625",10,14,0,1211,98.86639676,10,40,,,
"Nu: 0.9, Gamma: 0.1",14,10,0,1211,99.1902834,10,40,,,
"Nu: 0.9, Gamma: 0.2",15,9,0,1211,99.27125506,10,40,,,
"Nu: 0.9, Gamma: 0.5",9,15,0,1211,98.7854251,10,40,,,
"Nu: 0.9, Gamma: 0.7",6,18,0,1211,98.54251012,10,40,,,
"Nu: 0.9, Gamma: 0.9",4,20,0,1211,98.3805668,10,40,,,
"Nu: 0.9, Gamma: 0.99",3,21,0,1211,98.29959514,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,24,0,1211,98.05668016,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,24,0,1211,98.05668016,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,24,0,1211,98.05668016,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,24,0,1211,98.05668016,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,24,0,1211,98.05668016,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,24,0,1211,98.05668016,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,24,0,1211,98.05668016,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,24,0,1211,98.05668016,10,40,,,
"Nu: 0.99, Gamma: 0.2",2,22,0,1211,98.21862348,10,40,,,
"Nu: 0.99, Gamma: 0.5",3,21,0,1211,98.29959514,10,40,,,
"Nu: 0.99, Gamma: 0.7",3,21,0,1211,98.29959514,10,40,,,
"Nu: 0.99, Gamma: 0.9",2,22,0,1211,98.21862348,10,40,,,
"Nu: 0.99, Gamma: 0.99",2,22,0,1211,98.21862348,10,40,,,
,,,,,,,,,,
Target Class: facesim_cachehalf,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",118,4,229,2,33.99433428,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0001, Gamma: 0.005",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0001, Gamma: 0.05",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.0001, Gamma: 0.1",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.0001, Gamma: 0.2",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0001, Gamma: 0.5",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0001, Gamma: 0.7",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0001, Gamma: 0.9",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0001, Gamma: 0.99",122,0,229,2,35.12747875,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0002, Gamma: 0.005",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0002, Gamma: 0.05",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.0002, Gamma: 0.1",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0002, Gamma: 0.2",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.0002, Gamma: 0.5",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.0002, Gamma: 0.7",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.0002, Gamma: 0.9",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0002, Gamma: 0.99",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0003, Gamma: 0.005",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.0003, Gamma: 0.05",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0003, Gamma: 0.1",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.0003, Gamma: 0.2",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.0003, Gamma: 0.5",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0003, Gamma: 0.7",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.0003, Gamma: 0.9",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0003, Gamma: 0.99",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0004, Gamma: 0.005",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0004, Gamma: 0.05",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0004, Gamma: 0.1",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.0004, Gamma: 0.2",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0004, Gamma: 0.5",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0004, Gamma: 0.7",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0004, Gamma: 0.9",122,0,231,0,34.56090652,10,40,,,
"Nu: 0.0004, Gamma: 0.99",122,0,229,2,35.12747875,10,40,,,
"Nu: 0.005, Gamma: 0.0001",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.005, Gamma: 0.0002",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.005, Gamma: 0.0003",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.005, Gamma: 0.0004",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.005, Gamma: 0.005",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.005, Gamma: 0.05",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.005, Gamma: 0.0625",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.005, Gamma: 0.1",122,0,230,1,34.84419263,10,40,,,
"Nu: 0.005, Gamma: 0.2",121,1,230,1,34.56090652,10,40,,,
"Nu: 0.005, Gamma: 0.5",121,1,229,2,34.84419263,10,40,,,
"Nu: 0.005, Gamma: 0.7",121,1,229,2,34.84419263,10,40,,,
"Nu: 0.005, Gamma: 0.9",122,0,229,2,35.12747875,10,40,,,
"Nu: 0.005, Gamma: 0.99",122,0,229,2,35.12747875,10,40,,,
"Nu: 0.05, Gamma: 0.0001",115,7,229,2,33.14447592,10,40,,,
"Nu: 0.05, Gamma: 0.0002",115,7,229,2,33.14447592,10,40,,,
"Nu: 0.05, Gamma: 0.0003",115,7,229,2,33.14447592,10,40,,,
"Nu: 0.05, Gamma: 0.0004",115,7,229,2,33.14447592,10,40,,,
"Nu: 0.05, Gamma: 0.005",115,7,229,2,33.14447592,10,40,,,
"Nu: 0.05, Gamma: 0.05",115,7,229,2,33.14447592,10,40,,,
"Nu: 0.05, Gamma: 0.0625",115,7,230,1,32.8611898,10,40,,,
"Nu: 0.05, Gamma: 0.1",115,7,230,1,32.8611898,10,40,,,
"Nu: 0.05, Gamma: 0.2",115,7,229,2,33.14447592,10,40,,,
"Nu: 0.05, Gamma: 0.5",118,4,225,6,35.12747875,10,40,,,
"Nu: 0.05, Gamma: 0.7",119,3,227,4,34.84419263,10,40,,,
"Nu: 0.05, Gamma: 0.9",119,3,227,4,34.84419263,10,40,,,
"Nu: 0.05, Gamma: 0.99",119,3,226,5,35.12747875,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",114,8,228,3,33.14447592,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",114,8,228,3,33.14447592,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",114,8,228,3,33.14447592,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",114,8,228,3,33.14447592,10,40,,,
"Nu: 0.0625, Gamma: 0.005",114,8,228,3,33.14447592,10,40,,,
"Nu: 0.0625, Gamma: 0.05",115,7,228,3,33.42776204,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",115,7,228,3,33.42776204,10,40,,,
"Nu: 0.0625, Gamma: 0.1",114,8,229,2,32.8611898,10,40,,,
"Nu: 0.0625, Gamma: 0.2",113,9,227,4,33.14447592,10,40,,,
"Nu: 0.0625, Gamma: 0.5",116,6,221,10,35.69405099,10,40,,,
"Nu: 0.0625, Gamma: 0.7",118,4,227,4,34.56090652,10,40,,,
"Nu: 0.0625, Gamma: 0.9",118,4,227,4,34.56090652,10,40,,,
"Nu: 0.0625, Gamma: 0.99",119,3,226,5,35.12747875,10,40,,,
"Nu: 0.1, Gamma: 0.0001",109,13,227,4,32.01133144,10,40,,,
"Nu: 0.1, Gamma: 0.0002",109,13,227,4,32.01133144,10,40,,,
"Nu: 0.1, Gamma: 0.0003",109,13,227,4,32.01133144,10,40,,,
"Nu: 0.1, Gamma: 0.0004",109,13,227,4,32.01133144,10,40,,,
"Nu: 0.1, Gamma: 0.005",109,13,227,4,32.01133144,10,40,,,
"Nu: 0.1, Gamma: 0.05",110,12,227,4,32.29461756,10,40,,,
"Nu: 0.1, Gamma: 0.0625",111,11,227,4,32.57790368,10,40,,,
"Nu: 0.1, Gamma: 0.1",112,10,227,4,32.8611898,10,40,,,
"Nu: 0.1, Gamma: 0.2",112,10,227,4,32.8611898,10,40,,,
"Nu: 0.1, Gamma: 0.5",112,10,217,14,35.69405099,10,40,,,
"Nu: 0.1, Gamma: 0.7",113,9,217,14,35.97733711,10,40,,,
"Nu: 0.1, Gamma: 0.9",112,10,216,15,35.97733711,10,40,,,
"Nu: 0.1, Gamma: 0.99",112,10,216,15,35.97733711,10,40,,,
"Nu: 0.2, Gamma: 0.0001",104,18,225,6,31.16147309,10,40,,,
"Nu: 0.2, Gamma: 0.0002",104,18,225,6,31.16147309,10,40,,,
"Nu: 0.2, Gamma: 0.0003",104,18,225,6,31.16147309,10,40,,,
"Nu: 0.2, Gamma: 0.0004",104,18,225,6,31.16147309,10,40,,,
"Nu: 0.2, Gamma: 0.005",104,18,225,6,31.16147309,10,40,,,
"Nu: 0.2, Gamma: 0.05",104,18,224,7,31.44475921,10,40,,,
"Nu: 0.2, Gamma: 0.0625",104,18,224,7,31.44475921,10,40,,,
"Nu: 0.2, Gamma: 0.1",106,16,223,8,32.29461756,10,40,,,
"Nu: 0.2, Gamma: 0.2",105,17,195,36,39.94334278,10,40,,,
"Nu: 0.2, Gamma: 0.5",109,13,215,16,35.41076487,10,40,,,
"Nu: 0.2, Gamma: 0.7",109,13,215,16,35.41076487,10,40,,,
"Nu: 0.2, Gamma: 0.9",108,14,215,16,35.12747875,10,40,,,
"Nu: 0.2, Gamma: 0.99",106,16,199,32,39.09348442,10,40,,,
"Nu: 0.5, Gamma: 0.0001",66,56,179,52,33.42776204,10,40,,,
"Nu: 0.5, Gamma: 0.0002",66,56,179,52,33.42776204,10,40,,,
"Nu: 0.5, Gamma: 0.0003",66,56,179,52,33.42776204,10,40,,,
"Nu: 0.5, Gamma: 0.0004",66,56,179,52,33.42776204,10,40,,,
"Nu: 0.5, Gamma: 0.005",66,56,179,52,33.42776204,10,40,,,
"Nu: 0.5, Gamma: 0.05",70,52,181,50,33.99433428,10,40,,,
"Nu: 0.5, Gamma: 0.0625",72,50,182,49,34.2776204,10,40,,,
"Nu: 0.5, Gamma: 0.1",77,45,188,43,33.99433428,10,40,,,
"Nu: 0.5, Gamma: 0.2",86,36,184,47,37.67705382,10,40,,,
"Nu: 0.5, Gamma: 0.5",99,23,180,51,42.49291785,10,40,,,
"Nu: 0.5, Gamma: 0.7",96,26,180,51,41.64305949,10,40,,,
"Nu: 0.5, Gamma: 0.9",94,28,179,52,41.35977337,10,40,,,
"Nu: 0.5, Gamma: 0.99",92,30,179,52,40.79320113,10,40,,,
"Nu: 0.7, Gamma: 0.0001",29,93,10,221,70.82152975,10,40,,,
"Nu: 0.7, Gamma: 0.0002",29,93,10,221,70.82152975,10,40,,,
"Nu: 0.7, Gamma: 0.0003",29,93,10,221,70.82152975,10,40,,,
"Nu: 0.7, Gamma: 0.0004",29,93,10,221,70.82152975,10,40,,,
"Nu: 0.7, Gamma: 0.005",29,93,10,221,70.82152975,10,40,,,
"Nu: 0.7, Gamma: 0.05",35,87,10,221,72.52124646,10,40,,,
"Nu: 0.7, Gamma: 0.0625",35,87,10,221,72.52124646,10,40,,,
"Nu: 0.7, Gamma: 0.1",40,82,10,221,73.93767705,10,40,,,
"Nu: 0.7, Gamma: 0.2",65,57,10,221,81.01983003,10,40,,,
"Nu: 0.7, Gamma: 0.5",90,32,179,52,40.2266289,10,40,,,
"Nu: 0.7, Gamma: 0.7",90,32,179,52,40.2266289,10,40,,,
"Nu: 0.7, Gamma: 0.9",88,34,178,53,39.94334278,10,40,,,
"Nu: 0.7, Gamma: 0.99",88,34,176,55,40.50991501,10,40,,,
"Nu: 0.9, Gamma: 0.0001",9,113,10,221,65.15580737,10,40,,,
