Features: 16,,,,,,,,,,
Target Class: facesim,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,99.63126844,116
"Nu: 0.9, Gamma: 0.9",13,121,147,84,26.57534247,0,40,,,
"Nu: 0.9, Gamma: 0.99",13,121,147,84,26.57534247,0,40,,,
"Nu: 0.99, Gamma: 0.0001",1,133,0,231,63.56164384,0,40,,,
"Nu: 0.99, Gamma: 0.0002",1,133,0,231,63.56164384,0,40,,,
"Nu: 0.99, Gamma: 0.0003",1,133,0,231,63.56164384,0,40,,,
"Nu: 0.99, Gamma: 0.0004",1,133,0,231,63.56164384,0,40,,,
"Nu: 0.99, Gamma: 0.005",1,133,0,231,63.56164384,0,40,,,
"Nu: 0.99, Gamma: 0.05",0,134,0,231,63.28767123,0,40,,,
"Nu: 0.99, Gamma: 0.0625",0,134,0,231,63.28767123,0,40,,,
"Nu: 0.99, Gamma: 0.1",1,133,0,231,63.56164384,0,40,,,
"Nu: 0.99, Gamma: 0.2",0,134,0,231,63.28767123,0,40,,,
"Nu: 0.99, Gamma: 0.5",1,133,0,231,63.56164384,0,40,,,
"Nu: 0.99, Gamma: 0.7",0,134,0,231,63.28767123,0,40,,,
"Nu: 0.99, Gamma: 0.9",0,134,0,231,63.28767123,0,40,,,
"Nu: 0.99, Gamma: 0.99",0,134,0,231,63.28767123,0,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: facesim,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",23,1,1001,331,26.10619469,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",23,1,1001,331,26.10619469,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",23,1,1001,331,26.10619469,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",23,1,1001,331,26.10619469,10,40,,,
"Nu: 0.0001, Gamma: 0.005",23,1,1286,46,5.088495575,10,40,,,
"Nu: 0.0001, Gamma: 0.05",23,1,1286,46,5.088495575,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",23,1,1286,46,5.088495575,10,40,,,
"Nu: 0.0001, Gamma: 0.1",23,1,1286,46,5.088495575,10,40,,,
"Nu: 0.0001, Gamma: 0.2",23,1,1284,48,5.235988201,10,40,,,
"Nu: 0.0001, Gamma: 0.5",23,1,1286,46,5.088495575,10,40,,,
"Nu: 0.0001, Gamma: 0.7",23,1,1002,330,26.03244838,10,40,,,
"Nu: 0.0001, Gamma: 0.9",23,1,894,438,33.99705015,10,40,,,
"Nu: 0.0001, Gamma: 0.99",23,1,878,454,35.17699115,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",24,0,1332,0,1.769911504,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",24,0,1332,0,1.769911504,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",23,1,1001,331,26.10619469,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",23,1,1001,331,26.10619469,10,40,,,
"Nu: 0.0002, Gamma: 0.005",23,1,1286,46,5.088495575,10,40,,,
"Nu: 0.0002, Gamma: 0.05",23,1,1286,46,5.088495575,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",23,1,1285,47,5.162241888,10,40,,,
"Nu: 0.0002, Gamma: 0.1",23,1,1286,46,5.088495575,10,40,,,
"Nu: 0.0002, Gamma: 0.2",23,1,1286,46,5.088495575,10,40,,,
"Nu: 0.0002, Gamma: 0.5",23,1,1286,46,5.088495575,10,40,,,
"Nu: 0.0002, Gamma: 0.7",23,1,997,335,26.40117994,10,40,,,
"Nu: 0.0002, Gamma: 0.9",23,1,897,435,33.77581121,10,40,,,
"Nu: 0.0002, Gamma: 0.99",23,1,889,443,34.36578171,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",7,17,614,718,53.4660767,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",7,17,903,429,32.15339233,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",23,1,1048,284,22.64011799,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",23,1,1048,284,22.64011799,10,40,,,
"Nu: 0.0003, Gamma: 0.005",23,1,1286,46,5.088495575,10,40,,,
"Nu: 0.0003, Gamma: 0.05",23,1,1286,46,5.088495575,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",23,1,1286,46,5.088495575,10,40,,,
"Nu: 0.0003, Gamma: 0.1",23,1,1286,46,5.088495575,10,40,,,
"Nu: 0.0003, Gamma: 0.2",23,1,1286,46,5.088495575,10,40,,,
"Nu: 0.0003, Gamma: 0.5",23,1,1285,47,5.162241888,10,40,,,
"Nu: 0.0003, Gamma: 0.7",23,1,993,339,26.69616519,10,40,,,
"Nu: 0.0003, Gamma: 0.9",23,1,901,431,33.48082596,10,40,,,
"Nu: 0.0003, Gamma: 0.99",23,1,885,447,34.66076696,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",12,12,906,426,32.30088496,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",23,1,1205,127,11.0619469,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",23,1,1016,316,25,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",23,1,1256,76,7.300884956,10,40,,,
"Nu: 0.0004, Gamma: 0.005",23,1,1286,46,5.088495575,10,40,,,
"Nu: 0.0004, Gamma: 0.05",23,1,1286,46,5.088495575,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",23,1,1286,46,5.088495575,10,40,,,
"Nu: 0.0004, Gamma: 0.1",23,1,1286,46,5.088495575,10,40,,,
"Nu: 0.0004, Gamma: 0.2",23,1,1286,46,5.088495575,10,40,,,
"Nu: 0.0004, Gamma: 0.5",23,1,1285,47,5.162241888,10,40,,,
"Nu: 0.0004, Gamma: 0.7",23,1,981,351,27.58112094,10,40,,,
"Nu: 0.0004, Gamma: 0.9",23,1,898,434,33.7020649,10,40,,,
"Nu: 0.0004, Gamma: 0.99",23,1,885,447,34.66076696,10,40,,,
"Nu: 0.005, Gamma: 0.0001",23,1,1285,47,5.162241888,10,40,,,
"Nu: 0.005, Gamma: 0.0002",23,1,1285,47,5.162241888,10,40,,,
"Nu: 0.005, Gamma: 0.0003",23,1,1285,47,5.162241888,10,40,,,
"Nu: 0.005, Gamma: 0.0004",23,1,1285,47,5.162241888,10,40,,,
"Nu: 0.005, Gamma: 0.005",23,1,1284,48,5.235988201,10,40,,,
"Nu: 0.005, Gamma: 0.05",23,1,1284,48,5.235988201,10,40,,,
"Nu: 0.005, Gamma: 0.0625",23,1,1284,48,5.235988201,10,40,,,
"Nu: 0.005, Gamma: 0.1",23,1,1284,48,5.235988201,10,40,,,
"Nu: 0.005, Gamma: 0.2",23,1,1284,48,5.235988201,10,40,,,
"Nu: 0.005, Gamma: 0.5",23,1,1284,48,5.235988201,10,40,,,
"Nu: 0.005, Gamma: 0.7",23,1,962,370,28.98230088,10,40,,,
"Nu: 0.005, Gamma: 0.9",23,1,892,440,34.14454277,10,40,,,
"Nu: 0.005, Gamma: 0.99",23,1,883,449,34.80825959,10,40,,,
"Nu: 0.05, Gamma: 0.0001",23,1,540,792,60.10324484,10,40,,,
"Nu: 0.05, Gamma: 0.0002",23,1,547,785,59.58702065,10,40,,,
"Nu: 0.05, Gamma: 0.0003",23,1,547,785,59.58702065,10,40,,,
"Nu: 0.05, Gamma: 0.0004",23,1,543,789,59.8820059,10,40,,,
"Nu: 0.05, Gamma: 0.005",23,1,553,779,59.14454277,10,40,,,
"Nu: 0.05, Gamma: 0.05",23,1,680,652,49.77876106,10,40,,,
"Nu: 0.05, Gamma: 0.0625",23,1,680,652,49.77876106,10,40,,,
"Nu: 0.05, Gamma: 0.1",23,1,680,652,49.77876106,10,40,,,
"Nu: 0.05, Gamma: 0.2",23,1,684,648,49.48377581,10,40,,,
"Nu: 0.05, Gamma: 0.5",23,1,728,604,46.23893805,10,40,,,
"Nu: 0.05, Gamma: 0.7",23,1,162,1170,87.97935103,10,40,,,
"Nu: 0.05, Gamma: 0.9",23,1,141,1191,89.5280236,10,40,,,
"Nu: 0.05, Gamma: 0.99",23,1,293,1039,78.31858407,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",23,1,516,816,61.87315634,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",23,1,516,816,61.87315634,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",23,1,518,814,61.72566372,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",23,1,519,813,61.6519174,10,40,,,
"Nu: 0.0625, Gamma: 0.005",23,1,521,811,61.50442478,10,40,,,
"Nu: 0.0625, Gamma: 0.05",23,1,524,808,61.28318584,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",23,1,525,807,61.20943953,10,40,,,
"Nu: 0.0625, Gamma: 0.1",23,1,526,806,61.13569322,10,40,,,
"Nu: 0.0625, Gamma: 0.2",23,1,623,709,53.98230088,10,40,,,
"Nu: 0.0625, Gamma: 0.5",23,1,552,780,59.21828909,10,40,,,
"Nu: 0.0625, Gamma: 0.7",23,1,131,1201,90.26548673,10,40,,,
"Nu: 0.0625, Gamma: 0.9",23,1,120,1212,91.07669617,10,40,,,
"Nu: 0.0625, Gamma: 0.99",23,1,122,1210,90.92920354,10,40,,,
"Nu: 0.1, Gamma: 0.0001",22,2,493,839,63.49557522,10,40,,,
"Nu: 0.1, Gamma: 0.0002",22,2,493,839,63.49557522,10,40,,,
"Nu: 0.1, Gamma: 0.0003",22,2,493,839,63.49557522,10,40,,,
"Nu: 0.1, Gamma: 0.0004",22,2,493,839,63.49557522,10,40,,,
"Nu: 0.1, Gamma: 0.005",22,2,493,839,63.49557522,10,40,,,
"Nu: 0.1, Gamma: 0.05",22,2,492,840,63.56932153,10,40,,,
"Nu: 0.1, Gamma: 0.0625",22,2,492,840,63.56932153,10,40,,,
"Nu: 0.1, Gamma: 0.1",22,2,489,843,63.79056047,10,40,,,
"Nu: 0.1, Gamma: 0.2",22,2,487,845,63.9380531,10,40,,,
"Nu: 0.1, Gamma: 0.5",22,2,425,907,68.51032448,10,40,,,
"Nu: 0.1, Gamma: 0.7",22,2,32,1300,97.49262537,10,40,,,
"Nu: 0.1, Gamma: 0.9",22,2,29,1303,97.71386431,10,40,,,
"Nu: 0.1, Gamma: 0.99",22,2,29,1303,97.71386431,10,40,,,
"Nu: 0.2, Gamma: 0.0001",19,5,330,1002,75.29498525,10,40,,,
"Nu: 0.2, Gamma: 0.0002",19,5,330,1002,75.29498525,10,40,,,
"Nu: 0.2, Gamma: 0.0003",19,5,330,1002,75.29498525,10,40,,,
"Nu: 0.2, Gamma: 0.0004",19,5,329,1003,75.36873156,10,40,,,
"Nu: 0.2, Gamma: 0.005",19,5,327,1005,75.51622419,10,40,,,
"Nu: 0.2, Gamma: 0.05",19,5,305,1027,77.13864307,10,40,,,
"Nu: 0.2, Gamma: 0.0625",19,5,278,1054,79.12979351,10,40,,,
"Nu: 0.2, Gamma: 0.1",19,5,132,1200,89.89675516,10,40,,,
"Nu: 0.2, Gamma: 0.2",19,5,62,1270,95.05899705,10,40,,,
"Nu: 0.2, Gamma: 0.5",19,5,31,1301,97.34513274,10,40,,,
"Nu: 0.2, Gamma: 0.7",21,3,29,1303,97.64011799,10,40,,,
"Nu: 0.2, Gamma: 0.9",22,2,28,1304,97.78761062,10,40,,,
"Nu: 0.2, Gamma: 0.99",22,2,28,1304,97.78761062,10,40,,,
"Nu: 0.5, Gamma: 0.0001",17,7,20,1312,98.00884956,10,40,,,
"Nu: 0.5, Gamma: 0.0002",17,7,21,1311,97.93510324,10,40,,,
"Nu: 0.5, Gamma: 0.0003",17,7,22,1310,97.86135693,10,40,,,
"Nu: 0.5, Gamma: 0.0004",17,7,22,1310,97.86135693,10,40,,,
"Nu: 0.5, Gamma: 0.005",18,6,20,1312,98.08259587,10,40,,,
"Nu: 0.5, Gamma: 0.05",18,6,8,1324,98.96755162,10,40,,,
"Nu: 0.5, Gamma: 0.0625",18,6,8,1324,98.96755162,10,40,,,
"Nu: 0.5, Gamma: 0.1",18,6,7,1325,99.04129794,10,40,,,
"Nu: 0.5, Gamma: 0.2",18,6,6,1326,99.11504425,10,40,,,
"Nu: 0.5, Gamma: 0.5",18,6,7,1325,99.04129794,10,40,,,
"Nu: 0.5, Gamma: 0.7",19,5,22,1310,98.00884956,10,40,,,
"Nu: 0.5, Gamma: 0.9",19,5,27,1305,97.64011799,10,40,,,
"Nu: 0.5, Gamma: 0.99",19,5,27,1305,97.64011799,10,40,,,
"Nu: 0.7, Gamma: 0.0001",17,7,8,1324,98.89380531,10,40,,,
"Nu: 0.7, Gamma: 0.0002",17,7,7,1325,98.96755162,10,40,,,
"Nu: 0.7, Gamma: 0.0003",17,7,8,1324,98.89380531,10,40,,,
"Nu: 0.7, Gamma: 0.0004",17,7,7,1325,98.96755162,10,40,,,
"Nu: 0.7, Gamma: 0.005",17,7,8,1324,98.89380531,10,40,,,
"Nu: 0.7, Gamma: 0.05",17,7,6,1326,99.04129794,10,40,,,
"Nu: 0.7, Gamma: 0.0625",17,7,6,1326,99.04129794,10,40,,,
"Nu: 0.7, Gamma: 0.1",18,6,6,1326,99.11504425,10,40,,,
"Nu: 0.7, Gamma: 0.2",18,6,2,1330,99.4100295,10,40,,,
"Nu: 0.7, Gamma: 0.5",18,6,4,1328,99.26253687,10,40,,,
"Nu: 0.7, Gamma: 0.7",18,6,5,1327,99.18879056,10,40,,,
"Nu: 0.7, Gamma: 0.9",18,6,5,1327,99.18879056,10,40,,,
"Nu: 0.7, Gamma: 0.99",18,6,5,1327,99.18879056,10,40,,,
"Nu: 0.9, Gamma: 0.0001",8,16,5,1327,98.45132743,10,40,,,
"Nu: 0.9, Gamma: 0.0002",1,23,5,1327,97.93510324,10,40,,,
"Nu: 0.9, Gamma: 0.0003",2,22,5,1327,98.00884956,10,40,,,
"Nu: 0.9, Gamma: 0.0004",2,22,5,1327,98.00884956,10,40,,,
"Nu: 0.9, Gamma: 0.005",3,21,5,1327,98.08259587,10,40,,,
"Nu: 0.9, Gamma: 0.05",7,17,5,1327,98.37758112,10,40,,,
"Nu: 0.9, Gamma: 0.0625",8,16,3,1329,98.59882006,10,40,,,
"Nu: 0.9, Gamma: 0.1",14,10,1,1331,99.18879056,10,40,,,
"Nu: 0.9, Gamma: 0.2",18,6,1,1331,99.48377581,10,40,,,
"Nu: 0.9, Gamma: 0.5",14,10,1,1331,99.18879056,10,40,,,
"Nu: 0.9, Gamma: 0.7",7,17,0,1332,98.74631268,10,40,,,
"Nu: 0.9, Gamma: 0.9",5,19,0,1332,98.59882006,10,40,,,
"Nu: 0.9, Gamma: 0.99",4,20,0,1332,98.52507375,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,24,3,1329,98.00884956,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,24,3,1329,98.00884956,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,24,3,1329,98.00884956,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,24,3,1329,98.00884956,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,24,3,1329,98.00884956,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,24,0,1332,98.2300885,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,24,0,1332,98.2300885,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,24,0,1332,98.2300885,10,40,,,
"Nu: 0.99, Gamma: 0.2",2,22,0,1332,98.37758112,10,40,,,
"Nu: 0.99, Gamma: 0.5",2,22,0,1332,98.37758112,10,40,,,
"Nu: 0.99, Gamma: 0.7",2,22,0,1332,98.37758112,10,40,,,
"Nu: 0.99, Gamma: 0.9",2,22,0,1332,98.37758112,10,40,,,
"Nu: 0.99, Gamma: 0.99",2,22,0,1332,98.37758112,10,40,,,
,,,,,,,,,,
Target Class: facesim_MRU,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",115,19,225,6,33.15068493,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",129,5,228,3,36.16438356,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.0001, Gamma: 0.005",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.0001, Gamma: 0.05",134,0,231,0,36.71232877,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",134,0,231,0,36.71232877,10,40,,,
"Nu: 0.0001, Gamma: 0.1",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.0001, Gamma: 0.2",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.0001, Gamma: 0.5",134,0,229,2,37.26027397,10,40,,,
"Nu: 0.0001, Gamma: 0.7",134,0,208,23,43.01369863,10,40,,,
"Nu: 0.0001, Gamma: 0.9",134,0,204,27,44.10958904,10,40,,,
"Nu: 0.0001, Gamma: 0.99",134,0,199,32,45.47945205,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",134,0,231,0,36.71232877,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",134,0,231,0,36.71232877,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",134,0,231,0,36.71232877,10,40,,,
"Nu: 0.0002, Gamma: 0.005",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.0002, Gamma: 0.05",134,0,231,0,36.71232877,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.0002, Gamma: 0.1",134,0,231,0,36.71232877,10,40,,,
"Nu: 0.0002, Gamma: 0.2",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.0002, Gamma: 0.5",134,0,229,2,37.26027397,10,40,,,
"Nu: 0.0002, Gamma: 0.7",134,0,208,23,43.01369863,10,40,,,
"Nu: 0.0002, Gamma: 0.9",134,0,205,26,43.83561644,10,40,,,
"Nu: 0.0002, Gamma: 0.99",134,0,199,32,45.47945205,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.0003, Gamma: 0.005",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.0003, Gamma: 0.05",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.0003, Gamma: 0.1",134,0,231,0,36.71232877,10,40,,,
"Nu: 0.0003, Gamma: 0.2",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.0003, Gamma: 0.5",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.0003, Gamma: 0.7",134,0,208,23,43.01369863,10,40,,,
"Nu: 0.0003, Gamma: 0.9",134,0,204,27,44.10958904,10,40,,,
"Nu: 0.0003, Gamma: 0.99",134,0,199,32,45.47945205,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",134,0,231,0,36.71232877,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",134,0,231,0,36.71232877,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.0004, Gamma: 0.005",134,0,231,0,36.71232877,10,40,,,
"Nu: 0.0004, Gamma: 0.05",134,0,231,0,36.71232877,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.0004, Gamma: 0.1",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.0004, Gamma: 0.2",134,0,231,0,36.71232877,10,40,,,
"Nu: 0.0004, Gamma: 0.5",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.0004, Gamma: 0.7",134,0,207,24,43.28767123,10,40,,,
"Nu: 0.0004, Gamma: 0.9",134,0,204,27,44.10958904,10,40,,,
"Nu: 0.0004, Gamma: 0.99",134,0,199,32,45.47945205,10,40,,,
"Nu: 0.005, Gamma: 0.0001",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.005, Gamma: 0.0002",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.005, Gamma: 0.0003",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.005, Gamma: 0.0004",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.005, Gamma: 0.005",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.005, Gamma: 0.05",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.005, Gamma: 0.0625",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.005, Gamma: 0.1",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.005, Gamma: 0.2",134,0,230,1,36.98630137,10,40,,,
"Nu: 0.005, Gamma: 0.5",134,0,229,2,37.26027397,10,40,,,
"Nu: 0.005, Gamma: 0.7",134,0,210,21,42.46575342,10,40,,,
"Nu: 0.005, Gamma: 0.9",134,0,205,26,43.83561644,10,40,,,
"Nu: 0.005, Gamma: 0.99",134,0,204,27,44.10958904,10,40,,,
"Nu: 0.05, Gamma: 0.0001",129,5,229,2,35.89041096,10,40,,,
"Nu: 0.05, Gamma: 0.0002",129,5,229,2,35.89041096,10,40,,,
"Nu: 0.05, Gamma: 0.0003",129,5,229,2,35.89041096,10,40,,,
"Nu: 0.05, Gamma: 0.0004",129,5,229,2,35.89041096,10,40,,,
"Nu: 0.05, Gamma: 0.005",129,5,229,2,35.89041096,10,40,,,
"Nu: 0.05, Gamma: 0.05",129,5,229,2,35.89041096,10,40,,,
"Nu: 0.05, Gamma: 0.0625",129,5,229,2,35.89041096,10,40,,,
"Nu: 0.05, Gamma: 0.1",129,5,229,2,35.89041096,10,40,,,
"Nu: 0.05, Gamma: 0.2",131,3,230,1,36.16438356,10,40,,,
"Nu: 0.05, Gamma: 0.5",132,2,226,5,37.53424658,10,40,,,
"Nu: 0.05, Gamma: 0.7",132,2,203,28,43.83561644,10,40,,,
"Nu: 0.05, Gamma: 0.9",132,2,199,32,44.93150685,10,40,,,
"Nu: 0.05, Gamma: 0.99",132,2,195,36,46.02739726,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",128,6,229,2,35.61643836,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",128,6,229,2,35.61643836,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",128,6,229,2,35.61643836,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",128,6,229,2,35.61643836,10,40,,,
"Nu: 0.0625, Gamma: 0.005",128,6,229,2,35.61643836,10,40,,,
"Nu: 0.0625, Gamma: 0.05",129,5,229,2,35.89041096,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",129,5,229,2,35.89041096,10,40,,,
"Nu: 0.0625, Gamma: 0.1",129,5,229,2,35.89041096,10,40,,,
"Nu: 0.0625, Gamma: 0.2",129,5,229,2,35.89041096,10,40,,,
"Nu: 0.0625, Gamma: 0.5",131,3,226,5,37.26027397,10,40,,,
"Nu: 0.0625, Gamma: 0.7",131,3,203,28,43.56164384,10,40,,,
"Nu: 0.0625, Gamma: 0.9",132,2,199,32,44.93150685,10,40,,,
"Nu: 0.0625, Gamma: 0.99",132,2,194,37,46.30136986,10,40,,,
"Nu: 0.1, Gamma: 0.0001",124,10,227,4,35.06849315,10,40,,,
"Nu: 0.1, Gamma: 0.0002",124,10,227,4,35.06849315,10,40,,,
"Nu: 0.1, Gamma: 0.0003",124,10,227,4,35.06849315,10,40,,,
"Nu: 0.1, Gamma: 0.0004",124,10,227,4,35.06849315,10,40,,,
"Nu: 0.1, Gamma: 0.005",124,10,227,4,35.06849315,10,40,,,
"Nu: 0.1, Gamma: 0.05",125,9,227,4,35.34246575,10,40,,,
"Nu: 0.1, Gamma: 0.0625",125,9,227,4,35.34246575,10,40,,,
"Nu: 0.1, Gamma: 0.1",128,6,227,4,36.16438356,10,40,,,
"Nu: 0.1, Gamma: 0.2",129,5,226,5,36.71232877,10,40,,,
"Nu: 0.1, Gamma: 0.5",129,5,226,5,36.71232877,10,40,,,
"Nu: 0.1, Gamma: 0.7",129,5,203,28,43.01369863,10,40,,,
"Nu: 0.1, Gamma: 0.9",131,3,199,32,44.65753425,10,40,,,
"Nu: 0.1, Gamma: 0.99",131,3,195,36,45.75342466,10,40,,,
"Nu: 0.2, Gamma: 0.0001",113,21,225,6,32.60273973,10,40,,,
"Nu: 0.2, Gamma: 0.0002",112,22,225,6,32.32876712,10,40,,,
"Nu: 0.2, Gamma: 0.0003",113,21,225,6,32.60273973,10,40,,,
"Nu: 0.2, Gamma: 0.0004",113,21,225,6,32.60273973,10,40,,,
"Nu: 0.2, Gamma: 0.005",113,21,225,6,32.60273973,10,40,,,
"Nu: 0.2, Gamma: 0.05",116,18,225,6,33.42465753,10,40,,,
"Nu: 0.2, Gamma: 0.0625",117,17,225,6,33.69863014,10,40,,,
"Nu: 0.2, Gamma: 0.1",117,17,226,5,33.42465753,10,40,,,
"Nu: 0.2, Gamma: 0.2",123,11,199,32,42.46575342,10,40,,,
"Nu: 0.2, Gamma: 0.5",124,10,202,29,41.91780822,10,40,,,
"Nu: 0.2, Gamma: 0.7",129,5,191,40,46.30136986,10,40,,,
"Nu: 0.2, Gamma: 0.9",129,5,191,40,46.30136986,10,40,,,
"Nu: 0.2, Gamma: 0.99",129,5,191,40,46.30136986,10,40,,,
"Nu: 0.5, Gamma: 0.0001",67,67,185,46,30.95890411,10,40,,,
"Nu: 0.5, Gamma: 0.0002",67,67,185,46,30.95890411,10,40,,,
"Nu: 0.5, Gamma: 0.0003",67,67,185,46,30.95890411,10,40,,,
"Nu: 0.5, Gamma: 0.0004",67,67,185,46,30.95890411,10,40,,,
"Nu: 0.5, Gamma: 0.005",67,67,184,47,31.23287671,10,40,,,
"Nu: 0.5, Gamma: 0.05",67,67,183,48,31.50684932,10,40,,,
"Nu: 0.5, Gamma: 0.0625",68,66,183,48,31.78082192,10,40,,,
"Nu: 0.5, Gamma: 0.1",68,66,181,50,32.32876712,10,40,,,
"Nu: 0.5, Gamma: 0.2",69,65,179,52,33.15068493,10,40,,,
"Nu: 0.5, Gamma: 0.5",95,39,174,57,41.64383562,10,40,,,
"Nu: 0.5, Gamma: 0.7",106,28,168,63,46.30136986,10,40,,,
"Nu: 0.5, Gamma: 0.9",111,23,162,69,49.31506849,10,40,,,
"Nu: 0.5, Gamma: 0.99",112,22,161,70,49.8630137,10,40,,,
"Nu: 0.7, Gamma: 0.0001",38,96,10,221,70.95890411,10,40,,,
"Nu: 0.7, Gamma: 0.0002",38,96,10,221,70.95890411,10,40,,,
"Nu: 0.7, Gamma: 0.0003",38,96,10,221,70.95890411,10,40,,,
"Nu: 0.7, Gamma: 0.0004",38,96,10,221,70.95890411,10,40,,,
"Nu: 0.7, Gamma: 0.005",38,96,10,221,70.95890411,10,40,,,
"Nu: 0.7, Gamma: 0.05",39,95,10,221,71.23287671,10,40,,,
"Nu: 0.7, Gamma: 0.0625",39,95,10,221,71.23287671,10,40,,,
"Nu: 0.7, Gamma: 0.1",39,95,10,221,71.23287671,10,40,,,
"Nu: 0.7, Gamma: 0.2",40,94,10,221,71.50684932,10,40,,,
"Nu: 0.7, Gamma: 0.5",53,81,164,67,32.87671233,10,40,,,
"Nu: 0.7, Gamma: 0.7",59,75,162,69,35.06849315,10,40,,,
"Nu: 0.7, Gamma: 0.9",69,65,156,75,39.45205479,10,40,,,
"Nu: 0.7, Gamma: 0.99",81,53,154,77,43.28767123,10,40,,,
