Features: 16,,,,,,,,,,
Target Class: streamcluster,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,99.67105263,804
"Nu: 0.9, Gamma: 0.0004",3,27,9,107,75.34246575,0,40,,,
"Nu: 0.9, Gamma: 0.005",3,27,9,107,75.34246575,0,40,,,
"Nu: 0.9, Gamma: 0.05",4,26,1,115,81.50684932,0,40,,,
"Nu: 0.9, Gamma: 0.0625",4,26,1,115,81.50684932,0,40,,,
"Nu: 0.9, Gamma: 0.1",4,26,1,115,81.50684932,0,40,,,
"Nu: 0.9, Gamma: 0.2",5,25,1,115,82.19178082,0,40,,,
"Nu: 0.9, Gamma: 0.5",4,26,0,116,82.19178082,0,40,,,
"Nu: 0.9, Gamma: 0.7",3,27,0,116,81.50684932,0,40,,,
"Nu: 0.9, Gamma: 0.9",3,27,0,116,81.50684932,0,40,,,
"Nu: 0.9, Gamma: 0.99",2,28,0,116,80.82191781,0,40,,,
"Nu: 0.99, Gamma: 0.0001",0,30,0,116,79.45205479,0,40,,,
"Nu: 0.99, Gamma: 0.0002",0,30,0,116,79.45205479,0,40,,,
"Nu: 0.99, Gamma: 0.0003",0,30,0,116,79.45205479,0,40,,,
"Nu: 0.99, Gamma: 0.0004",0,30,0,116,79.45205479,0,40,,,
"Nu: 0.99, Gamma: 0.005",0,30,0,116,79.45205479,0,40,,,
"Nu: 0.99, Gamma: 0.05",0,30,0,116,79.45205479,0,40,,,
"Nu: 0.99, Gamma: 0.0625",0,30,0,116,79.45205479,0,40,,,
"Nu: 0.99, Gamma: 0.1",0,30,0,116,79.45205479,0,40,,,
"Nu: 0.99, Gamma: 0.2",0,30,0,116,79.45205479,0,40,,,
"Nu: 0.99, Gamma: 0.5",0,30,0,116,79.45205479,0,40,,,
"Nu: 0.99, Gamma: 0.7",0,30,0,116,79.45205479,0,40,,,
"Nu: 0.99, Gamma: 0.9",0,30,0,116,79.45205479,0,40,,,
"Nu: 0.99, Gamma: 0.99",0,30,0,116,79.45205479,0,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: streamcluster,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,12,0,292,96.05263158,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,12,0,292,96.05263158,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,12,0,292,96.05263158,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,12,0,292,96.05263158,10,40,,,
"Nu: 0.0001, Gamma: 0.005",12,0,290,2,4.605263158,10,40,,,
"Nu: 0.0001, Gamma: 0.05",12,0,290,2,4.605263158,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",12,0,290,2,4.605263158,10,40,,,
"Nu: 0.0001, Gamma: 0.1",12,0,292,0,3.947368421,10,40,,,
"Nu: 0.0001, Gamma: 0.2",12,0,240,52,21.05263158,10,40,,,
"Nu: 0.0001, Gamma: 0.5",12,0,212,80,30.26315789,10,40,,,
"Nu: 0.0001, Gamma: 0.7",12,0,197,95,35.19736842,10,40,,,
"Nu: 0.0001, Gamma: 0.9",12,0,184,108,39.47368421,10,40,,,
"Nu: 0.0001, Gamma: 0.99",12,0,175,117,42.43421053,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,12,0,292,96.05263158,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,12,0,292,96.05263158,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",12,0,292,0,3.947368421,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",12,0,292,0,3.947368421,10,40,,,
"Nu: 0.0002, Gamma: 0.005",12,0,290,2,4.605263158,10,40,,,
"Nu: 0.0002, Gamma: 0.05",12,0,290,2,4.605263158,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",12,0,290,2,4.605263158,10,40,,,
"Nu: 0.0002, Gamma: 0.1",12,0,292,0,3.947368421,10,40,,,
"Nu: 0.0002, Gamma: 0.2",12,0,240,52,21.05263158,10,40,,,
"Nu: 0.0002, Gamma: 0.5",12,0,213,79,29.93421053,10,40,,,
"Nu: 0.0002, Gamma: 0.7",12,0,196,96,35.52631579,10,40,,,
"Nu: 0.0002, Gamma: 0.9",12,0,185,107,39.14473684,10,40,,,
"Nu: 0.0002, Gamma: 0.99",12,0,175,117,42.43421053,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",4,8,0,292,97.36842105,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",12,0,290,2,4.605263158,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",12,0,290,2,4.605263158,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",12,0,290,2,4.605263158,10,40,,,
"Nu: 0.0003, Gamma: 0.005",12,0,290,2,4.605263158,10,40,,,
"Nu: 0.0003, Gamma: 0.05",12,0,292,0,3.947368421,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",12,0,292,0,3.947368421,10,40,,,
"Nu: 0.0003, Gamma: 0.1",12,0,290,2,4.605263158,10,40,,,
"Nu: 0.0003, Gamma: 0.2",12,0,238,54,21.71052632,10,40,,,
"Nu: 0.0003, Gamma: 0.5",12,0,213,79,29.93421053,10,40,,,
"Nu: 0.0003, Gamma: 0.7",12,0,195,97,35.85526316,10,40,,,
"Nu: 0.0003, Gamma: 0.9",12,0,185,107,39.14473684,10,40,,,
"Nu: 0.0003, Gamma: 0.99",12,0,174,118,42.76315789,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",1,11,0,292,96.38157895,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",12,0,290,2,4.605263158,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",12,0,290,2,4.605263158,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",12,0,290,2,4.605263158,10,40,,,
"Nu: 0.0004, Gamma: 0.005",12,0,292,0,3.947368421,10,40,,,
"Nu: 0.0004, Gamma: 0.05",12,0,292,0,3.947368421,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",12,0,290,2,4.605263158,10,40,,,
"Nu: 0.0004, Gamma: 0.1",12,0,290,2,4.605263158,10,40,,,
"Nu: 0.0004, Gamma: 0.2",12,0,238,54,21.71052632,10,40,,,
"Nu: 0.0004, Gamma: 0.5",12,0,212,80,30.26315789,10,40,,,
"Nu: 0.0004, Gamma: 0.7",12,0,198,94,34.86842105,10,40,,,
"Nu: 0.0004, Gamma: 0.9",12,0,185,107,39.14473684,10,40,,,
"Nu: 0.0004, Gamma: 0.99",12,0,173,119,43.09210526,10,40,,,
"Nu: 0.005, Gamma: 0.0001",12,0,290,2,4.605263158,10,40,,,
"Nu: 0.005, Gamma: 0.0002",12,0,292,0,3.947368421,10,40,,,
"Nu: 0.005, Gamma: 0.0003",12,0,292,0,3.947368421,10,40,,,
"Nu: 0.005, Gamma: 0.0004",12,0,292,0,3.947368421,10,40,,,
"Nu: 0.005, Gamma: 0.005",12,0,290,2,4.605263158,10,40,,,
"Nu: 0.005, Gamma: 0.05",12,0,290,2,4.605263158,10,40,,,
"Nu: 0.005, Gamma: 0.0625",12,0,292,0,3.947368421,10,40,,,
"Nu: 0.005, Gamma: 0.1",12,0,276,16,9.210526316,10,40,,,
"Nu: 0.005, Gamma: 0.2",12,0,236,56,22.36842105,10,40,,,
"Nu: 0.005, Gamma: 0.5",12,0,211,81,30.59210526,10,40,,,
"Nu: 0.005, Gamma: 0.7",12,0,196,96,35.52631579,10,40,,,
"Nu: 0.005, Gamma: 0.9",12,0,185,107,39.14473684,10,40,,,
"Nu: 0.005, Gamma: 0.99",12,0,172,120,43.42105263,10,40,,,
"Nu: 0.05, Gamma: 0.0001",12,0,208,84,31.57894737,10,40,,,
"Nu: 0.05, Gamma: 0.0002",12,0,208,84,31.57894737,10,40,,,
"Nu: 0.05, Gamma: 0.0003",12,0,208,84,31.57894737,10,40,,,
"Nu: 0.05, Gamma: 0.0004",12,0,208,84,31.57894737,10,40,,,
"Nu: 0.05, Gamma: 0.005",12,0,208,84,31.57894737,10,40,,,
"Nu: 0.05, Gamma: 0.05",12,0,207,85,31.90789474,10,40,,,
"Nu: 0.05, Gamma: 0.0625",12,0,206,86,32.23684211,10,40,,,
"Nu: 0.05, Gamma: 0.1",12,0,206,86,32.23684211,10,40,,,
"Nu: 0.05, Gamma: 0.2",12,0,196,96,35.52631579,10,40,,,
"Nu: 0.05, Gamma: 0.5",12,0,150,142,50.65789474,10,40,,,
"Nu: 0.05, Gamma: 0.7",12,0,136,156,55.26315789,10,40,,,
"Nu: 0.05, Gamma: 0.9",12,0,145,147,52.30263158,10,40,,,
"Nu: 0.05, Gamma: 0.99",12,0,141,151,53.61842105,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",12,0,205,87,32.56578947,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",12,0,205,87,32.56578947,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",12,0,205,87,32.56578947,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",12,0,205,87,32.56578947,10,40,,,
"Nu: 0.0625, Gamma: 0.005",12,0,205,87,32.56578947,10,40,,,
"Nu: 0.0625, Gamma: 0.05",12,0,205,87,32.56578947,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",12,0,205,87,32.56578947,10,40,,,
"Nu: 0.0625, Gamma: 0.1",12,0,204,88,32.89473684,10,40,,,
"Nu: 0.0625, Gamma: 0.2",12,0,192,100,36.84210526,10,40,,,
"Nu: 0.0625, Gamma: 0.5",12,0,148,144,51.31578947,10,40,,,
"Nu: 0.0625, Gamma: 0.7",12,0,135,157,55.59210526,10,40,,,
"Nu: 0.0625, Gamma: 0.9",12,0,122,170,59.86842105,10,40,,,
"Nu: 0.0625, Gamma: 0.99",12,0,118,174,61.18421053,10,40,,,
"Nu: 0.1, Gamma: 0.0001",11,1,164,128,45.72368421,10,40,,,
"Nu: 0.1, Gamma: 0.0002",11,1,164,128,45.72368421,10,40,,,
"Nu: 0.1, Gamma: 0.0003",11,1,164,128,45.72368421,10,40,,,
"Nu: 0.1, Gamma: 0.0004",11,1,164,128,45.72368421,10,40,,,
"Nu: 0.1, Gamma: 0.005",11,1,164,128,45.72368421,10,40,,,
"Nu: 0.1, Gamma: 0.05",11,1,156,136,48.35526316,10,40,,,
"Nu: 0.1, Gamma: 0.0625",11,1,154,138,49.01315789,10,40,,,
"Nu: 0.1, Gamma: 0.1",11,1,147,145,51.31578947,10,40,,,
"Nu: 0.1, Gamma: 0.2",12,0,83,209,72.69736842,10,40,,,
"Nu: 0.1, Gamma: 0.5",12,0,132,160,56.57894737,10,40,,,
"Nu: 0.1, Gamma: 0.7",12,0,122,170,59.86842105,10,40,,,
"Nu: 0.1, Gamma: 0.9",12,0,115,177,62.17105263,10,40,,,
"Nu: 0.1, Gamma: 0.99",12,0,109,183,64.14473684,10,40,,,
"Nu: 0.2, Gamma: 0.0001",10,2,39,253,86.51315789,10,40,,,
"Nu: 0.2, Gamma: 0.0002",10,2,39,253,86.51315789,10,40,,,
"Nu: 0.2, Gamma: 0.0003",10,2,39,253,86.51315789,10,40,,,
"Nu: 0.2, Gamma: 0.0004",10,2,39,253,86.51315789,10,40,,,
"Nu: 0.2, Gamma: 0.005",10,2,39,253,86.51315789,10,40,,,
"Nu: 0.2, Gamma: 0.05",10,2,39,253,86.51315789,10,40,,,
"Nu: 0.2, Gamma: 0.0625",10,2,39,253,86.51315789,10,40,,,
"Nu: 0.2, Gamma: 0.1",10,2,38,254,86.84210526,10,40,,,
"Nu: 0.2, Gamma: 0.2",10,2,32,260,88.81578947,10,40,,,
"Nu: 0.2, Gamma: 0.5",11,1,5,287,98.02631579,10,40,,,
"Nu: 0.2, Gamma: 0.7",11,1,2,290,99.01315789,10,40,,,
"Nu: 0.2, Gamma: 0.9",12,0,1,291,99.67105263,10,40,,,
"Nu: 0.2, Gamma: 0.99",12,0,4,288,98.68421053,10,40,,,
"Nu: 0.5, Gamma: 0.0001",8,4,2,290,98.02631579,10,40,,,
"Nu: 0.5, Gamma: 0.0002",8,4,2,290,98.02631579,10,40,,,
"Nu: 0.5, Gamma: 0.0003",8,4,2,290,98.02631579,10,40,,,
"Nu: 0.5, Gamma: 0.0004",8,4,2,290,98.02631579,10,40,,,
"Nu: 0.5, Gamma: 0.005",8,4,2,290,98.02631579,10,40,,,
"Nu: 0.5, Gamma: 0.05",9,3,0,292,99.01315789,10,40,,,
"Nu: 0.5, Gamma: 0.0625",9,3,0,292,99.01315789,10,40,,,
"Nu: 0.5, Gamma: 0.1",9,3,0,292,99.01315789,10,40,,,
"Nu: 0.5, Gamma: 0.2",9,3,0,292,99.01315789,10,40,,,
"Nu: 0.5, Gamma: 0.5",9,3,0,292,99.01315789,10,40,,,
"Nu: 0.5, Gamma: 0.7",9,3,0,292,99.01315789,10,40,,,
"Nu: 0.5, Gamma: 0.9",9,3,0,292,99.01315789,10,40,,,
"Nu: 0.5, Gamma: 0.99",9,3,0,292,99.01315789,10,40,,,
"Nu: 0.7, Gamma: 0.0001",5,7,0,292,97.69736842,10,40,,,
"Nu: 0.7, Gamma: 0.0002",5,7,0,292,97.69736842,10,40,,,
"Nu: 0.7, Gamma: 0.0003",5,7,0,292,97.69736842,10,40,,,
"Nu: 0.7, Gamma: 0.0004",5,7,0,292,97.69736842,10,40,,,
"Nu: 0.7, Gamma: 0.005",5,7,0,292,97.69736842,10,40,,,
"Nu: 0.7, Gamma: 0.05",5,7,0,292,97.69736842,10,40,,,
"Nu: 0.7, Gamma: 0.0625",5,7,0,292,97.69736842,10,40,,,
"Nu: 0.7, Gamma: 0.1",5,7,0,292,97.69736842,10,40,,,
"Nu: 0.7, Gamma: 0.2",5,7,0,292,97.69736842,10,40,,,
"Nu: 0.7, Gamma: 0.5",6,6,0,292,98.02631579,10,40,,,
"Nu: 0.7, Gamma: 0.7",6,6,0,292,98.02631579,10,40,,,
"Nu: 0.7, Gamma: 0.9",6,6,0,292,98.02631579,10,40,,,
"Nu: 0.7, Gamma: 0.99",6,6,0,292,98.02631579,10,40,,,
"Nu: 0.9, Gamma: 0.0001",3,9,0,292,97.03947368,10,40,,,
"Nu: 0.9, Gamma: 0.0002",3,9,0,292,97.03947368,10,40,,,
"Nu: 0.9, Gamma: 0.0003",3,9,0,292,97.03947368,10,40,,,
"Nu: 0.9, Gamma: 0.0004",3,9,0,292,97.03947368,10,40,,,
"Nu: 0.9, Gamma: 0.005",3,9,0,292,97.03947368,10,40,,,
"Nu: 0.9, Gamma: 0.05",3,9,0,292,97.03947368,10,40,,,
"Nu: 0.9, Gamma: 0.0625",3,9,0,292,97.03947368,10,40,,,
"Nu: 0.9, Gamma: 0.1",3,9,0,292,97.03947368,10,40,,,
"Nu: 0.9, Gamma: 0.2",3,9,0,292,97.03947368,10,40,,,
"Nu: 0.9, Gamma: 0.5",3,9,0,292,97.03947368,10,40,,,
"Nu: 0.9, Gamma: 0.7",3,9,0,292,97.03947368,10,40,,,
"Nu: 0.9, Gamma: 0.9",3,9,0,292,97.03947368,10,40,,,
"Nu: 0.9, Gamma: 0.99",3,9,0,292,97.03947368,10,40,,,
"Nu: 0.99, Gamma: 0.0001",1,11,0,292,96.38157895,10,40,,,
"Nu: 0.99, Gamma: 0.0002",1,11,0,292,96.38157895,10,40,,,
"Nu: 0.99, Gamma: 0.0003",1,11,0,292,96.38157895,10,40,,,
"Nu: 0.99, Gamma: 0.0004",1,11,0,292,96.38157895,10,40,,,
"Nu: 0.99, Gamma: 0.005",1,11,0,292,96.38157895,10,40,,,
"Nu: 0.99, Gamma: 0.05",1,11,0,292,96.38157895,10,40,,,
"Nu: 0.99, Gamma: 0.0625",1,11,0,292,96.38157895,10,40,,,
"Nu: 0.99, Gamma: 0.1",1,11,0,292,96.38157895,10,40,,,
"Nu: 0.99, Gamma: 0.2",1,11,0,292,96.38157895,10,40,,,
"Nu: 0.99, Gamma: 0.5",2,10,0,292,96.71052632,10,40,,,
"Nu: 0.99, Gamma: 0.7",2,10,0,292,96.71052632,10,40,,,
"Nu: 0.99, Gamma: 0.9",2,10,0,292,96.71052632,10,40,,,
"Nu: 0.99, Gamma: 0.99",2,10,0,292,96.71052632,10,40,,,
,,,,,,,,,,
Target Class: streamcluster_Pipeline,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",12,18,3,113,85.61643836,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",21,9,110,6,18.49315068,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",30,0,112,4,23.28767123,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",30,0,115,1,21.23287671,10,40,,,
"Nu: 0.0001, Gamma: 0.005",30,0,115,1,21.23287671,10,40,,,
"Nu: 0.0001, Gamma: 0.05",30,0,114,2,21.91780822,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",30,0,111,5,23.97260274,10,40,,,
"Nu: 0.0001, Gamma: 0.1",30,0,107,9,26.71232877,10,40,,,
"Nu: 0.0001, Gamma: 0.2",30,0,74,42,49.31506849,10,40,,,
"Nu: 0.0001, Gamma: 0.5",30,0,22,94,84.93150685,10,40,,,
"Nu: 0.0001, Gamma: 0.7",30,0,22,94,84.93150685,10,40,,,
"Nu: 0.0001, Gamma: 0.9",30,0,16,100,89.04109589,10,40,,,
"Nu: 0.0001, Gamma: 0.99",30,0,14,102,90.4109589,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",13,17,98,18,21.23287671,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",23,7,105,11,23.28767123,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",30,0,111,5,23.97260274,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",30,0,111,5,23.97260274,10,40,,,
"Nu: 0.0002, Gamma: 0.005",30,0,114,2,21.91780822,10,40,,,
"Nu: 0.0002, Gamma: 0.05",30,0,112,4,23.28767123,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",30,0,111,5,23.97260274,10,40,,,
"Nu: 0.0002, Gamma: 0.1",30,0,108,8,26.02739726,10,40,,,
"Nu: 0.0002, Gamma: 0.2",30,0,76,40,47.94520548,10,40,,,
"Nu: 0.0002, Gamma: 0.5",30,0,23,93,84.24657534,10,40,,,
"Nu: 0.0002, Gamma: 0.7",30,0,22,94,84.93150685,10,40,,,
"Nu: 0.0002, Gamma: 0.9",30,0,17,99,88.35616438,10,40,,,
"Nu: 0.0002, Gamma: 0.99",30,0,14,102,90.4109589,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",27,3,108,8,23.97260274,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",30,0,115,1,21.23287671,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",30,0,114,2,21.91780822,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",30,0,114,2,21.91780822,10,40,,,
"Nu: 0.0003, Gamma: 0.005",30,0,115,1,21.23287671,10,40,,,
"Nu: 0.0003, Gamma: 0.05",30,0,113,3,22.60273973,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",30,0,111,5,23.97260274,10,40,,,
"Nu: 0.0003, Gamma: 0.1",30,0,107,9,26.71232877,10,40,,,
"Nu: 0.0003, Gamma: 0.2",30,0,75,41,48.63013699,10,40,,,
"Nu: 0.0003, Gamma: 0.5",30,0,23,93,84.24657534,10,40,,,
"Nu: 0.0003, Gamma: 0.7",30,0,22,94,84.93150685,10,40,,,
"Nu: 0.0003, Gamma: 0.9",30,0,17,99,88.35616438,10,40,,,
"Nu: 0.0003, Gamma: 0.99",30,0,13,103,91.09589041,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",22,8,103,13,23.97260274,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",30,0,114,2,21.91780822,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",30,0,115,1,21.23287671,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",30,0,115,1,21.23287671,10,40,,,
"Nu: 0.0004, Gamma: 0.005",30,0,115,1,21.23287671,10,40,,,
"Nu: 0.0004, Gamma: 0.05",30,0,113,3,22.60273973,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",30,0,111,5,23.97260274,10,40,,,
"Nu: 0.0004, Gamma: 0.1",30,0,108,8,26.02739726,10,40,,,
"Nu: 0.0004, Gamma: 0.2",30,0,76,40,47.94520548,10,40,,,
"Nu: 0.0004, Gamma: 0.5",30,0,23,93,84.24657534,10,40,,,
"Nu: 0.0004, Gamma: 0.7",30,0,23,93,84.24657534,10,40,,,
"Nu: 0.0004, Gamma: 0.9",30,0,16,100,89.04109589,10,40,,,
"Nu: 0.0004, Gamma: 0.99",30,0,14,102,90.4109589,10,40,,,
"Nu: 0.005, Gamma: 0.0001",30,0,115,1,21.23287671,10,40,,,
"Nu: 0.005, Gamma: 0.0002",30,0,115,1,21.23287671,10,40,,,
"Nu: 0.005, Gamma: 0.0003",30,0,115,1,21.23287671,10,40,,,
"Nu: 0.005, Gamma: 0.0004",30,0,114,2,21.91780822,10,40,,,
"Nu: 0.005, Gamma: 0.005",30,0,115,1,21.23287671,10,40,,,
"Nu: 0.005, Gamma: 0.05",30,0,113,3,22.60273973,10,40,,,
"Nu: 0.005, Gamma: 0.0625",30,0,112,4,23.28767123,10,40,,,
"Nu: 0.005, Gamma: 0.1",30,0,107,9,26.71232877,10,40,,,
"Nu: 0.005, Gamma: 0.2",30,0,71,45,51.36986301,10,40,,,
"Nu: 0.005, Gamma: 0.5",30,0,22,94,84.93150685,10,40,,,
"Nu: 0.005, Gamma: 0.7",30,0,23,93,84.24657534,10,40,,,
"Nu: 0.005, Gamma: 0.9",30,0,15,101,89.7260274,10,40,,,
"Nu: 0.005, Gamma: 0.99",30,0,11,105,92.46575342,10,40,,,
"Nu: 0.05, Gamma: 0.0001",30,0,110,6,24.65753425,10,40,,,
"Nu: 0.05, Gamma: 0.0002",30,0,110,6,24.65753425,10,40,,,
"Nu: 0.05, Gamma: 0.0003",30,0,110,6,24.65753425,10,40,,,
"Nu: 0.05, Gamma: 0.0004",30,0,110,6,24.65753425,10,40,,,
"Nu: 0.05, Gamma: 0.005",30,0,110,6,24.65753425,10,40,,,
"Nu: 0.05, Gamma: 0.05",30,0,108,8,26.02739726,10,40,,,
"Nu: 0.05, Gamma: 0.0625",30,0,108,8,26.02739726,10,40,,,
"Nu: 0.05, Gamma: 0.1",30,0,102,14,30.1369863,10,40,,,
"Nu: 0.05, Gamma: 0.2",30,0,45,71,69.17808219,10,40,,,
"Nu: 0.05, Gamma: 0.5",30,0,18,98,87.67123288,10,40,,,
"Nu: 0.05, Gamma: 0.7",30,0,14,102,90.4109589,10,40,,,
"Nu: 0.05, Gamma: 0.9",30,0,10,106,93.15068493,10,40,,,
"Nu: 0.05, Gamma: 0.99",30,0,8,108,94.52054795,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",30,0,109,7,25.34246575,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",30,0,109,7,25.34246575,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",30,0,109,7,25.34246575,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",30,0,109,7,25.34246575,10,40,,,
"Nu: 0.0625, Gamma: 0.005",30,0,108,8,26.02739726,10,40,,,
"Nu: 0.0625, Gamma: 0.05",30,0,107,9,26.71232877,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",30,0,105,11,28.08219178,10,40,,,
"Nu: 0.0625, Gamma: 0.1",30,0,101,15,30.82191781,10,40,,,
"Nu: 0.0625, Gamma: 0.2",30,0,44,72,69.8630137,10,40,,,
"Nu: 0.0625, Gamma: 0.5",30,0,17,99,88.35616438,10,40,,,
"Nu: 0.0625, Gamma: 0.7",30,0,11,105,92.46575342,10,40,,,
"Nu: 0.0625, Gamma: 0.9",30,0,8,108,94.52054795,10,40,,,
"Nu: 0.0625, Gamma: 0.99",30,0,8,108,94.52054795,10,40,,,
"Nu: 0.1, Gamma: 0.0001",30,0,108,8,26.02739726,10,40,,,
"Nu: 0.1, Gamma: 0.0002",30,0,108,8,26.02739726,10,40,,,
"Nu: 0.1, Gamma: 0.0003",30,0,108,8,26.02739726,10,40,,,
"Nu: 0.1, Gamma: 0.0004",30,0,108,8,26.02739726,10,40,,,
"Nu: 0.1, Gamma: 0.005",30,0,108,8,26.02739726,10,40,,,
"Nu: 0.1, Gamma: 0.05",30,0,106,10,27.39726027,10,40,,,
"Nu: 0.1, Gamma: 0.0625",30,0,105,11,28.08219178,10,40,,,
"Nu: 0.1, Gamma: 0.1",30,0,100,16,31.50684932,10,40,,,
"Nu: 0.1, Gamma: 0.2",30,0,44,72,69.8630137,10,40,,,
"Nu: 0.1, Gamma: 0.5",30,0,8,108,94.52054795,10,40,,,
"Nu: 0.1, Gamma: 0.7",30,0,7,109,95.20547945,10,40,,,
"Nu: 0.1, Gamma: 0.9",30,0,4,112,97.26027397,10,40,,,
"Nu: 0.1, Gamma: 0.99",30,0,3,113,97.94520548,10,40,,,
"Nu: 0.2, Gamma: 0.0001",28,2,106,10,26.02739726,10,40,,,
"Nu: 0.2, Gamma: 0.0002",28,2,106,10,26.02739726,10,40,,,
"Nu: 0.2, Gamma: 0.0003",28,2,106,10,26.02739726,10,40,,,
"Nu: 0.2, Gamma: 0.0004",28,2,106,10,26.02739726,10,40,,,
"Nu: 0.2, Gamma: 0.005",28,2,106,10,26.02739726,10,40,,,
"Nu: 0.2, Gamma: 0.05",28,2,104,12,27.39726027,10,40,,,
"Nu: 0.2, Gamma: 0.0625",28,2,103,13,28.08219178,10,40,,,
"Nu: 0.2, Gamma: 0.1",28,2,100,16,30.1369863,10,40,,,
"Nu: 0.2, Gamma: 0.2",28,2,43,73,69.17808219,10,40,,,
"Nu: 0.2, Gamma: 0.5",30,0,1,115,99.31506849,10,40,,,
"Nu: 0.2, Gamma: 0.7",30,0,1,115,99.31506849,10,40,,,
"Nu: 0.2, Gamma: 0.9",30,0,1,115,99.31506849,10,40,,,
"Nu: 0.2, Gamma: 0.99",30,0,1,115,99.31506849,10,40,,,
"Nu: 0.5, Gamma: 0.0001",15,15,102,14,19.8630137,10,40,,,
"Nu: 0.5, Gamma: 0.0002",15,15,102,14,19.8630137,10,40,,,
"Nu: 0.5, Gamma: 0.0003",15,15,102,14,19.8630137,10,40,,,
"Nu: 0.5, Gamma: 0.0004",15,15,102,14,19.8630137,10,40,,,
"Nu: 0.5, Gamma: 0.005",15,15,102,14,19.8630137,10,40,,,
"Nu: 0.5, Gamma: 0.05",15,15,99,17,21.91780822,10,40,,,
"Nu: 0.5, Gamma: 0.0625",15,15,99,17,21.91780822,10,40,,,
"Nu: 0.5, Gamma: 0.1",15,15,97,19,23.28767123,10,40,,,
"Nu: 0.5, Gamma: 0.2",18,12,32,84,69.8630137,10,40,,,
"Nu: 0.5, Gamma: 0.5",27,3,1,115,97.26027397,10,40,,,
"Nu: 0.5, Gamma: 0.7",26,4,0,116,97.26027397,10,40,,,
"Nu: 0.5, Gamma: 0.9",24,6,0,116,95.89041096,10,40,,,
"Nu: 0.5, Gamma: 0.99",24,6,0,116,95.89041096,10,40,,,
"Nu: 0.7, Gamma: 0.0001",7,23,91,25,21.91780822,10,40,,,
"Nu: 0.7, Gamma: 0.0002",7,23,91,25,21.91780822,10,40,,,
"Nu: 0.7, Gamma: 0.0003",7,23,91,25,21.91780822,10,40,,,
"Nu: 0.7, Gamma: 0.0004",7,23,91,25,21.91780822,10,40,,,
"Nu: 0.7, Gamma: 0.005",7,23,88,28,23.97260274,10,40,,,
"Nu: 0.7, Gamma: 0.05",7,23,72,44,34.93150685,10,40,,,
"Nu: 0.7, Gamma: 0.0625",7,23,69,47,36.98630137,10,40,,,
"Nu: 0.7, Gamma: 0.1",8,22,57,59,45.89041096,10,40,,,
