Features: 16,,,,,,,,,,
Target Class: facesim,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,99.302866,128
"Nu: 0.7, Gamma: 0.9",73,54,147,83,43.69747899,10,40,,,
"Nu: 0.7, Gamma: 0.99",73,54,147,83,43.69747899,10,40,,,
"Nu: 0.9, Gamma: 0.0001",17,110,6,224,67.5070028,10,40,,,
"Nu: 0.9, Gamma: 0.0002",17,110,6,224,67.5070028,10,40,,,
"Nu: 0.9, Gamma: 0.0003",17,110,6,224,67.5070028,10,40,,,
"Nu: 0.9, Gamma: 0.0004",17,110,6,224,67.5070028,10,40,,,
"Nu: 0.9, Gamma: 0.005",17,110,6,224,67.5070028,10,40,,,
"Nu: 0.9, Gamma: 0.05",21,106,3,227,69.46778711,10,40,,,
"Nu: 0.9, Gamma: 0.0625",21,106,3,227,69.46778711,10,40,,,
"Nu: 0.9, Gamma: 0.1",21,106,0,230,70.30812325,10,40,,,
"Nu: 0.9, Gamma: 0.2",29,98,0,230,72.54901961,10,40,,,
"Nu: 0.9, Gamma: 0.5",20,107,1,229,69.74789916,10,40,,,
"Nu: 0.9, Gamma: 0.7",15,112,140,90,29.41176471,10,40,,,
"Nu: 0.9, Gamma: 0.9",15,112,147,83,27.45098039,10,40,,,
"Nu: 0.9, Gamma: 0.99",14,113,147,83,27.17086835,10,40,,,
"Nu: 0.99, Gamma: 0.0001",8,119,0,230,66.66666667,10,40,,,
"Nu: 0.99, Gamma: 0.0002",8,119,0,230,66.66666667,10,40,,,
"Nu: 0.99, Gamma: 0.0003",8,119,0,230,66.66666667,10,40,,,
"Nu: 0.99, Gamma: 0.0004",8,119,0,230,66.66666667,10,40,,,
"Nu: 0.99, Gamma: 0.005",8,119,0,230,66.66666667,10,40,,,
"Nu: 0.99, Gamma: 0.05",9,118,0,230,66.94677871,10,40,,,
"Nu: 0.99, Gamma: 0.0625",10,117,0,230,67.22689076,10,40,,,
"Nu: 0.99, Gamma: 0.1",9,118,0,230,66.94677871,10,40,,,
"Nu: 0.99, Gamma: 0.2",6,121,0,230,66.10644258,10,40,,,
"Nu: 0.99, Gamma: 0.5",4,123,0,230,65.54621849,10,40,,,
"Nu: 0.99, Gamma: 0.7",1,126,0,230,64.70588235,10,40,,,
"Nu: 0.99, Gamma: 0.9",1,126,0,230,64.70588235,10,40,,,
"Nu: 0.99, Gamma: 0.99",1,126,0,230,64.70588235,10,40,,,
