Features: 16,,,,,,,,,,
Target Class: facesim,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,99.302866,128
"Nu: 0.9, Gamma: 0.5",7,120,0,230,66.38655462,0,40,,,
"Nu: 0.9, Gamma: 0.7",5,122,140,90,26.61064426,0,40,,,
"Nu: 0.9, Gamma: 0.9",6,121,140,90,26.8907563,0,40,,,
"Nu: 0.9, Gamma: 0.99",6,121,140,90,26.8907563,0,40,,,
"Nu: 0.99, Gamma: 0.0001",2,125,0,230,64.9859944,0,40,,,
"Nu: 0.99, Gamma: 0.0002",2,125,0,230,64.9859944,0,40,,,
"Nu: 0.99, Gamma: 0.0003",2,125,0,230,64.9859944,0,40,,,
"Nu: 0.99, Gamma: 0.0004",2,125,0,230,64.9859944,0,40,,,
"Nu: 0.99, Gamma: 0.005",3,124,0,230,65.26610644,0,40,,,
"Nu: 0.99, Gamma: 0.05",4,123,0,230,65.54621849,0,40,,,
"Nu: 0.99, Gamma: 0.0625",3,124,0,230,65.26610644,0,40,,,
"Nu: 0.99, Gamma: 0.1",1,126,0,230,64.70588235,0,40,,,
"Nu: 0.99, Gamma: 0.2",0,127,0,230,64.42577031,0,40,,,
"Nu: 0.99, Gamma: 0.5",0,127,0,230,64.42577031,0,40,,,
"Nu: 0.99, Gamma: 0.7",0,127,0,230,64.42577031,0,40,,,
"Nu: 0.99, Gamma: 0.9",1,126,0,230,64.70588235,0,40,,,
"Nu: 0.99, Gamma: 0.99",1,126,0,230,64.70588235,0,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: facesim,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",3,20,874,394,30.75135554,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",3,20,874,394,30.75135554,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",3,20,874,394,30.75135554,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",3,20,874,394,30.75135554,10,40,,,
"Nu: 0.0001, Gamma: 0.005",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.0001, Gamma: 0.05",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.0001, Gamma: 0.1",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.0001, Gamma: 0.2",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.0001, Gamma: 0.5",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.0001, Gamma: 0.7",23,0,974,294,24.55460883,10,40,,,
"Nu: 0.0001, Gamma: 0.9",23,0,922,346,28.58249419,10,40,,,
"Nu: 0.0001, Gamma: 0.99",23,0,888,380,31.21611154,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",3,20,874,394,30.75135554,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",3,20,874,394,30.75135554,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",3,20,874,394,30.75135554,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.0002, Gamma: 0.005",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.0002, Gamma: 0.05",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.0002, Gamma: 0.1",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.0002, Gamma: 0.2",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.0002, Gamma: 0.5",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.0002, Gamma: 0.7",23,0,971,297,24.78698683,10,40,,,
"Nu: 0.0002, Gamma: 0.9",23,0,904,364,29.9767622,10,40,,,
"Nu: 0.0002, Gamma: 0.99",23,0,878,390,31.99070488,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",3,20,584,684,53.21456235,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",3,20,874,394,30.75135554,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",23,0,1250,18,3.175832688,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",23,0,1250,18,3.175832688,10,40,,,
"Nu: 0.0003, Gamma: 0.005",23,0,1250,18,3.175832688,10,40,,,
"Nu: 0.0003, Gamma: 0.05",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",23,0,1250,18,3.175832688,10,40,,,
"Nu: 0.0003, Gamma: 0.1",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.0003, Gamma: 0.2",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.0003, Gamma: 0.5",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.0003, Gamma: 0.7",23,0,973,295,24.63206816,10,40,,,
"Nu: 0.0003, Gamma: 0.9",23,0,924,344,28.42757552,10,40,,,
"Nu: 0.0003, Gamma: 0.99",23,0,877,391,32.06816421,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",14,9,876,392,31.44848954,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",23,0,1163,105,9.914794733,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",23,0,1250,18,3.175832688,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",23,0,1250,18,3.175832688,10,40,,,
"Nu: 0.0004, Gamma: 0.005",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.0004, Gamma: 0.05",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.0004, Gamma: 0.1",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.0004, Gamma: 0.2",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.0004, Gamma: 0.5",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.0004, Gamma: 0.7",23,0,972,296,24.7095275,10,40,,,
"Nu: 0.0004, Gamma: 0.9",23,0,920,348,28.73741286,10,40,,,
"Nu: 0.0004, Gamma: 0.99",23,0,881,387,31.75832688,10,40,,,
"Nu: 0.005, Gamma: 0.0001",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.005, Gamma: 0.0002",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.005, Gamma: 0.0003",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.005, Gamma: 0.0004",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.005, Gamma: 0.005",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.005, Gamma: 0.05",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.005, Gamma: 0.0625",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.005, Gamma: 0.1",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.005, Gamma: 0.2",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.005, Gamma: 0.5",23,0,1251,17,3.098373354,10,40,,,
"Nu: 0.005, Gamma: 0.7",23,0,955,313,26.02633617,10,40,,,
"Nu: 0.005, Gamma: 0.9",23,0,891,377,30.98373354,10,40,,,
"Nu: 0.005, Gamma: 0.99",23,0,879,389,31.91324555,10,40,,,
"Nu: 0.05, Gamma: 0.0001",21,2,635,633,50.65840434,10,40,,,
"Nu: 0.05, Gamma: 0.0002",21,2,635,633,50.65840434,10,40,,,
"Nu: 0.05, Gamma: 0.0003",21,2,635,633,50.65840434,10,40,,,
"Nu: 0.05, Gamma: 0.0004",21,2,635,633,50.65840434,10,40,,,
"Nu: 0.05, Gamma: 0.005",21,2,635,633,50.65840434,10,40,,,
"Nu: 0.05, Gamma: 0.05",21,2,638,630,50.42602634,10,40,,,
"Nu: 0.05, Gamma: 0.0625",21,2,640,628,50.27110767,10,40,,,
"Nu: 0.05, Gamma: 0.1",21,2,641,627,50.19364833,10,40,,,
"Nu: 0.05, Gamma: 0.2",21,2,646,622,49.80635167,10,40,,,
"Nu: 0.05, Gamma: 0.5",23,0,595,673,53.91169636,10,40,,,
"Nu: 0.05, Gamma: 0.7",23,0,139,1129,89.23315259,10,40,,,
"Nu: 0.05, Gamma: 0.9",23,0,282,986,78.15646785,10,40,,,
"Nu: 0.05, Gamma: 0.99",23,0,313,955,75.75522851,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",21,2,623,645,51.58791634,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",21,2,624,644,51.51045701,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",21,2,623,645,51.58791634,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",21,2,623,645,51.58791634,10,40,,,
"Nu: 0.0625, Gamma: 0.005",21,2,622,646,51.66537568,10,40,,,
"Nu: 0.0625, Gamma: 0.05",21,2,620,648,51.82029435,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",21,2,620,648,51.82029435,10,40,,,
"Nu: 0.0625, Gamma: 0.1",21,2,620,648,51.82029435,10,40,,,
"Nu: 0.0625, Gamma: 0.2",21,2,621,647,51.74283501,10,40,,,
"Nu: 0.0625, Gamma: 0.5",22,1,607,661,52.90472502,10,40,,,
"Nu: 0.0625, Gamma: 0.7",23,0,131,1137,89.85282727,10,40,,,
"Nu: 0.0625, Gamma: 0.9",23,0,114,1154,91.16963594,10,40,,,
"Nu: 0.0625, Gamma: 0.99",23,0,111,1157,91.40201394,10,40,,,
"Nu: 0.1, Gamma: 0.0001",21,2,608,660,52.74980635,10,40,,,
"Nu: 0.1, Gamma: 0.0002",21,2,606,662,52.90472502,10,40,,,
"Nu: 0.1, Gamma: 0.0003",21,2,608,660,52.74980635,10,40,,,
"Nu: 0.1, Gamma: 0.0004",21,2,607,661,52.82726569,10,40,,,
"Nu: 0.1, Gamma: 0.005",21,2,607,661,52.82726569,10,40,,,
"Nu: 0.1, Gamma: 0.05",21,2,603,665,53.13710302,10,40,,,
"Nu: 0.1, Gamma: 0.0625",21,2,603,665,53.13710302,10,40,,,
"Nu: 0.1, Gamma: 0.1",21,2,601,667,53.29202169,10,40,,,
"Nu: 0.1, Gamma: 0.2",21,2,591,677,54.06661503,10,40,,,
"Nu: 0.1, Gamma: 0.5",21,2,454,814,64.67854376,10,40,,,
"Nu: 0.1, Gamma: 0.7",21,2,117,1151,90.78233927,10,40,,,
"Nu: 0.1, Gamma: 0.9",23,0,94,1174,92.71882262,10,40,,,
"Nu: 0.1, Gamma: 0.99",23,0,87,1181,93.26103796,10,40,,,
"Nu: 0.2, Gamma: 0.0001",20,3,363,905,71.64988381,10,40,,,
"Nu: 0.2, Gamma: 0.0002",20,3,363,905,71.64988381,10,40,,,
"Nu: 0.2, Gamma: 0.0003",20,3,363,905,71.64988381,10,40,,,
"Nu: 0.2, Gamma: 0.0004",20,3,363,905,71.64988381,10,40,,,
"Nu: 0.2, Gamma: 0.005",20,3,359,909,71.95972115,10,40,,,
"Nu: 0.2, Gamma: 0.05",20,3,340,928,73.43144849,10,40,,,
"Nu: 0.2, Gamma: 0.0625",20,3,326,942,74.51587916,10,40,,,
"Nu: 0.2, Gamma: 0.1",20,3,198,1070,84.4306739,10,40,,,
"Nu: 0.2, Gamma: 0.2",20,3,97,1171,92.25406662,10,40,,,
"Nu: 0.2, Gamma: 0.5",20,3,56,1212,95.4298993,10,40,,,
"Nu: 0.2, Gamma: 0.7",20,3,53,1215,95.6622773,10,40,,,
"Nu: 0.2, Gamma: 0.9",21,2,53,1215,95.73973664,10,40,,,
"Nu: 0.2, Gamma: 0.99",21,2,53,1215,95.73973664,10,40,,,
"Nu: 0.5, Gamma: 0.0001",14,9,24,1244,97.44384198,10,40,,,
"Nu: 0.5, Gamma: 0.0002",14,9,24,1244,97.44384198,10,40,,,
"Nu: 0.5, Gamma: 0.0003",14,9,24,1244,97.44384198,10,40,,,
"Nu: 0.5, Gamma: 0.0004",14,9,24,1244,97.44384198,10,40,,,
"Nu: 0.5, Gamma: 0.005",14,9,23,1245,97.52130132,10,40,,,
"Nu: 0.5, Gamma: 0.05",15,8,16,1252,98.14097599,10,40,,,
"Nu: 0.5, Gamma: 0.0625",15,8,15,1253,98.21843532,10,40,,,
"Nu: 0.5, Gamma: 0.1",15,8,10,1258,98.60573199,10,40,,,
"Nu: 0.5, Gamma: 0.2",17,6,7,1261,98.99302866,10,40,,,
"Nu: 0.5, Gamma: 0.5",19,4,52,1216,95.6622773,10,40,,,
"Nu: 0.5, Gamma: 0.7",20,3,51,1217,95.81719597,10,40,,,
"Nu: 0.5, Gamma: 0.9",20,3,51,1217,95.81719597,10,40,,,
"Nu: 0.5, Gamma: 0.99",20,3,51,1217,95.81719597,10,40,,,
"Nu: 0.7, Gamma: 0.0001",11,12,15,1253,97.90859799,10,40,,,
"Nu: 0.7, Gamma: 0.0002",13,10,15,1253,98.06351665,10,40,,,
"Nu: 0.7, Gamma: 0.0003",13,10,15,1253,98.06351665,10,40,,,
"Nu: 0.7, Gamma: 0.0004",13,10,15,1253,98.06351665,10,40,,,
"Nu: 0.7, Gamma: 0.005",13,10,15,1253,98.06351665,10,40,,,
"Nu: 0.7, Gamma: 0.05",14,9,10,1258,98.52827266,10,40,,,
"Nu: 0.7, Gamma: 0.0625",14,9,10,1258,98.52827266,10,40,,,
"Nu: 0.7, Gamma: 0.1",14,9,8,1260,98.68319132,10,40,,,
"Nu: 0.7, Gamma: 0.2",15,8,2,1266,99.22540666,10,40,,,
"Nu: 0.7, Gamma: 0.5",18,5,15,1253,98.45081332,10,40,,,
"Nu: 0.7, Gamma: 0.7",18,5,50,1218,95.73973664,10,40,,,
"Nu: 0.7, Gamma: 0.9",18,5,50,1218,95.73973664,10,40,,,
"Nu: 0.7, Gamma: 0.99",18,5,50,1218,95.73973664,10,40,,,
"Nu: 0.9, Gamma: 0.0001",1,22,8,1260,97.67621998,10,40,,,
"Nu: 0.9, Gamma: 0.0002",1,22,8,1260,97.67621998,10,40,,,
"Nu: 0.9, Gamma: 0.0003",1,22,8,1260,97.67621998,10,40,,,
"Nu: 0.9, Gamma: 0.0004",1,22,8,1260,97.67621998,10,40,,,
"Nu: 0.9, Gamma: 0.005",1,22,8,1260,97.67621998,10,40,,,
"Nu: 0.9, Gamma: 0.05",1,22,6,1262,97.83113865,10,40,,,
"Nu: 0.9, Gamma: 0.0625",2,21,4,1264,98.06351665,10,40,,,
"Nu: 0.9, Gamma: 0.1",2,21,3,1265,98.14097599,10,40,,,
"Nu: 0.9, Gamma: 0.2",4,19,0,1268,98.52827266,10,40,,,
"Nu: 0.9, Gamma: 0.5",2,21,0,1268,98.37335399,10,40,,,
"Nu: 0.9, Gamma: 0.7",3,20,6,1262,97.98605732,10,40,,,
"Nu: 0.9, Gamma: 0.9",3,20,9,1259,97.75367932,10,40,,,
"Nu: 0.9, Gamma: 0.99",3,20,9,1259,97.75367932,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,23,8,1260,97.59876065,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,23,6,1262,97.75367932,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,23,6,1262,97.75367932,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,23,6,1262,97.75367932,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,23,6,1262,97.75367932,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,23,2,1266,98.06351665,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,23,2,1266,98.06351665,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,23,0,1268,98.21843532,10,40,,,
"Nu: 0.99, Gamma: 0.2",1,22,0,1268,98.29589466,10,40,,,
"Nu: 0.99, Gamma: 0.5",2,21,0,1268,98.37335399,10,40,,,
"Nu: 0.99, Gamma: 0.7",2,21,0,1268,98.37335399,10,40,,,
"Nu: 0.99, Gamma: 0.9",2,21,0,1268,98.37335399,10,40,,,
"Nu: 0.99, Gamma: 0.99",2,21,0,1268,98.37335399,10,40,,,
,,,,,,,,,,
Target Class: facesim_pipeline,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0001, Gamma: 0.005",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0001, Gamma: 0.05",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0001, Gamma: 0.1",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0001, Gamma: 0.2",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0001, Gamma: 0.5",127,0,226,4,36.69467787,10,40,,,
"Nu: 0.0001, Gamma: 0.7",127,0,204,26,42.85714286,10,40,,,
"Nu: 0.0001, Gamma: 0.9",127,0,201,29,43.69747899,10,40,,,
"Nu: 0.0001, Gamma: 0.99",127,0,199,31,44.25770308,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0002, Gamma: 0.005",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0002, Gamma: 0.05",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0002, Gamma: 0.1",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0002, Gamma: 0.2",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0002, Gamma: 0.5",127,0,226,4,36.69467787,10,40,,,
"Nu: 0.0002, Gamma: 0.7",127,0,204,26,42.85714286,10,40,,,
"Nu: 0.0002, Gamma: 0.9",127,0,201,29,43.69747899,10,40,,,
"Nu: 0.0002, Gamma: 0.99",127,0,199,31,44.25770308,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",125,2,230,0,35.0140056,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",125,2,230,0,35.0140056,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",125,2,230,0,35.0140056,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",125,2,230,0,35.0140056,10,40,,,
"Nu: 0.0003, Gamma: 0.005",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0003, Gamma: 0.05",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0003, Gamma: 0.1",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0003, Gamma: 0.2",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0003, Gamma: 0.5",127,0,226,4,36.69467787,10,40,,,
"Nu: 0.0003, Gamma: 0.7",127,0,204,26,42.85714286,10,40,,,
"Nu: 0.0003, Gamma: 0.9",127,0,201,29,43.69747899,10,40,,,
"Nu: 0.0003, Gamma: 0.99",127,0,199,31,44.25770308,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0004, Gamma: 0.005",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0004, Gamma: 0.05",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0004, Gamma: 0.1",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0004, Gamma: 0.2",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.0004, Gamma: 0.5",127,0,226,4,36.69467787,10,40,,,
"Nu: 0.0004, Gamma: 0.7",127,0,204,26,42.85714286,10,40,,,
"Nu: 0.0004, Gamma: 0.9",127,0,201,29,43.69747899,10,40,,,
"Nu: 0.0004, Gamma: 0.99",127,0,199,31,44.25770308,10,40,,,
"Nu: 0.005, Gamma: 0.0001",127,0,229,1,35.85434174,10,40,,,
"Nu: 0.005, Gamma: 0.0002",127,0,229,1,35.85434174,10,40,,,
"Nu: 0.005, Gamma: 0.0003",127,0,229,1,35.85434174,10,40,,,
"Nu: 0.005, Gamma: 0.0004",127,0,229,1,35.85434174,10,40,,,
"Nu: 0.005, Gamma: 0.005",127,0,229,1,35.85434174,10,40,,,
"Nu: 0.005, Gamma: 0.05",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.005, Gamma: 0.0625",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.005, Gamma: 0.1",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.005, Gamma: 0.2",127,0,230,0,35.57422969,10,40,,,
"Nu: 0.005, Gamma: 0.5",127,0,226,4,36.69467787,10,40,,,
"Nu: 0.005, Gamma: 0.7",127,0,204,26,42.85714286,10,40,,,
"Nu: 0.005, Gamma: 0.9",127,0,201,29,43.69747899,10,40,,,
"Nu: 0.005, Gamma: 0.99",127,0,199,31,44.25770308,10,40,,,
"Nu: 0.05, Gamma: 0.0001",121,6,227,3,34.73389356,10,40,,,
"Nu: 0.05, Gamma: 0.0002",121,6,227,3,34.73389356,10,40,,,
"Nu: 0.05, Gamma: 0.0003",121,6,227,3,34.73389356,10,40,,,
"Nu: 0.05, Gamma: 0.0004",121,6,227,3,34.73389356,10,40,,,
"Nu: 0.05, Gamma: 0.005",121,6,227,3,34.73389356,10,40,,,
"Nu: 0.05, Gamma: 0.05",121,6,227,3,34.73389356,10,40,,,
"Nu: 0.05, Gamma: 0.0625",121,6,227,3,34.73389356,10,40,,,
"Nu: 0.05, Gamma: 0.1",122,5,227,3,35.0140056,10,40,,,
"Nu: 0.05, Gamma: 0.2",123,4,225,5,35.85434174,10,40,,,
"Nu: 0.05, Gamma: 0.5",124,3,203,27,42.29691877,10,40,,,
"Nu: 0.05, Gamma: 0.7",125,2,202,28,42.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.9",125,2,199,31,43.69747899,10,40,,,
"Nu: 0.05, Gamma: 0.99",125,2,194,36,45.09803922,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",118,9,227,3,33.89355742,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",119,8,227,3,34.17366947,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",118,9,227,3,33.89355742,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",118,9,227,3,33.89355742,10,40,,,
"Nu: 0.0625, Gamma: 0.005",118,9,227,3,33.89355742,10,40,,,
"Nu: 0.0625, Gamma: 0.05",119,8,227,3,34.17366947,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",119,8,227,3,34.17366947,10,40,,,
"Nu: 0.0625, Gamma: 0.1",120,7,227,3,34.45378151,10,40,,,
"Nu: 0.0625, Gamma: 0.2",123,4,225,5,35.85434174,10,40,,,
"Nu: 0.0625, Gamma: 0.5",124,3,203,27,42.29691877,10,40,,,
"Nu: 0.0625, Gamma: 0.7",124,3,198,32,43.69747899,10,40,,,
"Nu: 0.0625, Gamma: 0.9",125,2,191,39,45.93837535,10,40,,,
"Nu: 0.0625, Gamma: 0.99",125,2,193,37,45.37815126,10,40,,,
"Nu: 0.1, Gamma: 0.0001",117,10,226,4,33.89355742,10,40,,,
"Nu: 0.1, Gamma: 0.0002",117,10,226,4,33.89355742,10,40,,,
"Nu: 0.1, Gamma: 0.0003",117,10,226,4,33.89355742,10,40,,,
"Nu: 0.1, Gamma: 0.0004",117,10,226,4,33.89355742,10,40,,,
"Nu: 0.1, Gamma: 0.005",117,10,226,4,33.89355742,10,40,,,
"Nu: 0.1, Gamma: 0.05",117,10,226,4,33.89355742,10,40,,,
"Nu: 0.1, Gamma: 0.0625",118,9,226,4,34.17366947,10,40,,,
"Nu: 0.1, Gamma: 0.1",118,9,227,3,33.89355742,10,40,,,
"Nu: 0.1, Gamma: 0.2",121,6,224,6,35.57422969,10,40,,,
"Nu: 0.1, Gamma: 0.5",121,6,202,28,41.73669468,10,40,,,
"Nu: 0.1, Gamma: 0.7",124,3,195,35,44.53781513,10,40,,,
"Nu: 0.1, Gamma: 0.9",124,3,191,39,45.65826331,10,40,,,
"Nu: 0.1, Gamma: 0.99",124,3,191,39,45.65826331,10,40,,,
"Nu: 0.2, Gamma: 0.0001",110,17,223,7,32.77310924,10,40,,,
"Nu: 0.2, Gamma: 0.0002",110,17,223,7,32.77310924,10,40,,,
"Nu: 0.2, Gamma: 0.0003",110,17,223,7,32.77310924,10,40,,,
"Nu: 0.2, Gamma: 0.0004",110,17,223,7,32.77310924,10,40,,,
"Nu: 0.2, Gamma: 0.005",110,17,223,7,32.77310924,10,40,,,
"Nu: 0.2, Gamma: 0.05",110,17,223,7,32.77310924,10,40,,,
"Nu: 0.2, Gamma: 0.0625",110,17,223,7,32.77310924,10,40,,,
"Nu: 0.2, Gamma: 0.1",110,17,221,9,33.33333333,10,40,,,
"Nu: 0.2, Gamma: 0.2",114,13,193,37,42.29691877,10,40,,,
"Nu: 0.2, Gamma: 0.5",117,10,196,34,42.29691877,10,40,,,
"Nu: 0.2, Gamma: 0.7",121,6,190,40,45.09803922,10,40,,,
"Nu: 0.2, Gamma: 0.9",121,6,190,40,45.09803922,10,40,,,
"Nu: 0.2, Gamma: 0.99",121,6,189,41,45.37815126,10,40,,,
"Nu: 0.5, Gamma: 0.0001",68,59,188,42,30.81232493,10,40,,,
"Nu: 0.5, Gamma: 0.0002",68,59,188,42,30.81232493,10,40,,,
"Nu: 0.5, Gamma: 0.0003",68,59,188,42,30.81232493,10,40,,,
"Nu: 0.5, Gamma: 0.0004",68,59,188,42,30.81232493,10,40,,,
"Nu: 0.5, Gamma: 0.005",68,59,188,42,30.81232493,10,40,,,
"Nu: 0.5, Gamma: 0.05",68,59,188,42,30.81232493,10,40,,,
"Nu: 0.5, Gamma: 0.0625",68,59,188,42,30.81232493,10,40,,,
"Nu: 0.5, Gamma: 0.1",68,59,184,46,31.93277311,10,40,,,
"Nu: 0.5, Gamma: 0.2",74,53,163,67,39.49579832,10,40,,,
"Nu: 0.5, Gamma: 0.5",84,43,155,75,44.53781513,10,40,,,
"Nu: 0.5, Gamma: 0.7",85,42,152,78,45.65826331,10,40,,,
"Nu: 0.5, Gamma: 0.9",102,25,159,71,48.45938375,10,40,,,
"Nu: 0.5, Gamma: 0.99",102,25,159,71,48.45938375,10,40,,,
"Nu: 0.7, Gamma: 0.0001",43,84,10,220,73.66946779,10,40,,,
"Nu: 0.7, Gamma: 0.0002",43,84,10,220,73.66946779,10,40,,,
"Nu: 0.7, Gamma: 0.0003",43,84,10,220,73.66946779,10,40,,,
"Nu: 0.7, Gamma: 0.0004",43,84,10,220,73.66946779,10,40,,,
"Nu: 0.7, Gamma: 0.005",43,84,10,220,73.66946779,10,40,,,
"Nu: 0.7, Gamma: 0.05",45,82,10,220,74.22969188,10,40,,,
"Nu: 0.7, Gamma: 0.0625",45,82,10,220,74.22969188,10,40,,,
"Nu: 0.7, Gamma: 0.1",45,82,10,220,74.22969188,10,40,,,
"Nu: 0.7, Gamma: 0.2",49,78,10,220,75.35014006,10,40,,,
"Nu: 0.7, Gamma: 0.5",57,70,149,81,38.65546218,10,40,,,
"Nu: 0.7, Gamma: 0.7",68,59,149,81,41.73669468,10,40,,,
