ToRouter0,ToRouter1,ToRouter2,ToRouter3,ToRouter4,ToRouter5,ToRouter6,ToRouter7,ToRouter8,ToRouter9,ToRouter10,ToRouter11,ToRouter12,ToRouter13,ToRouter14,ToRouter15,Applications (Label Classes)
6,64,0.0,0.0,2.0,12.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,blackscholes
7,52,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,blackscholes
5,66,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,blackscholes
4,54,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,blackscholes
5,49,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,blackscholes
8,32,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,blackscholes
7,53,0.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,blackscholes
12,51,0.0,0.0,1.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,blackscholes
17,42,2.0,1.0,3.0,49.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,blackscholes
11,47,0.0,0.0,1.0,23.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,2.0,blackscholes
1674,769,479.0,170.0,365.0,261.0,259.0,361.0,242.0,225.0,270.0,154.0,502.0,184.0,282.0,364.0,blackscholes
100,318,238.0,9.0,81.0,70.0,81.0,185.0,61.0,68.0,53.0,2.0,312.0,5.0,69.0,124.0,blackscholes
81,750,182.0,9.0,430.0,425.0,85.0,255.0,59.0,340.0,64.0,1.0,356.0,6.0,79.0,62.0,blackscholes
68,352,177.0,3.0,58.0,61.0,61.0,160.0,38.0,37.0,62.0,0.0,188.0,1.0,62.0,58.0,blackscholes
156,466,299.0,7.0,69.0,105.0,129.0,249.0,61.0,57.0,68.0,5.0,277.0,4.0,77.0,75.0,blackscholes
85,433,181.0,4.0,66.0,57.0,102.0,159.0,56.0,57.0,159.0,1.0,197.0,2.0,79.0,61.0,blackscholes
73,339,196.0,7.0,87.0,79.0,49.0,156.0,181.0,66.0,82.0,6.0,207.0,6.0,79.0,79.0,blackscholes
75,378,293.0,10.0,142.0,71.0,83.0,133.0,50.0,49.0,88.0,4.0,301.0,11.0,91.0,74.0,blackscholes
56,374,169.0,3.0,62.0,59.0,148.0,148.0,50.0,97.0,57.0,2.0,180.0,5.0,55.0,93.0,blackscholes
58,286,189.0,2.0,53.0,49.0,78.0,137.0,97.0,29.0,57.0,3.0,178.0,2.0,70.0,60.0,blackscholes
52,278,181.0,3.0,59.0,134.0,77.0,147.0,52.0,54.0,54.0,1.0,191.0,2.0,157.0,60.0,blackscholes
60,208,127.0,1.0,54.0,63.0,64.0,121.0,41.0,51.0,54.0,0.0,158.0,1.0,66.0,60.0,blackscholes
120,420,302.0,8.0,97.0,67.0,67.0,302.0,52.0,51.0,54.0,4.0,216.0,12.0,70.0,73.0,blackscholes
78,261,162.0,0.0,61.0,62.0,63.0,168.0,47.0,490.0,52.0,0.0,186.0,0.0,60.0,64.0,blackscholes
95,284,255.0,3.0,58.0,79.0,98.0,187.0,60.0,93.0,148.0,4.0,213.0,5.0,59.0,66.0,blackscholes
182,293,207.0,8.0,80.0,66.0,67.0,189.0,66.0,61.0,62.0,4.0,308.0,2.0,67.0,57.0,blackscholes
1825,1715,538.0,517.0,633.0,525.0,528.0,292.0,553.0,389.0,452.0,204.0,576.0,197.0,660.0,758.0,blackscholes
250,753,266.0,166.0,226.0,206.0,266.0,98.0,189.0,164.0,154.0,17.0,356.0,7.0,178.0,159.0,blackscholes
253,1435,227.0,279.0,613.0,596.0,215.0,99.0,203.0,541.0,173.0,13.0,328.0,13.0,199.0,201.0,blackscholes
324,907,310.0,149.0,199.0,190.0,257.0,181.0,236.0,162.0,217.0,19.0,261.0,10.0,233.0,235.0,blackscholes
372,1205,274.0,216.0,181.0,308.0,220.0,88.0,217.0,133.0,167.0,13.0,314.0,5.0,203.0,184.0,blackscholes
321,1079,260.0,203.0,258.0,160.0,224.0,88.0,247.0,141.0,270.0,20.0,326.0,3.0,214.0,199.0,blackscholes
265,973,216.0,188.0,153.0,147.0,166.0,65.0,294.0,105.0,176.0,31.0,186.0,6.0,187.0,179.0,blackscholes
216,884,245.0,192.0,148.0,127.0,201.0,63.0,192.0,104.0,156.0,15.0,290.0,13.0,182.0,163.0,blackscholes
238,949,257.0,185.0,163.0,161.0,349.0,76.0,253.0,208.0,214.0,16.0,219.0,3.0,326.0,190.0,blackscholes
188,673,211.0,118.0,149.0,109.0,187.0,56.0,231.0,102.0,196.0,11.0,197.0,2.0,165.0,167.0,blackscholes
244,725,258.0,171.0,192.0,232.0,233.0,76.0,261.0,152.0,136.0,12.0,222.0,2.0,292.0,226.0,blackscholes
193,642,308.0,228.0,174.0,190.0,241.0,128.0,169.0,142.0,116.0,0.0,284.0,5.0,223.0,244.0,blackscholes
279,861,381.0,210.0,211.0,198.0,234.0,110.0,193.0,141.0,162.0,14.0,328.0,9.0,219.0,204.0,blackscholes
213,694,197.0,137.0,164.0,170.0,183.0,70.0,189.0,661.0,135.0,2.0,192.0,4.0,172.0,145.0,blackscholes
355,659,318.0,203.0,212.0,219.0,261.0,104.0,275.0,161.0,275.0,27.0,286.0,6.0,180.0,274.0,blackscholes
486,923,352.0,246.0,288.0,275.0,272.0,117.0,279.0,235.0,268.0,26.0,297.0,4.0,325.0,228.0,blackscholes
113,59,32.0,107.0,49.0,37.0,29.0,34.0,40.0,27.0,56.0,19.0,57.0,37.0,58.0,50.0,blackscholes
30,2,12.0,31.0,9.0,11.0,10.0,11.0,10.0,1.0,22.0,3.0,15.0,4.0,16.0,5.0,blackscholes
14,3,7.0,36.0,7.0,4.0,3.0,7.0,7.0,2.0,17.0,1.0,17.0,1.0,10.0,3.0,blackscholes
24,6,9.0,30.0,10.0,14.0,9.0,8.0,10.0,5.0,35.0,1.0,16.0,5.0,19.0,11.0,blackscholes
20,6,13.0,48.0,10.0,14.0,11.0,10.0,9.0,3.0,36.0,1.0,36.0,0.0,14.0,3.0,blackscholes
18,2,11.0,32.0,10.0,11.0,12.0,12.0,10.0,4.0,26.0,1.0,15.0,1.0,11.0,2.0,blackscholes
9,3,12.0,30.0,12.0,9.0,10.0,7.0,3.0,2.0,27.0,0.0,15.0,2.0,11.0,1.0,blackscholes
14,6,10.0,27.0,7.0,9.0,5.0,13.0,10.0,4.0,24.0,1.0,17.0,4.0,15.0,2.0,blackscholes
16,2,15.0,36.0,8.0,12.0,5.0,13.0,6.0,4.0,28.0,2.0,16.0,2.0,11.0,4.0,blackscholes
15,3,14.0,35.0,7.0,8.0,6.0,10.0,7.0,3.0,20.0,2.0,16.0,2.0,12.0,2.0,blackscholes
10,4,10.0,26.0,8.0,8.0,9.0,15.0,9.0,8.0,15.0,3.0,22.0,5.0,19.0,6.0,blackscholes
9,4,5.0,17.0,3.0,9.0,7.0,8.0,4.0,3.0,14.0,2.0,14.0,2.0,9.0,6.0,blackscholes
