Features: 16,,,,,,,,,,
Target Class: canneal,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,93.10344828,163
"Nu: 0.99, Gamma: 0.0004",1,5,3,47,85.71428571,0,40,,,
"Nu: 0.99, Gamma: 0.005",0,6,0,50,89.28571429,0,40,,,
"Nu: 0.99, Gamma: 0.05",0,6,0,50,89.28571429,0,40,,,
"Nu: 0.99, Gamma: 0.0625",0,6,0,50,89.28571429,0,40,,,
"Nu: 0.99, Gamma: 0.1",0,6,0,50,89.28571429,0,40,,,
"Nu: 0.99, Gamma: 0.2",0,6,0,50,89.28571429,0,40,,,
"Nu: 0.99, Gamma: 0.5",0,6,0,50,89.28571429,0,40,,,
"Nu: 0.99, Gamma: 0.7",0,6,0,50,89.28571429,0,40,,,
"Nu: 0.99, Gamma: 0.9",0,6,0,50,89.28571429,0,40,,,
"Nu: 0.99, Gamma: 0.99",0,6,0,50,89.28571429,0,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: canneal,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,5,0,53,91.37931034,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,5,0,53,91.37931034,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,5,0,53,91.37931034,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,5,0,53,91.37931034,10,40,,,
"Nu: 0.0001, Gamma: 0.005",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.0001, Gamma: 0.05",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",5,0,53,0,8.620689655,10,40,,,
"Nu: 0.0001, Gamma: 0.1",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.0001, Gamma: 0.2",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.0001, Gamma: 0.5",5,0,51,2,12.06896552,10,40,,,
"Nu: 0.0001, Gamma: 0.7",5,0,50,3,13.79310345,10,40,,,
"Nu: 0.0001, Gamma: 0.9",5,0,49,4,15.51724138,10,40,,,
"Nu: 0.0001, Gamma: 0.99",5,0,47,6,18.96551724,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,5,0,53,91.37931034,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,5,0,53,91.37931034,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",0,5,0,53,91.37931034,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",0,5,0,53,91.37931034,10,40,,,
"Nu: 0.0002, Gamma: 0.005",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.0002, Gamma: 0.05",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.0002, Gamma: 0.1",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.0002, Gamma: 0.2",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.0002, Gamma: 0.5",5,0,50,3,13.79310345,10,40,,,
"Nu: 0.0002, Gamma: 0.7",5,0,50,3,13.79310345,10,40,,,
"Nu: 0.0002, Gamma: 0.9",5,0,48,5,17.24137931,10,40,,,
"Nu: 0.0002, Gamma: 0.99",5,0,47,6,18.96551724,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",0,5,0,53,91.37931034,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",0,5,0,53,91.37931034,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",0,5,0,53,91.37931034,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.0003, Gamma: 0.005",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.0003, Gamma: 0.05",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.0003, Gamma: 0.1",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.0003, Gamma: 0.2",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.0003, Gamma: 0.5",5,0,51,2,12.06896552,10,40,,,
"Nu: 0.0003, Gamma: 0.7",5,0,50,3,13.79310345,10,40,,,
"Nu: 0.0003, Gamma: 0.9",5,0,47,6,18.96551724,10,40,,,
"Nu: 0.0003, Gamma: 0.99",5,0,47,6,18.96551724,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",0,5,0,53,91.37931034,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",0,5,0,53,91.37931034,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.0004, Gamma: 0.005",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.0004, Gamma: 0.05",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.0004, Gamma: 0.1",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.0004, Gamma: 0.2",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.0004, Gamma: 0.5",5,0,51,2,12.06896552,10,40,,,
"Nu: 0.0004, Gamma: 0.7",5,0,50,3,13.79310345,10,40,,,
"Nu: 0.0004, Gamma: 0.9",5,0,47,6,18.96551724,10,40,,,
"Nu: 0.0004, Gamma: 0.99",5,0,47,6,18.96551724,10,40,,,
"Nu: 0.005, Gamma: 0.0001",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.005, Gamma: 0.0002",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.005, Gamma: 0.0003",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.005, Gamma: 0.0004",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.005, Gamma: 0.005",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.005, Gamma: 0.05",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.005, Gamma: 0.0625",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.005, Gamma: 0.1",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.005, Gamma: 0.2",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.005, Gamma: 0.5",5,0,50,3,13.79310345,10,40,,,
"Nu: 0.005, Gamma: 0.7",5,0,50,3,13.79310345,10,40,,,
"Nu: 0.005, Gamma: 0.9",5,0,47,6,18.96551724,10,40,,,
"Nu: 0.005, Gamma: 0.99",5,0,47,6,18.96551724,10,40,,,
"Nu: 0.05, Gamma: 0.0001",4,1,52,1,8.620689655,10,40,,,
"Nu: 0.05, Gamma: 0.0002",4,1,52,1,8.620689655,10,40,,,
"Nu: 0.05, Gamma: 0.0003",4,1,52,1,8.620689655,10,40,,,
"Nu: 0.05, Gamma: 0.0004",4,1,52,1,8.620689655,10,40,,,
"Nu: 0.05, Gamma: 0.005",4,1,52,1,8.620689655,10,40,,,
"Nu: 0.05, Gamma: 0.05",4,1,52,1,8.620689655,10,40,,,
"Nu: 0.05, Gamma: 0.0625",4,1,52,1,8.620689655,10,40,,,
"Nu: 0.05, Gamma: 0.1",4,1,52,1,8.620689655,10,40,,,
"Nu: 0.05, Gamma: 0.2",5,0,52,1,10.34482759,10,40,,,
"Nu: 0.05, Gamma: 0.5",5,0,50,3,13.79310345,10,40,,,
"Nu: 0.05, Gamma: 0.7",5,0,50,3,13.79310345,10,40,,,
"Nu: 0.05, Gamma: 0.9",5,0,47,6,18.96551724,10,40,,,
"Nu: 0.05, Gamma: 0.99",5,0,47,6,18.96551724,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",4,1,52,1,8.620689655,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",4,1,52,1,8.620689655,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",4,1,52,1,8.620689655,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",4,1,52,1,8.620689655,10,40,,,
"Nu: 0.0625, Gamma: 0.005",4,1,52,1,8.620689655,10,40,,,
"Nu: 0.0625, Gamma: 0.05",4,1,52,1,8.620689655,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",4,1,52,1,8.620689655,10,40,,,
"Nu: 0.0625, Gamma: 0.1",4,1,52,1,8.620689655,10,40,,,
"Nu: 0.0625, Gamma: 0.2",4,1,52,1,8.620689655,10,40,,,
"Nu: 0.0625, Gamma: 0.5",5,0,50,3,13.79310345,10,40,,,
"Nu: 0.0625, Gamma: 0.7",5,0,50,3,13.79310345,10,40,,,
"Nu: 0.0625, Gamma: 0.9",5,0,47,6,18.96551724,10,40,,,
"Nu: 0.0625, Gamma: 0.99",5,0,47,6,18.96551724,10,40,,,
"Nu: 0.1, Gamma: 0.0001",3,2,49,4,12.06896552,10,40,,,
"Nu: 0.1, Gamma: 0.0002",3,2,49,4,12.06896552,10,40,,,
"Nu: 0.1, Gamma: 0.0003",3,2,49,4,12.06896552,10,40,,,
"Nu: 0.1, Gamma: 0.0004",3,2,49,4,12.06896552,10,40,,,
"Nu: 0.1, Gamma: 0.005",3,2,49,4,12.06896552,10,40,,,
"Nu: 0.1, Gamma: 0.05",3,2,49,4,12.06896552,10,40,,,
"Nu: 0.1, Gamma: 0.0625",3,2,49,4,12.06896552,10,40,,,
"Nu: 0.1, Gamma: 0.1",3,2,50,3,10.34482759,10,40,,,
"Nu: 0.1, Gamma: 0.2",4,1,51,2,10.34482759,10,40,,,
"Nu: 0.1, Gamma: 0.5",4,1,50,3,12.06896552,10,40,,,
"Nu: 0.1, Gamma: 0.7",4,1,48,5,15.51724138,10,40,,,
"Nu: 0.1, Gamma: 0.9",5,0,47,6,18.96551724,10,40,,,
"Nu: 0.1, Gamma: 0.99",5,0,46,7,20.68965517,10,40,,,
"Nu: 0.2, Gamma: 0.0001",3,2,44,9,20.68965517,10,40,,,
"Nu: 0.2, Gamma: 0.0002",3,2,44,9,20.68965517,10,40,,,
"Nu: 0.2, Gamma: 0.0003",3,2,44,9,20.68965517,10,40,,,
"Nu: 0.2, Gamma: 0.0004",3,2,44,9,20.68965517,10,40,,,
"Nu: 0.2, Gamma: 0.005",3,2,44,9,20.68965517,10,40,,,
"Nu: 0.2, Gamma: 0.05",3,2,44,9,20.68965517,10,40,,,
"Nu: 0.2, Gamma: 0.0625",3,2,44,9,20.68965517,10,40,,,
"Nu: 0.2, Gamma: 0.1",3,2,44,9,20.68965517,10,40,,,
"Nu: 0.2, Gamma: 0.2",3,2,45,8,18.96551724,10,40,,,
"Nu: 0.2, Gamma: 0.5",3,2,46,7,17.24137931,10,40,,,
"Nu: 0.2, Gamma: 0.7",3,2,44,9,20.68965517,10,40,,,
"Nu: 0.2, Gamma: 0.9",4,1,44,9,22.4137931,10,40,,,
"Nu: 0.2, Gamma: 0.99",4,1,44,9,22.4137931,10,40,,,
"Nu: 0.5, Gamma: 0.0001",2,3,36,17,32.75862069,10,40,,,
"Nu: 0.5, Gamma: 0.0002",2,3,36,17,32.75862069,10,40,,,
"Nu: 0.5, Gamma: 0.0003",2,3,36,17,32.75862069,10,40,,,
"Nu: 0.5, Gamma: 0.0004",2,3,36,17,32.75862069,10,40,,,
"Nu: 0.5, Gamma: 0.005",2,3,36,17,32.75862069,10,40,,,
"Nu: 0.5, Gamma: 0.05",2,3,36,17,32.75862069,10,40,,,
"Nu: 0.5, Gamma: 0.0625",2,3,36,17,32.75862069,10,40,,,
"Nu: 0.5, Gamma: 0.1",2,3,36,17,32.75862069,10,40,,,
"Nu: 0.5, Gamma: 0.2",2,3,36,17,32.75862069,10,40,,,
"Nu: 0.5, Gamma: 0.5",3,2,42,11,24.13793103,10,40,,,
"Nu: 0.5, Gamma: 0.7",3,2,42,11,24.13793103,10,40,,,
"Nu: 0.5, Gamma: 0.9",3,2,43,10,22.4137931,10,40,,,
"Nu: 0.5, Gamma: 0.99",3,2,43,10,22.4137931,10,40,,,
"Nu: 0.7, Gamma: 0.0001",2,3,17,36,65.51724138,10,40,,,
"Nu: 0.7, Gamma: 0.0002",2,3,17,36,65.51724138,10,40,,,
"Nu: 0.7, Gamma: 0.0003",2,3,17,36,65.51724138,10,40,,,
"Nu: 0.7, Gamma: 0.0004",2,3,17,36,65.51724138,10,40,,,
"Nu: 0.7, Gamma: 0.005",2,3,17,36,65.51724138,10,40,,,
"Nu: 0.7, Gamma: 0.05",2,3,17,36,65.51724138,10,40,,,
"Nu: 0.7, Gamma: 0.0625",2,3,16,37,67.24137931,10,40,,,
"Nu: 0.7, Gamma: 0.1",2,3,16,37,67.24137931,10,40,,,
"Nu: 0.7, Gamma: 0.2",2,3,16,37,67.24137931,10,40,,,
"Nu: 0.7, Gamma: 0.5",2,3,28,25,46.55172414,10,40,,,
"Nu: 0.7, Gamma: 0.7",2,3,41,12,24.13793103,10,40,,,
"Nu: 0.7, Gamma: 0.9",2,3,41,12,24.13793103,10,40,,,
"Nu: 0.7, Gamma: 0.99",2,3,42,11,22.4137931,10,40,,,
"Nu: 0.9, Gamma: 0.0001",2,3,11,42,75.86206897,10,40,,,
"Nu: 0.9, Gamma: 0.0002",2,3,11,42,75.86206897,10,40,,,
"Nu: 0.9, Gamma: 0.0003",2,3,11,42,75.86206897,10,40,,,
"Nu: 0.9, Gamma: 0.0004",2,3,11,42,75.86206897,10,40,,,
"Nu: 0.9, Gamma: 0.005",2,3,11,42,75.86206897,10,40,,,
"Nu: 0.9, Gamma: 0.05",2,3,11,42,75.86206897,10,40,,,
"Nu: 0.9, Gamma: 0.0625",2,3,11,42,75.86206897,10,40,,,
"Nu: 0.9, Gamma: 0.1",2,3,11,42,75.86206897,10,40,,,
"Nu: 0.9, Gamma: 0.2",2,3,12,41,74.13793103,10,40,,,
"Nu: 0.9, Gamma: 0.5",2,3,15,38,68.96551724,10,40,,,
"Nu: 0.9, Gamma: 0.7",2,3,16,37,67.24137931,10,40,,,
"Nu: 0.9, Gamma: 0.9",2,3,19,34,62.06896552,10,40,,,
"Nu: 0.9, Gamma: 0.99",2,3,22,31,56.89655172,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,5,5,48,82.75862069,10,40,,,
"Nu: 0.99, Gamma: 0.0002",1,4,5,48,84.48275862,10,40,,,
"Nu: 0.99, Gamma: 0.0003",1,4,5,48,84.48275862,10,40,,,
"Nu: 0.99, Gamma: 0.0004",1,4,5,48,84.48275862,10,40,,,
"Nu: 0.99, Gamma: 0.005",1,4,6,47,82.75862069,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,5,6,47,81.03448276,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,5,6,47,81.03448276,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,5,6,47,81.03448276,10,40,,,
"Nu: 0.99, Gamma: 0.2",0,5,6,47,81.03448276,10,40,,,
"Nu: 0.99, Gamma: 0.5",1,4,9,44,77.5862069,10,40,,,
"Nu: 0.99, Gamma: 0.7",1,4,9,44,77.5862069,10,40,,,
"Nu: 0.99, Gamma: 0.9",1,4,7,46,81.03448276,10,40,,,
"Nu: 0.99, Gamma: 0.99",1,4,7,46,81.03448276,10,40,,,
,,,,,,,,,,
Target Class: canneal_Pipeline,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,6,0,50,89.28571429,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,6,0,50,89.28571429,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,6,0,50,89.28571429,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,6,0,50,89.28571429,10,40,,,
"Nu: 0.0001, Gamma: 0.005",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0001, Gamma: 0.05",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0001, Gamma: 0.1",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0001, Gamma: 0.2",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0001, Gamma: 0.5",6,0,49,1,12.5,10,40,,,
"Nu: 0.0001, Gamma: 0.7",6,0,49,1,12.5,10,40,,,
"Nu: 0.0001, Gamma: 0.9",6,0,48,2,14.28571429,10,40,,,
"Nu: 0.0001, Gamma: 0.99",6,0,49,1,12.5,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,6,0,50,89.28571429,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,6,0,50,89.28571429,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",0,6,0,50,89.28571429,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",0,6,0,50,89.28571429,10,40,,,
"Nu: 0.0002, Gamma: 0.005",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0002, Gamma: 0.05",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0002, Gamma: 0.1",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0002, Gamma: 0.2",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0002, Gamma: 0.5",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0002, Gamma: 0.7",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0002, Gamma: 0.9",6,0,49,1,12.5,10,40,,,
"Nu: 0.0002, Gamma: 0.99",6,0,49,1,12.5,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",0,6,0,50,89.28571429,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",0,6,0,50,89.28571429,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",0,6,0,50,89.28571429,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0003, Gamma: 0.005",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0003, Gamma: 0.05",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0003, Gamma: 0.1",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0003, Gamma: 0.2",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0003, Gamma: 0.5",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0003, Gamma: 0.7",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0003, Gamma: 0.9",6,0,49,1,12.5,10,40,,,
"Nu: 0.0003, Gamma: 0.99",6,0,49,1,12.5,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",0,6,0,50,89.28571429,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",0,6,0,50,89.28571429,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0004, Gamma: 0.005",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0004, Gamma: 0.05",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0004, Gamma: 0.1",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0004, Gamma: 0.2",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0004, Gamma: 0.5",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0004, Gamma: 0.7",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0004, Gamma: 0.9",6,0,49,1,12.5,10,40,,,
"Nu: 0.0004, Gamma: 0.99",6,0,49,1,12.5,10,40,,,
"Nu: 0.005, Gamma: 0.0001",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.0002",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.0003",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.0004",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.005",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.05",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.0625",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.1",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.2",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.5",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.7",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.9",6,0,49,1,12.5,10,40,,,
"Nu: 0.005, Gamma: 0.99",6,0,49,1,12.5,10,40,,,
"Nu: 0.05, Gamma: 0.0001",6,0,45,5,19.64285714,10,40,,,
"Nu: 0.05, Gamma: 0.0002",6,0,45,5,19.64285714,10,40,,,
"Nu: 0.05, Gamma: 0.0003",6,0,45,5,19.64285714,10,40,,,
"Nu: 0.05, Gamma: 0.0004",6,0,45,5,19.64285714,10,40,,,
"Nu: 0.05, Gamma: 0.005",6,0,45,5,19.64285714,10,40,,,
"Nu: 0.05, Gamma: 0.05",6,0,45,5,19.64285714,10,40,,,
"Nu: 0.05, Gamma: 0.0625",6,0,45,5,19.64285714,10,40,,,
"Nu: 0.05, Gamma: 0.1",6,0,46,4,17.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.2",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.05, Gamma: 0.5",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.05, Gamma: 0.7",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.05, Gamma: 0.9",6,0,49,1,12.5,10,40,,,
"Nu: 0.05, Gamma: 0.99",6,0,49,1,12.5,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",6,0,41,9,26.78571429,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",6,0,43,7,23.21428571,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",6,0,43,7,23.21428571,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",6,0,43,7,23.21428571,10,40,,,
"Nu: 0.0625, Gamma: 0.005",6,0,43,7,23.21428571,10,40,,,
"Nu: 0.0625, Gamma: 0.05",6,0,45,5,19.64285714,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",6,0,45,5,19.64285714,10,40,,,
"Nu: 0.0625, Gamma: 0.1",6,0,45,5,19.64285714,10,40,,,
"Nu: 0.0625, Gamma: 0.2",6,0,46,4,17.85714286,10,40,,,
"Nu: 0.0625, Gamma: 0.5",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0625, Gamma: 0.7",6,0,50,0,10.71428571,10,40,,,
"Nu: 0.0625, Gamma: 0.9",6,0,49,1,12.5,10,40,,,
"Nu: 0.0625, Gamma: 0.99",6,0,49,1,12.5,10,40,,,
"Nu: 0.1, Gamma: 0.0001",6,0,40,10,28.57142857,10,40,,,
"Nu: 0.1, Gamma: 0.0002",6,0,40,10,28.57142857,10,40,,,
"Nu: 0.1, Gamma: 0.0003",6,0,40,10,28.57142857,10,40,,,
"Nu: 0.1, Gamma: 0.0004",6,0,40,10,28.57142857,10,40,,,
"Nu: 0.1, Gamma: 0.005",6,0,40,10,28.57142857,10,40,,,
"Nu: 0.1, Gamma: 0.05",6,0,41,9,26.78571429,10,40,,,
"Nu: 0.1, Gamma: 0.0625",6,0,41,9,26.78571429,10,40,,,
"Nu: 0.1, Gamma: 0.1",6,0,43,7,23.21428571,10,40,,,
"Nu: 0.1, Gamma: 0.2",6,0,46,4,17.85714286,10,40,,,
"Nu: 0.1, Gamma: 0.5",6,0,45,5,19.64285714,10,40,,,
"Nu: 0.1, Gamma: 0.7",6,0,45,5,19.64285714,10,40,,,
"Nu: 0.1, Gamma: 0.9",6,0,46,4,17.85714286,10,40,,,
"Nu: 0.1, Gamma: 0.99",6,0,49,1,12.5,10,40,,,
"Nu: 0.2, Gamma: 0.0001",4,2,34,16,35.71428571,10,40,,,
"Nu: 0.2, Gamma: 0.0002",5,1,34,16,37.5,10,40,,,
"Nu: 0.2, Gamma: 0.0003",5,1,34,16,37.5,10,40,,,
"Nu: 0.2, Gamma: 0.0004",5,1,34,16,37.5,10,40,,,
"Nu: 0.2, Gamma: 0.005",5,1,34,16,37.5,10,40,,,
"Nu: 0.2, Gamma: 0.05",5,1,34,16,37.5,10,40,,,
"Nu: 0.2, Gamma: 0.0625",5,1,34,16,37.5,10,40,,,
"Nu: 0.2, Gamma: 0.1",5,1,35,15,35.71428571,10,40,,,
"Nu: 0.2, Gamma: 0.2",5,1,42,8,23.21428571,10,40,,,
"Nu: 0.2, Gamma: 0.5",6,0,44,6,21.42857143,10,40,,,
"Nu: 0.2, Gamma: 0.7",6,0,44,6,21.42857143,10,40,,,
"Nu: 0.2, Gamma: 0.9",6,0,44,6,21.42857143,10,40,,,
"Nu: 0.2, Gamma: 0.99",6,0,44,6,21.42857143,10,40,,,
"Nu: 0.5, Gamma: 0.0001",2,4,21,29,55.35714286,10,40,,,
"Nu: 0.5, Gamma: 0.0002",2,4,21,29,55.35714286,10,40,,,
"Nu: 0.5, Gamma: 0.0003",2,4,21,29,55.35714286,10,40,,,
"Nu: 0.5, Gamma: 0.0004",2,4,21,29,55.35714286,10,40,,,
"Nu: 0.5, Gamma: 0.005",2,4,21,29,55.35714286,10,40,,,
"Nu: 0.5, Gamma: 0.05",2,4,21,29,55.35714286,10,40,,,
"Nu: 0.5, Gamma: 0.0625",2,4,21,29,55.35714286,10,40,,,
"Nu: 0.5, Gamma: 0.1",2,4,23,27,51.78571429,10,40,,,
"Nu: 0.5, Gamma: 0.2",2,4,23,27,51.78571429,10,40,,,
"Nu: 0.5, Gamma: 0.5",3,3,26,24,48.21428571,10,40,,,
"Nu: 0.5, Gamma: 0.7",4,2,29,21,44.64285714,10,40,,,
"Nu: 0.5, Gamma: 0.9",4,2,33,17,37.5,10,40,,,
"Nu: 0.5, Gamma: 0.99",4,2,34,16,35.71428571,10,40,,,
"Nu: 0.7, Gamma: 0.0001",2,4,14,36,67.85714286,10,40,,,
"Nu: 0.7, Gamma: 0.0002",2,4,14,36,67.85714286,10,40,,,
"Nu: 0.7, Gamma: 0.0003",2,4,14,36,67.85714286,10,40,,,
"Nu: 0.7, Gamma: 0.0004",2,4,14,36,67.85714286,10,40,,,
"Nu: 0.7, Gamma: 0.005",2,4,14,36,67.85714286,10,40,,,
"Nu: 0.7, Gamma: 0.05",2,4,16,34,64.28571429,10,40,,,
"Nu: 0.7, Gamma: 0.0625",2,4,16,34,64.28571429,10,40,,,
"Nu: 0.7, Gamma: 0.1",2,4,17,33,62.5,10,40,,,
"Nu: 0.7, Gamma: 0.2",2,4,19,31,58.92857143,10,40,,,
"Nu: 0.7, Gamma: 0.5",2,4,18,32,60.71428571,10,40,,,
"Nu: 0.7, Gamma: 0.7",2,4,21,29,55.35714286,10,40,,,
"Nu: 0.7, Gamma: 0.9",3,3,23,27,53.57142857,10,40,,,
"Nu: 0.7, Gamma: 0.99",3,3,23,27,53.57142857,10,40,,,
"Nu: 0.9, Gamma: 0.0001",1,5,8,42,76.78571429,10,40,,,
"Nu: 0.9, Gamma: 0.0002",1,5,8,42,76.78571429,10,40,,,
"Nu: 0.9, Gamma: 0.0003",1,5,8,42,76.78571429,10,40,,,
"Nu: 0.9, Gamma: 0.0004",1,5,8,42,76.78571429,10,40,,,
"Nu: 0.9, Gamma: 0.005",1,5,8,42,76.78571429,10,40,,,
"Nu: 0.9, Gamma: 0.05",1,5,8,42,76.78571429,10,40,,,
"Nu: 0.9, Gamma: 0.0625",1,5,8,42,76.78571429,10,40,,,
"Nu: 0.9, Gamma: 0.1",1,5,8,42,76.78571429,10,40,,,
"Nu: 0.9, Gamma: 0.2",1,5,8,42,76.78571429,10,40,,,
