Features: 16,,,,,,,,,,
Target Class: x264,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,98.46014493,77
"Nu: 0.9, Gamma: 0.5",51,451,0,5016,91.82674882,0,40,,,
"Nu: 0.9, Gamma: 0.7",46,456,0,5016,91.73613628,0,40,,,
"Nu: 0.9, Gamma: 0.9",48,454,0,5016,91.7723813,0,40,,,
"Nu: 0.9, Gamma: 0.99",48,454,0,5016,91.7723813,0,40,,,
"Nu: 0.99, Gamma: 0.0001",0,502,0,5016,90.90250091,0,40,,,
"Nu: 0.99, Gamma: 0.0002",0,502,0,5016,90.90250091,0,40,,,
"Nu: 0.99, Gamma: 0.0003",0,502,0,5016,90.90250091,0,40,,,
"Nu: 0.99, Gamma: 0.0004",0,502,0,5016,90.90250091,0,40,,,
"Nu: 0.99, Gamma: 0.005",7,495,0,5016,91.02935846,0,40,,,
"Nu: 0.99, Gamma: 0.05",6,496,0,5016,91.01123596,0,40,,,
"Nu: 0.99, Gamma: 0.0625",7,495,0,5016,91.02935846,0,40,,,
"Nu: 0.99, Gamma: 0.1",5,497,0,5016,90.99311345,0,40,,,
"Nu: 0.99, Gamma: 0.2",2,500,0,5016,90.93874592,0,40,,,
"Nu: 0.99, Gamma: 0.5",4,498,0,5016,90.97499094,0,40,,,
"Nu: 0.99, Gamma: 0.7",6,496,0,5016,91.01123596,0,40,,,
"Nu: 0.99, Gamma: 0.9",5,497,0,5016,90.99311345,0,40,,,
"Nu: 0.99, Gamma: 0.99",3,499,0,5016,90.95686843,0,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: x264,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",502,0,5017,1,9.112318841,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",502,0,5017,1,9.112318841,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",502,0,5017,1,9.112318841,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",502,0,5017,1,9.112318841,10,40,,,
"Nu: 0.0001, Gamma: 0.005",306,196,546,4472,86.55797101,10,40,,,
"Nu: 0.0001, Gamma: 0.05",502,0,1663,3355,69.87318841,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",502,0,1813,3205,67.1557971,10,40,,,
"Nu: 0.0001, Gamma: 0.1",502,0,2048,2970,62.89855072,10,40,,,
"Nu: 0.0001, Gamma: 0.2",502,0,2825,2193,48.82246377,10,40,,,
"Nu: 0.0001, Gamma: 0.5",502,0,2181,2837,60.48913043,10,40,,,
"Nu: 0.0001, Gamma: 0.7",502,0,2031,2987,63.20652174,10,40,,,
"Nu: 0.0001, Gamma: 0.9",502,0,1911,3107,65.38043478,10,40,,,
"Nu: 0.0001, Gamma: 0.99",502,0,1928,3090,65.07246377,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",320,182,616,4402,85.54347826,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",320,182,616,4402,85.54347826,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",318,184,610,4408,85.61594203,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",319,183,611,4407,85.61594203,10,40,,,
"Nu: 0.0002, Gamma: 0.005",502,0,1475,3543,73.27898551,10,40,,,
"Nu: 0.0002, Gamma: 0.05",502,0,1838,3180,66.70289855,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",502,0,1877,3141,65.99637681,10,40,,,
"Nu: 0.0002, Gamma: 0.1",502,0,1862,3156,66.26811594,10,40,,,
"Nu: 0.0002, Gamma: 0.2",502,0,2211,2807,59.94565217,10,40,,,
"Nu: 0.0002, Gamma: 0.5",502,0,1898,3120,65.61594203,10,40,,,
"Nu: 0.0002, Gamma: 0.7",502,0,1876,3142,66.01449275,10,40,,,
"Nu: 0.0002, Gamma: 0.9",502,0,2012,3006,63.55072464,10,40,,,
"Nu: 0.0002, Gamma: 0.99",502,0,1918,3100,65.25362319,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",301,201,578,4440,85.88768116,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",301,201,578,4440,85.88768116,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",301,201,578,4440,85.88768116,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",301,201,578,4440,85.88768116,10,40,,,
"Nu: 0.0003, Gamma: 0.005",502,0,1621,3397,70.63405797,10,40,,,
"Nu: 0.0003, Gamma: 0.05",502,0,1803,3215,67.33695652,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",502,0,1763,3255,68.0615942,10,40,,,
"Nu: 0.0003, Gamma: 0.1",502,0,1895,3123,65.67028986,10,40,,,
"Nu: 0.0003, Gamma: 0.2",502,0,2086,2932,62.21014493,10,40,,,
"Nu: 0.0003, Gamma: 0.5",502,0,1979,3039,64.14855072,10,40,,,
"Nu: 0.0003, Gamma: 0.7",502,0,1949,3069,64.69202899,10,40,,,
"Nu: 0.0003, Gamma: 0.9",502,0,1924,3094,65.14492754,10,40,,,
"Nu: 0.0003, Gamma: 0.99",502,0,1898,3120,65.61594203,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",292,210,522,4496,86.73913043,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",292,210,522,4496,86.73913043,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",292,210,522,4496,86.73913043,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",300,202,561,4457,86.17753623,10,40,,,
"Nu: 0.0004, Gamma: 0.005",502,0,1726,3292,68.73188406,10,40,,,
"Nu: 0.0004, Gamma: 0.05",502,0,1737,3281,68.5326087,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",502,0,1755,3263,68.20652174,10,40,,,
"Nu: 0.0004, Gamma: 0.1",502,0,1837,3181,66.72101449,10,40,,,
"Nu: 0.0004, Gamma: 0.2",502,0,1976,3042,64.20289855,10,40,,,
"Nu: 0.0004, Gamma: 0.5",502,0,1954,3064,64.60144928,10,40,,,
"Nu: 0.0004, Gamma: 0.7",502,0,1963,3055,64.4384058,10,40,,,
"Nu: 0.0004, Gamma: 0.9",502,0,1960,3058,64.49275362,10,40,,,
"Nu: 0.0004, Gamma: 0.99",502,0,1927,3091,65.09057971,10,40,,,
"Nu: 0.005, Gamma: 0.0001",502,0,3782,1236,31.48550725,10,40,,,
"Nu: 0.005, Gamma: 0.0002",480,22,1109,3909,79.51086957,10,40,,,
"Nu: 0.005, Gamma: 0.0003",481,21,1136,3882,79.03985507,10,40,,,
"Nu: 0.005, Gamma: 0.0004",494,8,1301,3717,76.28623188,10,40,,,
"Nu: 0.005, Gamma: 0.005",502,0,1534,3484,72.21014493,10,40,,,
"Nu: 0.005, Gamma: 0.05",502,0,1551,3467,71.90217391,10,40,,,
"Nu: 0.005, Gamma: 0.0625",502,0,1550,3468,71.92028986,10,40,,,
"Nu: 0.005, Gamma: 0.1",502,0,1547,3471,71.97463768,10,40,,,
"Nu: 0.005, Gamma: 0.2",502,0,1547,3471,71.97463768,10,40,,,
"Nu: 0.005, Gamma: 0.5",502,0,1523,3495,72.40942029,10,40,,,
"Nu: 0.005, Gamma: 0.7",502,0,1502,3516,72.78985507,10,40,,,
"Nu: 0.005, Gamma: 0.9",502,0,1153,3865,79.11231884,10,40,,,
"Nu: 0.005, Gamma: 0.99",502,0,1026,3992,81.41304348,10,40,,,
"Nu: 0.05, Gamma: 0.0001",485,17,753,4265,86.05072464,10,40,,,
"Nu: 0.05, Gamma: 0.0002",485,17,753,4265,86.05072464,10,40,,,
"Nu: 0.05, Gamma: 0.0003",485,17,753,4265,86.05072464,10,40,,,
"Nu: 0.05, Gamma: 0.0004",485,17,753,4265,86.05072464,10,40,,,
"Nu: 0.05, Gamma: 0.005",486,16,758,4260,85.97826087,10,40,,,
"Nu: 0.05, Gamma: 0.05",486,16,679,4339,87.40942029,10,40,,,
"Nu: 0.05, Gamma: 0.0625",486,16,641,4377,88.09782609,10,40,,,
"Nu: 0.05, Gamma: 0.1",486,16,556,4462,89.63768116,10,40,,,
"Nu: 0.05, Gamma: 0.2",487,15,351,4667,93.36956522,10,40,,,
"Nu: 0.05, Gamma: 0.5",487,15,99,4919,97.93478261,10,40,,,
"Nu: 0.05, Gamma: 0.7",488,14,77,4941,98.35144928,10,40,,,
"Nu: 0.05, Gamma: 0.9",490,12,81,4937,98.31521739,10,40,,,
"Nu: 0.05, Gamma: 0.99",490,12,83,4935,98.27898551,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",479,23,629,4389,88.1884058,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",479,23,628,4390,88.20652174,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",479,23,627,4391,88.22463768,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",479,23,627,4391,88.22463768,10,40,,,
"Nu: 0.0625, Gamma: 0.005",481,21,634,4384,88.13405797,10,40,,,
"Nu: 0.0625, Gamma: 0.05",480,22,516,4502,90.25362319,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",482,20,492,4526,90.72463768,10,40,,,
"Nu: 0.0625, Gamma: 0.1",482,20,410,4608,92.21014493,10,40,,,
"Nu: 0.0625, Gamma: 0.2",483,19,223,4795,95.61594203,10,40,,,
"Nu: 0.0625, Gamma: 0.5",485,17,79,4939,98.26086957,10,40,,,
"Nu: 0.0625, Gamma: 0.7",482,20,79,4939,98.20652174,10,40,,,
"Nu: 0.0625, Gamma: 0.9",486,16,80,4938,98.26086957,10,40,,,
"Nu: 0.0625, Gamma: 0.99",484,18,82,4936,98.1884058,10,40,,,
"Nu: 0.1, Gamma: 0.0001",463,39,317,4701,93.55072464,10,40,,,
"Nu: 0.1, Gamma: 0.0002",462,40,317,4701,93.5326087,10,40,,,
"Nu: 0.1, Gamma: 0.0003",462,40,317,4701,93.5326087,10,40,,,
"Nu: 0.1, Gamma: 0.0004",462,40,316,4702,93.55072464,10,40,,,
"Nu: 0.1, Gamma: 0.005",468,34,331,4687,93.38768116,10,40,,,
"Nu: 0.1, Gamma: 0.05",469,33,233,4785,95.18115942,10,40,,,
"Nu: 0.1, Gamma: 0.0625",468,34,217,4801,95.45289855,10,40,,,
"Nu: 0.1, Gamma: 0.1",468,34,167,4851,96.35869565,10,40,,,
"Nu: 0.1, Gamma: 0.2",469,33,99,4919,97.60869565,10,40,,,
"Nu: 0.1, Gamma: 0.5",469,33,66,4952,98.20652174,10,40,,,
"Nu: 0.1, Gamma: 0.7",461,41,69,4949,98.00724638,10,40,,,
"Nu: 0.1, Gamma: 0.9",454,48,76,4942,97.75362319,10,40,,,
"Nu: 0.1, Gamma: 0.99",453,49,84,4934,97.59057971,10,40,,,
"Nu: 0.2, Gamma: 0.0001",285,217,49,4969,95.18115942,10,40,,,
"Nu: 0.2, Gamma: 0.0002",406,96,76,4942,96.88405797,10,40,,,
"Nu: 0.2, Gamma: 0.0003",235,267,45,4973,94.34782609,10,40,,,
"Nu: 0.2, Gamma: 0.0004",387,115,68,4950,96.68478261,10,40,,,
"Nu: 0.2, Gamma: 0.005",418,84,84,4934,96.95652174,10,40,,,
"Nu: 0.2, Gamma: 0.05",420,82,65,4953,97.33695652,10,40,,,
"Nu: 0.2, Gamma: 0.0625",427,75,58,4960,97.59057971,10,40,,,
"Nu: 0.2, Gamma: 0.1",428,74,52,4966,97.7173913,10,40,,,
"Nu: 0.2, Gamma: 0.2",425,77,45,4973,97.78985507,10,40,,,
"Nu: 0.2, Gamma: 0.5",394,108,26,4992,97.57246377,10,40,,,
"Nu: 0.2, Gamma: 0.7",393,109,20,4998,97.66304348,10,40,,,
"Nu: 0.2, Gamma: 0.9",387,115,17,5001,97.60869565,10,40,,,
"Nu: 0.2, Gamma: 0.99",386,116,16,5002,97.60869565,10,40,,,
"Nu: 0.5, Gamma: 0.0001",48,454,6,5012,91.66666667,10,40,,,
"Nu: 0.5, Gamma: 0.0002",171,331,11,5007,93.80434783,10,40,,,
"Nu: 0.5, Gamma: 0.0003",149,353,10,5008,93.42391304,10,40,,,
"Nu: 0.5, Gamma: 0.0004",152,350,10,5008,93.47826087,10,40,,,
"Nu: 0.5, Gamma: 0.005",245,257,12,5006,95.12681159,10,40,,,
"Nu: 0.5, Gamma: 0.05",247,255,11,5007,95.18115942,10,40,,,
"Nu: 0.5, Gamma: 0.0625",251,251,10,5008,95.27173913,10,40,,,
"Nu: 0.5, Gamma: 0.1",255,247,7,5011,95.39855072,10,40,,,
"Nu: 0.5, Gamma: 0.2",256,246,1,5017,95.52536232,10,40,,,
"Nu: 0.5, Gamma: 0.5",263,239,0,5018,95.67028986,10,40,,,
"Nu: 0.5, Gamma: 0.7",265,237,0,5018,95.70652174,10,40,,,
"Nu: 0.5, Gamma: 0.9",267,235,0,5018,95.74275362,10,40,,,
"Nu: 0.5, Gamma: 0.99",269,233,0,5018,95.77898551,10,40,,,
"Nu: 0.7, Gamma: 0.0001",112,390,2,5016,92.89855072,10,40,,,
"Nu: 0.7, Gamma: 0.0002",10,492,0,5018,91.08695652,10,40,,,
"Nu: 0.7, Gamma: 0.0003",110,392,2,5016,92.86231884,10,40,,,
"Nu: 0.7, Gamma: 0.0004",27,475,1,5017,91.37681159,10,40,,,
"Nu: 0.7, Gamma: 0.005",142,360,2,5016,93.44202899,10,40,,,
"Nu: 0.7, Gamma: 0.05",150,352,2,5016,93.58695652,10,40,,,
"Nu: 0.7, Gamma: 0.0625",149,353,1,5017,93.58695652,10,40,,,
"Nu: 0.7, Gamma: 0.1",148,354,1,5017,93.56884058,10,40,,,
"Nu: 0.7, Gamma: 0.2",154,348,0,5018,93.69565217,10,40,,,
"Nu: 0.7, Gamma: 0.5",159,343,0,5018,93.78623188,10,40,,,
"Nu: 0.7, Gamma: 0.7",162,340,0,5018,93.84057971,10,40,,,
"Nu: 0.7, Gamma: 0.9",162,340,0,5018,93.84057971,10,40,,,
"Nu: 0.7, Gamma: 0.99",162,340,0,5018,93.84057971,10,40,,,
"Nu: 0.9, Gamma: 0.0001",0,502,0,5018,90.9057971,10,40,,,
"Nu: 0.9, Gamma: 0.0002",0,502,0,5018,90.9057971,10,40,,,
"Nu: 0.9, Gamma: 0.0003",0,502,0,5018,90.9057971,10,40,,,
"Nu: 0.9, Gamma: 0.0004",3,499,0,5018,90.96014493,10,40,,,
"Nu: 0.9, Gamma: 0.005",41,461,0,5018,91.64855072,10,40,,,
"Nu: 0.9, Gamma: 0.05",50,452,0,5018,91.8115942,10,40,,,
"Nu: 0.9, Gamma: 0.0625",49,453,0,5018,91.79347826,10,40,,,
"Nu: 0.9, Gamma: 0.1",53,449,0,5018,91.86594203,10,40,,,
"Nu: 0.9, Gamma: 0.2",51,451,0,5018,91.82971014,10,40,,,
"Nu: 0.9, Gamma: 0.5",62,440,0,5018,92.02898551,10,40,,,
"Nu: 0.9, Gamma: 0.7",61,441,0,5018,92.01086957,10,40,,,
"Nu: 0.9, Gamma: 0.9",61,441,0,5018,92.01086957,10,40,,,
"Nu: 0.9, Gamma: 0.99",62,440,0,5018,92.02898551,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,502,0,5018,90.9057971,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,502,0,5018,90.9057971,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,502,0,5018,90.9057971,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,502,0,5018,90.9057971,10,40,,,
"Nu: 0.99, Gamma: 0.005",3,499,0,5018,90.96014493,10,40,,,
"Nu: 0.99, Gamma: 0.05",3,499,0,5018,90.96014493,10,40,,,
"Nu: 0.99, Gamma: 0.0625",3,499,0,5018,90.96014493,10,40,,,
"Nu: 0.99, Gamma: 0.1",2,500,0,5018,90.94202899,10,40,,,
"Nu: 0.99, Gamma: 0.2",4,498,0,5018,90.97826087,10,40,,,
"Nu: 0.99, Gamma: 0.5",7,495,0,5018,91.0326087,10,40,,,
"Nu: 0.99, Gamma: 0.7",6,496,0,5018,91.01449275,10,40,,,
"Nu: 0.99, Gamma: 0.9",6,496,0,5018,91.01449275,10,40,,,
"Nu: 0.99, Gamma: 0.99",5,497,0,5018,90.99637681,10,40,,,
,,,,,,,,,,
Target Class: x264_cachehalf,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",309,193,5014,2,5.636100036,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",309,193,5014,2,5.636100036,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",287,215,5014,2,5.237404857,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",287,215,5014,2,5.237404857,10,40,,,
"Nu: 0.0001, Gamma: 0.005",286,216,5014,2,5.219282349,10,40,,,
"Nu: 0.0001, Gamma: 0.05",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0001, Gamma: 0.1",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0001, Gamma: 0.2",502,0,5008,8,9.242479159,10,40,,,
"Nu: 0.0001, Gamma: 0.5",502,0,5003,13,9.3330917,10,40,,,
"Nu: 0.0001, Gamma: 0.7",502,0,5001,15,9.369336716,10,40,,,
"Nu: 0.0001, Gamma: 0.9",502,0,5000,16,9.387459224,10,40,,,
"Nu: 0.0001, Gamma: 0.99",502,0,4999,17,9.405581733,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",419,83,5014,2,7.629575933,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",322,180,5014,2,5.871692642,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",322,180,5014,2,5.871692642,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0002, Gamma: 0.005",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0002, Gamma: 0.05",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0002, Gamma: 0.1",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0002, Gamma: 0.2",502,0,5008,8,9.242479159,10,40,,,
"Nu: 0.0002, Gamma: 0.5",502,0,5002,14,9.351214208,10,40,,,
"Nu: 0.0002, Gamma: 0.7",502,0,5001,15,9.369336716,10,40,,,
"Nu: 0.0002, Gamma: 0.9",502,0,5000,16,9.387459224,10,40,,,
"Nu: 0.0002, Gamma: 0.99",502,0,4999,17,9.405581733,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0003, Gamma: 0.005",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0003, Gamma: 0.05",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0003, Gamma: 0.1",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0003, Gamma: 0.2",502,0,5008,8,9.242479159,10,40,,,
"Nu: 0.0003, Gamma: 0.5",502,0,5002,14,9.351214208,10,40,,,
"Nu: 0.0003, Gamma: 0.7",502,0,5001,15,9.369336716,10,40,,,
"Nu: 0.0003, Gamma: 0.9",502,0,5000,16,9.387459224,10,40,,,
"Nu: 0.0003, Gamma: 0.99",502,0,4999,17,9.405581733,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",247,255,5014,2,4.512504531,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",247,255,5014,2,4.512504531,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",247,255,5014,2,4.512504531,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",247,255,5014,2,4.512504531,10,40,,,
"Nu: 0.0004, Gamma: 0.005",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0004, Gamma: 0.05",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0004, Gamma: 0.1",502,0,5014,2,9.13374411,10,40,,,
"Nu: 0.0004, Gamma: 0.2",502,0,5007,9,9.260601667,10,40,,,
"Nu: 0.0004, Gamma: 0.5",502,0,5002,14,9.351214208,10,40,,,
"Nu: 0.0004, Gamma: 0.7",502,0,5001,15,9.369336716,10,40,,,
"Nu: 0.0004, Gamma: 0.9",502,0,4999,17,9.405581733,10,40,,,
"Nu: 0.0004, Gamma: 0.99",502,0,4999,17,9.405581733,10,40,,,
"Nu: 0.005, Gamma: 0.0001",212,290,5006,10,4.02319681,10,40,,,
"Nu: 0.005, Gamma: 0.0002",502,0,5006,10,9.278724175,10,40,,,
"Nu: 0.005, Gamma: 0.0003",355,147,5006,10,6.614715477,10,40,,,
"Nu: 0.005, Gamma: 0.0004",502,0,5006,10,9.278724175,10,40,,,
"Nu: 0.005, Gamma: 0.005",502,0,5006,10,9.278724175,10,40,,,
"Nu: 0.005, Gamma: 0.05",502,0,5004,12,9.314969192,10,40,,,
"Nu: 0.005, Gamma: 0.0625",502,0,5004,12,9.314969192,10,40,,,
"Nu: 0.005, Gamma: 0.1",502,0,5004,12,9.314969192,10,40,,,
"Nu: 0.005, Gamma: 0.2",502,0,5001,15,9.369336716,10,40,,,
"Nu: 0.005, Gamma: 0.5",502,0,5000,16,9.387459224,10,40,,,
"Nu: 0.005, Gamma: 0.7",502,0,4999,17,9.405581733,10,40,,,
"Nu: 0.005, Gamma: 0.9",502,0,4999,17,9.405581733,10,40,,,
"Nu: 0.005, Gamma: 0.99",502,0,4999,17,9.405581733,10,40,,,
"Nu: 0.05, Gamma: 0.0001",485,17,4998,18,9.115621602,10,40,,,
"Nu: 0.05, Gamma: 0.0002",485,17,4998,18,9.115621602,10,40,,,
"Nu: 0.05, Gamma: 0.0003",485,17,4998,18,9.115621602,10,40,,,
"Nu: 0.05, Gamma: 0.0004",485,17,4998,18,9.115621602,10,40,,,
"Nu: 0.05, Gamma: 0.005",488,14,4998,18,9.169989126,10,40,,,
"Nu: 0.05, Gamma: 0.05",488,14,4997,19,9.188111635,10,40,,,
"Nu: 0.05, Gamma: 0.0625",488,14,4997,19,9.188111635,10,40,,,
"Nu: 0.05, Gamma: 0.1",489,13,4996,20,9.224356651,10,40,,,
"Nu: 0.05, Gamma: 0.2",489,13,4993,23,9.278724175,10,40,,,
"Nu: 0.05, Gamma: 0.5",485,17,4987,29,9.314969192,10,40,,,
"Nu: 0.05, Gamma: 0.7",486,16,4927,89,10.42044219,10,40,,,
"Nu: 0.05, Gamma: 0.9",489,13,4489,527,18.41246829,10,40,,,
"Nu: 0.05, Gamma: 0.99",489,13,4324,692,21.40268213,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",214,288,4996,20,4.240666908,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",470,32,4997,19,8.861906488,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",470,32,4997,19,8.861906488,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",471,31,4997,19,8.880028996,10,40,,,
"Nu: 0.0625, Gamma: 0.005",481,21,4997,19,9.061254078,10,40,,,
"Nu: 0.0625, Gamma: 0.05",480,22,4996,20,9.061254078,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",480,22,4996,20,9.061254078,10,40,,,
"Nu: 0.0625, Gamma: 0.1",480,22,4993,23,9.115621602,10,40,,,
"Nu: 0.0625, Gamma: 0.2",479,23,4991,25,9.13374411,10,40,,,
"Nu: 0.0625, Gamma: 0.5",479,23,4977,39,9.387459224,10,40,,,
"Nu: 0.0625, Gamma: 0.7",480,22,4507,509,17.92316057,10,40,,,
"Nu: 0.0625, Gamma: 0.9",484,18,4129,887,24.84595868,10,40,,,
"Nu: 0.0625, Gamma: 0.99",484,18,4043,973,26.40449438,10,40,,,
"Nu: 0.1, Gamma: 0.0001",175,327,4910,106,5.092424792,10,40,,,
"Nu: 0.1, Gamma: 0.0002",440,62,4993,23,8.390721276,10,40,,,
"Nu: 0.1, Gamma: 0.0003",439,63,4993,23,8.372598768,10,40,,,
"Nu: 0.1, Gamma: 0.0004",440,62,4993,23,8.390721276,10,40,,,
"Nu: 0.1, Gamma: 0.005",441,61,4993,23,8.408843784,10,40,,,
"Nu: 0.1, Gamma: 0.05",447,55,4993,23,8.517578833,10,40,,,
"Nu: 0.1, Gamma: 0.0625",446,56,4993,23,8.499456325,10,40,,,
"Nu: 0.1, Gamma: 0.1",447,55,4990,26,8.571946357,10,40,,,
"Nu: 0.1, Gamma: 0.2",451,51,4988,28,8.680681406,10,40,,,
"Nu: 0.1, Gamma: 0.5",464,38,4225,791,22.74374773,10,40,,,
"Nu: 0.1, Gamma: 0.7",462,40,3867,1149,29.19536064,10,40,,,
"Nu: 0.1, Gamma: 0.9",458,44,3642,1374,33.20043494,10,40,,,
"Nu: 0.1, Gamma: 0.99",457,45,3564,1452,34.59586807,10,40,,,
"Nu: 0.2, Gamma: 0.0001",118,384,3704,1312,25.91518666,10,40,,,
"Nu: 0.2, Gamma: 0.0002",182,320,4785,231,7.484595868,10,40,,,
"Nu: 0.2, Gamma: 0.0003",366,136,4988,28,7.140268213,10,40,,,
"Nu: 0.2, Gamma: 0.0004",286,216,4988,28,5.690467561,10,40,,,
"Nu: 0.2, Gamma: 0.005",390,112,4988,28,7.575208409,10,40,,,
"Nu: 0.2, Gamma: 0.05",388,114,4986,30,7.575208409,10,40,,,
"Nu: 0.2, Gamma: 0.0625",389,113,4986,30,7.593330917,10,40,,,
"Nu: 0.2, Gamma: 0.1",391,111,4956,60,8.173251178,10,40,,,
"Nu: 0.2, Gamma: 0.2",402,100,4272,744,20.76839435,10,40,,,
"Nu: 0.2, Gamma: 0.5",405,97,2204,2812,58.30010874,10,40,,,
"Nu: 0.2, Gamma: 0.7",396,106,1641,3375,68.33997825,10,40,,,
"Nu: 0.2, Gamma: 0.9",400,102,1374,3642,73.25117796,10,40,,,
"Nu: 0.2, Gamma: 0.99",402,100,1294,3722,74.73722363,10,40,,,
"Nu: 0.5, Gamma: 0.0001",32,470,447,4569,83.38166002,10,40,,,
"Nu: 0.5, Gamma: 0.0002",260,242,3120,1896,39.07212758,10,40,,,
"Nu: 0.5, Gamma: 0.0003",234,268,2777,2239,44.81696267,10,40,,,
"Nu: 0.5, Gamma: 0.0004",156,346,1955,3061,58.30010874,10,40,,,
"Nu: 0.5, Gamma: 0.005",235,267,2602,2414,48.0065241,10,40,,,
"Nu: 0.5, Gamma: 0.05",247,255,1777,3239,63.17506343,10,40,,,
"Nu: 0.5, Gamma: 0.0625",246,256,1556,3460,67.16201522,10,40,,,
"Nu: 0.5, Gamma: 0.1",243,259,937,4079,78.32548025,10,40,,,
"Nu: 0.5, Gamma: 0.2",254,248,42,4974,94.74447264,10,40,,,
"Nu: 0.5, Gamma: 0.5",272,230,0,5016,95.83182312,10,40,,,
"Nu: 0.5, Gamma: 0.7",272,230,0,5016,95.83182312,10,40,,,
"Nu: 0.5, Gamma: 0.9",279,223,0,5016,95.95868068,10,40,,,
"Nu: 0.5, Gamma: 0.99",279,223,0,5016,95.95868068,10,40,,,
"Nu: 0.7, Gamma: 0.0001",1,501,0,5016,90.92062341,10,40,,,
"Nu: 0.7, Gamma: 0.0002",251,251,1517,3499,67.95940558,10,40,,,
"Nu: 0.7, Gamma: 0.0003",75,427,198,4818,88.6734324,10,40,,,
"Nu: 0.7, Gamma: 0.0004",70,432,144,4872,89.5614353,10,40,,,
"Nu: 0.7, Gamma: 0.005",154,348,614,4402,82.56614715,10,40,,,
