Features: 16,,,,,,,,
Target Class: canneal,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.99, Gamma: 0.0002",0,4,9,42,76.36363636363637,0,40,
"Nu: 0.99, Gamma: 0.0003",0,4,1,50,90.9090909090909,0,40,
"Nu: 0.99, Gamma: 0.0004",0,4,1,50,90.9090909090909,0,40,
"Nu: 0.99, Gamma: 0.005",0,4,1,50,90.9090909090909,0,40,
"Nu: 0.99, Gamma: 0.05",0,4,3,48,87.27272727272727,0,40,
"Nu: 0.99, Gamma: 0.0625",0,4,3,48,87.27272727272727,0,40,
"Nu: 0.99, Gamma: 0.1",0,4,1,50,90.9090909090909,0,40,
"Nu: 0.99, Gamma: 0.2",0,4,8,43,78.18181818181819,0,40,
"Nu: 0.99, Gamma: 0.5",0,4,0,51,92.72727272727272,0,40,
"Nu: 0.99, Gamma: 0.7",0,4,0,51,92.72727272727272,0,40,
"Nu: 0.99, Gamma: 0.9",0,4,0,51,92.72727272727272,0,40,
"Nu: 0.99, Gamma: 0.99",0,4,0,51,92.72727272727272,0,40,
,,,,,,,,
Features: 16,,,,,,,,
Target Class: canneal,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.0001, Gamma: 0.0001",0,6,0,38,86.36363636363636,10,40,
"Nu: 0.0001, Gamma: 0.0002",0,6,0,38,86.36363636363636,10,40,
"Nu: 0.0001, Gamma: 0.0003",0,6,0,38,86.36363636363636,10,40,
"Nu: 0.0001, Gamma: 0.0004",6,0,23,15,47.72727272727273,10,40,
"Nu: 0.0001, Gamma: 0.005",6,0,38,0,13.636363636363635,10,40,
"Nu: 0.0001, Gamma: 0.05",6,0,37,1,15.909090909090908,10,40,
"Nu: 0.0001, Gamma: 0.0625",6,0,37,1,15.909090909090908,10,40,
"Nu: 0.0001, Gamma: 0.1",6,0,37,1,15.909090909090908,10,40,
"Nu: 0.0001, Gamma: 0.2",6,0,37,1,15.909090909090908,10,40,
"Nu: 0.0001, Gamma: 0.5",6,0,38,0,13.636363636363635,10,40,
"Nu: 0.0001, Gamma: 0.7",6,0,38,0,13.636363636363635,10,40,
"Nu: 0.0001, Gamma: 0.9",6,0,34,4,22.727272727272727,10,40,
"Nu: 0.0001, Gamma: 0.99",6,0,35,3,20.454545454545457,10,40,
"Nu: 0.0002, Gamma: 0.0001",0,6,0,38,86.36363636363636,10,40,
"Nu: 0.0002, Gamma: 0.0002",6,0,23,15,47.72727272727273,10,40,
"Nu: 0.0002, Gamma: 0.0003",6,0,23,15,47.72727272727273,10,40,
"Nu: 0.0002, Gamma: 0.0004",6,0,23,15,47.72727272727273,10,40,
"Nu: 0.0002, Gamma: 0.005",6,0,38,0,13.636363636363635,10,40,
"Nu: 0.0002, Gamma: 0.05",6,0,37,1,15.909090909090908,10,40,
"Nu: 0.0002, Gamma: 0.0625",6,0,37,1,15.909090909090908,10,40,
"Nu: 0.0002, Gamma: 0.1",6,0,37,1,15.909090909090908,10,40,
"Nu: 0.0002, Gamma: 0.2",6,0,37,1,15.909090909090908,10,40,
"Nu: 0.0002, Gamma: 0.5",6,0,38,0,13.636363636363635,10,40,
"Nu: 0.0002, Gamma: 0.7",6,0,37,1,15.909090909090908,10,40,
"Nu: 0.0002, Gamma: 0.9",6,0,35,3,20.454545454545457,10,40,
"Nu: 0.0002, Gamma: 0.99",6,0,35,3,20.454545454545457,10,40,
"Nu: 0.0003, Gamma: 0.0001",0,6,0,38,86.36363636363636,10,40,
"Nu: 0.0003, Gamma: 0.0002",6,0,23,15,47.72727272727273,10,40,
"Nu: 0.0003, Gamma: 0.0003",6,0,23,15,47.72727272727273,10,40,
"Nu: 0.0003, Gamma: 0.0004",6,0,23,15,47.72727272727273,10,40,
"Nu: 0.0003, Gamma: 0.005",6,0,38,0,13.636363636363635,10,40,
"Nu: 0.0003, Gamma: 0.05",6,0,37,1,15.909090909090908,10,40,
"Nu: 0.0003, Gamma: 0.0625",6,0,37,1,15.909090909090908,10,40,
"Nu: 0.0003, Gamma: 0.1",6,0,37,1,15.909090909090908,10,40,
"Nu: 0.0003, Gamma: 0.2",6,0,38,0,13.636363636363635,10,40,
"Nu: 0.0003, Gamma: 0.5",6,0,37,1,15.909090909090908,10,40,
"Nu: 0.0003, Gamma: 0.7",6,0,36,2,18.181818181818183,10,40,
"Nu: 0.0003, Gamma: 0.9",6,0,34,4,22.727272727272727,10,40,
"Nu: 0.0003, Gamma: 0.99",6,0,35,3,20.454545454545457,10,40,
"Nu: 0.0004, Gamma: 0.0001",6,0,23,15,47.72727272727273,10,40,
"Nu: 0.0004, Gamma: 0.0002",6,0,23,15,47.72727272727273,10,40,
"Nu: 0.0004, Gamma: 0.0003",6,0,23,15,47.72727272727273,10,40,
"Nu: 0.0004, Gamma: 0.0004",6,0,23,15,47.72727272727273,10,40,
"Nu: 0.0004, Gamma: 0.005",6,0,38,0,13.636363636363635,10,40,
"Nu: 0.0004, Gamma: 0.05",6,0,37,1,15.909090909090908,10,40,
"Nu: 0.0004, Gamma: 0.0625",6,0,37,1,15.909090909090908,10,40,
"Nu: 0.0004, Gamma: 0.1",6,0,37,1,15.909090909090908,10,40,
"Nu: 0.0004, Gamma: 0.2",6,0,38,0,13.636363636363635,10,40,
"Nu: 0.0004, Gamma: 0.5",6,0,38,0,13.636363636363635,10,40,
"Nu: 0.0004, Gamma: 0.7",6,0,35,3,20.454545454545457,10,40,
"Nu: 0.0004, Gamma: 0.9",6,0,34,4,22.727272727272727,10,40,
"Nu: 0.0004, Gamma: 0.99",6,0,34,4,22.727272727272727,10,40,
"Nu: 0.005, Gamma: 0.0001",6,0,38,0,13.636363636363635,10,40,
"Nu: 0.005, Gamma: 0.0002",6,0,38,0,13.636363636363635,10,40,
"Nu: 0.005, Gamma: 0.0003",6,0,38,0,13.636363636363635,10,40,
"Nu: 0.005, Gamma: 0.0004",6,0,37,1,15.909090909090908,10,40,
"Nu: 0.005, Gamma: 0.005",6,0,38,0,13.636363636363635,10,40,
"Nu: 0.005, Gamma: 0.05",6,0,38,0,13.636363636363635,10,40,
"Nu: 0.005, Gamma: 0.0625",6,0,37,1,15.909090909090908,10,40,
"Nu: 0.005, Gamma: 0.1",6,0,37,1,15.909090909090908,10,40,
"Nu: 0.005, Gamma: 0.2",6,0,38,0,13.636363636363635,10,40,
"Nu: 0.005, Gamma: 0.5",6,0,37,1,15.909090909090908,10,40,
"Nu: 0.005, Gamma: 0.7",6,0,36,2,18.181818181818183,10,40,
"Nu: 0.005, Gamma: 0.9",6,0,35,3,20.454545454545457,10,40,
"Nu: 0.005, Gamma: 0.99",6,0,35,3,20.454545454545457,10,40,
"Nu: 0.05, Gamma: 0.0001",5,1,33,5,22.727272727272727,10,40,
"Nu: 0.05, Gamma: 0.0002",5,1,33,5,22.727272727272727,10,40,
"Nu: 0.05, Gamma: 0.0003",5,1,33,5,22.727272727272727,10,40,
"Nu: 0.05, Gamma: 0.0004",5,1,33,5,22.727272727272727,10,40,
"Nu: 0.05, Gamma: 0.005",5,1,33,5,22.727272727272727,10,40,
"Nu: 0.05, Gamma: 0.05",5,1,33,5,22.727272727272727,10,40,
"Nu: 0.05, Gamma: 0.0625",5,1,33,5,22.727272727272727,10,40,
"Nu: 0.05, Gamma: 0.1",5,1,33,5,22.727272727272727,10,40,
"Nu: 0.05, Gamma: 0.2",6,0,37,1,15.909090909090908,10,40,
"Nu: 0.05, Gamma: 0.5",6,0,38,0,13.636363636363635,10,40,
"Nu: 0.05, Gamma: 0.7",6,0,36,2,18.181818181818183,10,40,
"Nu: 0.05, Gamma: 0.9",6,0,34,4,22.727272727272727,10,40,
"Nu: 0.05, Gamma: 0.99",6,0,35,3,20.454545454545457,10,40,
"Nu: 0.0625, Gamma: 0.0001",5,1,33,5,22.727272727272727,10,40,
"Nu: 0.0625, Gamma: 0.0002",5,1,33,5,22.727272727272727,10,40,
"Nu: 0.0625, Gamma: 0.0003",5,1,33,5,22.727272727272727,10,40,
"Nu: 0.0625, Gamma: 0.0004",5,1,33,5,22.727272727272727,10,40,
"Nu: 0.0625, Gamma: 0.005",5,1,33,5,22.727272727272727,10,40,
"Nu: 0.0625, Gamma: 0.05",5,1,33,5,22.727272727272727,10,40,
"Nu: 0.0625, Gamma: 0.0625",5,1,33,5,22.727272727272727,10,40,
"Nu: 0.0625, Gamma: 0.1",5,1,33,5,22.727272727272727,10,40,
"Nu: 0.0625, Gamma: 0.2",5,1,33,5,22.727272727272727,10,40,
"Nu: 0.0625, Gamma: 0.5",6,0,37,1,15.909090909090908,10,40,
"Nu: 0.0625, Gamma: 0.7",6,0,36,2,18.181818181818183,10,40,
"Nu: 0.0625, Gamma: 0.9",6,0,34,4,22.727272727272727,10,40,
"Nu: 0.0625, Gamma: 0.99",6,0,34,4,22.727272727272727,10,40,
"Nu: 0.1, Gamma: 0.0001",5,1,32,6,25.0,10,40,
"Nu: 0.1, Gamma: 0.0002",5,1,32,6,25.0,10,40,
"Nu: 0.1, Gamma: 0.0003",5,1,31,7,27.27272727272727,10,40,
"Nu: 0.1, Gamma: 0.0004",5,1,32,6,25.0,10,40,
"Nu: 0.1, Gamma: 0.005",5,1,31,7,27.27272727272727,10,40,
"Nu: 0.1, Gamma: 0.05",5,1,31,7,27.27272727272727,10,40,
"Nu: 0.1, Gamma: 0.0625",5,1,32,6,25.0,10,40,
"Nu: 0.1, Gamma: 0.1",5,1,32,6,25.0,10,40,
"Nu: 0.1, Gamma: 0.2",5,1,32,6,25.0,10,40,
"Nu: 0.1, Gamma: 0.5",5,1,32,6,25.0,10,40,
"Nu: 0.1, Gamma: 0.7",6,0,34,4,22.727272727272727,10,40,
"Nu: 0.1, Gamma: 0.9",6,0,34,4,22.727272727272727,10,40,
"Nu: 0.1, Gamma: 0.99",6,0,35,3,20.454545454545457,10,40,
"Nu: 0.2, Gamma: 0.0001",5,1,27,11,36.36363636363637,10,40,
"Nu: 0.2, Gamma: 0.0002",5,1,27,11,36.36363636363637,10,40,
"Nu: 0.2, Gamma: 0.0003",5,1,27,11,36.36363636363637,10,40,
"Nu: 0.2, Gamma: 0.0004",5,1,27,11,36.36363636363637,10,40,
"Nu: 0.2, Gamma: 0.005",5,1,27,11,36.36363636363637,10,40,
"Nu: 0.2, Gamma: 0.05",5,1,30,8,29.545454545454547,10,40,
"Nu: 0.2, Gamma: 0.0625",5,1,30,8,29.545454545454547,10,40,
"Nu: 0.2, Gamma: 0.1",5,1,31,7,27.27272727272727,10,40,
"Nu: 0.2, Gamma: 0.2",5,1,31,7,27.27272727272727,10,40,
"Nu: 0.2, Gamma: 0.5",5,1,31,7,27.27272727272727,10,40,
"Nu: 0.2, Gamma: 0.7",5,1,29,9,31.818181818181817,10,40,
"Nu: 0.2, Gamma: 0.9",5,1,28,10,34.090909090909086,10,40,
"Nu: 0.2, Gamma: 0.99",5,1,28,10,34.090909090909086,10,40,
"Nu: 0.5, Gamma: 0.0001",5,1,5,33,86.36363636363636,10,40,
"Nu: 0.5, Gamma: 0.0002",5,1,5,33,86.36363636363636,10,40,
"Nu: 0.5, Gamma: 0.0003",5,1,5,33,86.36363636363636,10,40,
"Nu: 0.5, Gamma: 0.0004",5,1,5,33,86.36363636363636,10,40,
"Nu: 0.5, Gamma: 0.005",5,1,5,33,86.36363636363636,10,40,
"Nu: 0.5, Gamma: 0.05",5,1,6,32,84.0909090909091,10,40,
"Nu: 0.5, Gamma: 0.0625",4,2,6,32,81.81818181818183,10,40,
"Nu: 0.5, Gamma: 0.1",4,2,6,32,81.81818181818183,10,40,
"Nu: 0.5, Gamma: 0.2",4,2,8,30,77.27272727272727,10,40,
"Nu: 0.5, Gamma: 0.5",5,1,27,11,36.36363636363637,10,40,
"Nu: 0.5, Gamma: 0.7",5,1,27,11,36.36363636363637,10,40,
"Nu: 0.5, Gamma: 0.9",5,1,27,11,36.36363636363637,10,40,
"Nu: 0.5, Gamma: 0.99",5,1,27,11,36.36363636363637,10,40,
"Nu: 0.7, Gamma: 0.0001",3,3,4,34,84.0909090909091,10,40,
"Nu: 0.7, Gamma: 0.0002",3,3,4,34,84.0909090909091,10,40,
"Nu: 0.7, Gamma: 0.0003",3,3,4,34,84.0909090909091,10,40,
"Nu: 0.7, Gamma: 0.0004",3,3,4,34,84.0909090909091,10,40,
"Nu: 0.7, Gamma: 0.005",3,3,4,34,84.0909090909091,10,40,
"Nu: 0.7, Gamma: 0.05",3,3,4,34,84.0909090909091,10,40,
"Nu: 0.7, Gamma: 0.0625",3,3,4,34,84.0909090909091,10,40,
"Nu: 0.7, Gamma: 0.1",3,3,4,34,84.0909090909091,10,40,
"Nu: 0.7, Gamma: 0.2",3,3,4,34,84.0909090909091,10,40,
"Nu: 0.7, Gamma: 0.5",4,2,6,32,81.81818181818183,10,40,
"Nu: 0.7, Gamma: 0.7",4,2,10,28,72.72727272727273,10,40,
"Nu: 0.7, Gamma: 0.9",5,1,18,20,56.81818181818182,10,40,
"Nu: 0.7, Gamma: 0.99",5,1,23,15,45.45454545454545,10,40,
"Nu: 0.9, Gamma: 0.0001",2,4,4,34,81.81818181818183,10,40,
"Nu: 0.9, Gamma: 0.0002",2,4,3,35,84.0909090909091,10,40,
"Nu: 0.9, Gamma: 0.0003",2,4,3,35,84.0909090909091,10,40,
"Nu: 0.9, Gamma: 0.0004",2,4,3,35,84.0909090909091,10,40,
"Nu: 0.9, Gamma: 0.005",2,4,3,35,84.0909090909091,10,40,
"Nu: 0.9, Gamma: 0.05",2,4,3,35,84.0909090909091,10,40,
"Nu: 0.9, Gamma: 0.0625",2,4,3,35,84.0909090909091,10,40,
"Nu: 0.9, Gamma: 0.1",3,3,3,35,86.36363636363636,10,40,
"Nu: 0.9, Gamma: 0.2",3,3,3,35,86.36363636363636,10,40,
"Nu: 0.9, Gamma: 0.5",3,3,3,35,86.36363636363636,10,40,
"Nu: 0.9, Gamma: 0.7",3,3,4,34,84.0909090909091,10,40,
"Nu: 0.9, Gamma: 0.9",3,3,5,33,81.81818181818183,10,40,
"Nu: 0.9, Gamma: 0.99",3,3,6,32,79.54545454545455,10,40,
"Nu: 0.99, Gamma: 0.0001",2,4,1,37,88.63636363636364,10,40,
"Nu: 0.99, Gamma: 0.0002",2,4,1,37,88.63636363636364,10,40,
"Nu: 0.99, Gamma: 0.0003",2,4,1,37,88.63636363636364,10,40,
"Nu: 0.99, Gamma: 0.0004",2,4,1,37,88.63636363636364,10,40,
"Nu: 0.99, Gamma: 0.005",2,4,1,37,88.63636363636364,10,40,
"Nu: 0.99, Gamma: 0.05",1,5,2,36,84.0909090909091,10,40,
"Nu: 0.99, Gamma: 0.0625",1,5,2,36,84.0909090909091,10,40,
"Nu: 0.99, Gamma: 0.1",1,5,2,36,84.0909090909091,10,40,
"Nu: 0.99, Gamma: 0.2",1,5,2,36,84.0909090909091,10,40,
"Nu: 0.99, Gamma: 0.5",2,4,2,36,86.36363636363636,10,40,
"Nu: 0.99, Gamma: 0.7",2,4,2,36,86.36363636363636,10,40,
"Nu: 0.99, Gamma: 0.9",3,3,2,36,88.63636363636364,10,40,
"Nu: 0.99, Gamma: 0.99",3,3,3,35,86.36363636363636,10,40,
,,,,,,,,
Target Class: canneal_MRURP,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.0001, Gamma: 0.0001",0,4,0,51,92.72727272727272,10,40,
"Nu: 0.0001, Gamma: 0.0002",0,4,0,51,92.72727272727272,10,40,
"Nu: 0.0001, Gamma: 0.0003",0,4,0,51,92.72727272727272,10,40,
"Nu: 0.0001, Gamma: 0.0004",0,4,0,51,92.72727272727272,10,40,
"Nu: 0.0001, Gamma: 0.005",4,0,51,0,7.2727272727272725,10,40,
"Nu: 0.0001, Gamma: 0.05",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0001, Gamma: 0.0625",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0001, Gamma: 0.1",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0001, Gamma: 0.2",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0001, Gamma: 0.5",4,0,49,2,10.909090909090908,10,40,
"Nu: 0.0001, Gamma: 0.7",4,0,48,3,12.727272727272727,10,40,
"Nu: 0.0001, Gamma: 0.9",4,0,49,2,10.909090909090908,10,40,
"Nu: 0.0001, Gamma: 0.99",4,0,47,4,14.545454545454545,10,40,
"Nu: 0.0002, Gamma: 0.0001",0,4,0,51,92.72727272727272,10,40,
"Nu: 0.0002, Gamma: 0.0002",0,4,0,51,92.72727272727272,10,40,
"Nu: 0.0002, Gamma: 0.0003",0,4,0,51,92.72727272727272,10,40,
"Nu: 0.0002, Gamma: 0.0004",0,4,0,51,92.72727272727272,10,40,
"Nu: 0.0002, Gamma: 0.005",4,0,51,0,7.2727272727272725,10,40,
"Nu: 0.0002, Gamma: 0.05",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0002, Gamma: 0.0625",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0002, Gamma: 0.1",4,0,51,0,7.2727272727272725,10,40,
"Nu: 0.0002, Gamma: 0.2",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0002, Gamma: 0.5",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0002, Gamma: 0.7",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0002, Gamma: 0.9",4,0,49,2,10.909090909090908,10,40,
"Nu: 0.0002, Gamma: 0.99",4,0,47,4,14.545454545454545,10,40,
"Nu: 0.0003, Gamma: 0.0001",0,4,0,51,92.72727272727272,10,40,
"Nu: 0.0003, Gamma: 0.0002",0,4,0,51,92.72727272727272,10,40,
"Nu: 0.0003, Gamma: 0.0003",0,4,0,51,92.72727272727272,10,40,
"Nu: 0.0003, Gamma: 0.0004",4,0,51,0,7.2727272727272725,10,40,
"Nu: 0.0003, Gamma: 0.005",4,0,51,0,7.2727272727272725,10,40,
"Nu: 0.0003, Gamma: 0.05",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0003, Gamma: 0.0625",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0003, Gamma: 0.1",4,0,51,0,7.2727272727272725,10,40,
"Nu: 0.0003, Gamma: 0.2",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0003, Gamma: 0.5",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0003, Gamma: 0.7",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0003, Gamma: 0.9",4,0,49,2,10.909090909090908,10,40,
"Nu: 0.0003, Gamma: 0.99",4,0,48,3,12.727272727272727,10,40,
"Nu: 0.0004, Gamma: 0.0001",0,4,0,51,92.72727272727272,10,40,
"Nu: 0.0004, Gamma: 0.0002",0,4,0,51,92.72727272727272,10,40,
"Nu: 0.0004, Gamma: 0.0003",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0004, Gamma: 0.0004",4,0,51,0,7.2727272727272725,10,40,
"Nu: 0.0004, Gamma: 0.005",4,0,51,0,7.2727272727272725,10,40,
"Nu: 0.0004, Gamma: 0.05",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0004, Gamma: 0.0625",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0004, Gamma: 0.1",4,0,51,0,7.2727272727272725,10,40,
"Nu: 0.0004, Gamma: 0.2",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0004, Gamma: 0.5",4,0,51,0,7.2727272727272725,10,40,
"Nu: 0.0004, Gamma: 0.7",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0004, Gamma: 0.9",4,0,49,2,10.909090909090908,10,40,
"Nu: 0.0004, Gamma: 0.99",4,0,48,3,12.727272727272727,10,40,
"Nu: 0.005, Gamma: 0.0001",3,1,46,5,14.545454545454545,10,40,
"Nu: 0.005, Gamma: 0.0002",4,0,51,0,7.2727272727272725,10,40,
"Nu: 0.005, Gamma: 0.0003",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.005, Gamma: 0.0004",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.005, Gamma: 0.005",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.005, Gamma: 0.05",4,0,51,0,7.2727272727272725,10,40,
"Nu: 0.005, Gamma: 0.0625",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.005, Gamma: 0.1",4,0,51,0,7.2727272727272725,10,40,
"Nu: 0.005, Gamma: 0.2",4,0,51,0,7.2727272727272725,10,40,
"Nu: 0.005, Gamma: 0.5",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.005, Gamma: 0.7",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.005, Gamma: 0.9",4,0,48,3,12.727272727272727,10,40,
"Nu: 0.005, Gamma: 0.99",4,0,47,4,14.545454545454545,10,40,
"Nu: 0.05, Gamma: 0.0001",4,0,51,0,7.2727272727272725,10,40,
"Nu: 0.05, Gamma: 0.0002",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.05, Gamma: 0.0003",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.05, Gamma: 0.0004",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.05, Gamma: 0.005",4,0,51,0,7.2727272727272725,10,40,
"Nu: 0.05, Gamma: 0.05",4,0,51,0,7.2727272727272725,10,40,
"Nu: 0.05, Gamma: 0.0625",4,0,51,0,7.2727272727272725,10,40,
"Nu: 0.05, Gamma: 0.1",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.05, Gamma: 0.2",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.05, Gamma: 0.5",4,0,51,0,7.2727272727272725,10,40,
"Nu: 0.05, Gamma: 0.7",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.05, Gamma: 0.9",4,0,48,3,12.727272727272727,10,40,
"Nu: 0.05, Gamma: 0.99",4,0,47,4,14.545454545454545,10,40,
"Nu: 0.0625, Gamma: 0.0001",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0625, Gamma: 0.0002",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0625, Gamma: 0.0003",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0625, Gamma: 0.0004",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0625, Gamma: 0.005",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0625, Gamma: 0.05",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0625, Gamma: 0.0625",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0625, Gamma: 0.1",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0625, Gamma: 0.2",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.0625, Gamma: 0.5",4,0,51,0,7.2727272727272725,10,40,
"Nu: 0.0625, Gamma: 0.7",4,0,49,2,10.909090909090908,10,40,
"Nu: 0.0625, Gamma: 0.9",4,0,48,3,12.727272727272727,10,40,
"Nu: 0.0625, Gamma: 0.99",4,0,48,3,12.727272727272727,10,40,
"Nu: 0.1, Gamma: 0.0001",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.1, Gamma: 0.0002",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.1, Gamma: 0.0003",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.1, Gamma: 0.0004",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.1, Gamma: 0.005",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.1, Gamma: 0.05",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.1, Gamma: 0.0625",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.1, Gamma: 0.1",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.1, Gamma: 0.2",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.1, Gamma: 0.5",4,0,48,3,12.727272727272727,10,40,
"Nu: 0.1, Gamma: 0.7",4,0,48,3,12.727272727272727,10,40,
"Nu: 0.1, Gamma: 0.9",4,0,46,5,16.363636363636363,10,40,
"Nu: 0.1, Gamma: 0.99",4,0,47,4,14.545454545454545,10,40,
"Nu: 0.2, Gamma: 0.0001",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.2, Gamma: 0.0002",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.2, Gamma: 0.0003",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.2, Gamma: 0.0004",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.2, Gamma: 0.005",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.2, Gamma: 0.05",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.2, Gamma: 0.0625",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.2, Gamma: 0.1",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.2, Gamma: 0.2",4,0,50,1,9.090909090909092,10,40,
"Nu: 0.2, Gamma: 0.5",4,0,48,3,12.727272727272727,10,40,
"Nu: 0.2, Gamma: 0.7",4,0,46,5,16.363636363636363,10,40,
"Nu: 0.2, Gamma: 0.9",4,0,45,6,18.181818181818183,10,40,
"Nu: 0.2, Gamma: 0.99",4,0,44,7,20.0,10,40,
"Nu: 0.5, Gamma: 0.0001",3,1,43,8,20.0,10,40,
"Nu: 0.5, Gamma: 0.0002",3,1,43,8,20.0,10,40,
"Nu: 0.5, Gamma: 0.0003",3,1,43,8,20.0,10,40,
"Nu: 0.5, Gamma: 0.0004",3,1,43,8,20.0,10,40,
"Nu: 0.5, Gamma: 0.005",3,1,43,8,20.0,10,40,
"Nu: 0.5, Gamma: 0.05",3,1,44,7,18.181818181818183,10,40,
"Nu: 0.5, Gamma: 0.0625",3,1,44,7,18.181818181818183,10,40,
"Nu: 0.5, Gamma: 0.1",3,1,44,7,18.181818181818183,10,40,
"Nu: 0.5, Gamma: 0.2",3,1,45,6,16.363636363636363,10,40,
"Nu: 0.5, Gamma: 0.5",3,1,26,25,50.90909090909091,10,40,
"Nu: 0.5, Gamma: 0.7",3,1,24,27,54.54545454545454,10,40,
"Nu: 0.5, Gamma: 0.9",2,2,21,30,58.18181818181818,10,40,
"Nu: 0.5, Gamma: 0.99",2,2,21,30,58.18181818181818,10,40,
"Nu: 0.7, Gamma: 0.0001",1,3,36,15,29.09090909090909,10,40,
"Nu: 0.7, Gamma: 0.0002",1,3,35,16,30.909090909090907,10,40,
"Nu: 0.7, Gamma: 0.0003",1,3,35,16,30.909090909090907,10,40,
"Nu: 0.7, Gamma: 0.0004",1,3,35,16,30.909090909090907,10,40,
"Nu: 0.7, Gamma: 0.005",1,3,36,15,29.09090909090909,10,40,
"Nu: 0.7, Gamma: 0.05",2,2,39,12,25.454545454545453,10,40,
"Nu: 0.7, Gamma: 0.0625",2,2,40,11,23.636363636363637,10,40,
"Nu: 0.7, Gamma: 0.1",2,2,41,10,21.818181818181817,10,40,
"Nu: 0.7, Gamma: 0.2",2,2,29,22,43.63636363636363,10,40,
"Nu: 0.7, Gamma: 0.5",2,2,20,31,60.0,10,40,
"Nu: 0.7, Gamma: 0.7",2,2,15,36,69.0909090909091,10,40,
"Nu: 0.7, Gamma: 0.9",2,2,15,36,69.0909090909091,10,40,
"Nu: 0.7, Gamma: 0.99",2,2,15,36,69.0909090909091,10,40,
"Nu: 0.9, Gamma: 0.0001",1,3,24,27,50.90909090909091,10,40,
"Nu: 0.9, Gamma: 0.0002",1,3,24,27,50.90909090909091,10,40,
"Nu: 0.9, Gamma: 0.0003",1,3,24,27,50.90909090909091,10,40,
"Nu: 0.9, Gamma: 0.0004",1,3,24,27,50.90909090909091,10,40,
"Nu: 0.9, Gamma: 0.005",1,3,22,29,54.54545454545454,10,40,
"Nu: 0.9, Gamma: 0.05",1,3,19,32,60.0,10,40,
"Nu: 0.9, Gamma: 0.0625",0,4,18,33,60.0,10,40,
