Features: 16,,,,,,,,,,
Target Class: streamcluster,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,98.80952381,118
"Nu: 0.9, Gamma: 0.99",4,20,0,116,85.71428571,0,40,,,
"Nu: 0.99, Gamma: 0.0001",0,24,0,116,82.85714286,0,40,,,
"Nu: 0.99, Gamma: 0.0002",0,24,0,116,82.85714286,0,40,,,
"Nu: 0.99, Gamma: 0.0003",0,24,0,116,82.85714286,0,40,,,
"Nu: 0.99, Gamma: 0.0004",0,24,0,116,82.85714286,0,40,,,
"Nu: 0.99, Gamma: 0.005",0,24,0,116,82.85714286,0,40,,,
"Nu: 0.99, Gamma: 0.05",0,24,0,116,82.85714286,0,40,,,
"Nu: 0.99, Gamma: 0.0625",0,24,0,116,82.85714286,0,40,,,
"Nu: 0.99, Gamma: 0.1",0,24,0,116,82.85714286,0,40,,,
"Nu: 0.99, Gamma: 0.2",0,24,0,116,82.85714286,0,40,,,
"Nu: 0.99, Gamma: 0.5",0,24,0,116,82.85714286,0,40,,,
"Nu: 0.99, Gamma: 0.7",0,24,0,116,82.85714286,0,40,,,
"Nu: 0.99, Gamma: 0.9",0,24,0,116,82.85714286,0,40,,,
"Nu: 0.99, Gamma: 0.99",1,23,0,116,83.57142857,0,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: streamcluster,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,12,0,240,95.23809524,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,12,0,240,95.23809524,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,12,0,240,95.23809524,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,12,0,240,95.23809524,10,40,,,
"Nu: 0.0001, Gamma: 0.005",11,1,234,6,6.746031746,10,40,,,
"Nu: 0.0001, Gamma: 0.05",11,1,234,6,6.746031746,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",11,1,234,6,6.746031746,10,40,,,
"Nu: 0.0001, Gamma: 0.1",11,1,234,6,6.746031746,10,40,,,
"Nu: 0.0001, Gamma: 0.2",11,1,234,6,6.746031746,10,40,,,
"Nu: 0.0001, Gamma: 0.5",11,1,230,10,8.333333333,10,40,,,
"Nu: 0.0001, Gamma: 0.7",11,1,225,15,10.31746032,10,40,,,
"Nu: 0.0001, Gamma: 0.9",11,1,202,38,19.44444444,10,40,,,
"Nu: 0.0001, Gamma: 0.99",11,1,193,47,23.01587302,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,12,0,240,95.23809524,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,12,0,240,95.23809524,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",11,1,234,6,6.746031746,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",11,1,234,6,6.746031746,10,40,,,
"Nu: 0.0002, Gamma: 0.005",11,1,234,6,6.746031746,10,40,,,
"Nu: 0.0002, Gamma: 0.05",11,1,234,6,6.746031746,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",11,1,234,6,6.746031746,10,40,,,
"Nu: 0.0002, Gamma: 0.1",11,1,234,6,6.746031746,10,40,,,
"Nu: 0.0002, Gamma: 0.2",11,1,234,6,6.746031746,10,40,,,
"Nu: 0.0002, Gamma: 0.5",11,1,229,11,8.73015873,10,40,,,
"Nu: 0.0002, Gamma: 0.7",11,1,224,16,10.71428571,10,40,,,
"Nu: 0.0002, Gamma: 0.9",11,1,202,38,19.44444444,10,40,,,
"Nu: 0.0002, Gamma: 0.99",11,1,198,42,21.03174603,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",8,4,46,194,80.15873016,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",8,4,46,194,80.15873016,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",11,1,234,6,6.746031746,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",11,1,234,6,6.746031746,10,40,,,
"Nu: 0.0003, Gamma: 0.005",11,1,234,6,6.746031746,10,40,,,
"Nu: 0.0003, Gamma: 0.05",11,1,234,6,6.746031746,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",11,1,234,6,6.746031746,10,40,,,
"Nu: 0.0003, Gamma: 0.1",11,1,234,6,6.746031746,10,40,,,
"Nu: 0.0003, Gamma: 0.2",11,1,233,7,7.142857143,10,40,,,
"Nu: 0.0003, Gamma: 0.5",11,1,230,10,8.333333333,10,40,,,
"Nu: 0.0003, Gamma: 0.7",11,1,224,16,10.71428571,10,40,,,
"Nu: 0.0003, Gamma: 0.9",11,1,203,37,19.04761905,10,40,,,
"Nu: 0.0003, Gamma: 0.99",11,1,197,43,21.42857143,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",8,4,11,229,94.04761905,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",11,1,234,6,6.746031746,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",11,1,234,6,6.746031746,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",11,1,234,6,6.746031746,10,40,,,
"Nu: 0.0004, Gamma: 0.005",11,1,235,5,6.349206349,10,40,,,
"Nu: 0.0004, Gamma: 0.05",11,1,234,6,6.746031746,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",11,1,234,6,6.746031746,10,40,,,
"Nu: 0.0004, Gamma: 0.1",11,1,234,6,6.746031746,10,40,,,
"Nu: 0.0004, Gamma: 0.2",11,1,234,6,6.746031746,10,40,,,
"Nu: 0.0004, Gamma: 0.5",11,1,230,10,8.333333333,10,40,,,
"Nu: 0.0004, Gamma: 0.7",11,1,225,15,10.31746032,10,40,,,
"Nu: 0.0004, Gamma: 0.9",11,1,204,36,18.65079365,10,40,,,
"Nu: 0.0004, Gamma: 0.99",11,1,197,43,21.42857143,10,40,,,
"Nu: 0.005, Gamma: 0.0001",11,1,233,7,7.142857143,10,40,,,
"Nu: 0.005, Gamma: 0.0002",11,1,233,7,7.142857143,10,40,,,
"Nu: 0.005, Gamma: 0.0003",11,1,233,7,7.142857143,10,40,,,
"Nu: 0.005, Gamma: 0.0004",11,1,233,7,7.142857143,10,40,,,
"Nu: 0.005, Gamma: 0.005",11,1,234,6,6.746031746,10,40,,,
"Nu: 0.005, Gamma: 0.05",11,1,233,7,7.142857143,10,40,,,
"Nu: 0.005, Gamma: 0.0625",11,1,233,7,7.142857143,10,40,,,
"Nu: 0.005, Gamma: 0.1",11,1,233,7,7.142857143,10,40,,,
"Nu: 0.005, Gamma: 0.2",11,1,233,7,7.142857143,10,40,,,
"Nu: 0.005, Gamma: 0.5",11,1,229,11,8.73015873,10,40,,,
"Nu: 0.005, Gamma: 0.7",11,1,217,23,13.49206349,10,40,,,
"Nu: 0.005, Gamma: 0.9",11,1,200,40,20.23809524,10,40,,,
"Nu: 0.005, Gamma: 0.99",11,1,188,52,25,10,40,,,
"Nu: 0.05, Gamma: 0.0001",11,1,163,77,34.92063492,10,40,,,
"Nu: 0.05, Gamma: 0.0002",11,1,163,77,34.92063492,10,40,,,
"Nu: 0.05, Gamma: 0.0003",11,1,163,77,34.92063492,10,40,,,
"Nu: 0.05, Gamma: 0.0004",11,1,163,77,34.92063492,10,40,,,
"Nu: 0.05, Gamma: 0.005",11,1,163,77,34.92063492,10,40,,,
"Nu: 0.05, Gamma: 0.05",11,1,163,77,34.92063492,10,40,,,
"Nu: 0.05, Gamma: 0.0625",11,1,163,77,34.92063492,10,40,,,
"Nu: 0.05, Gamma: 0.1",11,1,163,77,34.92063492,10,40,,,
"Nu: 0.05, Gamma: 0.2",11,1,163,77,34.92063492,10,40,,,
"Nu: 0.05, Gamma: 0.5",11,1,163,77,34.92063492,10,40,,,
"Nu: 0.05, Gamma: 0.7",11,1,155,85,38.0952381,10,40,,,
"Nu: 0.05, Gamma: 0.9",11,1,150,90,40.07936508,10,40,,,
"Nu: 0.05, Gamma: 0.99",11,1,150,90,40.07936508,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",11,1,151,89,39.68253968,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",11,1,151,89,39.68253968,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",11,1,151,89,39.68253968,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",11,1,151,89,39.68253968,10,40,,,
"Nu: 0.0625, Gamma: 0.005",11,1,150,90,40.07936508,10,40,,,
"Nu: 0.0625, Gamma: 0.05",11,1,151,89,39.68253968,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",11,1,151,89,39.68253968,10,40,,,
"Nu: 0.0625, Gamma: 0.1",11,1,157,83,37.3015873,10,40,,,
"Nu: 0.0625, Gamma: 0.2",11,1,160,80,36.11111111,10,40,,,
"Nu: 0.0625, Gamma: 0.5",11,1,155,85,38.0952381,10,40,,,
"Nu: 0.0625, Gamma: 0.7",11,1,151,89,39.68253968,10,40,,,
"Nu: 0.0625, Gamma: 0.9",11,1,145,95,42.06349206,10,40,,,
"Nu: 0.0625, Gamma: 0.99",11,1,142,98,43.25396825,10,40,,,
"Nu: 0.1, Gamma: 0.0001",10,2,103,137,58.33333333,10,40,,,
"Nu: 0.1, Gamma: 0.0002",10,2,103,137,58.33333333,10,40,,,
"Nu: 0.1, Gamma: 0.0003",10,2,103,137,58.33333333,10,40,,,
"Nu: 0.1, Gamma: 0.0004",10,2,103,137,58.33333333,10,40,,,
"Nu: 0.1, Gamma: 0.005",10,2,103,137,58.33333333,10,40,,,
"Nu: 0.1, Gamma: 0.05",10,2,103,137,58.33333333,10,40,,,
"Nu: 0.1, Gamma: 0.0625",10,2,103,137,58.33333333,10,40,,,
"Nu: 0.1, Gamma: 0.1",10,2,102,138,58.73015873,10,40,,,
"Nu: 0.1, Gamma: 0.2",11,1,99,141,60.31746032,10,40,,,
"Nu: 0.1, Gamma: 0.5",11,1,137,103,45.23809524,10,40,,,
"Nu: 0.1, Gamma: 0.7",11,1,138,102,44.84126984,10,40,,,
"Nu: 0.1, Gamma: 0.9",11,1,135,105,46.03174603,10,40,,,
"Nu: 0.1, Gamma: 0.99",11,1,131,109,47.61904762,10,40,,,
"Nu: 0.2, Gamma: 0.0001",10,2,84,156,65.87301587,10,40,,,
"Nu: 0.2, Gamma: 0.0002",10,2,84,156,65.87301587,10,40,,,
"Nu: 0.2, Gamma: 0.0003",10,2,84,156,65.87301587,10,40,,,
"Nu: 0.2, Gamma: 0.0004",10,2,84,156,65.87301587,10,40,,,
"Nu: 0.2, Gamma: 0.005",10,2,84,156,65.87301587,10,40,,,
"Nu: 0.2, Gamma: 0.05",10,2,84,156,65.87301587,10,40,,,
"Nu: 0.2, Gamma: 0.0625",10,2,84,156,65.87301587,10,40,,,
"Nu: 0.2, Gamma: 0.1",10,2,83,157,66.26984127,10,40,,,
"Nu: 0.2, Gamma: 0.2",10,2,77,163,68.65079365,10,40,,,
"Nu: 0.2, Gamma: 0.5",10,2,48,192,80.15873016,10,40,,,
"Nu: 0.2, Gamma: 0.7",10,2,21,219,90.87301587,10,40,,,
"Nu: 0.2, Gamma: 0.9",10,2,12,228,94.44444444,10,40,,,
"Nu: 0.2, Gamma: 0.99",10,2,13,227,94.04761905,10,40,,,
"Nu: 0.5, Gamma: 0.0001",8,4,2,238,97.61904762,10,40,,,
"Nu: 0.5, Gamma: 0.0002",8,4,2,238,97.61904762,10,40,,,
"Nu: 0.5, Gamma: 0.0003",8,4,2,238,97.61904762,10,40,,,
"Nu: 0.5, Gamma: 0.0004",8,4,2,238,97.61904762,10,40,,,
"Nu: 0.5, Gamma: 0.005",8,4,2,238,97.61904762,10,40,,,
"Nu: 0.5, Gamma: 0.05",8,4,2,238,97.61904762,10,40,,,
"Nu: 0.5, Gamma: 0.0625",8,4,2,238,97.61904762,10,40,,,
"Nu: 0.5, Gamma: 0.1",8,4,2,238,97.61904762,10,40,,,
"Nu: 0.5, Gamma: 0.2",8,4,0,240,98.41269841,10,40,,,
"Nu: 0.5, Gamma: 0.5",8,4,0,240,98.41269841,10,40,,,
"Nu: 0.5, Gamma: 0.7",8,4,0,240,98.41269841,10,40,,,
"Nu: 0.5, Gamma: 0.9",8,4,0,240,98.41269841,10,40,,,
"Nu: 0.5, Gamma: 0.99",9,3,0,240,98.80952381,10,40,,,
"Nu: 0.7, Gamma: 0.0001",5,7,0,240,97.22222222,10,40,,,
"Nu: 0.7, Gamma: 0.0002",5,7,0,240,97.22222222,10,40,,,
"Nu: 0.7, Gamma: 0.0003",5,7,0,240,97.22222222,10,40,,,
"Nu: 0.7, Gamma: 0.0004",5,7,0,240,97.22222222,10,40,,,
"Nu: 0.7, Gamma: 0.005",5,7,0,240,97.22222222,10,40,,,
"Nu: 0.7, Gamma: 0.05",5,7,0,240,97.22222222,10,40,,,
"Nu: 0.7, Gamma: 0.0625",5,7,0,240,97.22222222,10,40,,,
"Nu: 0.7, Gamma: 0.1",5,7,0,240,97.22222222,10,40,,,
"Nu: 0.7, Gamma: 0.2",5,7,0,240,97.22222222,10,40,,,
"Nu: 0.7, Gamma: 0.5",6,6,0,240,97.61904762,10,40,,,
"Nu: 0.7, Gamma: 0.7",6,6,0,240,97.61904762,10,40,,,
"Nu: 0.7, Gamma: 0.9",6,6,0,240,97.61904762,10,40,,,
"Nu: 0.7, Gamma: 0.99",6,6,0,240,97.61904762,10,40,,,
"Nu: 0.9, Gamma: 0.0001",3,9,0,240,96.42857143,10,40,,,
"Nu: 0.9, Gamma: 0.0002",3,9,0,240,96.42857143,10,40,,,
"Nu: 0.9, Gamma: 0.0003",3,9,0,240,96.42857143,10,40,,,
"Nu: 0.9, Gamma: 0.0004",3,9,0,240,96.42857143,10,40,,,
"Nu: 0.9, Gamma: 0.005",3,9,0,240,96.42857143,10,40,,,
"Nu: 0.9, Gamma: 0.05",3,9,0,240,96.42857143,10,40,,,
"Nu: 0.9, Gamma: 0.0625",3,9,0,240,96.42857143,10,40,,,
"Nu: 0.9, Gamma: 0.1",3,9,0,240,96.42857143,10,40,,,
"Nu: 0.9, Gamma: 0.2",3,9,0,240,96.42857143,10,40,,,
"Nu: 0.9, Gamma: 0.5",4,8,0,240,96.82539683,10,40,,,
"Nu: 0.9, Gamma: 0.7",4,8,0,240,96.82539683,10,40,,,
"Nu: 0.9, Gamma: 0.9",3,9,0,240,96.42857143,10,40,,,
"Nu: 0.9, Gamma: 0.99",3,9,0,240,96.42857143,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,12,0,240,95.23809524,10,40,,,
"Nu: 0.99, Gamma: 0.0002",1,11,0,240,95.63492063,10,40,,,
"Nu: 0.99, Gamma: 0.0003",1,11,0,240,95.63492063,10,40,,,
"Nu: 0.99, Gamma: 0.0004",1,11,0,240,95.63492063,10,40,,,
"Nu: 0.99, Gamma: 0.005",1,11,0,240,95.63492063,10,40,,,
"Nu: 0.99, Gamma: 0.05",1,11,0,240,95.63492063,10,40,,,
"Nu: 0.99, Gamma: 0.0625",1,11,0,240,95.63492063,10,40,,,
"Nu: 0.99, Gamma: 0.1",1,11,0,240,95.63492063,10,40,,,
"Nu: 0.99, Gamma: 0.2",1,11,0,240,95.63492063,10,40,,,
"Nu: 0.99, Gamma: 0.5",1,11,0,240,95.63492063,10,40,,,
"Nu: 0.99, Gamma: 0.7",1,11,0,240,95.63492063,10,40,,,
"Nu: 0.99, Gamma: 0.9",1,11,0,240,95.63492063,10,40,,,
"Nu: 0.99, Gamma: 0.99",1,11,0,240,95.63492063,10,40,,,
,,,,,,,,,,
Target Class: streamcluster_IndirectBP,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,24,0,116,82.85714286,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",24,0,116,0,17.14285714,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",24,0,115,1,17.85714286,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",24,0,116,0,17.14285714,10,40,,,
"Nu: 0.0001, Gamma: 0.005",24,0,116,0,17.14285714,10,40,,,
"Nu: 0.0001, Gamma: 0.05",24,0,115,1,17.85714286,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",24,0,116,0,17.14285714,10,40,,,
"Nu: 0.0001, Gamma: 0.1",24,0,111,5,20.71428571,10,40,,,
"Nu: 0.0001, Gamma: 0.2",24,0,98,18,30,10,40,,,
"Nu: 0.0001, Gamma: 0.5",24,0,28,88,80,10,40,,,
"Nu: 0.0001, Gamma: 0.7",24,0,26,90,81.42857143,10,40,,,
"Nu: 0.0001, Gamma: 0.9",24,0,23,93,83.57142857,10,40,,,
"Nu: 0.0001, Gamma: 0.99",24,0,23,93,83.57142857,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",16,8,110,6,15.71428571,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",24,0,116,0,17.14285714,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",24,0,116,0,17.14285714,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",24,0,116,0,17.14285714,10,40,,,
"Nu: 0.0002, Gamma: 0.005",24,0,115,1,17.85714286,10,40,,,
"Nu: 0.0002, Gamma: 0.05",24,0,115,1,17.85714286,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",24,0,115,1,17.85714286,10,40,,,
"Nu: 0.0002, Gamma: 0.1",24,0,112,4,20,10,40,,,
"Nu: 0.0002, Gamma: 0.2",24,0,98,18,30,10,40,,,
"Nu: 0.0002, Gamma: 0.5",24,0,27,89,80.71428571,10,40,,,
"Nu: 0.0002, Gamma: 0.7",24,0,25,91,82.14285714,10,40,,,
"Nu: 0.0002, Gamma: 0.9",24,0,23,93,83.57142857,10,40,,,
"Nu: 0.0002, Gamma: 0.99",24,0,24,92,82.85714286,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",18,6,112,4,15.71428571,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",18,6,113,3,15,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",24,0,115,1,17.85714286,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",24,0,116,0,17.14285714,10,40,,,
"Nu: 0.0003, Gamma: 0.005",24,0,116,0,17.14285714,10,40,,,
"Nu: 0.0003, Gamma: 0.05",24,0,115,1,17.85714286,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",24,0,116,0,17.14285714,10,40,,,
"Nu: 0.0003, Gamma: 0.1",24,0,111,5,20.71428571,10,40,,,
"Nu: 0.0003, Gamma: 0.2",24,0,99,17,29.28571429,10,40,,,
"Nu: 0.0003, Gamma: 0.5",24,0,27,89,80.71428571,10,40,,,
"Nu: 0.0003, Gamma: 0.7",24,0,26,90,81.42857143,10,40,,,
"Nu: 0.0003, Gamma: 0.9",24,0,24,92,82.85714286,10,40,,,
"Nu: 0.0003, Gamma: 0.99",24,0,24,92,82.85714286,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",18,6,114,2,14.28571429,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",24,0,116,0,17.14285714,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",24,0,116,0,17.14285714,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",24,0,116,0,17.14285714,10,40,,,
"Nu: 0.0004, Gamma: 0.005",24,0,116,0,17.14285714,10,40,,,
"Nu: 0.0004, Gamma: 0.05",24,0,115,1,17.85714286,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",24,0,116,0,17.14285714,10,40,,,
"Nu: 0.0004, Gamma: 0.1",24,0,112,4,20,10,40,,,
"Nu: 0.0004, Gamma: 0.2",24,0,99,17,29.28571429,10,40,,,
"Nu: 0.0004, Gamma: 0.5",24,0,28,88,80,10,40,,,
"Nu: 0.0004, Gamma: 0.7",24,0,26,90,81.42857143,10,40,,,
"Nu: 0.0004, Gamma: 0.9",24,0,24,92,82.85714286,10,40,,,
"Nu: 0.0004, Gamma: 0.99",24,0,24,92,82.85714286,10,40,,,
"Nu: 0.005, Gamma: 0.0001",24,0,116,0,17.14285714,10,40,,,
"Nu: 0.005, Gamma: 0.0002",24,0,116,0,17.14285714,10,40,,,
"Nu: 0.005, Gamma: 0.0003",24,0,116,0,17.14285714,10,40,,,
"Nu: 0.005, Gamma: 0.0004",24,0,116,0,17.14285714,10,40,,,
"Nu: 0.005, Gamma: 0.005",24,0,115,1,17.85714286,10,40,,,
"Nu: 0.005, Gamma: 0.05",24,0,116,0,17.14285714,10,40,,,
"Nu: 0.005, Gamma: 0.0625",24,0,116,0,17.14285714,10,40,,,
"Nu: 0.005, Gamma: 0.1",24,0,111,5,20.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.2",24,0,87,29,37.85714286,10,40,,,
"Nu: 0.005, Gamma: 0.5",24,0,27,89,80.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.7",24,0,24,92,82.85714286,10,40,,,
"Nu: 0.005, Gamma: 0.9",24,0,23,93,83.57142857,10,40,,,
"Nu: 0.005, Gamma: 0.99",24,0,21,95,85,10,40,,,
"Nu: 0.05, Gamma: 0.0001",23,1,114,2,17.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.0002",23,1,114,2,17.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.0003",23,1,114,2,17.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.0004",23,1,114,2,17.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.005",23,1,114,2,17.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.05",23,1,114,2,17.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.0625",23,1,113,3,18.57142857,10,40,,,
"Nu: 0.05, Gamma: 0.1",23,1,109,7,21.42857143,10,40,,,
"Nu: 0.05, Gamma: 0.2",23,1,63,53,54.28571429,10,40,,,
"Nu: 0.05, Gamma: 0.5",24,0,23,93,83.57142857,10,40,,,
"Nu: 0.05, Gamma: 0.7",24,0,21,95,85,10,40,,,
"Nu: 0.05, Gamma: 0.9",24,0,19,97,86.42857143,10,40,,,
"Nu: 0.05, Gamma: 0.99",24,0,16,100,88.57142857,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",23,1,113,3,18.57142857,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",23,1,113,3,18.57142857,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",23,1,113,3,18.57142857,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",23,1,113,3,18.57142857,10,40,,,
"Nu: 0.0625, Gamma: 0.005",23,1,113,3,18.57142857,10,40,,,
"Nu: 0.0625, Gamma: 0.05",23,1,111,5,20,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",23,1,110,6,20.71428571,10,40,,,
"Nu: 0.0625, Gamma: 0.1",23,1,107,9,22.85714286,10,40,,,
"Nu: 0.0625, Gamma: 0.2",23,1,60,56,56.42857143,10,40,,,
"Nu: 0.0625, Gamma: 0.5",24,0,22,94,84.28571429,10,40,,,
"Nu: 0.0625, Gamma: 0.7",24,0,20,96,85.71428571,10,40,,,
"Nu: 0.0625, Gamma: 0.9",24,0,18,98,87.14285714,10,40,,,
"Nu: 0.0625, Gamma: 0.99",24,0,16,100,88.57142857,10,40,,,
"Nu: 0.1, Gamma: 0.0001",22,2,111,5,19.28571429,10,40,,,
"Nu: 0.1, Gamma: 0.0002",22,2,111,5,19.28571429,10,40,,,
"Nu: 0.1, Gamma: 0.0003",22,2,111,5,19.28571429,10,40,,,
"Nu: 0.1, Gamma: 0.0004",22,2,111,5,19.28571429,10,40,,,
"Nu: 0.1, Gamma: 0.005",22,2,111,5,19.28571429,10,40,,,
"Nu: 0.1, Gamma: 0.05",22,2,109,7,20.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.0625",22,2,108,8,21.42857143,10,40,,,
"Nu: 0.1, Gamma: 0.1",22,2,106,10,22.85714286,10,40,,,
"Nu: 0.1, Gamma: 0.2",23,1,54,62,60.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.5",23,1,19,97,85.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.7",23,1,20,96,85,10,40,,,
"Nu: 0.1, Gamma: 0.9",23,1,16,100,87.85714286,10,40,,,
"Nu: 0.1, Gamma: 0.99",23,1,14,102,89.28571429,10,40,,,
"Nu: 0.2, Gamma: 0.0001",20,4,109,7,19.28571429,10,40,,,
"Nu: 0.2, Gamma: 0.0002",20,4,109,7,19.28571429,10,40,,,
"Nu: 0.2, Gamma: 0.0003",20,4,109,7,19.28571429,10,40,,,
"Nu: 0.2, Gamma: 0.0004",20,4,109,7,19.28571429,10,40,,,
"Nu: 0.2, Gamma: 0.005",20,4,109,7,19.28571429,10,40,,,
"Nu: 0.2, Gamma: 0.05",21,3,107,9,21.42857143,10,40,,,
"Nu: 0.2, Gamma: 0.0625",21,3,106,10,22.14285714,10,40,,,
"Nu: 0.2, Gamma: 0.1",21,3,105,11,22.85714286,10,40,,,
"Nu: 0.2, Gamma: 0.2",21,3,52,64,60.71428571,10,40,,,
"Nu: 0.2, Gamma: 0.5",22,2,15,101,87.85714286,10,40,,,
"Nu: 0.2, Gamma: 0.7",22,2,11,105,90.71428571,10,40,,,
"Nu: 0.2, Gamma: 0.9",23,1,8,108,93.57142857,10,40,,,
"Nu: 0.2, Gamma: 0.99",23,1,8,108,93.57142857,10,40,,,
"Nu: 0.5, Gamma: 0.0001",11,13,106,10,15,10,40,,,
"Nu: 0.5, Gamma: 0.0002",11,13,106,10,15,10,40,,,
"Nu: 0.5, Gamma: 0.0003",11,13,106,10,15,10,40,,,
"Nu: 0.5, Gamma: 0.0004",11,13,106,10,15,10,40,,,
"Nu: 0.5, Gamma: 0.005",11,13,106,10,15,10,40,,,
"Nu: 0.5, Gamma: 0.05",11,13,104,12,16.42857143,10,40,,,
"Nu: 0.5, Gamma: 0.0625",11,13,103,13,17.14285714,10,40,,,
"Nu: 0.5, Gamma: 0.1",11,13,99,17,20,10,40,,,
"Nu: 0.5, Gamma: 0.2",12,12,57,59,50.71428571,10,40,,,
"Nu: 0.5, Gamma: 0.5",18,6,4,112,92.85714286,10,40,,,
"Nu: 0.5, Gamma: 0.7",19,5,2,114,95,10,40,,,
"Nu: 0.5, Gamma: 0.9",19,5,1,115,95.71428571,10,40,,,
"Nu: 0.5, Gamma: 0.99",19,5,1,115,95.71428571,10,40,,,
"Nu: 0.7, Gamma: 0.0001",5,19,59,57,44.28571429,10,40,,,
"Nu: 0.7, Gamma: 0.0002",5,19,59,57,44.28571429,10,40,,,
"Nu: 0.7, Gamma: 0.0003",5,19,59,57,44.28571429,10,40,,,
"Nu: 0.7, Gamma: 0.0004",5,19,59,57,44.28571429,10,40,,,
"Nu: 0.7, Gamma: 0.005",5,19,58,58,45,10,40,,,
"Nu: 0.7, Gamma: 0.05",5,19,50,66,50.71428571,10,40,,,
"Nu: 0.7, Gamma: 0.0625",5,19,48,68,52.14285714,10,40,,,
"Nu: 0.7, Gamma: 0.1",5,19,36,80,60.71428571,10,40,,,
"Nu: 0.7, Gamma: 0.2",5,19,3,113,84.28571429,10,40,,,
"Nu: 0.7, Gamma: 0.5",12,12,2,114,90,10,40,,,
"Nu: 0.7, Gamma: 0.7",12,12,1,115,90.71428571,10,40,,,
"Nu: 0.7, Gamma: 0.9",12,12,1,115,90.71428571,10,40,,,
"Nu: 0.7, Gamma: 0.99",13,11,1,115,91.42857143,10,40,,,
"Nu: 0.9, Gamma: 0.0001",2,22,0,116,84.28571429,10,40,,,
"Nu: 0.9, Gamma: 0.0002",2,22,0,116,84.28571429,10,40,,,
"Nu: 0.9, Gamma: 0.0003",2,22,0,116,84.28571429,10,40,,,
"Nu: 0.9, Gamma: 0.0004",2,22,0,116,84.28571429,10,40,,,
"Nu: 0.9, Gamma: 0.005",2,22,0,116,84.28571429,10,40,,,
"Nu: 0.9, Gamma: 0.05",2,22,0,116,84.28571429,10,40,,,
