Features: 16,,,,,,,,,,,,,
Target Class: bodytrack,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,97.12140175,1418,45,4230
"Nu: 0.2, Gamma: 0.005",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.2, Gamma: 0.05",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.2, Gamma: 0.0625",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.2, Gamma: 0.1",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.2, Gamma: 0.2",624,74,0,0,89.3982808,0,40,,,,,,
"Nu: 0.2, Gamma: 0.5",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.2, Gamma: 0.7",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.2, Gamma: 0.9",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.2, Gamma: 0.99",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.5, Gamma: 1e-05",624,43,0,31,93.83954155,0,40,,,,,,
"Nu: 0.5, Gamma: 2e-05",624,48,0,26,93.12320917,0,40,,,,,,
"Nu: 0.5, Gamma: 3e-05",624,53,0,21,92.40687679,0,40,,,,,,
"Nu: 0.5, Gamma: 4e-05",624,55,0,19,92.12034384,0,40,,,,,,
"Nu: 0.5, Gamma: 5e-05",624,56,0,18,91.97707736,0,40,,,,,,
"Nu: 0.5, Gamma: 6e-05",624,56,0,18,91.97707736,0,40,,,,,,
"Nu: 0.5, Gamma: 7e-05",624,60,0,14,91.40401146,0,40,,,,,,
"Nu: 0.5, Gamma: 8e-05",624,60,0,14,91.40401146,0,40,,,,,,
"Nu: 0.5, Gamma: 9e-05",624,63,0,11,90.97421203,0,40,,,,,,
"Nu: 0.5, Gamma: 0.0001",624,63,0,11,90.97421203,0,40,,,,,,
"Nu: 0.5, Gamma: 0.0002",624,66,0,8,90.54441261,0,40,,,,,,
"Nu: 0.5, Gamma: 0.0003",624,70,0,4,89.9713467,0,40,,,,,,
"Nu: 0.5, Gamma: 0.0004",624,70,0,4,89.9713467,0,40,,,,,,
"Nu: 0.5, Gamma: 0.005",624,74,0,0,89.3982808,0,40,,,,,,
"Nu: 0.5, Gamma: 0.05",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.5, Gamma: 0.0625",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.5, Gamma: 0.1",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.5, Gamma: 0.2",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.5, Gamma: 0.5",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.5, Gamma: 0.7",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.5, Gamma: 0.9",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.5, Gamma: 0.99",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.7, Gamma: 1e-05",624,51,0,23,92.69340974,0,40,,,,,,
"Nu: 0.7, Gamma: 2e-05",624,56,0,18,91.97707736,0,40,,,,,,
"Nu: 0.7, Gamma: 3e-05",624,55,0,19,92.12034384,0,40,,,,,,
"Nu: 0.7, Gamma: 4e-05",624,56,0,18,91.97707736,0,40,,,,,,
"Nu: 0.7, Gamma: 5e-05",624,61,0,13,91.26074499,0,40,,,,,,
"Nu: 0.7, Gamma: 6e-05",624,59,0,15,91.54727794,0,40,,,,,,
"Nu: 0.7, Gamma: 7e-05",624,62,0,12,91.11747851,0,40,,,,,,
"Nu: 0.7, Gamma: 8e-05",624,60,0,14,91.40401146,0,40,,,,,,
"Nu: 0.7, Gamma: 9e-05",624,63,0,11,90.97421203,0,40,,,,,,
"Nu: 0.7, Gamma: 0.0001",624,60,0,14,91.40401146,0,40,,,,,,
"Nu: 0.7, Gamma: 0.0002",624,69,0,5,90.11461318,0,40,,,,,,
"Nu: 0.7, Gamma: 0.0003",624,70,0,4,89.9713467,0,40,,,,,,
"Nu: 0.7, Gamma: 0.0004",624,67,0,7,90.40114613,0,40,,,,,,
"Nu: 0.7, Gamma: 0.005",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.7, Gamma: 0.05",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.7, Gamma: 0.0625",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.7, Gamma: 0.1",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.7, Gamma: 0.2",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.7, Gamma: 0.5",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.7, Gamma: 0.7",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.7, Gamma: 0.9",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.7, Gamma: 0.99",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.9, Gamma: 1e-05",624,66,0,8,90.54441261,0,40,,,,,,
"Nu: 0.9, Gamma: 2e-05",624,65,0,9,90.68767908,0,40,,,,,,
"Nu: 0.9, Gamma: 3e-05",624,69,0,5,90.11461318,0,40,,,,,,
"Nu: 0.9, Gamma: 4e-05",624,70,0,4,89.9713467,0,40,,,,,,
"Nu: 0.9, Gamma: 5e-05",624,67,0,7,90.40114613,0,40,,,,,,
"Nu: 0.9, Gamma: 6e-05",624,67,0,7,90.40114613,0,40,,,,,,
"Nu: 0.9, Gamma: 7e-05",624,67,0,7,90.40114613,0,40,,,,,,
"Nu: 0.9, Gamma: 8e-05",624,70,0,4,89.9713467,0,40,,,,,,
"Nu: 0.9, Gamma: 9e-05",624,70,0,4,89.9713467,0,40,,,,,,
"Nu: 0.9, Gamma: 0.0001",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.9, Gamma: 0.0002",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.9, Gamma: 0.0003",624,74,0,0,89.3982808,0,40,,,,,,
"Nu: 0.9, Gamma: 0.0004",624,69,0,5,90.11461318,0,40,,,,,,
"Nu: 0.9, Gamma: 0.005",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.9, Gamma: 0.05",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.9, Gamma: 0.0625",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.9, Gamma: 0.1",624,74,0,0,89.3982808,0,40,,,,,,
"Nu: 0.9, Gamma: 0.2",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.9, Gamma: 0.5",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.9, Gamma: 0.7",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.9, Gamma: 0.9",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.9, Gamma: 0.99",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.99, Gamma: 1e-05",624,74,0,0,89.3982808,0,40,,,,,,
"Nu: 0.99, Gamma: 2e-05",624,74,0,0,89.3982808,0,40,,,,,,
"Nu: 0.99, Gamma: 3e-05",624,74,0,0,89.3982808,0,40,,,,,,
"Nu: 0.99, Gamma: 4e-05",624,74,0,0,89.3982808,0,40,,,,,,
"Nu: 0.99, Gamma: 5e-05",624,74,0,0,89.3982808,0,40,,,,,,
"Nu: 0.99, Gamma: 6e-05",624,74,0,0,89.3982808,0,40,,,,,,
"Nu: 0.99, Gamma: 7e-05",624,74,0,0,89.3982808,0,40,,,,,,
"Nu: 0.99, Gamma: 8e-05",624,74,0,0,89.3982808,0,40,,,,,,
"Nu: 0.99, Gamma: 9e-05",624,74,0,0,89.3982808,0,40,,,,,,
"Nu: 0.99, Gamma: 0.0001",624,71,0,3,89.82808023,0,40,,,,,,
"Nu: 0.99, Gamma: 0.0002",624,74,0,0,89.3982808,0,40,,,,,,
"Nu: 0.99, Gamma: 0.0003",624,74,0,0,89.3982808,0,40,,,,,,
"Nu: 0.99, Gamma: 0.0004",624,74,0,0,89.3982808,0,40,,,,,,
"Nu: 0.99, Gamma: 0.005",624,74,0,0,89.3982808,0,40,,,,,,
"Nu: 0.99, Gamma: 0.05",624,74,0,0,89.3982808,0,40,,,,,,
"Nu: 0.99, Gamma: 0.0625",624,74,0,0,89.3982808,0,40,,,,,,
"Nu: 0.99, Gamma: 0.1",624,74,0,0,89.3982808,0,40,,,,,,
"Nu: 0.99, Gamma: 0.2",624,74,0,0,89.3982808,0,40,,,,,,
"Nu: 0.99, Gamma: 0.5",624,74,0,0,89.3982808,0,40,,,,,,
"Nu: 0.99, Gamma: 0.7",624,74,0,0,89.3982808,0,40,,,,,,
"Nu: 0.99, Gamma: 0.9",624,74,0,0,89.3982808,0,40,,,,,,
"Nu: 0.99, Gamma: 0.99",624,74,0,0,89.3982808,0,40,,,,,,
,,,,,,,,,,,,,
Target Class: bodytrack_haldcache,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,,,,
"Nu: 5e-05, Gamma: 1e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 5e-05, Gamma: 2e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 5e-05, Gamma: 3e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 5e-05, Gamma: 4e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 5e-05, Gamma: 5e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 5e-05, Gamma: 6e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 5e-05, Gamma: 7e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 5e-05, Gamma: 8e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 5e-05, Gamma: 9e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 5e-05, Gamma: 0.0001",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 5e-05, Gamma: 0.0002",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 5e-05, Gamma: 0.0003",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 5e-05, Gamma: 0.0004",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 5e-05, Gamma: 0.005",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 5e-05, Gamma: 0.05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 5e-05, Gamma: 0.0625",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 5e-05, Gamma: 0.1",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 5e-05, Gamma: 0.2",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 5e-05, Gamma: 0.5",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 5e-05, Gamma: 0.7",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 5e-05, Gamma: 0.9",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 5e-05, Gamma: 0.99",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 6e-05, Gamma: 1e-05",736,62,0,1,92.24030038,0,40,,,,,,
"Nu: 6e-05, Gamma: 2e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 6e-05, Gamma: 3e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 6e-05, Gamma: 4e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 6e-05, Gamma: 5e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 6e-05, Gamma: 6e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 6e-05, Gamma: 7e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 6e-05, Gamma: 8e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 6e-05, Gamma: 9e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 6e-05, Gamma: 0.0001",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 6e-05, Gamma: 0.0002",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 6e-05, Gamma: 0.0003",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 6e-05, Gamma: 0.0004",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 6e-05, Gamma: 0.005",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 6e-05, Gamma: 0.05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 6e-05, Gamma: 0.0625",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 6e-05, Gamma: 0.1",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 6e-05, Gamma: 0.2",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 6e-05, Gamma: 0.5",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 6e-05, Gamma: 0.7",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 6e-05, Gamma: 0.9",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 6e-05, Gamma: 0.99",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 7e-05, Gamma: 1e-05",736,62,0,1,92.24030038,0,40,,,,,,
"Nu: 7e-05, Gamma: 2e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 7e-05, Gamma: 3e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 7e-05, Gamma: 4e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 7e-05, Gamma: 5e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 7e-05, Gamma: 6e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 7e-05, Gamma: 7e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 7e-05, Gamma: 8e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 7e-05, Gamma: 9e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 7e-05, Gamma: 0.0001",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 7e-05, Gamma: 0.0002",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 7e-05, Gamma: 0.0003",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 7e-05, Gamma: 0.0004",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 7e-05, Gamma: 0.005",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 7e-05, Gamma: 0.05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 7e-05, Gamma: 0.0625",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 7e-05, Gamma: 0.1",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 7e-05, Gamma: 0.2",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 7e-05, Gamma: 0.5",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 7e-05, Gamma: 0.7",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 7e-05, Gamma: 0.9",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 7e-05, Gamma: 0.99",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 8e-05, Gamma: 1e-05",736,62,0,1,92.24030038,0,40,,,,,,
"Nu: 8e-05, Gamma: 2e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 8e-05, Gamma: 3e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 8e-05, Gamma: 4e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 8e-05, Gamma: 5e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 8e-05, Gamma: 6e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 8e-05, Gamma: 7e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 8e-05, Gamma: 8e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 8e-05, Gamma: 9e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 8e-05, Gamma: 0.0001",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 8e-05, Gamma: 0.0002",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 8e-05, Gamma: 0.0003",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 8e-05, Gamma: 0.0004",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 8e-05, Gamma: 0.005",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 8e-05, Gamma: 0.05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 8e-05, Gamma: 0.0625",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 8e-05, Gamma: 0.1",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 8e-05, Gamma: 0.2",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 8e-05, Gamma: 0.5",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 8e-05, Gamma: 0.7",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 8e-05, Gamma: 0.9",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 8e-05, Gamma: 0.99",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 9e-05, Gamma: 1e-05",736,62,0,1,92.24030038,0,40,,,,,,
"Nu: 9e-05, Gamma: 2e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 9e-05, Gamma: 3e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 9e-05, Gamma: 4e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 9e-05, Gamma: 5e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 9e-05, Gamma: 6e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 9e-05, Gamma: 7e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 9e-05, Gamma: 8e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 9e-05, Gamma: 9e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 9e-05, Gamma: 0.0001",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 9e-05, Gamma: 0.0002",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 9e-05, Gamma: 0.0003",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 9e-05, Gamma: 0.0004",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 9e-05, Gamma: 0.005",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 9e-05, Gamma: 0.05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 9e-05, Gamma: 0.0625",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 9e-05, Gamma: 0.1",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 9e-05, Gamma: 0.2",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 9e-05, Gamma: 0.5",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 9e-05, Gamma: 0.7",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 9e-05, Gamma: 0.9",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 9e-05, Gamma: 0.99",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0001, Gamma: 1e-05",736,62,0,1,92.24030038,0,40,,,,,,
"Nu: 0.0001, Gamma: 2e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0001, Gamma: 3e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0001, Gamma: 4e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0001, Gamma: 5e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0001, Gamma: 6e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0001, Gamma: 7e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0001, Gamma: 8e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0001, Gamma: 9e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0001, Gamma: 0.0001",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0001, Gamma: 0.0002",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0001, Gamma: 0.0003",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0001, Gamma: 0.0004",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0001, Gamma: 0.005",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0001, Gamma: 0.05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0001, Gamma: 0.0625",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0001, Gamma: 0.1",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0001, Gamma: 0.2",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0001, Gamma: 0.5",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0001, Gamma: 0.7",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0001, Gamma: 0.9",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0001, Gamma: 0.99",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0002, Gamma: 1e-05",736,51,0,12,93.61702128,0,40,,,,,,
"Nu: 0.0002, Gamma: 2e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0002, Gamma: 3e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0002, Gamma: 4e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0002, Gamma: 5e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0002, Gamma: 6e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0002, Gamma: 7e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0002, Gamma: 8e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0002, Gamma: 9e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0002, Gamma: 0.0001",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0002, Gamma: 0.0002",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0002, Gamma: 0.0003",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0002, Gamma: 0.0004",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0002, Gamma: 0.005",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0002, Gamma: 0.05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0002, Gamma: 0.0625",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0002, Gamma: 0.1",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0002, Gamma: 0.2",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0002, Gamma: 0.5",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0002, Gamma: 0.7",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0002, Gamma: 0.9",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0002, Gamma: 0.99",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0003, Gamma: 1e-05",736,45,0,18,94.36795995,0,40,,,,,,
"Nu: 0.0003, Gamma: 2e-05",736,53,0,10,93.36670839,0,40,,,,,,
"Nu: 0.0003, Gamma: 3e-05",736,48,0,15,93.99249061,0,40,,,,,,
"Nu: 0.0003, Gamma: 4e-05",736,56,0,7,92.99123905,0,40,,,,,,
"Nu: 0.0003, Gamma: 5e-05",736,62,0,1,92.24030038,0,40,,,,,,
"Nu: 0.0003, Gamma: 6e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0003, Gamma: 7e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0003, Gamma: 8e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0003, Gamma: 9e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0003, Gamma: 0.0001",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0003, Gamma: 0.0002",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0003, Gamma: 0.0003",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0003, Gamma: 0.0004",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0003, Gamma: 0.005",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0003, Gamma: 0.05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0003, Gamma: 0.0625",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0003, Gamma: 0.1",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0003, Gamma: 0.2",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0003, Gamma: 0.5",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0003, Gamma: 0.7",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0003, Gamma: 0.9",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0003, Gamma: 0.99",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0004, Gamma: 1e-05",736,41,0,22,94.86858573,0,40,,,,,,
"Nu: 0.0004, Gamma: 2e-05",736,47,0,16,94.11764706,0,40,,,,,,
"Nu: 0.0004, Gamma: 3e-05",736,48,0,15,93.99249061,0,40,,,,,,
"Nu: 0.0004, Gamma: 4e-05",736,56,0,7,92.99123905,0,40,,,,,,
"Nu: 0.0004, Gamma: 5e-05",736,62,0,1,92.24030038,0,40,,,,,,
"Nu: 0.0004, Gamma: 6e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0004, Gamma: 7e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0004, Gamma: 8e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0004, Gamma: 9e-05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0004, Gamma: 0.0001",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0004, Gamma: 0.0002",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0004, Gamma: 0.0003",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0004, Gamma: 0.0004",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0004, Gamma: 0.005",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0004, Gamma: 0.05",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0004, Gamma: 0.0625",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0004, Gamma: 0.1",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0004, Gamma: 0.2",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0004, Gamma: 0.5",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0004, Gamma: 0.7",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0004, Gamma: 0.9",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.0004, Gamma: 0.99",736,63,0,0,92.11514393,0,40,,,,,,
"Nu: 0.005, Gamma: 1e-05",736,24,0,39,96.99624531,0,40,,,,,,
"Nu: 0.005, Gamma: 2e-05",736,39,0,24,95.11889862,0,40,,,,,,
"Nu: 0.005, Gamma: 3e-05",736,41,0,22,94.86858573,0,40,,,,,,
"Nu: 0.005, Gamma: 4e-05",736,39,0,24,95.11889862,0,40,,,,,,
"Nu: 0.005, Gamma: 5e-05",736,38,0,25,95.24405507,0,40,,,,,,
"Nu: 0.005, Gamma: 6e-05",736,35,0,28,95.61952441,0,40,,,,,,
"Nu: 0.005, Gamma: 7e-05",736,40,0,23,94.99374218,0,40,,,,,,
"Nu: 0.005, Gamma: 8e-05",736,46,0,17,94.2428035,0,40,,,,,,
"Nu: 0.005, Gamma: 9e-05",736,47,0,16,94.11764706,0,40,,,,,,
"Nu: 0.005, Gamma: 0.0001",736,45,0,18,94.36795995,0,40,,,,,,
