Features: 16,,,,,,,,
Target Class: swaptions,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.99, Gamma: 0.0002",1,2,0,43,95.65217391304348,0,40,
"Nu: 0.99, Gamma: 0.0003",1,2,0,43,95.65217391304348,0,40,
"Nu: 0.99, Gamma: 0.0004",1,2,0,43,95.65217391304348,0,40,
"Nu: 0.99, Gamma: 0.005",0,3,0,43,93.47826086956522,0,40,
"Nu: 0.99, Gamma: 0.05",0,3,0,43,93.47826086956522,0,40,
"Nu: 0.99, Gamma: 0.0625",0,3,0,43,93.47826086956522,0,40,
"Nu: 0.99, Gamma: 0.1",0,3,0,43,93.47826086956522,0,40,
"Nu: 0.99, Gamma: 0.2",0,3,0,43,93.47826086956522,0,40,
"Nu: 0.99, Gamma: 0.5",0,3,0,43,93.47826086956522,0,40,
"Nu: 0.99, Gamma: 0.7",0,3,0,43,93.47826086956522,0,40,
"Nu: 0.99, Gamma: 0.9",0,3,0,43,93.47826086956522,0,40,
"Nu: 0.99, Gamma: 0.99",0,3,0,43,93.47826086956522,0,40,
,,,,,,,,
Features: 16,,,,,,,,
Target Class: swaptions,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.0001, Gamma: 0.0001",0,5,0,28,84.84848484848484,10,40,
"Nu: 0.0001, Gamma: 0.0002",0,5,0,28,84.84848484848484,10,40,
"Nu: 0.0001, Gamma: 0.0003",0,5,0,28,84.84848484848484,10,40,
"Nu: 0.0001, Gamma: 0.0004",0,5,0,28,84.84848484848484,10,40,
"Nu: 0.0001, Gamma: 0.005",5,0,28,0,15.151515151515152,10,40,
"Nu: 0.0001, Gamma: 0.05",5,0,26,2,21.21212121212121,10,40,
"Nu: 0.0001, Gamma: 0.0625",4,1,26,2,18.181818181818183,10,40,
"Nu: 0.0001, Gamma: 0.1",4,1,25,3,21.21212121212121,10,40,
"Nu: 0.0001, Gamma: 0.2",4,1,23,5,27.27272727272727,10,40,
"Nu: 0.0001, Gamma: 0.5",4,1,15,13,51.515151515151516,10,40,
"Nu: 0.0001, Gamma: 0.7",3,2,15,13,48.484848484848484,10,40,
"Nu: 0.0001, Gamma: 0.9",3,2,14,14,51.515151515151516,10,40,
"Nu: 0.0001, Gamma: 0.99",3,2,13,15,54.54545454545454,10,40,
"Nu: 0.0002, Gamma: 0.0001",0,5,0,28,84.84848484848484,10,40,
"Nu: 0.0002, Gamma: 0.0002",0,5,0,28,84.84848484848484,10,40,
"Nu: 0.0002, Gamma: 0.0003",5,0,28,0,15.151515151515152,10,40,
"Nu: 0.0002, Gamma: 0.0004",5,0,28,0,15.151515151515152,10,40,
"Nu: 0.0002, Gamma: 0.005",5,0,28,0,15.151515151515152,10,40,
"Nu: 0.0002, Gamma: 0.05",5,0,26,2,21.21212121212121,10,40,
"Nu: 0.0002, Gamma: 0.0625",4,1,26,2,18.181818181818183,10,40,
"Nu: 0.0002, Gamma: 0.1",4,1,25,3,21.21212121212121,10,40,
"Nu: 0.0002, Gamma: 0.2",4,1,23,5,27.27272727272727,10,40,
"Nu: 0.0002, Gamma: 0.5",4,1,15,13,51.515151515151516,10,40,
"Nu: 0.0002, Gamma: 0.7",3,2,15,13,48.484848484848484,10,40,
"Nu: 0.0002, Gamma: 0.9",3,2,14,14,51.515151515151516,10,40,
"Nu: 0.0002, Gamma: 0.99",3,2,13,15,54.54545454545454,10,40,
"Nu: 0.0003, Gamma: 0.0001",0,5,0,28,84.84848484848484,10,40,
"Nu: 0.0003, Gamma: 0.0002",5,0,28,0,15.151515151515152,10,40,
"Nu: 0.0003, Gamma: 0.0003",5,0,28,0,15.151515151515152,10,40,
"Nu: 0.0003, Gamma: 0.0004",5,0,28,0,15.151515151515152,10,40,
"Nu: 0.0003, Gamma: 0.005",5,0,28,0,15.151515151515152,10,40,
"Nu: 0.0003, Gamma: 0.05",5,0,26,2,21.21212121212121,10,40,
"Nu: 0.0003, Gamma: 0.0625",4,1,26,2,18.181818181818183,10,40,
"Nu: 0.0003, Gamma: 0.1",4,1,25,3,21.21212121212121,10,40,
"Nu: 0.0003, Gamma: 0.2",4,1,23,5,27.27272727272727,10,40,
"Nu: 0.0003, Gamma: 0.5",4,1,15,13,51.515151515151516,10,40,
"Nu: 0.0003, Gamma: 0.7",3,2,15,13,48.484848484848484,10,40,
"Nu: 0.0003, Gamma: 0.9",3,2,14,14,51.515151515151516,10,40,
"Nu: 0.0003, Gamma: 0.99",3,2,13,15,54.54545454545454,10,40,
"Nu: 0.0004, Gamma: 0.0001",0,5,0,28,84.84848484848484,10,40,
"Nu: 0.0004, Gamma: 0.0002",5,0,28,0,15.151515151515152,10,40,
"Nu: 0.0004, Gamma: 0.0003",5,0,28,0,15.151515151515152,10,40,
"Nu: 0.0004, Gamma: 0.0004",5,0,28,0,15.151515151515152,10,40,
"Nu: 0.0004, Gamma: 0.005",5,0,28,0,15.151515151515152,10,40,
"Nu: 0.0004, Gamma: 0.05",5,0,26,2,21.21212121212121,10,40,
"Nu: 0.0004, Gamma: 0.0625",4,1,26,2,18.181818181818183,10,40,
"Nu: 0.0004, Gamma: 0.1",4,1,25,3,21.21212121212121,10,40,
"Nu: 0.0004, Gamma: 0.2",4,1,23,5,27.27272727272727,10,40,
"Nu: 0.0004, Gamma: 0.5",4,1,15,13,51.515151515151516,10,40,
"Nu: 0.0004, Gamma: 0.7",3,2,15,13,48.484848484848484,10,40,
"Nu: 0.0004, Gamma: 0.9",3,2,14,14,51.515151515151516,10,40,
"Nu: 0.0004, Gamma: 0.99",3,2,13,15,54.54545454545454,10,40,
"Nu: 0.005, Gamma: 0.0001",5,0,28,0,15.151515151515152,10,40,
"Nu: 0.005, Gamma: 0.0002",5,0,28,0,15.151515151515152,10,40,
"Nu: 0.005, Gamma: 0.0003",5,0,28,0,15.151515151515152,10,40,
"Nu: 0.005, Gamma: 0.0004",5,0,28,0,15.151515151515152,10,40,
"Nu: 0.005, Gamma: 0.005",5,0,28,0,15.151515151515152,10,40,
"Nu: 0.005, Gamma: 0.05",5,0,26,2,21.21212121212121,10,40,
"Nu: 0.005, Gamma: 0.0625",5,0,26,2,21.21212121212121,10,40,
"Nu: 0.005, Gamma: 0.1",4,1,25,3,21.21212121212121,10,40,
"Nu: 0.005, Gamma: 0.2",4,1,23,5,27.27272727272727,10,40,
"Nu: 0.005, Gamma: 0.5",4,1,15,13,51.515151515151516,10,40,
"Nu: 0.005, Gamma: 0.7",3,2,15,13,48.484848484848484,10,40,
"Nu: 0.005, Gamma: 0.9",3,2,14,14,51.515151515151516,10,40,
"Nu: 0.005, Gamma: 0.99",3,2,13,15,54.54545454545454,10,40,
"Nu: 0.05, Gamma: 0.0001",5,0,27,1,18.181818181818183,10,40,
"Nu: 0.05, Gamma: 0.0002",5,0,27,1,18.181818181818183,10,40,
"Nu: 0.05, Gamma: 0.0003",5,0,27,1,18.181818181818183,10,40,
"Nu: 0.05, Gamma: 0.0004",5,0,27,1,18.181818181818183,10,40,
"Nu: 0.05, Gamma: 0.005",5,0,27,1,18.181818181818183,10,40,
"Nu: 0.05, Gamma: 0.05",5,0,25,3,24.242424242424242,10,40,
"Nu: 0.05, Gamma: 0.0625",5,0,25,3,24.242424242424242,10,40,
"Nu: 0.05, Gamma: 0.1",4,1,24,4,24.242424242424242,10,40,
"Nu: 0.05, Gamma: 0.2",4,1,22,6,30.303030303030305,10,40,
"Nu: 0.05, Gamma: 0.5",4,1,15,13,51.515151515151516,10,40,
"Nu: 0.05, Gamma: 0.7",3,2,15,13,48.484848484848484,10,40,
"Nu: 0.05, Gamma: 0.9",3,2,14,14,51.515151515151516,10,40,
"Nu: 0.05, Gamma: 0.99",3,2,13,15,54.54545454545454,10,40,
"Nu: 0.0625, Gamma: 0.0001",5,0,27,1,18.181818181818183,10,40,
"Nu: 0.0625, Gamma: 0.0002",5,0,27,1,18.181818181818183,10,40,
"Nu: 0.0625, Gamma: 0.0003",5,0,27,1,18.181818181818183,10,40,
"Nu: 0.0625, Gamma: 0.0004",5,0,27,1,18.181818181818183,10,40,
"Nu: 0.0625, Gamma: 0.005",5,0,27,1,18.181818181818183,10,40,
"Nu: 0.0625, Gamma: 0.05",5,0,25,3,24.242424242424242,10,40,
"Nu: 0.0625, Gamma: 0.0625",5,0,25,3,24.242424242424242,10,40,
"Nu: 0.0625, Gamma: 0.1",4,1,23,5,27.27272727272727,10,40,
"Nu: 0.0625, Gamma: 0.2",4,1,22,6,30.303030303030305,10,40,
"Nu: 0.0625, Gamma: 0.5",4,1,15,13,51.515151515151516,10,40,
"Nu: 0.0625, Gamma: 0.7",3,2,15,13,48.484848484848484,10,40,
"Nu: 0.0625, Gamma: 0.9",3,2,14,14,51.515151515151516,10,40,
"Nu: 0.0625, Gamma: 0.99",3,2,13,15,54.54545454545454,10,40,
"Nu: 0.1, Gamma: 0.0001",5,0,27,1,18.181818181818183,10,40,
"Nu: 0.1, Gamma: 0.0002",5,0,27,1,18.181818181818183,10,40,
"Nu: 0.1, Gamma: 0.0003",5,0,27,1,18.181818181818183,10,40,
"Nu: 0.1, Gamma: 0.0004",5,0,27,1,18.181818181818183,10,40,
"Nu: 0.1, Gamma: 0.005",5,0,26,2,21.21212121212121,10,40,
"Nu: 0.1, Gamma: 0.05",5,0,25,3,24.242424242424242,10,40,
"Nu: 0.1, Gamma: 0.0625",5,0,25,3,24.242424242424242,10,40,
"Nu: 0.1, Gamma: 0.1",4,1,23,5,27.27272727272727,10,40,
"Nu: 0.1, Gamma: 0.2",4,1,21,7,33.33333333333333,10,40,
"Nu: 0.1, Gamma: 0.5",4,1,15,13,51.515151515151516,10,40,
"Nu: 0.1, Gamma: 0.7",3,2,15,13,48.484848484848484,10,40,
"Nu: 0.1, Gamma: 0.9",3,2,14,14,51.515151515151516,10,40,
"Nu: 0.1, Gamma: 0.99",3,2,13,15,54.54545454545454,10,40,
"Nu: 0.2, Gamma: 0.0001",5,0,25,3,24.242424242424242,10,40,
"Nu: 0.2, Gamma: 0.0002",5,0,25,3,24.242424242424242,10,40,
"Nu: 0.2, Gamma: 0.0003",5,0,25,3,24.242424242424242,10,40,
"Nu: 0.2, Gamma: 0.0004",5,0,25,3,24.242424242424242,10,40,
"Nu: 0.2, Gamma: 0.005",5,0,25,3,24.242424242424242,10,40,
"Nu: 0.2, Gamma: 0.05",5,0,23,5,30.303030303030305,10,40,
"Nu: 0.2, Gamma: 0.0625",5,0,22,6,33.33333333333333,10,40,
"Nu: 0.2, Gamma: 0.1",4,1,22,6,30.303030303030305,10,40,
"Nu: 0.2, Gamma: 0.2",4,1,21,7,33.33333333333333,10,40,
"Nu: 0.2, Gamma: 0.5",4,1,15,13,51.515151515151516,10,40,
"Nu: 0.2, Gamma: 0.7",3,2,15,13,48.484848484848484,10,40,
"Nu: 0.2, Gamma: 0.9",3,2,14,14,51.515151515151516,10,40,
"Nu: 0.2, Gamma: 0.99",3,2,13,15,54.54545454545454,10,40,
"Nu: 0.5, Gamma: 0.0001",5,0,22,6,33.33333333333333,10,40,
"Nu: 0.5, Gamma: 0.0002",5,0,22,6,33.33333333333333,10,40,
"Nu: 0.5, Gamma: 0.0003",5,0,22,6,33.33333333333333,10,40,
"Nu: 0.5, Gamma: 0.0004",5,0,22,6,33.33333333333333,10,40,
"Nu: 0.5, Gamma: 0.005",5,0,22,6,33.33333333333333,10,40,
"Nu: 0.5, Gamma: 0.05",4,1,21,7,33.33333333333333,10,40,
"Nu: 0.5, Gamma: 0.0625",4,1,21,7,33.33333333333333,10,40,
"Nu: 0.5, Gamma: 0.1",3,2,20,8,33.33333333333333,10,40,
"Nu: 0.5, Gamma: 0.2",3,2,17,11,42.42424242424242,10,40,
"Nu: 0.5, Gamma: 0.5",3,2,13,15,54.54545454545454,10,40,
"Nu: 0.5, Gamma: 0.7",3,2,0,28,93.93939393939394,10,40,
"Nu: 0.5, Gamma: 0.9",3,2,0,28,93.93939393939394,10,40,
"Nu: 0.5, Gamma: 0.99",3,2,0,28,93.93939393939394,10,40,
"Nu: 0.7, Gamma: 0.0001",3,2,21,7,30.303030303030305,10,40,
"Nu: 0.7, Gamma: 0.0002",3,2,21,7,30.303030303030305,10,40,
"Nu: 0.7, Gamma: 0.0003",3,2,21,7,30.303030303030305,10,40,
"Nu: 0.7, Gamma: 0.0004",3,2,21,7,30.303030303030305,10,40,
"Nu: 0.7, Gamma: 0.005",3,2,21,7,30.303030303030305,10,40,
"Nu: 0.7, Gamma: 0.05",3,2,21,7,30.303030303030305,10,40,
"Nu: 0.7, Gamma: 0.0625",3,2,21,7,30.303030303030305,10,40,
"Nu: 0.7, Gamma: 0.1",3,2,18,10,39.39393939393939,10,40,
"Nu: 0.7, Gamma: 0.2",3,2,16,12,45.45454545454545,10,40,
"Nu: 0.7, Gamma: 0.5",2,3,0,28,90.9090909090909,10,40,
"Nu: 0.7, Gamma: 0.7",2,3,0,28,90.9090909090909,10,40,
"Nu: 0.7, Gamma: 0.9",2,3,0,28,90.9090909090909,10,40,
"Nu: 0.7, Gamma: 0.99",2,3,0,28,90.9090909090909,10,40,
"Nu: 0.9, Gamma: 0.0001",1,4,20,8,27.27272727272727,10,40,
"Nu: 0.9, Gamma: 0.0002",1,4,20,8,27.27272727272727,10,40,
"Nu: 0.9, Gamma: 0.0003",1,4,20,8,27.27272727272727,10,40,
"Nu: 0.9, Gamma: 0.0004",1,4,20,8,27.27272727272727,10,40,
"Nu: 0.9, Gamma: 0.005",1,4,20,8,27.27272727272727,10,40,
"Nu: 0.9, Gamma: 0.05",0,5,19,9,27.27272727272727,10,40,
"Nu: 0.9, Gamma: 0.0625",0,5,18,10,30.303030303030305,10,40,
"Nu: 0.9, Gamma: 0.1",1,4,17,11,36.36363636363637,10,40,
"Nu: 0.9, Gamma: 0.2",2,3,13,15,51.515151515151516,10,40,
"Nu: 0.9, Gamma: 0.5",2,3,0,28,90.9090909090909,10,40,
"Nu: 0.9, Gamma: 0.7",2,3,0,28,90.9090909090909,10,40,
"Nu: 0.9, Gamma: 0.9",2,3,0,28,90.9090909090909,10,40,
"Nu: 0.9, Gamma: 0.99",2,3,0,28,90.9090909090909,10,40,
"Nu: 0.99, Gamma: 0.0001",0,5,0,28,84.84848484848484,10,40,
"Nu: 0.99, Gamma: 0.0002",0,5,0,28,84.84848484848484,10,40,
"Nu: 0.99, Gamma: 0.0003",0,5,0,28,84.84848484848484,10,40,
"Nu: 0.99, Gamma: 0.0004",0,5,0,28,84.84848484848484,10,40,
"Nu: 0.99, Gamma: 0.005",0,5,1,27,81.81818181818183,10,40,
"Nu: 0.99, Gamma: 0.05",0,5,12,16,48.484848484848484,10,40,
"Nu: 0.99, Gamma: 0.0625",0,5,14,14,42.42424242424242,10,40,
"Nu: 0.99, Gamma: 0.1",0,5,14,14,42.42424242424242,10,40,
"Nu: 0.99, Gamma: 0.2",0,5,9,19,57.57575757575758,10,40,
"Nu: 0.99, Gamma: 0.5",1,4,0,28,87.87878787878788,10,40,
"Nu: 0.99, Gamma: 0.7",0,5,0,28,84.84848484848484,10,40,
"Nu: 0.99, Gamma: 0.9",0,5,0,28,84.84848484848484,10,40,
"Nu: 0.99, Gamma: 0.99",0,5,0,28,84.84848484848484,10,40,
,,,,,,,,
Target Class: swaptions_Pipeline,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.0001, Gamma: 0.0001",0,3,0,43,93.47826086956522,10,40,
"Nu: 0.0001, Gamma: 0.0002",0,3,0,43,93.47826086956522,10,40,
"Nu: 0.0001, Gamma: 0.0003",0,3,0,43,93.47826086956522,10,40,
"Nu: 0.0001, Gamma: 0.0004",0,3,0,43,93.47826086956522,10,40,
"Nu: 0.0001, Gamma: 0.005",1,2,23,20,45.65217391304348,10,40,
"Nu: 0.0001, Gamma: 0.05",1,2,24,19,43.47826086956522,10,40,
"Nu: 0.0001, Gamma: 0.0625",1,2,24,19,43.47826086956522,10,40,
"Nu: 0.0001, Gamma: 0.1",1,2,23,20,45.65217391304348,10,40,
"Nu: 0.0001, Gamma: 0.2",1,2,19,24,54.347826086956516,10,40,
"Nu: 0.0001, Gamma: 0.5",1,2,5,38,84.78260869565217,10,40,
"Nu: 0.0001, Gamma: 0.7",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.0001, Gamma: 0.9",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.0001, Gamma: 0.99",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.0002, Gamma: 0.0001",0,3,0,43,93.47826086956522,10,40,
"Nu: 0.0002, Gamma: 0.0002",0,3,0,43,93.47826086956522,10,40,
"Nu: 0.0002, Gamma: 0.0003",0,3,0,43,93.47826086956522,10,40,
"Nu: 0.0002, Gamma: 0.0004",0,3,0,43,93.47826086956522,10,40,
"Nu: 0.0002, Gamma: 0.005",1,2,23,20,45.65217391304348,10,40,
"Nu: 0.0002, Gamma: 0.05",1,2,24,19,43.47826086956522,10,40,
"Nu: 0.0002, Gamma: 0.0625",1,2,24,19,43.47826086956522,10,40,
"Nu: 0.0002, Gamma: 0.1",1,2,23,20,45.65217391304348,10,40,
"Nu: 0.0002, Gamma: 0.2",1,2,19,24,54.347826086956516,10,40,
"Nu: 0.0002, Gamma: 0.5",1,2,8,35,78.26086956521739,10,40,
"Nu: 0.0002, Gamma: 0.7",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.0002, Gamma: 0.9",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.0002, Gamma: 0.99",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.0003, Gamma: 0.0001",0,3,0,43,93.47826086956522,10,40,
"Nu: 0.0003, Gamma: 0.0002",0,3,0,43,93.47826086956522,10,40,
"Nu: 0.0003, Gamma: 0.0003",0,3,0,43,93.47826086956522,10,40,
"Nu: 0.0003, Gamma: 0.0004",1,2,23,20,45.65217391304348,10,40,
"Nu: 0.0003, Gamma: 0.005",1,2,25,18,41.30434782608695,10,40,
"Nu: 0.0003, Gamma: 0.05",1,2,24,19,43.47826086956522,10,40,
"Nu: 0.0003, Gamma: 0.0625",1,2,24,19,43.47826086956522,10,40,
"Nu: 0.0003, Gamma: 0.1",1,2,23,20,45.65217391304348,10,40,
"Nu: 0.0003, Gamma: 0.2",1,2,19,24,54.347826086956516,10,40,
"Nu: 0.0003, Gamma: 0.5",1,2,13,30,67.3913043478261,10,40,
"Nu: 0.0003, Gamma: 0.7",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.0003, Gamma: 0.9",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.0003, Gamma: 0.99",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.0004, Gamma: 0.0001",0,3,0,43,93.47826086956522,10,40,
"Nu: 0.0004, Gamma: 0.0002",0,3,0,43,93.47826086956522,10,40,
"Nu: 0.0004, Gamma: 0.0003",1,2,23,20,45.65217391304348,10,40,
"Nu: 0.0004, Gamma: 0.0004",1,2,23,20,45.65217391304348,10,40,
"Nu: 0.0004, Gamma: 0.005",3,0,25,18,45.65217391304348,10,40,
"Nu: 0.0004, Gamma: 0.05",1,2,24,19,43.47826086956522,10,40,
"Nu: 0.0004, Gamma: 0.0625",1,2,24,19,43.47826086956522,10,40,
"Nu: 0.0004, Gamma: 0.1",1,2,23,20,45.65217391304348,10,40,
"Nu: 0.0004, Gamma: 0.2",1,2,19,24,54.347826086956516,10,40,
"Nu: 0.0004, Gamma: 0.5",1,2,12,31,69.56521739130434,10,40,
"Nu: 0.0004, Gamma: 0.7",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.0004, Gamma: 0.9",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.0004, Gamma: 0.99",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.005, Gamma: 0.0001",1,2,24,19,43.47826086956522,10,40,
"Nu: 0.005, Gamma: 0.0002",1,2,25,18,41.30434782608695,10,40,
"Nu: 0.005, Gamma: 0.0003",2,1,25,18,43.47826086956522,10,40,
"Nu: 0.005, Gamma: 0.0004",2,1,25,18,43.47826086956522,10,40,
"Nu: 0.005, Gamma: 0.005",2,1,25,18,43.47826086956522,10,40,
"Nu: 0.005, Gamma: 0.05",1,2,24,19,43.47826086956522,10,40,
"Nu: 0.005, Gamma: 0.0625",1,2,24,19,43.47826086956522,10,40,
"Nu: 0.005, Gamma: 0.1",1,2,23,20,45.65217391304348,10,40,
"Nu: 0.005, Gamma: 0.2",1,2,19,24,54.347826086956516,10,40,
"Nu: 0.005, Gamma: 0.5",1,2,13,30,67.3913043478261,10,40,
"Nu: 0.005, Gamma: 0.7",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.005, Gamma: 0.9",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.005, Gamma: 0.99",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.05, Gamma: 0.0001",1,2,25,18,41.30434782608695,10,40,
"Nu: 0.05, Gamma: 0.0002",1,2,25,18,41.30434782608695,10,40,
"Nu: 0.05, Gamma: 0.0003",1,2,25,18,41.30434782608695,10,40,
"Nu: 0.05, Gamma: 0.0004",1,2,25,18,41.30434782608695,10,40,
"Nu: 0.05, Gamma: 0.005",1,2,24,19,43.47826086956522,10,40,
"Nu: 0.05, Gamma: 0.05",1,2,24,19,43.47826086956522,10,40,
"Nu: 0.05, Gamma: 0.0625",1,2,23,20,45.65217391304348,10,40,
"Nu: 0.05, Gamma: 0.1",1,2,22,21,47.82608695652174,10,40,
"Nu: 0.05, Gamma: 0.2",1,2,18,25,56.52173913043478,10,40,
"Nu: 0.05, Gamma: 0.5",1,2,2,41,91.30434782608695,10,40,
"Nu: 0.05, Gamma: 0.7",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.05, Gamma: 0.9",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.05, Gamma: 0.99",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.0625, Gamma: 0.0001",1,2,24,19,43.47826086956522,10,40,
"Nu: 0.0625, Gamma: 0.0002",1,2,25,18,41.30434782608695,10,40,
"Nu: 0.0625, Gamma: 0.0003",1,2,25,18,41.30434782608695,10,40,
"Nu: 0.0625, Gamma: 0.0004",1,2,24,19,43.47826086956522,10,40,
"Nu: 0.0625, Gamma: 0.005",1,2,24,19,43.47826086956522,10,40,
"Nu: 0.0625, Gamma: 0.05",1,2,24,19,43.47826086956522,10,40,
"Nu: 0.0625, Gamma: 0.0625",1,2,23,20,45.65217391304348,10,40,
"Nu: 0.0625, Gamma: 0.1",1,2,22,21,47.82608695652174,10,40,
"Nu: 0.0625, Gamma: 0.2",1,2,18,25,56.52173913043478,10,40,
"Nu: 0.0625, Gamma: 0.5",1,2,1,42,93.47826086956522,10,40,
"Nu: 0.0625, Gamma: 0.7",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.0625, Gamma: 0.9",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.0625, Gamma: 0.99",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.1, Gamma: 0.0001",1,2,24,19,43.47826086956522,10,40,
"Nu: 0.1, Gamma: 0.0002",1,2,23,20,45.65217391304348,10,40,
"Nu: 0.1, Gamma: 0.0003",1,2,23,20,45.65217391304348,10,40,
"Nu: 0.1, Gamma: 0.0004",1,2,23,20,45.65217391304348,10,40,
"Nu: 0.1, Gamma: 0.005",1,2,23,20,45.65217391304348,10,40,
"Nu: 0.1, Gamma: 0.05",1,2,23,20,45.65217391304348,10,40,
"Nu: 0.1, Gamma: 0.0625",1,2,22,21,47.82608695652174,10,40,
"Nu: 0.1, Gamma: 0.1",1,2,21,22,50.0,10,40,
"Nu: 0.1, Gamma: 0.2",1,2,17,26,58.69565217391305,10,40,
"Nu: 0.1, Gamma: 0.5",1,2,1,42,93.47826086956522,10,40,
"Nu: 0.1, Gamma: 0.7",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.1, Gamma: 0.9",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.1, Gamma: 0.99",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.2, Gamma: 0.0001",1,2,20,23,52.17391304347826,10,40,
"Nu: 0.2, Gamma: 0.0002",1,2,20,23,52.17391304347826,10,40,
"Nu: 0.2, Gamma: 0.0003",1,2,20,23,52.17391304347826,10,40,
"Nu: 0.2, Gamma: 0.0004",1,2,20,23,52.17391304347826,10,40,
"Nu: 0.2, Gamma: 0.005",1,2,20,23,52.17391304347826,10,40,
"Nu: 0.2, Gamma: 0.05",1,2,20,23,52.17391304347826,10,40,
"Nu: 0.2, Gamma: 0.0625",1,2,19,24,54.347826086956516,10,40,
"Nu: 0.2, Gamma: 0.1",1,2,18,25,56.52173913043478,10,40,
"Nu: 0.2, Gamma: 0.2",1,2,15,28,63.04347826086957,10,40,
"Nu: 0.2, Gamma: 0.5",1,2,1,42,93.47826086956522,10,40,
"Nu: 0.2, Gamma: 0.7",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.2, Gamma: 0.9",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.2, Gamma: 0.99",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.5, Gamma: 0.0001",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.5, Gamma: 0.0002",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.5, Gamma: 0.0003",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.5, Gamma: 0.0004",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.5, Gamma: 0.005",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.5, Gamma: 0.05",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.5, Gamma: 0.0625",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.5, Gamma: 0.1",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.5, Gamma: 0.2",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.5, Gamma: 0.5",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.5, Gamma: 0.7",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.5, Gamma: 0.9",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.5, Gamma: 0.99",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.7, Gamma: 0.0001",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.7, Gamma: 0.0002",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.7, Gamma: 0.0003",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.7, Gamma: 0.0004",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.7, Gamma: 0.005",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.7, Gamma: 0.05",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.7, Gamma: 0.0625",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.7, Gamma: 0.1",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.7, Gamma: 0.2",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.7, Gamma: 0.5",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.7, Gamma: 0.7",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.7, Gamma: 0.9",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.7, Gamma: 0.99",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.9, Gamma: 0.0001",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.9, Gamma: 0.0002",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.9, Gamma: 0.0003",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.9, Gamma: 0.0004",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.9, Gamma: 0.005",1,2,0,43,95.65217391304348,10,40,
"Nu: 0.9, Gamma: 0.05",1,2,0,43,95.65217391304348,10,40,
