Features: 16,,,,,,,,,,
Target Class: canneal,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,92.72727273,327
"Nu: 0.99, Gamma: 0.05",0,5,9,41,74.54545455,0,40,,,
"Nu: 0.99, Gamma: 0.0625",0,5,10,40,72.72727273,0,40,,,
"Nu: 0.99, Gamma: 0.1",0,5,10,40,72.72727273,0,40,,,
"Nu: 0.99, Gamma: 0.2",0,5,2,48,87.27272727,0,40,,,
"Nu: 0.99, Gamma: 0.5",0,5,0,50,90.90909091,0,40,,,
"Nu: 0.99, Gamma: 0.7",0,5,0,50,90.90909091,0,40,,,
"Nu: 0.99, Gamma: 0.9",1,4,0,50,92.72727273,0,40,,,
"Nu: 0.99, Gamma: 0.99",1,4,0,50,92.72727273,0,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: canneal,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.0001, Gamma: 0.005",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0001, Gamma: 0.05",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0001, Gamma: 0.1",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0001, Gamma: 0.2",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0001, Gamma: 0.5",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0001, Gamma: 0.7",5,0,42,2,14.28571429,10,40,,,
"Nu: 0.0001, Gamma: 0.9",5,0,41,3,16.32653061,10,40,,,
"Nu: 0.0001, Gamma: 0.99",5,0,41,3,16.32653061,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",5,0,39,5,20.40816327,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",5,0,39,5,20.40816327,10,40,,,
"Nu: 0.0002, Gamma: 0.005",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0002, Gamma: 0.05",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0002, Gamma: 0.1",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0002, Gamma: 0.2",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0002, Gamma: 0.5",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0002, Gamma: 0.7",5,0,41,3,16.32653061,10,40,,,
"Nu: 0.0002, Gamma: 0.9",5,0,41,3,16.32653061,10,40,,,
"Nu: 0.0002, Gamma: 0.99",5,0,41,3,16.32653061,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",5,0,39,5,20.40816327,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",5,0,39,5,20.40816327,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",5,0,39,5,20.40816327,10,40,,,
"Nu: 0.0003, Gamma: 0.005",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0003, Gamma: 0.05",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0003, Gamma: 0.1",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0003, Gamma: 0.2",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0003, Gamma: 0.5",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0003, Gamma: 0.7",5,0,41,3,16.32653061,10,40,,,
"Nu: 0.0003, Gamma: 0.9",5,0,41,3,16.32653061,10,40,,,
"Nu: 0.0003, Gamma: 0.99",5,0,41,3,16.32653061,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",0,5,0,44,89.79591837,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",5,0,39,5,20.40816327,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",5,0,39,5,20.40816327,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",5,0,39,5,20.40816327,10,40,,,
"Nu: 0.0004, Gamma: 0.005",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0004, Gamma: 0.05",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0004, Gamma: 0.1",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0004, Gamma: 0.2",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0004, Gamma: 0.5",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0004, Gamma: 0.7",5,0,41,3,16.32653061,10,40,,,
"Nu: 0.0004, Gamma: 0.9",5,0,41,3,16.32653061,10,40,,,
"Nu: 0.0004, Gamma: 0.99",5,0,41,3,16.32653061,10,40,,,
"Nu: 0.005, Gamma: 0.0001",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.005, Gamma: 0.0002",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.005, Gamma: 0.0003",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.005, Gamma: 0.0004",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.005, Gamma: 0.005",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.005, Gamma: 0.05",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.005, Gamma: 0.0625",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.005, Gamma: 0.1",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.005, Gamma: 0.2",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.005, Gamma: 0.5",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.005, Gamma: 0.7",5,0,41,3,16.32653061,10,40,,,
"Nu: 0.005, Gamma: 0.9",5,0,41,3,16.32653061,10,40,,,
"Nu: 0.005, Gamma: 0.99",5,0,41,3,16.32653061,10,40,,,
"Nu: 0.05, Gamma: 0.0001",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.05, Gamma: 0.0002",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.05, Gamma: 0.0003",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.05, Gamma: 0.0004",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.05, Gamma: 0.005",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.05, Gamma: 0.05",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.05, Gamma: 0.0625",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.05, Gamma: 0.1",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.05, Gamma: 0.2",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.05, Gamma: 0.5",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.05, Gamma: 0.7",5,0,41,3,16.32653061,10,40,,,
"Nu: 0.05, Gamma: 0.9",5,0,41,3,16.32653061,10,40,,,
"Nu: 0.05, Gamma: 0.99",5,0,41,3,16.32653061,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0625, Gamma: 0.005",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0625, Gamma: 0.05",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0625, Gamma: 0.1",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0625, Gamma: 0.2",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0625, Gamma: 0.5",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.0625, Gamma: 0.7",5,0,41,3,16.32653061,10,40,,,
"Nu: 0.0625, Gamma: 0.9",5,0,41,3,16.32653061,10,40,,,
"Nu: 0.0625, Gamma: 0.99",5,0,41,3,16.32653061,10,40,,,
"Nu: 0.1, Gamma: 0.0001",4,1,42,2,12.24489796,10,40,,,
"Nu: 0.1, Gamma: 0.0002",4,1,42,2,12.24489796,10,40,,,
"Nu: 0.1, Gamma: 0.0003",4,1,42,2,12.24489796,10,40,,,
"Nu: 0.1, Gamma: 0.0004",4,1,42,2,12.24489796,10,40,,,
"Nu: 0.1, Gamma: 0.005",4,1,42,2,12.24489796,10,40,,,
"Nu: 0.1, Gamma: 0.05",4,1,42,2,12.24489796,10,40,,,
"Nu: 0.1, Gamma: 0.0625",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.1, Gamma: 0.1",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.1, Gamma: 0.2",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.1, Gamma: 0.5",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.1, Gamma: 0.7",5,0,41,3,16.32653061,10,40,,,
"Nu: 0.1, Gamma: 0.9",5,0,41,3,16.32653061,10,40,,,
"Nu: 0.1, Gamma: 0.99",5,0,40,4,18.36734694,10,40,,,
"Nu: 0.2, Gamma: 0.0001",4,1,22,22,53.06122449,10,40,,,
"Nu: 0.2, Gamma: 0.0002",4,1,22,22,53.06122449,10,40,,,
"Nu: 0.2, Gamma: 0.0003",4,1,22,22,53.06122449,10,40,,,
"Nu: 0.2, Gamma: 0.0004",4,1,22,22,53.06122449,10,40,,,
"Nu: 0.2, Gamma: 0.005",4,1,22,22,53.06122449,10,40,,,
"Nu: 0.2, Gamma: 0.05",4,1,24,20,48.97959184,10,40,,,
"Nu: 0.2, Gamma: 0.0625",4,1,29,15,38.7755102,10,40,,,
"Nu: 0.2, Gamma: 0.1",4,1,36,8,24.48979592,10,40,,,
"Nu: 0.2, Gamma: 0.2",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.2, Gamma: 0.5",5,0,43,1,12.24489796,10,40,,,
"Nu: 0.2, Gamma: 0.7",5,0,41,3,16.32653061,10,40,,,
"Nu: 0.2, Gamma: 0.9",5,0,40,4,18.36734694,10,40,,,
"Nu: 0.2, Gamma: 0.99",5,0,40,4,18.36734694,10,40,,,
"Nu: 0.5, Gamma: 0.0001",4,1,6,38,85.71428571,10,40,,,
"Nu: 0.5, Gamma: 0.0002",4,1,6,38,85.71428571,10,40,,,
"Nu: 0.5, Gamma: 0.0003",4,1,6,38,85.71428571,10,40,,,
"Nu: 0.5, Gamma: 0.0004",4,1,6,38,85.71428571,10,40,,,
"Nu: 0.5, Gamma: 0.005",4,1,6,38,85.71428571,10,40,,,
"Nu: 0.5, Gamma: 0.05",4,1,5,39,87.75510204,10,40,,,
"Nu: 0.5, Gamma: 0.0625",4,1,5,39,87.75510204,10,40,,,
"Nu: 0.5, Gamma: 0.1",4,1,5,39,87.75510204,10,40,,,
"Nu: 0.5, Gamma: 0.2",4,1,6,38,85.71428571,10,40,,,
"Nu: 0.5, Gamma: 0.5",4,1,32,12,32.65306122,10,40,,,
"Nu: 0.5, Gamma: 0.7",5,0,36,8,26.53061224,10,40,,,
"Nu: 0.5, Gamma: 0.9",5,0,35,9,28.57142857,10,40,,,
"Nu: 0.5, Gamma: 0.99",5,0,35,9,28.57142857,10,40,,,
"Nu: 0.7, Gamma: 0.0001",3,2,5,39,85.71428571,10,40,,,
"Nu: 0.7, Gamma: 0.0002",3,2,5,39,85.71428571,10,40,,,
"Nu: 0.7, Gamma: 0.0003",3,2,5,39,85.71428571,10,40,,,
"Nu: 0.7, Gamma: 0.0004",3,2,5,39,85.71428571,10,40,,,
"Nu: 0.7, Gamma: 0.005",3,2,5,39,85.71428571,10,40,,,
"Nu: 0.7, Gamma: 0.05",3,2,5,39,85.71428571,10,40,,,
"Nu: 0.7, Gamma: 0.0625",3,2,5,39,85.71428571,10,40,,,
"Nu: 0.7, Gamma: 0.1",3,2,5,39,85.71428571,10,40,,,
"Nu: 0.7, Gamma: 0.2",3,2,5,39,85.71428571,10,40,,,
"Nu: 0.7, Gamma: 0.5",3,2,5,39,85.71428571,10,40,,,
"Nu: 0.7, Gamma: 0.7",4,1,7,37,83.67346939,10,40,,,
"Nu: 0.7, Gamma: 0.9",4,1,12,32,73.46938776,10,40,,,
"Nu: 0.7, Gamma: 0.99",4,1,16,28,65.30612245,10,40,,,
"Nu: 0.9, Gamma: 0.0001",2,3,4,40,85.71428571,10,40,,,
"Nu: 0.9, Gamma: 0.0002",2,3,4,40,85.71428571,10,40,,,
"Nu: 0.9, Gamma: 0.0003",2,3,4,40,85.71428571,10,40,,,
"Nu: 0.9, Gamma: 0.0004",2,3,4,40,85.71428571,10,40,,,
"Nu: 0.9, Gamma: 0.005",2,3,4,40,85.71428571,10,40,,,
"Nu: 0.9, Gamma: 0.05",2,3,4,40,85.71428571,10,40,,,
"Nu: 0.9, Gamma: 0.0625",2,3,4,40,85.71428571,10,40,,,
"Nu: 0.9, Gamma: 0.1",2,3,4,40,85.71428571,10,40,,,
"Nu: 0.9, Gamma: 0.2",3,2,4,40,87.75510204,10,40,,,
"Nu: 0.9, Gamma: 0.5",3,2,4,40,87.75510204,10,40,,,
"Nu: 0.9, Gamma: 0.7",3,2,4,40,87.75510204,10,40,,,
"Nu: 0.9, Gamma: 0.9",3,2,5,39,85.71428571,10,40,,,
"Nu: 0.9, Gamma: 0.99",3,2,5,39,85.71428571,10,40,,,
"Nu: 0.99, Gamma: 0.0001",2,3,2,42,89.79591837,10,40,,,
"Nu: 0.99, Gamma: 0.0002",2,3,2,42,89.79591837,10,40,,,
"Nu: 0.99, Gamma: 0.0003",2,3,2,42,89.79591837,10,40,,,
"Nu: 0.99, Gamma: 0.0004",2,3,2,42,89.79591837,10,40,,,
"Nu: 0.99, Gamma: 0.005",2,3,2,42,89.79591837,10,40,,,
"Nu: 0.99, Gamma: 0.05",2,3,2,42,89.79591837,10,40,,,
"Nu: 0.99, Gamma: 0.0625",2,3,2,42,89.79591837,10,40,,,
"Nu: 0.99, Gamma: 0.1",2,3,4,40,85.71428571,10,40,,,
"Nu: 0.99, Gamma: 0.2",2,3,3,41,87.75510204,10,40,,,
"Nu: 0.99, Gamma: 0.5",2,3,4,40,85.71428571,10,40,,,
"Nu: 0.99, Gamma: 0.7",2,3,4,40,85.71428571,10,40,,,
"Nu: 0.99, Gamma: 0.9",2,3,2,42,89.79591837,10,40,,,
"Nu: 0.99, Gamma: 0.99",2,3,2,42,89.79591837,10,40,,,
,,,,,,,,,,
Target Class: canneal_cachehalf,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,5,0,50,90.90909091,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,5,0,50,90.90909091,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,5,0,50,90.90909091,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,5,0,50,90.90909091,10,40,,,
"Nu: 0.0001, Gamma: 0.005",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0001, Gamma: 0.05",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0001, Gamma: 0.1",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0001, Gamma: 0.2",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0001, Gamma: 0.5",4,1,44,6,18.18181818,10,40,,,
"Nu: 0.0001, Gamma: 0.7",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0001, Gamma: 0.9",4,1,45,5,16.36363636,10,40,,,
"Nu: 0.0001, Gamma: 0.99",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,5,0,50,90.90909091,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,5,0,50,90.90909091,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",3,2,43,7,18.18181818,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",3,2,43,7,18.18181818,10,40,,,
"Nu: 0.0002, Gamma: 0.005",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0002, Gamma: 0.05",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0002, Gamma: 0.1",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0002, Gamma: 0.2",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0002, Gamma: 0.5",4,1,44,6,18.18181818,10,40,,,
"Nu: 0.0002, Gamma: 0.7",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0002, Gamma: 0.9",4,1,45,5,16.36363636,10,40,,,
"Nu: 0.0002, Gamma: 0.99",4,1,45,5,16.36363636,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",0,5,0,50,90.90909091,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",3,2,43,7,18.18181818,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",3,2,43,7,18.18181818,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",3,2,43,7,18.18181818,10,40,,,
"Nu: 0.0003, Gamma: 0.005",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0003, Gamma: 0.05",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0003, Gamma: 0.1",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0003, Gamma: 0.2",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0003, Gamma: 0.5",4,1,44,6,18.18181818,10,40,,,
"Nu: 0.0003, Gamma: 0.7",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0003, Gamma: 0.9",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0003, Gamma: 0.99",4,1,45,5,16.36363636,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",0,5,0,50,90.90909091,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",3,2,43,7,18.18181818,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",3,2,43,7,18.18181818,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",3,2,43,7,18.18181818,10,40,,,
"Nu: 0.0004, Gamma: 0.005",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0004, Gamma: 0.05",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0004, Gamma: 0.1",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0004, Gamma: 0.2",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0004, Gamma: 0.5",4,1,45,5,16.36363636,10,40,,,
"Nu: 0.0004, Gamma: 0.7",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0004, Gamma: 0.9",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0004, Gamma: 0.99",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.005, Gamma: 0.0001",4,1,45,5,16.36363636,10,40,,,
"Nu: 0.005, Gamma: 0.0002",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.005, Gamma: 0.0003",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.005, Gamma: 0.0004",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.005, Gamma: 0.005",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.005, Gamma: 0.05",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.005, Gamma: 0.0625",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.005, Gamma: 0.1",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.005, Gamma: 0.2",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.005, Gamma: 0.5",4,1,45,5,16.36363636,10,40,,,
"Nu: 0.005, Gamma: 0.7",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.005, Gamma: 0.9",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.005, Gamma: 0.99",4,1,45,5,16.36363636,10,40,,,
"Nu: 0.05, Gamma: 0.0001",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.05, Gamma: 0.0002",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.05, Gamma: 0.0003",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.05, Gamma: 0.0004",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.05, Gamma: 0.005",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.05, Gamma: 0.05",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.05, Gamma: 0.0625",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.05, Gamma: 0.1",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.05, Gamma: 0.2",4,1,45,5,16.36363636,10,40,,,
"Nu: 0.05, Gamma: 0.5",4,1,44,6,18.18181818,10,40,,,
"Nu: 0.05, Gamma: 0.7",4,1,45,5,16.36363636,10,40,,,
"Nu: 0.05, Gamma: 0.9",4,1,44,6,18.18181818,10,40,,,
"Nu: 0.05, Gamma: 0.99",4,1,45,5,16.36363636,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0625, Gamma: 0.005",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0625, Gamma: 0.05",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0625, Gamma: 0.1",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.0625, Gamma: 0.2",4,1,45,5,16.36363636,10,40,,,
"Nu: 0.0625, Gamma: 0.5",4,1,44,6,18.18181818,10,40,,,
"Nu: 0.0625, Gamma: 0.7",4,1,44,6,18.18181818,10,40,,,
"Nu: 0.0625, Gamma: 0.9",4,1,44,6,18.18181818,10,40,,,
"Nu: 0.0625, Gamma: 0.99",4,1,44,6,18.18181818,10,40,,,
"Nu: 0.1, Gamma: 0.0001",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.1, Gamma: 0.0002",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.1, Gamma: 0.0003",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.1, Gamma: 0.0004",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.1, Gamma: 0.005",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.1, Gamma: 0.05",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.1, Gamma: 0.0625",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.1, Gamma: 0.1",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.1, Gamma: 0.2",4,1,44,6,18.18181818,10,40,,,
"Nu: 0.1, Gamma: 0.5",4,1,43,7,20,10,40,,,
"Nu: 0.1, Gamma: 0.7",4,1,43,7,20,10,40,,,
"Nu: 0.1, Gamma: 0.9",4,1,44,6,18.18181818,10,40,,,
"Nu: 0.1, Gamma: 0.99",4,1,44,6,18.18181818,10,40,,,
"Nu: 0.2, Gamma: 0.0001",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.2, Gamma: 0.0002",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.2, Gamma: 0.0003",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.2, Gamma: 0.0004",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.2, Gamma: 0.005",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.2, Gamma: 0.05",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.2, Gamma: 0.0625",4,1,46,4,14.54545455,10,40,,,
"Nu: 0.2, Gamma: 0.1",4,1,45,5,16.36363636,10,40,,,
"Nu: 0.2, Gamma: 0.2",4,1,45,5,16.36363636,10,40,,,
"Nu: 0.2, Gamma: 0.5",4,1,43,7,20,10,40,,,
"Nu: 0.2, Gamma: 0.7",4,1,42,8,21.81818182,10,40,,,
"Nu: 0.2, Gamma: 0.9",4,1,42,8,21.81818182,10,40,,,
"Nu: 0.2, Gamma: 0.99",4,1,42,8,21.81818182,10,40,,,
"Nu: 0.5, Gamma: 0.0001",3,2,42,8,20,10,40,,,
"Nu: 0.5, Gamma: 0.0002",3,2,42,8,20,10,40,,,
"Nu: 0.5, Gamma: 0.0003",3,2,42,8,20,10,40,,,
"Nu: 0.5, Gamma: 0.0004",3,2,42,8,20,10,40,,,
"Nu: 0.5, Gamma: 0.005",3,2,41,9,21.81818182,10,40,,,
"Nu: 0.5, Gamma: 0.05",3,2,37,13,29.09090909,10,40,,,
"Nu: 0.5, Gamma: 0.0625",3,2,38,12,27.27272727,10,40,,,
"Nu: 0.5, Gamma: 0.1",3,2,35,15,32.72727273,10,40,,,
"Nu: 0.5, Gamma: 0.2",3,2,31,19,40,10,40,,,
"Nu: 0.5, Gamma: 0.5",4,1,25,25,52.72727273,10,40,,,
"Nu: 0.5, Gamma: 0.7",4,1,24,26,54.54545455,10,40,,,
"Nu: 0.5, Gamma: 0.9",4,1,27,23,49.09090909,10,40,,,
"Nu: 0.5, Gamma: 0.99",4,1,29,21,45.45454545,10,40,,,
"Nu: 0.7, Gamma: 0.0001",2,3,29,21,41.81818182,10,40,,,
"Nu: 0.7, Gamma: 0.0002",2,3,29,21,41.81818182,10,40,,,
"Nu: 0.7, Gamma: 0.0003",2,3,29,21,41.81818182,10,40,,,
"Nu: 0.7, Gamma: 0.0004",2,3,29,21,41.81818182,10,40,,,
"Nu: 0.7, Gamma: 0.005",2,3,29,21,41.81818182,10,40,,,
"Nu: 0.7, Gamma: 0.05",3,2,26,24,49.09090909,10,40,,,
"Nu: 0.7, Gamma: 0.0625",3,2,25,25,50.90909091,10,40,,,
"Nu: 0.7, Gamma: 0.1",3,2,25,25,50.90909091,10,40,,,
"Nu: 0.7, Gamma: 0.2",3,2,22,28,56.36363636,10,40,,,
"Nu: 0.7, Gamma: 0.5",3,2,16,34,67.27272727,10,40,,,
"Nu: 0.7, Gamma: 0.7",3,2,15,35,69.09090909,10,40,,,
"Nu: 0.7, Gamma: 0.9",3,2,13,37,72.72727273,10,40,,,
"Nu: 0.7, Gamma: 0.99",3,2,13,37,72.72727273,10,40,,,
"Nu: 0.9, Gamma: 0.0001",0,5,15,35,63.63636364,10,40,,,
"Nu: 0.9, Gamma: 0.0002",0,5,15,35,63.63636364,10,40,,,
"Nu: 0.9, Gamma: 0.0003",0,5,15,35,63.63636364,10,40,,,
"Nu: 0.9, Gamma: 0.0004",0,5,15,35,63.63636364,10,40,,,
"Nu: 0.9, Gamma: 0.005",0,5,14,36,65.45454545,10,40,,,
"Nu: 0.9, Gamma: 0.05",0,5,15,35,63.63636364,10,40,,,
"Nu: 0.9, Gamma: 0.0625",0,5,14,36,65.45454545,10,40,,,
"Nu: 0.9, Gamma: 0.1",0,5,16,34,61.81818182,10,40,,,
"Nu: 0.9, Gamma: 0.2",3,2,20,30,60,10,40,,,
"Nu: 0.9, Gamma: 0.5",3,2,13,37,72.72727273,10,40,,,
"Nu: 0.9, Gamma: 0.7",3,2,13,37,72.72727273,10,40,,,
