Features: 16,,,,,,,,,Max Acc,,Max TN,
Target Class: blackscholes,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,92.60273973,49,24,223
"Nu: 0.99, Gamma: 0.99",336,29,0,0,92.05479452,10,40,,,,,
,,,,,,,,,Max Acc,,Max TN,
Target Class: blackscholes_MRURP,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,91.30434783,1357,30,1353
"Nu: 5e-05, Gamma: 1e-05",288,33,0,1,89.7515528,10,40,,,,,
"Nu: 5e-05, Gamma: 2e-05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 5e-05, Gamma: 3e-05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 5e-05, Gamma: 4e-05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 5e-05, Gamma: 5e-05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 5e-05, Gamma: 6e-05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 5e-05, Gamma: 7e-05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 5e-05, Gamma: 8e-05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 5e-05, Gamma: 9e-05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 5e-05, Gamma: 0.0001",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 5e-05, Gamma: 0.0002",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 5e-05, Gamma: 0.0003",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 5e-05, Gamma: 0.0004",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 5e-05, Gamma: 0.005",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 5e-05, Gamma: 0.05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 5e-05, Gamma: 0.0625",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 5e-05, Gamma: 0.1",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 5e-05, Gamma: 0.2",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 5e-05, Gamma: 0.5",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 5e-05, Gamma: 0.7",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 5e-05, Gamma: 0.9",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 5e-05, Gamma: 0.99",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 6e-05, Gamma: 1e-05",288,33,0,1,89.7515528,10,40,,,,,
"Nu: 6e-05, Gamma: 2e-05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 6e-05, Gamma: 3e-05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 6e-05, Gamma: 4e-05",148,18,140,16,50.93167702,10,40,,,,,
"Nu: 6e-05, Gamma: 5e-05",250,29,38,5,79.19254658,10,40,,,,,
"Nu: 6e-05, Gamma: 6e-05",284,31,4,3,89.13043478,10,40,,,,,
"Nu: 6e-05, Gamma: 7e-05",288,31,0,3,90.37267081,10,40,,,,,
"Nu: 6e-05, Gamma: 8e-05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 6e-05, Gamma: 9e-05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 6e-05, Gamma: 0.0001",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 6e-05, Gamma: 0.0002",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 6e-05, Gamma: 0.0003",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 6e-05, Gamma: 0.0004",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 6e-05, Gamma: 0.005",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 6e-05, Gamma: 0.05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 6e-05, Gamma: 0.0625",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 6e-05, Gamma: 0.1",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 6e-05, Gamma: 0.2",256,30,32,4,80.74534161,10,40,,,,,
"Nu: 6e-05, Gamma: 0.5",256,30,32,4,80.74534161,10,40,,,,,
"Nu: 6e-05, Gamma: 0.7",256,30,32,4,80.74534161,10,40,,,,,
"Nu: 6e-05, Gamma: 0.9",256,30,32,4,80.74534161,10,40,,,,,
"Nu: 6e-05, Gamma: 0.99",256,30,32,4,80.74534161,10,40,,,,,
"Nu: 7e-05, Gamma: 1e-05",288,33,0,1,89.7515528,10,40,,,,,
"Nu: 7e-05, Gamma: 2e-05",288,33,0,1,89.7515528,10,40,,,,,
"Nu: 7e-05, Gamma: 3e-05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 7e-05, Gamma: 4e-05",148,18,140,16,50.93167702,10,40,,,,,
"Nu: 7e-05, Gamma: 5e-05",250,29,38,5,79.19254658,10,40,,,,,
"Nu: 7e-05, Gamma: 6e-05",284,31,4,3,89.13043478,10,40,,,,,
"Nu: 7e-05, Gamma: 7e-05",288,31,0,3,90.37267081,10,40,,,,,
"Nu: 7e-05, Gamma: 8e-05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 7e-05, Gamma: 9e-05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 7e-05, Gamma: 0.0001",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 7e-05, Gamma: 0.0002",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 7e-05, Gamma: 0.0003",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 7e-05, Gamma: 0.0004",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 7e-05, Gamma: 0.005",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 7e-05, Gamma: 0.05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 7e-05, Gamma: 0.0625",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 7e-05, Gamma: 0.1",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 7e-05, Gamma: 0.2",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 7e-05, Gamma: 0.5",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 7e-05, Gamma: 0.7",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 7e-05, Gamma: 0.9",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 7e-05, Gamma: 0.99",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 8e-05, Gamma: 1e-05",288,33,0,1,89.7515528,10,40,,,,,
"Nu: 8e-05, Gamma: 2e-05",288,33,0,1,89.7515528,10,40,,,,,
"Nu: 8e-05, Gamma: 3e-05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 8e-05, Gamma: 4e-05",148,18,140,16,50.93167702,10,40,,,,,
"Nu: 8e-05, Gamma: 5e-05",250,29,38,5,79.19254658,10,40,,,,,
"Nu: 8e-05, Gamma: 6e-05",284,31,4,3,89.13043478,10,40,,,,,
"Nu: 8e-05, Gamma: 7e-05",288,31,0,3,90.37267081,10,40,,,,,
"Nu: 8e-05, Gamma: 8e-05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 8e-05, Gamma: 9e-05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 8e-05, Gamma: 0.0001",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 8e-05, Gamma: 0.0002",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 8e-05, Gamma: 0.0003",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 8e-05, Gamma: 0.0004",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 8e-05, Gamma: 0.005",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 8e-05, Gamma: 0.05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 8e-05, Gamma: 0.0625",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 8e-05, Gamma: 0.1",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 8e-05, Gamma: 0.2",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 8e-05, Gamma: 0.5",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 8e-05, Gamma: 0.7",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 8e-05, Gamma: 0.9",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 8e-05, Gamma: 0.99",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 9e-05, Gamma: 1e-05",288,33,0,1,89.7515528,10,40,,,,,
"Nu: 9e-05, Gamma: 2e-05",244,19,44,15,80.43478261,10,40,,,,,
"Nu: 9e-05, Gamma: 3e-05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 9e-05, Gamma: 4e-05",148,18,140,16,50.93167702,10,40,,,,,
"Nu: 9e-05, Gamma: 5e-05",250,29,38,5,79.19254658,10,40,,,,,
"Nu: 9e-05, Gamma: 6e-05",284,31,4,3,89.13043478,10,40,,,,,
"Nu: 9e-05, Gamma: 7e-05",288,31,0,3,90.37267081,10,40,,,,,
"Nu: 9e-05, Gamma: 8e-05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 9e-05, Gamma: 9e-05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 9e-05, Gamma: 0.0001",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 9e-05, Gamma: 0.0002",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 9e-05, Gamma: 0.0003",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 9e-05, Gamma: 0.0004",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 9e-05, Gamma: 0.005",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 9e-05, Gamma: 0.05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 9e-05, Gamma: 0.0625",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 9e-05, Gamma: 0.1",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 9e-05, Gamma: 0.2",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 9e-05, Gamma: 0.5",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 9e-05, Gamma: 0.7",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 9e-05, Gamma: 0.9",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 9e-05, Gamma: 0.99",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0001, Gamma: 1e-05",288,30,0,4,90.68322981,10,40,,,,,
"Nu: 0.0001, Gamma: 2e-05",244,19,44,15,80.43478261,10,40,,,,,
"Nu: 0.0001, Gamma: 3e-05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0001, Gamma: 4e-05",148,18,140,16,50.93167702,10,40,,,,,
"Nu: 0.0001, Gamma: 5e-05",250,29,38,5,79.19254658,10,40,,,,,
"Nu: 0.0001, Gamma: 6e-05",284,31,4,3,89.13043478,10,40,,,,,
"Nu: 0.0001, Gamma: 7e-05",288,31,0,3,90.37267081,10,40,,,,,
"Nu: 0.0001, Gamma: 8e-05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0001, Gamma: 9e-05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0001, Gamma: 0.0001",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0001, Gamma: 0.0002",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0001, Gamma: 0.0003",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0001, Gamma: 0.0004",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0001, Gamma: 0.005",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0001, Gamma: 0.05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0001, Gamma: 0.0625",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0001, Gamma: 0.1",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0001, Gamma: 0.2",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0001, Gamma: 0.5",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0001, Gamma: 0.7",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0001, Gamma: 0.9",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0001, Gamma: 0.99",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0002, Gamma: 1e-05",256,22,32,12,83.22981366,10,40,,,,,
"Nu: 0.0002, Gamma: 2e-05",111,5,177,29,43.47826087,10,40,,,,,
"Nu: 0.0002, Gamma: 3e-05",128,11,160,23,46.89440994,10,40,,,,,
"Nu: 0.0002, Gamma: 4e-05",275,27,13,7,87.57763975,10,40,,,,,
"Nu: 0.0002, Gamma: 5e-05",287,29,1,5,90.68322981,10,40,,,,,
"Nu: 0.0002, Gamma: 6e-05",288,32,0,2,90.0621118,10,40,,,,,
"Nu: 0.0002, Gamma: 7e-05",288,32,0,2,90.0621118,10,40,,,,,
"Nu: 0.0002, Gamma: 8e-05",125,12,163,22,45.65217391,10,40,,,,,
"Nu: 0.0002, Gamma: 9e-05",126,13,162,21,45.65217391,10,40,,,,,
"Nu: 0.0002, Gamma: 0.0001",288,32,0,2,90.0621118,10,40,,,,,
"Nu: 0.0002, Gamma: 0.0002",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0002, Gamma: 0.0003",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0002, Gamma: 0.0004",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0002, Gamma: 0.005",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0002, Gamma: 0.05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0002, Gamma: 0.0625",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0002, Gamma: 0.1",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0002, Gamma: 0.2",256,30,32,4,80.74534161,10,40,,,,,
"Nu: 0.0002, Gamma: 0.5",256,30,32,4,80.74534161,10,40,,,,,
"Nu: 0.0002, Gamma: 0.7",256,30,32,4,80.74534161,10,40,,,,,
"Nu: 0.0002, Gamma: 0.9",256,30,32,4,80.74534161,10,40,,,,,
"Nu: 0.0002, Gamma: 0.99",256,30,32,4,80.74534161,10,40,,,,,
"Nu: 0.0003, Gamma: 1e-05",273,28,15,6,86.64596273,10,40,,,,,
"Nu: 0.0003, Gamma: 2e-05",119,4,169,30,46.27329193,10,40,,,,,
"Nu: 0.0003, Gamma: 3e-05",218,16,70,18,73.29192547,10,40,,,,,
"Nu: 0.0003, Gamma: 4e-05",275,26,13,8,87.88819876,10,40,,,,,
"Nu: 0.0003, Gamma: 5e-05",287,28,1,6,90.99378882,10,40,,,,,
"Nu: 0.0003, Gamma: 6e-05",287,27,1,7,91.30434783,10,40,,,,,
"Nu: 0.0003, Gamma: 7e-05",128,13,160,21,46.27329193,10,40,,,,,
"Nu: 0.0003, Gamma: 8e-05",125,12,163,22,45.65217391,10,40,,,,,
"Nu: 0.0003, Gamma: 9e-05",126,13,162,21,45.65217391,10,40,,,,,
"Nu: 0.0003, Gamma: 0.0001",146,15,142,19,51.24223602,10,40,,,,,
"Nu: 0.0003, Gamma: 0.0002",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0003, Gamma: 0.0003",287,34,1,0,89.13043478,10,40,,,,,
"Nu: 0.0003, Gamma: 0.0004",279,32,9,2,87.26708075,10,40,,,,,
"Nu: 0.0003, Gamma: 0.005",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0003, Gamma: 0.05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0003, Gamma: 0.0625",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0003, Gamma: 0.1",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0003, Gamma: 0.2",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0003, Gamma: 0.5",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0003, Gamma: 0.7",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0003, Gamma: 0.9",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0003, Gamma: 0.99",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0004, Gamma: 1e-05",269,26,19,8,86.02484472,10,40,,,,,
"Nu: 0.0004, Gamma: 2e-05",118,4,170,30,45.96273292,10,40,,,,,
"Nu: 0.0004, Gamma: 3e-05",220,15,68,19,74.22360248,10,40,,,,,
"Nu: 0.0004, Gamma: 4e-05",280,27,8,7,89.13043478,10,40,,,,,
"Nu: 0.0004, Gamma: 5e-05",287,28,1,6,90.99378882,10,40,,,,,
"Nu: 0.0004, Gamma: 6e-05",286,26,2,8,91.30434783,10,40,,,,,
"Nu: 0.0004, Gamma: 7e-05",127,10,161,24,46.89440994,10,40,,,,,
"Nu: 0.0004, Gamma: 8e-05",125,11,163,23,45.96273292,10,40,,,,,
"Nu: 0.0004, Gamma: 9e-05",242,22,46,12,78.88198758,10,40,,,,,
"Nu: 0.0004, Gamma: 0.0001",133,12,155,22,48.13664596,10,40,,,,,
"Nu: 0.0004, Gamma: 0.0002",191,22,97,12,63.04347826,10,40,,,,,
"Nu: 0.0004, Gamma: 0.0003",201,25,87,9,65.2173913,10,40,,,,,
"Nu: 0.0004, Gamma: 0.0004",237,24,51,10,76.70807453,10,40,,,,,
"Nu: 0.0004, Gamma: 0.005",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0004, Gamma: 0.05",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0004, Gamma: 0.0625",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0004, Gamma: 0.1",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0004, Gamma: 0.2",256,30,32,4,80.74534161,10,40,,,,,
"Nu: 0.0004, Gamma: 0.5",256,30,32,4,80.74534161,10,40,,,,,
"Nu: 0.0004, Gamma: 0.7",256,30,32,4,80.74534161,10,40,,,,,
"Nu: 0.0004, Gamma: 0.9",256,30,32,4,80.74534161,10,40,,,,,
"Nu: 0.0004, Gamma: 0.99",256,30,32,4,80.74534161,10,40,,,,,
"Nu: 0.005, Gamma: 1e-05",143,10,145,24,51.86335404,10,40,,,,,
"Nu: 0.005, Gamma: 2e-05",118,6,170,28,45.34161491,10,40,,,,,
"Nu: 0.005, Gamma: 3e-05",122,5,166,29,46.89440994,10,40,,,,,
"Nu: 0.005, Gamma: 4e-05",155,10,133,24,55.59006211,10,40,,,,,
"Nu: 0.005, Gamma: 5e-05",123,6,165,28,46.89440994,10,40,,,,,
"Nu: 0.005, Gamma: 6e-05",155,10,133,24,55.59006211,10,40,,,,,
"Nu: 0.005, Gamma: 7e-05",123,7,165,27,46.58385093,10,40,,,,,
"Nu: 0.005, Gamma: 8e-05",156,11,132,23,55.59006211,10,40,,,,,
"Nu: 0.005, Gamma: 9e-05",124,9,164,25,46.27329193,10,40,,,,,
"Nu: 0.005, Gamma: 0.0001",124,9,164,25,46.27329193,10,40,,,,,
"Nu: 0.005, Gamma: 0.0002",161,17,127,17,55.27950311,10,40,,,,,
"Nu: 0.005, Gamma: 0.0003",168,17,120,17,57.45341615,10,40,,,,,
"Nu: 0.005, Gamma: 0.0004",175,19,113,15,59.00621118,10,40,,,,,
"Nu: 0.005, Gamma: 0.005",209,20,79,14,69.25465839,10,40,,,,,
"Nu: 0.005, Gamma: 0.05",283,32,5,2,88.50931677,10,40,,,,,
"Nu: 0.005, Gamma: 0.0625",253,28,35,6,80.43478261,10,40,,,,,
"Nu: 0.005, Gamma: 0.1",287,32,1,2,89.7515528,10,40,,,,,
"Nu: 0.005, Gamma: 0.2",288,33,0,1,89.7515528,10,40,,,,,
"Nu: 0.005, Gamma: 0.5",256,30,32,4,80.74534161,10,40,,,,,
"Nu: 0.005, Gamma: 0.7",256,30,32,4,80.74534161,10,40,,,,,
"Nu: 0.005, Gamma: 0.9",256,30,32,4,80.74534161,10,40,,,,,
"Nu: 0.005, Gamma: 0.99",256,30,32,4,80.74534161,10,40,,,,,
"Nu: 0.05, Gamma: 1e-05",137,10,151,24,50,10,40,,,,,
"Nu: 0.05, Gamma: 2e-05",151,10,137,24,54.34782609,10,40,,,,,
"Nu: 0.05, Gamma: 3e-05",154,9,134,25,55.59006211,10,40,,,,,
"Nu: 0.05, Gamma: 4e-05",155,9,133,25,55.90062112,10,40,,,,,
"Nu: 0.05, Gamma: 5e-05",155,10,133,24,55.59006211,10,40,,,,,
"Nu: 0.05, Gamma: 6e-05",155,10,133,24,55.59006211,10,40,,,,,
"Nu: 0.05, Gamma: 7e-05",155,11,133,23,55.27950311,10,40,,,,,
"Nu: 0.05, Gamma: 8e-05",123,8,165,26,46.27329193,10,40,,,,,
"Nu: 0.05, Gamma: 9e-05",156,13,132,21,54.9689441,10,40,,,,,
"Nu: 0.05, Gamma: 0.0001",124,10,164,24,45.96273292,10,40,,,,,
"Nu: 0.05, Gamma: 0.0002",161,16,127,18,55.59006211,10,40,,,,,
"Nu: 0.05, Gamma: 0.0003",130,12,158,22,47.20496894,10,40,,,,,
"Nu: 0.05, Gamma: 0.0004",169,17,119,17,57.76397516,10,40,,,,,
"Nu: 0.05, Gamma: 0.005",241,25,47,9,77.63975155,10,40,,,,,
"Nu: 0.05, Gamma: 0.05",249,28,39,6,79.19254658,10,40,,,,,
"Nu: 0.05, Gamma: 0.0625",284,32,4,2,88.81987578,10,40,,,,,
"Nu: 0.05, Gamma: 0.1",287,32,1,2,89.7515528,10,40,,,,,
"Nu: 0.05, Gamma: 0.2",288,33,0,1,89.7515528,10,40,,,,,
"Nu: 0.05, Gamma: 0.5",256,30,32,4,80.74534161,10,40,,,,,
"Nu: 0.05, Gamma: 0.7",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.05, Gamma: 0.9",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.05, Gamma: 0.99",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0625, Gamma: 1e-05",105,6,183,28,41.30434783,10,40,,,,,
"Nu: 0.0625, Gamma: 2e-05",119,6,169,28,45.65217391,10,40,,,,,
"Nu: 0.0625, Gamma: 3e-05",154,9,134,25,55.59006211,10,40,,,,,
"Nu: 0.0625, Gamma: 4e-05",122,5,166,29,46.89440994,10,40,,,,,
"Nu: 0.0625, Gamma: 5e-05",123,6,165,28,46.89440994,10,40,,,,,
"Nu: 0.0625, Gamma: 6e-05",155,10,133,24,55.59006211,10,40,,,,,
"Nu: 0.0625, Gamma: 7e-05",123,7,165,27,46.58385093,10,40,,,,,
"Nu: 0.0625, Gamma: 8e-05",155,12,133,22,54.9689441,10,40,,,,,
"Nu: 0.0625, Gamma: 9e-05",156,13,132,21,54.9689441,10,40,,,,,
"Nu: 0.0625, Gamma: 0.0001",124,10,164,24,45.96273292,10,40,,,,,
"Nu: 0.0625, Gamma: 0.0002",129,12,159,22,46.89440994,10,40,,,,,
"Nu: 0.0625, Gamma: 0.0003",131,12,157,22,47.51552795,10,40,,,,,
"Nu: 0.0625, Gamma: 0.0004",169,17,119,17,57.76397516,10,40,,,,,
"Nu: 0.0625, Gamma: 0.005",209,21,79,13,68.94409938,10,40,,,,,
"Nu: 0.0625, Gamma: 0.05",249,28,39,6,79.19254658,10,40,,,,,
"Nu: 0.0625, Gamma: 0.0625",284,32,4,2,88.81987578,10,40,,,,,
"Nu: 0.0625, Gamma: 0.1",255,28,33,6,81.05590062,10,40,,,,,
"Nu: 0.0625, Gamma: 0.2",288,33,0,1,89.7515528,10,40,,,,,
"Nu: 0.0625, Gamma: 0.5",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.0625, Gamma: 0.7",256,30,32,4,80.74534161,10,40,,,,,
"Nu: 0.0625, Gamma: 0.9",256,30,32,4,80.74534161,10,40,,,,,
"Nu: 0.0625, Gamma: 0.99",256,30,32,4,80.74534161,10,40,,,,,
"Nu: 0.1, Gamma: 1e-05",137,10,151,24,50,10,40,,,,,
"Nu: 0.1, Gamma: 2e-05",119,6,169,28,45.65217391,10,40,,,,,
"Nu: 0.1, Gamma: 3e-05",122,5,166,29,46.89440994,10,40,,,,,
"Nu: 0.1, Gamma: 4e-05",155,9,133,25,55.90062112,10,40,,,,,
"Nu: 0.1, Gamma: 5e-05",155,10,133,24,55.59006211,10,40,,,,,
"Nu: 0.1, Gamma: 6e-05",155,10,133,24,55.59006211,10,40,,,,,
"Nu: 0.1, Gamma: 7e-05",123,7,165,27,46.58385093,10,40,,,,,
"Nu: 0.1, Gamma: 8e-05",123,8,165,26,46.27329193,10,40,,,,,
"Nu: 0.1, Gamma: 9e-05",156,13,132,21,54.9689441,10,40,,,,,
"Nu: 0.1, Gamma: 0.0001",124,10,164,24,45.96273292,10,40,,,,,
"Nu: 0.1, Gamma: 0.0002",129,12,159,22,46.89440994,10,40,,,,,
"Nu: 0.1, Gamma: 0.0003",131,12,157,22,47.51552795,10,40,,,,,
"Nu: 0.1, Gamma: 0.0004",137,13,151,21,49.06832298,10,40,,,,,
"Nu: 0.1, Gamma: 0.005",241,25,47,9,77.63975155,10,40,,,,,
"Nu: 0.1, Gamma: 0.05",281,32,7,2,87.88819876,10,40,,,,,
"Nu: 0.1, Gamma: 0.0625",284,32,4,2,88.81987578,10,40,,,,,
"Nu: 0.1, Gamma: 0.1",287,32,1,2,89.7515528,10,40,,,,,
"Nu: 0.1, Gamma: 0.2",256,29,32,5,81.05590062,10,40,,,,,
"Nu: 0.1, Gamma: 0.5",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.1, Gamma: 0.7",256,30,32,4,80.74534161,10,40,,,,,
"Nu: 0.1, Gamma: 0.9",256,30,32,4,80.74534161,10,40,,,,,
"Nu: 0.1, Gamma: 0.99",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.2, Gamma: 1e-05",111,6,177,28,43.16770186,10,40,,,,,
"Nu: 0.2, Gamma: 2e-05",119,6,169,28,45.65217391,10,40,,,,,
"Nu: 0.2, Gamma: 3e-05",122,6,166,28,46.58385093,10,40,,,,,
"Nu: 0.2, Gamma: 4e-05",154,10,134,24,55.27950311,10,40,,,,,
"Nu: 0.2, Gamma: 5e-05",155,11,133,23,55.27950311,10,40,,,,,
"Nu: 0.2, Gamma: 6e-05",123,6,165,28,46.89440994,10,40,,,,,
"Nu: 0.2, Gamma: 7e-05",123,7,165,27,46.58385093,10,40,,,,,
"Nu: 0.2, Gamma: 8e-05",123,9,165,25,45.96273292,10,40,,,,,
"Nu: 0.2, Gamma: 9e-05",156,13,132,21,54.9689441,10,40,,,,,
"Nu: 0.2, Gamma: 0.0001",156,14,132,20,54.65838509,10,40,,,,,
"Nu: 0.2, Gamma: 0.0002",161,16,127,18,55.59006211,10,40,,,,,
"Nu: 0.2, Gamma: 0.0003",163,16,125,18,56.21118012,10,40,,,,,
"Nu: 0.2, Gamma: 0.0004",169,17,119,17,57.76397516,10,40,,,,,
"Nu: 0.2, Gamma: 0.005",241,25,47,9,77.63975155,10,40,,,,,
"Nu: 0.2, Gamma: 0.05",249,28,39,6,79.19254658,10,40,,,,,
"Nu: 0.2, Gamma: 0.0625",284,32,4,2,88.81987578,10,40,,,,,
"Nu: 0.2, Gamma: 0.1",287,32,1,2,89.7515528,10,40,,,,,
"Nu: 0.2, Gamma: 0.2",288,33,0,1,89.7515528,10,40,,,,,
"Nu: 0.2, Gamma: 0.5",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.2, Gamma: 0.7",256,30,32,4,80.74534161,10,40,,,,,
"Nu: 0.2, Gamma: 0.9",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.2, Gamma: 0.99",288,34,0,0,89.44099379,10,40,,,,,
"Nu: 0.5, Gamma: 1e-05",160,18,128,16,54.65838509,10,40,,,,,
"Nu: 0.5, Gamma: 2e-05",127,13,161,21,45.96273292,10,40,,,,,
"Nu: 0.5, Gamma: 3e-05",161,17,127,17,55.27950311,10,40,,,,,
