ToRouter0,ToRouter1,ToRouter2,ToRouter3,ToRouter4,ToRouter5,ToRouter6,ToRouter7,ToRouter8,ToRouter9,ToRouter10,ToRouter11,ToRouter12,ToRouter13,ToRouter14,ToRouter15,Applications (Label Classes)
533,9,5,24,14,7,211,4,7,5,185,20,2639,6914,1675,489,ferret
520,7,5,38,10,8,246,5,5,7,195,18,2779,7864,1583,490,ferret
513,7,5,22,3,8,203,6,5,4,233,22,3185,6807,1438,502,ferret
518,15,17,66,26,13,135,7,8,6,271,26,2429,5364,1471,547,ferret
517,5,2,19,5,6,127,4,6,4,175,18,2495,5689,1443,389,ferret
507,7,7,24,6,7,138,5,6,9,184,21,2609,6182,1479,393,ferret
529,6,4,17,7,4,111,3,3,3,124,22,2291,6525,1621,387,ferret
509,15,10,35,13,21,180,10,12,7,189,33,2155,8375,1751,450,ferret
521,7,3,25,8,10,137,3,6,3,154,18,3097,6479,1469,422,ferret
533,1,4,38,6,2,210,3,4,0,181,22,3172,6689,1555,399,ferret
552,3,4,25,8,2,162,5,7,6,161,24,3531,6445,1334,457,ferret
546,12,10,74,14,13,288,9,10,6,196,39,3349,4928,1108,493,ferret
535,11,15,43,23,10,389,3,13,7,317,33,2814,6862,1327,503,ferret
5258,2950,2730,2870,2914,2768,6001,2629,2653,2690,3977,2634,3823,4671,8881,5616,ferret
1971,24,15,17,16,19,1885,17,15,29,818,16,739,1421,6026,1670,ferret
1888,13,5,7,9,9,2128,4,7,20,1112,6,796,1732,5075,1759,ferret
1959,19,8,21,17,17,2060,12,10,36,1079,11,873,1698,5842,1715,ferret
2040,13,6,14,9,12,2035,7,10,39,821,6,843,1985,5775,1792,ferret
1884,15,9,14,12,11,1988,11,9,28,710,8,858,1512,5536,1857,ferret
2104,42,46,28,50,28,1884,17,18,41,1219,20,941,1602,6158,1811,ferret
1732,13,4,8,10,11,1696,6,7,19,634,9,685,1553,5401,1578,ferret
1807,17,8,16,12,11,1848,6,9,22,869,10,759,1555,5351,1670,ferret
1766,13,4,12,7,9,1829,5,7,19,1138,5,694,1628,5509,1643,ferret
1806,37,52,47,52,40,1957,29,38,57,1566,36,876,2222,5349,1797,ferret
1751,27,14,26,18,12,1804,13,15,28,749,13,802,1790,5027,1720,ferret
1931,33,26,41,32,30,2175,7,23,39,882,19,769,1720,6158,1826,ferret
1855,22,17,18,19,12,1942,8,9,25,780,9,905,1565,6130,1727,ferret
2104,16,13,24,16,14,1828,9,10,56,895,13,846,1277,5794,1695,ferret
2132,39,26,31,41,30,2284,14,24,62,1090,28,1007,1670,5629,1832,ferret
12949,5991,7911,6048,8645,6074,9408,5975,5789,8683,7057,5711,6023,6809,13461,10375,ferret
4840,21,1315,22,1159,20,3314,15,18,2298,1472,12,22,329,7087,2854,ferret
5057,52,1316,38,1384,34,3341,28,25,2483,1226,23,39,334,7099,3158,ferret
4760,25,1332,22,1155,18,3208,21,23,2396,1704,17,27,442,6622,2804,ferret
