Features: 16,,,,,,,,,,
Target Class: freqmine,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,92.52336449,3
"Nu: 0.99, Gamma: 0.0001",0,20,5,150,85.71428571,0,40,,,
"Nu: 0.99, Gamma: 0.0002",0,20,5,150,85.71428571,0,40,,,
"Nu: 0.99, Gamma: 0.0003",0,20,5,150,85.71428571,0,40,,,
"Nu: 0.99, Gamma: 0.0004",0,20,2,153,87.42857143,0,40,,,
"Nu: 0.99, Gamma: 0.005",0,20,2,153,87.42857143,0,40,,,
"Nu: 0.99, Gamma: 0.05",0,20,0,155,88.57142857,0,40,,,
"Nu: 0.99, Gamma: 0.0625",0,20,0,155,88.57142857,0,40,,,
"Nu: 0.99, Gamma: 0.1",0,20,2,153,87.42857143,0,40,,,
"Nu: 0.99, Gamma: 0.2",0,20,2,153,87.42857143,0,40,,,
"Nu: 0.99, Gamma: 0.5",0,20,0,155,88.57142857,0,40,,,
"Nu: 0.99, Gamma: 0.7",0,20,0,155,88.57142857,0,40,,,
"Nu: 0.99, Gamma: 0.9",0,20,0,155,88.57142857,0,40,,,
"Nu: 0.99, Gamma: 0.99",0,20,0,155,88.57142857,0,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: freqmine,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,16,0,198,92.52336449,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",2,14,33,165,78.03738318,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",2,14,33,165,78.03738318,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",16,0,198,0,7.476635514,10,40,,,
"Nu: 0.0001, Gamma: 0.005",16,0,194,4,9.345794393,10,40,,,
"Nu: 0.0001, Gamma: 0.05",16,0,198,0,7.476635514,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",16,0,194,4,9.345794393,10,40,,,
"Nu: 0.0001, Gamma: 0.1",16,0,194,4,9.345794393,10,40,,,
"Nu: 0.0001, Gamma: 0.2",16,0,198,0,7.476635514,10,40,,,
"Nu: 0.0001, Gamma: 0.5",16,0,192,6,10.28037383,10,40,,,
"Nu: 0.0001, Gamma: 0.7",15,1,192,6,9.813084112,10,40,,,
"Nu: 0.0001, Gamma: 0.9",15,1,189,9,11.21495327,10,40,,,
"Nu: 0.0001, Gamma: 0.99",15,1,193,5,9.345794393,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",3,13,44,154,73.36448598,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",6,10,101,97,48.13084112,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",6,10,101,97,48.13084112,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",6,10,101,97,48.13084112,10,40,,,
"Nu: 0.0002, Gamma: 0.005",16,0,194,4,9.345794393,10,40,,,
"Nu: 0.0002, Gamma: 0.05",16,0,198,0,7.476635514,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",16,0,194,4,9.345794393,10,40,,,
"Nu: 0.0002, Gamma: 0.1",16,0,198,0,7.476635514,10,40,,,
"Nu: 0.0002, Gamma: 0.2",16,0,198,0,7.476635514,10,40,,,
"Nu: 0.0002, Gamma: 0.5",16,0,196,2,8.411214953,10,40,,,
"Nu: 0.0002, Gamma: 0.7",15,1,192,6,9.813084112,10,40,,,
"Nu: 0.0002, Gamma: 0.9",15,1,193,5,9.345794393,10,40,,,
"Nu: 0.0002, Gamma: 0.99",15,1,193,5,9.345794393,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",7,9,118,80,40.65420561,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",16,0,198,0,7.476635514,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",16,0,198,0,7.476635514,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",16,0,198,0,7.476635514,10,40,,,
"Nu: 0.0003, Gamma: 0.005",16,0,194,4,9.345794393,10,40,,,
"Nu: 0.0003, Gamma: 0.05",16,0,198,0,7.476635514,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",16,0,194,4,9.345794393,10,40,,,
"Nu: 0.0003, Gamma: 0.1",16,0,194,4,9.345794393,10,40,,,
"Nu: 0.0003, Gamma: 0.2",16,0,198,0,7.476635514,10,40,,,
"Nu: 0.0003, Gamma: 0.5",16,0,196,2,8.411214953,10,40,,,
"Nu: 0.0003, Gamma: 0.7",15,1,192,6,9.813084112,10,40,,,
"Nu: 0.0003, Gamma: 0.9",15,1,193,5,9.345794393,10,40,,,
"Nu: 0.0003, Gamma: 0.99",15,1,193,5,9.345794393,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",5,11,61,137,66.35514019,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",5,11,64,134,64.95327103,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",5,11,64,134,64.95327103,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",6,10,98,100,49.53271028,10,40,,,
"Nu: 0.0004, Gamma: 0.005",16,0,194,4,9.345794393,10,40,,,
"Nu: 0.0004, Gamma: 0.05",16,0,198,0,7.476635514,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",16,0,194,4,9.345794393,10,40,,,
"Nu: 0.0004, Gamma: 0.1",16,0,194,4,9.345794393,10,40,,,
"Nu: 0.0004, Gamma: 0.2",16,0,198,0,7.476635514,10,40,,,
"Nu: 0.0004, Gamma: 0.5",16,0,192,6,10.28037383,10,40,,,
"Nu: 0.0004, Gamma: 0.7",15,1,192,6,9.813084112,10,40,,,
"Nu: 0.0004, Gamma: 0.9",15,1,189,9,11.21495327,10,40,,,
"Nu: 0.0004, Gamma: 0.99",15,1,189,9,11.21495327,10,40,,,
"Nu: 0.005, Gamma: 0.0001",16,0,186,12,13.08411215,10,40,,,
"Nu: 0.005, Gamma: 0.0002",16,0,198,0,7.476635514,10,40,,,
"Nu: 0.005, Gamma: 0.0003",16,0,198,0,7.476635514,10,40,,,
"Nu: 0.005, Gamma: 0.0004",16,0,198,0,7.476635514,10,40,,,
"Nu: 0.005, Gamma: 0.005",16,0,198,0,7.476635514,10,40,,,
"Nu: 0.005, Gamma: 0.05",16,0,198,0,7.476635514,10,40,,,
"Nu: 0.005, Gamma: 0.0625",16,0,198,0,7.476635514,10,40,,,
"Nu: 0.005, Gamma: 0.1",16,0,198,0,7.476635514,10,40,,,
"Nu: 0.005, Gamma: 0.2",16,0,194,4,9.345794393,10,40,,,
"Nu: 0.005, Gamma: 0.5",16,0,196,2,8.411214953,10,40,,,
"Nu: 0.005, Gamma: 0.7",15,1,192,6,9.813084112,10,40,,,
"Nu: 0.005, Gamma: 0.9",15,1,193,5,9.345794393,10,40,,,
"Nu: 0.005, Gamma: 0.99",15,1,193,5,9.345794393,10,40,,,
"Nu: 0.05, Gamma: 0.0001",16,0,181,17,15.42056075,10,40,,,
"Nu: 0.05, Gamma: 0.0002",16,0,181,17,15.42056075,10,40,,,
"Nu: 0.05, Gamma: 0.0003",16,0,181,17,15.42056075,10,40,,,
"Nu: 0.05, Gamma: 0.0004",16,0,181,17,15.42056075,10,40,,,
"Nu: 0.05, Gamma: 0.005",16,0,181,17,15.42056075,10,40,,,
"Nu: 0.05, Gamma: 0.05",16,0,180,18,15.88785047,10,40,,,
"Nu: 0.05, Gamma: 0.0625",16,0,180,18,15.88785047,10,40,,,
"Nu: 0.05, Gamma: 0.1",16,0,180,18,15.88785047,10,40,,,
"Nu: 0.05, Gamma: 0.2",16,0,180,18,15.88785047,10,40,,,
"Nu: 0.05, Gamma: 0.5",15,1,178,20,16.35514019,10,40,,,
"Nu: 0.05, Gamma: 0.7",15,1,177,21,16.82242991,10,40,,,
"Nu: 0.05, Gamma: 0.9",15,1,185,13,13.08411215,10,40,,,
"Nu: 0.05, Gamma: 0.99",15,1,184,14,13.55140187,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",14,2,180,18,14.95327103,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",14,2,180,18,14.95327103,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",14,2,180,18,14.95327103,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",14,2,180,18,14.95327103,10,40,,,
"Nu: 0.0625, Gamma: 0.005",14,2,180,18,14.95327103,10,40,,,
"Nu: 0.0625, Gamma: 0.05",14,2,179,19,15.42056075,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",15,1,179,19,15.88785047,10,40,,,
"Nu: 0.0625, Gamma: 0.1",16,0,180,18,15.88785047,10,40,,,
"Nu: 0.0625, Gamma: 0.2",16,0,180,18,15.88785047,10,40,,,
"Nu: 0.0625, Gamma: 0.5",15,1,175,23,17.75700935,10,40,,,
"Nu: 0.0625, Gamma: 0.7",15,1,173,25,18.69158879,10,40,,,
"Nu: 0.0625, Gamma: 0.9",15,1,171,27,19.62616822,10,40,,,
"Nu: 0.0625, Gamma: 0.99",15,1,171,27,19.62616822,10,40,,,
"Nu: 0.1, Gamma: 0.0001",13,3,178,20,15.42056075,10,40,,,
"Nu: 0.1, Gamma: 0.0002",13,3,178,20,15.42056075,10,40,,,
"Nu: 0.1, Gamma: 0.0003",13,3,178,20,15.42056075,10,40,,,
"Nu: 0.1, Gamma: 0.0004",13,3,178,20,15.42056075,10,40,,,
"Nu: 0.1, Gamma: 0.005",13,3,178,20,15.42056075,10,40,,,
"Nu: 0.1, Gamma: 0.05",14,2,178,20,15.88785047,10,40,,,
"Nu: 0.1, Gamma: 0.0625",14,2,178,20,15.88785047,10,40,,,
"Nu: 0.1, Gamma: 0.1",14,2,178,20,15.88785047,10,40,,,
"Nu: 0.1, Gamma: 0.2",15,1,177,21,16.82242991,10,40,,,
"Nu: 0.1, Gamma: 0.5",15,1,168,30,21.02803738,10,40,,,
"Nu: 0.1, Gamma: 0.7",15,1,166,32,21.96261682,10,40,,,
"Nu: 0.1, Gamma: 0.9",15,1,160,38,24.76635514,10,40,,,
"Nu: 0.1, Gamma: 0.99",15,1,158,40,25.70093458,10,40,,,
"Nu: 0.2, Gamma: 0.0001",12,4,153,45,26.63551402,10,40,,,
"Nu: 0.2, Gamma: 0.0002",12,4,160,38,23.36448598,10,40,,,
"Nu: 0.2, Gamma: 0.0003",12,4,160,38,23.36448598,10,40,,,
"Nu: 0.2, Gamma: 0.0004",12,4,160,38,23.36448598,10,40,,,
"Nu: 0.2, Gamma: 0.005",12,4,161,37,22.89719626,10,40,,,
"Nu: 0.2, Gamma: 0.05",12,4,167,31,20.09345794,10,40,,,
"Nu: 0.2, Gamma: 0.0625",12,4,168,30,19.62616822,10,40,,,
"Nu: 0.2, Gamma: 0.1",13,3,168,30,20.09345794,10,40,,,
"Nu: 0.2, Gamma: 0.2",13,3,168,30,20.09345794,10,40,,,
"Nu: 0.2, Gamma: 0.5",13,3,159,39,24.29906542,10,40,,,
"Nu: 0.2, Gamma: 0.7",13,3,155,43,26.1682243,10,40,,,
"Nu: 0.2, Gamma: 0.9",12,4,141,57,32.24299065,10,40,,,
"Nu: 0.2, Gamma: 0.99",12,4,125,73,39.71962617,10,40,,,
"Nu: 0.5, Gamma: 0.0001",7,9,88,110,54.6728972,10,40,,,
"Nu: 0.5, Gamma: 0.0002",7,9,88,110,54.6728972,10,40,,,
"Nu: 0.5, Gamma: 0.0003",7,9,86,112,55.60747664,10,40,,,
"Nu: 0.5, Gamma: 0.0004",7,9,88,110,54.6728972,10,40,,,
"Nu: 0.5, Gamma: 0.005",7,9,86,112,55.60747664,10,40,,,
"Nu: 0.5, Gamma: 0.05",7,9,82,116,57.47663551,10,40,,,
"Nu: 0.5, Gamma: 0.0625",7,9,82,116,57.47663551,10,40,,,
"Nu: 0.5, Gamma: 0.1",7,9,77,121,59.81308411,10,40,,,
"Nu: 0.5, Gamma: 0.2",5,11,70,128,62.14953271,10,40,,,
"Nu: 0.5, Gamma: 0.5",5,11,55,143,69.1588785,10,40,,,
"Nu: 0.5, Gamma: 0.7",5,11,49,149,71.96261682,10,40,,,
"Nu: 0.5, Gamma: 0.9",6,10,44,154,74.76635514,10,40,,,
"Nu: 0.5, Gamma: 0.99",6,10,43,155,75.23364486,10,40,,,
"Nu: 0.7, Gamma: 0.0001",6,10,74,124,60.74766355,10,40,,,
"Nu: 0.7, Gamma: 0.0002",6,10,74,124,60.74766355,10,40,,,
"Nu: 0.7, Gamma: 0.0003",6,10,74,124,60.74766355,10,40,,,
"Nu: 0.7, Gamma: 0.0004",6,10,74,124,60.74766355,10,40,,,
"Nu: 0.7, Gamma: 0.005",6,10,74,124,60.74766355,10,40,,,
"Nu: 0.7, Gamma: 0.05",5,11,70,128,62.14953271,10,40,,,
"Nu: 0.7, Gamma: 0.0625",5,11,68,130,63.08411215,10,40,,,
"Nu: 0.7, Gamma: 0.1",4,12,63,135,64.95327103,10,40,,,
"Nu: 0.7, Gamma: 0.2",5,11,56,142,68.69158879,10,40,,,
"Nu: 0.7, Gamma: 0.5",4,12,39,159,76.1682243,10,40,,,
"Nu: 0.7, Gamma: 0.7",4,12,26,172,82.24299065,10,40,,,
"Nu: 0.7, Gamma: 0.9",4,12,26,172,82.24299065,10,40,,,
"Nu: 0.7, Gamma: 0.99",4,12,26,172,82.24299065,10,40,,,
"Nu: 0.9, Gamma: 0.0001",2,14,23,175,82.71028037,10,40,,,
"Nu: 0.9, Gamma: 0.0002",2,14,23,175,82.71028037,10,40,,,
"Nu: 0.9, Gamma: 0.0003",2,14,21,177,83.64485981,10,40,,,
"Nu: 0.9, Gamma: 0.0004",2,14,21,177,83.64485981,10,40,,,
"Nu: 0.9, Gamma: 0.005",2,14,21,177,83.64485981,10,40,,,
"Nu: 0.9, Gamma: 0.05",2,14,14,184,86.91588785,10,40,,,
"Nu: 0.9, Gamma: 0.0625",2,14,13,185,87.38317757,10,40,,,
"Nu: 0.9, Gamma: 0.1",1,15,11,187,87.85046729,10,40,,,
"Nu: 0.9, Gamma: 0.2",0,16,14,184,85.98130841,10,40,,,
"Nu: 0.9, Gamma: 0.5",1,15,21,177,83.17757009,10,40,,,
"Nu: 0.9, Gamma: 0.7",2,14,20,178,84.11214953,10,40,,,
"Nu: 0.9, Gamma: 0.9",2,14,15,183,86.44859813,10,40,,,
"Nu: 0.9, Gamma: 0.99",2,14,13,185,87.38317757,10,40,,,
"Nu: 0.99, Gamma: 0.0001",1,15,2,196,92.05607477,10,40,,,
"Nu: 0.99, Gamma: 0.0002",1,15,2,196,92.05607477,10,40,,,
"Nu: 0.99, Gamma: 0.0003",1,15,1,197,92.52336449,10,40,,,
"Nu: 0.99, Gamma: 0.0004",1,15,2,196,92.05607477,10,40,,,
"Nu: 0.99, Gamma: 0.005",1,15,2,196,92.05607477,10,40,,,
"Nu: 0.99, Gamma: 0.05",1,15,3,195,91.58878505,10,40,,,
"Nu: 0.99, Gamma: 0.0625",1,15,3,195,91.58878505,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,16,2,196,91.58878505,10,40,,,
"Nu: 0.99, Gamma: 0.2",0,16,3,195,91.12149533,10,40,,,
"Nu: 0.99, Gamma: 0.5",0,16,3,195,91.12149533,10,40,,,
"Nu: 0.99, Gamma: 0.7",0,16,4,194,90.65420561,10,40,,,
"Nu: 0.99, Gamma: 0.9",0,16,4,194,90.65420561,10,40,,,
"Nu: 0.99, Gamma: 0.99",0,16,4,194,90.65420561,10,40,,,
,,,,,,,,,,
Target Class: freqmine_MRURP,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",5,15,55,100,60,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",5,15,55,100,60,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",5,15,55,100,60,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",5,15,55,100,60,10,40,,,
"Nu: 0.0001, Gamma: 0.005",20,0,154,1,12,10,40,,,
"Nu: 0.0001, Gamma: 0.05",20,0,155,0,11.42857143,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",20,0,155,0,11.42857143,10,40,,,
"Nu: 0.0001, Gamma: 0.1",20,0,155,0,11.42857143,10,40,,,
"Nu: 0.0001, Gamma: 0.2",20,0,153,2,12.57142857,10,40,,,
"Nu: 0.0001, Gamma: 0.5",20,0,152,3,13.14285714,10,40,,,
"Nu: 0.0001, Gamma: 0.7",20,0,152,3,13.14285714,10,40,,,
"Nu: 0.0001, Gamma: 0.9",20,0,153,2,12.57142857,10,40,,,
"Nu: 0.0001, Gamma: 0.99",20,0,152,3,13.14285714,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",6,14,59,96,58.28571429,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",6,14,59,96,58.28571429,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",6,14,59,96,58.28571429,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",6,14,59,96,58.28571429,10,40,,,
"Nu: 0.0002, Gamma: 0.005",20,0,154,1,12,10,40,,,
"Nu: 0.0002, Gamma: 0.05",20,0,155,0,11.42857143,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",20,0,155,0,11.42857143,10,40,,,
"Nu: 0.0002, Gamma: 0.1",20,0,154,1,12,10,40,,,
"Nu: 0.0002, Gamma: 0.2",20,0,154,1,12,10,40,,,
"Nu: 0.0002, Gamma: 0.5",20,0,153,2,12.57142857,10,40,,,
"Nu: 0.0002, Gamma: 0.7",20,0,153,2,12.57142857,10,40,,,
"Nu: 0.0002, Gamma: 0.9",20,0,153,2,12.57142857,10,40,,,
"Nu: 0.0002, Gamma: 0.99",20,0,153,2,12.57142857,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",5,15,53,102,61.14285714,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",5,15,53,102,61.14285714,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",5,15,55,100,60,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",11,9,78,77,50.28571429,10,40,,,
"Nu: 0.0003, Gamma: 0.005",20,0,154,1,12,10,40,,,
"Nu: 0.0003, Gamma: 0.05",20,0,155,0,11.42857143,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",20,0,154,1,12,10,40,,,
"Nu: 0.0003, Gamma: 0.1",20,0,154,1,12,10,40,,,
"Nu: 0.0003, Gamma: 0.2",20,0,154,1,12,10,40,,,
"Nu: 0.0003, Gamma: 0.5",20,0,153,2,12.57142857,10,40,,,
"Nu: 0.0003, Gamma: 0.7",20,0,152,3,13.14285714,10,40,,,
"Nu: 0.0003, Gamma: 0.9",20,0,153,2,12.57142857,10,40,,,
"Nu: 0.0003, Gamma: 0.99",20,0,153,2,12.57142857,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",5,15,55,100,60,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",5,15,55,100,60,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",20,0,135,20,22.85714286,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",20,0,135,20,22.85714286,10,40,,,
"Nu: 0.0004, Gamma: 0.005",20,0,154,1,12,10,40,,,
"Nu: 0.0004, Gamma: 0.05",20,0,155,0,11.42857143,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",20,0,155,0,11.42857143,10,40,,,
"Nu: 0.0004, Gamma: 0.1",20,0,155,0,11.42857143,10,40,,,
"Nu: 0.0004, Gamma: 0.2",20,0,153,2,12.57142857,10,40,,,
"Nu: 0.0004, Gamma: 0.5",20,0,152,3,13.14285714,10,40,,,
"Nu: 0.0004, Gamma: 0.7",20,0,152,3,13.14285714,10,40,,,
"Nu: 0.0004, Gamma: 0.9",20,0,153,2,12.57142857,10,40,,,
"Nu: 0.0004, Gamma: 0.99",20,0,153,2,12.57142857,10,40,,,
"Nu: 0.005, Gamma: 0.0001",20,0,154,1,12,10,40,,,
"Nu: 0.005, Gamma: 0.0002",20,0,154,1,12,10,40,,,
"Nu: 0.005, Gamma: 0.0003",20,0,154,1,12,10,40,,,
"Nu: 0.005, Gamma: 0.0004",20,0,154,1,12,10,40,,,
"Nu: 0.005, Gamma: 0.005",20,0,155,0,11.42857143,10,40,,,
"Nu: 0.005, Gamma: 0.05",20,0,155,0,11.42857143,10,40,,,
"Nu: 0.005, Gamma: 0.0625",20,0,154,1,12,10,40,,,
"Nu: 0.005, Gamma: 0.1",20,0,154,1,12,10,40,,,
"Nu: 0.005, Gamma: 0.2",20,0,154,1,12,10,40,,,
"Nu: 0.005, Gamma: 0.5",20,0,151,4,13.71428571,10,40,,,
"Nu: 0.005, Gamma: 0.7",20,0,152,3,13.14285714,10,40,,,
"Nu: 0.005, Gamma: 0.9",20,0,152,3,13.14285714,10,40,,,
"Nu: 0.005, Gamma: 0.99",20,0,153,2,12.57142857,10,40,,,
"Nu: 0.05, Gamma: 0.0001",20,0,148,7,15.42857143,10,40,,,
"Nu: 0.05, Gamma: 0.0002",20,0,149,6,14.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.0003",20,0,149,6,14.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.0004",20,0,149,6,14.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.005",20,0,149,6,14.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.05",20,0,149,6,14.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.0625",20,0,149,6,14.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.1",20,0,148,7,15.42857143,10,40,,,
"Nu: 0.05, Gamma: 0.2",20,0,142,13,18.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.5",20,0,142,13,18.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.7",20,0,141,14,19.42857143,10,40,,,
"Nu: 0.05, Gamma: 0.9",20,0,142,13,18.85714286,10,40,,,
"Nu: 0.05, Gamma: 0.99",20,0,142,13,18.85714286,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",20,0,146,9,16.57142857,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",20,0,146,9,16.57142857,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",20,0,146,9,16.57142857,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",20,0,146,9,16.57142857,10,40,,,
"Nu: 0.0625, Gamma: 0.005",20,0,146,9,16.57142857,10,40,,,
"Nu: 0.0625, Gamma: 0.05",20,0,143,12,18.28571429,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",20,0,143,12,18.28571429,10,40,,,
"Nu: 0.0625, Gamma: 0.1",20,0,143,12,18.28571429,10,40,,,
"Nu: 0.0625, Gamma: 0.2",20,0,139,16,20.57142857,10,40,,,
"Nu: 0.0625, Gamma: 0.5",20,0,137,18,21.71428571,10,40,,,
"Nu: 0.0625, Gamma: 0.7",20,0,139,16,20.57142857,10,40,,,
"Nu: 0.0625, Gamma: 0.9",20,0,139,16,20.57142857,10,40,,,
"Nu: 0.0625, Gamma: 0.99",20,0,140,15,20,10,40,,,
"Nu: 0.1, Gamma: 0.0001",20,0,130,25,25.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.0002",20,0,130,25,25.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.0003",20,0,130,25,25.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.0004",20,0,130,25,25.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.005",20,0,130,25,25.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.05",20,0,130,25,25.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.0625",20,0,131,24,25.14285714,10,40,,,
"Nu: 0.1, Gamma: 0.1",20,0,130,25,25.71428571,10,40,,,
"Nu: 0.1, Gamma: 0.2",20,0,125,30,28.57142857,10,40,,,
"Nu: 0.1, Gamma: 0.5",20,0,132,23,24.57142857,10,40,,,
"Nu: 0.1, Gamma: 0.7",20,0,134,21,23.42857143,10,40,,,
"Nu: 0.1, Gamma: 0.9",20,0,133,22,24,10,40,,,
"Nu: 0.1, Gamma: 0.99",20,0,134,21,23.42857143,10,40,,,
"Nu: 0.2, Gamma: 0.0001",20,0,121,34,30.85714286,10,40,,,
"Nu: 0.2, Gamma: 0.0002",20,0,121,34,30.85714286,10,40,,,
"Nu: 0.2, Gamma: 0.0003",20,0,121,34,30.85714286,10,40,,,
"Nu: 0.2, Gamma: 0.0004",20,0,121,34,30.85714286,10,40,,,
"Nu: 0.2, Gamma: 0.005",20,0,121,34,30.85714286,10,40,,,
"Nu: 0.2, Gamma: 0.05",20,0,121,34,30.85714286,10,40,,,
"Nu: 0.2, Gamma: 0.0625",20,0,120,35,31.42857143,10,40,,,
"Nu: 0.2, Gamma: 0.1",20,0,118,37,32.57142857,10,40,,,
"Nu: 0.2, Gamma: 0.2",18,2,114,41,33.71428571,10,40,,,
"Nu: 0.2, Gamma: 0.5",17,3,106,49,37.71428571,10,40,,,
"Nu: 0.2, Gamma: 0.7",18,2,108,47,37.14285714,10,40,,,
"Nu: 0.2, Gamma: 0.9",18,2,109,46,36.57142857,10,40,,,
"Nu: 0.2, Gamma: 0.99",18,2,110,45,36,10,40,,,
"Nu: 0.5, Gamma: 0.0001",10,10,42,113,70.28571429,10,40,,,
"Nu: 0.5, Gamma: 0.0002",10,10,42,113,70.28571429,10,40,,,
"Nu: 0.5, Gamma: 0.0003",10,10,42,113,70.28571429,10,40,,,
"Nu: 0.5, Gamma: 0.0004",10,10,42,113,70.28571429,10,40,,,
"Nu: 0.5, Gamma: 0.005",10,10,42,113,70.28571429,10,40,,,
"Nu: 0.5, Gamma: 0.05",10,10,40,115,71.42857143,10,40,,,
"Nu: 0.5, Gamma: 0.0625",10,10,39,116,72,10,40,,,
"Nu: 0.5, Gamma: 0.1",12,8,38,117,73.71428571,10,40,,,
"Nu: 0.5, Gamma: 0.2",13,7,35,120,76,10,40,,,
"Nu: 0.5, Gamma: 0.5",12,8,32,123,77.14285714,10,40,,,
"Nu: 0.5, Gamma: 0.7",12,8,27,128,80,10,40,,,
"Nu: 0.5, Gamma: 0.9",13,7,26,129,81.14285714,10,40,,,
"Nu: 0.5, Gamma: 0.99",13,7,26,129,81.14285714,10,40,,,
"Nu: 0.7, Gamma: 0.0001",4,16,31,124,73.14285714,10,40,,,
"Nu: 0.7, Gamma: 0.0002",4,16,31,124,73.14285714,10,40,,,
"Nu: 0.7, Gamma: 0.0003",4,16,31,124,73.14285714,10,40,,,
"Nu: 0.7, Gamma: 0.0004",4,16,31,124,73.14285714,10,40,,,
"Nu: 0.7, Gamma: 0.005",4,16,31,124,73.14285714,10,40,,,
"Nu: 0.7, Gamma: 0.05",4,16,30,125,73.71428571,10,40,,,
"Nu: 0.7, Gamma: 0.0625",4,16,30,125,73.71428571,10,40,,,
"Nu: 0.7, Gamma: 0.1",5,15,32,123,73.14285714,10,40,,,
"Nu: 0.7, Gamma: 0.2",4,16,33,122,72,10,40,,,
"Nu: 0.7, Gamma: 0.5",4,16,24,131,77.14285714,10,40,,,
"Nu: 0.7, Gamma: 0.7",4,16,23,132,77.71428571,10,40,,,
"Nu: 0.7, Gamma: 0.9",4,16,21,134,78.85714286,10,40,,,
"Nu: 0.7, Gamma: 0.99",5,15,20,135,80,10,40,,,
"Nu: 0.9, Gamma: 0.0001",2,18,16,139,80.57142857,10,40,,,
"Nu: 0.9, Gamma: 0.0002",2,18,16,139,80.57142857,10,40,,,
"Nu: 0.9, Gamma: 0.0003",2,18,16,139,80.57142857,10,40,,,
"Nu: 0.9, Gamma: 0.0004",2,18,16,139,80.57142857,10,40,,,
"Nu: 0.9, Gamma: 0.005",2,18,16,139,80.57142857,10,40,,,
"Nu: 0.9, Gamma: 0.05",1,19,21,134,77.14285714,10,40,,,
"Nu: 0.9, Gamma: 0.0625",1,19,20,135,77.71428571,10,40,,,
"Nu: 0.9, Gamma: 0.1",1,19,18,137,78.85714286,10,40,,,
