Features: 16,,,,,,,,,
Target Class: dedup,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,99.6371553
"Nu: 0.99, Gamma: 0.05",1,274,0,97,26.34408602,0,40,,
"Nu: 0.99, Gamma: 0.0625",1,274,0,97,26.34408602,0,40,,
"Nu: 0.99, Gamma: 0.1",1,274,0,97,26.34408602,0,40,,
"Nu: 0.99, Gamma: 0.2",1,274,0,97,26.34408602,0,40,,
"Nu: 0.99, Gamma: 0.5",1,274,0,97,26.34408602,0,40,,
"Nu: 0.99, Gamma: 0.7",2,273,0,97,26.61290323,0,40,,
"Nu: 0.99, Gamma: 0.9",4,271,0,97,27.15053763,0,40,,
"Nu: 0.99, Gamma: 0.99",4,271,0,97,27.15053763,0,40,,
,,,,,,,,,
Features: 16,,,,,,,,,
Target Class: dedup,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,
"Nu: 0.0001, Gamma: 0.0001",0,10,0,2746,99.6371553,10,40,,
"Nu: 0.0001, Gamma: 0.0002",0,10,0,2746,99.6371553,10,40,,
"Nu: 0.0001, Gamma: 0.0003",9,1,60,2686,97.78664731,10,40,,
"Nu: 0.0001, Gamma: 0.0004",9,1,60,2686,97.78664731,10,40,,
"Nu: 0.0001, Gamma: 0.005",9,1,2744,2,0.399129173,10,40,,
"Nu: 0.0001, Gamma: 0.05",10,0,2745,1,0.399129173,10,40,,
"Nu: 0.0001, Gamma: 0.0625",10,0,2745,1,0.399129173,10,40,,
"Nu: 0.0001, Gamma: 0.1",9,1,2743,3,0.435413643,10,40,,
"Nu: 0.0001, Gamma: 0.2",10,0,2744,2,0.435413643,10,40,,
"Nu: 0.0001, Gamma: 0.5",10,0,2738,8,0.653120464,10,40,,
"Nu: 0.0001, Gamma: 0.7",10,0,2737,9,0.689404935,10,40,,
"Nu: 0.0001, Gamma: 0.9",10,0,2737,9,0.689404935,10,40,,
"Nu: 0.0001, Gamma: 0.99",9,1,2737,9,0.653120464,10,40,,
"Nu: 0.0002, Gamma: 0.0001",0,10,0,2746,99.6371553,10,40,,
"Nu: 0.0002, Gamma: 0.0002",9,1,60,2686,97.78664731,10,40,,
"Nu: 0.0002, Gamma: 0.0003",9,1,60,2686,97.78664731,10,40,,
"Nu: 0.0002, Gamma: 0.0004",9,1,60,2686,97.78664731,10,40,,
"Nu: 0.0002, Gamma: 0.005",9,1,2744,2,0.399129173,10,40,,
"Nu: 0.0002, Gamma: 0.05",10,0,2745,1,0.399129173,10,40,,
"Nu: 0.0002, Gamma: 0.0625",10,0,2745,1,0.399129173,10,40,,
"Nu: 0.0002, Gamma: 0.1",10,0,2745,1,0.399129173,10,40,,
"Nu: 0.0002, Gamma: 0.2",9,1,2742,4,0.471698113,10,40,,
"Nu: 0.0002, Gamma: 0.5",10,0,2738,8,0.653120464,10,40,,
"Nu: 0.0002, Gamma: 0.7",9,1,2047,699,25.68940493,10,40,,
"Nu: 0.0002, Gamma: 0.9",10,0,2737,9,0.689404935,10,40,,
"Nu: 0.0002, Gamma: 0.99",10,0,2737,9,0.689404935,10,40,,
"Nu: 0.0003, Gamma: 0.0001",3,7,20,2726,99.0203193,10,40,,
"Nu: 0.0003, Gamma: 0.0002",9,1,60,2686,97.78664731,10,40,,
"Nu: 0.0003, Gamma: 0.0003",9,1,2744,2,0.399129173,10,40,,
"Nu: 0.0003, Gamma: 0.0004",9,1,2744,2,0.399129173,10,40,,
"Nu: 0.0003, Gamma: 0.005",9,1,2744,2,0.399129173,10,40,,
"Nu: 0.0003, Gamma: 0.05",10,0,2745,1,0.399129173,10,40,,
"Nu: 0.0003, Gamma: 0.0625",10,0,2745,1,0.399129173,10,40,,
"Nu: 0.0003, Gamma: 0.1",10,0,2745,1,0.399129173,10,40,,
"Nu: 0.0003, Gamma: 0.2",9,1,2185,561,20.68214804,10,40,,
"Nu: 0.0003, Gamma: 0.5",9,1,2736,10,0.689404935,10,40,,
"Nu: 0.0003, Gamma: 0.7",9,1,173,2573,93.68650218,10,40,,
"Nu: 0.0003, Gamma: 0.9",10,0,2737,9,0.689404935,10,40,,
"Nu: 0.0003, Gamma: 0.99",10,0,2737,9,0.689404935,10,40,,
"Nu: 0.0004, Gamma: 0.0001",10,0,2746,0,0.362844702,10,40,,
"Nu: 0.0004, Gamma: 0.0002",9,1,60,2686,97.78664731,10,40,,
"Nu: 0.0004, Gamma: 0.0003",9,1,2744,2,0.399129173,10,40,,
"Nu: 0.0004, Gamma: 0.0004",9,1,2744,2,0.399129173,10,40,,
"Nu: 0.0004, Gamma: 0.005",9,1,2744,2,0.399129173,10,40,,
"Nu: 0.0004, Gamma: 0.05",10,0,2745,1,0.399129173,10,40,,
"Nu: 0.0004, Gamma: 0.0625",10,0,2745,1,0.399129173,10,40,,
"Nu: 0.0004, Gamma: 0.1",9,1,2743,3,0.435413643,10,40,,
"Nu: 0.0004, Gamma: 0.2",10,0,2744,2,0.435413643,10,40,,
"Nu: 0.0004, Gamma: 0.5",10,0,2738,8,0.653120464,10,40,,
"Nu: 0.0004, Gamma: 0.7",9,1,667,2079,75.76197388,10,40,,
"Nu: 0.0004, Gamma: 0.9",10,0,2737,9,0.689404935,10,40,,
"Nu: 0.0004, Gamma: 0.99",10,0,2737,9,0.689404935,10,40,,
"Nu: 0.005, Gamma: 0.0001",10,0,2746,0,0.362844702,10,40,,
"Nu: 0.005, Gamma: 0.0002",9,1,2687,59,2.467343977,10,40,,
"Nu: 0.005, Gamma: 0.0003",9,1,2624,122,4.753265602,10,40,,
"Nu: 0.005, Gamma: 0.0004",9,1,2542,204,7.728592163,10,40,,
"Nu: 0.005, Gamma: 0.005",10,0,2746,0,0.362844702,10,40,,
"Nu: 0.005, Gamma: 0.05",9,1,2743,3,0.435413643,10,40,,
"Nu: 0.005, Gamma: 0.0625",9,1,2743,3,0.435413643,10,40,,
"Nu: 0.005, Gamma: 0.1",9,1,2743,3,0.435413643,10,40,,
"Nu: 0.005, Gamma: 0.2",10,0,2744,2,0.435413643,10,40,,
"Nu: 0.005, Gamma: 0.5",10,0,2738,8,0.653120464,10,40,,
"Nu: 0.005, Gamma: 0.7",9,1,2735,11,0.725689405,10,40,,
"Nu: 0.005, Gamma: 0.9",10,0,2737,9,0.689404935,10,40,,
"Nu: 0.005, Gamma: 0.99",9,1,2735,11,0.725689405,10,40,,
"Nu: 0.05, Gamma: 0.0001",9,1,68,2678,97.49637155,10,40,,
"Nu: 0.05, Gamma: 0.0002",9,1,68,2678,97.49637155,10,40,,
"Nu: 0.05, Gamma: 0.0003",9,1,68,2678,97.49637155,10,40,,
"Nu: 0.05, Gamma: 0.0004",9,1,68,2678,97.49637155,10,40,,
"Nu: 0.05, Gamma: 0.005",9,1,68,2678,97.49637155,10,40,,
"Nu: 0.05, Gamma: 0.05",9,1,68,2678,97.49637155,10,40,,
"Nu: 0.05, Gamma: 0.0625",9,1,68,2678,97.49637155,10,40,,
"Nu: 0.05, Gamma: 0.1",9,1,68,2678,97.49637155,10,40,,
"Nu: 0.05, Gamma: 0.2",10,0,2742,4,0.507982583,10,40,,
"Nu: 0.05, Gamma: 0.5",10,0,2737,9,0.689404935,10,40,,
"Nu: 0.05, Gamma: 0.7",9,1,2736,10,0.689404935,10,40,,
"Nu: 0.05, Gamma: 0.9",9,1,2736,10,0.689404935,10,40,,
"Nu: 0.05, Gamma: 0.99",9,1,2736,10,0.689404935,10,40,,
"Nu: 0.0625, Gamma: 0.0001",9,1,67,2679,97.53265602,10,40,,
"Nu: 0.0625, Gamma: 0.0002",9,1,67,2679,97.53265602,10,40,,
"Nu: 0.0625, Gamma: 0.0003",9,1,67,2679,97.53265602,10,40,,
"Nu: 0.0625, Gamma: 0.0004",9,1,67,2679,97.53265602,10,40,,
"Nu: 0.0625, Gamma: 0.005",9,1,67,2679,97.53265602,10,40,,
"Nu: 0.0625, Gamma: 0.05",9,1,68,2678,97.49637155,10,40,,
"Nu: 0.0625, Gamma: 0.0625",9,1,68,2678,97.49637155,10,40,,
"Nu: 0.0625, Gamma: 0.1",9,1,68,2678,97.49637155,10,40,,
"Nu: 0.0625, Gamma: 0.2",9,1,66,2680,97.56894049,10,40,,
"Nu: 0.0625, Gamma: 0.5",10,0,2737,9,0.689404935,10,40,,
"Nu: 0.0625, Gamma: 0.7",9,1,2736,10,0.689404935,10,40,,
"Nu: 0.0625, Gamma: 0.9",8,2,2734,12,0.725689405,10,40,,
"Nu: 0.0625, Gamma: 0.99",8,2,2734,12,0.725689405,10,40,,
"Nu: 0.1, Gamma: 0.0001",8,2,66,2680,97.53265602,10,40,,
"Nu: 0.1, Gamma: 0.0002",8,2,66,2680,97.53265602,10,40,,
"Nu: 0.1, Gamma: 0.0003",8,2,66,2680,97.53265602,10,40,,
"Nu: 0.1, Gamma: 0.0004",8,2,66,2680,97.53265602,10,40,,
"Nu: 0.1, Gamma: 0.005",8,2,66,2680,97.53265602,10,40,,
"Nu: 0.1, Gamma: 0.05",8,2,66,2680,97.53265602,10,40,,
"Nu: 0.1, Gamma: 0.0625",8,2,66,2680,97.53265602,10,40,,
"Nu: 0.1, Gamma: 0.1",8,2,66,2680,97.53265602,10,40,,
"Nu: 0.1, Gamma: 0.2",8,2,63,2683,97.64150943,10,40,,
"Nu: 0.1, Gamma: 0.5",8,2,61,2685,97.71407837,10,40,,
"Nu: 0.1, Gamma: 0.7",9,1,2736,10,0.689404935,10,40,,
"Nu: 0.1, Gamma: 0.9",9,1,2736,10,0.689404935,10,40,,
"Nu: 0.1, Gamma: 0.99",8,2,2734,12,0.725689405,10,40,,
"Nu: 0.2, Gamma: 0.0001",8,2,64,2682,97.60522496,10,40,,
"Nu: 0.2, Gamma: 0.0002",8,2,64,2682,97.60522496,10,40,,
"Nu: 0.2, Gamma: 0.0003",8,2,64,2682,97.60522496,10,40,,
"Nu: 0.2, Gamma: 0.0004",8,2,64,2682,97.60522496,10,40,,
"Nu: 0.2, Gamma: 0.005",8,2,64,2682,97.60522496,10,40,,
"Nu: 0.2, Gamma: 0.05",8,2,64,2682,97.60522496,10,40,,
"Nu: 0.2, Gamma: 0.0625",8,2,64,2682,97.60522496,10,40,,
"Nu: 0.2, Gamma: 0.1",8,2,64,2682,97.60522496,10,40,,
"Nu: 0.2, Gamma: 0.2",8,2,61,2685,97.71407837,10,40,,
"Nu: 0.2, Gamma: 0.5",8,2,58,2688,97.82293179,10,40,,
"Nu: 0.2, Gamma: 0.7",8,2,58,2688,97.82293179,10,40,,
"Nu: 0.2, Gamma: 0.9",8,2,59,2687,97.78664731,10,40,,
"Nu: 0.2, Gamma: 0.99",8,2,59,2687,97.78664731,10,40,,
"Nu: 0.5, Gamma: 0.0001",5,5,41,2705,98.33091437,10,40,,
"Nu: 0.5, Gamma: 0.0002",5,5,41,2705,98.33091437,10,40,,
"Nu: 0.5, Gamma: 0.0003",5,5,41,2705,98.33091437,10,40,,
"Nu: 0.5, Gamma: 0.0004",5,5,41,2705,98.33091437,10,40,,
"Nu: 0.5, Gamma: 0.005",5,5,41,2705,98.33091437,10,40,,
"Nu: 0.5, Gamma: 0.05",5,5,44,2702,98.22206096,10,40,,
"Nu: 0.5, Gamma: 0.0625",5,5,44,2702,98.22206096,10,40,,
"Nu: 0.5, Gamma: 0.1",5,5,44,2702,98.22206096,10,40,,
"Nu: 0.5, Gamma: 0.2",5,5,45,2701,98.18577649,10,40,,
"Nu: 0.5, Gamma: 0.5",5,5,45,2701,98.18577649,10,40,,
"Nu: 0.5, Gamma: 0.7",7,3,48,2698,98.14949202,10,40,,
"Nu: 0.5, Gamma: 0.9",7,3,50,2696,98.07692308,10,40,,
"Nu: 0.5, Gamma: 0.99",7,3,51,2695,98.04063861,10,40,,
"Nu: 0.7, Gamma: 0.0001",3,7,16,2730,99.16545718,10,40,,
"Nu: 0.7, Gamma: 0.0002",3,7,17,2729,99.12917271,10,40,,
"Nu: 0.7, Gamma: 0.0003",3,7,17,2729,99.12917271,10,40,,
"Nu: 0.7, Gamma: 0.0004",3,7,17,2729,99.12917271,10,40,,
"Nu: 0.7, Gamma: 0.005",3,7,17,2729,99.12917271,10,40,,
"Nu: 0.7, Gamma: 0.05",3,7,18,2728,99.09288824,10,40,,
"Nu: 0.7, Gamma: 0.0625",3,7,18,2728,99.09288824,10,40,,
"Nu: 0.7, Gamma: 0.1",3,7,18,2728,99.09288824,10,40,,
"Nu: 0.7, Gamma: 0.2",3,7,20,2726,99.0203193,10,40,,
"Nu: 0.7, Gamma: 0.5",4,6,28,2718,98.76632801,10,40,,
"Nu: 0.7, Gamma: 0.7",5,5,31,2715,98.69375907,10,40,,
"Nu: 0.7, Gamma: 0.9",5,5,38,2708,98.43976778,10,40,,
"Nu: 0.7, Gamma: 0.99",5,5,38,2708,98.43976778,10,40,,
"Nu: 0.9, Gamma: 0.0001",1,9,12,2734,99.23802612,10,40,,
"Nu: 0.9, Gamma: 0.0002",1,9,12,2734,99.23802612,10,40,,
"Nu: 0.9, Gamma: 0.0003",1,9,12,2734,99.23802612,10,40,,
"Nu: 0.9, Gamma: 0.0004",1,9,12,2734,99.23802612,10,40,,
"Nu: 0.9, Gamma: 0.005",1,9,12,2734,99.23802612,10,40,,
"Nu: 0.9, Gamma: 0.05",1,9,12,2734,99.23802612,10,40,,
"Nu: 0.9, Gamma: 0.0625",1,9,12,2734,99.23802612,10,40,,
"Nu: 0.9, Gamma: 0.1",1,9,13,2733,99.20174165,10,40,,
"Nu: 0.9, Gamma: 0.2",1,9,13,2733,99.20174165,10,40,,
"Nu: 0.9, Gamma: 0.5",1,9,14,2732,99.16545718,10,40,,
"Nu: 0.9, Gamma: 0.7",2,8,14,2732,99.20174165,10,40,,
"Nu: 0.9, Gamma: 0.9",2,8,15,2731,99.16545718,10,40,,
"Nu: 0.9, Gamma: 0.99",2,8,15,2731,99.16545718,10,40,,
"Nu: 0.99, Gamma: 0.0001",0,10,7,2739,99.38316401,10,40,,
"Nu: 0.99, Gamma: 0.0002",0,10,7,2739,99.38316401,10,40,,
"Nu: 0.99, Gamma: 0.0003",0,10,7,2739,99.38316401,10,40,,
"Nu: 0.99, Gamma: 0.0004",0,10,7,2739,99.38316401,10,40,,
"Nu: 0.99, Gamma: 0.005",0,10,7,2739,99.38316401,10,40,,
"Nu: 0.99, Gamma: 0.05",0,10,7,2739,99.38316401,10,40,,
"Nu: 0.99, Gamma: 0.0625",0,10,7,2739,99.38316401,10,40,,
"Nu: 0.99, Gamma: 0.1",0,10,7,2739,99.38316401,10,40,,
"Nu: 0.99, Gamma: 0.2",0,10,7,2739,99.38316401,10,40,,
"Nu: 0.99, Gamma: 0.5",0,10,6,2740,99.41944848,10,40,,
"Nu: 0.99, Gamma: 0.7",0,10,6,2740,99.41944848,10,40,,
"Nu: 0.99, Gamma: 0.9",0,10,6,2740,99.41944848,10,40,,
"Nu: 0.99, Gamma: 0.99",0,10,6,2740,99.41944848,10,40,,
,,,,,,,,,
Target Class: dedup_IndirectBP,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,
"Nu: 0.0001, Gamma: 0.0001",51,224,93,4,14.78494624,10,40,,
"Nu: 0.0001, Gamma: 0.0002",275,0,97,0,73.92473118,10,40,,
"Nu: 0.0001, Gamma: 0.0003",275,0,97,0,73.92473118,10,40,,
"Nu: 0.0001, Gamma: 0.0004",275,0,97,0,73.92473118,10,40,,
"Nu: 0.0001, Gamma: 0.005",275,0,97,0,73.92473118,10,40,,
"Nu: 0.0001, Gamma: 0.05",275,0,97,0,73.92473118,10,40,,
"Nu: 0.0001, Gamma: 0.0625",275,0,94,3,74.7311828,10,40,,
"Nu: 0.0001, Gamma: 0.1",275,0,95,2,74.46236559,10,40,,
"Nu: 0.0001, Gamma: 0.2",275,0,82,15,77.95698925,10,40,,
"Nu: 0.0001, Gamma: 0.5",275,0,61,36,83.60215054,10,40,,
"Nu: 0.0001, Gamma: 0.7",275,0,57,40,84.67741935,10,40,,
"Nu: 0.0001, Gamma: 0.9",275,0,56,41,84.94623656,10,40,,
"Nu: 0.0001, Gamma: 0.99",275,0,50,47,86.55913978,10,40,,
"Nu: 0.0002, Gamma: 0.0001",93,182,94,3,25.80645161,10,40,,
"Nu: 0.0002, Gamma: 0.0002",93,182,94,3,25.80645161,10,40,,
"Nu: 0.0002, Gamma: 0.0003",93,182,94,3,25.80645161,10,40,,
"Nu: 0.0002, Gamma: 0.0004",93,182,94,3,25.80645161,10,40,,
"Nu: 0.0002, Gamma: 0.005",275,0,97,0,73.92473118,10,40,,
"Nu: 0.0002, Gamma: 0.05",275,0,97,0,73.92473118,10,40,,
"Nu: 0.0002, Gamma: 0.0625",275,0,93,4,75,10,40,,
"Nu: 0.0002, Gamma: 0.1",275,0,95,2,74.46236559,10,40,,
"Nu: 0.0002, Gamma: 0.2",275,0,79,18,78.76344086,10,40,,
"Nu: 0.0002, Gamma: 0.5",275,0,58,39,84.40860215,10,40,,
"Nu: 0.0002, Gamma: 0.7",275,0,54,43,85.48387097,10,40,,
"Nu: 0.0002, Gamma: 0.9",275,0,56,41,84.94623656,10,40,,
"Nu: 0.0002, Gamma: 0.99",275,0,53,44,85.75268817,10,40,,
"Nu: 0.0003, Gamma: 0.0001",173,102,94,3,47.31182796,10,40,,
"Nu: 0.0003, Gamma: 0.0002",171,104,94,3,46.77419355,10,40,,
"Nu: 0.0003, Gamma: 0.0003",172,103,94,3,47.04301075,10,40,,
"Nu: 0.0003, Gamma: 0.0004",172,103,94,3,47.04301075,10,40,,
"Nu: 0.0003, Gamma: 0.005",275,0,94,3,74.7311828,10,40,,
"Nu: 0.0003, Gamma: 0.05",275,0,93,4,75,10,40,,
"Nu: 0.0003, Gamma: 0.0625",275,0,96,1,74.19354839,10,40,,
"Nu: 0.0003, Gamma: 0.1",275,0,95,2,74.46236559,10,40,,
"Nu: 0.0003, Gamma: 0.2",275,0,81,16,78.22580645,10,40,,
"Nu: 0.0003, Gamma: 0.5",275,0,60,37,83.87096774,10,40,,
"Nu: 0.0003, Gamma: 0.7",275,0,58,39,84.40860215,10,40,,
"Nu: 0.0003, Gamma: 0.9",275,0,53,44,85.75268817,10,40,,
"Nu: 0.0003, Gamma: 0.99",275,0,50,47,86.55913978,10,40,,
"Nu: 0.0004, Gamma: 0.0001",113,162,93,4,31.4516129,10,40,,
"Nu: 0.0004, Gamma: 0.0002",112,163,93,4,31.1827957,10,40,,
"Nu: 0.0004, Gamma: 0.0003",111,164,93,4,30.91397849,10,40,,
"Nu: 0.0004, Gamma: 0.0004",112,163,93,4,31.1827957,10,40,,
"Nu: 0.0004, Gamma: 0.005",275,0,96,1,74.19354839,10,40,,
"Nu: 0.0004, Gamma: 0.05",275,0,96,1,74.19354839,10,40,,
"Nu: 0.0004, Gamma: 0.0625",275,0,95,2,74.46236559,10,40,,
"Nu: 0.0004, Gamma: 0.1",275,0,94,3,74.7311828,10,40,,
"Nu: 0.0004, Gamma: 0.2",275,0,82,15,77.95698925,10,40,,
"Nu: 0.0004, Gamma: 0.5",275,0,56,41,84.94623656,10,40,,
"Nu: 0.0004, Gamma: 0.7",275,0,58,39,84.40860215,10,40,,
"Nu: 0.0004, Gamma: 0.9",275,0,56,41,84.94623656,10,40,,
"Nu: 0.0004, Gamma: 0.99",275,0,50,47,86.55913978,10,40,,
"Nu: 0.005, Gamma: 0.0001",128,147,70,27,41.66666667,10,40,,
"Nu: 0.005, Gamma: 0.0002",128,147,70,27,41.66666667,10,40,,
"Nu: 0.005, Gamma: 0.0003",147,128,70,27,46.77419355,10,40,,
"Nu: 0.005, Gamma: 0.0004",149,126,70,27,47.31182796,10,40,,
"Nu: 0.005, Gamma: 0.005",274,1,70,27,80.91397849,10,40,,
"Nu: 0.005, Gamma: 0.05",274,1,69,28,81.1827957,10,40,,
"Nu: 0.005, Gamma: 0.0625",274,1,69,28,81.1827957,10,40,,
"Nu: 0.005, Gamma: 0.1",274,1,67,30,81.72043011,10,40,,
"Nu: 0.005, Gamma: 0.2",274,1,64,33,82.52688172,10,40,,
"Nu: 0.005, Gamma: 0.5",274,1,43,54,88.17204301,10,40,,
"Nu: 0.005, Gamma: 0.7",274,1,36,61,90.05376344,10,40,,
"Nu: 0.005, Gamma: 0.9",274,1,33,64,90.86021505,10,40,,
"Nu: 0.005, Gamma: 0.99",274,1,33,64,90.86021505,10,40,,
"Nu: 0.05, Gamma: 0.0001",264,11,25,72,90.32258065,10,40,,
"Nu: 0.05, Gamma: 0.0002",264,11,25,72,90.32258065,10,40,,
"Nu: 0.05, Gamma: 0.0003",264,11,25,72,90.32258065,10,40,,
"Nu: 0.05, Gamma: 0.0004",264,11,25,72,90.32258065,10,40,,
"Nu: 0.05, Gamma: 0.005",264,11,24,73,90.59139785,10,40,,
"Nu: 0.05, Gamma: 0.05",264,11,18,79,92.20430108,10,40,,
"Nu: 0.05, Gamma: 0.0625",264,11,18,79,92.20430108,10,40,,
"Nu: 0.05, Gamma: 0.1",264,11,15,82,93.01075269,10,40,,
"Nu: 0.05, Gamma: 0.2",263,12,10,87,94.08602151,10,40,,
"Nu: 0.05, Gamma: 0.5",263,12,6,91,95.16129032,10,40,,
"Nu: 0.05, Gamma: 0.7",262,13,6,91,94.89247312,10,40,,
"Nu: 0.05, Gamma: 0.9",262,13,3,94,95.69892473,10,40,,
"Nu: 0.05, Gamma: 0.99",262,13,3,94,95.69892473,10,40,,
"Nu: 0.0625, Gamma: 0.0001",223,52,15,82,81.98924731,10,40,,
"Nu: 0.0625, Gamma: 0.0002",263,12,15,82,92.74193548,10,40,,
"Nu: 0.0625, Gamma: 0.0003",263,12,15,82,92.74193548,10,40,,
"Nu: 0.0625, Gamma: 0.0004",263,12,15,82,92.74193548,10,40,,
"Nu: 0.0625, Gamma: 0.005",261,14,15,82,92.20430108,10,40,,
"Nu: 0.0625, Gamma: 0.05",263,12,12,85,93.5483871,10,40,,
"Nu: 0.0625, Gamma: 0.0625",263,12,10,87,94.08602151,10,40,,
"Nu: 0.0625, Gamma: 0.1",263,12,9,88,94.35483871,10,40,,
"Nu: 0.0625, Gamma: 0.2",263,12,8,89,94.62365591,10,40,,
"Nu: 0.0625, Gamma: 0.5",262,13,6,91,94.89247312,10,40,,
"Nu: 0.0625, Gamma: 0.7",262,13,3,94,95.69892473,10,40,,
"Nu: 0.0625, Gamma: 0.9",262,13,3,94,95.69892473,10,40,,
"Nu: 0.0625, Gamma: 0.99",262,13,1,96,96.23655914,10,40,,
"Nu: 0.1, Gamma: 0.0001",248,27,7,90,90.86021505,10,40,,
"Nu: 0.1, Gamma: 0.0002",246,29,7,90,90.32258065,10,40,,
"Nu: 0.1, Gamma: 0.0003",253,22,7,90,92.20430108,10,40,,
"Nu: 0.1, Gamma: 0.0004",253,22,7,90,92.20430108,10,40,,
"Nu: 0.1, Gamma: 0.005",253,22,7,90,92.20430108,10,40,,
"Nu: 0.1, Gamma: 0.05",253,22,6,91,92.47311828,10,40,,
"Nu: 0.1, Gamma: 0.0625",252,23,6,91,92.20430108,10,40,,
"Nu: 0.1, Gamma: 0.1",252,23,6,91,92.20430108,10,40,,
"Nu: 0.1, Gamma: 0.2",254,21,6,91,92.74193548,10,40,,
"Nu: 0.1, Gamma: 0.5",254,21,3,94,93.5483871,10,40,,
"Nu: 0.1, Gamma: 0.7",254,21,1,96,94.08602151,10,40,,
"Nu: 0.1, Gamma: 0.9",254,21,0,97,94.35483871,10,40,,
"Nu: 0.1, Gamma: 0.99",254,21,0,97,94.35483871,10,40,,
"Nu: 0.2, Gamma: 0.0001",149,126,6,91,64.51612903,10,40,,
"Nu: 0.2, Gamma: 0.0002",208,67,6,91,80.37634409,10,40,,
"Nu: 0.2, Gamma: 0.0003",211,64,6,91,81.1827957,10,40,,
"Nu: 0.2, Gamma: 0.0004",211,64,6,91,81.1827957,10,40,,
"Nu: 0.2, Gamma: 0.005",211,64,5,92,81.4516129,10,40,,
"Nu: 0.2, Gamma: 0.05",212,63,3,94,82.25806452,10,40,,
"Nu: 0.2, Gamma: 0.0625",212,63,3,94,82.25806452,10,40,,
"Nu: 0.2, Gamma: 0.1",212,63,3,94,82.25806452,10,40,,
"Nu: 0.2, Gamma: 0.2",212,63,3,94,82.25806452,10,40,,
"Nu: 0.2, Gamma: 0.5",212,63,0,97,83.06451613,10,40,,
"Nu: 0.2, Gamma: 0.7",213,62,0,97,83.33333333,10,40,,
"Nu: 0.2, Gamma: 0.9",213,62,0,97,83.33333333,10,40,,
"Nu: 0.2, Gamma: 0.99",213,62,0,97,83.33333333,10,40,,
"Nu: 0.5, Gamma: 0.0001",116,159,1,96,56.98924731,10,40,,
"Nu: 0.5, Gamma: 0.0002",114,161,1,96,56.4516129,10,40,,
"Nu: 0.5, Gamma: 0.0003",113,162,1,96,56.1827957,10,40,,
"Nu: 0.5, Gamma: 0.0004",113,162,1,96,56.1827957,10,40,,
"Nu: 0.5, Gamma: 0.005",122,153,1,96,58.60215054,10,40,,
"Nu: 0.5, Gamma: 0.05",121,154,0,97,58.60215054,10,40,,
"Nu: 0.5, Gamma: 0.0625",121,154,0,97,58.60215054,10,40,,
"Nu: 0.5, Gamma: 0.1",121,154,0,97,58.60215054,10,40,,
"Nu: 0.5, Gamma: 0.2",119,156,0,97,58.06451613,10,40,,
"Nu: 0.5, Gamma: 0.5",122,153,0,97,58.87096774,10,40,,
"Nu: 0.5, Gamma: 0.7",130,145,0,97,61.02150538,10,40,,
"Nu: 0.5, Gamma: 0.9",135,140,0,97,62.3655914,10,40,,
"Nu: 0.5, Gamma: 0.99",137,138,0,97,62.90322581,10,40,,
"Nu: 0.7, Gamma: 0.0001",72,203,0,97,45.43010753,10,40,,
"Nu: 0.7, Gamma: 0.0002",74,201,0,97,45.96774194,10,40,,
"Nu: 0.7, Gamma: 0.0003",74,201,0,97,45.96774194,10,40,,
"Nu: 0.7, Gamma: 0.0004",74,201,0,97,45.96774194,10,40,,
"Nu: 0.7, Gamma: 0.005",74,201,0,97,45.96774194,10,40,,
"Nu: 0.7, Gamma: 0.05",75,200,0,97,46.23655914,10,40,,
"Nu: 0.7, Gamma: 0.0625",75,200,0,97,46.23655914,10,40,,
"Nu: 0.7, Gamma: 0.1",75,200,0,97,46.23655914,10,40,,
"Nu: 0.7, Gamma: 0.2",75,200,0,97,46.23655914,10,40,,
"Nu: 0.7, Gamma: 0.5",76,199,0,97,46.50537634,10,40,,
"Nu: 0.7, Gamma: 0.7",78,197,0,97,47.04301075,10,40,,
"Nu: 0.7, Gamma: 0.9",73,202,0,97,45.69892473,10,40,,
"Nu: 0.7, Gamma: 0.99",76,199,0,97,46.50537634,10,40,,
"Nu: 0.9, Gamma: 0.0001",7,268,0,97,27.95698925,10,40,,
"Nu: 0.9, Gamma: 0.0002",9,266,0,97,28.49462366,10,40,,
"Nu: 0.9, Gamma: 0.0003",21,254,0,97,31.72043011,10,40,,
"Nu: 0.9, Gamma: 0.0004",26,249,0,97,33.06451613,10,40,,
"Nu: 0.9, Gamma: 0.005",25,250,0,97,32.79569892,10,40,,
"Nu: 0.9, Gamma: 0.05",25,250,0,97,32.79569892,10,40,,
"Nu: 0.9, Gamma: 0.0625",25,250,0,97,32.79569892,10,40,,
"Nu: 0.9, Gamma: 0.1",26,249,0,97,33.06451613,10,40,,
"Nu: 0.9, Gamma: 0.2",27,248,0,97,33.33333333,10,40,,
"Nu: 0.9, Gamma: 0.5",31,244,0,97,34.40860215,10,40,,
"Nu: 0.9, Gamma: 0.7",26,249,0,97,33.06451613,10,40,,
"Nu: 0.9, Gamma: 0.9",31,244,0,97,34.40860215,10,40,,
"Nu: 0.9, Gamma: 0.99",31,244,0,97,34.40860215,10,40,,
"Nu: 0.99, Gamma: 0.0001",1,274,0,97,26.34408602,10,40,,
