Features: 16,,,,,,,,,,
Target Class: vips,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,92.30769231,329
"Nu: 0.9, Gamma: 0.9",2,10,1,117,91.53846154,0,40,,,
"Nu: 0.9, Gamma: 0.99",2,10,0,118,92.30769231,0,40,,,
"Nu: 0.99, Gamma: 0.0001",0,12,0,118,90.76923077,0,40,,,
"Nu: 0.99, Gamma: 0.0002",0,12,0,118,90.76923077,0,40,,,
"Nu: 0.99, Gamma: 0.0003",0,12,0,118,90.76923077,0,40,,,
"Nu: 0.99, Gamma: 0.0004",0,12,0,118,90.76923077,0,40,,,
"Nu: 0.99, Gamma: 0.005",0,12,1,117,90,0,40,,,
"Nu: 0.99, Gamma: 0.05",0,12,1,117,90,0,40,,,
"Nu: 0.99, Gamma: 0.0625",0,12,1,117,90,0,40,,,
"Nu: 0.99, Gamma: 0.1",0,12,1,117,90,0,40,,,
"Nu: 0.99, Gamma: 0.2",0,12,3,115,88.46153846,0,40,,,
"Nu: 0.99, Gamma: 0.5",0,12,0,118,90.76923077,0,40,,,
"Nu: 0.99, Gamma: 0.7",1,11,0,118,91.53846154,0,40,,,
"Nu: 0.99, Gamma: 0.9",1,11,0,118,91.53846154,0,40,,,
"Nu: 0.99, Gamma: 0.99",1,11,0,118,91.53846154,0,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: vips,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,12,0,120,90.90909091,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",12,0,116,4,12.12121212,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",12,0,116,4,12.12121212,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",12,0,116,4,12.12121212,10,40,,,
"Nu: 0.0001, Gamma: 0.005",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0001, Gamma: 0.05",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0001, Gamma: 0.1",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0001, Gamma: 0.2",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0001, Gamma: 0.5",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0001, Gamma: 0.7",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0001, Gamma: 0.9",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0001, Gamma: 0.99",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",12,0,116,4,12.12121212,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",12,0,116,4,12.12121212,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",12,0,116,4,12.12121212,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",12,0,116,4,12.12121212,10,40,,,
"Nu: 0.0002, Gamma: 0.005",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0002, Gamma: 0.05",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0002, Gamma: 0.1",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0002, Gamma: 0.2",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0002, Gamma: 0.5",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0002, Gamma: 0.7",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0002, Gamma: 0.9",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0002, Gamma: 0.99",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",12,0,112,8,15.15151515,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",12,0,112,8,15.15151515,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",12,0,112,8,15.15151515,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",12,0,119,1,9.848484848,10,40,,,
"Nu: 0.0003, Gamma: 0.005",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0003, Gamma: 0.05",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0003, Gamma: 0.1",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0003, Gamma: 0.2",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0003, Gamma: 0.5",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0003, Gamma: 0.7",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0003, Gamma: 0.9",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0003, Gamma: 0.99",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",10,2,98,22,24.24242424,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",10,2,98,22,24.24242424,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",12,0,116,4,12.12121212,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0004, Gamma: 0.005",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0004, Gamma: 0.05",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0004, Gamma: 0.1",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0004, Gamma: 0.2",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0004, Gamma: 0.5",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0004, Gamma: 0.7",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0004, Gamma: 0.9",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.0004, Gamma: 0.99",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.005, Gamma: 0.0001",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.005, Gamma: 0.0002",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.005, Gamma: 0.0003",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.005, Gamma: 0.0004",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.005, Gamma: 0.005",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.005, Gamma: 0.05",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.005, Gamma: 0.0625",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.005, Gamma: 0.1",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.005, Gamma: 0.2",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.005, Gamma: 0.5",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.005, Gamma: 0.7",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.005, Gamma: 0.9",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.005, Gamma: 0.99",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.05, Gamma: 0.0001",12,0,118,2,10.60606061,10,40,,,
"Nu: 0.05, Gamma: 0.0002",12,0,118,2,10.60606061,10,40,,,
"Nu: 0.05, Gamma: 0.0003",12,0,118,2,10.60606061,10,40,,,
"Nu: 0.05, Gamma: 0.0004",12,0,118,2,10.60606061,10,40,,,
"Nu: 0.05, Gamma: 0.005",12,0,118,2,10.60606061,10,40,,,
"Nu: 0.05, Gamma: 0.05",12,0,118,2,10.60606061,10,40,,,
"Nu: 0.05, Gamma: 0.0625",12,0,118,2,10.60606061,10,40,,,
"Nu: 0.05, Gamma: 0.1",12,0,120,0,9.090909091,10,40,,,
"Nu: 0.05, Gamma: 0.2",12,0,119,1,9.848484848,10,40,,,
"Nu: 0.05, Gamma: 0.5",12,0,119,1,9.848484848,10,40,,,
"Nu: 0.05, Gamma: 0.7",12,0,119,1,9.848484848,10,40,,,
"Nu: 0.05, Gamma: 0.9",12,0,118,2,10.60606061,10,40,,,
"Nu: 0.05, Gamma: 0.99",12,0,117,3,11.36363636,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",11,1,116,4,11.36363636,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",11,1,116,4,11.36363636,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",11,1,116,4,11.36363636,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",11,1,116,4,11.36363636,10,40,,,
"Nu: 0.0625, Gamma: 0.005",11,1,116,4,11.36363636,10,40,,,
"Nu: 0.0625, Gamma: 0.05",12,0,116,4,12.12121212,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",12,0,116,4,12.12121212,10,40,,,
"Nu: 0.0625, Gamma: 0.1",12,0,118,2,10.60606061,10,40,,,
"Nu: 0.0625, Gamma: 0.2",12,0,119,1,9.848484848,10,40,,,
"Nu: 0.0625, Gamma: 0.5",12,0,119,1,9.848484848,10,40,,,
"Nu: 0.0625, Gamma: 0.7",12,0,119,1,9.848484848,10,40,,,
"Nu: 0.0625, Gamma: 0.9",12,0,117,3,11.36363636,10,40,,,
"Nu: 0.0625, Gamma: 0.99",12,0,116,4,12.12121212,10,40,,,
"Nu: 0.1, Gamma: 0.0001",10,2,91,29,29.54545455,10,40,,,
"Nu: 0.1, Gamma: 0.0002",11,1,92,28,29.54545455,10,40,,,
"Nu: 0.1, Gamma: 0.0003",11,1,92,28,29.54545455,10,40,,,
"Nu: 0.1, Gamma: 0.0004",11,1,92,28,29.54545455,10,40,,,
"Nu: 0.1, Gamma: 0.005",11,1,92,28,29.54545455,10,40,,,
"Nu: 0.1, Gamma: 0.05",11,1,95,25,27.27272727,10,40,,,
"Nu: 0.1, Gamma: 0.0625",11,1,100,20,23.48484848,10,40,,,
"Nu: 0.1, Gamma: 0.1",11,1,113,7,13.63636364,10,40,,,
"Nu: 0.1, Gamma: 0.2",12,0,119,1,9.848484848,10,40,,,
"Nu: 0.1, Gamma: 0.5",12,0,119,1,9.848484848,10,40,,,
"Nu: 0.1, Gamma: 0.7",12,0,119,1,9.848484848,10,40,,,
"Nu: 0.1, Gamma: 0.9",12,0,116,4,12.12121212,10,40,,,
"Nu: 0.1, Gamma: 0.99",11,1,115,5,12.12121212,10,40,,,
"Nu: 0.2, Gamma: 0.0001",11,1,86,34,34.09090909,10,40,,,
"Nu: 0.2, Gamma: 0.0002",11,1,86,34,34.09090909,10,40,,,
"Nu: 0.2, Gamma: 0.0003",11,1,86,34,34.09090909,10,40,,,
"Nu: 0.2, Gamma: 0.0004",11,1,86,34,34.09090909,10,40,,,
"Nu: 0.2, Gamma: 0.005",11,1,86,34,34.09090909,10,40,,,
"Nu: 0.2, Gamma: 0.05",11,1,86,34,34.09090909,10,40,,,
"Nu: 0.2, Gamma: 0.0625",11,1,86,34,34.09090909,10,40,,,
"Nu: 0.2, Gamma: 0.1",11,1,87,33,33.33333333,10,40,,,
"Nu: 0.2, Gamma: 0.2",11,1,108,12,17.42424242,10,40,,,
"Nu: 0.2, Gamma: 0.5",12,0,111,9,15.90909091,10,40,,,
"Nu: 0.2, Gamma: 0.7",12,0,115,5,12.87878788,10,40,,,
"Nu: 0.2, Gamma: 0.9",11,1,113,7,13.63636364,10,40,,,
"Nu: 0.2, Gamma: 0.99",11,1,113,7,13.63636364,10,40,,,
"Nu: 0.5, Gamma: 0.0001",7,5,66,54,46.21212121,10,40,,,
"Nu: 0.5, Gamma: 0.0002",7,5,66,54,46.21212121,10,40,,,
"Nu: 0.5, Gamma: 0.0003",7,5,66,54,46.21212121,10,40,,,
"Nu: 0.5, Gamma: 0.0004",7,5,66,54,46.21212121,10,40,,,
"Nu: 0.5, Gamma: 0.005",7,5,66,54,46.21212121,10,40,,,
"Nu: 0.5, Gamma: 0.05",7,5,66,54,46.21212121,10,40,,,
"Nu: 0.5, Gamma: 0.0625",7,5,66,54,46.21212121,10,40,,,
"Nu: 0.5, Gamma: 0.1",7,5,67,53,45.45454545,10,40,,,
"Nu: 0.5, Gamma: 0.2",8,4,69,51,44.6969697,10,40,,,
"Nu: 0.5, Gamma: 0.5",8,4,69,51,44.6969697,10,40,,,
"Nu: 0.5, Gamma: 0.7",8,4,69,51,44.6969697,10,40,,,
"Nu: 0.5, Gamma: 0.9",9,3,68,52,46.21212121,10,40,,,
"Nu: 0.5, Gamma: 0.99",9,3,70,50,44.6969697,10,40,,,
"Nu: 0.7, Gamma: 0.0001",2,10,36,84,65.15151515,10,40,,,
"Nu: 0.7, Gamma: 0.0002",2,10,36,84,65.15151515,10,40,,,
"Nu: 0.7, Gamma: 0.0003",2,10,36,84,65.15151515,10,40,,,
"Nu: 0.7, Gamma: 0.0004",2,10,36,84,65.15151515,10,40,,,
"Nu: 0.7, Gamma: 0.005",2,10,36,84,65.15151515,10,40,,,
"Nu: 0.7, Gamma: 0.05",3,9,35,85,66.66666667,10,40,,,
"Nu: 0.7, Gamma: 0.0625",3,9,35,85,66.66666667,10,40,,,
"Nu: 0.7, Gamma: 0.1",3,9,38,82,64.39393939,10,40,,,
"Nu: 0.7, Gamma: 0.2",4,8,43,77,61.36363636,10,40,,,
"Nu: 0.7, Gamma: 0.5",8,4,55,65,55.3030303,10,40,,,
"Nu: 0.7, Gamma: 0.7",6,6,59,61,50.75757576,10,40,,,
"Nu: 0.7, Gamma: 0.9",6,6,56,64,53.03030303,10,40,,,
"Nu: 0.7, Gamma: 0.99",6,6,57,63,52.27272727,10,40,,,
"Nu: 0.9, Gamma: 0.0001",2,10,13,107,82.57575758,10,40,,,
"Nu: 0.9, Gamma: 0.0002",2,10,13,107,82.57575758,10,40,,,
"Nu: 0.9, Gamma: 0.0003",2,10,13,107,82.57575758,10,40,,,
"Nu: 0.9, Gamma: 0.0004",2,10,13,107,82.57575758,10,40,,,
"Nu: 0.9, Gamma: 0.005",2,10,13,107,82.57575758,10,40,,,
"Nu: 0.9, Gamma: 0.05",2,10,12,108,83.33333333,10,40,,,
"Nu: 0.9, Gamma: 0.0625",2,10,12,108,83.33333333,10,40,,,
"Nu: 0.9, Gamma: 0.1",2,10,14,106,81.81818182,10,40,,,
"Nu: 0.9, Gamma: 0.2",2,10,16,104,80.3030303,10,40,,,
"Nu: 0.9, Gamma: 0.5",4,8,34,86,68.18181818,10,40,,,
"Nu: 0.9, Gamma: 0.7",5,7,35,85,68.18181818,10,40,,,
"Nu: 0.9, Gamma: 0.9",5,7,41,79,63.63636364,10,40,,,
"Nu: 0.9, Gamma: 0.99",5,7,42,78,62.87878788,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,12,2,118,89.39393939,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,12,2,118,89.39393939,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,12,2,118,89.39393939,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,12,2,118,89.39393939,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,12,2,118,89.39393939,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,12,2,118,89.39393939,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,12,3,117,88.63636364,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,12,3,117,88.63636364,10,40,,,
"Nu: 0.99, Gamma: 0.2",2,10,4,116,89.39393939,10,40,,,
"Nu: 0.99, Gamma: 0.5",2,10,19,101,78.03030303,10,40,,,
"Nu: 0.99, Gamma: 0.7",2,10,23,97,75,10,40,,,
"Nu: 0.99, Gamma: 0.9",4,8,23,97,76.51515152,10,40,,,
"Nu: 0.99, Gamma: 0.99",4,8,22,98,77.27272727,10,40,,,
,,,,,,,,,,
Target Class: vips_Pipeline,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,12,0,118,90.76923077,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,12,0,118,90.76923077,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",7,5,81,37,33.84615385,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",7,5,81,37,33.84615385,10,40,,,
"Nu: 0.0001, Gamma: 0.005",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0001, Gamma: 0.05",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0001, Gamma: 0.1",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0001, Gamma: 0.2",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0001, Gamma: 0.5",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0001, Gamma: 0.7",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0001, Gamma: 0.9",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0001, Gamma: 0.99",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,12,0,118,90.76923077,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",7,5,81,37,33.84615385,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0002, Gamma: 0.005",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0002, Gamma: 0.05",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0002, Gamma: 0.1",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0002, Gamma: 0.2",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0002, Gamma: 0.5",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0002, Gamma: 0.7",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0002, Gamma: 0.9",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0002, Gamma: 0.99",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",10,2,92,26,27.69230769,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",10,2,111,7,13.07692308,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",12,0,118,0,9.230769231,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",12,0,118,0,9.230769231,10,40,,,
"Nu: 0.0003, Gamma: 0.005",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0003, Gamma: 0.05",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0003, Gamma: 0.1",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0003, Gamma: 0.2",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0003, Gamma: 0.5",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0003, Gamma: 0.7",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0003, Gamma: 0.9",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0003, Gamma: 0.99",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",10,2,92,26,27.69230769,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",12,0,118,0,9.230769231,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",12,0,118,0,9.230769231,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0004, Gamma: 0.005",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0004, Gamma: 0.05",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0004, Gamma: 0.1",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0004, Gamma: 0.2",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0004, Gamma: 0.5",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0004, Gamma: 0.7",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0004, Gamma: 0.9",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0004, Gamma: 0.99",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.005, Gamma: 0.0001",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.005, Gamma: 0.0002",10,2,113,5,11.53846154,10,40,,,
"Nu: 0.005, Gamma: 0.0003",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.005, Gamma: 0.0004",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.005, Gamma: 0.005",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.005, Gamma: 0.05",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.005, Gamma: 0.0625",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.005, Gamma: 0.1",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.005, Gamma: 0.2",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.005, Gamma: 0.5",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.005, Gamma: 0.7",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.005, Gamma: 0.9",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.005, Gamma: 0.99",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.05, Gamma: 0.0001",11,1,111,7,13.84615385,10,40,,,
"Nu: 0.05, Gamma: 0.0002",11,1,111,7,13.84615385,10,40,,,
"Nu: 0.05, Gamma: 0.0003",11,1,111,7,13.84615385,10,40,,,
"Nu: 0.05, Gamma: 0.0004",11,1,111,7,13.84615385,10,40,,,
"Nu: 0.05, Gamma: 0.005",11,1,111,7,13.84615385,10,40,,,
"Nu: 0.05, Gamma: 0.05",12,0,111,7,14.61538462,10,40,,,
"Nu: 0.05, Gamma: 0.0625",12,0,111,7,14.61538462,10,40,,,
"Nu: 0.05, Gamma: 0.1",12,0,114,4,12.30769231,10,40,,,
"Nu: 0.05, Gamma: 0.2",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.05, Gamma: 0.5",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.05, Gamma: 0.7",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.05, Gamma: 0.9",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.05, Gamma: 0.99",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",11,1,111,7,13.84615385,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",11,1,111,7,13.84615385,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",11,1,111,7,13.84615385,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",11,1,111,7,13.84615385,10,40,,,
"Nu: 0.0625, Gamma: 0.005",11,1,111,7,13.84615385,10,40,,,
"Nu: 0.0625, Gamma: 0.05",11,1,111,7,13.84615385,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",11,1,111,7,13.84615385,10,40,,,
"Nu: 0.0625, Gamma: 0.1",12,0,111,7,14.61538462,10,40,,,
"Nu: 0.0625, Gamma: 0.2",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0625, Gamma: 0.5",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0625, Gamma: 0.7",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0625, Gamma: 0.9",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.0625, Gamma: 0.99",12,0,115,3,11.53846154,10,40,,,
"Nu: 0.1, Gamma: 0.0001",8,4,110,8,12.30769231,10,40,,,
"Nu: 0.1, Gamma: 0.0002",9,3,110,8,13.07692308,10,40,,,
"Nu: 0.1, Gamma: 0.0003",10,2,110,8,13.84615385,10,40,,,
"Nu: 0.1, Gamma: 0.0004",10,2,110,8,13.84615385,10,40,,,
"Nu: 0.1, Gamma: 0.005",10,2,110,8,13.84615385,10,40,,,
"Nu: 0.1, Gamma: 0.05",10,2,111,7,13.07692308,10,40,,,
"Nu: 0.1, Gamma: 0.0625",10,2,111,7,13.07692308,10,40,,,
"Nu: 0.1, Gamma: 0.1",11,1,111,7,13.84615385,10,40,,,
"Nu: 0.1, Gamma: 0.2",12,0,112,6,13.84615385,10,40,,,
"Nu: 0.1, Gamma: 0.5",12,0,114,4,12.30769231,10,40,,,
"Nu: 0.1, Gamma: 0.7",12,0,114,4,12.30769231,10,40,,,
"Nu: 0.1, Gamma: 0.9",12,0,114,4,12.30769231,10,40,,,
"Nu: 0.1, Gamma: 0.99",12,0,114,4,12.30769231,10,40,,,
"Nu: 0.2, Gamma: 0.0001",9,3,106,12,16.15384615,10,40,,,
"Nu: 0.2, Gamma: 0.0002",8,4,105,13,16.15384615,10,40,,,
"Nu: 0.2, Gamma: 0.0003",9,3,106,12,16.15384615,10,40,,,
"Nu: 0.2, Gamma: 0.0004",9,3,106,12,16.15384615,10,40,,,
"Nu: 0.2, Gamma: 0.005",8,4,106,12,15.38461538,10,40,,,
"Nu: 0.2, Gamma: 0.05",9,3,105,13,16.92307692,10,40,,,
"Nu: 0.2, Gamma: 0.0625",9,3,105,13,16.92307692,10,40,,,
"Nu: 0.2, Gamma: 0.1",9,3,107,11,15.38461538,10,40,,,
"Nu: 0.2, Gamma: 0.2",11,1,109,9,15.38461538,10,40,,,
"Nu: 0.2, Gamma: 0.5",12,0,111,7,14.61538462,10,40,,,
"Nu: 0.2, Gamma: 0.7",12,0,114,4,12.30769231,10,40,,,
"Nu: 0.2, Gamma: 0.9",12,0,114,4,12.30769231,10,40,,,
"Nu: 0.2, Gamma: 0.99",12,0,114,4,12.30769231,10,40,,,
"Nu: 0.5, Gamma: 0.0001",7,5,62,56,48.46153846,10,40,,,
"Nu: 0.5, Gamma: 0.0002",7,5,62,56,48.46153846,10,40,,,
"Nu: 0.5, Gamma: 0.0003",7,5,62,56,48.46153846,10,40,,,
"Nu: 0.5, Gamma: 0.0004",7,5,62,56,48.46153846,10,40,,,
"Nu: 0.5, Gamma: 0.005",7,5,62,56,48.46153846,10,40,,,
"Nu: 0.5, Gamma: 0.05",7,5,62,56,48.46153846,10,40,,,
"Nu: 0.5, Gamma: 0.0625",7,5,62,56,48.46153846,10,40,,,
"Nu: 0.5, Gamma: 0.1",7,5,62,56,48.46153846,10,40,,,
"Nu: 0.5, Gamma: 0.2",7,5,68,50,43.84615385,10,40,,,
"Nu: 0.5, Gamma: 0.5",8,4,80,38,35.38461538,10,40,,,
"Nu: 0.5, Gamma: 0.7",8,4,82,36,33.84615385,10,40,,,
"Nu: 0.5, Gamma: 0.9",8,4,90,28,27.69230769,10,40,,,
"Nu: 0.5, Gamma: 0.99",8,4,92,26,26.15384615,10,40,,,
"Nu: 0.7, Gamma: 0.0001",2,10,34,84,66.15384615,10,40,,,
"Nu: 0.7, Gamma: 0.0002",2,10,34,84,66.15384615,10,40,,,
"Nu: 0.7, Gamma: 0.0003",2,10,34,84,66.15384615,10,40,,,
"Nu: 0.7, Gamma: 0.0004",2,10,34,84,66.15384615,10,40,,,
"Nu: 0.7, Gamma: 0.005",2,10,34,84,66.15384615,10,40,,,
"Nu: 0.7, Gamma: 0.05",3,9,35,83,66.15384615,10,40,,,
"Nu: 0.7, Gamma: 0.0625",3,9,36,82,65.38461538,10,40,,,
"Nu: 0.7, Gamma: 0.1",3,9,39,79,63.07692308,10,40,,,
"Nu: 0.7, Gamma: 0.2",6,6,49,69,57.69230769,10,40,,,
"Nu: 0.7, Gamma: 0.5",7,5,63,55,47.69230769,10,40,,,
"Nu: 0.7, Gamma: 0.7",8,4,59,59,51.53846154,10,40,,,
"Nu: 0.7, Gamma: 0.9",8,4,58,60,52.30769231,10,40,,,
"Nu: 0.7, Gamma: 0.99",8,4,58,60,52.30769231,10,40,,,
"Nu: 0.9, Gamma: 0.0001",0,12,11,107,82.30769231,10,40,,,
"Nu: 0.9, Gamma: 0.0002",0,12,11,107,82.30769231,10,40,,,
"Nu: 0.9, Gamma: 0.0003",0,12,11,107,82.30769231,10,40,,,
